"anio","geocodigoFundar","geonombreFundar","mys","ranking"
"1880","BHR","Bahrein","0.1","102"
"1890","BHR","Bahrein","0.1","104"
"1900","BHR","Bahrein","0.1","104"
"1913","BHR","Bahrein","0.1","115"
"1925","BHR","Bahrein","0.15","97"
"1929","BHR","Bahrein","0.44375","83"
"1933","BHR","Bahrein","0.5625","83"
"1938","BHR","Bahrein","0.65625","84"
"1950","BHR","Bahrein","1","103"
"1955","BHR","Bahrein","1.07","108"
"1960","BHR","Bahrein","1.29","107"
"1965","BHR","Bahrein","1.75","99"
"1970","BHR","Bahrein","3.08","88"
"1975","BHR","Bahrein","4.02","75"
"1980","BHR","Bahrein","4.93","86"
"1985","BHR","Bahrein","5.65","84"
"1990","BHR","Bahrein","6.54","82"
"1995","BHR","Bahrein","7.1","83"
"2000","BHR","Bahrein","7.48","82"
"2005","BHR","Bahrein","7.19","97"
"2010","BHR","Bahrein","7.06","104"
"2015","BHR","Bahrein","9.419","70"
"2020","BHR","Bahrein","11.04658985","59"
"1950","BGD","Bangladesh","1.12","100"
"1955","BGD","Bangladesh","1.13282051282051","106"
"1960","BGD","Bangladesh","1.23","109"
"1965","BGD","Bangladesh","1.52604166666667","109"
"1970","BGD","Bangladesh","1.7","112"
"1975","BGD","Bangladesh","1.71272727272727","116"
"1980","BGD","Bangladesh","2.26","128"
"1985","BGD","Bangladesh","2.84096654275093","127"
"1990","BGD","Bangladesh","3.16","130"
"1995","BGD","Bangladesh","3.66549277266754","130"
"2000","BGD","Bangladesh","4.42","127"
"2005","BGD","Bangladesh","4.5944562078922","130"
"2010","BGD","Bangladesh","4.69","135"
"2015","BGD","Bangladesh","5.241576537","130"
"2020","BGD","Bangladesh","7.379059792","109"
"1950","BRN","Brunei","2.02","74"
"1955","BRN","Brunei","2.27","74"
"1960","BRN","Brunei","2.7","73"
"1965","BRN","Brunei","3.39","70"
"1970","BRN","Brunei","4.66","56"
"1975","BRN","Brunei","5.68","49"
"1980","BRN","Brunei","6.64","61"
"1985","BRN","Brunei","7.14","61"
"1990","BRN","Brunei","7.69","63"
"1995","BRN","Brunei","7.98","67"
"2000","BRN","Brunei","8.22","71"
"2005","BRN","Brunei","8.45","71"
"2010","BRN","Brunei","8.74","71"
"2015","BRN","Brunei","9.02","77"
"2020","BRN","Brunei","9.18","84"
"1870","KHM","Camboya","0.105363636363636","64"
"1880","KHM","Camboya","0.105363636363636","66"
"1890","KHM","Camboya","0.105363636363636","71"
"1900","KHM","Camboya","0.105363636363636","76"
"1913","KHM","Camboya","0.105363636363636","94"
"1925","KHM","Camboya","0.210727272727273","91"
"1929","KHM","Camboya","0.316090909090909","89"
"1933","KHM","Camboya","0.421454545454545","86"
"1938","KHM","Camboya","0.737545454545455","82"
"1950","KHM","Camboya","4.636","38"
"1955","KHM","Camboya","3.7429010989","48"
"1960","KHM","Camboya","4.72125274725","43"
"1965","KHM","Camboya","4.67028669996693","50"
"1970","KHM","Camboya","4.87522677323","52"
"1975","KHM","Camboya","5.05607772961147","59"
"1980","KHM","Camboya","5.145","84"
"1985","KHM","Camboya","5.22998223801066","93"
"1990","KHM","Camboya","5.371","101"
"1995","KHM","Camboya","5.45824477436517","110"
"2000","KHM","Camboya","5.62894894895","111"
"2005","KHM","Camboya","5.74748924106837","116"
"2010","KHM","Camboya","5.89406606607","118"
"2015","KHM","Camboya","5.8","125"
"2020","KHM","Camboya","5.088","138"
"1870","CHN","China","1.01","27"
"1880","CHN","China","1.06","31"
"1890","CHN","China","1.11","32"
"1900","CHN","China","1.16","38"
"1913","CHN","China","1.21","45"
"1925","CHN","China","0.8995","59"
"1929","CHN","China","1.31","53"
"1933","CHN","China","1.385","58"
"1938","CHN","China","1.46","59"
"1950","CHN","China","1.688357","79"
"1955","CHN","China","1.97569902912621","80"
"1960","CHN","China","2.464643","80"
"1965","CHN","China","2.94196321169036","79"
"1970","CHN","China","3.52334","77"
"1975","CHN","China","4.00008257612267","77"
"1980","CHN","China","4.628614","92"
"1985","CHN","China","5.1559722185022","96"
"1990","CHN","China","5.602205","97"
"1995","CHN","China","6.3168589366617","95"
"2000","CHN","China","6.882662","94"
"2005","CHN","China","7.30910371559035","93"
"2010","CHN","China","7.688022","96"
"2015","CHN","China","7.641839959","102"
"2020","CHN","China","7.600118446","106"
"1870","HKG","Hong Kong","0.1","101"
"1880","HKG","Hong Kong","0.1","103"
"1890","HKG","Hong Kong","0.117309417040359","70"
"1900","HKG","Hong Kong","0.312825112107623","58"
"1913","HKG","Hong Kong","0.899372197309417","52"
"1925","HKG","Hong Kong","2.06269058295964","37"
"1929","HKG","Hong Kong","2.48304932735426","35"
"1933","HKG","Hong Kong","2.93273542600897","32"
"1938","HKG","Hong Kong","3.58771300448431","29"
"1950","HKG","Hong Kong","4.36","40"
"1955","HKG","Hong Kong","4.64","41"
"1960","HKG","Hong Kong","4.89","41"
"1965","HKG","Hong Kong","5.71","38"
"1970","HKG","Hong Kong","6.3","36"
"1975","HKG","Hong Kong","6.91","36"
"1980","HKG","Hong Kong","7.97","44"
"1985","HKG","Hong Kong","8.7","42"
"1990","HKG","Hong Kong","9.39","40"
"1995","HKG","Hong Kong","9.41","44"
"2000","HKG","Hong Kong","9.31","53"
"2005","HKG","Hong Kong","11.18","23"
"2010","HKG","Hong Kong","11.38","27"
"2015","HKG","Hong Kong","11.59066599","34"
"2020","HKG","Hong Kong","12.22620964","34"
"1980","GEO","Georgia","9.41357923783","18"
"1985","GEO","Georgia","9.964188890665","19"
"1990","GEO","Georgia","10.5147985435","19"
"1995","GEO","Georgia","10.593147804","20"
"2000","GEO","Georgia","10.6714970645","25"
"2005","GEO","Georgia","10.78669576585","32"
"2010","GEO","Georgia","10.9018944672","38"
"2015","GEO","Georgia","12.24651","17"
"2020","GEO","Georgia","12.82221985","19"
"1870","IND","India","0.1","102"
"1880","IND","India","0.11","65"
"1890","IND","India","0.15","64"
"1900","IND","India","0.29","63"
"1913","IND","India","0.37","68"
"1925","IND","India","0.594196428571429","70"
"1929","IND","India","0.7","70"
"1933","IND","India","0.825866616","69"
"1938","IND","India","0.9299999","72"
"1950","IND","India","1.16","99"
"1955","IND","India","1.31","100"
"1960","IND","India","1.46","102"
"1965","IND","India","1.6463503649635","103"
"1970","IND","India","2.01","100"
"1975","IND","India","2.39164556962025","103"
"1980","IND","India","2.69","124"
"1985","IND","India","3.00480138169257","125"
"1990","IND","India","3.33","128"
"1995","IND","India","3.80905660377358","127"
"2000","IND","India","4.51","126"
"2005","IND","India","4.67085181898847","128"
"2010","IND","India","4.84","131"
"2015","IND","India","6.298833561","118"
"2020","IND","India","6.655109195","118"
"1870","IDN","Indonesia","0.1","103"
"1880","IDN","Indonesia","0.1","104"
"1890","IDN","Indonesia","0.1","105"
"1900","IDN","Indonesia","0.1","105"
"1913","IDN","Indonesia","0.162543859649123","85"
"1925","IDN","Indonesia","0.49719298245614","71"
"1929","IDN","Indonesia","0.573684210526316","75"
"1933","IDN","Indonesia","0.678859649122807","77"
"1938","IDN","Indonesia","0.784035087719298","77"
"1950","IDN","Indonesia","1.09","101"
"1955","IDN","Indonesia","1.25","101"
"1960","IDN","Indonesia","1.57","98"
"1965","IDN","Indonesia","2.17","92"
"1970","IDN","Indonesia","2.84","91"
"1975","IDN","Indonesia","3.19","94"
"1980","IDN","Indonesia","3.63","112"
"1985","IDN","Indonesia","3.86","118"
"1990","IDN","Indonesia","4.18","120"
"1995","IDN","Indonesia","4.62","122"
"2000","IDN","Indonesia","5.15","121"
"2005","IDN","Indonesia","6.41","106"
"2010","IDN","Indonesia","7.61","97"
"2015","IDN","Indonesia","7.934816941","95"
"2020","IDN","Indonesia","8.556509972","99"
"1870","IRN","Irán","0.29","49"
"1880","IRN","Irán","0.3","54"
"1890","IRN","Irán","0.31","56"
"1900","IRN","Irán","0.32","57"
"1913","IRN","Irán","0.34","72"
"1925","IRN","Irán","0.294736842105263","82"
"1929","IRN","Irán","0.35","88"
"1933","IRN","Irán","0.311351351351351","92"
"1938","IRN","Irán","0.37","93"
"1950","IRN","Irán","0.49","116"
"1955","IRN","Irán","0.551506849315069","120"
"1960","IRN","Irán","0.73","120"
"1965","IRN","Irán","1.00603389830508","116"
"1970","IRN","Irán","1.36","117"
"1975","IRN","Irán","1.82283422459893","114"
"1980","IRN","Irán","2.47","125"
"1985","IRN","Irán","3.17720454545455","124"
"1990","IRN","Irán","3.87","124"
"1995","IRN","Irán","4.75869912210694","119"
"2000","IRN","Irán","5.52","112"
"2005","IRN","Irán","6.64962445954293","102"
"2010","IRN","Irán","7.837","91"
"2015","IRN","Irán","8.77","80"
"2020","IRN","Irán","10.63645314","65"
"1870","IRQ","Iraq","0.1","104"
"1880","IRQ","Iraq","0.12","63"
"1890","IRQ","Iraq","0.14","66"
"1900","IRQ","Iraq","0.15","70"
"1913","IRQ","Iraq","0.17","84"
"1925","IRQ","Iraq","0.14625","98"
"1929","IRQ","Iraq","0.2","98"
"1933","IRQ","Iraq","0.184285714285714","103"
"1938","IRQ","Iraq","0.23","102"
"1950","IRQ","Iraq","0.38","125"
"1955","IRQ","Iraq","0.508378378378379","123"
"1960","IRQ","Iraq","0.76","119"
"1965","IRQ","Iraq","0.951295336787565","120"
"1970","IRQ","Iraq","1.4","116"
"1975","IRQ","Iraq","2.01251798561151","111"
"1980","IRQ","Iraq","2.86","121"
"1985","IRQ","Iraq","4.01535519125683","117"
"1990","IRQ","Iraq","5.02","110"
"1995","IRQ","Iraq","5.44940839694656","111"
"2000","IRQ","Iraq","6.2","104"
"2005","IRQ","Iraq","6.27134762633997","107"
"2010","IRQ","Iraq","6.78","106"
"2015","IRQ","Iraq","6.583874","112"
"2020","IRQ","Iraq","7.905593489","105"
"1950","ISR","Israel","6.84","17"
"1955","ISR","Israel","6.89749799465241","20"
"1960","ISR","Israel","7.123","22"
"1965","ISR","Israel","7.49280514705882","22"
"1970","ISR","Israel","7.955","20"
"1975","ISR","Israel","8.75500052826202","17"
"1980","ISR","Israel","9.381","19"
"1985","ISR","Israel","9.61500473933649","23"
"1990","ISR","Israel","9.959","27"
"1995","ISR","Israel","10.2131610284168","29"
"2000","ISR","Israel","10.495","31"
"2005","ISR","Israel","10.86353465765","31"
"2010","ISR","Israel","11.914","14"
"2015","ISR","Israel","12.76185","7"
"2020","ISR","Israel","13.3448664","10"
"1870","JPN","Japón","0.97","29"
"1880","JPN","Japón","1.13","29"
"1890","JPN","Japón","1.54","27"
"1900","JPN","Japón","2.18","23"
"1913","JPN","Japón","2.88","20"
"1925","JPN","Japón","4.38512781954887","18"
"1929","JPN","Japón","4.95","18"
"1933","JPN","Japón","5.46186666666667","17"
"1938","JPN","Japón","5.83","17"
"1950","JPN","Japón","6.75","19"
"1955","JPN","Japón","7.63162180814355","14"
"1960","JPN","Japón","8.63","10"
"1965","JPN","Japón","9.00574727389352","11"
"1970","JPN","Japón","10.14","6"
"1975","JPN","Japón","10.4836621382162","9"
"1980","JPN","Japón","11.04","9"
"1985","JPN","Japón","11.6455813953488","7"
"1990","JPN","Japón","11.84","8"
"1995","JPN","Japón","12.4186078998073","7"
"2000","JPN","Japón","12.69","6"
"2005","JPN","Japón","12.9543921916593","5"
"2010","JPN","Japón","13.15","3"
"2015","JPN","Japón","12.464","13"
"2020","JPN","Japón","13.36610034","9"
"1870","JOR","Jordania","0.1","105"
"1880","JOR","Jordania","0.1","105"
"1890","JOR","Jordania","0.1","106"
"1900","JOR","Jordania","0.1","106"
"1913","JOR","Jordania","0.213886869887027","79"
"1925","JOR","Jordania","0.712956232956757","66"
"1929","JOR","Jordania","0.757515997516554","67"
"1933","JOR","Jordania","0.793163809164392","71"
"1938","JOR","Jordania","0.909019197019865","74"
"1950","JOR","Jordania","1.31896903097","92"
"1955","JOR","Jordania","1.75433836751529","87"
"1960","JOR","Jordania","2.409","81"
"1965","JOR","Jordania","2.98061224489796","77"
"1970","JOR","Jordania","3.433","79"
"1975","JOR","Jordania","4.0055","76"
"1980","JOR","Jordania","4.578","94"
"1985","JOR","Jordania","5.65607885304659","83"
"1990","JOR","Jordania","6.535","83"
"1995","JOR","Jordania","7.37037274549098","81"
"2000","JOR","Jordania","8.021","73"
"2005","JOR","Jordania","8.68984454370671","66"
"2010","JOR","Jordania","9.17665265265","65"
"2015","JOR","Jordania","10.098","59"
"2020","JOR","Jordania","10.44668007","69"
"1980","KAZ","Kazajstán","8.72637640268","31"
"1985","KAZ","Kazajstán","9.44982868384413","29"
"1990","KAZ","Kazajstán","9.97354878675","26"
"1995","KAZ","Kazajstán","10.4647919150245","25"
"2000","KAZ","Kazajstán","10.9448307693","19"
"2005","KAZ","Kazajstán","11.3044735676214","21"
"2010","KAZ","Kazajstán","11.7479899659","18"
"2015","KAZ","Kazajstán","11.676","32"
"2020","KAZ","Kazajstán","12.34756189","31"
"1870","KOR","Corea del Sur","1.11","24"
"1880","KOR","Corea del Sur","1.16","27"
"1890","KOR","Corea del Sur","1.21","30"
"1900","KOR","Corea del Sur","1.26","33"
"1913","KOR","Corea del Sur","1.31","40"
"1925","KOR","Corea del Sur","1.55770114942529","46"
"1929","KOR","Corea del Sur","1.62","47"
"1933","KOR","Corea del Sur","1.98439144736842","44"
"1938","KOR","Corea del Sur","2.31","41"
"1950","KOR","Corea del Sur","3.1","57"
"1955","KOR","Corea del Sur","4.26988505747126","42"
"1960","KOR","Corea del Sur","4.3","45"
"1965","KOR","Corea del Sur","5.39680461982676","40"
"1970","KOR","Corea del Sur","6.24","38"
"1975","KOR","Corea del Sur","7.40837988826816","30"
"1980","KOR","Corea del Sur","8.66","33"
"1985","KOR","Corea del Sur","9.67575083426029","21"
"1990","KOR","Corea del Sur","10.67","15"
"1995","KOR","Corea del Sur","11.4331468197035","13"
"2000","KOR","Corea del Sur","12.12","9"
"2005","KOR","Corea del Sur","12.4567373431415","9"
"2010","KOR","Corea del Sur","13","6"
"2015","KOR","Corea del Sur","12.17921107","20"
"2020","KOR","Corea del Sur","12.51293027","27"
"1870","KWT","Kuwait","0.1","106"
"1880","KWT","Kuwait","0.1","106"
"1890","KWT","Kuwait","0.1","107"
"1900","KWT","Kuwait","0.1","107"
"1913","KWT","Kuwait","0.111","92"
"1925","KWT","Kuwait","0.222","90"
"1929","KWT","Kuwait","0.65675","72"
"1933","KWT","Kuwait","0.8325","68"
"1938","KWT","Kuwait","0.97125","69"
"1950","KWT","Kuwait","1.48","87"
"1955","KWT","Kuwait","1.84","84"
"1960","KWT","Kuwait","2.39","82"
"1965","KWT","Kuwait","2.85","81"
"1970","KWT","Kuwait","3.27","82"
"1975","KWT","Kuwait","3.51","87"
"1980","KWT","Kuwait","4.61","93"
"1985","KWT","Kuwait","5.54","85"
"1990","KWT","Kuwait","5.92","92"
"1995","KWT","Kuwait","6.11","98"
"2000","KWT","Kuwait","6.09","105"
"2005","KWT","Kuwait","6.07","111"
"2010","KWT","Kuwait","6.34","114"
"2015","KWT","Kuwait","7.265368804","105"
"2020","KWT","Kuwait","7.328022618","110"
"1980","KGZ","Kirguistán","8.81063559169","28"
"1985","KGZ","Kirguistán","9.47521546585569","28"
"1990","KGZ","Kirguistán","9.9411779998","28"
"1995","KGZ","Kirguistán","9.97678986345367","34"
"2000","KGZ","Kirguistán","10.1688127664","36"
"2005","KGZ","Kirguistán","10.0380972265506","48"
"2010","KGZ","Kirguistán","10.2423232524","51"
"2015","KGZ","Kirguistán","10.80226247","50"
"2020","KGZ","Kirguistán","11.37410556","48"
"1870","LAO","Laos","0.1","107"
"1880","LAO","Laos","0.1","107"
"1890","LAO","Laos","0.1","108"
"1900","LAO","Laos","0.1","108"
"1913","LAO","Laos","0.1","116"
"1925","LAO","Laos","0.1","119"
"1929","LAO","Laos","0.1","120"
"1933","LAO","Laos","0.109551266914545","112"
"1938","LAO","Laos","0.191714717100455","106"
"1950","LAO","Laos","1.20506393606","94"
"1955","LAO","Laos","1.3402478266395","99"
"1960","LAO","Laos","1.514","100"
"1965","LAO","Laos","1.70763636363636","100"
"1970","LAO","Laos","2.008","102"
"1975","LAO","Laos","2.37447100246535","104"
"1980","LAO","Laos","2.79981318681","123"
"1985","LAO","Laos","3.24547847486723","123"
"1990","LAO","Laos","3.661","125"
"1995","LAO","Laos","4.092","125"
"2000","LAO","Laos","4.523","125"
"2005","LAO","Laos","5.00674433656958","125"
"2010","LAO","Laos","5.523","123"
"2015","LAO","Laos","5.193853631","131"
"2020","LAO","Laos","5.374","133"
"1870","LBN","Líbano","0.119399585090579","61"
"1880","LBN","Líbano","0.172923537027735","59"
"1890","LBN","Líbano","0.251150851397425","58"
"1900","LBN","Líbano","0.30929493842979","60"
"1913","LBN","Líbano","0.581559076886517","60"
"1925","LBN","Líbano","1.36040707980783","49"
"1929","LBN","Líbano","1.62669557552","46"
"1933","LBN","Líbano","1.93090346546","45"
"1938","LBN","Líbano","2.2351113554","43"
"1950","LBN","Líbano","2.70611789357","63"
"1955","LBN","Líbano","3.09934525724","61"
"1960","LBN","Líbano","3.49257262091","62"
"1965","LBN","Líbano","4.137711318425","53"
"1970","LBN","Líbano","4.78285001594","54"
"1975","LBN","Líbano","5.415912294105","53"
"1980","LBN","Líbano","6.04897457227","68"
"1985","LBN","Líbano","6.63729461624","68"
"1990","LBN","Líbano","7.22561466021","69"
"1995","LBN","Líbano","7.58214255102","75"
"2000","LBN","Líbano","7.93867044183","76"
"2005","LBN","Líbano","8.331945289415","73"
"2010","LBN","Líbano","8.725220137","72"
"2015","LBN","Líbano","8.605452453","82"
"2020","LBN","Líbano","8.718636","93"
"1870","MYS","Malasia","0.11","63"
"1880","MYS","Malasia","0.12","64"
"1890","MYS","Malasia","0.13","68"
"1900","MYS","Malasia","0.2","68"
"1913","MYS","Malasia","0.24","78"
"1925","MYS","Malasia","0.477704918032787","74"
"1929","MYS","Malasia","0.56","76"
"1933","MYS","Malasia","0.752714776632302","73"
"1938","MYS","Malasia","0.92","73"
"1950","MYS","Malasia","1.51","85"
"1955","MYS","Malasia","1.85835030549898","83"
"1960","MYS","Malasia","2.34","84"
"1965","MYS","Malasia","2.94635846372688","78"
"1970","MYS","Malasia","3.77","73"
"1975","MYS","Malasia","4.5635140562249","71"
"1980","MYS","Malasia","5.66","73"
"1985","MYS","Malasia","6.80446190102121","66"
"1990","MYS","Malasia","7.23","68"
"1995","MYS","Malasia","8.4526899128269","56"
"2000","MYS","Malasia","8.95","58"
"2005","MYS","Malasia","9.23767537122376","59"
"2010","MYS","Malasia","9.63","60"
"2015","MYS","Malasia","10.11094944","58"
"2020","MYS","Malasia","10.64505959","64"
"1950","MNG","Mongolia","1.61","83"
"1955","MNG","Mongolia","1.95","81"
"1960","MNG","Mongolia","2.52","78"
"1965","MNG","Mongolia","3.21","74"
"1970","MNG","Mongolia","3.56","76"
"1975","MNG","Mongolia","5.65","50"
"1980","MNG","Mongolia","6.35","65"
"1985","MNG","Mongolia","7.02","64"
"1990","MNG","Mongolia","7.76","60"
"1995","MNG","Mongolia","7.84","70"
"2000","MNG","Mongolia","7.88","77"
"2005","MNG","Mongolia","8.57","68"
"2010","MNG","Mongolia","9.2","64"
"2015","MNG","Mongolia","9.75","65"
"2020","MNG","Mongolia","9.423700333","81"
"1870","MMR","Myanmar","0.1","108"
"1880","MMR","Myanmar","0.1","108"
"1890","MMR","Myanmar","0.195","62"
"1900","MMR","Myanmar","0.439","53"
"1913","MMR","Myanmar","0.673","54"
"1925","MMR","Myanmar","0.923066666666667","58"
"1929","MMR","Myanmar","1.09","62"
"1933","MMR","Myanmar","1.20175428571429","63"
"1938","MMR","Myanmar","1.273","63"
"1950","MMR","Myanmar","1.436","90"
"1955","MMR","Myanmar","1.9451512605042","82"
"1960","MMR","Myanmar","2.39","83"
"1965","MMR","Myanmar","2.89388059701493","80"
"1970","MMR","Myanmar","3.23","84"
"1975","MMR","Myanmar","3.12173913043478","96"
"1980","MMR","Myanmar","3.95","107"
"1985","MMR","Myanmar","4.65610671936759","108"
"1990","MMR","Myanmar","4.68","115"
"1995","MMR","Myanmar","4.88432515337423","115"
"2000","MMR","Myanmar","5.21","120"
"2005","MMR","Myanmar","5.40389929742389","121"
"2010","MMR","Myanmar","5.7","121"
"2015","MMR","Myanmar","3.499115605","150"
"2020","MMR","Myanmar","6.37680006","120"
"1870","NPL","Nepal","0.1","109"
"1880","NPL","Nepal","0.1","109"
"1890","NPL","Nepal","0.1","109"
"1900","NPL","Nepal","0.1","109"
"1913","NPL","Nepal","0.1","117"
"1925","NPL","Nepal","0.168761998531692","95"
"1929","NPL","Nepal","0.168761998531692","103"
"1933","NPL","Nepal","0.189857248348154","102"
"1938","NPL","Nepal","0.189857248348154","108"
"1950","NPL","Nepal","0.232047747981077","133"
"1955","NPL","Nepal","0.232047747981077","135"
"1960","NPL","Nepal","0.274238247614","136"
"1965","NPL","Nepal","0.305348876642143","140"
"1970","NPL","Nepal","0.438242464551","139"
"1975","NPL","Nepal","0.619445938982497","140"
"1980","NPL","Nepal","0.84366649251","155"
"1985","NPL","Nepal","1.24753444077609","153"
"1990","NPL","Nepal","1.62304933357","153"
"1995","NPL","Nepal","2.33317981444515","149"
"2000","NPL","Nepal","3.1841815294","143"
"2005","NPL","Nepal","3.72259696292521","139"
"2010","NPL","Nepal","4.36587428273","139"
"2015","NPL","Nepal","4.067797","143"
"2020","NPL","Nepal","5.121792742","135"
"1870","OMN","Omán","0.1","110"
"1880","OMN","Omán","0.1","110"
"1890","OMN","Omán","0.1","110"
"1900","OMN","Omán","0.1","110"
"1913","OMN","Omán","0.1","118"
"1925","OMN","Omán","0.1","120"
"1929","OMN","Omán","0.264521654285291","92"
"1933","OMN","Omán","0.335309139234875","91"
"1938","OMN","Omán","0.391193995774021","91"
"1950","OMN","Omán","0.596105136417556","115"
"1955","OMN","Omán","0.860202348754448","113"
"1960","OMN","Omán","1.13939083036773","112"
"1965","OMN","Omán","1.58458327402135","108"
"1970","OMN","Omán","1.91659119810202","104"
"1975","OMN","Omán","2.25614475682088","105"
"1980","OMN","Omán","2.9352518742586","120"
"1985","OMN","Omán","3.69736097271649","119"
"1990","OMN","Omán","4.61038276393832","116"
"1995","OMN","Omán","5.66677161328588","107"
"2000","OMN","Omán","6.36097","102"
"2005","OMN","Omán","7.233335","95"
"2010","OMN","Omán","7.92538","88"
"2015","OMN","Omán","8.1","92"
"2020","OMN","Omán","11.65404034","42"
"1950","PAK","Pakistán","1.17","98"
"1955","PAK","Pakistán","1.22710280373832","102"
"1960","PAK","Pakistán","1.43","104"
"1965","PAK","Pakistán","1.60384615384615","105"
"1970","PAK","Pakistán","1.72","110"
"1975","PAK","Pakistán","2.06648793565684","108"
"1980","PAK","Pakistán","2.38","126"
"1985","PAK","Pakistán","2.78723865877712","128"
"1990","PAK","Pakistán","3.25","129"
"1995","PAK","Pakistán","3.69649484536082","128"
"2000","PAK","Pakistán","4.22","129"
"2005","PAK","Pakistán","5.04202024746906","124"
"2010","PAK","Pakistán","4.872","130"
"2015","PAK","Pakistán","5.08946","133"
"2020","PAK","Pakistán","4.536330223","145"
"1870","PHL","Filipinas","0.14","60"
"1880","PHL","Filipinas","0.17","61"
"1890","PHL","Filipinas","0.19","63"
"1900","PHL","Filipinas","0.23","67"
"1913","PHL","Filipinas","0.29","75"
"1925","PHL","Filipinas","1.17759124087591","53"
"1929","PHL","Filipinas","1.36","51"
"1933","PHL","Filipinas","1.77521008403361","48"
"1938","PHL","Filipinas","2.02","48"
"1950","PHL","Filipinas","2.74","62"
"1955","PHL","Filipinas","3.61763668430335","51"
"1960","PHL","Filipinas","3.67","59"
"1965","PHL","Filipinas","3.95405140758874","59"
"1970","PHL","Filipinas","4.55","58"
"1975","PHL","Filipinas","5.19840659340659","57"
"1980","PHL","Filipinas","5.79","70"
"1985","PHL","Filipinas","6.31304282494365","72"
"1990","PHL","Filipinas","6.98","74"
"1995","PHL","Filipinas","7.5448496993988","76"
"2000","PHL","Filipinas","7.96","75"
"2005","PHL","Filipinas","8.12981595092024","78"
"2010","PHL","Filipinas","8.24","83"
"2015","PHL","Filipinas","9.32687","74"
"2020","PHL","Filipinas","8.969099998","87"
"1870","QAT","Qatar","0.1","111"
"1880","QAT","Qatar","0.1","111"
"1890","QAT","Qatar","0.1","111"
"1900","QAT","Qatar","0.1","111"
"1913","QAT","Qatar","0.12225","90"
"1925","QAT","Qatar","0.2445","87"
"1929","QAT","Qatar","0.7233125","69"
"1933","QAT","Qatar","0.916875","64"
"1938","QAT","Qatar","1.0696875","64"
"1950","QAT","Qatar","1.63","82"
"1955","QAT","Qatar","2.1","78"
"1960","QAT","Qatar","2.54","77"
"1965","QAT","Qatar","3.21","75"
"1970","QAT","Qatar","3.78","71"
"1975","QAT","Qatar","4.27","74"
"1980","QAT","Qatar","4.75","90"
"1985","QAT","Qatar","5.18","95"
"1990","QAT","Qatar","5.58","98"
"1995","QAT","Qatar","6.13","97"
"2000","QAT","Qatar","6.6","98"
"2005","QAT","Qatar","7.29","94"
"2010","QAT","Qatar","8.43","79"
"2015","QAT","Qatar","9.76463","64"
"2020","QAT","Qatar","9.99601145","73"
"1870","SAU","Arabia Saudita","0.1","112"
"1880","SAU","Arabia Saudita","0.1","112"
"1890","SAU","Arabia Saudita","0.1","112"
"1900","SAU","Arabia Saudita","0.1","112"
"1913","SAU","Arabia Saudita","0.206325","80"
"1925","SAU","Arabia Saudita","0.41265","79"
"1929","SAU","Arabia Saudita","1.22075625","57"
"1933","SAU","Arabia Saudita","1.5474375","52"
"1938","SAU","Arabia Saudita","1.80534375","52"
"1950","SAU","Arabia Saudita","2.751","61"
"1955","SAU","Arabia Saudita","2.8705","64"
"1960","SAU","Arabia Saudita","2.99","69"
"1965","SAU","Arabia Saudita","3.21355817875211","73"
"1970","SAU","Arabia Saudita","3.258","83"
"1975","SAU","Arabia Saudita","3.80629545454545","82"
"1980","SAU","Arabia Saudita","4.375","96"
"1985","SAU","Arabia Saudita","5.2652099009901","92"
"1990","SAU","Arabia Saudita","5.911","93"
"1995","SAU","Arabia Saudita","6.36306346749226","94"
"2000","SAU","Arabia Saudita","7.056","89"
"2005","SAU","Arabia Saudita","7.65109580624924","87"
"2010","SAU","Arabia Saudita","8.47502802803","78"
"2015","SAU","Arabia Saudita","9.62752","68"
"2020","SAU","Arabia Saudita","11.31052971","53"
"1870","SGP","Singapur","0.386171245134","44"
"1880","SGP","Singapur","0.492976615566","43"
"1890","SGP","Singapur","0.67811673793","41"
"1900","SGP","Singapur","0.936754279033","41"
"1913","SGP","Singapur","1.15884670936","46"
"1925","SGP","Singapur","1.58635310718","44"
"1929","SGP","Singapur","1.76568099976","43"
"1933","SGP","Singapur","1.987510732325","43"
"1938","SGP","Singapur","2.20934046489","44"
"1950","SGP","Singapur","2.77988906843","60"
"1955","SGP","Singapur","3.33165023028752","59"
"1960","SGP","Singapur","4.1091038271","51"
"1965","SGP","Singapur","4.78717357321321","49"
"1970","SGP","Singapur","5.66287892556","44"
"1975","SGP","Singapur","5.44128799281436","52"
"1980","SGP","Singapur","5.5631314107","76"
"1985","SGP","Singapur","6.1329312391535","75"
"1990","SGP","Singapur","6.68218523431","78"
"1995","SGP","Singapur","8.04768447323727","65"
"2000","SGP","Singapur","9.26191144763","54"
"2005","SGP","Singapur","8.75581029201452","65"
"2010","SGP","Singapur","10.5303845239","43"
"2015","SGP","Singapur","11.57241","35"
"2020","SGP","Singapur","11.92488003","39"
"1870","LKA","Sri Lanka","0.261803372601","53"
"1880","LKA","Sri Lanka","0.392251911398","47"
"1890","LKA","Sri Lanka","0.616271660721","44"
"1900","LKA","Sri Lanka","0.900034292362","42"
"1913","LKA","Sri Lanka","1.22372727101","44"
"1925","LKA","Sri Lanka","1.76634380612042","40"
"1929","LKA","Sri Lanka","2.01300384933","39"
