"anio","geocodigoFundar","geonombreFundar","le_birth","ranking"
"2005","MYS","Malasia","74.0959","55"
"2010","MYS","Malasia","74.4423","60"
"2015","MYS","Malasia","75.0942","62"
"2020","MYS","Malasia","75.9378","52"
"1950","MNG","Mongolia","42.25","90"
"1955","MNG","Mongolia","45.25","88"
"1960","MNG","Mongolia","47.01951","85"
"1965","MNG","Mongolia","50.01951","86"
"1970","MNG","Mongolia","52.71951","86"
"1975","MNG","Mongolia","55.21951","89"
"1980","MNG","Mongolia","56.424","115"
"1985","MNG","Mongolia","58.928","115"
"1990","MNG","Mongolia","58.7649","118"
"1995","MNG","Mongolia","60.6125","111"
"2000","MNG","Mongolia","62.8821","110"
"2005","MNG","Mongolia","64.8787","112"
"2010","MNG","Mongolia","67.1822","110"
"2015","MNG","Mongolia","69.4977","107"
"2020","MNG","Mongolia","72.141","87"
"1870","MMR","Myanmar","25","77.5"
"1880","MMR","Myanmar","25","79"
"1890","MMR","Myanmar","25","81"
"1900","MMR","Myanmar","25","89"
"1913","MMR","Myanmar","27.5","73"
"1925","MMR","Myanmar","30.8","58"
"1929","MMR","Myanmar","30.8","64"
"1933","MMR","Myanmar","31","69.5"
"1938","MMR","Myanmar","32","90"
"1950","MMR","Myanmar","42.3","88.5"
"1955","MMR","Myanmar","42.55","99"
"1960","MMR","Myanmar","43.82244","100"
"1965","MMR","Myanmar","46.13805","101"
"1970","MMR","Myanmar","48.4039","102"
"1975","MMR","Myanmar","50.11024","104"
"1980","MMR","Myanmar","57.481","110"
"1985","MMR","Myanmar","58.547","117"
"1990","MMR","Myanmar","56.6607","124"
"1995","MMR","Myanmar","58.259","121"
"2000","MMR","Myanmar","60.1546","119"
"2005","MMR","Myanmar","61.5985","120"
"2010","MMR","Myanmar","63.3294","122"
"2015","MMR","Myanmar","65.5613","120"
"2020","MMR","Myanmar","66.797","118"
"1870","NPL","Nepal","25","77.5"
"1880","NPL","Nepal","25","79"
"1890","NPL","Nepal","25","81"
"1900","NPL","Nepal","25","89"
"1913","NPL","Nepal","25","103.5"
"1925","NPL","Nepal","27.95","76.5"
"1929","NPL","Nepal","29.3144","81.5"
"1933","NPL","Nepal","30.95","71.5"
"1938","NPL","Nepal","33","81"
"1950","NPL","Nepal","36.3","123"
"1955","NPL","Nepal","37.6","127"
"1960","NPL","Nepal","38.5122","129"
"1965","NPL","Nepal","40.25219","130"
"1970","NPL","Nepal","42.36585","127"
"1975","NPL","Nepal","45.03902","124"
"1980","NPL","Nepal","48.113","138"
"1985","NPL","Nepal","51.04","134"
"1990","NPL","Nepal","54.8333","131"
"1995","NPL","Nepal","59.3175","119"
"2000","NPL","Nepal","62.6145","112"
"2005","NPL","Nepal","65.4566","108"
"2010","NPL","Nepal","66.8138","113"
"2015","NPL","Nepal","67.4562","112"
"2020","NPL","Nepal","69.2456","108"
"1870","OMN","Omán","25","77.5"
"1880","OMN","Omán","25","79"
"1890","OMN","Omán","25","81"
"1900","OMN","Omán","25","89"
"1913","OMN","Omán","26","81.5"
"1925","OMN","Omán","26","87.5"
"1929","OMN","Omán","26","107"
"1933","OMN","Omán","26","110"
"1938","OMN","Omán","26","118.5"
"1950","OMN","Omán","36.4","122"
"1955","OMN","Omán","38.85","118"
"1960","OMN","Omán","40.32878","118"
"1965","OMN","Omán","43.5161","112"
"1970","OMN","Omán","47.37268","106"
"1975","OMN","Omán","52.54146","96"
"1980","OMN","Omán","60.069","96"
"1985","OMN","Omán","65.383","85"
"1990","OMN","Omán","69.782","67"
"1995","OMN","Omán","71.9901","52"
"2000","OMN","Omán","73.4658","50"
"2005","OMN","Omán","74.3962","51"
"2010","OMN","Omán","76.2695","45"
"2015","OMN","Omán","77.6869","42"
"2020","OMN","Omán","74.7571","66"
"1950","PAK","Pakistán","38.85","106"
"1955","PAK","Pakistán","42.1","100"
"1960","PAK","Pakistán","43.85854","99"
"1965","PAK","Pakistán","46.65951","100"
"1970","PAK","Pakistán","49.43317","98"
"1975","PAK","Pakistán","52.28537","98"
"1980","PAK","Pakistán","57.707","107"
"1985","PAK","Pakistán","59.1","114"
"1990","PAK","Pakistán","60.0656","114"
"1995","PAK","Pakistán","59.8784","115"
"2000","PAK","Pakistán","62.1018","115"
"2005","PAK","Pakistán","62.4657","117"
"2010","PAK","Pakistán","64.4361","118"
"2015","PAK","Pakistán","65.6971","119"
"2020","PAK","Pakistán","66.2695","122"
"1870","PHL","Filipinas","25","77.5"
"1880","PHL","Filipinas","25","79"
"1890","PHL","Filipinas","25","81"
"1900","PHL","Filipinas","25.6","60"
"1913","PHL","Filipinas","31.55","42"
"1925","PHL","Filipinas","37.5","38"
"1929","PHL","Filipinas","40","38"
"1933","PHL","Filipinas","40","38"
"1938","PHL","Filipinas","40","42"
"1950","PHL","Filipinas","47.55","71"
"1955","PHL","Filipinas","51.1","69"
"1960","PHL","Filipinas","53.37512","69"
"1965","PHL","Filipinas","55.74439","70"
"1970","PHL","Filipinas","57.42634","73"
"1975","PHL","Filipinas","59.30585","75"
"1980","PHL","Filipinas","61.129","90"
"1985","PHL","Filipinas","63.188","95"
"1990","PHL","Filipinas","65.9093","89"
"1995","PHL","Filipinas","68.2231","84"
"2000","PHL","Filipinas","69.4134","88"
"2005","PHL","Filipinas","70.2402","89"
"2010","PHL","Filipinas","70.7542","95"
"2015","PHL","Filipinas","71.2684","96"
"2020","PHL","Filipinas","72.1191","90"
"1870","QAT","Qatar","25","77.5"
"1880","QAT","Qatar","25","79"
"1890","QAT","Qatar","25","81"
"1900","QAT","Qatar","25","89"
"1913","QAT","Qatar","26","81.5"
"1925","QAT","Qatar","26","87.5"
"1929","QAT","Qatar","26","107"
"1933","QAT","Qatar","26","110"
"1938","QAT","Qatar","26","118.5"
"1950","QAT","Qatar","48","68.5"
"1955","QAT","Qatar","51.05","70.5"
"1960","QAT","Qatar","53.41317","66.5"
"1965","QAT","Qatar","57.40927","66.5"
"1970","QAT","Qatar","61.10585","65.5"
"1975","QAT","Qatar","64.30195","62"
"1980","QAT","Qatar","66.124","69"
"1985","QAT","Qatar","67.75","71"
"1990","QAT","Qatar","73.9817","29"
"1995","QAT","Qatar","74.2499","35"
"2000","QAT","Qatar","74.8279","39"
"2005","QAT","Qatar","76.0637","41"
"2010","QAT","Qatar","78.4251","34"
"2015","QAT","Qatar","80.0639","30"
"2020","QAT","Qatar","79.0987","34"
"1870","SAU","Arabia Saudita","25","77.5"
"1880","SAU","Arabia Saudita","25","79"
"1890","SAU","Arabia Saudita","25","81"
"1900","SAU","Arabia Saudita","25","89"
"1913","SAU","Arabia Saudita","25","103.5"
"1925","SAU","Arabia Saudita","25","107.5"
"1929","SAU","Arabia Saudita","27.5","94.5"
"1933","SAU","Arabia Saudita","30","86.5"
"1938","SAU","Arabia Saudita","34","69.5"
"1950","SAU","Arabia Saudita","39.9","102"
"1955","SAU","Arabia Saudita","42.9","98"
"1960","SAU","Arabia Saudita","44.70341","95"
"1965","SAU","Arabia Saudita","48.31902","93"
"1970","SAU","Arabia Saudita","52.31415","88"
"1975","SAU","Arabia Saudita","56.79805","82"
"1980","SAU","Arabia Saudita","61.022","91"
"1985","SAU","Arabia Saudita","64.922","88"
"1990","SAU","Arabia Saudita","68.9485","76"
"1995","SAU","Arabia Saudita","71.0109","61"
"2000","SAU","Arabia Saudita","72.4667","55"
"2005","SAU","Arabia Saudita","74.5883","49"
"2010","SAU","Arabia Saudita","75.7629","47"
"2015","SAU","Arabia Saudita","76.9185","49"
"2020","SAU","Arabia Saudita","76.2392","51"
"1870","SGP","Singapur","25","77.5"
"1880","SGP","Singapur","25","79"
"1890","SGP","Singapur","25","81"
"1900","SGP","Singapur","25","89"
"1913","SGP","Singapur","25","103.5"
"1925","SGP","Singapur","25","107.5"
"1929","SGP","Singapur","25.0348484848485","111"
"1933","SGP","Singapur","29.5053571428571","94"
"1938","SGP","Singapur","31.1754716981132","99"
"1950","SGP","Singapur","60.45","33"
"1955","SGP","Singapur","63.2","34.5"
"1960","SGP","Singapur","63.68147","40"
"1965","SGP","Singapur","65.72634","40"
"1970","SGP","Singapur","67.74097","38"
"1975","SGP","Singapur","69.89268","32"
"1980","SGP","Singapur","71.236","32"
"1985","SGP","Singapur","72.546","34"
"1990","SGP","Singapur","74.9444","24"
"1995","SGP","Singapur","75.9757","23"
"2000","SGP","Singapur","79.0691","10"
"2005","SGP","Singapur","80.3541","8"
"2010","SGP","Singapur","81.691","10"
"2015","SGP","Singapur","82.8265","5"
"2020","SGP","Singapur","82.861","8"
"1870","LKA","Sri Lanka","25","77.5"
"1880","LKA","Sri Lanka","29","35"
"1890","LKA","Sri Lanka","31.3","33"
"1900","LKA","Sri Lanka","32.6","33"
"1913","LKA","Sri Lanka","31.7","41"
"1925","LKA","Sri Lanka","32.7","44"
"1929","LKA","Sri Lanka","38.25","39"
"1933","LKA","Sri Lanka","39","39"
"1938","LKA","Sri Lanka","45.75","36"
"1950","LKA","Sri Lanka","57.036","46"
"1955","LKA","Sri Lanka","60.5","44"
"1960","LKA","Sri Lanka","60.14829","50"
"1965","LKA","Sri Lanka","62.60195","51"
"1970","LKA","Sri Lanka","64.64976","51"
"1975","LKA","Sri Lanka","66.17073","53"
"1980","LKA","Sri Lanka","67.8","58"
"1985","LKA","Sri Lanka","68.873","62"
"1990","LKA","Sri Lanka","71.9268","43"
"1995","LKA","Sri Lanka","72.2601","47"
"2000","LKA","Sri Lanka","70.355","78"
"2005","LKA","Sri Lanka","72.1182","72"
"2010","LKA","Sri Lanka","73.215","72"
"2015","LKA","Sri Lanka","74.9275","65"
"2020","LKA","Sri Lanka","76.3929","50"
"1870","SYR","Siria","25","77.5"
"1880","SYR","Siria","25","79"
"1890","SYR","Siria","25","81"
"1900","SYR","Siria","25","89"
"1913","SYR","Siria","25","103.5"
"1925","SYR","Siria","25","107.5"
"1929","SYR","Siria","30","77"
"1933","SYR","Siria","30","86.5"
"1938","SYR","Siria","40","42"
"1950","SYR","Siria","46","75.5"
"1955","SYR","Siria","48.5","76"
"1960","SYR","Siria","49.99854","77"
"1965","SYR","Siria","52.78488","77"
"1970","SYR","Siria","55.79122","78"
"1975","SYR","Siria","58.83756","78"
"1980","SYR","Siria","63.008","83"
"1985","SYR","Siria","65.87","82"
"1990","SYR","Siria","69.8172","65"
"1995","SYR","Siria","70.4163","68"
"2000","SYR","Siria","70.7639","73"
"2005","SYR","Siria","72.7685","66"
"2010","SYR","Siria","73.8808","66"
"2015","SYR","Siria","65.1239","123"
"2020","SYR","Siria","72.1399","88"
"1870","TWN","Taiwán","25","77.5"
"1880","TWN","Taiwán","25","79"
"1890","TWN","Taiwán","25","81"
"1900","TWN","Taiwán","27.7","50"
"1913","TWN","Taiwán","29","56"
"1925","TWN","Taiwán","38.6","37"
"1929","TWN","Taiwán","40.95","37"
"1933","TWN","Taiwán","42.1","35"
"1938","TWN","Taiwán","43.4","38"
"1950","TWN","Taiwán","55","55"
"1955","TWN","Taiwán","62.2","40"
"1960","TWN","Taiwán","64.35","36"
"1965","TWN","Taiwán","67.4","33"
"1970","TWN","Taiwán","68.65","34"
"1975","TWN","Taiwán","70.65","28"
"1980","TWN","Taiwán","71.8","30"
"1985","TWN","Taiwán","73.15","31"
"1990","TWN","Taiwán","73.83","30"
"1995","TWN","Taiwán","74.52","33"
"2000","TWN","Taiwán","76.11","34"
"2005","TWN","Taiwán","77.16","32"
"2010","TWN","Taiwán","79.295","28"
"2015","TWN","Taiwán","80.315","29"
"2020","TWN","Taiwán","81.43","22"
"1980","TJK","Tayikistán","62.362","88"
"1985","TJK","Tayikistán","63.372","94"
"1990","TJK","Tayikistán","61.879","110"
"1995","TJK","Tayikistán","59.3379","118"
"2000","TJK","Tayikistán","63.2596","109"
"2005","TJK","Tayikistán","66.5143","104"
"2010","TJK","Tayikistán","67.742","107"
"2015","TJK","Tayikistán","69.3059","109"
"2020","TJK","Tayikistán","67.9942","114"
"1870","THA","Tailandia","25","77.5"
"1880","THA","Tailandia","25","79"
"1890","THA","Tailandia","25","81"
"1900","THA","Tailandia","25","89"
"1913","THA","Tailandia","27.5","73"
"1925","THA","Tailandia","30","61.5"
"1929","THA","Tailandia","35","43"
"1933","THA","Tailandia","38.3","41"
"1938","THA","Tailandia","40.3","40"
"1950","THA","Tailandia","47.05","72"
"1955","THA","Tailandia","50.75","72"
"1960","THA","Tailandia","52.64829","70"
"1965","THA","Tailandia","55.59805","71"
"1970","THA","Tailandia","58.44049","71"
"1975","THA","Tailandia","60.56244","71"
"1980","THA","Tailandia","65.929","71"
"1985","THA","Tailandia","68.975","60"
"1990","THA","Tailandia","70.4449","56"
"1995","THA","Tailandia","70.9475","64"
"2000","THA","Tailandia","72.3156","57"
"2005","THA","Tailandia","73.8202","56"
"2010","THA","Tailandia","76.1313","46"
"2015","THA","Tailandia","77.7166","41"
"2020","THA","Tailandia","79.2739","32"
"1870","TUR","Turquía","26.3592233009709","37"
"1880","TUR","Turquía","27.0145631067961","38"
"1890","TUR","Turquía","28.0339805825243","41"
"1900","TUR","Turquía","29.4174757281553","42"
"1913","TUR","Turquía","30","50"
"1925","TUR","Turquía","31.8409090909091","48"
"1929","TUR","Turquía","34.0840909090909","44"
"1933","TUR","Turquía","34.4318181818182","50"
"1938","TUR","Turquía","36","53.5"
"1950","TUR","Turquía","48.2","67"
"1955","TUR","Turquía","48.15","78"
"1960","TUR","Turquía","50.48049","76"
"1965","TUR","Turquía","53.77171","76"
"1970","TUR","Turquía","56.70488","75"
"1975","TUR","Turquía","59.27707","76"
"1980","TUR","Turquía","60.299","95"
"1985","TUR","Turquía","61.984","99"
"1990","TUR","Turquía","67.7092","85"
"1995","TUR","Turquía","69.6094","73"
"2000","TUR","Turquía","71.8613","62"
"2005","TUR","Turquía","73.5341","57"
"2010","TUR","Turquía","75.0693","55"
"2015","TUR","Turquía","76.646","54"
"2020","TUR","Turquía","75.85","54"
"1870","ARE","Emiratos Árabes Unidos","25","77.5"
"1880","ARE","Emiratos Árabes Unidos","25","79"
"1890","ARE","Emiratos Árabes Unidos","25","81"
"1900","ARE","Emiratos Árabes Unidos","25","89"
"1913","ARE","Emiratos Árabes Unidos","26","81.5"
"1925","ARE","Emiratos Árabes Unidos","26","87.5"
"1929","ARE","Emiratos Árabes Unidos","26","107"
"1933","ARE","Emiratos Árabes Unidos","26","110"
"1938","ARE","Emiratos Árabes Unidos","26","118.5"
"1950","ARE","Emiratos Árabes Unidos","48","68.5"
"1955","ARE","Emiratos Árabes Unidos","51.05","70.5"
"1960","ARE","Emiratos Árabes Unidos","53.41317","66.5"
"1965","ARE","Emiratos Árabes Unidos","57.40927","66.5"
"1970","ARE","Emiratos Árabes Unidos","61.10585","65.5"
"1975","ARE","Emiratos Árabes Unidos","65.05122","56"
"1980","ARE","Emiratos Árabes Unidos","67.534","60"
"1985","ARE","Emiratos Árabes Unidos","69.994","52"
"1990","ARE","Emiratos Árabes Unidos","71.9004","44"
"1995","ARE","Emiratos Árabes Unidos","72.6945","44"
"2000","ARE","Emiratos Árabes Unidos","74.38","41"
"2005","ARE","Emiratos Árabes Unidos","76.6825","36"
"2010","ARE","Emiratos Árabes Unidos","78.3335","35"
"2015","ARE","Emiratos Árabes Unidos","79.2232","35"
"2020","ARE","Emiratos Árabes Unidos","78.9457","35"
"1980","UZB","Uzbekistán","65.446","77"
"1985","UZB","Uzbekistán","66.961","75"
"1990","UZB","Uzbekistán","65.3456","90"
"1995","UZB","Uzbekistán","64.6463","101"
"2000","UZB","Uzbekistán","65.7235","102"
"2005","UZB","Uzbekistán","67.4901","101"
"2010","UZB","Uzbekistán","69.2354","102"
"2015","UZB","Uzbekistán","70.4753","102"
"2020","UZB","Uzbekistán","70.3309","102"
"1870","VNM","Vietnam","25","77.5"
"1880","VNM","Vietnam","25","79"
"1890","VNM","Vietnam","25","81"
"1900","VNM","Vietnam","25","89"
"1913","VNM","Vietnam","25","103.5"
"1925","VNM","Vietnam","25","107.5"
"1929","VNM","Vietnam","25","116.5"
"1933","VNM","Vietnam","27.5","104"
"1938","VNM","Vietnam","32.5","84.5"
"1950","VNM","Vietnam","40.45","98"
"1955","VNM","Vietnam","42.95","97"
"1960","VNM","Vietnam","44.40536","96"
"1965","VNM","Vietnam","46.89805","99"
"1970","VNM","Vietnam","50.55854","94"
"1975","VNM","Vietnam","55.91658","86"
"1980","VNM","Vietnam","57.448","111"
"1985","VNM","Vietnam","60.797","105"
"1990","VNM","Vietnam","69.2127","73"
"1995","VNM","Vietnam","71.3837","58"
"2000","VNM","Vietnam","72.462","56"
"2005","VNM","Vietnam","73.2714","59"
"2010","VNM","Vietnam","73.5126","70"
"2015","VNM","Vietnam","73.8763","77"
"2020","VNM","Vietnam","75.3779","58"
"1870","YEM","Yemen","25","77.5"
"1880","YEM","Yemen","25","79"
"1890","YEM","Yemen","25","81"
"1900","YEM","Yemen","25","89"
"1913","YEM","Yemen","26","81.5"
"1925","YEM","Yemen","26","87.5"
"1929","YEM","Yemen","26","107"
"1933","YEM","Yemen","26","110"
"1938","YEM","Yemen","26","118.5"
"1950","YEM","Yemen","32.15","141"
"1955","YEM","Yemen","34.6","137"
"1960","YEM","Yemen","36.31561","136"
"1965","YEM","Yemen","38.56439","134"
"1970","YEM","Yemen","41.3439","131"
"1975","YEM","Yemen","45.04195","123"
"1980","YEM","Yemen","46.683","143"
"1985","YEM","Yemen","51.19","132"
"1990","YEM","Yemen","58.6994","119"
"1995","YEM","Yemen","60.4532","113"
"2000","YEM","Yemen","62.588","113"
"2005","YEM","Yemen","65.543","107"
"2010","YEM","Yemen","67.28","109"
"2015","YEM","Yemen","65.8734","118"
"2020","YEM","Yemen","64.6501","128"
"1870","AUS","Australia","48.055","3"
"1880","AUS","Australia","49.02","3"
"1890","AUS","Australia","51","2"
"1900","AUS","Australia","54.975","2"
"1913","AUS","Australia","58.985","2"
"1925","AUS","Australia","63.17","2"
"1929","AUS","Australia","63.08","2"
"1933","AUS","Australia","65.43","3"
"1938","AUS","Australia","65.76","4"
"1950","AUS","Australia","69","7"
"1955","AUS","Australia","70.15","7"
"1960","AUS","Australia","70.87","11"
"1965","AUS","Australia","70.8","15"
"1970","AUS","Australia","70.65","22"
"1975","AUS","Australia","72.78","13"
"1980","AUS","Australia","74.57","11"
"1985","AUS","Australia","75.43","14"
"1990","AUS","Australia","77.0443","9"
"1995","AUS","Australia","78.2619","5"
"2000","AUS","Australia","79.6309","6"
"2005","AUS","Australia","81.1126","5"
"2010","AUS","Australia","82.055","5"
"2015","AUS","Australia","82.6552","6"
"2020","AUS","Australia","84.3239","3"
"1870","NZL","Nueva Zelanda","51.616045","1"
"1880","NZL","Nueva Zelanda","53.6088475","1"
"1890","NZL","Nueva Zelanda","55.60165","1"
"1900","NZL","Nueva Zelanda","58.376812","1"
"1913","NZL","Nueva Zelanda","61.230702","1"
"1925","NZL","Nueva Zelanda","64.242048","1"
"1929","NZL","Nueva Zelanda","65.403286","1"
"1933","NZL","Nueva Zelanda","65.403286","4"
"1938","NZL","Nueva Zelanda","65.8904155","3"
"1950","NZL","Nueva Zelanda","69.25","6"
"1955","NZL","Nueva Zelanda","70.48","6"
"1960","NZL","Nueva Zelanda","71.22","7"
"1965","NZL","Nueva Zelanda","71.21","12"
"1970","NZL","Nueva Zelanda","71.22","16"
"1975","NZL","Nueva Zelanda","72.2","18"
"1980","NZL","Nueva Zelanda","72.87","24"
"1985","NZL","Nueva Zelanda","73.87","27"
"1990","NZL","Nueva Zelanda","75.4242","20"
"1995","NZL","Nueva Zelanda","76.7886","17"
"2000","NZL","Nueva Zelanda","78.6782","14"
"2005","NZL","Nueva Zelanda","80.0572","14"
"2010","NZL","Nueva Zelanda","81.1019","14"
"2015","NZL","Nueva Zelanda","81.9765","15"
"2020","NZL","Nueva Zelanda","82.7419","9"
"1870","CAN","Canadá","42.5568","7"
"1880","CAN","Canadá","44.72976","7"
"1890","CAN","Canadá","45.17416","10"
"1900","CAN","Canadá","48.621296694437","9"
"1913","CAN","Canadá","53.1104850846547","11"
"1925","CAN","Canadá","59.26","8"
"1929","CAN","Canadá","57.94","11"
"1933","CAN","Canadá","62.28","8"
"1938","CAN","Canadá","63.24","8"
"1950","CAN","Canadá","68.21","11"
"1955","CAN","Canadá","70","11"
"1960","CAN","Canadá","70.98","9"
"1965","CAN","Canadá","71.75","9"
"1970","CAN","Canadá","72.61","8"
"1975","CAN","Canadá","73.45","10"
"1980","CAN","Canadá","75.07","9"
"1985","CAN","Canadá","76.35","7"
"1990","CAN","Canadá","77.4308","5"
"1995","CAN","Canadá","78.0194","9"
"2000","CAN","Canadá","79.2335","9"
"2005","CAN","Canadá","80.1364","13"
"2010","CAN","Canadá","81.3469","13"
"2015","CAN","Canadá","81.9246","16"
"2020","CAN","Canadá","82.0471","17"
"1870","USA","Estados Unidos","43.975","6"
"1880","USA","Estados Unidos","39.42","15"
"1890","USA","Estados Unidos","45.21","9"
"1900","USA","Estados Unidos","49.29","7"
"1913","USA","Estados Unidos","53.5","9"
"1925","USA","Estados Unidos","58.5","9"
"1929","USA","Estados Unidos","58.5","9"
"1933","USA","Estados Unidos","60.9","10"
"1938","USA","Estados Unidos","62.39","11"
"1950","USA","Estados Unidos","68.06","12"
"1955","USA","Estados Unidos","69.56","12"
"1960","USA","Estados Unidos","69.82","15"
"1965","USA","Estados Unidos","70.25","20"
"1970","USA","Estados Unidos","70.74","20"
"1975","USA","Estados Unidos","72.54","16"
"1980","USA","Estados Unidos","73.74","18"
"1985","USA","Estados Unidos","74.66","16"
"1990","USA","Estados Unidos","75.3699","21"
"1995","USA","Estados Unidos","75.8536","24"
"2000","USA","Estados Unidos","76.8114","27"
"2005","USA","Estados Unidos","77.5573","31"
"2010","USA","Estados Unidos","78.7724","30"
"2015","USA","Estados Unidos","78.8694","37"
"2020","USA","Estados Unidos","77.4144","43"
