"anio","geocodigoFundar","geonombreFundar","pib_pc","ranking"
"1929","VEN","Venezuela","3014.39801721504","19"
"1933","VEN","Venezuela","2524.22850417699","21"
"1938","VEN","Venezuela","3152.97368927262","19"
"1950","VEN","Venezuela","5310.27147666967","17"
"1955","VEN","Venezuela","6592.96964976888","14"
"1960","VEN","Venezuela","7600.72603066369","15"
"1965","VEN","Venezuela","9008.2449254874","16"
"1970","VEN","Venezuela","9596.27273508451","20"
"1975","VEN","Venezuela","10278.5367009161","23"
"1980","VEN","Venezuela","10213.469242","29"
"1985","VEN","Venezuela","8334.33872281855","37"
"1990","VEN","Venezuela","8312.86698802218","39"
"1995","VEN","Venezuela","8856.45363767071","37"
"2000","VEN","Venezuela","8352.65327961485","46"
"2005","VEN","Venezuela","8677.36327909643","52"
"2010","VEN","Venezuela","9623.65625813184","50"
"2015","VEN","Venezuela","9091.49433569673","60"
"2020","VEN","Venezuela","3702.50358721568","106"
"1870","ALB","Albania","446.102819237148","89"
"1880","ALB","Albania","515.861875608204","86"
"1890","ALB","Albania","597.796143250689","77"
"1900","ALB","Albania","685","74"
"1913","ALB","Albania","810.690423162584","80"
"1925","ALB","Albania","895.569631660781","78"
"1929","ALB","Albania","926.305015353122","76"
"1933","ALB","Albania","926.305015353122","72"
"1938","ALB","Albania","1001.33861536232","74"
"1950","ALB","Albania","1001.33861536232","95"
"1955","ALB","Albania","1180.89535428297","90"
"1960","ALB","Albania","1450.91472318026","81"
"1965","ALB","Albania","1675.44694247121","79"
"1970","ALB","Albania","2003.53658148083","81"
"1975","ALB","Albania","2289.47218379601","83"
"1980","ALB","Albania","2347.08412139241","101"
"1985","ALB","Albania","2412.64882811224","99"
"1990","ALB","Albania","2499.40168168974","101"
"1995","ALB","Albania","2240","105"
"2000","ALB","Albania","2861","100"
"2005","ALB","Albania","3974","90"
"2010","ALB","Albania","5204","84"
"2015","ALB","Albania","5630","84"
"2020","ALB","Albania","6281.83733972842","76"
"1870","AUT","Austria","2217.03583392985","9"
"1880","AUT","Austria","2287.26817476829","9"
"1890","AUT","Austria","2550.90151388571","9"
"1900","AUT","Austria","2864.32643792591","12"
"1913","AUT","Austria","3465.49431062509","12"
"1925","AUT","Austria","3366.93938012762","14"
"1929","AUT","Austria","3698.52956182473","15"
"1933","AUT","Austria","2833.17002668248","15"
"1938","AUT","Austria","3559.49577965349","16"
"1950","AUT","Austria","3706.07489437787","26"
"1955","AUT","Austria","5053.3440527661","24"
"1960","AUT","Austria","6518.54000255696","20"
"1965","AUT","Austria","7734.12989800835","20"
"1970","AUT","Austria","9747.44364803084","18"
"1975","AUT","Austria","11646.408457794","18"
"1980","AUT","Austria","13759.1790005951","15"
"1985","AUT","Austria","14752.4212357615","16"
"1990","AUT","Austria","16894.5738760808","14"
"1995","AUT","Austria","18215","13"
"2000","AUT","Austria","20973","12"
"2005","AUT","Austria","22239","16"
"2010","AUT","Austria","23330","15"
"2015","AUT","Austria","23816","15"
"2020","AUT","Austria","23358.2876635384","17"
"1870","BEL","Bélgica","3457.92339451324","1"
"1880","BEL","Bélgica","3696.06945386779","2"
"1890","BEL","Bélgica","3887.54322903044","3"
"1900","BEL","Bélgica","4059.23684438636","4"
"1913","BEL","Bélgica","4854.09362690484","4"
"1925","BEL","Bélgica","4436.27983243094","6"
"1929","BEL","Bélgica","4877.30144005622","7"
"1933","BEL","Bélgica","4486.02589008831","7"
"1938","BEL","Bélgica","4832.34977310724","10"
"1950","BEL","Bélgica","5462.20447349801","14"
"1955","BEL","Bélgica","6280.22292445995","17"
"1960","BEL","Bélgica","6952.08746860846","18"
"1965","BEL","Bélgica","8559.39289380934","19"
"1970","BEL","Bélgica","10610.8240469817","15"
"1975","BEL","Bélgica","12440.7849062768","12"
"1980","BEL","Bélgica","14467.4411991713","12"
"1985","BEL","Bélgica","14977.379237589","15"
"1990","BEL","Bélgica","17196.9775240212","12"
"1995","BEL","Bélgica","18300","11"
"2000","BEL","Bélgica","20867","15"
"2005","BEL","Bélgica","22334","15"
"2010","BEL","Bélgica","23037","17"
"2015","BEL","Bélgica","23511","18"
"2020","BEL","Bélgica","23176.3755099797","19"
"1980","BLR","Belarús","5952.35253350706","52"
"1985","BLR","Belarús","6900.77340809277","45"
"1990","BLR","Belarús","7194.29467699245","48"
"1995","BLR","Belarús","4650","69"
"2000","BLR","Belarús","6420","60"
"2005","BLR","Belarús","9432","45"
"2010","BLR","Belarús","13593","37"
"2015","BLR","Belarús","14523","36"
"2020","BLR","Belarús","15174.7212227603","34"
"1870","BGR","Bulgaria","839.907192575406","44"
"1880","BGR","Bulgaria","973.542200525057","37"
"1890","BGR","Bulgaria","1130.91436865022","36"
"1900","BGR","Bulgaria","1223","36"
"1913","BGR","Bulgaria","1533.89830508475","31"
"1925","BGR","Bulgaria","1223","51"
"1929","BGR","Bulgaria","1227","56"
"1933","BGR","Bulgaria","1303","51"
"1938","BGR","Bulgaria","1499","48"
"1950","BGR","Bulgaria","1651","63.5"
"1955","BGR","Bulgaria","2147.78284397778","55"
"1960","BGR","Bulgaria","2911.71256595561","47"
"1965","BGR","Bulgaria","3849.95883213105","41"
"1970","BGR","Bulgaria","4773.22345357257","40"
"1975","BGR","Bulgaria","5830.80838996402","40"
"1980","BGR","Bulgaria","6043.7999070686","51"
"1985","BGR","Bulgaria","6225.90306165029","54"
"1990","BGR","Bulgaria","5596.90165131029","63"
"1995","BGR","Bulgaria","5265","63"
"2000","BGR","Bulgaria","5064","69"
"2005","BGR","Bulgaria","6935","63"
"2010","BGR","Bulgaria","8486","59.5"
"2015","BGR","Bulgaria","9422","57"
"2020","BGR","Bulgaria","10549.0023237177","50"
"1980","HRV","Croacia","8904","32"
"1985","HRV","Croacia","8825","33"
"1990","HRV","Croacia","8123","41"
"1995","HRV","Croacia","5924","54"
"2000","HRV","Croacia","7149","53"
"2005","HRV","Croacia","8803","50.5"
"2010","HRV","Croacia","9061","55"
"2015","HRV","Croacia","9012","61"
"2020","HRV","Croacia","9805.94809554642","55"
"1913","CYP","Chipre","856.59538742506","73"
"1925","CYP","Chipre","952.734039212385","67"
"1929","CYP","Chipre","1088.28953823251","64"
"1933","CYP","Chipre","838.329043585469","77"
"1938","CYP","Chipre","1190.19650912708","60"
"1950","CYP","Chipre","1810.29081315532","58"
"1955","CYP","Chipre","2108.1500052695","56"
"1960","CYP","Chipre","2192.92590944711","63"
"1965","CYP","Chipre","3026.58827645729","53"
"1970","CYP","Chipre","4133.94881141332","46"
"1975","CYP","Chipre","3468.33584899339","66"
"1980","CYP","Chipre","5929.39492507973","53"
"1985","CYP","Chipre","7356.02535443209","42"
"1990","CYP","Chipre","9761.51722538669","32"
"1995","CYP","Chipre","11232","31"
"2000","CYP","Chipre","12769","31.5"
"2005","CYP","Chipre","14287","34"
"2010","CYP","Chipre","14405","34"
"2015","CYP","Chipre","12895","43"
"2020","CYP","Chipre","14599.6799120589","37"
"1870","CZE","Chequia","1163.95864106352","24"
"1880","CZE","Chequia","1296","25"
"1890","CZE","Chequia","1505.02088332","24"
"1900","CZE","Chequia","1729.03969691978","22"
"1913","CZE","Chequia","2095.54125225347","24"
"1925","CZE","Chequia","2605.98132372235","18"
"1929","CZE","Chequia","3042.37367935423","18"
"1933","CZE","Chequia","2551.7983370237","20"
"1938","CZE","Chequia","2881.53405928155","21"
"1950","CZE","Chequia","3500.63712545524","27"
"1955","CZE","Chequia","3921.88632096523","28"
"1960","CZE","Chequia","5108.31851133244","26"
"1965","CZE","Chequia","5532.70098283951","28"
"1970","CZE","Chequia","6466.33987264283","29"
"1975","CZE","Chequia","7399.32873320521","31"
"1980","CZE","Chequia","7982.01603706168","41"
"1985","CZE","Chequia","8367.15216426221","35"
"1990","CZE","Chequia","8895.27867172012","34"
"1995","CZE","Chequia","8566","40"
"2000","CZE","Chequia","9423","39"
"2005","CZE","Chequia","11473","41"
"2010","CZE","Chequia","12612","40"
"2015","CZE","Chequia","13544","40"
"2020","CZE","Chequia","14421.3279964639","39"
"1870","DNK","Dinamarca","2003","11"
"1880","DNK","Dinamarca","2181","10"
"1890","DNK","Dinamarca","2523","10"
"1900","DNK","Dinamarca","3017","8"
"1913","DNK","Dinamarca","3912","10"
"1925","DNK","Dinamarca","4378","7"
"1929","DNK","Dinamarca","5074.90517275791","5"
"1933","DNK","Dinamarca","5291.17562992011","2"
"1938","DNK","Dinamarca","5762.39078633836","5"
"1950","DNK","Dinamarca","6943.10465933037","10"
"1955","DNK","Dinamarca","7395.35931516107","11"
"1960","DNK","Dinamarca","8811.83147784327","6"
"1965","DNK","Dinamarca","10953.3217040415","7"
"1970","DNK","Dinamarca","12685.5513469217","7"
"1975","DNK","Dinamarca","13621.125165296","8"
"1980","DNK","Dinamarca","15227.3255635779","7"
"1985","DNK","Dinamarca","17384.1164825954","5"
"1990","DNK","Dinamarca","18452.4117508151","6"
"1995","DNK","Dinamarca","20338","5"
"2000","DNK","Dinamarca","23123","3"
"2005","DNK","Dinamarca","24341","7"
"2010","DNK","Dinamarca","24030","13"
"2015","DNK","Dinamarca","24841","14"
"2020","DNK","Dinamarca","26215.7875752375","10"
"1980","EST","Estonia","9437.72847083314","30"
"1985","EST","Estonia","10377.2133881112","26"
"1990","EST","Estonia","10819.9591925685","28"
"1995","EST","Estonia","8760","38"
"2000","EST","Estonia","12390","33"
"2005","EST","Estonia","17995","26"
"2010","EST","Estonia","17942","27"
"2015","EST","Estonia","21562","23"
"2020","EST","Estonia","24492.4035160385","15"
"1870","FIN","Finlandia","1140","25"
"1880","FIN","Finlandia","1155","29"
"1890","FIN","Finlandia","1381","27"
"1900","FIN","Finlandia","1668","26"
"1913","FIN","Finlandia","2111","22"
"1925","FIN","Finlandia","2328","23"
"1929","FIN","Finlandia","2717","22"
"1933","FIN","Finlandia","2702","17"
"1938","FIN","Finlandia","3589.44365426696","15"
"1950","FIN","Finlandia","4253.28643767617","22"
"1955","FIN","Finlandia","5196.8169260195","23"
"1960","FIN","Finlandia","6230.35940039733","23"
"1965","FIN","Finlandia","7669.60023068839","21"
"1970","FIN","Finlandia","9576.86927944664","21"
"1975","FIN","Finlandia","11441.3027527259","19"
"1980","FIN","Finlandia","12948.9584237797","20"
"1985","FIN","Finlandia","14522.0626861695","17"
"1990","FIN","Finlandia","16866.3719602257","15"
"1995","FIN","Finlandia","16102","19"
"2000","FIN","Finlandia","20357","17"
"2005","FIN","Finlandia","22824","13"
"2010","FIN","Finlandia","23251","16"
"2015","FIN","Finlandia","22753","19"
"2020","FIN","Finlandia","23926.5916276283","16"
"1870","FRA","Francia","1741.58694919889","14"
"1880","FRA","Francia","1985.00342795547","13"
"1890","FRA","Francia","2240.01116760523","14"
"1900","FRA","Francia","2750.02664690473","13"
"1913","FRA","Francia","3352.77221334961","13"
"1925","FRA","Francia","4045.35005171655","11"
"1929","FRA","Francia","4639.40217249155","9"
"1933","FRA","Francia","4164.16047587155","9"
"1938","FRA","Francia","4378.59880239521","12"
"1950","FRA","Francia","5185.85069852768","19"
"1955","FRA","Francia","6198.78782396309","18"
"1960","FRA","Francia","7397.58286106818","16"
"1965","FRA","Francia","9165.41504357255","14"
"1970","FRA","Francia","11410.0889864787","12"
"1975","FRA","Francia","12957.205078306","11"
"1980","FRA","Francia","14766.1585919071","10"
"1985","FRA","Francia","15530.2708443972","10"
"1990","FRA","Francia","17647.0052262412","8"
"1995","FRA","Francia","18261.9613109692","12"
"2000","FRA","Francia","20391.877068946","16"
"2005","FRA","Francia","21450.0006829184","18"
"2010","FRA","Francia","21477.4774024526","22"
"2015","FRA","Francia","22071.5483469889","22"
"2020","FRA","Francia","21422.3912554644","23"
"1870","DEU","Alemania","1839.0795034539","12"
"1880","DEU","Alemania","1991.40643678161","12"
"1890","DEU","Alemania","2427.80859957569","12"
"1900","DEU","Alemania","2984.75928513643","9"
"1913","DEU","Alemania","3648.00639429432","11"
"1925","DEU","Alemania","3531.67843460089","12"
"1929","DEU","Alemania","4051.40641653408","13"
"1933","DEU","Alemania","3555.78778378542","12"
"1938","DEU","Alemania","4993.59666267978","8"
"1950","DEU","Alemania","3880.88718127552","23"
"1955","DEU","Alemania","5796.97203865108","19"
"1960","DEU","Alemania","7705.2332250597","14"
"1965","DEU","Alemania","9185.72916978868","13"
"1970","DEU","Alemania","10839.1450880039","14"
"1975","DEU","Alemania","12040.6075951619","15"
"1980","DEU","Alemania","14114.0304343268","14"
"1985","DEU","Alemania","15139.7619617412","13"
"1990","DEU","Alemania","15928.8450999626","18"
"1995","DEU","Alemania","17298.8191083147","18"
"2000","DEU","Alemania","18943.5163753831","20"
"2005","DEU","Alemania","19417.0570216031","21"
"2010","DEU","Alemania","20661.4454356808","23"
"2015","DEU","Alemania","22079.567464333","21"
"2020","DEU","Alemania","22193.5502044803","21"
"1870","GRC","Grecia","997.134339156497","33"
"1880","GRC","Grecia","1215.64021480714","27"
"1890","GRC","Grecia","1380.4843494256","28"
"1900","GRC","Grecia","1350.91842408064","31"
"1913","GRC","Grecia","1480.23974495698","32"
"1925","GRC","Grecia","1955.42349936027","28"
"1929","GRC","Grecia","2112.7430750376","26"
"1933","GRC","Grecia","2244.03304972557","25"
"1938","GRC","Grecia","2676.81631496955","23"
"1950","GRC","Grecia","1915.00745173029","55"
"1955","GRC","Grecia","2513.57786504816","48"
"1960","GRC","Grecia","3145.63780673571","39"
"1965","GRC","Grecia","4508.94719538993","36"
"1970","GRC","Grecia","6210.64538441995","31"
"1975","GRC","Grecia","7721.51392211521","29"
"1980","GRC","Grecia","8971.21650442494","31"
"1985","GRC","Grecia","9315.69516568811","28"
"1990","GRC","Grecia","10015.3974445","29"
"1995","GRC","Grecia","10287","32"
"2000","GRC","Grecia","12026","34"
"2005","GRC","Grecia","14311","33"
"2010","GRC","Grecia","13908","36"
"2015","GRC","Grecia","11666","48"
"2020","GRC","Grecia","11175.6846343658","47"
"1870","HUN","Hungría","1191.82526987201","22"
"1880","HUN","Hungría","1363.7821964767","23"
"1890","HUN","Hungría","1600.42768118505","22"
"1900","HUN","Hungría","1784.66724540436","21"
"1913","HUN","Hungría","2097.87450457718","23"
"1925","HUN","Hungría","2279.12236814892","24"
"1929","HUN","Hungría","2475.81944095579","24"
"1933","HUN","Hungría","2373.78483498929","22"
"1938","HUN","Hungría","2655.40061650594","24"
"1950","HUN","Hungría","2479.95815497604","36"
"1955","HUN","Hungría","3070.16940829855","32"
"1960","HUN","Hungría","3649.10158836745","34"
"1965","HUN","Hungría","4409.52821198673","37"
"1970","HUN","Hungría","5027.9154507628","39"
"1975","HUN","Hungría","5804.76578053413","42"
"1980","HUN","Hungría","6306.45504998824","49"
"1985","HUN","Hungría","6556.56151235668","50"
"1990","HUN","Hungría","6458.81102727973","51"
"1995","HUN","Hungría","5749","55"
"2000","HUN","Hungría","6734","57.5"
"2005","HUN","Hungría","8413","55"
"2010","HUN","Hungría","8402","62"
"2015","HUN","Hungría","9365","58"
"2020","HUN","Hungría","10601.8228167109","49"
"1950","ISL","Islandia","5330.98266381228","16"
"1955","ISL","Islandia","6333.67922856926","15"
"1960","ISL","Islandia","6874.7867621972","19"
"1965","ISL","Islandia","8846.10584123814","17"
"1970","ISL","Islandia","9304.0802728021","23"
"1975","ISL","Islandia","11879.0447229981","16"
"1980","ISL","Islandia","15388.2565381463","6"
"1985","ISL","Islandia","16304.6855258634","7"
"1990","ISL","Islandia","18043.4125448043","7"
"1995","ISL","Islandia","17417","16"
"2000","ISL","Islandia","21582","9"
"2005","ISL","Islandia","25173","5"
"2010","ISL","Islandia","24568","9"
"2015","ISL","Islandia","27011","6"
"2020","ISL","Islandia","27131.5679171828","9"
"1870","IRL","Irlanda","1775.05074737036","13"
"1880","IRL","Irlanda","1933.57053446606","14"
"1890","IRL","Irlanda","2229.09474433123","15"
"1900","IRL","Irlanda","2497.68206026704","14"
"1913","IRL","Irlanda","2736.07915324436","18"
"1925","IRL","Irlanda","2572.86432160804","20"
"1929","IRL","Irlanda","2823.97003745318","20"
"1933","IRL","Irlanda","2800.13504388926","16"
"1938","IRL","Irlanda","3052.43445692884","20"
"1950","IRL","Irlanda","3452.89836241292","28"
"1955","IRL","Irlanda","3920.26015274338","29"
"1960","IRL","Irlanda","4282.13276836158","29"
"1965","IRL","Irlanda","5051.46036161335","30"
"1970","IRL","Irlanda","6199.45086607234","32"
"1975","IRL","Irlanda","7316.27482453656","32"
"1980","IRL","Irlanda","8540.72331667157","35"
"1985","IRL","Irlanda","9305.93220338983","29"
"1990","IRL","Irlanda","11817.7412918306","25"
"1995","IRL","Irlanda","14385","22"
"2000","IRL","Irlanda","21737","8"
"2005","IRL","Irlanda","26053","4"
"2010","IRL","Irlanda","24318","12"
"2015","IRL","Irlanda","26839","7"
"2020","IRL","Irlanda","34075.4446656255","3"
"1870","ITA","Italia","1540.5468774863","17"
"1880","ITA","Italia","1587.67613677404","18"
"1890","ITA","Italia","1688.34310857002","20"
"1900","ITA","Italia","1853.24318893447","20"
"1913","ITA","Italia","2302.99676812665","19"
"1925","ITA","Italia","2600.31357886096","19"
"1929","ITA","Italia","2775.82491349822","21"
"1933","ITA","Italia","2563.06259163655","19"
"1938","ITA","Italia","2827.91685562944","22"
"1950","ITA","Italia","3169.23054964229","29"
"1955","ITA","Italia","4179.29196573684","26"
"1960","ITA","Italia","5440.44344435166","25"
"1965","ITA","Italia","6947.48091052292","24"
"1970","ITA","Italia","9351.47594988573","22"
"1975","ITA","Italia","10607.2486673275","22"
"1980","ITA","Italia","12929.7186801189","21"
"1985","ITA","Italia","14006.1264659952","18"
"1990","ITA","Italia","16313.1275125395","17"
"1995","ITA","Italia","17330.9500779444","17"
"2000","ITA","Italia","19015.7112592502","19"
"2005","ITA","Italia","19350.3407212467","22"
"2010","ITA","Italia","18392.3014205171","26"
"2015","ITA","Italia","17654.8321914185","29"
"2020","ITA","Italia","17000.2808601499","31"
"1980","LVA","Letonia","8618.91694037304","34"
"1985","LVA","Letonia","8954.07063506533","32"
"1990","LVA","Letonia","9916.31594952677","31"
"1995","LVA","Letonia","5676","56"
"2000","LVA","Letonia","7658","50"
"2005","LVA","Letonia","12007","37"
"2010","LVA","Letonia","12525","41"
"2015","LVA","Letonia","15823","33"
"2020","LVA","Letonia","17858.066780778","29"
"1980","LTU","Lituania","7989.20407292567","40"
"1985","LTU","Lituania","8336.39907529589","36"
"1990","LTU","Lituania","8663.44270760597","37"
"1995","LTU","Lituania","5209","64"
"2000","LTU","Lituania","6786","56"
"2005","LTU","Lituania","10314","43"
"2010","LTU","Lituania","11731","42"
"2015","LTU","Lituania","15016","35"
"2020","LTU","Lituania","18121.3739136197","28"
"1950","MLT","Malta","987.397126018348","96"
"1955","MLT","Malta","1211.21712889601","87"
"1960","MLT","Malta","1495.12088935193","78"
"1965","MLT","Malta","1592.70803463491","85"
"1970","MLT","Malta","2439.96111366874","72"
"1975","MLT","Malta","3599.97103367907","64"
"1980","MLT","Malta","5596.37026314877","58"
"1985","MLT","Malta","6383.82394431551","52"
"1990","MLT","Malta","8317.85512396027","38"
"1995","MLT","Malta","10279","33"
"2000","MLT","Malta","12769","31.5"
"2005","MLT","Malta","13660","35"
"2010","MLT","Malta","14709","32"
"2015","MLT","Malta","17855","28"
"2020","MLT","Malta","18217.1480989539","27"
"1980","MDA","Moldavia","5694.91621745385","56"
"1985","MDA","Moldavia","5896.34713856272","56"
"1990","MDA","Moldavia","6170.23213472918","55"
"1995","MDA","Moldavia","2443","101"
"2000","MDA","Moldavia","2245","111"
"2005","MDA","Moldavia","3347","102"
"2010","MDA","Moldavia","4150","98"
"2015","MDA","Moldavia","5287","88"
"2020","MDA","Moldavia","6261.18622042837","77"
"1870","NLD","Países Bajos","2774","6"
"1880","NLD","Países Bajos","2927","7"
"1890","NLD","Países Bajos","3186","6"
"1900","NLD","Países Bajos","3329","7"
"1913","NLD","Países Bajos","4049","8"
"1925","NLD","Países Bajos","5031.29458374834","4"
"1929","NLD","Países Bajos","5689.28849143031","3"
"1933","NLD","Países Bajos","4956.47644657521","3"
"1938","NLD","Países Bajos","5249.60103626943","6"
"1950","NLD","Países Bajos","5996.12776037479","12"
"1955","NLD","Países Bajos","7325.84480359771","12"
"1960","NLD","Países Bajos","8286.60978582622","12"
"1965","NLD","Países Bajos","9797.83599088838","12"
"1970","NLD","Países Bajos","11966.7734139738","11"
"1975","NLD","Países Bajos","13373.6279463092","9"
"1980","NLD","Países Bajos","14704.5005476212","11"
"1985","NLD","Países Bajos","15282.8785112253","12"
"1990","NLD","Países Bajos","17262.06918231","11"
"1995","NLD","Países Bajos","18700","8"
"2000","NLD","Países Bajos","22443","6"
"2005","NLD","Países Bajos","23404","12"
"2010","NLD","Países Bajos","24489","10"
"2015","NLD","Países Bajos","24935","13"
"2020","NLD","Países Bajos","25570.5733662074","13"
"1870","NOR","Noruega","1366","18"
"1880","NOR","Noruega","1570","20"
"1890","NOR","Noruega","1737","19"
"1900","NOR","Noruega","2038","19"
"1913","NOR","Noruega","2770","17"
"1925","NOR","Noruega","2969","17"
"1929","NOR","Noruega","3501","17"
"1933","NOR","Noruega","3534","13"
"1938","NOR","Noruega","4261.96018831897","13"
"1950","NOR","Noruega","5430","15"
"1955","NOR","Noruega","6301","16"
"1960","NOR","Noruega","7204","17"
"1965","NOR","Noruega","8690","18"
"1970","NOR","Noruega","10027","17"
"1975","NOR","Noruega","12271","13"
"1980","NOR","Noruega","15076","8"
"1985","NOR","Noruega","17320","6"
"1990","NOR","Noruega","18466.027629381","5"
"1995","NOR","Noruega","21588","2"
"2000","NOR","Noruega","25035","2"
"2005","NOR","Noruega","27114","2"
"2010","NOR","Noruega","26847","4"
"2015","NOR","Noruega","27451","5"
"2020","NOR","Noruega","27695.268415794","7"
"1870","POL","Polonia","988","34"
"1880","POL","Polonia","1183","28"
"1890","POL","Polonia","1383","26"
"1900","POL","Polonia","1694","24"
"1913","POL","Polonia","1739.01160614002","28"
"1925","POL","Polonia","2013.83936831007","27"
"1929","POL","Polonia","2117.32322701678","25"
