"anio","geocodigoFundar","geonombreFundar","pib_pc","ranking"
"1938","TGO","Togo","462.76806153756","106"
"1950","TGO","Togo","546","123"
"1955","TGO","Togo","590","123"
"1960","TGO","Togo","664","125"
"1965","TGO","Togo","886","114"
"1970","TGO","Togo","1023","110"
"1975","TGO","Togo","976","116"
"1980","TGO","Togo","986","135"
"1985","TGO","Togo","778","146"
"1990","TGO","Togo","800","144"
"1995","TGO","Togo","699","146"
"2000","TGO","Togo","654","151"
"2005","TGO","Togo","606","156"
"2010","TGO","Togo","613","157"
"2015","TGO","Togo","699","155"
"2020","TGO","Togo","767.211718027621","155"
"1870","TUN","Túnez","637.128947405147","65"
"1880","TUN","Túnez","711.181633257503","64"
"1890","TUN","Túnez","756.982121064732","66"
"1900","TUN","Túnez","814.197392322746","63"
"1913","TUN","Túnez","882.887700534759","69"
"1925","TUN","Túnez","997.33828359301","64"
"1929","TUN","Túnez","1080.0344601789","65"
"1933","TUN","Túnez","965.198169975712","70"
"1938","TUN","Túnez","1044.18576107219","71"
"1950","TUN","Túnez","1115","86"
"1955","TUN","Túnez","1164","92"
"1960","TUN","Túnez","1343","87"
"1965","TUN","Túnez","1653","80"
"1970","TUN","Túnez","1827","83"
"1975","TUN","Túnez","2446","81"
"1980","TUN","Túnez","2944","94"
"1985","TUN","Túnez","3161","89"
"1990","TUN","Túnez","3335","87"
"1995","TUN","Túnez","3752","76"
"2000","TUN","Túnez","4630","72"
"2005","TUN","Túnez","5448","73"
"2010","TUN","Túnez","6430","72"
"2015","TUN","Túnez","6617","76"
"2020","TUN","Túnez","6140.92978617935","80"
"1870","UGA","Uganda","463.485987961702","88"
"1880","UGA","Uganda","473.913502356585","90"
"1890","UGA","Uganda","490.675744450721","90"
"1900","UGA","Uganda","520.608762081743","90"
"1913","UGA","Uganda","519.810245129977","101"
"1925","UGA","Uganda","577.038717789501","96"
"1929","UGA","Uganda","586.835663520326","95"
"1933","UGA","Uganda","569.276158774351","95"
"1938","UGA","Uganda","622.053269268815","95"
"1950","UGA","Uganda","687","110"
"1955","UGA","Uganda","672","120"
"1960","UGA","Uganda","713","122"
"1965","UGA","Uganda","779","122"
"1970","UGA","Uganda","867","123"
"1975","UGA","Uganda","780","127"
"1980","UGA","Uganda","572","158"
"1985","UGA","Uganda","556","156"
"1990","UGA","Uganda","585","154"
"1995","UGA","Uganda","666","149"
"2000","UGA","Uganda","757","146"
"2005","UGA","Uganda","928","143"
"2010","UGA","Uganda","1178","139"
"2015","UGA","Uganda","1259","140"
"2020","UGA","Uganda","1324.42395375314","140"
"1870","ZMB","Zambia","300","108.5"
"1880","ZMB","Zambia","300","108.5"
"1890","ZMB","Zambia","300","109.5"
"1900","ZMB","Zambia","300","110.5"
"1913","ZMB","Zambia","346.865196216382","115"
"1925","ZMB","Zambia","310.974511226973","116"
"1929","ZMB","Zambia","332.740235572142","115"
"1933","ZMB","Zambia","428.461856364601","105"
"1938","ZMB","Zambia","615.201395345807","96"
"1950","ZMB","Zambia","661","112"
"1955","ZMB","Zambia","736","113"
"1960","ZMB","Zambia","960","105"
"1965","ZMB","Zambia","1147","101"
"1970","ZMB","Zambia","1073","108"
"1975","ZMB","Zambia","1041","113"
"1980","ZMB","Zambia","911","139"
"1985","ZMB","Zambia","784","143"
"1990","ZMB","Zambia","806","143"
"1995","ZMB","Zambia","637","150"
"2000","ZMB","Zambia","663","150"
"2005","ZMB","Zambia","786","146"
"2010","ZMB","Zambia","1040","144"
"2015","ZMB","Zambia","1158","145"
"2020","ZMB","Zambia","1102.26595569938","144"
"1870","ZWE","Zimbabwe","300","108.5"
"1880","ZWE","Zimbabwe","300","108.5"
"1890","ZWE","Zimbabwe","300","109.5"
"1900","ZWE","Zimbabwe","400","102.5"
"1913","ZWE","Zimbabwe","811.848703265833","79"
"1925","ZWE","Zimbabwe","727.845446710231","86"
"1929","ZWE","Zimbabwe","778.788796686005","82"
"1933","ZWE","Zimbabwe","710.201336764824","86"
"1938","ZWE","Zimbabwe","902.607386624324","79"
"1950","ZWE","Zimbabwe","701","109"
"1955","ZWE","Zimbabwe","808","107"
"1960","ZWE","Zimbabwe","938","106"
"1965","ZWE","Zimbabwe","984","107.5"
"1970","ZWE","Zimbabwe","1282","101"
"1975","ZWE","Zimbabwe","1402","103"
"1980","ZWE","Zimbabwe","1295","120"
"1985","ZWE","Zimbabwe","1335","120"
"1990","ZWE","Zimbabwe","1355","119"
"1995","ZWE","Zimbabwe","1309","120"
"2000","ZWE","Zimbabwe","1366","120"
"2005","ZWE","Zimbabwe","917","144"
"2010","ZWE","Zimbabwe","853","148"
"2015","ZWE","Zimbabwe","948","150"
"2020","ZWE","Zimbabwe","857.431941936545","151"
"1950","AFG","Afganistán","725","108"
"1955","AFG","Afganistán","782","108"
"1960","AFG","Afganistán","832","111"
"1965","AFG","Afganistán","809","120"
"1970","AFG","Afganistán","798","126"
"1975","AFG","Afganistán","674","131"
"1980","AFG","Afganistán","639","153"
"1985","AFG","Afganistán","818","140"
"1990","AFG","Afganistán","604.049030430069","153"
"1995","AFG","Afganistán","334","160"
"2000","AFG","Afganistán","223","162"
"2005","AFG","Afganistán","360","161"
"2010","AFG","Afganistán","511","160"
"2015","AFG","Afganistán","585","159"
"2020","AFG","Afganistán","557.36435857173","159"
"1980","ARM","Armenia","5829.0061412461","54"
"1985","ARM","Armenia","6578.35655476767","49"
"1990","ARM","Armenia","6065.83248020379","59"
"1995","ARM","Armenia","3440","84"
"2000","ARM","Armenia","4383","73"
"2005","ARM","Armenia","7961","57"
"2010","ARM","Armenia","9656","49"
"2015","ARM","Armenia","12003","46"
"2020","ARM","Armenia","13379.747038128","41"
"1980","AZE","Azerbaiyán","4495.40162230883","67"
"1985","AZE","Azerbaiyán","5369.48638738699","61"
"1990","AZE","Azerbaiyán","4638.5765901955","73"
"1995","AZE","Azerbaiyán","1784","113"
"2000","AZE","Azerbaiyán","2377","108"
"2005","AZE","Azerbaiyán","4038","89"
"2010","AZE","Azerbaiyán","8188","63"
"2015","AZE","Azerbaiyán","8756","63"
"2020","AZE","Azerbaiyán","8092.28689778094","65"
"1870","BHR","Bahrein","700","57"
"1880","BHR","Bahrein","742.004584204859","55.5"
"1890","BHR","Bahrein","786.529718544322","57.5"
"1900","BHR","Bahrein","833.726652533206","57.5"
"1913","BHR","Bahrein","900","65.5"
"1925","BHR","Bahrein","1181.76763044614","54"
"1929","BHR","Bahrein","1294.08245866375","51"
"1933","BHR","Bahrein","1417.07165323948","42"
"1938","BHR","Bahrein","1587.37353683617","46"
"1950","BHR","Bahrein","2104.45394665851","48"
"1955","BHR","Bahrein","2517.8202544655","47"
"1960","BHR","Bahrein","2843.3681269135","48"
"1965","BHR","Bahrein","3173.46042633794","50"
"1970","BHR","Bahrein","3787.89287445784","52"
"1975","BHR","Bahrein","3922.25737254638","57"
"1980","BHR","Bahrein","4388.24640122058","70"
"1985","BHR","Bahrein","4374.04421332822","71"
"1990","BHR","Bahrein","4104.09290355581","77"
"1995","BHR","Bahrein","4478","70"
"2000","BHR","Bahrein","4756","71"
"2005","BHR","Bahrein","4705","76"
"2010","BHR","Bahrein","4238","95"
"2015","BHR","Bahrein","4646","93"
"2020","BHR","Bahrein","4012.03562662674","103"
"1950","BGD","Bangladesh","539.543868544435","124"
"1955","BGD","Bangladesh","507.719516597459","130"
"1960","BGD","Bangladesh","544.63373569029","134"
"1965","BGD","Bangladesh","607.90324984311","136"
"1970","BGD","Bangladesh","629.766084146034","136"
"1975","BGD","Bangladesh","529.306082850689","146"
"1980","BGD","Bangladesh","548.561098617808","159"
"1985","BGD","Bangladesh","580.096625486385","154"
"1990","BGD","Bangladesh","631.031167654168","152"
"1995","BGD","Bangladesh","697","147"
"2000","BGD","Bangladesh","822","143"
"2005","BGD","Bangladesh","1001","142"
"2010","BGD","Bangladesh","1269","136"
"2015","BGD","Bangladesh","1641","131"
"2020","BGD","Bangladesh","2129.07619965074","124"
"1950","BRN","Brunei","4977.77777777778","20"
"1955","BRN","Brunei","5592.1809394549","20"
"1960","BRN","Brunei","6282.41939590232","22"
"1965","BRN","Brunei","7057.85343738483","23"
"1970","BRN","Brunei","7972.41379310345","26"
"1975","BRN","Brunei","7624.01029694471","30"
"1980","BRN","Brunei","10300.3063601787","28"
"1985","BRN","Brunei","7400.55425776348","41"
"1990","BRN","Brunei","6445.73643410853","52"
"1995","BRN","Brunei","6557.01175878567","50"
"2000","BRN","Brunei","6251.92881646565","61"
"2005","BRN","Brunei","6327.51320399463","67"
"2010","BRN","Brunei","6016.56428910767","74"
"2015","BRN","Brunei","5563.24586204345","87"
"2020","BRN","Brunei","5479.85098558003","86"
"1870","KHM","Camboya","370.166879421815","99"
"1880","KHM","Camboya","402.697807043623","94"
"1890","KHM","Camboya","438.087610785272","94"
"1900","KHM","Camboya","476.587533794933","94"
"1913","KHM","Camboya","532.553514787058","99"
"1925","KHM","Camboya","515.571582404998","100"
"1929","KHM","Camboya","510.032139326901","101"
"1933","KHM","Camboya","504.552213550887","97"
"1938","KHM","Camboya","497.785028999156","103"
"1950","KHM","Camboya","481.976753288289","128"
"1955","KHM","Camboya","517.747098962387","129"
"1960","KHM","Camboya","670.517353693825","124"
"1965","KHM","Camboya","687.325612708829","129"
"1970","KHM","Camboya","646.998367022094","134"
"1975","KHM","Camboya","579.608151784184","143"
"1980","KHM","Camboya","828.249507369388","141"
"1985","KHM","Camboya","965.722847514485","133"
"1990","KHM","Camboya","881.260831161126","137"
"1995","KHM","Camboya","1014","131"
"2000","KHM","Camboya","1313","127"
"2005","KHM","Camboya","1906","119"
"2010","KHM","Camboya","2422","117"
"2015","KHM","Camboya","3152","114"
"2020","KHM","Camboya","3732.68782116667","105"
"1870","CHN","China","504.783977457972","84"
"1880","CHN","China","514.629432551552","87"
"1890","CHN","China","504.664741842652","88"
"1900","CHN","China","480.425844613993","93"
"1913","CHN","China","463.979846529474","103"
"1925","CHN","China","470.388806451244","104"
"1929","CHN","China","472.549681604152","103"
"1933","CHN","China","486.08370858731","102"
"1938","CHN","China","472.390314872618","105"
"1950","CHN","China","376.3792792538","141"
"1955","CHN","China","537.301375742555","128"
"1960","CHN","China","553.013858369131","133"
"1965","CHN","China","723.736935475561","127"
"1970","CHN","China","776.281752873726","127"
"1975","CHN","China","851.190810453098","124"
"1980","CHN","China","1009.88417689985","132"
"1985","CHN","China","1271.34978602046","121"
"1990","CHN","China","1448.10004360523","116"
"1995","CHN","China","2090.77440669653","109"
"2000","CHN","China","2635.47859149873","103"
"2005","CHN","China","3890.03546127917","95"
"2010","CHN","China","5935.2864388084","76"
"2015","CHN","China","7581.61617151894","68"
"2020","CHN","China","9796.42225792902","56"
"1870","HKG","Hong Kong","788","46"
"1880","HKG","Hong Kong","911.006766167838","40"
"1890","HKG","Hong Kong","1053.21488325328","39"
"1900","HKG","Hong Kong","1217.62168131016","37"
"1913","HKG","Hong Kong","1477","33"
"1925","HKG","Hong Kong","1763.32558476574","31"
"1929","HKG","Hong Kong","1870.60969165024","32"
"1933","HKG","Hong Kong","1984.42116914029","27"
"1938","HKG","Hong Kong","2136.47192544018","28"
"1950","HKG","Hong Kong","2561","33"
"1955","HKG","Hong Kong","2685","42"
"1960","HKG","Hong Kong","3192","37"
"1965","HKG","Hong Kong","4651","32"
"1970","HKG","Hong Kong","5803","34"
"1975","HKG","Hong Kong","7187","33"
"1980","HKG","Hong Kong","10719","27"
"1985","HKG","Hong Kong","13101","21"
"1990","HKG","Hong Kong","17540.562440763","10"
"1995","HKG","Hong Kong","20834","3"
"2000","HKG","Hong Kong","22306","7"
"2005","HKG","Hong Kong","26926","3"
"2010","HKG","Hong Kong","31643","1"
"2015","HKG","Hong Kong","35293","1"
"2020","HKG","Hong Kong","34492.9227707627","2"
"1980","GEO","Georgia","6599.41151673177","45"
"1985","GEO","Georgia","8700.43159886911","34"
"1990","GEO","Georgia","7615.81708917481","44"
"1995","GEO","Georgia","2319","104"
"2000","GEO","Georgia","3216","94"
"2005","GEO","Georgia","4610","77"
"2010","GEO","Georgia","5817","78"
"2015","GEO","Georgia","7339","70"
"2020","GEO","Georgia","8131.51368449395","64"
"1870","IND","India","533.130399460413","78"
"1880","IND","India","551","78"
"1890","IND","India","584.14095971047","78"
"1900","IND","India","599.177504393673","80"
"1913","IND","India","672.512347711557","89"
"1925","IND","India","698.265082838387","89"
"1929","IND","India","727.736415490844","86"
"1933","IND","India","699.8374679213","88"
"1938","IND","India","668.372773198617","91"
"1950","IND","India","619.00278551532","118"
"1955","IND","India","675.641221374046","118"
"1960","IND","India","753.248847926267","117"
"1965","IND","India","770.750515463918","124"
"1970","IND","India","867.992606284658","122"
"1975","IND","India","897.33607907743","122"
"1980","IND","India","938.441826215022","137"
"1985","IND","India","1078.60132450331","126"
"1990","IND","India","1308.8200238379","121"
"1995","IND","India","1543","115"
"2000","IND","India","1882","114"
"2005","IND","India","2424","112"
"2010","IND","India","3372","106"
"2015","IND","India","4353","97"
"2020","IND","India","4928.32913911798","89"
"1870","IDN","Indonesia","508","82"
"1880","IDN","Indonesia","653","68"
"1890","IDN","Indonesia","646","71"
"1900","IDN","Indonesia","722","70"
"1913","IDN","Indonesia","854","74"
"1925","IDN","Indonesia","939","69"
"1929","IDN","Indonesia","1068","67"
"1933","IDN","Indonesia","922","73"
"1938","IDN","Indonesia","1038","72"
"1950","IDN","Indonesia","803.253522385788","104"
"1955","IDN","Indonesia","964.007268474098","99"
"1960","IDN","Indonesia","1011.68510792228","102"
"1965","IDN","Indonesia","982.595359881711","109"
"1970","IDN","Indonesia","1181.30282116971","106"
"1975","IDN","Indonesia","1496.53919788469","100"
"1980","IDN","Indonesia","1869.99184513917","113"
"1985","IDN","Indonesia","1971.53114175736","109"
"1990","IDN","Indonesia","2514.45698026822","100"
"1995","IDN","Indonesia","3369","85"
"2000","IDN","Indonesia","3226","93"
"2005","IDN","Indonesia","3796","96"
"2010","IDN","Indonesia","4800","91"
"2015","IDN","Indonesia","5972","80"
"2020","IDN","Indonesia","6734.56894010931","73"
"1870","IRN","Irán","600","71.5"
"1880","IRN","Irán","641.372015960238","69.5"
"1890","IRN","Irán","685.596771428166","68.5"
"1900","IRN","Irán","732.870972377855","67.5"
"1913","IRN","Irán","800","82.5"
"1925","IRN","Irán","1022.76646450116","62"
"1929","IRN","Irán","1110.04003812427","62"
"1933","IRN","Irán","1204.76074353877","56"
"1938","IRN","Irán","1334.60735236741","55"
"1950","IRN","Irán","1719.6105642844","60"
"1955","IRN","Irán","1504.36263025592","74"
"1960","IRN","Irán","2156.4823650124","66"
"1965","IRN","Irán","2753.1467712452","58"
"1970","IRN","Irán","4188.82058837637","43"
"1975","IRN","Irán","5882.51208914493","39"
"1980","IRN","Irán","3973.5157462766","81"
"1985","IRN","Irán","4298.86229135158","73"
"1990","IRN","Irán","3526.08950481788","85"
"1995","IRN","Irán","3897","75"
"2000","IRN","Irán","4380","74"
"2005","IRN","Irán","5523","72"
"2010","IRN","Irán","6548","70"
"2015","IRN","Irán","5838","81"
"2020","IRN","Irán","5986.58682857771","81"
"1870","IRQ","Iraq","600","71.5"
"1880","IRQ","Iraq","641.372015960238","69.5"
"1890","IRQ","Iraq","685.596771428166","68.5"
"1900","IRQ","Iraq","732.870972377855","67.5"
"1913","IRQ","Iraq","800","82.5"
"1925","IRQ","Iraq","949.876243189731","68"
"1929","IRQ","Iraq","1005.83336771595","70"
"1933","IRQ","Iraq","1065.08692144301","64"
"1938","IRQ","Iraq","1144.08638685325","61"
"1950","IRQ","Iraq","1363.60628907364","76"
"1955","IRQ","Iraq","2298.36341958192","52"
"1960","IRQ","Iraq","2735.02078888457","51"
"1965","IRQ","Iraq","3287.802956151","47"
"1970","IRQ","Iraq","3472.70626359305","58"
"1975","IRQ","Iraq","4315.30502010751","48"
"1980","IRQ","Iraq","6377.48766761285","48"
"1985","IRQ","Iraq","3932.39532025513","80"
"1990","IRQ","Iraq","2458.43576585929","103"
"1995","IRQ","Iraq","881","136"
"2000","IRQ","Iraq","1132","130"
"2005","IRQ","Iraq","1405","129"
"2010","IRQ","Iraq","1576","131"
"2015","IRQ","Iraq","1860","126"
"2020","IRQ","Iraq","1764.73131080087","130"
"1950","ISR","Israel","2817.30310292815","31"
"1955","ISR","Israel","3701.05717690226","30"
"1960","ISR","Israel","4663.16656452182","28"
"1965","ISR","Israel","6272.37128347422","26"
"1970","ISR","Israel","8100.62318732056","25"
"1975","ISR","Israel","10147.8711229945","24"
"1980","ISR","Israel","10984.2554877659","26"
"1985","ISR","Israel","11672.3372060717","23"
"1990","ISR","Israel","13066.8845113502","23"
"1995","ISR","Israel","14909","20"
"2000","ISR","Israel","16893","22"
"2005","ISR","Israel","16927","28"
"2010","ISR","Israel","19142","25"
"2015","ISR","Israel","20804","25"
"2020","ISR","Israel","21780.0578474631","22"
"1870","JPN","Japón","737","52"
"1880","JPN","Japón","863","42"
"1890","JPN","Japón","1012","42"
"1900","JPN","Japón","1180","40"
"1913","JPN","Japón","1387","37"
"1925","JPN","Japón","1885","30"
"1929","JPN","Japón","2026","30"
"1933","JPN","Japón","2122","26"
"1938","JPN","Japón","2449","25"
"1950","JPN","Japón","1921","54"
"1955","JPN","Japón","2771","39"
"1960","JPN","Japón","3986","31"
"1965","JPN","Japón","5934","27"
"1970","JPN","Japón","9714","19"
"1975","JPN","Japón","11344","20"
"1980","JPN","Japón","13428","16"
"1985","JPN","Japón","15331","11"
"1990","JPN","Japón","18789","4"
"1995","JPN","Japón","20066","6"
"2000","JPN","Japón","20963","13"
"2005","JPN","Japón","22070","17"
"2010","JPN","Japón","22235","20"
"2015","JPN","Japón","23532","17"
"2020","JPN","Japón","23259.9334205734","18"
"1870","JOR","Jordania","700","57"
"1880","JOR","Jordania","760.279304201249","52"
"1890","JOR","Jordania","825.749457709622","52"
"1900","JOR","Jordania","896.857461645758","49"
"1913","JOR","Jordania","1000","55"
"1925","JOR","Jordania","1178.05410596602","55"
"1929","JOR","Jordania","1244.19079247661","55"
"1933","JOR","Jordania","1314.04043349451","48"
"1938","JOR","Jordania","1406.89248888513","51"
"1950","JOR","Jordania","1663.14900278343","62"
"1955","JOR","Jordania","1625.15017776742","70"
"1960","JOR","Jordania","2330.0060062634","58"
"1965","JOR","Jordania","3183.42277599664","49"
"1970","JOR","Jordania","2395.48311716052","73"
"1975","JOR","Jordania","2582.96202506243","79"
"1980","JOR","Jordania","4479.91935278424","68"
"1985","JOR","Jordania","4754.36469336256","68"
"1990","JOR","Jordania","3792.39583403586","81"
"1995","JOR","Jordania","3991","73"
"2000","JOR","Jordania","4234","75"
"2005","JOR","Jordania","5155","74"
"2010","JOR","Jordania","5707","79"
"2015","JOR","Jordania","5598","86"
"2020","JOR","Jordania","5416.31743203405","87"
"1980","KAZ","Kazajstán","7464.92118841226","42"
"1985","KAZ","Kazajstán","7243.01111511256","43"
"1990","KAZ","Kazajstán","7457.86211855485","45"
"1995","KAZ","Kazajstán","4688","67"
"2000","KAZ","Kazajstán","5538","64"
"2005","KAZ","Kazajstán","8824","49"
"2010","KAZ","Kazajstán","11261","44"
"2015","KAZ","Kazajstán","13381","41"
"2020","KAZ","Kazajstán","13971.0376141744","40"
"1870","KOR","Corea del Sur","658.204352318683","63"
"1880","KOR","Corea del Sur","716.10409530369","63"
"1890","KOR","Corea del Sur","779.097059301168","62"
"1900","KOR","Corea del Sur","847.631275665741","52"
"1913","KOR","Corea del Sur","947.267391319173","59"
"1925","KOR","Corea del Sur","1096.15783427187","59"
"1929","KOR","Corea del Sur","1145.87979592074","61"
"1933","KOR","Corea del Sur","1306.83224788109","50"
"1938","KOR","Corea del Sur","1618.55536050972","45"
"1950","KOR","Corea del Sur","853.890220707116","100"
"1955","KOR","Corea del Sur","1168.8564416374","91"
"1960","KOR","Corea del Sur","1226.38913434156","95"
"1965","KOR","Corea del Sur","1436.33513325205","90"
"1970","KOR","Corea del Sur","2167.33351943178","78"
"1975","KOR","Corea del Sur","3161.70176582296","71"
"1980","KOR","Corea del Sur","4114.10135347812","76"
"1985","KOR","Corea del Sur","5670.3916090771","58"
"1990","KOR","Corea del Sur","8704.42510905316","36"
"1995","KOR","Corea del Sur","12396","27"
"2000","KOR","Corea del Sur","15532","26"
"2005","KOR","Corea del Sur","19093","23"
"2010","KOR","Corea del Sur","22712","18"
"2015","KOR","Corea del Sur","25574","11"
"2020","KOR","Corea del Sur","27883.9177464614","6"
"1870","KWT","Kuwait","700","57"
"1880","KWT","Kuwait","742.004584204859","55.5"
"1890","KWT","Kuwait","786.529718544322","57.5"
"1900","KWT","Kuwait","833.726652533206","57.5"
"1913","KWT","Kuwait","900","65.5"
"1925","KWT","Kuwait","936.786841942631","71"
"1929","KWT","Kuwait","993.000187348892","72"
"1933","KWT","Kuwait","1071.93426754269","62"
"1938","KWT","Kuwait","1115.74879695712","64"
"1950","KWT","Kuwait","28878.1381424052","2"
"1955","KWT","Kuwait","32256.6941681918","1"
"1960","KWT","Kuwait","28813.4935028938","2"
"1965","KWT","Kuwait","23532.8971115207","3"
"1970","KWT","Kuwait","30694.5667035005","2"
"1975","KWT","Kuwait","18161.6646288068","3"
"1980","KWT","Kuwait","13270.9485530563","17"
"1985","KWT","Kuwait","8164.61411298221","39"
"1990","KWT","Kuwait","6120.88359957068","56"
"1995","KWT","Kuwait","12388","28"
"2000","KWT","Kuwait","11550","35"
"2005","KWT","Kuwait","14539","31"
"2010","KWT","Kuwait","11397","43"
"2015","KWT","Kuwait","11048","49"
"2020","KWT","Kuwait","9035.75724414847","61"
"1980","KGZ","Kirguistán","3668.50325597285","84"
"1985","KGZ","Kirguistán","3522.77263624217","84"
"1990","KGZ","Kirguistán","3602.29331023533","84"
"1995","KGZ","Kirguistán","1831","112"
"2000","KGZ","Kirguistán","2251","110"
"2005","KGZ","Kirguistán","2591","110"
"2010","KGZ","Kirguistán","3049","111"
"2015","KGZ","Kirguistán","3680","111"
"2020","KGZ","Kirguistán","3619.54061332038","108"
"1870","LAO","Laos","335.623917966385","101"
"1880","LAO","Laos","365.119148335362","100"
"1890","LAO","Laos","397.206472318497","98"
"1900","LAO","Laos","432.113687740064","96"
"1913","LAO","Laos","482.857076351029","102"
"1925","LAO","Laos","467.459851484208","105"
"1929","LAO","Laos","462.437334093871","105"
"1933","LAO","Laos","457.468780013659","103"
"1938","LAO","Laos","451.333090628371","107"
"1950","LAO","Laos","437","131"
"1955","LAO","Laos","463","136"
"1960","LAO","Laos","484","139"
"1965","LAO","Laos","508","141"
"1970","LAO","Laos","533","144"
"1975","LAO","Laos","627","136"
"1980","LAO","Laos","661","150"
"1985","LAO","Laos","867","139"
"1990","LAO","Laos","929.116398904441","136"
"1995","LAO","Laos","1090","125"
"2000","LAO","Laos","1320","124"
"2005","LAO","Laos","1659","122"
"2010","LAO","Laos","2232","121"
"2015","LAO","Laos","2995","115"
"2020","LAO","Laos","3574.92794935641","110"
"1870","LBN","Líbano","950","35"
"1880","LBN","Líbano","1047.66631018555","34"
"1890","LBN","Líbano","1155.37336578716","34"
"1900","LBN","Líbano","1274.15342212725","33"
"1913","LBN","Líbano","1450","34"
"1925","LBN","Líbano","1712.06039409173","32"
"1929","LBN","Líbano","1809.54521851203","33"
"1933","LBN","Líbano","1912.58083484659","28"
"1938","LBN","Líbano","2049.66435690558","31"
"1950","LBN","Líbano","2428.73942534162","39"
"1955","LBN","Líbano","2886.3236201208","35"
"1960","LBN","Líbano","2392.52211241514","56"
"1965","LBN","Líbano","2706.06855375834","60"
"1970","LBN","Líbano","2916.62773455783","63"
"1975","LBN","Líbano","3460.40179462472","67"
"1980","LBN","Líbano","3523.7547062162","87"
"1985","LBN","Líbano","3244.86736447936","88"
"1990","LBN","Líbano","1936.39087727809","111"
"1995","LBN","Líbano","3236","86"
"2000","LBN","Líbano","3327","89"
"2005","LBN","Líbano","3776","97"
"2010","LBN","Líbano","5025","86"
"2015","LBN","Líbano","4030","102"
"2020","LBN","Líbano","2674.60072835219","120"
"1870","MYS","Malasia","662","62"
"1880","MYS","Malasia","710.856340246904","65"
"1890","MYS","Malasia","763.318333035079","65"
"1900","MYS","Malasia","819.652079553904","62"
"1913","MYS","Malasia","900.129701686122","62"
"1925","MYS","Malasia","1201.06356039504","52"
"1929","MYS","Malasia","1682.34476367006","35"
"1933","MYS","Malasia","1439.64232488823","41"
"1938","MYS","Malasia","1361.4365277511","53"
"1950","MYS","Malasia","1559.26537338204","68"
"1955","MYS","Malasia","1460.25832499056","77"
"1960","MYS","Malasia","1530.40407104805","77"
"1965","MYS","Malasia","1804.06552722558","77"
"1970","MYS","Malasia","2079.15223676598","80"
"1975","MYS","Malasia","2648.42239569692","78"
"1980","MYS","Malasia","3656.76495341008","85"
"1985","MYS","Malasia","4156.68804010264","76"
"1990","MYS","Malasia","5130.60588649676","66"
"1995","MYS","Malasia","7093","49"
"2000","MYS","Malasia","7860","48"
"2005","MYS","Malasia","8803","50.5"
"2010","MYS","Malasia","10074","48"
"2015","MYS","Malasia","12078","45"
"2020","MYS","Malasia","12898.4649749003","42"
"1950","MNG","Mongolia","425","133"
"1955","MNG","Mongolia","493","133"
"1960","MNG","Mongolia","572","131"
"1965","MNG","Mongolia","663","131"
"1970","MNG","Mongolia","769","128"
"1975","MNG","Mongolia","870","123"
"1980","MNG","Mongolia","1015","131"
"1985","MNG","Mongolia","1257","122"
"1990","MNG","Mongolia","1332.10734963399","120"
"1995","MNG","Mongolia","1062","128"
"2000","MNG","Mongolia","1144","129"
"2005","MNG","Mongolia","1481","126"
"2010","MNG","Mongolia","1895","125"
"2015","MNG","Mongolia","2860","116"
"2020","MNG","Mongolia","3045.51737489597","116"
"1870","MMR","Myanmar","504","86"
"1880","MMR","Myanmar","520.893200389749","83"
"1890","MMR","Myanmar","552.223328461573","82"
"1900","MMR","Myanmar","698.951382268827","72"
"1913","MMR","Myanmar","685","87"
"1925","MMR","Myanmar","814","80"
"1929","MMR","Myanmar","902","78"
"1933","MMR","Myanmar","902","75"
"1938","MMR","Myanmar","739.671724992258","86"
"1950","MMR","Myanmar","396","135.5"
"1955","MMR","Myanmar","467","135"
"1960","MMR","Myanmar","564","132"
"1965","MMR","Myanmar","617","135"
"1970","MMR","Myanmar","642","135"
"1975","MMR","Myanmar","663","133"
"1980","MMR","Myanmar","828","142"
"1985","MMR","Myanmar","945","134"
"1990","MMR","Myanmar","786","147"
"1995","MMR","Myanmar","960","132"
"2000","MMR","Myanmar","1336","121"
"2005","MMR","Myanmar","2295","115"
"2010","MMR","Myanmar","3158","108"
"2015","MMR","Myanmar","4264","98"
"2020","MMR","Myanmar","5654.13749859389","85"
"1870","NPL","Nepal","402","95"
"1880","NPL","Nepal","431.557778778664","92"
"1890","NPL","Nepal","463.288846826802","93"
"1900","NPL","Nepal","497.35299917787","92"
"1913","NPL","Nepal","546","97"
"1925","NPL","Nepal","531.650067321916","97"
"1929","NPL","Nepal","526.951061105644","97"
"1933","NPL","Nepal","522.293587206921","96"
"1938","NPL","Nepal","516.529590733768","101"
"1950","NPL","Nepal","503","126"
"1955","NPL","Nepal","561","126"
"1960","NPL","Nepal","615","127"
"1965","NPL","Nepal","639","134"
"1970","NPL","Nepal","662","133"
"1975","NPL","Nepal","657","135"
"1980","NPL","Nepal","663","149"
"1985","NPL","Nepal","749","147"
"1990","NPL","Nepal","825","141"
"1995","NPL","Nepal","928","135"
"2000","NPL","Nepal","1068","132"
"2005","NPL","Nepal","1178","132"
"2010","NPL","Nepal","1392","135"
"2015","NPL","Nepal","1589","133"
"2020","NPL","Nepal","1807.0803310374","128"
"1870","OMN","Omán","700","57"
"1880","OMN","Omán","742.004584204859","55.5"
"1890","OMN","Omán","786.529718544322","57.5"
"1900","OMN","Omán","833.726652533206","57.5"
