anio,region_pbg,participacion_vab,vab,provincia_id,geocodigoFundar,geonombreFundar
1895,Pampeana y AMBA,0.239169847011028,4158.05089965885,AR-B,AR-B,Buenos Aires
1914,Pampeana y AMBA,0.282959899415241,9971.40063342666,AR-B,AR-B,Buenos Aires
1937,Pampeana y AMBA,0.264679271827705,19945.8100329982,AR-B,AR-B,Buenos Aires
1946,Pampeana y AMBA,0.272508981702785,26974.6569212173,AR-B,AR-B,Buenos Aires
1953,Pampeana y AMBA,0.306406022030465,36854.0998742519,AR-B,AR-B,Buenos Aires
1965,Pampeana y AMBA,0.366953748941282,70339.393296255,AR-B,AR-B,Buenos Aires
1975,Pampeana y AMBA,0.313311963236234,85571.8369397267,AR-B,AR-B,Buenos Aires
1986,Pampeana y AMBA,0.381939510349889,112645.434525819,AR-B,AR-B,Buenos Aires
1993,Pampeana y AMBA,0.334509305658719,116632.444690729,AR-B,AR-B,Buenos Aires
2004,Pampeana y AMBA,0.319959029210507,131865.786636821,AR-B,AR-B,Buenos Aires
2005,Pampeana y AMBA,0.32044294276269,144250.345682527,AR-B,AR-B,Buenos Aires
2006,Pampeana y AMBA,0.319347405557077,154663.034209731,AR-B,AR-B,Buenos Aires
2007,Pampeana y AMBA,0.316801170437451,165749.012204857,AR-B,AR-B,Buenos Aires
2008,Pampeana y AMBA,0.319961007278232,173648.574231527,AR-B,AR-B,Buenos Aires
2009,Pampeana y AMBA,0.317966606439515,162655.453195104,AR-B,AR-B,Buenos Aires
2010,Pampeana y AMBA,0.323698010827591,182141.753328669,AR-B,AR-B,Buenos Aires
2011,Pampeana y AMBA,0.326253347574731,193543.064849225,AR-B,AR-B,Buenos Aires
2012,Pampeana y AMBA,0.329315718942012,192585.816217016,AR-B,AR-B,Buenos Aires
2013,Pampeana y AMBA,0.328352892195079,196250.056341122,AR-B,AR-B,Buenos Aires
2014,Pampeana y AMBA,0.322710761700288,189375.858813846,AR-B,AR-B,Buenos Aires
2015,Pampeana y AMBA,0.324168367264903,195355.68059942,AR-B,AR-B,Buenos Aires
2016,Pampeana y AMBA,0.324519539157648,191237.577916727,AR-B,AR-B,Buenos Aires
2017,Pampeana y AMBA,0.324375420002236,196083.56732278,AR-B,AR-B,Buenos Aires
2018,Pampeana y AMBA,0.322555042427047,189744.806588547,AR-B,AR-B,Buenos Aires
2019,Pampeana y AMBA,0.319596829811588,184973.879974974,AR-B,AR-B,Buenos Aires
2020,Pampeana y AMBA,0.322562296649565,168199.966570467,AR-B,AR-B,Buenos Aires
2021,Pampeana y AMBA,0.324420291019988,186754.84682226,AR-B,AR-B,Buenos Aires
2022,Pampeana y AMBA,0.32532430310218,196496.897853212,AR-B,AR-B,Buenos Aires
1895,Pampeana y AMBA,0.224275301226469,3899.10404547351,AR-C,AR-C,CABA
1914,Pampeana y AMBA,0.261423079870706,9212.45119750949,AR-C,AR-C,CABA
1937,Pampeana y AMBA,0.320247640401493,24133.3541340637,AR-C,AR-C,CABA
1946,Pampeana y AMBA,0.340614371624804,33716.1577559894,AR-C,AR-C,CABA
1953,Pampeana y AMBA,0.30313107474418,36460.1936658431,AR-C,AR-C,CABA
1965,Pampeana y AMBA,0.252934397091747,48483.6361163171,AR-C,AR-C,CABA
1975,Pampeana y AMBA,0.278529934788529,76072.1611660448,AR-C,AR-C,CABA
1986,Pampeana y AMBA,0.238434046608463,70321.3625669543,AR-C,AR-C,CABA
1993,Pampeana y AMBA,0.241501254913881,84203.5820229827,AR-C,AR-C,CABA
2004,Pampeana y AMBA,0.207959241728895,85706.9389997919,AR-C,AR-C,CABA
2005,Pampeana y AMBA,0.207702435454527,93499.1666694516,AR-C,AR-C,CABA
2006,Pampeana y AMBA,0.209961839361804,101686.547561911,AR-C,AR-C,CABA
2007,Pampeana y AMBA,0.214358694188302,112151.548462316,AR-C,AR-C,CABA
2008,Pampeana y AMBA,0.21608957876942,117275.687993353,AR-C,AR-C,CABA
2009,Pampeana y AMBA,0.223041772260542,114096.763036589,AR-C,AR-C,CABA
2010,Pampeana y AMBA,0.2147989718813,120865.312862531,AR-C,AR-C,CABA
2011,Pampeana y AMBA,0.213823581768616,126846.426742204,AR-C,AR-C,CABA
2012,Pampeana y AMBA,0.213685131792167,124964.352299507,AR-C,AR-C,CABA
2013,Pampeana y AMBA,0.20924205096678,125059.852577044,AR-C,AR-C,CABA
2014,Pampeana y AMBA,0.20872971251229,122488.535426325,AR-C,AR-C,CABA
2015,Pampeana y AMBA,0.206208577613482,124268.809338207,AR-C,AR-C,CABA
2016,Pampeana y AMBA,0.209106202579269,123225.134031753,AR-C,AR-C,CABA
2017,Pampeana y AMBA,0.208441392864596,126001.939019724,AR-C,AR-C,CABA
2018,Pampeana y AMBA,0.210970303115193,124104.459999484,AR-C,AR-C,CABA
2019,Pampeana y AMBA,0.204331960030008,118261.734548255,AR-C,AR-C,CABA
2020,Pampeana y AMBA,0.199665734686953,104115.608824856,AR-C,AR-C,CABA
2021,Pampeana y AMBA,0.197235378646253,113539.947859618,AR-C,AR-C,CABA
2022,Pampeana y AMBA,0.197283268789553,119159.71215748,AR-C,AR-C,CABA
1895,NOA,0.0100217923921715,174.23234322068,AR-K,AR-K,Catamarca
1914,NOA,0.0064094131870404,225.86531464432,AR-K,AR-K,Catamarca
1937,NOA,0.0032028048115378,241.35828961057,AR-K,AR-K,Catamarca
1946,NOA,0.0038604926495994,382.13589922479,AR-K,AR-K,Catamarca
1953,NOA,0.0035335604680279,425.01185041155,AR-K,AR-K,Catamarca
1965,NOA,0.0029908586859017,573.30163817137,AR-K,AR-K,Catamarca
1975,NOA,0.0044127389900696,1205.20830872681,AR-K,AR-K,Catamarca
1986,NOA,0.0043161881523918,1272.97353833849,AR-K,AR-K,Catamarca
1993,NOA,0.0058467415036937,2038.5673687245,AR-K,AR-K,Catamarca
2004,NOA,0.009360948863586,3857.95921624612,AR-K,AR-K,Catamarca
2005,NOA,0.0096653230667422,4350.93430827525,AR-K,AR-K,Catamarca
2006,NOA,0.0094672468415295,4585.0791227479,AR-K,AR-K,Catamarca
2007,NOA,0.0090477779158048,4733.75855942323,AR-K,AR-K,Catamarca
2008,NOA,0.0083937348001744,4555.43034111145,AR-K,AR-K,Catamarca
2009,NOA,0.0081228197366704,4155.21912909302,AR-K,AR-K,Catamarca
2010,NOA,0.0075618520606147,4254.98133031771,AR-K,AR-K,Catamarca
2011,NOA,0.0071254362903538,4227.01801613573,AR-K,AR-K,Catamarca
2012,NOA,0.0073846114862888,4318.56528167404,AR-K,AR-K,Catamarca
2013,NOA,0.0069094266598813,4129.6282247484,AR-K,AR-K,Catamarca
2014,NOA,0.0072505687640442,4254.84009069075,AR-K,AR-K,Catamarca
2015,NOA,0.006382182832967,3846.13613463823,AR-K,AR-K,Catamarca
2016,NOA,0.0065308267120805,3848.58022864819,AR-K,AR-K,Catamarca
2017,NOA,0.0062671372638365,3788.45792811959,AR-K,AR-K,Catamarca
2018,NOA,0.0061462455229246,3615.56328252667,AR-K,AR-K,Catamarca
2019,NOA,0.0056549541005362,3272.93234314382,AR-K,AR-K,Catamarca
2020,NOA,0.0056468306818099,2944.53735534188,AR-K,AR-K,Catamarca
2021,NOA,0.0059129888577846,3403.85407128948,AR-K,AR-K,Catamarca
2022,NOA,0.0062655691451475,3784.4233848081,AR-K,AR-K,Catamarca
1895,NEA,0.0030294849029459,52.66864775649,AR-H,AR-H,Chaco
1914,NEA,0.004821863288117,169.92065216587,AR-H,AR-H,Chaco
1937,NEA,0.0127808309412384,963.1431439926,AR-H,AR-H,Chaco
1946,NEA,0.0150662081367923,1491.34825962132,AR-H,AR-H,Chaco
1953,NEA,0.0186444397095464,2242.52786744111,AR-H,AR-H,Chaco
1965,NEA,0.017022131031182,3262.88087476192,AR-H,AR-H,Chaco
1975,NEA,0.0119294352767271,3258.17016285913,AR-H,AR-H,Chaco
1986,NEA,0.009343133473703,2755.57071593315,AR-H,AR-H,Chaco
1993,NEA,0.0131848548760707,4597.1272878654,AR-H,AR-H,Chaco
2004,NEA,0.0135803538038041,5596.91671012912,AR-H,AR-H,Chaco
2005,NEA,0.0138903969478771,6252.89027782605,AR-H,AR-H,Chaco
2006,NEA,0.0141556854456431,6855.73524081874,AR-H,AR-H,Chaco
2007,NEA,0.0142812103555711,7471.8679424609,AR-H,AR-H,Chaco
2008,NEA,0.0145380899061246,7890.08200006388,AR-H,AR-H,Chaco
2009,NEA,0.0146908510895482,7515.0880419476,AR-H,AR-H,Chaco
2010,NEA,0.0150415726064757,8463.74804824855,AR-H,AR-H,Chaco
2011,NEA,0.015766766611187,9353.30887905321,AR-H,AR-H,Chaco
2012,NEA,0.0145741959930553,8523.07761089154,AR-H,AR-H,Chaco
2013,NEA,0.0149623314521852,8942.69080700333,AR-H,AR-H,Chaco
2014,NEA,0.0164510359441618,9653.93606302013,AR-H,AR-H,Chaco
2015,NEA,0.0158375102330825,9544.26126364082,AR-H,AR-H,Chaco
2016,NEA,0.0160039492521973,9431.03919115832,AR-H,AR-H,Chaco
2017,NEA,0.0162188464244919,9804.22395985727,AR-H,AR-H,Chaco
2018,NEA,0.0164534084289922,9678.80947261149,AR-H,AR-H,Chaco
2019,NEA,0.0158130085532302,9152.13567009661,AR-H,AR-H,Chaco
2020,NEA,0.0165078869563796,8608.03033414859,AR-H,AR-H,Chaco
2021,NEA,0.0159772338637416,9197.4082554616,AR-H,AR-H,Chaco
2022,NEA,0.0163086493810732,9850.4752980292,AR-H,AR-H,Chaco
1895,Patagonia,0.0007271402194753,12.64158539027,AR-U,AR-U,Chubut
1914,Patagonia,0.0030227650443673,106.52110543011,AR-U,AR-U,Chubut
1937,Patagonia,0.0119797135089568,902.7722052029,AR-U,AR-U,Chubut
1946,Patagonia,0.0108199223062322,1071.02411928266,AR-U,AR-U,Chubut
1953,Patagonia,0.0098946918145566,1190.12008296089,AR-U,AR-U,Chubut
1965,Patagonia,0.0091945593210448,1762.45569403409,AR-U,AR-U,Chubut
1975,Patagonia,0.0151920794139635,4149.26429542962,AR-U,AR-U,Chubut
1986,Patagonia,0.0168065183783374,4956.74711385492,AR-U,AR-U,Chubut
1993,Patagonia,0.0135268755162708,4716.3786890265,AR-U,AR-U,Chubut
2004,Patagonia,0.0231644465061629,9546.84094422621,AR-U,AR-U,Chubut
2005,Patagonia,0.0221390358035665,9966.09112439513,AR-U,AR-U,Chubut
2006,Patagonia,0.0227073993361275,10997.4129090265,AR-U,AR-U,Chubut
2007,Patagonia,0.0214057971721311,11199.4211758721,AR-U,AR-U,Chubut
2008,Patagonia,0.0208615709689748,11321.9485268158,AR-U,AR-U,Chubut
2009,Patagonia,0.0209426998101341,10713.2140915382,AR-U,AR-U,Chubut
2010,Patagonia,0.0203541929692468,11453.1083633483,AR-U,AR-U,Chubut
2011,Patagonia,0.0200852993525108,11915.1892968965,AR-U,AR-U,Chubut
2012,Patagonia,0.0196541056453294,11493.839376637,AR-U,AR-U,Chubut
2013,Patagonia,0.0198329201688523,11853.7457505745,AR-U,AR-U,Chubut
2014,Patagonia,0.0207345183986082,12167.605468561,AR-U,AR-U,Chubut
2015,Patagonia,0.0203617748510546,12270.7481232719,AR-U,AR-U,Chubut
2016,Patagonia,0.0200271171646811,11801.8698940885,AR-U,AR-U,Chubut
2017,Patagonia,0.0200627054480637,12127.8204568503,AR-U,AR-U,Chubut
2018,Patagonia,0.0205276977803466,12075.5329562735,AR-U,AR-U,Chubut
2019,Patagonia,0.0211251284722372,12226.6449913885,AR-U,AR-U,Chubut
2020,Patagonia,0.0210161132402275,10958.8429310068,AR-U,AR-U,Chubut
2021,Patagonia,0.0198377335971745,11419.7323712187,AR-U,AR-U,Chubut
2022,Patagonia,0.0191518390202694,11567.7707437831,AR-U,AR-U,Chubut
1895,NEA,0.0361489538995614,628.46212498044,AR-W,AR-W,Corrientes
1914,NEA,0.0263175491773956,927.42055351319,AR-W,AR-W,Corrientes
1937,NEA,0.0175346209652339,1321.38121870326,AR-W,AR-W,Corrientes
1946,NEA,0.016626670718612,1645.81268321559,AR-W,AR-W,Corrientes
1953,NEA,0.0137890545823048,1658.52874359383,AR-W,AR-W,Corrientes
1965,NEA,0.0124493472359529,2386.34850860035,AR-W,AR-W,Corrientes
1975,NEA,0.012988711953212,3547.48005737432,AR-W,AR-W,Corrientes
1986,NEA,0.0107598487113733,3173.40259564761,AR-W,AR-W,Corrientes
1993,NEA,0.0132835971975322,4631.55550302018,AR-W,AR-W,Corrientes
2004,NEA,0.0115911589181493,4777.10315769382,AR-W,AR-W,Corrientes
2005,NEA,0.0120365223946062,5418.35155197424,AR-W,AR-W,Corrientes
2006,NEA,0.0117724668401545,5701.51944230003,AR-W,AR-W,Corrientes
2007,NEA,0.0116265454801216,6082.95867728017,AR-W,AR-W,Corrientes
2008,NEA,0.0116805429837993,6339.24006128357,AR-W,AR-W,Corrientes
2009,NEA,0.0120079441819163,6142.65008744761,AR-W,AR-W,Corrientes
2010,NEA,0.0115396238994304,6493.2352362065,AR-W,AR-W,Corrientes
2011,NEA,0.0120081634491973,7123.59512766605,AR-W,AR-W,Corrientes
2012,NEA,0.0122440271717631,7160.38084739145,AR-W,AR-W,Corrientes
2013,NEA,0.0122895723412678,7345.23532976587,AR-W,AR-W,Corrientes
2014,NEA,0.0125619689638175,7371.72088213537,AR-W,AR-W,Corrientes
2015,NEA,0.0125654430898654,7572.39427019107,AR-W,AR-W,Corrientes
2016,NEA,0.0125877631646464,7417.8995361723,AR-W,AR-W,Corrientes
2017,NEA,0.0128625736883633,7775.37130818671,AR-W,AR-W,Corrientes
2018,NEA,0.0133751901516962,7868.0303656782,AR-W,AR-W,Corrientes
2019,NEA,0.0131036318645442,7584.02274884066,AR-W,AR-W,Corrientes
2020,NEA,0.0132854336020888,6927.68346132278,AR-W,AR-W,Corrientes
2021,NEA,0.0131080067538938,7545.71727240626,AR-W,AR-W,Corrientes
2022,NEA,0.0126912406426243,7665.54909179662,AR-W,AR-W,Corrientes
1895,Pampeana y AMBA,0.0696179388794634,1210.33205902749,AR-X,AR-X,Córdoba
1914,Pampeana y AMBA,0.0865417702658903,3049.69949675025,AR-X,AR-X,Córdoba
1937,Pampeana y AMBA,0.089303109805309,6729.74068287515,AR-X,AR-X,Córdoba
1946,Pampeana y AMBA,0.0658128763704675,6514.57339130232,AR-X,AR-X,Córdoba
1953,Pampeana y AMBA,0.0659872859245643,7936.86106356263,AR-X,AR-X,Córdoba
1965,Pampeana y AMBA,0.0782862509403153,15006.2709822902,AR-X,AR-X,Córdoba
1975,Pampeana y AMBA,0.0658240250590535,17977.873174357,AR-X,AR-X,Córdoba
1986,Pampeana y AMBA,0.0715711028319247,21108.4681200135,AR-X,AR-X,Córdoba
1993,Pampeana y AMBA,0.0794685982364107,27708.0987932641,AR-X,AR-X,Córdoba
2004,Pampeana y AMBA,0.0785324880763104,32365.8574108131,AR-X,AR-X,Córdoba
2005,Pampeana y AMBA,0.0836266042071209,37645.2870552579,AR-X,AR-X,Córdoba
2006,Pampeana y AMBA,0.0825528079183861,39981.1225424492,AR-X,AR-X,Córdoba
2007,Pampeana y AMBA,0.0866114926798129,45314.7611085029,AR-X,AR-X,Córdoba
2008,Pampeana y AMBA,0.0854303161690737,46364.5639982877,AR-X,AR-X,Córdoba
2009,Pampeana y AMBA,0.0823606468822674,42131.4945430456,AR-X,AR-X,Córdoba
2010,Pampeana y AMBA,0.0844480889463535,47518.1263753171,AR-X,AR-X,Córdoba
2011,Pampeana y AMBA,0.0836908625067957,49647.876871915,AR-X,AR-X,Córdoba
2012,Pampeana y AMBA,0.0809930255858987,47365.2092601525,AR-X,AR-X,Córdoba
2013,Pampeana y AMBA,0.0851593372913372,50898.0585785991,AR-X,AR-X,Córdoba
2014,Pampeana y AMBA,0.0855894135636062,50226.3036211814,AR-X,AR-X,Córdoba
2015,Pampeana y AMBA,0.0866414865634901,52213.3196356098,AR-X,AR-X,Córdoba
2016,Pampeana y AMBA,0.0872103176530067,51392.5600923752,AR-X,AR-X,Córdoba
2017,Pampeana y AMBA,0.0867970050331951,52468.4218666287,AR-X,AR-X,Córdoba
2018,Pampeana y AMBA,0.0833286816453061,49018.5627330358,AR-X,AR-X,Córdoba
2019,Pampeana y AMBA,0.0866880199263904,50172.6484664614,AR-X,AR-X,Córdoba
2020,Pampeana y AMBA,0.0855379026741373,44603.7014236924,AR-X,AR-X,Córdoba
2021,Pampeana y AMBA,0.0868914469093827,50019.6791227418,AR-X,AR-X,Córdoba
2022,Pampeana y AMBA,0.0850527825624166,51372.1470174007,AR-X,AR-X,Córdoba
1895,Pampeana y AMBA,0.0700124943644479,1217.19154323843,AR-E,AR-E,Entre Ríos
1914,Pampeana y AMBA,0.0444305279919803,1565.71512740243,AR-E,AR-E,Entre Ríos
1937,Pampeana y AMBA,0.0328068392492442,2472.27136046564,AR-E,AR-E,Entre Ríos
1946,Pampeana y AMBA,0.0291126109714354,2881.7497615247,AR-E,AR-E,Entre Ríos
1953,Pampeana y AMBA,0.0300855049621424,3618.6436457566,AR-E,AR-E,Entre Ríos
1965,Pampeana y AMBA,0.0231593662775168,4439.29453721686,AR-E,AR-E,Entre Ríos
1975,Pampeana y AMBA,0.0243168008445019,6641.41035429471,AR-E,AR-E,Entre Ríos
1986,Pampeana y AMBA,0.0173798537464776,5125.84093610442,AR-E,AR-E,Entre Ríos
1993,Pampeana y AMBA,0.0226464444131035,7896.07383343692,AR-E,AR-E,Entre Ríos
2004,Pampeana y AMBA,0.0253168395311112,10433.9138925557,AR-E,AR-E,Entre Ríos
2005,Pampeana y AMBA,0.0259952388125896,11701.9964692837,AR-E,AR-E,Entre Ríos
2006,Pampeana y AMBA,0.0257167767998073,12454.8834928353,AR-E,AR-E,Entre Ríos
2007,Pampeana y AMBA,0.0263069669680187,13763.6921701835,AR-E,AR-E,Entre Ríos
2008,Pampeana y AMBA,0.0259799391000763,14099.7786628017,AR-E,AR-E,Entre Ríos
2009,Pampeana y AMBA,0.0254322012283143,13009.8133978967,AR-E,AR-E,Entre Ríos
2010,Pampeana y AMBA,0.0265628768042898,14946.6749647829,AR-E,AR-E,Entre Ríos
2011,Pampeana y AMBA,0.0263691489448145,15642.9533740679,AR-E,AR-E,Entre Ríos
2012,Pampeana y AMBA,0.0266453543569991,15582.3637381181,AR-E,AR-E,Entre Ríos
2013,Pampeana y AMBA,0.0269333285815503,16097.5200073551,AR-E,AR-E,Entre Ríos
2014,Pampeana y AMBA,0.0270390315760637,15867.2732177658,AR-E,AR-E,Entre Ríos
2015,Pampeana y AMBA,0.0272579037317539,16426.6068899894,AR-E,AR-E,Entre Ríos
2016,Pampeana y AMBA,0.0265716937074994,15658.5528222964,AR-E,AR-E,Entre Ríos
2017,Pampeana y AMBA,0.0271995852837094,16442.0340853606,AR-E,AR-E,Entre Ríos
2018,Pampeana y AMBA,0.0268490036909106,15794.076490307,AR-E,AR-E,Entre Ríos
2019,Pampeana y AMBA,0.0277100249869588,16037.8024996774,AR-E,AR-E,Entre Ríos
2020,Pampeana y AMBA,0.0287128164747541,14972.2854200917,AR-E,AR-E,Entre Ríos
2021,Pampeana y AMBA,0.0276961972026773,15943.5128113686,AR-E,AR-E,Entre Ríos
2022,Pampeana y AMBA,0.0277791215357053,16778.6764001428,AR-E,AR-E,Entre Ríos
1895,NEA,0.0016152856033023,28.08230151064,AR-P,AR-P,Formosa
1914,NEA,0.0023772070556599,83.77188424784,AR-P,AR-P,Formosa
1937,NEA,0.0049675741656047,374.34850847134,AR-P,AR-P,Formosa
1946,NEA,0.0047454938597714,469.73889810609,AR-P,AR-P,Formosa
1953,NEA,0.0050747477648678,610.38376375149,AR-P,AR-P,Formosa
1965,NEA,0.0037910038688476,726.67717086376,AR-P,AR-P,Formosa
1975,NEA,0.0058250017785898,1590.92585301404,AR-P,AR-P,Formosa
1986,NEA,0.0032464675762681,957.48080754382,AR-P,AR-P,Formosa
1993,NEA,0.0063642039536231,2218.98958583464,AR-P,AR-P,Formosa
2004,NEA,0.0054919323251648,2263.40846826855,AR-P,AR-P,Formosa
2005,NEA,0.0056795860628409,2556.71804108104,AR-P,AR-P,Formosa
2006,NEA,0.0056450544545962,2733.9544177727,AR-P,AR-P,Formosa
2007,NEA,0.0056585230311482,2960.51495534618,AR-P,AR-P,Formosa
2008,NEA,0.0054298875935975,2946.897332542,AR-P,AR-P,Formosa
2009,NEA,0.0057573186456498,2945.14975639411,AR-P,AR-P,Formosa
2010,NEA,0.0055080906781362,3099.34957908468,AR-P,AR-P,Formosa
2011,NEA,0.0056826207804401,3371.09749339921,AR-P,AR-P,Formosa
2012,NEA,0.0057697694871925,3374.19595288337,AR-P,AR-P,Formosa
2013,NEA,0.0057867524640721,3458.62797039587,AR-P,AR-P,Formosa
2014,NEA,0.0058223209633161,3416.70363550469,AR-P,AR-P,Formosa
2015,NEA,0.006005773756331,3619.29829734261,AR-P,AR-P,Formosa
2016,NEA,0.006117993168236,3605.29969394593,AR-P,AR-P,Formosa
2017,NEA,0.0061178483916849,3698.21343729818,AR-P,AR-P,Formosa
2018,NEA,0.0062549306634057,3679.49792389657,AR-P,AR-P,Formosa
2019,NEA,0.0059897016488192,3466.67504345321,AR-P,AR-P,Formosa
2020,NEA,0.0061999894985285,3232.98177506065,AR-P,AR-P,Formosa
2021,NEA,0.0062924285016725,3622.28119972148,AR-P,AR-P,Formosa
2022,NEA,0.0063646806455917,3844.28704145213,AR-P,AR-P,Formosa
1895,NOA,0.0081290304990214,141.32601999052,AR-Y,AR-Y,Jujuy
1914,NOA,0.0092162351455407,324.77666679261,AR-Y,AR-Y,Jujuy
1937,NOA,0.0066698649750164,502.63044332398,AR-Y,AR-Y,Jujuy
1946,NOA,0.0072957138950425,722.17575393083,AR-Y,AR-Y,Jujuy
1953,NOA,0.0087858677138562,1056.75222720077,AR-Y,AR-Y,Jujuy
1965,NOA,0.0067960430583974,1302.69699361865,AR-Y,AR-Y,Jujuy
1975,NOA,0.0109983011290936,3003.85858590148,AR-Y,AR-Y,Jujuy
1986,NOA,0.0073202998427473,2158.97631509806,AR-Y,AR-Y,Jujuy
1993,NOA,0.0092002852906704,3207.83830868317,AR-Y,AR-Y,Jujuy
2004,NOA,0.0088679707396454,3654.78649044876,AR-Y,AR-Y,Jujuy
2005,NOA,0.0085623692278249,3854.42946668318,AR-Y,AR-Y,Jujuy
2006,NOA,0.0084560327755856,4095.33837974224,AR-Y,AR-Y,Jujuy
2007,NOA,0.0084659447717382,4429.34595651546,AR-Y,AR-Y,Jujuy
2008,NOA,0.0085448702897234,4637.45428052586,AR-Y,AR-Y,Jujuy
2009,NOA,0.0089534273301748,4580.11549183249,AR-Y,AR-Y,Jujuy
2010,NOA,0.0089903759414729,5058.79796072008,AR-Y,AR-Y,Jujuy
2011,NOA,0.0089594805649787,5315.02692889874,AR-Y,AR-Y,Jujuy
2012,NOA,0.0093085039158917,5443.66916392765,AR-Y,AR-Y,Jujuy
2013,NOA,0.0091432952081217,5464.76745717636,AR-Y,AR-Y,Jujuy
2014,NOA,0.0093899144095097,5510.26899791123,AR-Y,AR-Y,Jujuy
2015,NOA,0.0095708503620209,5767.74347899258,AR-Y,AR-Y,Jujuy
2016,NOA,0.0094305862219377,5557.39254437346,AR-Y,AR-Y,Jujuy
2017,NOA,0.0094715968703076,5725.54018599931,AR-Y,AR-Y,Jujuy
2018,NOA,0.0096221464377764,5660.28142379917,AR-Y,AR-Y,Jujuy
2019,NOA,0.0099077832487566,5734.35321794022,AR-Y,AR-Y,Jujuy
2020,NOA,0.0100143620892055,5221.98467125525,AR-Y,AR-Y,Jujuy
2021,NOA,0.0102237940245476,5885.39971095425,AR-Y,AR-Y,Jujuy
2022,NOA,0.0108043220107091,6525.84432908077,AR-Y,AR-Y,Jujuy
1895,Pampeana y AMBA,0.0066463421712829,115.54896819192,AR-L,AR-L,La Pampa
1914,Pampeana y AMBA,0.0158788728919713,559.56551985039,AR-L,AR-L,La Pampa
1937,Pampeana y AMBA,0.0132245415235601,996.58046956595,AR-L,AR-L,La Pampa
1946,Pampeana y AMBA,0.0107773750014916,1066.81251883879,AR-L,AR-L,La Pampa
1953,Pampeana y AMBA,0.0100490334475255,1208.68408479902,AR-L,AR-L,La Pampa
1965,Pampeana y AMBA,0.0102930006686666,1973.01001644162,AR-L,AR-L,La Pampa
1975,Pampeana y AMBA,0.0063407062863187,1731.77518921123,AR-L,AR-L,La Pampa
1986,Pampeana y AMBA,0.0109197104633578,3220.55062832917,AR-L,AR-L,La Pampa
1993,Pampeana y AMBA,0.0089824557522238,3131.88827929657,AR-L,AR-L,La Pampa
2004,Pampeana y AMBA,0.0092837140772341,3826.12818499452,AR-L,AR-L,La Pampa
2005,Pampeana y AMBA,0.0102352725570168,4607.5023271708,AR-L,AR-L,La Pampa
2006,Pampeana y AMBA,0.009527455207696,4614.23861624641,AR-L,AR-L,La Pampa
2007,Pampeana y AMBA,0.0098783045362304,5168.2865214105,AR-L,AR-L,La Pampa
2008,Pampeana y AMBA,0.0102755083283294,5576.7025672818,AR-L,AR-L,La Pampa
2009,Pampeana y AMBA,0.0100911573557295,5162.11998278352,AR-L,AR-L,La Pampa
2010,Pampeana y AMBA,0.0097983700875001,5513.44848532613,AR-L,AR-L,La Pampa
2011,Pampeana y AMBA,0.0099377407531109,5895.35959502626,AR-L,AR-L,La Pampa
2012,Pampeana y AMBA,0.0100873179074241,5899.12427770832,AR-L,AR-L,La Pampa
2013,Pampeana y AMBA,0.0099636358042399,5955.06887383467,AR-L,AR-L,La Pampa
2014,Pampeana y AMBA,0.0096711071273447,5675.28088704575,AR-L,AR-L,La Pampa
2015,Pampeana y AMBA,0.0099283223408033,5983.16913048186,AR-L,AR-L,La Pampa
2016,Pampeana y AMBA,0.0105064811335327,6191.41149287938,AR-L,AR-L,La Pampa
2017,Pampeana y AMBA,0.0099424782011401,6010.18595581345,AR-L,AR-L,La Pampa
2018,Pampeana y AMBA,0.0100466536779432,5910.00018055707,AR-L,AR-L,La Pampa
2019,Pampeana y AMBA,0.0104553360136379,6051.26174131577,AR-L,AR-L,La Pampa
2020,Pampeana y AMBA,0.0104253690320676,5436.30405937871,AR-L,AR-L,La Pampa
2021,Pampeana y AMBA,0.0101963853819024,5869.62173096809,AR-L,AR-L,La Pampa
2022,Pampeana y AMBA,0.0106051999992706,6405.57401060516,AR-L,AR-L,La Pampa
1895,NOA,0.0084350612464269,146.6464708771,AR-F,AR-F,La Rioja
1914,NOA,0.0078291793071236,275.89733974177,AR-F,AR-F,La Rioja
1937,NOA,0.0028548972506968,215.14052775238,AR-F,AR-F,La Rioja
1946,NOA,0.0031680365547219,313.59222967082,AR-F,AR-F,La Rioja
1953,NOA,0.0029601575369183,356.04372520545,AR-F,AR-F,La Rioja
1965,NOA,0.0022271305132061,426.90668658509,AR-F,AR-F,La Rioja
1975,NOA,0.0040135260780388,1096.17518448962,AR-F,AR-F,La Rioja
1986,NOA,0.0054038113755369,1593.74629751,AR-F,AR-F,La Rioja
1993,NOA,0.0055976808936306,1951.72808701714,AR-F,AR-F,La Rioja
2004,NOA,0.0061153762814159,2520.35051462331,AR-F,AR-F,La Rioja
2005,NOA,0.0060382137973776,2718.15762290564,AR-F,AR-F,La Rioja
2006,NOA,0.0058871334439698,2851.1956114177,AR-F,AR-F,La Rioja
2007,NOA,0.0059793696881216,3128.38054873759,AR-F,AR-F,La Rioja
2008,NOA,0.0056801243059846,3082.70528206699,AR-F,AR-F,La Rioja
2009,NOA,0.0058091240602851,2971.6507568917,AR-F,AR-F,La Rioja
2010,NOA,0.0058337567573947,3282.598745566,AR-F,AR-F,La Rioja
2011,NOA,0.0058328957281589,3460.24500458264,AR-F,AR-F,La Rioja
2012,NOA,0.0057002909075212,3333.56446095644,AR-F,AR-F,La Rioja
