"anio","iso3","pib_per_capita","cambio_relativo"
"1931","ECU","1929","0.756830601092896"
"1932","ECU","1890","0.721311475409836"
"1933","ECU","1890","0.721311475409836"
"1934","ECU","1890","0.721311475409836"
"1935","ECU","1890","0.721311475409836"
"1936","ECU","1908","0.737704918032787"
"1937","ECU","1927","0.755009107468124"
"1938","ECU","1948","0.774134790528233"
"1939","ECU","1967","0.79143897996357"
"1940","ECU","2050","0.867030965391621"
"1941","ECU","2016","0.836065573770492"
"1942","ECU","2056","0.872495446265938"
"1943","ECU","2259","1.05737704918033"
"1944","ECU","2230","1.03096539162113"
"1945","ECU","2182","0.987249544626594"
"1946","ECU","2381","1.16848816029144"
"1947","ECU","2571","1.34153005464481"
"1948","ECU","2844","1.59016393442623"
"1949","ECU","2815","1.56375227686703"
"1950","ECU","2970","1.70491803278689"
"1951","ECU","2925","1.66393442622951"
"1952","ECU","3202","1.91621129326047"
"1953","ECU","3185","1.90072859744991"
"1954","ECU","3352","2.0528233151184"
"1955","ECU","3349","2.05009107468124"
"1956","ECU","3381","2.0792349726776"
"1957","ECU","3437","2.13023679417122"
"1958","ECU","3441","2.13387978142076"
"1959","ECU","3524","2.20947176684882"
"1960","ECU","3649","2.32331511839709"
"1961","ECU","3633","2.30874316939891"
"1962","ECU","3716","2.38433515482696"
"1963","ECU","3698","2.36794171220401"
"1964","ECU","3843","2.5"
"1965","ECU","4090","2.72495446265938"
"1966","ECU","4074","2.7103825136612"
"1967","ECU","4163","2.79143897996357"
"1968","ECU","4264","2.88342440801457"
"1969","ECU","4366","2.97632058287796"
"1970","ECU","4535","3.13023679417122"
"1971","ECU","4658","3.24225865209472"
"1972","ECU","4801","3.37249544626594"
"1973","ECU","5244","3.77595628415301"
"1974","ECU","5392","3.91074681238616"
"1975","ECU","5514","4.02185792349727"
"1976","ECU","5877","4.35245901639344"
"1977","ECU","6073","4.53096539162113"
"1978","ECU","6314","4.75045537340619"
"1979","ECU","6472","4.89435336976321"
"1980","ECU","6582","4.99453551912568"
"1981","ECU","6664","5.06921675774135"
"1982","ECU","6558","4.97267759562842"
"1983","ECU","6252","4.69398907103825"
"1984","ECU","6336","4.77049180327869"
"1985","ECU","6433","4.85883424408015"
"1986","ECU","6452","4.87613843351548"
"1987","ECU","5893","4.36703096539162"
"1988","ECU","6357","4.7896174863388"
"1989","ECU","6207","4.65300546448087"
"1990","ECU","6221","4.66575591985428"
"1991","ECU","6513.33684307474","4.93200076782763"
"1992","ECU","6715.47433899589","5.11609684790154"
"1993","ECU","6770.17856159952","5.16591854426186"
"1994","ECU","6940.09026470955","5.32066508625642"
"1995","ECU","6985.15549349466","5.36170809972191"
"1996","ECU","6993.64384585655","5.36943883957792"
"1997","ECU","7181.10089294284","5.54016474767108"
"1998","ECU","7307.16944535087","5.65498127991883"
"1999","ECU","6884.79262151431","5.27030293398389"
"2000","ECU","6908.24297556069","5.29166026918096"
"2001","ECU","7131.19397513224","5.49471218135905"
"2002","ECU","7359.70723294288","5.70282990249807"
"2003","ECU","7468.50353760932","5.80191579017243"
"2004","ECU","7958.92070338642","6.24856166064337"
"2005","ECU","8256.7776955984","6.51983396684736"
"2006","ECU","8521.55980047244","6.76098342483829"
"2007","ECU","8633.58439957286","6.86300947137783"
"2008","ECU","9103.87168745247","7.29132211971992"
"2009","ECU","9081.37048705939","7.27082922318706"
"2010","ECU","9327.21276477354","7.49472929396497"
"2011","ECU","9985","8.09380692167577"
"2012","ECU","10398.9478008272","8.47080856177341"
"2013","ECU","10761.3505099264","8.80086567388565"
"2014","ECU","11016.1606467006","9.03293319371637"
"2015","ECU","10878.7652773244","8.90780079902041"
"2016","ECU","10603.8058770182","8.65738240165595"
"2017","ECU","10715.1501297381","8.75878882489812"
"2018","ECU","10716.9038120744","8.76038598549578"
"2019","ECU","10586.9368616612","8.64201899969145"
"2020","ECU","9646.06516043359","7.78512309693405"
"2021","ECU","9937.6964730908","8.0507253853286"
"2022","ECU","10124.0765622106","8.22047045738671"
"1900","ESP","2672.39052813789","0"
"1901","ESP","2881.45219330882","0.0782302073629226"
"1902","ESP","2736.10636133698","0.0238422612744005"
"1903","ESP","2708.81399011481","0.0136295431350388"
"1904","ESP","2657.07890709911","-0.00572955968731303"
"1905","ESP","2618.87336990843","-0.0200259496753831"
"1906","ESP","2770.93830995485","0.0368762651937835"
"1907","ESP","2824.15853093857","0.0567911019002305"
"1908","ESP","2912.79696893228","0.0899593222858444"
"1909","ESP","2974.25662855563","0.112957330614431"
"1910","ESP","2819.26289215788","0.0549591695051885"
"1911","ESP","3023.66160760488","0.1314445159749"
"1912","ESP","2911.0817455801","0.0893174911858914"
"1913","ESP","3063.30946753964","0.14628061852702"
"1914","ESP","2958.19460123222","0.106946971292208"
"1915","ESP","2968.58530994699","0.110835141305298"
"1916","ESP","3072.80330379334","0.149833181729789"
"1917","ESP","3010.17780382291","0.126398919667028"
"1918","ESP","2975.61107209286","0.113464159059961"
"1919","ESP","3020.83666798753","0.130387432592959"
"1920","ESP","3239.31849128423","0.212142633038509"
"1921","ESP","3317.85415618649","0.241530428001617"
"1922","ESP","3423.21951907808","0.280957810258131"
"1923","ESP","3428.84608780896","0.28306325430594"
"1924","ESP","3513.82669621258","0.314862726542068"
"1925","ESP","3720.18591832496","0.392081688344098"
"1926","ESP","3645.58545934928","0.364166434869651"
"1927","ESP","3954.17761020256","0.479640632074019"
"1928","ESP","3901.83504741955","0.460054212263035"
"1929","ESP","4168.51999539167","0.559846868001095"
"1930","ESP","3918.26329715224","0.466201610841089"
"1931","ESP","3781.93855826096","0.415189328969895"
"1932","ESP","3851.0339446991","0.441044601884026"
"1933","ESP","3685.75603107227","0.37919813450338"
"1934","ESP","3777.83847367826","0.413655090414742"
"1935","ESP","3802.31636790305","0.422814640251135"
"1936","ESP","2872.11937001217","0.0747378946944022"
"1937","ESP","2650.11698887646","-0.00833468724982489"
"1938","ESP","2632.55115570166","-0.0149077659184716"
"1939","ESP","2881.37776998371","0.0782023583923732"
"1940","ESP","3166.96562665576","0.185068422189962"
"1941","ESP","3187.30418006886","0.192679043915698"
"1942","ESP","3389.08084428193","0.268183227188519"
"1943","ESP","3546.60063779847","0.327126630803371"
"1944","ESP","3670.84428690895","0.373618207465651"
"1945","ESP","3352.92919966452","0.254655397241223"
"1946","ESP","3468.20320839177","0.297790563121177"
"1947","ESP","3509.07850953639","0.313085970253571"
"1948","ESP","3473.9224482393","0.299930684404842"
"1949","ESP","3430.70421520904","0.283758559644181"
"1950","ESP","3459.4402519108","0.294511492794926"
"1951","ESP","3785.95933916314","0.416693892341098"
"1952","ESP","4099.39922657874","0.533982097083391"
"1953","ESP","4061.81735278104","0.519919079944989"
"1954","ESP","4322.0123122369","0.617283202709324"
"1955","ESP","4436.73787334831","0.660213141243178"
"1956","ESP","4763.96260295763","0.782659589905501"
"1957","ESP","4893.4889663349","0.8311279413734"
"1958","ESP","5168.9110870509","0.934190019245647"
"1959","ESP","5079.29993782595","0.900657813424144"
"1960","ESP","5031.56658157244","0.882796143974668"
"1961","ESP","5581.43756691161","1.08855611039781"
"1962","ESP","6075.90955503468","1.27358594900737"
"1963","ESP","6631.57269663534","1.48151332180338"
"1964","ESP","6938.49184363521","1.59636148630939"
"1965","ESP","7411.98478294517","1.77354103186027"
"1966","ESP","7872.84937281018","1.94599508938387"
"1967","ESP","8207.07437363841","2.07106101717741"
"1968","ESP","8598.88130808511","2.21767392061399"
"1969","ESP","9299.07016262029","2.47968235357422"
"1970","ESP","9502.93989062928","2.55596975463422"
"1971","ESP","9885.87730470188","2.6992637118761"
"1972","ESP","10787.6926659897","3.03672013966706"
"1973","ESP","11629.7017372387","3.3517972447471"
"1974","ESP","12379.9497161515","3.63253764216034"
"1975","ESP","12613.3241179165","3.71986559790177"
"1976","ESP","13044.9859936766","3.8813920930809"
"1977","ESP","13335.2121388885","3.98999378963538"
"1978","ESP","13568.6761176162","4.07735526479013"
"1979","ESP","13678.0934187867","4.11829886940873"
"1980","ESP","14005.9345954545","4.24097599059138"
"1981","ESP","13895.3144841843","4.19958229827528"
"1982","ESP","14046.1041622938","4.25600731420086"
"1983","ESP","14240.9447459924","4.32891603829902"
"1984","ESP","14313.3266483274","4.35600111496463"
"1985","ESP","14696.9656773837","4.49955761429244"
"1986","ESP","15242.9806916861","4.70387468866961"
"1987","ESP","16273.0850839134","5.08933646208228"
"1988","ESP","17275.5075523348","5.46443974802303"
"1989","ESP","18360.3506626901","5.87038457492347"
"1990","ESP","19215","6.19019162719042"
"1991","ESP","19958.0596426948","6.46824217215048"
"1992","ESP","20329.1677408367","6.60710963715397"
"1993","ESP","20056.5396155114","6.50509306343289"
"1994","ESP","20673.9544155358","6.73612770957595"
"1995","ESP","21522.0967887257","7.05349987665247"
"1996","ESP","22185.0667599764","7.30158112236498"
"1997","ESP","23113.6150704598","7.64904093435974"
"1998","ESP","24284.8613174619","8.08731753902135"
"1999","ESP","25549.5396429093","8.56055612901461"
"2000","ESP","26994.8601202917","9.10139043529004"
"2001","ESP","28153.553612966","9.53496983937575"
"2002","ESP","28753.3227520684","9.75940153556211"
"2003","ESP","29371.8649278598","9.99085804211632"
"2004","ESP","30088.0926352499","10.2588681625867"
"2005","ESP","30885.6020395599","10.5572936344303"
"2006","ESP","31907.4235097587","10.9396559648756"
"2007","ESP","32735.4330979339","11.2494945081039"
"2008","ESP","32844.326112024","11.2902419261716"
"2009","ESP","31669.6906208215","10.8506970771554"
"2010","ESP","31786.404048037","10.8943708688362"
"2011","ESP","31600","10.8246190694362"
"2012","ESP","30645.215366245","10.4673417090722"
"2013","ESP","30327.4518490542","10.3484356158777"
"2014","ESP","30842.182876356","10.5410463222405"
"2015","ESP","32057.0982556419","10.9956637767232"
"2016","ESP","33002.6743470795","11.3494953299643"
"2017","ESP","33924.1354190987","11.6943031199624"
"2018","ESP","34553.6259279774","11.9298564577889"
"2019","ESP","34957.4655282215","12.0809719463344"
"2020","ESP","30834.5131974243","10.5381763528812"
"2021","ESP","32553.0510281635","11.1812477201251"
"2022","ESP","34123.3867095281","11.7688623164314"
"1900","FIN","2659","0"
"1901","FIN","2608","-0.0191801429108688"
"1902","FIN","2536","-0.0462579917262128"
"1903","FIN","2687","0.0105302745393006"
"1904","FIN","2759","0.0376081233546446"
"1905","FIN","2777","0.0443775855584807"
"1906","FIN","2860","0.0755923279428357"
"1907","FIN","2923","0.0992854456562617"
"1908","FIN","2915","0.0962767957878903"
"1909","FIN","3003","0.129371944339977"
"1910","FIN","3038","0.142534787514103"
"1911","FIN","3091","0.162467092892065"
"1912","FIN","3223","0.212109815720195"
"1913","FIN","3365","0.265513350883791"
"1914","FIN","3190","0.199699135013163"
"1915","FIN","3000","0.128243700639338"
"1916","FIN","3017","0.134637081609628"
"1917","FIN","2520","-0.052275291462956"
"1918","FIN","2184","-0.178638585934562"
"1919","FIN","2643","-0.00601729973674314"
"1920","FIN","2942","0.106430989093644"
"1921","FIN","3003","0.129371944339977"
"1922","FIN","3280","0.233546446032343"
"1923","FIN","3486","0.311019180142911"
"1924","FIN","3545","0.333207972922151"
"1925","FIN","3711","0.395637457690861"
"1926","FIN","3813","0.433997743512599"
"1927","FIN","4076","0.532907107935314"
"1928","FIN","4315","0.622790522752915"
"1929","FIN","4331","0.628807822489658"
"1930","FIN","4250","0.598345242572396"
"1931","FIN","4114","0.547198194810079"
"1932","FIN","4065","0.528770214366303"
"1933","FIN","4307","0.619781872884543"
"1934","FIN","4763","0.791274915381722"
"1935","FIN","4930","0.854080481383979"
"1936","FIN","5227","0.965776607747273"
"1937","FIN","5485","1.06280556600226"
"1938","FIN","5721","1.15156073711922"
"1939","FIN","5432","1.04287326062429"
"1940","FIN","5133","0.930424971793907"
"1941","FIN","5295","0.991350131628432"
"1942","FIN","5303","0.994358781496803"
"1943","FIN","5893","1.21624670928921"
"1944","FIN","5874","1.20910116585182"
"1945","FIN","5499","1.06807070327191"
"1946","FIN","5871","1.20797292215118"
"1947","FIN","5925","1.22828130876269"
"1948","FIN","6307","1.37194433997744"
"1949","FIN","6604","1.48364046634073"
"1950","FIN","6779","1.54945468221136"
"1951","FIN","7286","1.74012786761941"
"1952","FIN","7450","1.80180518992102"
"1953","FIN","7415","1.7886423467469"
"1954","FIN","7973","1.99849567506581"
"1955","FIN","8284","2.11545693869876"
"1956","FIN","8440","2.174125611132"
"1957","FIN","8751","2.29108687476495"
"1958","FIN","8725","2.28130876269274"
"1959","FIN","9172","2.449417074088"
"1960","FIN","9931","2.73486273034976"
"1961","FIN","10613","2.99135013162843"
"1962","FIN","10869","3.08762692741632"
"1963","FIN","11148","3.19255359157578"
"1964","FIN","11647","3.38021812711546"
"1965","FIN","12226","3.59796916133885"
"1966","FIN","12471","3.69010906355773"
"1967","FIN","12667","3.76382098533283"
"1968","FIN","12900","3.85144791274915"
"1969","FIN","14151","4.32192553591576"
"1970","FIN","15266","4.74125611132005"
"1971","FIN","15565","4.85370440015043"
"1972","FIN","16654","5.26325686348251"
"1973","FIN","17669","5.64497931553216"
"1974","FIN","18109","5.81045505829259"
"1975","FIN","18237","5.85859345618654"
"1976","FIN","18104","5.80857465212486"
"1977","FIN","18100","5.80707032719067"
"1978","FIN","18425","5.92929672809327"
"1979","FIN","19657","6.39262880782249"
"1980","FIN","20640","6.76231666039865"
"1981","FIN","20935","6.87326062429485"
"1982","FIN","21495","7.08386611508086"
"1983","FIN","21944","7.25272658894321"
"1984","FIN","22486","7.45656261752539"
"1985","FIN","23148","7.70552839413313"
"1986","FIN","23621","7.8834148176006"
"1987","FIN","24519","8.22113576532531"
"1988","FIN","25644","8.64422715306506"
"1989","FIN","27012","9.1587062805566"
"1990","FIN","26884","9.11056788266266"
"1991","FIN","25174.8990340312","8.4678070831257"
"1992","FIN","24219.7606253107","8.10859745216651"
"1993","FIN","23943.7449435497","8.00479313409164"
"1994","FIN","24797.6594127395","8.32593434100771"
"1995","FIN","25761.6242195634","8.68846341465341"
"1996","FIN","26637.265654374","9.01777572560134"
"1997","FIN","28239.874533729","9.62048684984167"
"1998","FIN","29715.3414301803","10.175382260316"
"1999","FIN","30986.8883164753","10.653587181826"
"2000","FIN","32689.7688915662","11.2940086090885"
"2001","FIN","33481.6786598323","11.5918310115954"
"2002","FIN","33986.5540804914","11.7817051825842"
"2003","FIN","34607.2193260329","12.0151257337469"
"2004","FIN","35888.6131934003","12.4970339200453"
"2005","FIN","36787.2574094618","12.834997145341"
"2006","FIN","38160.7025906611","13.3515241032949"
"2007","FIN","39998.5253860533","14.0426947672258"
"2008","FIN","40129.6533382812","14.0920095292521"
"2009","FIN","36662.6133108038","12.7881208389634"
"2010","FIN","37615.1133841486","13.1463382415"
"2011","FIN","38432","13.453553967657"
"2012","FIN","37715.0109909915","13.1839078567099"
"2013","FIN","37203.145013812","12.9914046686017"
"2014","FIN","36907.9224094377","12.8803769873779"
"2015","FIN","36986.6984644378","12.9100031833162"
"2016","FIN","37924.151065413","13.2625615138823"
"2017","FIN","39043.1929318156","13.6834121593891"
"2018","FIN","39430.9068244268","13.8292240783854"
"2019","FIN","39874.8021818492","13.9961647919703"
"2020","FIN","38871.7018478207","13.6189175809781"
"2021","FIN","39977.8548881836","14.0349209808889"
"2022","FIN","40701.4660026205","14.3070575414143"
"1900","FRA","4584","0"
"1901","FRA","4505","-0.0172338568935427"
"1902","FRA","4423","-0.0351221640488656"
"1903","FRA","4513","-0.0154886561954625"
"1904","FRA","4538","-0.0100349040139616"
"1905","FRA","4613","0.00632635253054104"
"1906","FRA","4691","0.0233420593368237"
"1907","FRA","4894","0.0676265270506109"
"1908","FRA","4854","0.0589005235602094"
"1909","FRA","5048","0.101221640488656"
"1910","FRA","4726","0.0309773123909249"
"1911","FRA","5180","0.130017452006981"
"1912","FRA","5601","0.221858638743456"
"1913","FRA","5555","0.211823734729494"
"1914","FRA","5158","0.12521815008726"
"1915","FRA","5177","0.129363001745201"
"1916","FRA","5520","0.204188481675393"
"1917","FRA","4748","0.0357766143106457"
"1918","FRA","3819","-0.166884816753927"
"1919","FRA","4481","-0.0224694589877836"
"1920","FRA","5144","0.122164048865619"
"1921","FRA","4901","0.0691535776614312"
"1922","FRA","5754","0.255235602094241"
"1923","FRA","5984","0.305410122164049"
"1924","FRA","6661","0.453097731239092"
"1925","FRA","6641","0.448734729493892"
"1926","FRA","6773","0.477530541012216"
"1927","FRA","6621","0.444371727748691"
"1928","FRA","7063","0.540794066317626"
"1929","FRA","7508","0.637870855148342"
"1930","FRA","7224","0.575916230366492"
"1931","FRA","6751","0.472731239092496"
"1932","FRA","6311","0.37674520069808"
"1933","FRA","6757","0.474040139616056"
"1934","FRA","6682","0.457678883071553"
"1935","FRA","6513","0.420811518324607"
