"anio","iso3","pib_per_capita","cambio_relativo"
"2010","ITA","34765.9378953919","9.65132901206859"
"2011","ITA","35151","9.76930147058824"
"2012","ITA","34010.0351871531","9.41974117253466"
"2013","ITA","33317.2441250394","9.20748900889687"
"2014","ITA","33310.7050299991","9.20548560968108"
"2015","ITA","33620.7408537474","9.30047207529027"
"2016","ITA","34120.4221768589","9.45356071594943"
"2017","ITA","34754.7701679821","9.6479075269553"
"2018","ITA","35149.822737797","9.76894078976624"
"2019","ITA","35407.2411287195","9.84780671835768"
"2020","ITA","32385.3270951066","8.92197521296159"
"2021","ITA","34827.1349694271","9.67007811563329"
"2022","ITA","36224.2937180058","10.0981292028204"
"1900","JAM","926","0"
"1913","JAM","974","0.0518358531317495"
"1925","JAM","1078","0.16414686825054"
"1929","JAM","1116","0.205183585313175"
"1933","JAM","1154","0.24622030237581"
"1938","JAM","1549","0.672786177105831"
"1942","JAM","1546","0.669546436285097"
"1943","JAM","1833","0.979481641468682"
"1946","JAM","2628","1.83801295896328"
"1947","JAM","2410","1.60259179265659"
"1950","JAM","2115","1.28401727861771"
"1951","JAM","2251","1.43088552915767"
"1952","JAM","2397","1.58855291576674"
"1953","JAM","2695","1.91036717062635"
"1954","JAM","2962","2.19870410367171"
"1955","JAM","3220","2.47732181425486"
"1956","JAM","3491","2.76997840172786"
"1957","JAM","3934","3.24838012958963"
"1958","JAM","3918","3.23110151187905"
"1959","JAM","4050","3.37365010799136"
"1960","JAM","4230","3.56803455723542"
"1961","JAM","4307","3.6511879049676"
"1962","JAM","4339","3.68574514038877"
"1963","JAM","4395","3.74622030237581"
"1964","JAM","4629","3.99892008639309"
"1965","JAM","4894","4.28509719222462"
"1966","JAM","4988","4.3866090712743"
"1967","JAM","5066","4.47084233261339"
"1968","JAM","5235","4.65334773218143"
"1969","JAM","5547","4.9902807775378"
"1970","JAM","6135","5.62526997840173"
"1971","JAM","6062","5.54643628509719"
"1972","JAM","6150","5.6414686825054"
"1973","JAM","6583","6.10907127429806"
"1974","JAM","6229","5.7267818574514"
"1975","JAM","6129","5.61879049676026"
"1976","JAM","5681","5.13498920086393"
"1977","JAM","5501","4.94060475161987"
"1978","JAM","5482","4.92008639308855"
"1979","JAM","5318","4.74298056155508"
"1980","JAM","4975","4.37257019438445"
"1981","JAM","5040","4.44276457883369"
"1982","JAM","5019","4.42008639308855"
"1983","JAM","5117","4.52591792656587"
"1984","JAM","5059","4.46328293736501"
"1985","JAM","4814","4.19870410367171"
"1986","JAM","4884","4.27429805615551"
"1987","JAM","5254","4.67386609071274"
"1988","JAM","5397","4.82829373650108"
"1989","JAM","5748","5.207343412527"
"1990","JAM","6035","5.51727861771058"
"1991","JAM","6116.58331807709","5.60538155299901"
"1992","JAM","6292.02885816339","5.79484757901014"
"1993","JAM","6414.47499695309","5.92707883040291"
"1994","JAM","6517.0515896976","6.03785268865832"
"1995","JAM","6656.28322158056","6.18821082244121"
"1996","JAM","6648.93315693184","6.18027338761538"
"1997","JAM","6523.63636193961","6.04496367380088"
"1998","JAM","6432.6529564669","5.94670945622775"
"1999","JAM","6485.32282006973","6.00358835860662"
"2000","JAM","6531.28475813797","6.05322328092653"
"2001","JAM","6615.19295637707","6.14383688593636"
"2002","JAM","6660.76302247247","6.19304862038064"
"2003","JAM","6908.66675257455","6.46076323172197"
"2004","JAM","7004.98453646445","6.56477811713223"
"2005","JAM","7073.77027017016","6.63906076692242"
"2006","JAM","7286.96668258715","6.86929447363623"
"2007","JAM","7402.17840857208","6.99371318420311"
"2008","JAM","7353.10712687864","6.94072043939378"
"2009","JAM","7115.37307299018","6.68398819977341"
"2010","JAM","7025.93017720906","6.58739759957782"
"2011","JAM","7141","6.71166306695464"
"2012","JAM","7119.50555379656","6.68845092202652"
"2013","JAM","7147.53380579895","6.71871901274185"
"2014","JAM","7198.43028977491","6.77368281833144"
"2015","JAM","7268.23118336626","6.84906175309531"
"2016","JAM","7381.33241824725","6.97120131560179"
"2017","JAM","7433.14710487027","7.02715670072383"
"2018","JAM","7569.06275093349","7.17393385629966"
"2019","JAM","7641.08164602984","7.25170804106894"
"2020","JAM","6880.48835271308","6.43033299429059"
"2021","JAM","7193.10627375964","6.76793334099313"
"2022","JAM","7481.66835778115","7.07955546196668"
"1900","JPN","2123.25060819","0"
"1901","JPN","2161.51483428","0.0180215307333027"
"1902","JPN","2012.76705888","-0.0520350960380431"
"1903","JPN","2203.87163451","0.0379705655135674"
"1904","JPN","2178.9910617","0.0262524137730105"
"1905","JPN","2111.25102447","-0.00565151549878951"
"1906","JPN","2328.97726425","0.0968923099640013"
"1907","JPN","2358.22048701","0.110665164966233"
"1908","JPN","2356.91760126","0.110051537095375"
"1909","JPN","2333.20124235","0.0988817021175734"
"1910","JPN","2316.97590609","0.0912399587466239"
"1911","JPN","2399.77477131","0.130236234033498"
"1912","JPN","2419.70949012","0.139625007423274"
"1913","JPN","2430.62504205","0.144765970005786"
"1914","JPN","2357.80394835","0.110468985269689"
"1915","JPN","2512.06480389","0.183122140269373"
"1916","JPN","2829.28709514","0.332526214393445"
"1917","JPN","2940.62584185","0.384964087850555"
"1918","JPN","2973.4880016","0.400441375186888"
"1919","JPN","3219.30540102","0.516215461614468"
"1920","JPN","2973.96228429","0.400664750933571"
"1921","JPN","3244.35210021","0.528011854886834"
"1922","JPN","3243.83007618","0.527765994116567"
"1923","JPN","3243.54978144","0.527633982031456"
"1924","JPN","3316.35719319","0.561924522897975"
"1925","JPN","3414.35396529","0.608078647014081"
"1926","JPN","3358.53933669","0.581791298556623"
"1927","JPN","3346.89218283","0.576305769050556"
"1928","JPN","3554.11569192","0.673903060811915"
"1929","JPN","3665.08668594","0.726167731591686"
"1930","JPN","3334.10818374","0.570284812767446"
"1931","JPN","3320.81067189","0.564022004317653"
"1932","JPN","3529.28786259","0.662209749982646"
"1933","JPN","3786.8017329","0.783492593051991"
"1934","JPN","3755.68783221","0.768838693710112"
"1935","JPN","3825.30299619","0.801625762608844"
"1936","JPN","3985.54558119","0.877096168401687"
"1937","JPN","4074.92227323","0.919190442009921"
"1938","JPN","4256.84109609","1.00486983480429"
"1939","JPN","4803.78281109","1.26246623576153"
"1940","JPN","4882.39852782","1.29949234865972"
"1941","JPN","4986.24","1.34839918602477"
"1942","JPN","4938.54","1.32593363258704"
"1943","JPN","4825.65","1.27276515611773"
"1944","JPN","4816.11","1.26827204543018"
"1945","JPN","3677.67","0.732094170049522"
"1946","JPN","2771.37","0.305248654732519"
"1947","JPN","2710.95","0.276792287044719"
"1948","JPN","2857.23","0.345686650920445"
"1949","JPN","2866.77","0.350179761607993"
"1950","JPN","3062","0.442128398875276"
"1951","JPN","3389","0.596137538794353"
"1952","JPN","3724","0.753914486417873"
"1953","JPN","3944","0.857529198290035"
"1954","JPN","4116","0.938537063935543"
"1955","JPN","4417","1.08030082881518"
"1956","JPN","4699","1.21311605039677"
"1957","JPN","4999","1.35440883931336"
"1958","JPN","5243","1.46932697429885"
"1959","JPN","5665","1.66807883070818"
"1960","JPN","6354","1.99258126925327"
"1961","JPN","7055","2.32273541935502"
"1962","JPN","7614","2.58601098270292"
"1963","JPN","8176","2.85069947393999"
"1964","JPN","9035","3.25526782620448"
"1965","JPN","9459","3.45496163453992"
"1966","JPN","10370","3.88402073688328"
"1967","JPN","11400","4.36912597883022"
"1968","JPN","12725","4.99316912987847"
"1969","JPN","14145","5.66195499741697"
"1970","JPN","15484","6.292591811948"
"1971","JPN","16004","6.53749931273674"
"1972","JPN","17110","7.05839872787589"
"1973","JPN","18226","7.58400790264558"
"1974","JPN","17765","7.3668879836771"
"1975","JPN","18082","7.51618736396562"
"1976","JPN","18600","7.76015291282826"
"1977","JPN","19230","8.05686776955309"
"1978","JPN","20060","8.44777781888897"
"1979","JPN","20982","8.88201765682594"
"1980","JPN","21404","9.08076951323527"
"1981","JPN","21924","9.32567701402402"
"1982","JPN","22440","9.56870061096054"
"1983","JPN","22805","9.74060683747572"
"1984","JPN","23548","10.0905419780258"
"1985","JPN","24437","10.5092396091819"
"1986","JPN","24992","10.7706312686776"
"1987","JPN","25904","11.200161346984"
"1988","JPN","27393","11.9014445559734"
"1989","JPN","28601","12.4703835193441"
"1990","JPN","29949","13.1052591175427"
"1991","JPN","30837.4307370409","13.5236886395284"
"1992","JPN","30977.8144904312","13.5898060129787"
"1993","JPN","30920.6592683117","13.5628872771974"
"1994","JPN","31135.4272257458","13.6640378227833"
"1995","JPN","31887.2776357645","14.0181412937154"
"1996","JPN","32784.1581859793","14.4405504745983"
"1997","JPN","33038.2930013985","14.5602418640363"
"1998","JPN","32558.1866160658","14.3341232968352"
"1999","JPN","32394.5154905404","14.2570381308665"
"2000","JPN","33210.8078159904","14.64149219498"
"2001","JPN","33246.3920663478","14.6582515215617"
"2002","JPN","33195.4004758957","14.6342357081408"
"2003","JPN","33619.9480705683","14.8341874204045"
"2004","JPN","34313.5568847059","15.1608604996266"
"2005","JPN","34857.7558196049","15.4171651170843"
"2006","JPN","35333.1130923739","15.641046966422"
"2007","JPN","35892.7127732509","15.9046049650485"
"2008","JPN","35496.22745171","15.7178699088985"
"2009","JPN","33590.0109446027","14.8200877536717"
"2010","JPN","35011.4025017665","15.4895290111856"
"2011","JPN","34979","15.4742682117107"
"2012","JPN","35537.4387641568","15.7372794464669"
"2013","JPN","36312.3465158189","16.102242371085"
"2014","JPN","36440.2154003201","16.1624655421077"
"2015","JPN","37053.1740467391","16.4511543309179"
"2016","JPN","37384.5570542166","16.6072277620048"
"2017","JPN","38078.9622718879","16.9342759281482"
"2018","JPN","38403.6811950071","17.0872107356865"
"2019","JPN","38332.9352636429","17.05389110253"
"2020","JPN","36826.6389692139","16.3444617546147"
"2021","JPN","37678.2757984495","16.7455622304373"
"2022","JPN","38268.7883014908","17.0236794252534"
"1900","LBR","1401.09040590406","0"
"1901","LBR","1363.30166051661","-0.0269709543568465"
"1902","LBR","1395.27675276753","-0.00414937759336087"
"1903","LBR","1479.57472324723","0.0560165975103735"
"1904","LBR","1467.94741697417","0.0477178423236515"
"1905","LBR","1427.25184501845","0.0186721991701246"
"1906","LBR","1549.33856088561","0.105809128630705"
"1907","LBR","1590.03413284133","0.134854771784233"
"1908","LBR","1590.03413284133","0.134854771784233"
"1909","LBR","1622.00922509225","0.157676348547718"
"1910","LBR","1613.28874538745","0.151452282157676"
"1911","LBR","1627.82287822878","0.161825726141079"
"1912","LBR","1683.05258302583","0.201244813278008"
"1913","LBR","1709.21402214022","0.219917012448133"
"1914","LBR","1528.99077490775","0.091286307053942"
"1915","LBR","1395.27675276753","-0.00414937759336087"
"1916","LBR","1322.60608856089","-0.0560165975103735"
"1917","LBR","1360.39483394834","-0.0290456431535271"
"1918","LBR","1383.64944649446","-0.0124481327800832"
"1919","LBR","1401.09040590406","-0.000000000000000111022302462516"
"1920","LBR","1424.34501845018","0.0165975103734437"
"1921","LBR","1372.0221402214","-0.0207468879668051"
"1922","LBR","1421.43819188192","0.0145228215767632"
"1923","LBR","1456.32011070111","0.0394190871369293"
"1924","LBR","1511.54981549815","0.0788381742738586"
"1925","LBR","1598.75461254613","0.141078838174274"
"1926","LBR","1566.7795202952","0.118257261410788"
"1927","LBR","1555.15221402214","0.109958506224066"
"1928","LBR","1517.36346863469","0.0829875518672198"
"1929","LBR","1514.45664206642","0.0809128630705394"
"1930","LBR","1383.64944649446","-0.0124481327800831"
"1931","LBR","1357.48800738007","-0.0311203319502076"
"1932","LBR","1360.39483394834","-0.0290456431535271"
"1933","LBR","1348.76752767528","-0.0373443983402491"
"1934","LBR","1337.14022140221","-0.045643153526971"
"1935","LBR","1369.11531365314","-0.0228215767634856"
"1936","LBR","1465.0405904059","0.0456431535269708"
"1937","LBR","1572.59317343173","0.122406639004149"
"1938","LBR","1549.33856088561","0.105809128630705"
"1939","LBR","1636.54335793358","0.16804979253112"
"1940","LBR","1680.14575645756","0.199170124481328"
"1941","LBR","1840.02121771218","0.313278008298755"
"1942","LBR","1985.36254612546","0.41701244813278"
"1943","LBR","2162.67896678967","0.54356846473029"
"1944","LBR","2284.76568265683","0.630705394190871"
"1945","LBR","2354.5295202952","0.680497925311203"
"1946","LBR","2342.90221402214","0.672199170124481"
"1947","LBR","2267.32472324723","0.618257261410788"
"1948","LBR","2360.34317343173","0.684647302904564"
"1949","LBR","2348.71586715867","0.676348547717842"
"1950","LBR","3151","1.24896265560166"
"1951","LBR","3257","1.32461801627883"
"1952","LBR","3277","1.33889261263302"
"1953","LBR","3325","1.37315164388306"
"1954","LBR","3427","1.4459520852894"
"1955","LBR","3454","1.46522279036754"
"1956","LBR","3494","1.49377198307591"
"1957","LBR","3537","1.52446236523741"
"1958","LBR","3545","1.53017220377908"
"1959","LBR","3655","1.60868248372709"
"1960","LBR","3674","1.62224335026357"
"1961","LBR","3663","1.61439232226877"
"1962","LBR","3612","1.5779921015656"
"1963","LBR","3598","1.56799988411767"
"1964","LBR","3679","1.62581199935211"
"1965","LBR","3639","1.59726280664374"
"1966","LBR","4208","2.00337507292027"
"1967","LBR","4065","1.90131170898786"
"1968","LBR","4136","1.95198652604521"
"1969","LBR","4309","2.0754617845089"
"1970","LBR","4457","2.18109379752986"
"1971","LBR","4544","2.24318829167056"
"1972","LBR","4568","2.26031780729558"
"1973","LBR","4603","2.2852983509154"
"1974","LBR","4616","2.29457683854562"
"1975","LBR","4326","2.08759519140996"
"1976","LBR","4415","2.15111714518608"
"1977","LBR","4339","2.09687367904018"
"1978","LBR","4463","2.18537617643612"
"1979","LBR","4546","2.24461575130598"
"1980","LBR","4138","1.95341398568063"
"1981","LBR","3862","1.75642455599289"
"1982","LBR","3813","1.72145179492514"
"1983","LBR","3572","1.54944290885723"
"1984","LBR","3443","1.45737176237274"
"1985","LBR","3269","1.33318277409134"
"1986","LBR","3129","1.23326059961206"
"1987","LBR","3084","1.20114275781514"
"1988","LBR","3070","1.19115054036722"
"1989","LBR","3054","1.17973086328387"
"1990","LBR","1690","0.206203391928532"
"1991","LBR","1568.40432869831","0.119416935616152"
"1992","LBR","915.120585248132","-0.346851151508923"
"1993","LBR","560.333014747494","-0.60007361952783"
"1994","LBR","418.121582144975","-0.701574159395389"
"1995","LBR","377.580086005337","-0.73050983404479"
"1996","LBR","391.085917171772","-0.72087031962836"
"1997","LBR","701.785385010882","-0.499114845085209"
"1998","LBR","772.676468284599","-0.448517765143052"
"1999","LBR","848.421168136595","-0.39445651432525"
"2000","LBR","971.933016146115","-0.30630242556049"
"2001","LBR","1097.24958690587","-0.216860252356186"
"2002","LBR","1342.75876125062","-0.0416330341051792"
"2003","LBR","851.910950210634","-0.391965752801701"
"2004","LBR","760.875776109511","-0.45694027101802"
"2005","LBR","755.223591044875","-0.460974404033861"
"2006","LBR","769.292953529305","-0.450932680512564"
"2007","LBR","768.207040845143","-0.451707728774679"
"2008","LBR","811.158033784576","-0.421052324413589"
"2009","LBR","838.45203626212","-0.401571781000737"
"2010","LBR","854.234972865737","-0.390307028535722"
"2011","LBR","820","-0.414741549478464"
"2012","LBR","853","-0.39118846549406"
"2013","LBR","900","-0.357643164061728"
"2014","LBR","884","-0.369062841145075"
"2015","LBR","865","-0.38262370768155"
"2016","LBR","843.526230083184","-0.397950177569808"
"2017","LBR","848.295223998968","-0.39454640441164"
"2018","LBR","842.375723561809","-0.398771328379582"
"2019","LBR","807.349404012926","-0.423770657046231"
"2020","LBR","768.405446224404","-0.451566120939507"
"2021","LBR","790.284116936443","-0.435950661280484"
"2022","LBR","811.214617195139","-0.421011939146282"
"1900","LKA","2056","0"
"1901","LKA","1900","-0.0758754863813229"
"1902","LKA","1873","-0.0890077821011673"
"1903","LKA","1953","-0.0500972762645915"
"1904","LKA","1937","-0.0578793774319066"
"1905","LKA","1879","-0.0860894941634242"
"1906","LKA","1897","-0.0773346303501945"
"1907","LKA","1965","-0.044260700389105"
"1908","LKA","1946","-0.0535019455252919"
"1909","LKA","1838","-0.106031128404669"
"1910","LKA","1926","-0.0632295719844358"
"1911","LKA","1849","-0.10068093385214"
"1912","LKA","1844","-0.103112840466926"
"1913","LKA","1967","-0.0432879377431906"
"1914","LKA","1929","-0.0617704280155642"
"1915","LKA","1811","-0.119163424124514"
"1916","LKA","1870","-0.0904669260700389"
"1917","LKA","1941","-0.0559338521400778"
"1918","LKA","1765","-0.141536964980545"
"1919","LKA","1859","-0.0958171206225681"
"1920","LKA","1741","-0.153210116731518"
"1921","LKA","1688","-0.178988326848249"
"1922","LKA","1731","-0.158073929961089"
"1923","LKA","1699","-0.17363813229572"
"1924","LKA","1798","-0.125486381322957"
"1925","LKA","1892","-0.0797665369649806"
"1926","LKA","2018","-0.0184824902723736"
"1927","LKA","2010","-0.0223735408560312"
"1928","LKA","2004","-0.0252918287937743"
"1929","LKA","2130","0.0359922178988328"
"1930","LKA","2016","-0.019455252918288"
"1931","LKA","1918","-0.0671206225680934"
"1932","LKA","1819","-0.115272373540856"
"1933","LKA","1833","-0.108463035019455"
"1934","LKA","2008","-0.0233463035019456"
"1935","LKA","1887","-0.0821984435797666"
"1936","LKA","1873","-0.0890077821011673"
"1937","LKA","1988","-0.0330739299610895"
"1938","LKA","1953","-0.0500972762645915"
"1939","LKA","1890","-0.080739299610895"
"1940","LKA","1994","-0.0301556420233463"
"1941","LKA","2036","-0.00972762645914393"
"1942","LKA","2109","0.0257782101167314"
"1943","LKA","2047","-0.00437743190661477"
"1944","LKA","1839","-0.105544747081712"
"1945","LKA","1779","-0.134727626459144"
"1946","LKA","1674","-0.18579766536965"
"1947","LKA","1710","-0.168287937743191"
"1948","LKA","1847","-0.101653696498054"
"1949","LKA","1911","-0.0705252918287937"
"1950","LKA","1997","-0.0286964980544747"
"1951","LKA","2061","0.00243190661478598"
"1952","LKA","2093","0.0179961089494163"
"1953","LKA","2071","0.00729571984435795"
"1954","LKA","2066","0.00486381322957197"
"1955","LKA","2131","0.03647859922179"
"1956","LKA","2091","0.0170233463035019"
"1957","LKA","2067","0.00535019455252916"
"1958","LKA","2074","0.00875486381322954"
"1959","LKA","2048","-0.00389105058365757"
"1960","LKA","2064","0.00389105058365757"
"1961","LKA","2050","-0.00291828793774318"
"1962","LKA","2067","0.00535019455252916"
"1963","LKA","2058","0.000972762645914393"
"1964","LKA","2104","0.0233463035019454"
"1965","LKA","2118","0.0301556420233462"
"1966","LKA","2047","-0.00437743190661477"
"1967","LKA","2181","0.0607976653696498"
"1968","LKA","2291","0.114299610894942"
"1969","LKA","2329","0.132782101167315"
"1970","LKA","2389","0.161964980544747"
"1971","LKA","2322","0.129377431906615"
"1972","LKA","2327","0.131809338521401"
"1973","LKA","2378","0.156614785992218"
"1974","LKA","2418","0.176070038910506"
"1975","LKA","2434","0.183852140077821"
"1976","LKA","2464","0.198443579766537"
"1977","LKA","2582","0.255836575875486"
"1978","LKA","2694","0.310311284046693"
"1979","LKA","2815","0.369163424124514"
"1980","LKA","2917","0.418774319066148"
"1981","LKA","3049","0.482976653696498"
"1982","LKA","3151","0.532587548638132"
"1983","LKA","3268","0.589494163424124"
"1984","LKA","3387","0.647373540856031"
"1985","LKA","3484","0.694552529182879"
"1986","LKA","3607","0.754377431906615"
"1987","LKA","3590","0.746108949416342"
"1988","LKA","3633","0.767023346303502"
"1989","LKA","3677","0.788424124513619"
"1990","LKA","3864","0.879377431906615"
"1991","LKA","4214.98190086351","1.05008847318264"
"1992","LKA","4020.97417549933","0.955726739056092"
"1993","LKA","4247.02303462375","1.06567268221"
"1994","LKA","4500.81955529813","1.18911456969753"
"1995","LKA","4702.29469465905","1.28710831452288"
"1996","LKA","5187.70882955078","1.52320468363365"
"1997","LKA","5628.53029882429","1.73761201304683"
"1998","LKA","5440.22101891035","1.64602189635718"
"1999","LKA","5488.51537319096","1.66951136828354"
"2000","LKA","5841.0941387742","1.84099909473453"
"2001","LKA","5620.96581354052","1.73393278868702"
"2002","LKA","5721.30869094318","1.78273769014746"
"2003","LKA","5963.56971257806","1.90056892635119"
"2004","LKA","6191.96644316594","2.01165683033363"
"2005","LKA","6491.19823388765","2.15719758457571"
"2006","LKA","6904.03613976896","2.35799423140514"
"2007","LKA","7283.6321055447","2.54262261942836"
"2008","LKA","7622.40893241253","2.70739734066757"
"2009","LKA","7796.64742403445","2.79214368873271"
"2010","LKA","8319.70286162119","3.0465480844461"
"2011","LKA","8918","3.3375486381323"
"2012","LKA","9599.04479397157","3.6687961060173"
"2013","LKA","9898.52336637136","3.81445689025844"
"2014","LKA","10437.8105577612","4.07675610786049"
"2015","LKA","10784.1845999995","4.24522597276239"
"2016","LKA","11236.1195233573","4.46503867867575"
"2017","LKA","11868.2016651069","4.7724716269975"
"2018","LKA","12051.5468242391","4.86164728805403"
"2019","LKA","11939.5496602688","4.80717395927469"
"2020","LKA","11447.2493287732","4.56772827274959"
"2021","LKA","11751.9486190918","4.71592831667887"
"2022","LKA","10705.4814831373","4.20694624666212"
"1900","MEX","1822","0"
"1901","MEX","1957","0.0740944017563117"
"1902","MEX","1796","-0.0142700329308453"
"1903","MEX","1978","0.0856201975850714"
"1904","MEX","1992","0.0933040614709111"
"1905","MEX","2177","0.194840834248079"
"1906","MEX","2130","0.169045005488474"
"1907","MEX","2232","0.225027442371021"
"1908","MEX","2203","0.209110867178924"
"1909","MEX","2244","0.231613611416026"
"1910","MEX","2240","0.229418221734358"
"1911","MEX","2150","0.180021953896817"
"1912","MEX","2131","0.169593852908891"
"1913","MEX","2004","0.0998902305159166"
"1914","MEX","2007","0.101536772777168"
"1915","MEX","1978","0.0856201975850714"
"1916","MEX","2130","0.169045005488474"
"1917","MEX","2220","0.218441273326015"
"1918","MEX","2308","0.266739846322722"
"1919","MEX","2399","0.316684961580681"
"1920","MEX","2552","0.400658616904501"
"1921","MEX","2542","0.395170142700329"
"1922","MEX","2562","0.406147091108672"
"1923","MEX","2608","0.43139407244786"
"1924","MEX","2523","0.384742041712404"
"1925","MEX","2640","0.448957189901207"
"1926","MEX","2756","0.512623490669594"
"1927","MEX","2590","0.421514818880351"
"1928","MEX","2565","0.407793633369923"
"1929","MEX","2424","0.330406147091109"
"1930","MEX","2233","0.225576289791438"
"1931","MEX","2268","0.244785949506037"
"1932","MEX","1890","0.0373216245883645"
"1933","MEX","2071","0.136663007683864"
"1934","MEX","2176","0.194291986827662"
"1935","MEX","2299","0.261800219538968"
"1936","MEX","2444","0.341383095499451"
"1937","MEX","2482","0.362239297475302"
"1938","MEX","2479","0.36059275521405"
"1939","MEX","2570","0.410537870472009"
"1940","MEX","2560","0.405049396267838"
"1941","MEX","2738","0.502744237102086"
"1942","MEX","2817","0.546103183315038"
"1943","MEX","2844","0.560922063666301"
"1944","MEX","2998","0.645444566410538"
"1945","MEX","3009","0.651481888035126"
"1946","MEX","3124","0.714599341383096"
"1947","MEX","3145","0.726125137211855"
"1948","MEX","3188","0.749725576289791"
"1949","MEX","3276","0.798024149286498"
"1950","MEX","3510","0.926454445664105"
"1951","MEX","3673","1.0159165751921"
"1952","MEX","3706","1.03402854006586"
"1953","MEX","3602","0.976948408342481"
"1954","MEX","3851","1.11361141602634"
"1955","MEX","4060","1.22832052689352"
"1956","MEX","4213","1.31229418221734"
"1957","MEX","4403","1.4165751920966"
"1958","MEX","4501","1.47036223929748"
"1959","MEX","4497","1.46816684961581"
"1960","MEX","4723","1.59220636663008"
"1961","MEX","4807","1.63830954994512"
"1962","MEX","4881","1.67892425905598"
"1963","MEX","5118","1.80900109769484"
"1964","MEX","5555","2.04884742041712"
"1965","MEX","5737","2.14873765093304"
"1966","MEX","5950","2.26564215148189"
"1967","MEX","6132","2.3655323819978"
"1968","MEX","6432","2.53018660812294"
"1969","MEX","6629","2.63830954994512"
"1970","MEX","6873","2.77222832052689"
"1971","MEX","6912","2.79363336992316"
"1972","MEX","7256","2.98243688254665"
"1973","MEX","7597","3.16959385290889"
"1974","MEX","7801","3.28155872667398"
"1975","MEX","8011","3.39681668496158"
"1976","MEX","8131","3.46267837541164"
"1977","MEX","8177","3.48792535675082"
"1978","MEX","8690","3.76948408342481"
"1979","MEX","9307","4.10812294182217"
"1980","MEX","9929","4.44950603732162"
"1981","MEX","10538","4.78375411635565"
"1982","MEX","10240","4.62019758507135"
"1983","MEX","9656","4.29967069154775"
"1984","MEX","9777","4.36608122941822"
"1985","MEX","9785","4.37047200878156"
"1986","MEX","9283","4.09495060373216"
"1987","MEX","9256","4.0801317233809"
"1988","MEX","9193","4.04555433589462"
"1989","MEX","9392","4.15477497255763"
"1990","MEX","9699","4.32327113062569"
"1991","MEX","10008.5507440206","4.49316725796962"
"1992","MEX","10262.2106803239","4.63238785967281"
"1993","MEX","10357.8290665121","4.68486776427669"
"1994","MEX","10721.0082312588","4.88419771199717"
"1995","MEX","9944.95271764715","4.45826164525091"
"1996","MEX","10386.4991208587","4.70060324964801"
"1997","MEX","11030.3431869993","5.05397540450014"
"1998","MEX","11510.8773969856","5.31771536607332"
"1999","MEX","11894.2028489124","5.52810255154357"
"2000","MEX","12613.3960519094","5.92282988579"
"2001","MEX","12565.4651720556","5.89652314602393"
"2002","MEX","12645.5035832451","5.9404520215396"
"2003","MEX","12793.9556189455","6.02192953838938"
"2004","MEX","13287.5999017971","6.29286492963618"
"2005","MEX","13655.8011574628","6.49495123900266"
"2006","MEX","14287.5582684683","6.84168949970819"
"2007","MEX","14684.7279561377","7.0596750582534"
"2008","MEX","14808.0899633769","7.12738197770412"
"2009","MEX","14026.9889625081","6.69867670829207"
"2010","MEX","14697.2981108457","7.06657415523914"
"2011","MEX","15210","7.34796926454446"
"2012","MEX","15547.9945212814","7.53347668566488"
"2013","MEX","15614.7816875798","7.57013264960473"
"2014","MEX","15883.876915367","7.71782487122228"
"2015","MEX","16235.0043413265","7.91054025319784"
"2016","MEX","16705.0464647827","8.16852166014418"
"2017","MEX","16900.1310098121","8.27559330944681"
"2018","MEX","17055.1163959898","8.3606566388528"
"2019","MEX","16802.0142766556","8.22174219355412"
"2020","MEX","15253.6913131363","7.37194912905393"
"2021","MEX","15853.3763293067","7.70108470324187"
"2022","MEX","16235.4553927099","7.91078781158611"
"1900","MYS","817.743016759777","0"
"1901","MYS","950.530726256984","0.162383177570093"
"1902","MYS","1018.35754189944","0.245327102803738"
"1903","MYS","881.748603351956","0.0782710280373831"
"1904","MYS","822.519553072626","0.00584112149532712"
"1905","MYS","863.597765363129","0.0560747663551402"
"1906","MYS","794.815642458101","-0.0280373831775702"
"1907","MYS","852.134078212291","0.042056074766355"
"1908","MYS","983.966480446928","0.203271028037383"
"1909","MYS","919.005586592179","0.123831775700934"
"1910","MYS","1073.76536312849","0.313084112149532"
"1911","MYS","1133.94972067039","0.386682242990654"
"1912","MYS","1093.82681564246","0.337616822429906"
"1913","MYS","1288.7094972067","0.575934579439252"
"1914","MYS","1445.37988826816","0.76752336448598"
"1915","MYS","1541.86592178771","0.885514018691588"
"1916","MYS","1389.01675977654","0.69859813084112"
"1917","MYS","1718.59776536313","1.10163551401869"
"1918","MYS","1795.02234636872","1.19509345794392"
"1919","MYS","1877.17877094972","1.29556074766355"
"1920","MYS","1786.42458100559","1.18457943925233"
"1921","MYS","2172.3687150838","1.65654205607476"
"1922","MYS","2404.50837988827","1.94042056074766"
"1923","MYS","2052","1.50934579439252"
"1924","MYS","2044.35754189944","1.5"
"1925","MYS","1732.92737430168","1.11915887850467"
"1926","MYS","2179.05586592179","1.66471962616822"
"1927","MYS","2049.13407821229","1.50584112149533"
"1928","MYS","2537.29608938547","2.10280373831776"
"1929","MYS","3220.3407821229","2.93808411214953"
"1930","MYS","3147.7374301676","2.84929906542056"
"1931","MYS","3072.26815642458","2.75700934579439"
"1932","MYS","2792.36312849162","2.41471962616822"
"1933","MYS","2790.45251396648","2.41238317757009"
