"anio","geocodigoFundar","fuente_energia","valor_en_twh","porcentaje","tipo_energia","geonombreFundar"
"1981","ISR","Eólica","0","0","Limpias","Israel"
"1982","ISR","Eólica","0","0","Limpias","Israel"
"1983","ISR","Eólica","0","0","Limpias","Israel"
"1984","ISR","Eólica","0","0","Limpias","Israel"
"1985","ISR","Eólica","0","0","Limpias","Israel"
"1986","ISR","Eólica","0","0","Limpias","Israel"
"1987","ISR","Eólica","0","0","Limpias","Israel"
"1988","ISR","Eólica","0","0","Limpias","Israel"
"1989","ISR","Eólica","0","0","Limpias","Israel"
"1990","ISR","Eólica","0","0","Limpias","Israel"
"1991","ISR","Eólica","0","0","Limpias","Israel"
"1992","ISR","Eólica","0","0","Limpias","Israel"
"1993","ISR","Eólica","0","0","Limpias","Israel"
"1994","ISR","Eólica","0","0","Limpias","Israel"
"1995","ISR","Eólica","0","0","Limpias","Israel"
"1996","ISR","Eólica","0","0","Limpias","Israel"
"1997","ISR","Eólica","0","0","Limpias","Israel"
"1998","ISR","Eólica","0","0","Limpias","Israel"
"1999","ISR","Eólica","0","0","Limpias","Israel"
"2000","ISR","Eólica","0","0","Limpias","Israel"
"2001","ISR","Eólica","0.027624309","0.0121581079971207","Limpias","Israel"
"2002","ISR","Eólica","0.030136986","0.0130025897916559","Limpias","Israel"
"2003","ISR","Eólica","0.032697547","0.0136908085898424","Limpias","Israel"
"2004","ISR","Eólica","0.029810298","0.012243310795385","Limpias","Israel"
"2005","ISR","Eólica","0.029569892","0.0120869727599471","Limpias","Israel"
"2006","ISR","Eólica","0.026737966","0.0108710618092401","Limpias","Israel"
"2007","ISR","Eólica","0.026595745","0.0104264049724442","Limpias","Israel"
"2008","ISR","Eólica","0.023746701","0.00904902800071197","Limpias","Israel"
"2009","ISR","Eólica","0.023622045","0.00926559692545617","Limpias","Israel"
"2010","ISR","Eólica","0.020833334","0.00786056666220288","Limpias","Israel"
"2011","ISR","Eólica","0.018134715","0.0067160969906268","Limpias","Israel"
"2012","ISR","Eólica","0.0154639175","0.00547094749161622","Limpias","Israel"
"2013","ISR","Eólica","0.015345269","0.00574528450552784","Limpias","Israel"
"2014","ISR","Eólica","0.10534351","0.0404435105854496","Limpias","Israel"
"2015","ISR","Eólica","0.01670886","0.00607986823140923","Limpias","Israel"
"2016","ISR","Eólica","0.07542714","0.0269109626249284","Limpias","Israel"
"2017","ISR","Eólica","0.0760075","0.0266316174412717","Limpias","Israel"
"2018","ISR","Eólica","0.10042737","0.0344042473520189","Limpias","Israel"
"2019","ISR","Eólica","0.1519885","0.0504970675707464","Limpias","Israel"
"2020","ISR","Eólica","0.15402576","0.0541467715073663","Limpias","Israel"
"2021","ISR","Eólica","0.106526405","0.0365812220704548","Limpias","Israel"
"2022","ISR","Eólica","0.46674803","0.152092106352556","Limpias","Israel"
"2023","ISR","Eólica","0.96522135","0.341051879319484","Limpias","Israel"
"2024","ISR","Eólica","0.9678658","0.350434551338674","Limpias","Israel"
"1965","ITA","Eólica","0","0","Limpias","Italia"
"1966","ITA","Eólica","0","0","Limpias","Italia"
"1967","ITA","Eólica","0","0","Limpias","Italia"
"1968","ITA","Eólica","0","0","Limpias","Italia"
"1969","ITA","Eólica","0","0","Limpias","Italia"
"1970","ITA","Eólica","0","0","Limpias","Italia"
"1971","ITA","Eólica","0","0","Limpias","Italia"
"1972","ITA","Eólica","0","0","Limpias","Italia"
"1973","ITA","Eólica","0","0","Limpias","Italia"
"1974","ITA","Eólica","0","0","Limpias","Italia"
"1975","ITA","Eólica","0","0","Limpias","Italia"
"1976","ITA","Eólica","0","0","Limpias","Italia"
"1977","ITA","Eólica","0","0","Limpias","Italia"
"1978","ITA","Eólica","0","0","Limpias","Italia"
"1979","ITA","Eólica","0","0","Limpias","Italia"
"1980","ITA","Eólica","0","0","Limpias","Italia"
"1981","ITA","Eólica","0","0","Limpias","Italia"
"1982","ITA","Eólica","0","0","Limpias","Italia"
"1983","ITA","Eólica","0","0","Limpias","Italia"
"1984","ITA","Eólica","0","0","Limpias","Italia"
"1985","ITA","Eólica","0","0","Limpias","Italia"
"1986","ITA","Eólica","0","0","Limpias","Italia"
"1987","ITA","Eólica","0","0","Limpias","Italia"
"1988","ITA","Eólica","0","0","Limpias","Italia"
"1989","ITA","Eólica","0.0055555557","0.000305294729673581","Limpias","Italia"
"1990","ITA","Eólica","0.0053310883","0.00024824826217268","Limpias","Italia"
"1991","ITA","Eólica","0.007996633","0.000383705942426131","Limpias","Italia"
"1992","ITA","Eólica","0.0053310883","0.000254529251636261","Limpias","Italia"
"1993","ITA","Eólica","0.010662177","0.000516958422243653","Limpias","Italia"
"1994","ITA","Eólica","0.01865881","0.000907023095377873","Limpias","Italia"
"1995","ITA","Eólica","0.0239899","0.0011097829121785","Limpias","Italia"
"1996","ITA","Eólica","0.087962955","0.00405385414667945","Limpias","Italia"
"1997","ITA","Eólica","0.32777777","0.0149584914092333","Limpias","Italia"
"1998","ITA","Eólica","0.6444444","0.0293491338811205","Limpias","Italia"
"1999","ITA","Eólica","1.1194444","0.0507023661049139","Limpias","Italia"
"2000","ITA","Eólica","1.5638889","0.0747087554267782","Limpias","Italia"
"2001","ITA","Eólica","3.2569063","0.155870576459181","Limpias","Italia"
"2002","ITA","Eólica","3.8465753","0.183565248121721","Limpias","Italia"
"2003","ITA","Eólica","3.9727519","0.183502078751617","Limpias","Italia"
"2004","ITA","Eólica","5.00542","0.225597385897593","Limpias","Italia"
"2005","ITA","Eólica","6.2983866","0.283981197824542","Limpias","Italia"
"2006","ITA","Eólica","7.94385","0.358341667534448","Limpias","Italia"
"2007","ITA","Eólica","10.728724","0.494178913786706","Limpias","Italia"
"2008","ITA","Eólica","12.825857","0.598206541722808","Limpias","Italia"
"2009","ITA","Eólica","17.17323","0.864188214890994","Limpias","Italia"
"2010","ITA","Eólica","23.765366","1.15733064460861","Limpias","Italia"
"2011","ITA","Eólica","25.534714","1.2696270606268","Limpias","Italia"
"2012","ITA","Eólica","34.55438","1.77229932960815","Limpias","Italia"
"2013","ITA","Eólica","38.099743","2.05965216181265","Limpias","Italia"
"2014","ITA","Eólica","38.621628","2.14283438462301","Limpias","Italia"
"2015","ITA","Eólica","37.57949","2.05682322413367","Limpias","Italia"
"2016","ITA","Eólica","44.44397","2.4376900178533","Limpias","Italia"
"2017","ITA","Eólica","44.354748","2.41421340432478","Limpias","Italia"
"2018","ITA","Eólica","44.070644","2.38481924544796","Limpias","Italia"
"2019","ITA","Eólica","50.004948","2.7358737152776","Limpias","Italia"
"2020","ITA","Eólica","46.32494","2.80520226253901","Limpias","Italia"
"2021","ITA","Eólica","51.545074","2.9064739662251","Limpias","Italia"
"2022","ITA","Eólica","50.354298","2.88339174135916","Limpias","Italia"
"2023","ITA","Eólica","57.659756","3.45655614480449","Limpias","Italia"
"2024","ITA","Eólica","54.438072","3.23655745058366","Limpias","Italia"
"1965","JPN","Eólica","0","0","Limpias","Japón"
"1966","JPN","Eólica","0","0","Limpias","Japón"
"1967","JPN","Eólica","0","0","Limpias","Japón"
"1968","JPN","Eólica","0","0","Limpias","Japón"
"1969","JPN","Eólica","0","0","Limpias","Japón"
"1970","JPN","Eólica","0","0","Limpias","Japón"
"1971","JPN","Eólica","0","0","Limpias","Japón"
"1972","JPN","Eólica","0","0","Limpias","Japón"
"1973","JPN","Eólica","0","0","Limpias","Japón"
"1974","JPN","Eólica","0","0","Limpias","Japón"
"1975","JPN","Eólica","0","0","Limpias","Japón"
"1976","JPN","Eólica","0","0","Limpias","Japón"
"1977","JPN","Eólica","0","0","Limpias","Japón"
"1978","JPN","Eólica","0","0","Limpias","Japón"
"1979","JPN","Eólica","0","0","Limpias","Japón"
"1980","JPN","Eólica","0","0","Limpias","Japón"
"1981","JPN","Eólica","0","0","Limpias","Japón"
"1982","JPN","Eólica","0","0","Limpias","Japón"
"1983","JPN","Eólica","0","0","Limpias","Japón"
"1984","JPN","Eólica","0","0","Limpias","Japón"
"1985","JPN","Eólica","0","0","Limpias","Japón"
"1986","JPN","Eólica","0","0","Limpias","Japón"
"1987","JPN","Eólica","0","0","Limpias","Japón"
"1988","JPN","Eólica","0","0","Limpias","Japón"
"1989","JPN","Eólica","0","0","Limpias","Japón"
"1990","JPN","Eólica","0","0","Limpias","Japón"
"1991","JPN","Eólica","0","0","Limpias","Japón"
"1992","JPN","Eólica","0","0","Limpias","Japón"
"1993","JPN","Eólica","0.0026655442","0.0000485932580275058","Limpias","Japón"
"1994","JPN","Eólica","0.0026655442","0.0000468330584255996","Limpias","Japón"
"1995","JPN","Eólica","0.0026655442","0.0000453263588713752","Limpias","Japón"
"1996","JPN","Eólica","0.0053310883","0.0000888791259627839","Limpias","Japón"
"1997","JPN","Eólica","0.0026655442","0.0000436080949780197","Limpias","Japón"
"1998","JPN","Eólica","0.019640852","0.000326564698963265","Limpias","Japón"
"1999","JPN","Eólica","0.10101009","0.00165316464289158","Limpias","Japón"
"2000","JPN","Eólica","0.30277777","0.0048684777631858","Limpias","Japón"
"2001","JPN","Eólica","0.6961326","0.0113131236383771","Limpias","Japón"
"2002","JPN","Eólica","1.1315068","0.018451724136975","Limpias","Japón"
"2003","JPN","Eólica","2.26703","0.0369630529995305","Limpias","Japón"
"2004","JPN","Eólica","3.9024394","0.0627870587633381","Limpias","Japón"
"2005","JPN","Eólica","5.1344085","0.0812117240969995","Limpias","Japón"
"2006","JPN","Eólica","5.7085557","0.0905704037715742","Limpias","Japón"
"2007","JPN","Eólica","7.2872343","0.11665163210464","Limpias","Japón"
"2008","JPN","Eólica","7.770448","0.126769827701315","Limpias","Japón"
"2009","JPN","Eólica","8.995544","0.160796611102835","Limpias","Japón"
"2010","JPN","Eólica","10.223252","0.1718401589597","Limpias","Japón"
"2011","JPN","Eólica","11.55192","0.204644380095912","Limpias","Japón"
"2012","JPN","Eólica","12.184064","0.21758664928478","Limpias","Japón"
"2013","JPN","Eólica","13.12831","0.236165162477123","Limpias","Japón"
"2014","JPN","Eólica","12.758198","0.23567043734491","Limpias","Japón"
"2015","JPN","Eólica","13.222295","0.247494217517594","Limpias","Japón"
"2016","JPN","Eólica","13.419017","0.254456152848625","Limpias","Japón"
"2017","JPN","Eólica","15.553861","0.291812754645301","Limpias","Japón"
"2018","JPN","Eólica","18.326824","0.346347770673468","Limpias","Japón"
"2019","JPN","Eólica","18.453306","0.356372323369027","Limpias","Japón"
"2020","JPN","Eólica","20.753477","0.432598015321026","Limpias","Japón"
"2021","JPN","Eólica","23.488256","0.469780793108688","Limpias","Japón"
"2022","JPN","Eólica","23.133902","0.465688512485179","Limpias","Japón"
"2023","JPN","Eólica","24.284756","0.503296211641941","Limpias","Japón"
"2024","JPN","Eólica","28.146042","0.590969605353556","Limpias","Japón"
"1985","KAZ","Eólica","0","0","Limpias","Kazajstán"
"1986","KAZ","Eólica","0","0","Limpias","Kazajstán"
"1987","KAZ","Eólica","0","0","Limpias","Kazajstán"
"1988","KAZ","Eólica","0","0","Limpias","Kazajstán"
"1989","KAZ","Eólica","0","0","Limpias","Kazajstán"
"1990","KAZ","Eólica","0","0","Limpias","Kazajstán"
"1991","KAZ","Eólica","0","0","Limpias","Kazajstán"
"1992","KAZ","Eólica","0","0","Limpias","Kazajstán"
"1993","KAZ","Eólica","0","0","Limpias","Kazajstán"
"1994","KAZ","Eólica","0","0","Limpias","Kazajstán"
"1995","KAZ","Eólica","0","0","Limpias","Kazajstán"
"1996","KAZ","Eólica","0","0","Limpias","Kazajstán"
"1997","KAZ","Eólica","0","0","Limpias","Kazajstán"
"1998","KAZ","Eólica","0","0","Limpias","Kazajstán"
"1999","KAZ","Eólica","0","0","Limpias","Kazajstán"
"2000","KAZ","Eólica","0","0","Limpias","Kazajstán"
"2001","KAZ","Eólica","0","0","Limpias","Kazajstán"
"2002","KAZ","Eólica","0","0","Limpias","Kazajstán"
"2003","KAZ","Eólica","0","0","Limpias","Kazajstán"
"2004","KAZ","Eólica","0","0","Limpias","Kazajstán"
"2005","KAZ","Eólica","0","0","Limpias","Kazajstán"
"2006","KAZ","Eólica","0","0","Limpias","Kazajstán"
"2007","KAZ","Eólica","0","0","Limpias","Kazajstán"
"2008","KAZ","Eólica","0","0","Limpias","Kazajstán"
"2009","KAZ","Eólica","0","0","Limpias","Kazajstán"
"2010","KAZ","Eólica","0","0","Limpias","Kazajstán"
"2011","KAZ","Eólica","0.000380829","0.000054978169466734","Limpias","Kazajstán"
"2012","KAZ","Eólica","0.0068685566","0.000942711648864238","Limpias","Kazajstán"
"2013","KAZ","Eólica","0.011633504","0.00159296116266812","Limpias","Kazajstán"
"2014","KAZ","Eólica","0.03375369","0.00439645023176054","Limpias","Kazajstán"
"2015","KAZ","Eólica","0.33347416","0.0525664623963833","Limpias","Kazajstán"
"2016","KAZ","Eólica","0.6909116","0.097399923661321","Limpias","Kazajstán"
"2017","KAZ","Eólica","0.8494092","0.111317941499256","Limpias","Kazajstán"
"2018","KAZ","Eólica","0.9584952","0.121717868551094","Limpias","Kazajstán"
"2019","KAZ","Eólica","1.7503302","0.219634410617966","Limpias","Kazajstán"
"2020","KAZ","Eólica","2.5399046","0.34600669087357","Limpias","Kazajstán"
"2021","KAZ","Eólica","4.3021297","0.524476024371033","Limpias","Kazajstán"
"2022","KAZ","Eólica","5.680197","0.695005543806335","Limpias","Kazajstán"
"2023","KAZ","Eólica","9.218442","1.09230316592964","Limpias","Kazajstán"
"2024","KAZ","Eólica","11.981405","1.39412668047918","Limpias","Kazajstán"
"1965","KWT","Eólica","0","0","Limpias","Kuwait"
"1966","KWT","Eólica","0","0","Limpias","Kuwait"
"1967","KWT","Eólica","0","0","Limpias","Kuwait"
"1968","KWT","Eólica","0","0","Limpias","Kuwait"
"1969","KWT","Eólica","0","0","Limpias","Kuwait"
"1970","KWT","Eólica","0","0","Limpias","Kuwait"
"1971","KWT","Eólica","0","0","Limpias","Kuwait"
"1972","KWT","Eólica","0","0","Limpias","Kuwait"
"1973","KWT","Eólica","0","0","Limpias","Kuwait"
"1974","KWT","Eólica","0","0","Limpias","Kuwait"
"1975","KWT","Eólica","0","0","Limpias","Kuwait"
"1976","KWT","Eólica","0","0","Limpias","Kuwait"
"1977","KWT","Eólica","0","0","Limpias","Kuwait"
"1978","KWT","Eólica","0","0","Limpias","Kuwait"
"1979","KWT","Eólica","0","0","Limpias","Kuwait"
"1980","KWT","Eólica","0","0","Limpias","Kuwait"
"1981","KWT","Eólica","0","0","Limpias","Kuwait"
"1982","KWT","Eólica","0","0","Limpias","Kuwait"
"1983","KWT","Eólica","0","0","Limpias","Kuwait"
"1984","KWT","Eólica","0","0","Limpias","Kuwait"
"1985","KWT","Eólica","0","0","Limpias","Kuwait"
"1986","KWT","Eólica","0","0","Limpias","Kuwait"
"1987","KWT","Eólica","0","0","Limpias","Kuwait"
"1988","KWT","Eólica","0","0","Limpias","Kuwait"
"1989","KWT","Eólica","0","0","Limpias","Kuwait"
"1990","KWT","Eólica","0","0","Limpias","Kuwait"
"1991","KWT","Eólica","0","0","Limpias","Kuwait"
"1992","KWT","Eólica","0","0","Limpias","Kuwait"
"1993","KWT","Eólica","0","0","Limpias","Kuwait"
"1994","KWT","Eólica","0","0","Limpias","Kuwait"
"1995","KWT","Eólica","0","0","Limpias","Kuwait"
"1996","KWT","Eólica","0","0","Limpias","Kuwait"
"1997","KWT","Eólica","0","0","Limpias","Kuwait"
"1998","KWT","Eólica","0","0","Limpias","Kuwait"
"1999","KWT","Eólica","0","0","Limpias","Kuwait"
"2000","KWT","Eólica","0","0","Limpias","Kuwait"
"2001","KWT","Eólica","0","0","Limpias","Kuwait"
"2002","KWT","Eólica","0","0","Limpias","Kuwait"
"2003","KWT","Eólica","0","0","Limpias","Kuwait"
"2004","KWT","Eólica","0","0","Limpias","Kuwait"
"2005","KWT","Eólica","0","0","Limpias","Kuwait"
"2006","KWT","Eólica","0","0","Limpias","Kuwait"
"2007","KWT","Eólica","0","0","Limpias","Kuwait"
"2008","KWT","Eólica","0","0","Limpias","Kuwait"
"2009","KWT","Eólica","0","0","Limpias","Kuwait"
"2010","KWT","Eólica","0","0","Limpias","Kuwait"
"2011","KWT","Eólica","0","0","Limpias","Kuwait"
"2012","KWT","Eólica","0","0","Limpias","Kuwait"
"2013","KWT","Eólica","0","0","Limpias","Kuwait"
"2014","KWT","Eólica","0","0","Limpias","Kuwait"
"2015","KWT","Eólica","0","0","Limpias","Kuwait"
"2016","KWT","Eólica","0","0","Limpias","Kuwait"
"2017","KWT","Eólica","0.0049","0.00104928996099789","Limpias","Kuwait"
"2018","KWT","Eólica","0.0048756218","0.0010107567097311","Limpias","Kuwait"
"2019","KWT","Eólica","0.009014851","0.00203566354423056","Limpias","Kuwait"
"2020","KWT","Eólica","0.01177037","0.00280468021182183","Limpias","Kuwait"
"2021","KWT","Eólica","0.08630542","0.0183979764133672","Limpias","Kuwait"
"2022","KWT","Eólica","0.08609336","0.0183718841324749","Limpias","Kuwait"
"2023","KWT","Eólica","0.08546341","0.0171337380065921","Limpias","Kuwait"
"2024","KWT","Eólica","0.08569756","0.0163233311373644","Limpias","Kuwait"
"1985","LVA","Eólica","0","0","Limpias","Letonia"
"1986","LVA","Eólica","0","0","Limpias","Letonia"
"1987","LVA","Eólica","0","0","Limpias","Letonia"
"1988","LVA","Eólica","0","0","Limpias","Letonia"
"1989","LVA","Eólica","0","0","Limpias","Letonia"
"1990","LVA","Eólica","0","0","Limpias","Letonia"
"1991","LVA","Eólica","0","0","Limpias","Letonia"
"1992","LVA","Eólica","0","0","Limpias","Letonia"
"1993","LVA","Eólica","0","0","Limpias","Letonia"
"1994","LVA","Eólica","0","0","Limpias","Letonia"
"1995","LVA","Eólica","0","0","Limpias","Letonia"
"1996","LVA","Eólica","0.0027777778","0.00670785573213841","Limpias","Letonia"
"1997","LVA","Eólica","0.0055555557","0.0133870383797143","Limpias","Letonia"
"1998","LVA","Eólica","0.0055555557","0.0123485261747141","Limpias","Letonia"
"1999","LVA","Eólica","0.0055555557","0.0144713181816191","Limpias","Letonia"
"2000","LVA","Eólica","0.013888888","0.0369881765522369","Limpias","Letonia"
"2001","LVA","Eólica","0.008287293","0.0204784405621934","Limpias","Letonia"
"2002","LVA","Eólica","0.030136986","0.0737408926617132","Limpias","Letonia"
"2003","LVA","Eólica","0.13079019","0.323545046662788","Limpias","Letonia"
"2004","LVA","Eólica","0.13279133","0.292623865363456","Limpias","Letonia"
"2005","LVA","Eólica","0.12634408","0.270099327631278","Limpias","Letonia"
"2006","LVA","Eólica","0.12299465","0.276638711471189","Limpias","Letonia"
"2007","LVA","Eólica","0.14095744","0.307533939498409","Limpias","Letonia"
"2008","LVA","Eólica","0.1530343","0.332294260910877","Limpias","Letonia"
"2009","LVA","Eólica","0.12598425","0.28971651484605","Limpias","Letonia"
"2010","LVA","Eólica","0.12760416","0.258601049292809","Limpias","Letonia"
"2011","LVA","Eólica","0.18393783","0.416785335471233","Limpias","Letonia"
"2012","LVA","Eólica","0.2783505","0.609879165039309","Limpias","Letonia"
"2013","LVA","Eólica","0.30434784","0.691068527784755","Limpias","Letonia"
"2014","LVA","Eólica","0.25699747","0.632598611705094","Limpias","Letonia"
"2015","LVA","Eólica","0.37215188","0.89165323311954","Limpias","Letonia"
"2016","LVA","Eólica","0.32663316","0.734229450401989","Limpias","Letonia"
"2017","LVA","Eólica","0.375","0.773074171142198","Limpias","Letonia"
"2018","LVA","Eólica","0.3035771","0.697378888499264","Limpias","Letonia"
"2019","LVA","Eólica","0.38118562","0.850163943287577","Limpias","Letonia"
"2020","LVA","Eólica","0.4366469","1.0721837079738","Limpias","Letonia"
"2021","LVA","Eólica","0.34836453","0.818134805953578","Limpias","Letonia"
"2022","LVA","Eólica","0.4672801","1.22946497212604","Limpias","Letonia"
"2023","LVA","Eólica","0.6603829","1.64946657756985","Limpias","Letonia"
"2024","LVA","Eólica","0.6776963","1.77529485040193","Limpias","Letonia"
"1985","LTU","Eólica","0","0","Limpias","Lituania"
"1986","LTU","Eólica","0","0","Limpias","Lituania"
"1987","LTU","Eólica","0","0","Limpias","Lituania"
"1988","LTU","Eólica","0","0","Limpias","Lituania"
"1989","LTU","Eólica","0","0","Limpias","Lituania"
"1990","LTU","Eólica","0","0","Limpias","Lituania"
"1991","LTU","Eólica","0","0","Limpias","Lituania"
"1992","LTU","Eólica","0","0","Limpias","Lituania"
"1993","LTU","Eólica","0","0","Limpias","Lituania"
"1994","LTU","Eólica","0","0","Limpias","Lituania"
"1995","LTU","Eólica","0","0","Limpias","Lituania"
"1996","LTU","Eólica","0","0","Limpias","Lituania"
"1997","LTU","Eólica","0","0","Limpias","Lituania"
"1998","LTU","Eólica","0","0","Limpias","Lituania"
"1999","LTU","Eólica","0","0","Limpias","Lituania"
"2000","LTU","Eólica","0","0","Limpias","Lituania"
"2001","LTU","Eólica","0","0","Limpias","Lituania"
"2002","LTU","Eólica","0","0","Limpias","Lituania"
"2003","LTU","Eólica","0","0","Limpias","Lituania"
"2004","LTU","Eólica","0.0032520327","0.00317394352595473","Limpias","Lituania"
"2005","LTU","Eólica","0.0048387093","0.00516719564209211","Limpias","Lituania"
"2006","LTU","Eólica","0.036631014","0.0410925746634942","Limpias","Lituania"
"2007","LTU","Eólica","0.28218088","0.286564012924843","Limpias","Lituania"
"2008","LTU","Eólica","0.34591028","0.35603421776296","Limpias","Lituania"
"2009","LTU","Eólica","0.41391075","0.463384404627908","Limpias","Lituania"
"2010","LTU","Eólica","0.5833334","0.883072114727683","Limpias","Lituania"
"2011","LTU","Eólica","1.23057","1.79577288256681","Limpias","Lituania"
"2012","LTU","Eólica","1.3920102","2.03337522299301","Limpias","Lituania"
"2013","LTU","Eólica","1.5414323","2.43915558125399","Limpias","Lituania"
"2014","LTU","Eólica","1.6262087","2.66613494298191","Limpias","Lituania"
"2015","LTU","Eólica","2.0513923","3.21115427102771","Limpias","Lituania"
"2016","LTU","Eólica","2.85402","4.36231368760259","Limpias","Lituania"
"2017","LTU","Eólica","3.4095001","4.95651190742762","Limpias","Lituania"
"2018","LTU","Eólica","2.8482585","4.03036504028715","Limpias","Lituania"
"2019","LTU","Eólica","3.711386","5.28310081358189","Limpias","Lituania"
"2020","LTU","Eólica","3.831358","5.47781046533136","Limpias","Lituania"
"2021","LTU","Eólica","3.3539412","4.80466172784146","Limpias","Lituania"
"2022","LTU","Eólica","3.7159705","5.7460491160028","Limpias","Lituania"
"2023","LTU","Eólica","6.18561","9.10493809101789","Limpias","Lituania"
"2024","LTU","Eólica","8.557904","11.8006342794869","Limpias","Lituania"
"1965","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1966","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1967","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1968","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1969","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1970","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1971","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1972","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1973","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1974","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1975","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1976","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1977","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1978","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1979","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1980","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1981","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1982","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1983","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1984","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1985","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1986","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1987","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1988","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1989","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1990","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1991","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1992","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1993","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1994","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1995","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1996","LUX","Eólica","0","0","Limpias","Luxemburgo"
"1997","LUX","Eólica","0.008333333","0.0244078403810971","Limpias","Luxemburgo"
"1998","LUX","Eólica","0.030555554","0.0926936646826642","Limpias","Luxemburgo"
"1999","LUX","Eólica","0.049999997","0.143513493864964","Limpias","Luxemburgo"
"2000","LUX","Eólica","0.068730555","0.184878220929813","Limpias","Luxemburgo"
"2001","LUX","Eólica","0.06558011","0.16460835627916","Limpias","Luxemburgo"
"2002","LUX","Eólica","0.06706575","0.153968577902408","Limpias","Luxemburgo"
"2003","LUX","Eólica","0.07130245","0.15608144805941","Limpias","Luxemburgo"
"2004","LUX","Eólica","0.10677236","0.206320539270402","Limpias","Luxemburgo"
"2005","LUX","Eólica","0.14045967","0.267433628486826","Limpias","Luxemburgo"
"2006","LUX","Eólica","0.15504277","0.300527264504184","Limpias","Luxemburgo"
"2007","LUX","Eólica","0.17097342","0.341349402356689","Limpias","Luxemburgo"
"2008","LUX","Eólica","0.15986544","0.321534190359125","Limpias","Luxemburgo"
"2009","LUX","Eólica","0.16659318","0.350310697967545","Limpias","Luxemburgo"
"2010","LUX","Eólica","0.14344531","0.286440544880131","Limpias","Luxemburgo"
"2011","LUX","Eólica","0.16593263","0.340101145252214","Limpias","Luxemburgo"
"2012","LUX","Eólica","0.19965464","0.416716458847464","Limpias","Luxemburgo"
"2013","LUX","Eólica","0.21234526","0.465264305012238","Limpias","Luxemburgo"
"2014","LUX","Eólica","0.20324682","0.459626519213537","Limpias","Luxemburgo"
"2015","LUX","Eólica","0.25784302","0.599958285563973","Limpias","Luxemburgo"
"2016","LUX","Eólica","0.25498995","0.601424669726495","Limpias","Luxemburgo"
"2017","LUX","Eólica","0.5870575","1.32595867271108","Limpias","Luxemburgo"
"2018","LUX","Eólica","0.63327116","1.3664978462409","Limpias","Luxemburgo"
"2019","LUX","Eólica","0.696245","1.4755264881355","Limpias","Luxemburgo"
"2020","LUX","Eólica","0.867","2.14493234316356","Limpias","Luxemburgo"
"2021","LUX","Eólica","0.77417","1.79638349018398","Limpias","Luxemburgo"
"2022","LUX","Eólica","0.76712775","1.98230712584968","Limpias","Luxemburgo"
"2023","LUX","Eólica","1.208022","3.21849685908335","Limpias","Luxemburgo"
"2024","LUX","Eólica","1.1545231","2.91912785107608","Limpias","Luxemburgo"
"1965","MYS","Eólica","0","0","Limpias","Malasia"
"1966","MYS","Eólica","0","0","Limpias","Malasia"
"1967","MYS","Eólica","0","0","Limpias","Malasia"
"1968","MYS","Eólica","0","0","Limpias","Malasia"
"1969","MYS","Eólica","0","0","Limpias","Malasia"
"1970","MYS","Eólica","0","0","Limpias","Malasia"
"1971","MYS","Eólica","0","0","Limpias","Malasia"
"1972","MYS","Eólica","0","0","Limpias","Malasia"
"1973","MYS","Eólica","0","0","Limpias","Malasia"
"1974","MYS","Eólica","0","0","Limpias","Malasia"
"1975","MYS","Eólica","0","0","Limpias","Malasia"
"1976","MYS","Eólica","0","0","Limpias","Malasia"
"1977","MYS","Eólica","0","0","Limpias","Malasia"
"1978","MYS","Eólica","0","0","Limpias","Malasia"
"1979","MYS","Eólica","0","0","Limpias","Malasia"
"1980","MYS","Eólica","0","0","Limpias","Malasia"
"1981","MYS","Eólica","0","0","Limpias","Malasia"
