"anio","geocodigoFundar","fuente_energia","valor_en_twh","porcentaje","tipo_energia","geonombreFundar"
"2021","HKG","Solar","0.29645076","0.121666607142709","Limpias","Hong Kong"
"2022","HKG","Solar","0.4402162","0.202517272883785","Limpias","Hong Kong"
"2023","HKG","Solar","0.78767896","0.313580955393927","Limpias","Hong Kong"
"2024","HKG","Solar","0.789837","0.289453572765674","Limpias","Hong Kong"
"1965","HUN","Solar","0","0","Limpias","Hungría"
"1966","HUN","Solar","0","0","Limpias","Hungría"
"1967","HUN","Solar","0","0","Limpias","Hungría"
"1968","HUN","Solar","0","0","Limpias","Hungría"
"1969","HUN","Solar","0","0","Limpias","Hungría"
"1970","HUN","Solar","0","0","Limpias","Hungría"
"1971","HUN","Solar","0","0","Limpias","Hungría"
"1972","HUN","Solar","0","0","Limpias","Hungría"
"1973","HUN","Solar","0","0","Limpias","Hungría"
"1974","HUN","Solar","0","0","Limpias","Hungría"
"1975","HUN","Solar","0","0","Limpias","Hungría"
"1976","HUN","Solar","0","0","Limpias","Hungría"
"1977","HUN","Solar","0","0","Limpias","Hungría"
"1978","HUN","Solar","0","0","Limpias","Hungría"
"1979","HUN","Solar","0","0","Limpias","Hungría"
"1980","HUN","Solar","0","0","Limpias","Hungría"
"1981","HUN","Solar","0","0","Limpias","Hungría"
"1982","HUN","Solar","0","0","Limpias","Hungría"
"1983","HUN","Solar","0","0","Limpias","Hungría"
"1984","HUN","Solar","0","0","Limpias","Hungría"
"1985","HUN","Solar","0","0","Limpias","Hungría"
"1986","HUN","Solar","0","0","Limpias","Hungría"
"1987","HUN","Solar","0","0","Limpias","Hungría"
"1988","HUN","Solar","0","0","Limpias","Hungría"
"1989","HUN","Solar","0","0","Limpias","Hungría"
"1990","HUN","Solar","0","0","Limpias","Hungría"
"1991","HUN","Solar","0","0","Limpias","Hungría"
"1992","HUN","Solar","0","0","Limpias","Hungría"
"1993","HUN","Solar","0","0","Limpias","Hungría"
"1994","HUN","Solar","0","0","Limpias","Hungría"
"1995","HUN","Solar","0","0","Limpias","Hungría"
"1996","HUN","Solar","0","0","Limpias","Hungría"
"1997","HUN","Solar","0","0","Limpias","Hungría"
"1998","HUN","Solar","0","0","Limpias","Hungría"
"1999","HUN","Solar","0","0","Limpias","Hungría"
"2000","HUN","Solar","0","0","Limpias","Hungría"
"2001","HUN","Solar","0","0","Limpias","Hungría"
"2002","HUN","Solar","0","0","Limpias","Hungría"
"2003","HUN","Solar","0","0","Limpias","Hungría"
"2004","HUN","Solar","0","0","Limpias","Hungría"
"2005","HUN","Solar","0","0","Limpias","Hungría"
"2006","HUN","Solar","0","0","Limpias","Hungría"
"2007","HUN","Solar","0","0","Limpias","Hungría"
"2008","HUN","Solar","0.0026385225","0.000901027129726354","Limpias","Hungría"
"2009","HUN","Solar","0.002624672","0.000966424657085603","Limpias","Hungría"
"2010","HUN","Solar","0.0026041667","0.000941438026818033","Limpias","Hungría"
"2011","HUN","Solar","0.0025906737","0.000965552767351666","Limpias","Hungría"
"2012","HUN","Solar","0.020618558","0.00824771102241698","Limpias","Hungría"
"2013","HUN","Solar","0.06393862","0.026993110551173","Limpias","Hungría"
"2014","HUN","Solar","0.17048346","0.0719051604643776","Limpias","Hungría"
"2015","HUN","Solar","0.35696203","0.142847361757069","Limpias","Hungría"
"2016","HUN","Solar","0.6130653","0.241120935667503","Limpias","Hungría"
"2017","HUN","Solar","0.8725","0.325474808796858","Limpias","Hungría"
"2018","HUN","Solar","1.5646766","0.579470943811877","Limpias","Hungría"
"2019","HUN","Solar","3.7054453","1.35493644245967","Limpias","Hungría"
"2020","HUN","Solar","6.071605","2.25840380778635","Limpias","Hungría"
"2021","HUN","Solar","9.349754","3.3116150593152","Limpias","Hungría"
"2022","HUN","Solar","11.626535","4.38127405696846","Limpias","Hungría"
"2023","HUN","Solar","16.890245","6.67261493860834","Limpias","Hungría"
"2024","HUN","Solar","21.887712","8.46735983329081","Limpias","Hungría"
"1965","ISL","Solar","0","0","Limpias","Islandia"
"1966","ISL","Solar","0","0","Limpias","Islandia"
"1967","ISL","Solar","0","0","Limpias","Islandia"
"1968","ISL","Solar","0","0","Limpias","Islandia"
"1969","ISL","Solar","0","0","Limpias","Islandia"
"1970","ISL","Solar","0","0","Limpias","Islandia"
"1971","ISL","Solar","0","0","Limpias","Islandia"
"1972","ISL","Solar","0","0","Limpias","Islandia"
"1973","ISL","Solar","0","0","Limpias","Islandia"
"1974","ISL","Solar","0","0","Limpias","Islandia"
"1975","ISL","Solar","0","0","Limpias","Islandia"
"1976","ISL","Solar","0","0","Limpias","Islandia"
"1977","ISL","Solar","0","0","Limpias","Islandia"
"1978","ISL","Solar","0","0","Limpias","Islandia"
"1979","ISL","Solar","0","0","Limpias","Islandia"
"1980","ISL","Solar","0","0","Limpias","Islandia"
"1981","ISL","Solar","0","0","Limpias","Islandia"
"1982","ISL","Solar","0","0","Limpias","Islandia"
"1983","ISL","Solar","0","0","Limpias","Islandia"
"1984","ISL","Solar","0","0","Limpias","Islandia"
"1985","ISL","Solar","0","0","Limpias","Islandia"
"1986","ISL","Solar","0","0","Limpias","Islandia"
"1987","ISL","Solar","0","0","Limpias","Islandia"
"1988","ISL","Solar","0","0","Limpias","Islandia"
"1989","ISL","Solar","0","0","Limpias","Islandia"
"1990","ISL","Solar","0","0","Limpias","Islandia"
"1991","ISL","Solar","0","0","Limpias","Islandia"
"1992","ISL","Solar","0","0","Limpias","Islandia"
"1993","ISL","Solar","0","0","Limpias","Islandia"
"1994","ISL","Solar","0","0","Limpias","Islandia"
"1995","ISL","Solar","0","0","Limpias","Islandia"
"1996","ISL","Solar","0","0","Limpias","Islandia"
"1997","ISL","Solar","0","0","Limpias","Islandia"
"1998","ISL","Solar","0","0","Limpias","Islandia"
"1999","ISL","Solar","0","0","Limpias","Islandia"
"2000","ISL","Solar","0","0","Limpias","Islandia"
"2001","ISL","Solar","0","0","Limpias","Islandia"
"2002","ISL","Solar","0","0","Limpias","Islandia"
"2003","ISL","Solar","0","0","Limpias","Islandia"
"2004","ISL","Solar","0","0","Limpias","Islandia"
"2005","ISL","Solar","0","0","Limpias","Islandia"
"2006","ISL","Solar","0","0","Limpias","Islandia"
"2007","ISL","Solar","0","0","Limpias","Islandia"
"2008","ISL","Solar","0","0","Limpias","Islandia"
"2009","ISL","Solar","0","0","Limpias","Islandia"
"2010","ISL","Solar","0","0","Limpias","Islandia"
"2011","ISL","Solar","0","0","Limpias","Islandia"
"2012","ISL","Solar","0","0","Limpias","Islandia"
"2013","ISL","Solar","0","0","Limpias","Islandia"
"2014","ISL","Solar","0","0","Limpias","Islandia"
"2015","ISL","Solar","0","0","Limpias","Islandia"
"2016","ISL","Solar","0","0","Limpias","Islandia"
"2017","ISL","Solar","0","0","Limpias","Islandia"
"2018","ISL","Solar","0","0","Limpias","Islandia"
"2019","ISL","Solar","0","0","Limpias","Islandia"
"2020","ISL","Solar","0","0","Limpias","Islandia"
"2021","ISL","Solar","0","0","Limpias","Islandia"
"2022","ISL","Solar","0.000014742015","0.0000225832621412471","Limpias","Islandia"
"2023","ISL","Solar","0.00002195122","0.00003345805475149","Limpias","Islandia"
"2024","ISL","Solar","0.000019512196","0.0000301976246085559","Limpias","Islandia"
"1965","IND","Solar","0","0","Limpias","India"
"1966","IND","Solar","0","0","Limpias","India"
"1967","IND","Solar","0","0","Limpias","India"
"1968","IND","Solar","0","0","Limpias","India"
"1969","IND","Solar","0","0","Limpias","India"
"1970","IND","Solar","0","0","Limpias","India"
"1971","IND","Solar","0","0","Limpias","India"
"1972","IND","Solar","0","0","Limpias","India"
"1973","IND","Solar","0","0","Limpias","India"
"1974","IND","Solar","0","0","Limpias","India"
"1975","IND","Solar","0","0","Limpias","India"
"1976","IND","Solar","0","0","Limpias","India"
"1977","IND","Solar","0","0","Limpias","India"
"1978","IND","Solar","0","0","Limpias","India"
"1979","IND","Solar","0","0","Limpias","India"
"1980","IND","Solar","0","0","Limpias","India"
"1981","IND","Solar","0","0","Limpias","India"
"1982","IND","Solar","0","0","Limpias","India"
"1983","IND","Solar","0","0","Limpias","India"
"1984","IND","Solar","0","0","Limpias","India"
"1985","IND","Solar","0","0","Limpias","India"
"1986","IND","Solar","0","0","Limpias","India"
"1987","IND","Solar","0","0","Limpias","India"
"1988","IND","Solar","0","0","Limpias","India"
"1989","IND","Solar","0","0","Limpias","India"
"1990","IND","Solar","0","0","Limpias","India"
"1991","IND","Solar","0","0","Limpias","India"
"1992","IND","Solar","0","0","Limpias","India"
"1993","IND","Solar","0","0","Limpias","India"
"1994","IND","Solar","0","0","Limpias","India"
"1995","IND","Solar","0.0028058363","0.0000951475999977021","Limpias","India"
"1996","IND","Solar","0.016835015","0.00054863198991247","Limpias","India"
"1997","IND","Solar","0.016835015","0.000519826805856817","Limpias","India"
"1998","IND","Solar","0.016835015","0.000490309570829867","Limpias","India"
"1999","IND","Solar","0.016835015","0.000476846566952215","Limpias","India"
"2000","IND","Solar","0.019640852","0.000529365413768851","Limpias","India"
"2001","IND","Solar","0.030693678","0.000823622807219843","Limpias","India"
"2002","IND","Solar","0.035976198","0.000932792384894707","Limpias","India"
"2003","IND","Solar","0.0440371","0.00110234303230172","Limpias","India"
"2004","IND","Solar","0.04927322","0.0011371397428628","Limpias","India"
"2005","IND","Solar","0.048875853","0.00106507352437947","Limpias","India"
"2006","IND","Solar","0.019251335","0.000398367002451203","Limpias","India"
"2007","IND","Solar","0.1569149","0.00299174708818379","Limpias","India"
"2008","IND","Solar","0.16622691","0.00299357581000362","Limpias","India"
"2009","IND","Solar","0.19685039","0.00329946220517608","Limpias","India"
"2010","IND","Solar","0.2942708","0.00472827532855786","Limpias","India"
"2011","IND","Solar","2.142487","0.0326705017520731","Limpias","India"
"2012","IND","Solar","5.4097934","0.078278532408888","Limpias","India"
"2013","IND","Solar","8.780051","0.123104611863376","Limpias","India"
"2014","IND","Solar","12.491094","0.163920586398705","Limpias","India"
"2015","IND","Solar","17.955826","0.228408294005775","Limpias","India"
"2016","IND","Solar","30.660517","0.372578863745962","Limpias","India"
"2017","IND","Solar","55.91206","0.655120320804278","Limpias","India"
"2018","IND","Solar","93.161964","1.03254833532257","Limpias","India"
"2019","IND","Solar","117.946785","1.27731633649349","Limpias","India"
"2020","IND","Solar","149.24966","1.70691075484918","Limpias","India"
"2021","IND","Solar","172.88849","1.82073554417633","Limpias","India"
"2022","IND","Solar","239.44034","2.3933479254275","Limpias","India"
"2023","IND","Solar","283.23343","2.63018544474538","Limpias","India"
"2024","IND","Solar","333.54605","2.95796973163164","Limpias","India"
"1965","IDN","Solar","0","0","Limpias","Indonesia"
"1966","IDN","Solar","0","0","Limpias","Indonesia"
"1967","IDN","Solar","0","0","Limpias","Indonesia"
"1968","IDN","Solar","0","0","Limpias","Indonesia"
"1969","IDN","Solar","0","0","Limpias","Indonesia"
"1970","IDN","Solar","0","0","Limpias","Indonesia"
"1971","IDN","Solar","0","0","Limpias","Indonesia"
"1972","IDN","Solar","0","0","Limpias","Indonesia"
"1973","IDN","Solar","0","0","Limpias","Indonesia"
"1974","IDN","Solar","0","0","Limpias","Indonesia"
"1975","IDN","Solar","0","0","Limpias","Indonesia"
"1976","IDN","Solar","0","0","Limpias","Indonesia"
"1977","IDN","Solar","0","0","Limpias","Indonesia"
"1978","IDN","Solar","0","0","Limpias","Indonesia"
"1979","IDN","Solar","0","0","Limpias","Indonesia"
"1980","IDN","Solar","0","0","Limpias","Indonesia"
"1981","IDN","Solar","0","0","Limpias","Indonesia"
"1982","IDN","Solar","0","0","Limpias","Indonesia"
"1983","IDN","Solar","0","0","Limpias","Indonesia"
"1984","IDN","Solar","0","0","Limpias","Indonesia"
"1985","IDN","Solar","0","0","Limpias","Indonesia"
"1986","IDN","Solar","0","0","Limpias","Indonesia"
"1987","IDN","Solar","0","0","Limpias","Indonesia"
"1988","IDN","Solar","0","0","Limpias","Indonesia"
"1989","IDN","Solar","0","0","Limpias","Indonesia"
"1990","IDN","Solar","0","0","Limpias","Indonesia"
"1991","IDN","Solar","0","0","Limpias","Indonesia"
"1992","IDN","Solar","0","0","Limpias","Indonesia"
"1993","IDN","Solar","0","0","Limpias","Indonesia"
"1994","IDN","Solar","0","0","Limpias","Indonesia"
"1995","IDN","Solar","0","0","Limpias","Indonesia"
"1996","IDN","Solar","0","0","Limpias","Indonesia"
"1997","IDN","Solar","0","0","Limpias","Indonesia"
"1998","IDN","Solar","0","0","Limpias","Indonesia"
"1999","IDN","Solar","0","0","Limpias","Indonesia"
"2000","IDN","Solar","0","0","Limpias","Indonesia"
"2001","IDN","Solar","0","0","Limpias","Indonesia"
"2002","IDN","Solar","0","0","Limpias","Indonesia"
"2003","IDN","Solar","0","0","Limpias","Indonesia"
"2004","IDN","Solar","0","0","Limpias","Indonesia"
"2005","IDN","Solar","0","0","Limpias","Indonesia"
"2006","IDN","Solar","0","0","Limpias","Indonesia"
"2007","IDN","Solar","0","0","Limpias","Indonesia"
"2008","IDN","Solar","0.00026385224","0.0000168470240247169","Limpias","Indonesia"
"2009","IDN","Solar","0.0002624672","0.0000163074478607519","Limpias","Indonesia"
"2010","IDN","Solar","0.0013541667","0.000077789353640499","Limpias","Indonesia"
"2011","IDN","Solar","0.0019948187","0.000108415758328895","Limpias","Indonesia"
"2012","IDN","Solar","0.007757732","0.000399951142578687","Limpias","Indonesia"
"2013","IDN","Solar","0.014066496","0.000770152446841702","Limpias","Indonesia"
"2014","IDN","Solar","0.017328244","0.000931928346454264","Limpias","Indonesia"
"2015","IDN","Solar","0.0133670885","0.000703662329598677","Limpias","Indonesia"
"2016","IDN","Solar","0.052989952","0.00280810091371717","Limpias","Indonesia"
"2017","IDN","Solar","0.072625","0.00358119705202624","Limpias","Indonesia"
"2018","IDN","Solar","0.22455223","0.0105153175965141","Limpias","Indonesia"
"2019","IDN","Solar","0.29277226","0.0129658878823315","Limpias","Indonesia"
"2020","IDN","Solar","0.42214814","0.0199035630225841","Limpias","Indonesia"
"2021","IDN","Solar","0.4744335","0.0215500128778989","Limpias","Indonesia"
"2022","IDN","Solar","1.0902457","0.0395872578123553","Limpias","Indonesia"
"2023","IDN","Solar","1.7387073","0.0623138326939216","Limpias","Indonesia"
"2024","IDN","Solar","2.255718","0.0754257252948072","Limpias","Indonesia"
"1965","IRN","Solar","0","0","Limpias","Irán"
"1966","IRN","Solar","0","0","Limpias","Irán"
"1967","IRN","Solar","0","0","Limpias","Irán"
"1968","IRN","Solar","0","0","Limpias","Irán"
"1969","IRN","Solar","0","0","Limpias","Irán"
"1970","IRN","Solar","0","0","Limpias","Irán"
"1971","IRN","Solar","0","0","Limpias","Irán"
"1972","IRN","Solar","0","0","Limpias","Irán"
"1973","IRN","Solar","0","0","Limpias","Irán"
"1974","IRN","Solar","0","0","Limpias","Irán"
"1975","IRN","Solar","0","0","Limpias","Irán"
"1976","IRN","Solar","0","0","Limpias","Irán"
"1977","IRN","Solar","0","0","Limpias","Irán"
"1978","IRN","Solar","0","0","Limpias","Irán"
"1979","IRN","Solar","0","0","Limpias","Irán"
"1980","IRN","Solar","0","0","Limpias","Irán"
"1981","IRN","Solar","0","0","Limpias","Irán"
"1982","IRN","Solar","0","0","Limpias","Irán"
"1983","IRN","Solar","0","0","Limpias","Irán"
"1984","IRN","Solar","0","0","Limpias","Irán"
"1985","IRN","Solar","0","0","Limpias","Irán"
"1986","IRN","Solar","0","0","Limpias","Irán"
"1987","IRN","Solar","0","0","Limpias","Irán"
"1988","IRN","Solar","0","0","Limpias","Irán"
"1989","IRN","Solar","0","0","Limpias","Irán"
"1990","IRN","Solar","0","0","Limpias","Irán"
"1991","IRN","Solar","0","0","Limpias","Irán"
"1992","IRN","Solar","0","0","Limpias","Irán"
"1993","IRN","Solar","0","0","Limpias","Irán"
"1994","IRN","Solar","0","0","Limpias","Irán"
"1995","IRN","Solar","0","0","Limpias","Irán"
"1996","IRN","Solar","0","0","Limpias","Irán"
"1997","IRN","Solar","0","0","Limpias","Irán"
"1998","IRN","Solar","0","0","Limpias","Irán"
"1999","IRN","Solar","0","0","Limpias","Irán"
"2000","IRN","Solar","0","0","Limpias","Irán"
"2001","IRN","Solar","0","0","Limpias","Irán"
"2002","IRN","Solar","0","0","Limpias","Irán"
"2003","IRN","Solar","0","0","Limpias","Irán"
"2004","IRN","Solar","0","0","Limpias","Irán"
"2005","IRN","Solar","0","0","Limpias","Irán"
"2006","IRN","Solar","0.00026737966","0.0000126296867908271","Limpias","Irán"
"2007","IRN","Solar","0.00026595744","0.0000118153433157438","Limpias","Irán"
"2008","IRN","Solar","0.0005277045","0.000022725725095331","Limpias","Irán"
"2009","IRN","Solar","0.0007874016","0.0000331102289752126","Limpias","Irán"
"2010","IRN","Solar","0.0018229166","0.0000742046891345491","Limpias","Irán"
"2011","IRN","Solar","0.0018134714","0.0000710530049218417","Limpias","Irán"
"2012","IRN","Solar","0.0018041236","0.0000701542695469824","Limpias","Irán"
"2013","IRN","Solar","0.0017902813","0.0000670139573587864","Limpias","Irán"
"2014","IRN","Solar","0.0017811704","0.0000639692455012488","Limpias","Irán"
"2015","IRN","Solar","0.0037974683","0.000137561676022958","Limpias","Irán"
"2016","IRN","Solar","0.012562814","0.000430597831328734","Limpias","Irán"
"2017","IRN","Solar","0.2145125","0.00710191663290982","Limpias","Irán"
"2018","IRN","Solar","0.5517811","0.0176859962625863","Limpias","Irán"
"2019","IRN","Solar","1.2635471","0.0383927063146827","Limpias","Irán"
"2020","IRN","Solar","1.4416494","0.0421888303545607","Limpias","Irán"
"2021","IRN","Solar","1.5261946","0.0452496343923021","Limpias","Irán"
"2022","IRN","Solar","1.5224446","0.043654840408287","Limpias","Irán"
"2023","IRN","Solar","1.6672328","0.0464174021749513","Limpias","Irán"
"2024","IRN","Solar","2.196103","0.0612355798651222","Limpias","Irán"
"1965","IRQ","Solar","0","0","Limpias","Iraq"
"1966","IRQ","Solar","0","0","Limpias","Iraq"
"1967","IRQ","Solar","0","0","Limpias","Iraq"
"1968","IRQ","Solar","0","0","Limpias","Iraq"
"1969","IRQ","Solar","0","0","Limpias","Iraq"
"1970","IRQ","Solar","0","0","Limpias","Iraq"
"1971","IRQ","Solar","0","0","Limpias","Iraq"
"1972","IRQ","Solar","0","0","Limpias","Iraq"
"1973","IRQ","Solar","0","0","Limpias","Iraq"
"1974","IRQ","Solar","0","0","Limpias","Iraq"
"1975","IRQ","Solar","0","0","Limpias","Iraq"
"1976","IRQ","Solar","0","0","Limpias","Iraq"
"1977","IRQ","Solar","0","0","Limpias","Iraq"
"1978","IRQ","Solar","0","0","Limpias","Iraq"
"1979","IRQ","Solar","0","0","Limpias","Iraq"
"1980","IRQ","Solar","0","0","Limpias","Iraq"
"1981","IRQ","Solar","0","0","Limpias","Iraq"
"1982","IRQ","Solar","0","0","Limpias","Iraq"
"1983","IRQ","Solar","0","0","Limpias","Iraq"
"1984","IRQ","Solar","0","0","Limpias","Iraq"
"1985","IRQ","Solar","0","0","Limpias","Iraq"
"1986","IRQ","Solar","0","0","Limpias","Iraq"
"1987","IRQ","Solar","0","0","Limpias","Iraq"
"1988","IRQ","Solar","0","0","Limpias","Iraq"
