"anio","iso3","valor_en_twh"
"2004","SRB","0"
"2005","SRB","0"
"2006","SRB","0"
"2007","SRB","0"
"2008","SRB","0"
"2009","SRB","0"
"2010","SRB","0"
"2011","SRB","0"
"2012","SRB","0"
"2013","SRB","0"
"2014","SRB","0"
"2015","SRB","0"
"2016","SRB","0"
"2017","SRB","0"
"2018","SRB","0"
"2019","SRB","0"
"2020","SRB","0"
"2021","SRB","0"
"2022","SRB","0"
"2023","SRB","0"
"1965","HRV",
"1966","HRV",
"1967","HRV",
"1968","HRV",
"1969","HRV",
"1970","HRV",
"1971","HRV",
"1972","HRV",
"1973","HRV",
"1974","HRV",
"1975","HRV",
"1976","HRV",
"1977","HRV",
"1978","HRV",
"1979","HRV",
"1980","HRV",
"1981","HRV",
"1982","HRV",
"1983","HRV",
"1984","HRV",
"1985","HRV",
"1986","HRV",
"1987","HRV",
"1988","HRV",
"1989","HRV",
"1990","HRV","0"
"1991","HRV","0"
"1992","HRV","0"
"1993","HRV","0"
"1994","HRV","0"
"1995","HRV","0"
"1996","HRV","0"
"1997","HRV","0"
"1998","HRV","0"
"1999","HRV","0"
"2000","HRV","0"
"2001","HRV","0"
"2002","HRV","0"
"2003","HRV","0"
"2004","HRV","0"
"2005","HRV","0"
"2006","HRV","0"
"2007","HRV","0"
"2008","HRV","0"
"2009","HRV","0"
"2010","HRV","0"
"2011","HRV","0"
"2012","HRV","0"
"2013","HRV","0"
"2014","HRV","0"
"2015","HRV","0"
"2016","HRV","0"
"2017","HRV","0"
"2018","HRV","0"
"2019","HRV","0"
"2020","HRV","0"
"2021","HRV","0"
"2022","HRV","0"
"2023","HRV","0"
"1965","MLT",
"1966","MLT",
"1967","MLT",
"1968","MLT",
"1969","MLT",
"1970","MLT",
"1971","MLT",
"1972","MLT",
"1973","MLT",
"1974","MLT",
"1975","MLT",
"1976","MLT",
"1977","MLT",
"1978","MLT",
"1979","MLT",
"1980","MLT",
"1981","MLT",
"1982","MLT",
"1983","MLT",
"1984","MLT",
"1985","MLT",
"1986","MLT",
"1987","MLT",
"1988","MLT",
"1989","MLT",
"1990","MLT","0"
"1991","MLT","0"
"1992","MLT","0"
"1993","MLT","0"
"1994","MLT","0"
"1995","MLT","0"
"1996","MLT","0"
"1997","MLT","0"
"1998","MLT","0"
"1999","MLT","0"
"2000","MLT","0"
"2001","MLT","0"
"2002","MLT","0"
"2003","MLT","0"
"2004","MLT","0"
"2005","MLT","0"
"2006","MLT","0"
"2007","MLT","0"
"2008","MLT","0"
"2009","MLT","0"
"2010","MLT","0"
"2011","MLT","0"
"2012","MLT","0"
"2013","MLT","0"
"2014","MLT","0"
"2015","MLT","0"
"2016","MLT","0"
"2017","MLT","0"
"2018","MLT","0"
"2019","MLT","0"
"2020","MLT","0"
"2021","MLT","0"
"2022","MLT","0"
"2023","MLT","0"
"1965","ZMB",
"1966","ZMB",
"1967","ZMB",
"1968","ZMB",
"1969","ZMB",
"1970","ZMB",
"1971","ZMB",
"1972","ZMB",
"1973","ZMB",
"1974","ZMB",
"1975","ZMB",
"1976","ZMB",
"1977","ZMB",
"1978","ZMB",
"1979","ZMB",
"1980","ZMB",
"1981","ZMB",
"1982","ZMB",
"1983","ZMB",
"1984","ZMB",
"1985","ZMB",
"1986","ZMB",
"1987","ZMB",
"1988","ZMB",
"1989","ZMB",
"1990","ZMB",
"1991","ZMB",
"1992","ZMB",
"1993","ZMB",
"1994","ZMB",
"1995","ZMB","0"
"1996","ZMB","0"
"1997","ZMB","0"
"1998","ZMB","0"
"1999","ZMB","0"
"2000","ZMB","0"
"2001","ZMB","0"
"2002","ZMB","0"
"2003","ZMB","0"
"2004","ZMB","0"
"2005","ZMB","0"
"2006","ZMB","0"
"2007","ZMB","0"
"2008","ZMB","0"
"2009","ZMB","0"
"2010","ZMB","0"
"2011","ZMB","0"
"2012","ZMB","0"
"2013","ZMB","0"
"2014","ZMB","0"
"2015","ZMB","0"
"2016","ZMB","0"
"2017","ZMB","0"
"2018","ZMB","0"
"2019","ZMB","0"
"2020","ZMB","0"
"2021","ZMB","0"
"2022","ZMB","0"
"2023","ZMB","0"
"1965","MOZ",
"1966","MOZ",
"1967","MOZ",
"1968","MOZ",
"1969","MOZ",
"1970","MOZ",
"1971","MOZ",
"1972","MOZ",
"1973","MOZ",
"1974","MOZ",
"1975","MOZ",
"1976","MOZ",
"1977","MOZ",
"1978","MOZ",
"1979","MOZ",
"1980","MOZ",
"1981","MOZ",
"1982","MOZ",
"1983","MOZ",
"1984","MOZ",
"1985","MOZ",
"1986","MOZ",
"1987","MOZ",
"1988","MOZ",
"1989","MOZ",
"1990","MOZ",
"1991","MOZ",
"1992","MOZ",
"1993","MOZ",
"1994","MOZ",
"1995","MOZ","0"
"1996","MOZ","0"
"1997","MOZ","0"
"1998","MOZ","0"
"1999","MOZ","0"
"2000","MOZ","0"
"2001","MOZ","0"
"2002","MOZ","0"
"2003","MOZ","0"
"2004","MOZ","0"
"2005","MOZ","0"
"2006","MOZ","0"
"2007","MOZ","0"
"2008","MOZ","0"
"2009","MOZ","0"
"2010","MOZ","0"
"2011","MOZ","0"
"2012","MOZ","0"
"2013","MOZ","0"
"2014","MOZ","0"
"2015","MOZ","0"
"2016","MOZ","0"
"2017","MOZ","0"
"2018","MOZ","0"
"2019","MOZ","0"
"2020","MOZ","0"
"2021","MOZ","0"
"2022","MOZ","0"
"2023","MOZ","0"
"1965","MDG",
"1966","MDG",
"1967","MDG",
"1968","MDG",
"1969","MDG",
"1970","MDG",
"1971","MDG",
"1972","MDG",
"1973","MDG",
"1974","MDG",
"1975","MDG",
"1976","MDG",
"1977","MDG",
"1978","MDG",
"1979","MDG",
"1980","MDG",
"1981","MDG",
"1982","MDG",
"1983","MDG",
"1984","MDG",
"1985","MDG",
"1986","MDG",
"1987","MDG",
"1988","MDG",
"1989","MDG",
"1990","MDG",
"1991","MDG",
"1992","MDG",
"1993","MDG",
"1994","MDG",
"1995","MDG","0"
"1996","MDG","0"
"1997","MDG","0"
"1998","MDG","0"
"1999","MDG","0"
"2000","MDG","0"
"2001","MDG","0"
"2002","MDG","0"
"2003","MDG","0"
"2004","MDG","0"
"2005","MDG","0"
"2006","MDG","0"
"2007","MDG","0"
"2008","MDG","0"
"2009","MDG","0"
"2010","MDG","0"
"2011","MDG","0"
"2012","MDG","0"
"2013","MDG","0"
"2014","MDG","0"
"2015","MDG","0"
"2016","MDG","0"
"2017","MDG","0"
"2018","MDG","0"
"2019","MDG","0"
"2020","MDG","0"
"2021","MDG","0"
"2022","MDG","0"
"2023","MDG","0"
"1965","CUB",
"1966","CUB",
"1967","CUB",
"1968","CUB",
"1969","CUB",
"1970","CUB",
"1971","CUB",
"1972","CUB",
"1973","CUB",
"1974","CUB",
"1975","CUB",
"1976","CUB",
"1977","CUB",
"1978","CUB",
"1979","CUB",
"1980","CUB",
"1981","CUB",
"1982","CUB",
"1983","CUB",
"1984","CUB",
"1985","CUB",
"1986","CUB",
"1987","CUB",
"1988","CUB",
"1989","CUB",
"1990","CUB",
"1991","CUB",
"1992","CUB",
"1993","CUB",
"1994","CUB",
"1995","CUB","0"
"1996","CUB","0"
"1997","CUB","0"
"1998","CUB","0"
"1999","CUB","0"
"2000","CUB","0"
"2001","CUB","0"
"2002","CUB","0"
"2003","CUB","0"
"2004","CUB","0"
"2005","CUB","0"
"2006","CUB","0"
"2007","CUB","0"
"2008","CUB","0"
"2009","CUB","0"
"2010","CUB","0"
"2011","CUB","0"
"2012","CUB","0"
"2013","CUB","0"
"2014","CUB","0"
"2015","CUB","0"
"2016","CUB","0"
"2017","CUB","0"
"2018","CUB","0"
"2019","CUB","0"
"2020","CUB","0"
"2021","CUB","0"
"2022","CUB","0"
"2023","CUB","0"
"1965","COD",
"1966","COD",
"1967","COD",
"1968","COD",
"1969","COD",
"1970","COD",
"1971","COD",
"1972","COD",
"1973","COD",
"1974","COD",
"1975","COD",
"1976","COD",
"1977","COD",
"1978","COD",
"1979","COD",
"1980","COD",
"1981","COD",
"1982","COD",
"1983","COD",
"1984","COD",
"1985","COD",
"1986","COD",
"1987","COD",
"1988","COD",
"1989","COD",
"1990","COD",
"1991","COD",
"1992","COD",
"1993","COD",
"1994","COD",
"1995","COD","0"
"1996","COD","0"
"1997","COD","0"
"1998","COD","0"
"1999","COD","0"
"2000","COD","0"
"2001","COD","0"
"2002","COD","0"
"2003","COD","0"
"2004","COD","0"
"2005","COD","0"
"2006","COD","0"
"2007","COD","0"
"2008","COD","0"
"2009","COD","0"
"2010","COD","0"
"2011","COD","0"
"2012","COD","0"
"2013","COD","0"
"2014","COD","0"
"2015","COD","0"
"2016","COD","0"
"2017","COD","0"
"2018","COD","0"
"2019","COD","0"
"2020","COD","0"
"2021","COD","0"
"2022","COD","0"
"2023","COD","0"
"1965","NCL",
"1966","NCL",
"1967","NCL",
"1968","NCL",
"1969","NCL",
"1970","NCL",
"1971","NCL",
"1972","NCL",
"1973","NCL",
"1974","NCL",
"1975","NCL",
"1976","NCL",
"1977","NCL",
"1978","NCL",
"1979","NCL",
"1980","NCL",
"1981","NCL",
"1982","NCL",
"1983","NCL",
"1984","NCL",
"1985","NCL",
"1986","NCL",
"1987","NCL",
"1988","NCL",
"1989","NCL",
"1990","NCL",
"1991","NCL",
"1992","NCL",
"1993","NCL",
"1994","NCL",
"1995","NCL","0"
"1996","NCL","0"
"1997","NCL","0"
"1998","NCL","0"
"1999","NCL","0"
"2000","NCL","0"
"2001","NCL","0"
"2002","NCL","0"
"2003","NCL","0"
"2004","NCL","0"
"2005","NCL","0"
"2006","NCL","0"
"2007","NCL","0"
"2008","NCL","0"
"2009","NCL","0"
"2010","NCL","0"
"2011","NCL","0"
"2012","NCL","0"
"2013","NCL","0"
"2014","NCL","0"
"2015","NCL","0"
"2016","NCL","0"
"2017","NCL","0"
"2018","NCL","0"
"2019","NCL","0"
"2020","NCL","0"
"2021","NCL","0"
"2022","NCL","0"
"2023","NCL","0"
"1965","AFG",
"1966","AFG",
"1967","AFG",
"1968","AFG",
"1969","AFG",
"1970","AFG",
"1971","AFG",
"1972","AFG",
"1973","AFG",
"1974","AFG",
"1975","AFG",
"1976","AFG",
"1977","AFG",
"1978","AFG",
"1979","AFG",
"1980","AFG",
"1981","AFG",
"1982","AFG",
"1983","AFG",
"1984","AFG",
"1985","AFG",
"1986","AFG",
"1987","AFG",
"1988","AFG",
"1989","AFG",
"1990","AFG",
"1991","AFG",
"1992","AFG",
"1993","AFG",
"1994","AFG",
"1995","AFG",
"1996","AFG",
"1997","AFG",
"1998","AFG",
"1999","AFG",
"2000","AFG","0"
"2001","AFG","0"
"2002","AFG","0"
"2003","AFG","0"
"2004","AFG","0"
"2005","AFG","0"
"2006","AFG","0"
"2007","AFG","0"
"2008","AFG","0"
"2009","AFG","0"
"2010","AFG","0"
"2011","AFG","0"
"2012","AFG","0"
"2013","AFG","0"
"2014","AFG","0"
"2015","AFG","0"
"2016","AFG","0"
"2017","AFG","0"
"2018","AFG","0"
"2019","AFG","0"
"2020","AFG","0"
"2021","AFG","0"
"2022","AFG","0"
"2023","AFG",
"1965","ALB",
"1966","ALB",
"1967","ALB",
"1968","ALB",
"1969","ALB",
"1970","ALB",
"1971","ALB",
"1972","ALB",
"1973","ALB",
"1974","ALB",
"1975","ALB",
"1976","ALB",
"1977","ALB",
"1978","ALB",
"1979","ALB",
"1980","ALB",
"1981","ALB",
"1982","ALB",
"1983","ALB",
"1984","ALB",
"1985","ALB",
"1986","ALB",
"1987","ALB",
"1988","ALB",
"1989","ALB",
"1990","ALB",
"1991","ALB",
"1992","ALB",
"1993","ALB",
"1994","ALB",
"1995","ALB",
"1996","ALB",
"1997","ALB",
"1998","ALB",
"1999","ALB",
"2000","ALB","0"
"2001","ALB","0"
"2002","ALB","0"
"2003","ALB","0"
"2004","ALB","0"
"2005","ALB","0"
"2006","ALB","0"
"2007","ALB","0"
"2008","ALB","0"
"2009","ALB","0"
"2010","ALB","0"
"2011","ALB","0"
"2012","ALB","0"
"2013","ALB","0"
"2014","ALB","0"
"2015","ALB","0"
"2016","ALB","0"
"2017","ALB","0"
"2018","ALB","0"
"2019","ALB","0"
"2020","ALB","0"
"2021","ALB","0"
"2022","ALB","0"
"2023","ALB",
"1965","ATG",
"1966","ATG",
"1967","ATG",
"1968","ATG",
"1969","ATG",
"1970","ATG",
"1971","ATG",
"1972","ATG",
"1973","ATG",
"1974","ATG",
"1975","ATG",
"1976","ATG",
"1977","ATG",
"1978","ATG",
"1979","ATG",
"1980","ATG",
"1981","ATG",
"1982","ATG",
"1983","ATG",
"1984","ATG",
"1985","ATG",
"1986","ATG",
"1987","ATG",
"1988","ATG",
"1989","ATG",
"1990","ATG",
"1991","ATG",
"1992","ATG",
"1993","ATG",
"1994","ATG",
"1995","ATG",
"1996","ATG",
"1997","ATG",
"1998","ATG",
"1999","ATG",
"2000","ATG","0"
"2001","ATG","0"
"2002","ATG","0"
"2003","ATG","0"
"2004","ATG","0"
"2005","ATG","0"
"2006","ATG","0"
"2007","ATG","0"
"2008","ATG","0"
"2009","ATG","0"
"2010","ATG","0"
"2011","ATG","0"
"2012","ATG","0"
"2013","ATG","0"
"2014","ATG","0"
"2015","ATG","0"
"2016","ATG","0"
"2017","ATG","0"
"2018","ATG","0"
"2019","ATG","0"
"2020","ATG","0"
"2021","ATG","0"
"2022","ATG","0"
"2023","ATG",
"1965","ARM",
"1966","ARM",
"1967","ARM",
"1968","ARM",
"1969","ARM",
"1970","ARM",
"1971","ARM",
"1972","ARM",
"1973","ARM",
"1974","ARM",
"1975","ARM",
"1976","ARM",
"1977","ARM",
"1978","ARM",
"1979","ARM",
"1980","ARM",
"1981","ARM",
"1982","ARM",
"1983","ARM",
"1984","ARM",
"1985","ARM",
"1986","ARM",
"1987","ARM",
"1988","ARM",
"1989","ARM",
"1990","ARM",
"1991","ARM",
"1992","ARM",
"1993","ARM",
"1994","ARM",
"1995","ARM",
"1996","ARM",
"1997","ARM",
"1998","ARM",
"1999","ARM",
"2000","ARM","1.84"
"2001","ARM","1.99"
"2002","ARM","2.09"
"2003","ARM","1.82"
"2004","ARM","2.2"
"2005","ARM","2.5"
"2006","ARM","2.42"
"2007","ARM","2.35"
"2008","ARM","2.27"
"2009","ARM","2.29"
"2010","ARM","2.29"
"2011","ARM","2.36"
"2012","ARM","2.12"
"2013","ARM","2.17"
"2014","ARM","2.27"
"2015","ARM","2.57"
"2016","ARM","2.19"
"2017","ARM","2.41"
"2018","ARM","1.9"
"2019","ARM","2.03"
"2020","ARM","2.55"
"2021","ARM","1.85"
"2022","ARM","2.63"
"2023","ARM",
"1965","BHS",
"1966","BHS",
"1967","BHS",
"1968","BHS",
"1969","BHS",
"1970","BHS",
"1971","BHS",
"1972","BHS",
"1973","BHS",
"1974","BHS",
"1975","BHS",
"1976","BHS",
"1977","BHS",
"1978","BHS",
"1979","BHS",
"1980","BHS",
"1981","BHS",
"1982","BHS",
"1983","BHS",
"1984","BHS",
"1985","BHS",
"1986","BHS",
"1987","BHS",
"1988","BHS",
"1989","BHS",
"1990","BHS",
"1991","BHS",
"1992","BHS",
"1993","BHS",
"1994","BHS",
"1995","BHS",
"1996","BHS",
"1997","BHS",
"1998","BHS",
"1999","BHS",
"2000","BHS","0"
"2001","BHS","0"
"2002","BHS","0"
"2003","BHS","0"
"2004","BHS","0"
"2005","BHS","0"
"2006","BHS","0"
"2007","BHS","0"
"2008","BHS","0"
"2009","BHS","0"
"2010","BHS","0"
"2011","BHS","0"
"2012","BHS","0"
"2013","BHS","0"
"2014","BHS","0"
"2015","BHS","0"
"2016","BHS","0"
"2017","BHS","0"
"2018","BHS","0"
"2019","BHS","0"
"2020","BHS","0"
"2021","BHS","0"
"2022","BHS","0"
"2023","BHS",
"1965","BRB",
"1966","BRB",
"1967","BRB",
"1968","BRB",
"1969","BRB",
"1970","BRB",
"1971","BRB",
"1972","BRB",
"1973","BRB",
"1974","BRB",
"1975","BRB",
"1976","BRB",
"1977","BRB",
"1978","BRB",
"1979","BRB",
"1980","BRB",
"1981","BRB",
"1982","BRB",
"1983","BRB",
"1984","BRB",
"1985","BRB",
"1986","BRB",
"1987","BRB",
"1988","BRB",
"1989","BRB",
"1990","BRB",
"1991","BRB",
"1992","BRB",
"1993","BRB",
"1994","BRB",
"1995","BRB",
"1996","BRB",
"1997","BRB",
"1998","BRB",
"1999","BRB",
"2000","BRB","0"
"2001","BRB","0"
"2002","BRB","0"
"2003","BRB","0"
"2004","BRB","0"
"2005","BRB","0"
"2006","BRB","0"
"2007","BRB","0"
"2008","BRB","0"
"2009","BRB","0"
"2010","BRB","0"
"2011","BRB","0"
"2012","BRB","0"
"2013","BRB","0"
"2014","BRB","0"
"2015","BRB","0"
"2016","BRB","0"
"2017","BRB","0"
"2018","BRB","0"
"2019","BRB","0"
"2020","BRB","0"
"2021","BRB","0"
"2022","BRB","0"
"2023","BRB",
"1965","BLZ",
"1966","BLZ",
"1967","BLZ",
"1968","BLZ",
"1969","BLZ",
"1970","BLZ",
"1971","BLZ",
"1972","BLZ",
"1973","BLZ",
"1974","BLZ",
"1975","BLZ",
"1976","BLZ",
"1977","BLZ",
"1978","BLZ",
"1979","BLZ",
"1980","BLZ",
"1981","BLZ",
"1982","BLZ",
"1983","BLZ",
"1984","BLZ",
"1985","BLZ",
"1986","BLZ",
"1987","BLZ",
"1988","BLZ",
"1989","BLZ",
"1990","BLZ",
"1991","BLZ",
"1992","BLZ",
"1993","BLZ",
"1994","BLZ",
"1995","BLZ",
"1996","BLZ",
"1997","BLZ",
"1998","BLZ",
"1999","BLZ",
"2000","BLZ","0"
"2001","BLZ","0"
"2002","BLZ","0"
"2003","BLZ","0"
"2004","BLZ","0"
"2005","BLZ","0"
"2006","BLZ","0"
"2007","BLZ","0"
"2008","BLZ","0"
"2009","BLZ","0"
"2010","BLZ","0"
"2011","BLZ","0"
"2012","BLZ","0"
"2013","BLZ","0"
"2014","BLZ","0"
"2015","BLZ","0"
"2016","BLZ","0"
"2017","BLZ","0"
"2018","BLZ","0"
"2019","BLZ","0"
"2020","BLZ","0"
"2021","BLZ","0"
"2022","BLZ","0"
"2023","BLZ",
"1965","BEN",
"1966","BEN",
"1967","BEN",
"1968","BEN",
"1969","BEN",
"1970","BEN",
"1971","BEN",
"1972","BEN",
"1973","BEN",
"1974","BEN",
"1975","BEN",
"1976","BEN",
"1977","BEN",
"1978","BEN",
"1979","BEN",
"1980","BEN",
"1981","BEN",
"1982","BEN",
"1983","BEN",
"1984","BEN",
"1985","BEN",
"1986","BEN",
"1987","BEN",
"1988","BEN",
"1989","BEN",
"1990","BEN",
"1991","BEN",
"1992","BEN",
"1993","BEN",
"1994","BEN",
"1995","BEN",
"1996","BEN",
"1997","BEN",
"1998","BEN",
"1999","BEN",
"2000","BEN","0"
"2001","BEN","0"
"2002","BEN","0"
"2003","BEN","0"
"2004","BEN","0"
"2005","BEN","0"
"2006","BEN","0"
"2007","BEN","0"
"2008","BEN","0"
"2009","BEN","0"
"2010","BEN","0"
"2011","BEN","0"
"2012","BEN","0"
"2013","BEN","0"
"2014","BEN","0"
"2015","BEN","0"
"2016","BEN","0"
"2017","BEN","0"
"2018","BEN","0"
"2019","BEN","0"
"2020","BEN","0"
"2021","BEN","0"
"2022","BEN","0"
"2023","BEN",
"1965","BTN",
"1966","BTN",
"1967","BTN",
"1968","BTN",
"1969","BTN",
"1970","BTN",
"1971","BTN",
"1972","BTN",
"1973","BTN",
"1974","BTN",
"1975","BTN",
"1976","BTN",
"1977","BTN",
"1978","BTN",
"1979","BTN",
"1980","BTN",
"1981","BTN",
"1982","BTN",
"1983","BTN",
"1984","BTN",
"1985","BTN",
"1986","BTN",
"1987","BTN",
"1988","BTN",
"1989","BTN",
"1990","BTN",
"1991","BTN",
"1992","BTN",
"1993","BTN",
"1994","BTN",
"1995","BTN",
"1996","BTN",
"1997","BTN",
"1998","BTN",
"1999","BTN",
"2000","BTN","0"
"2001","BTN","0"
"2002","BTN","0"
"2003","BTN","0"
"2004","BTN","0"
"2005","BTN","0"
"2006","BTN","0"
"2007","BTN","0"
"2008","BTN","0"
"2009","BTN","0"
"2010","BTN","0"
"2011","BTN","0"
"2012","BTN","0"
"2013","BTN","0"
"2014","BTN","0"
"2015","BTN","0"
"2016","BTN","0"
"2017","BTN","0"
"2018","BTN","0"
"2019","BTN","0"
"2020","BTN","0"
"2021","BTN","0"
"2022","BTN","0"
"2023","BTN",
"1965","BWA",
"1966","BWA",
"1967","BWA",
"1968","BWA",
"1969","BWA",
"1970","BWA",
"1971","BWA",
"1972","BWA",
"1973","BWA",
"1974","BWA",
"1975","BWA",
"1976","BWA",
"1977","BWA",
"1978","BWA",
"1979","BWA",
"1980","BWA",
"1981","BWA",
"1982","BWA",
"1983","BWA",
"1984","BWA",
"1985","BWA",
"1986","BWA",
"1987","BWA",
"1988","BWA",
"1989","BWA",
"1990","BWA",
"1991","BWA",
"1992","BWA",
"1993","BWA",
"1994","BWA",
"1995","BWA",
"1996","BWA",
"1997","BWA",
"1998","BWA",
"1999","BWA",
"2000","BWA","0"
"2001","BWA","0"
"2002","BWA","0"
"2003","BWA","0"
"2004","BWA","0"
"2005","BWA","0"
"2006","BWA","0"
"2007","BWA","0"
"2008","BWA","0"
"2009","BWA","0"
"2010","BWA","0"
"2011","BWA","0"
"2012","BWA","0"
"2013","BWA","0"
"2014","BWA","0"
"2015","BWA","0"
"2016","BWA","0"
"2017","BWA","0"
"2018","BWA","0"
"2019","BWA","0"
"2020","BWA","0"
"2021","BWA","0"
"2022","BWA","0"
"2023","BWA",
"1965","BFA",
"1966","BFA",
"1967","BFA",
"1968","BFA",
"1969","BFA",
"1970","BFA",
"1971","BFA",
"1972","BFA",
"1973","BFA",
"1974","BFA",
"1975","BFA",
"1976","BFA",
"1977","BFA",
"1978","BFA",
"1979","BFA",
"1980","BFA",
"1981","BFA",
"1982","BFA",
"1983","BFA",
"1984","BFA",
"1985","BFA",
"1986","BFA",
"1987","BFA",
"1988","BFA",
"1989","BFA",
"1990","BFA",
"1991","BFA",
"1992","BFA",
"1993","BFA",
"1994","BFA",
"1995","BFA",
"1996","BFA",
"1997","BFA",
"1998","BFA",
"1999","BFA",
"2000","BFA","0"
"2001","BFA","0"
"2002","BFA","0"
"2003","BFA","0"
"2004","BFA","0"
"2005","BFA","0"
"2006","BFA","0"
"2007","BFA","0"
"2008","BFA","0"
"2009","BFA","0"
"2010","BFA","0"
"2011","BFA","0"
"2012","BFA","0"
"2013","BFA","0"
"2014","BFA","0"
"2015","BFA","0"
"2016","BFA","0"
"2017","BFA","0"
"2018","BFA","0"
"2019","BFA","0"
"2020","BFA","0"
"2021","BFA","0"
"2022","BFA","0"
"2023","BFA",
"1965","BDI",
"1966","BDI",
"1967","BDI",
"1968","BDI",
"1969","BDI",
"1970","BDI",
"1971","BDI",
"1972","BDI",
"1973","BDI",
"1974","BDI",
"1975","BDI",
"1976","BDI",
"1977","BDI",
"1978","BDI",
"1979","BDI",
"1980","BDI",
"1981","BDI",
"1982","BDI",
"1983","BDI",
"1984","BDI",
"1985","BDI",
"1986","BDI",
"1987","BDI",
"1988","BDI",
"1989","BDI",
"1990","BDI",
"1991","BDI",
"1992","BDI",
"1993","BDI",
"1994","BDI",
"1995","BDI",
"1996","BDI",
"1997","BDI",
"1998","BDI",
"1999","BDI",
"2000","BDI","0"
"2001","BDI","0"
"2002","BDI","0"
"2003","BDI","0"
"2004","BDI","0"
"2005","BDI","0"
"2006","BDI","0"
"2007","BDI","0"
"2008","BDI","0"
"2009","BDI","0"
"2010","BDI","0"
"2011","BDI","0"
"2012","BDI","0"
"2013","BDI","0"
"2014","BDI","0"
"2015","BDI","0"
"2016","BDI","0"
"2017","BDI","0"
"2018","BDI","0"
"2019","BDI","0"
"2020","BDI","0"
"2021","BDI","0"
"2022","BDI","0"
"2023","BDI",
"1965","KHM",
"1966","KHM",
"1967","KHM",
"1968","KHM",
"1969","KHM",
"1970","KHM",
"1971","KHM",
"1972","KHM",
"1973","KHM",
"1974","KHM",
"1975","KHM",
"1976","KHM",
"1977","KHM",
"1978","KHM",
"1979","KHM",
"1980","KHM",
"1981","KHM",
"1982","KHM",
"1983","KHM",
"1984","KHM",
"1985","KHM",
"1986","KHM",
"1987","KHM",
"1988","KHM",
"1989","KHM",
"1990","KHM",
"1991","KHM",
"1992","KHM",
"1993","KHM",
"1994","KHM",
"1995","KHM",
"1996","KHM",
"1997","KHM",
"1998","KHM",
"1999","KHM",
"2000","KHM","0"
"2001","KHM","0"
"2002","KHM","0"
"2003","KHM","0"
"2004","KHM","0"
"2005","KHM","0"
"2006","KHM","0"
"2007","KHM","0"
"2008","KHM","0"
"2009","KHM","0"
"2010","KHM","0"
"2011","KHM","0"
"2012","KHM","0"
"2013","KHM","0"
"2014","KHM","0"
"2015","KHM","0"
"2016","KHM","0"
"2017","KHM","0"
"2018","KHM","0"
"2019","KHM","0"
"2020","KHM","0"
"2021","KHM","0"
"2022","KHM","0"
"2023","KHM",
"1965","CMR",
"1966","CMR",
"1967","CMR",
"1968","CMR",
"1969","CMR",
"1970","CMR",
"1971","CMR",
"1972","CMR",
"1973","CMR",
"1974","CMR",
"1975","CMR",
"1976","CMR",
"1977","CMR",
"1978","CMR",
"1979","CMR",
"1980","CMR",
"1981","CMR",
"1982","CMR",
"1983","CMR",
"1984","CMR",
"1985","CMR",
"1986","CMR",
"1987","CMR",
"1988","CMR",
"1989","CMR",
"1990","CMR",
"1991","CMR",
"1992","CMR",
"1993","CMR",
"1994","CMR",
"1995","CMR",
"1996","CMR",
"1997","CMR",
"1998","CMR",
"1999","CMR",
"2000","CMR","0"
"2001","CMR","0"
"2002","CMR","0"
"2003","CMR","0"
"2004","CMR","0"
"2005","CMR","0"
"2006","CMR","0"
"2007","CMR","0"
"2008","CMR","0"
"2009","CMR","0"
"2010","CMR","0"
"2011","CMR","0"
"2012","CMR","0"
"2013","CMR","0"
"2014","CMR","0"
"2015","CMR","0"
"2016","CMR","0"
"2017","CMR","0"
"2018","CMR","0"
"2019","CMR","0"
"2020","CMR","0"
"2021","CMR","0"
"2022","CMR","0"
"2023","CMR",
"1965","CPV",
"1966","CPV",
"1967","CPV",
"1968","CPV",
"1969","CPV",
"1970","CPV",
"1971","CPV",
"1972","CPV",
"1973","CPV",
"1974","CPV",
"1975","CPV",
"1976","CPV",
"1977","CPV",
"1978","CPV",
"1979","CPV",
"1980","CPV",
"1981","CPV",
"1982","CPV",
"1983","CPV",
"1984","CPV",
"1985","CPV",
"1986","CPV",
"1987","CPV",
"1988","CPV",
"1989","CPV",
"1990","CPV",
"1991","CPV",
"1992","CPV",
"1993","CPV",
"1994","CPV",
"1995","CPV",
"1996","CPV",
"1997","CPV",
"1998","CPV",
"1999","CPV",
"2000","CPV","0"
"2001","CPV","0"
"2002","CPV","0"
"2003","CPV","0"
"2004","CPV","0"
"2005","CPV","0"
"2006","CPV","0"
"2007","CPV","0"
"2008","CPV","0"
"2009","CPV","0"
"2010","CPV","0"
"2011","CPV","0"
"2012","CPV","0"
"2013","CPV","0"
"2014","CPV","0"
"2015","CPV","0"
"2016","CPV","0"
"2017","CPV","0"
"2018","CPV","0"
"2019","CPV","0"
"2020","CPV","0"
"2021","CPV","0"
"2022","CPV","0"
"2023","CPV",
"1965","URY",
"1966","URY",
"1967","URY",
"1968","URY",
"1969","URY",
"1970","URY",
"1971","URY",
"1972","URY",
"1973","URY",
"1974","URY",
"1975","URY",
"1976","URY",
"1977","URY",
"1978","URY",
"1979","URY",
"1980","URY",
"1981","URY",
"1982","URY",
"1983","URY",
"1984","URY",
"1985","URY",
"1986","URY",
"1987","URY",
"1988","URY",
"1989","URY",
"1990","URY",
