"anio","iso3","valor_en_kwh_por_dolar"
"1994","LAO","0.40933502"
"1995","LAO","0.4493566"
"1996","LAO","0.47587729"
"1997","LAO","0.44787475"
"1998","LAO","0.5445072"
"1999","LAO","0.5954007"
"2000","LAO","0.928218"
"2001","LAO","0.9259996"
"2002","LAO","0.8634354"
"2003","LAO","0.7867609"
"2004","LAO","0.75707954"
"2005","LAO","0.81396544"
"2006","LAO","0.9233533"
"2007","LAO","0.760695"
"2008","LAO","0.793755"
"2009","LAO","0.76944554"
"2010","LAO","1.1165053"
"2011","LAO","1.3499234"
"2012","LAO","1.3045669"
"2013","LAO","1.4243221"
"2014","LAO","1.3457761"
"2015","LAO","1.8380919"
"2016","LAO","2.9207792"
"2017","LAO","2.7735662"
"2018","LAO","2.7172847"
"2019","LAO","2.6731112"
"2020","LAO","2.8311486"
"2021","LAO","2.6591358"
"1965","LAO",
"1966","LAO",
"1967","LAO",
"1968","LAO",
"1969","LAO",
"1970","LAO",
"1971","LAO",
"1972","LAO",
"1973","LAO",
"1974","LAO",
"1975","LAO",
"1976","LAO",
"1977","LAO",
"1978","LAO",
"1979","LAO",
"2022","LAO",
"1980","LVA",
"1981","LVA",
"1982","LVA",
"1983","LVA",
"1984","LVA",
"1985","LVA","2.857128"
"1986","LVA","2.5862744"
"1987","LVA","2.3692138"
"1988","LVA","2.1463814"
"1989","LVA","2.0357034"
"1990","LVA","2.053796"
"1991","LVA","2.1819396"
"1992","LVA","2.3190136"
"1993","LVA","2.2746491"
"1994","LVA","2.1737375"
"1995","LVA","2.063121"
"1996","LVA","1.8895473"
"1997","LVA","1.7600725"
"1998","LVA","1.8120137"
"1999","LVA","1.5105847"
"2000","LVA","1.4125704"
"2001","LVA","1.4398272"
"2002","LVA","1.3667378"
"2003","LVA","1.2545166"
"2004","LVA","1.3120704"
"2005","LVA","1.2310745"
"2006","LVA","1.0515131"
"2007","LVA","0.99345297"
"2008","LVA","1.045806"
"2009","LVA","1.1657335"
"2010","LVA","1.3842897"
"2011","LVA","1.1707518"
"2012","LVA","1.1338587"
"2013","LVA","1.0697974"
"2014","LVA","0.96702325"
"2015","LVA","0.9536588"
"2016","LVA","0.99304074"
"2017","LVA","1.0579464"
"2018","LVA","0.9048901"
"2019","LVA","0.907991"
"2020","LVA","0.8459742"
"2021","LVA","0.8436634"
"1965","LVA",
"1966","LVA",
"1967","LVA",
"1968","LVA",
"1969","LVA",
"1970","LVA",
"1971","LVA",
"1972","LVA",
"1973","LVA",
"1974","LVA",
"1975","LVA",
"1976","LVA",
"1977","LVA",
"1978","LVA",
"1979","LVA",
"2022","LVA","0.7740697"
"1980","LBN","2.1275613"
"1981","LBN","2.0235078"
"1982","LBN","3.124586"
"1983","LBN","2.675684"
"1984","LBN","1.8062569"
"1985","LBN","1.7172569"
"1986","LBN","1.7933775"
"1987","LBN","1.6379256"
"1988","LBN","2.0866008"
"1989","LBN","2.9164891"
"1990","LBN","2.1482706"
"1991","LBN","2.4750814"
"1992","LBN","2.3438091"
"1993","LBN","2.658261"
"1994","LBN","2.6807208"
"1995","LBN","2.6128664"
"1996","LBN","2.549224"
"1997","LBN","2.8889341"
"1998","LBN","2.7218752"
"1999","LBN","2.7106671"
"2000","LBN","2.3385599"
"2001","LBN","2.3153393"
"2002","LBN","2.1833131"
"2003","LBN","2.0695155"
"2004","LBN","1.8533974"
"2005","LBN","1.6681234"
"2006","LBN","1.4707216"
"2007","LBN","1.1514657"
"2008","LBN","1.3162205"
"2009","LBN","1.4304543"
"2010","LBN","1.2372625"
"2011","LBN","1.1976079"
"2012","LBN","1.3072784"
"2013","LBN","1.2553152"
"2014","LBN","1.2622752"
"2015","LBN","1.3864851"
"2016","LBN","1.4043283"
"2017","LBN","1.48648"
"2018","LBN","1.4289979"
"2019","LBN","1.5565188"
"2020","LBN","2.0457144"
"2021","LBN","2.0743158"
"1965","LBN",
"1966","LBN",
"1967","LBN",
"1968","LBN",
"1969","LBN",
"1970","LBN",
"1971","LBN",
"1972","LBN",
"1973","LBN",
"1974","LBN",
"1975","LBN",
"1976","LBN",
"1977","LBN",
"1978","LBN",
"1979","LBN",
"2022","LBN",
"1980","LSO","0.27688396"
"1981","LSO","0.27330145"
"1982","LSO","0.26402834"
"1983","LSO","0.25967932"
"1984","LSO","0.24903063"
"1985","LSO","0.26413986"
"1986","LSO","0.2635341"
"1987","LSO","0.26263666"
"1988","LSO","0.16212827"
"1989","LSO","0.22781782"
"1990","LSO","0.27456024"
"1991","LSO","0.27846846"
"1992","LSO","0.27590802"
"1993","LSO","0.28208748"
"1994","LSO","0.30548358"
"1995","LSO","0.31033584"
"1996","LSO","0.3036472"
"1997","LSO","0.29466748"
"1998","LSO","0.25694278"
"1999","LSO","0.3725513"
"2000","LSO","0.6550672"
"2001","LSO","0.65165275"
"2002","LSO","0.6815451"
"2003","LSO","0.67803675"
"2004","LSO","0.68053746"
"2005","LSO","0.79911536"
"2006","LSO","0.8329328"
"2007","LSO","0.98335385"
"2008","LSO","0.8635993"
"2009","LSO","0.97683305"
"2010","LSO","0.99031115"
"2011","LSO","0.8720235"
"2012","LSO","0.8760754"
"2013","LSO","0.8552979"
"2014","LSO","0.846345"
"2015","LSO","0.8037538"
"2016","LSO","0.8476365"
"2017","LSO","0.941182"
"2018","LSO","0.9463431"
"2019","LSO","0.97509134"
"2020","LSO","1.0201622"
"2021","LSO","1.0332788"
"1965","LSO",
"1966","LSO",
"1967","LSO",
"1968","LSO",
"1969","LSO",
"1970","LSO",
"1971","LSO",
"1972","LSO",
"1973","LSO",
"1974","LSO",
"1975","LSO",
"1976","LSO",
"1977","LSO",
"1978","LSO",
"1979","LSO",
"2022","LSO",
"1980","LBR","1.2037119"
"1981","LBR","1.1577783"
"1982","LBR","1.1432886"
"1983","LBR","1.181284"
"1984","LBR","1.061517"
"1985","LBR","1.096344"
"1986","LBR","0.8766124"
"1987","LBR","0.67487484"
"1988","LBR","0.8169173"
"1989","LBR","0.6639669"
"1990","LBR","0.65261436"
"1991","LBR","0.45239982"
"1992","LBR","0.7717695"
"1993","LBR","1.3409178"
"1994","LBR","1.8100184"
"1995","LBR","1.9985679"
"1996","LBR","1.9524682"
"1997","LBR","0.9975343"
"1998","LBR","0.8405402"
"1999","LBR","0.7216527"
"2000","LBR","0.68336433"
"2001","LBR","0.6301119"
"2002","LBR","0.497525"
"2003","LBR","0.85736924"
"2004","LBR","1.0336992"
"2005","LBR","1.1673759"
"2006","LBR","1.1125352"
"2007","LBR","0.992502"
"2008","LBR","0.8017909"
"2009","LBR","0.68800217"
"2010","LBR","1.0328485"
"2011","LBR","1.1478142"
"2012","LBR","1.1774182"
"2013","LBR","0.963161"
"2014","LBR","1.260392"
"2015","LBR","1.260335"
"2016","LBR","1.4482279"
"2017","LBR","1.2146385"
"2018","LBR","1.3545644"
"2019","LBR","1.3860852"
"2020","LBR","1.3626915"
"2021","LBR","1.3694327"
"1965","LBR",
"1966","LBR",
"1967","LBR",
"1968","LBR",
"1969","LBR",
"1970","LBR",
"1971","LBR",
"1972","LBR",
"1973","LBR",
"1974","LBR",
"1975","LBR",
"1976","LBR",
"1977","LBR",
"1978","LBR",
"1979","LBR",
"2022","LBR",
"1980","LBY","4.3942485"
"1981","LBY","4.8681507"
"1982","LBY","4.6824784"
"1983","LBY","5.16676"
"1984","LBY","5.446921"
"1985","LBY","5.523356"
"1986","LBY","6.510852"
"1987","LBY","7.839174"
"1988","LBY","7.4515924"
"1989","LBY","7.1805015"
"1990","LBY","7.308551"
"1991","LBY","6.122125"
"1992","LBY","5.449393"
"1993","LBY","5.4441166"
"1994","LBY","5.1240745"
"1995","LBY","5.078327"
"1996","LBY","4.8689857"
"1997","LBY","4.515284"
"1998","LBY","4.17471"
"1999","LBY","3.4655666"
"2000","LBY","4.2603354"
"2001","LBY","3.958648"
"2002","LBY","3.8293693"
"2003","LBY","3.0935144"
"2004","LBY","2.8123884"
"2005","LBY","2.4436474"
"2006","LBY","1.9453634"
"2007","LBY","1.7006521"
"2008","LBY","1.4209096"
"2009","LBY","1.5099511"
"2010","LBY","1.4057715"
"2011","LBY","2.1843188"
"2012","LBY","1.4567839"
"2013","LBY","1.9107409"
"2014","LBY","2.4248543"
"2015","LBY","1.9460846"
"2016","LBY","1.933661"
"2017","LBY","1.6468713"
"2018","LBY","1.5721984"
"2019","LBY","1.8384103"
"2020","LBY","2.2823482"
"2021","LBY","1.8154355"
"1965","LBY",
"1966","LBY",
"1967","LBY",
"1968","LBY",
"1969","LBY",
"1970","LBY",
"1971","LBY",
"1972","LBY",
"1973","LBY",
"1974","LBY",
"1975","LBY",
"1976","LBY",
"1977","LBY",
"1978","LBY",
"1979","LBY",
"2022","LBY",
"1980","LTU",
"1981","LTU",
"1982","LTU",
"1983","LTU",
"1984","LTU",
"1985","LTU","3.7912242"
"1986","LTU","3.3703752"
"1987","LTU","3.456765"
"1988","LTU","3.3598506"
"1989","LTU","3.6712446"
"1990","LTU","3.9573114"
"1991","LTU","4.4667416"
"1992","LTU","3.5190718"
"1993","LTU","3.3273134"
"1994","LTU","3.1904767"
"1995","LTU","3.3760889"
"1996","LTU","3.4944055"
"1997","LTU","2.9755569"
"1998","LTU","2.9699075"
"1999","LTU","2.4852867"
"2000","LTU","2.1271582"
"2001","LTU","2.3355408"
"2002","LTU","2.3348331"
"2003","LTU","2.2152061"
"2004","LTU","2.0939615"
"2005","LTU","1.773538"
"2006","LTU","1.5770109"
"2007","LTU","1.5541902"
"2008","LTU","1.4995165"
"2009","LTU","1.6318011"
"2010","LTU","1.172691"
"2011","LTU","1.1519915"
"2012","LTU","1.111014"
"2013","LTU","0.9916779"
"2014","LTU","0.92392576"
"2015","LTU","0.94648755"
"2016","LTU","0.94091314"
"2017","LTU","0.9507121"
"2018","LTU","0.9428573"
"2019","LTU","0.9020265"
"2020","LTU","0.8949549"
"2021","LTU","0.84270895"
"1965","LTU",
"1966","LTU",
"1967","LTU",
"1968","LTU",
"1969","LTU",
"1970","LTU",
"1971","LTU",
"1972","LTU",
"1973","LTU",
"1974","LTU",
"1975","LTU",
"1976","LTU",
"1977","LTU",
"1978","LTU",
"1979","LTU",
"2022","LTU","0.7506608"
"1980","LUX","4.285151"
"1981","LUX","3.6280622"
"1982","LUX","3.4140086"
"1983","LUX","3.0991206"
"1984","LUX","3.1443007"
"1985","LUX","3.137058"
"1986","LUX","2.846335"
"1987","LUX","2.628806"
"1988","LUX","2.440395"
"1989","LUX","2.5518715"
"1990","LUX","2.6428726"
"1991","LUX","2.624129"
"1992","LUX","2.5938454"
"1993","LUX","2.529855"
"1994","LUX","2.3502483"
"1995","LUX","2.0235364"
"1996","LUX","2.0637884"
"1997","LUX","1.9175673"
"1998","LUX","1.7526623"
"1999","LUX","1.7125553"
"2000","LUX","1.6959205"
"2001","LUX","1.780733"
"2002","LUX","1.8817632"
"2003","LUX","1.9486452"
"2004","LUX","2.1400547"
"2005","LUX","2.1128635"
"2006","LUX","1.9821602"
"2007","LUX","1.781552"
"2008","LUX","1.7989845"
"2009","LUX","1.8065541"
"2010","LUX","1.8206229"
"2011","LUX","1.734744"
"2012","LUX","1.676242"
"2013","LUX","1.5481164"
"2014","LUX","1.4617251"
"2015","LUX","1.3892622"
"2016","LUX","1.3056926"
"2017","LUX","1.3462535"
"2018","LUX","1.3922907"
"2019","LUX","1.3858461"
"2020","LUX","1.1963918"
"2021","LUX","1.2163597"
"1965","LUX","7.005096"
"1966","LUX","6.634013"
"1967","LUX","6.518392"
"1968","LUX","6.7668495"
"1969","LUX","6.6318507"
"1970","LUX","6.7707195"
"1971","LUX","6.340472"
"1972","LUX","6.133998"
"1973","LUX","6.003532"
"1974","LUX","5.8500175"
"1975","LUX","5.201483"
"1976","LUX","5.0811486"
"1977","LUX","4.669385"
"1978","LUX","4.667012"
"1979","LUX","4.687984"
"2022","LUX","1.0814931"
"1980","MDG","0.3777434"
"1981","MDG","0.3684058"
"1982","MDG","0.34514773"
"1983","MDG","0.4408525"
"1984","MDG","0.45796585"
"1985","MDG","0.4747888"
"1986","MDG","0.33447084"
"1987","MDG","0.45299724"
"1988","MDG","0.48600158"
"1989","MDG","0.35102573"
"1990","MDG","0.33357292"
"1991","MDG","0.36458182"
"1992","MDG","0.3855313"
"1993","MDG","0.3776054"
"1994","MDG","0.40603316"
"1995","MDG","0.41423234"
"1996","MDG","0.41235483"
"1997","MDG","0.40237552"
"1998","MDG","0.3891966"
"1999","MDG","0.36851865"
"2000","MDG","0.49273098"
"2001","MDG","0.45122337"
"2002","MDG","0.39339083"
"2003","MDG","0.45349926"
"2004","MDG","0.46331656"
"2005","MDG","0.4232947"
"2006","MDG","0.39111125"
"2007","MDG","0.3877318"
"2008","MDG","0.37904698"
"2009","MDG","0.34694222"
"2010","MDG","0.36260453"
"2011","MDG","0.3962112"
"2012","MDG","0.45426401"
"2013","MDG","0.4658481"
"2014","MDG","0.4895751"
"2015","MDG","0.51915646"
"2016","MDG","0.5233739"
"2017","MDG","0.4616904"
"2018","MDG","0.4306634"
"2019","MDG","0.49534848"
"2020","MDG","0.36055413"
"2021","MDG","0.39626834"
"1965","MDG",
"1966","MDG",
"1967","MDG",
"1968","MDG",
"1969","MDG",
"1970","MDG",
"1971","MDG",
"1972","MDG",
"1973","MDG",
"1974","MDG",
"1975","MDG",
"1976","MDG",
"1977","MDG",
"1978","MDG",
"1979","MDG",
"2022","MDG",
"1980","MWI","0.56424296"
"1981","MWI","0.62108785"
"1982","MWI","0.58207875"
"1983","MWI","0.5200134"
"1984","MWI","0.49417874"
"1985","MWI","0.5062353"
"1986","MWI","0.49860165"
"1987","MWI","0.50949836"
"1988","MWI","0.49750233"
"1989","MWI","0.53387046"
"1990","MWI","0.57322097"
"1991","MWI","0.6043102"
"1992","MWI","0.6633077"
"1993","MWI","0.5925693"
"1994","MWI","0.7026974"
"1995","MWI","0.6442014"
"1996","MWI","0.59459627"
"1997","MWI","0.56166315"
"1998","MWI","0.5901018"
"1999","MWI","0.56318367"
"2000","MWI","0.6038423"
"2001","MWI","0.618596"
"2002","MWI","0.6014167"
"2003","MWI","0.59924126"
"2004","MWI","0.6078263"
"2005","MWI","0.5743413"
"2006","MWI","0.5685263"
"2007","MWI","0.51867074"
"2008","MWI","0.5521422"
"2009","MWI","0.4769054"
"2010","MWI","0.53884566"
"2011","MWI","0.521047"
"2012","MWI","0.5134607"
"2013","MWI","0.49620312"
"2014","MWI","0.48319632"
"2015","MWI","0.45224702"
"2016","MWI","0.46578598"
"2017","MWI","0.461527"
"2018","MWI","0.42221117"
"2019","MWI","0.40782335"
"2020","MWI","0.38837868"
"2021","MWI","0.3522481"
"1965","MWI",
"1966","MWI",
"1967","MWI",
"1968","MWI",
"1969","MWI",
"1970","MWI",
"1971","MWI",
"1972","MWI",
"1973","MWI",
"1974","MWI",
"1975","MWI",
"1976","MWI",
"1977","MWI",
"1978","MWI",
"1979","MWI",
"2022","MWI",
"1980","MYS","1.5780602"
"1981","MYS","1.5234871"
"1982","MYS","1.5398445"
"1983","MYS","1.6666086"
"1984","MYS","1.6666467"
"1985","MYS","1.6687223"
"1986","MYS","1.808663"
"1987","MYS","1.7715307"
"1988","MYS","1.7117375"
"1989","MYS","1.7520404"
"1990","MYS","1.6829522"
"1991","MYS","1.9128683"
"1992","MYS","1.968047"
"1993","MYS","1.78621"
"1994","MYS","1.7226135"
"1995","MYS","1.702194"
"1996","MYS","1.7140807"
"1997","MYS","1.8383775"
"1998","MYS","1.8925561"
"1999","MYS","1.8930361"
"2000","MYS","1.998858"
"2001","MYS","2.0191848"
"2002","MYS","1.9993151"
"2003","MYS","2.034827"
"2004","MYS","2.0463593"
"2005","MYS","2.08884"
"2006","MYS","1.9780011"
"2007","MYS","1.9646493"
"2008","MYS","1.9219621"
"2009","MYS","1.8693514"
"2010","MYS","1.7769022"
"2011","MYS","1.7026976"
"2012","MYS","1.7660428"
"2013","MYS","1.7653723"
"2014","MYS","1.6820048"
"2015","MYS","1.6267172"
"2016","MYS","1.6385621"
"2017","MYS","1.56907"
"2018","MYS","1.5233523"
"2019","MYS","1.4966013"
"2020","MYS","1.5259854"
"2021","MYS","1.575885"
"1965","MYS","1.1924468"
"1966","MYS","1.314067"
"1967","MYS","1.3875626"
"1968","MYS","1.3188418"
"1969","MYS","1.3685178"
"1970","MYS","1.2242081"
"1971","MYS","1.2736151"
"1972","MYS","1.3190967"
"1973","MYS","1.2140528"
"1974","MYS","1.1453865"
"1975","MYS","1.1717612"
"1976","MYS","1.1635821"
"1977","MYS","1.2583183"
"1978","MYS","1.5366795"
"1979","MYS","1.6344134"
"2022","MYS","1.5309211"
"1980","MLI","0.26019472"
"1981","MLI","0.3466383"
"1982","MLI","0.29423144"
"1983","MLI","0.28910428"
"1984","MLI","0.281624"
"1985","MLI","0.29727212"
"1986","MLI","0.23144718"
"1987","MLI","0.25804135"
"1988","MLI","0.1651945"
"1989","MLI","0.2552242"
"1990","MLI","0.25756285"
"1991","MLI","0.24199201"
"1992","MLI","0.26786485"
"1993","MLI","0.2634262"
"1994","MLI","0.2572515"
"1995","MLI","0.2529"
"1996","MLI","0.24698946"
"1997","MLI","0.2416962"
"1998","MLI","0.24269775"
"1999","MLI","0.23083495"
"2000","MLI","0.3525085"
"2001","MLI","0.31246334"
"2002","MLI","0.29659447"
"2003","MLI","0.27516502"
"2004","MLI","0.28441086"
"2005","MLI","0.29858688"
"2006","MLI","0.33787432"
"2007","MLI","0.3874417"
"2008","MLI","0.44491026"
"2009","MLI","0.5418622"
"2010","MLI","0.5864496"
"2011","MLI","0.62854964"
"2012","MLI","0.67399025"
"2013","MLI","0.6782708"
"2014","MLI","0.70812297"
"2015","MLI","0.72925943"
"2016","MLI","0.8750768"
"2017","MLI","0.9035477"
"2018","MLI","0.89734197"
"2019","MLI","0.8751687"
"2020","MLI","0.8485316"
"2021","MLI","0.8688916"
"1965","MLI",
"1966","MLI",
"1967","MLI",
"1968","MLI",
"1969","MLI",
"1970","MLI",
"1971","MLI",
"1972","MLI",
"1973","MLI",
"1974","MLI",
"1975","MLI",
"1976","MLI",
"1977","MLI",
"1978","MLI",
"1979","MLI",
"2022","MLI",
"1980","MLT","1.6977142"
"1981","MLT","1.8062459"
"1982","MLT","1.8742737"
"1983","MLT","1.3377792"
"1984","MLT","1.8721642"
"1985","MLT","1.2555062"
"1986","MLT","1.5805051"
"1987","MLT","1.6955526"
"1988","MLT","1.7451723"
"1989","MLT","1.6617886"
"1990","MLT","1.7025403"
"1991","MLT","1.7018892"
"1992","MLT","1.7093052"
"1993","MLT","1.7236913"
"1994","MLT","1.7448056"
"1995","MLT","1.5879259"
"1996","MLT","1.5876745"
"1997","MLT","1.6088092"
"1998","MLT","1.6022418"
"1999","MLT","1.6960415"
"2000","MLT","2.3248682"
"2001","MLT","2.5432162"
"2002","MLT","2.4092672"
"2003","MLT","2.7293303"
"2004","MLT","2.8521528"
"2005","MLT","2.3431783"
"2006","MLT","2.3508043"
"2007","MLT","2.461306"
"2008","MLT","2.4655974"
"2009","MLT","2.6928477"
"2010","MLT","3.1035764"
"2011","MLT","2.9085886"
"2012","MLT","2.663864"
"2013","MLT","2.3974493"
"2014","MLT","2.2795627"
"2015","MLT","2.275915"
"2016","MLT","2.44719"
"2017","MLT","2.5140607"
"2018","MLT","2.4714668"
"2019","MLT","2.406874"
"2020","MLT","2.425217"
"2021","MLT","2.2865543"
"1965","MLT",
"1966","MLT",
"1967","MLT",
"1968","MLT",
"1969","MLT",
"1970","MLT",
"1971","MLT",
"1972","MLT",
"1973","MLT",
"1974","MLT",
"1975","MLT",
"1976","MLT",
"1977","MLT",
"1978","MLT",
"1979","MLT",
"2022","MLT",
"1980","MRT","1.0212867"
"1981","MRT","0.94099087"
"1982","MRT","1.0309371"
"1983","MRT","1.0078208"
"1984","MRT","1.5134202"
"1985","MRT","1.4557014"
"1986","MRT","0.79077035"
"1987","MRT","1.0670263"
"1988","MRT","1.3581828"
"1989","MRT","1.5067712"
"1990","MRT","1.3686503"
"1991","MRT","1.3639873"
"1992","MRT","4.2354975"
"1993","MRT","3.9072986"
"1994","MRT","3.6420867"
"1995","MRT","3.70966"
"1996","MRT","3.3255768"
"1997","MRT","3.398343"
"1998","MRT","3.2520375"
"1999","MRT","2.9848166"
"2000","MRT","1.042834"
"2001","MRT","1.0448395"
"2002","MRT","1.0920581"
"2003","MRT","1.0569831"
"2004","MRT","1.0526689"
"2005","MRT","0.98789024"
"2006","MRT","0.7927306"
"2007","MRT","0.852969"
"2008","MRT","1.0166601"
"2009","MRT","0.9995701"
"2010","MRT","0.92809564"
"2011","MRT","0.93756944"
"2012","MRT","0.9791499"
"2013","MRT","0.84239894"
"2014","MRT","0.9459982"
"2015","MRT","0.9469222"
"2016","MRT","0.8770838"
"2017","MRT","1.2423888"
"2018","MRT","1.2701811"
"2019","MRT","1.260996"
"2020","MRT","1.2230078"
"2021","MRT","1.257408"
"1965","MRT",
"1966","MRT",
"1967","MRT",
"1968","MRT",
"1969","MRT",
"1970","MRT",
"1971","MRT",
"1972","MRT",
"1973","MRT",
"1974","MRT",
"1975","MRT",
"1976","MRT",
"1977","MRT",
"1978","MRT",
"1979","MRT",
"2022","MRT",
"1980","MUS","0.592182"
"1981","MUS","0.49590892"
"1982","MUS","0.46743515"
"1983","MUS","0.48323205"
"1984","MUS","0.49786642"
"1985","MUS","0.49787253"
"1986","MUS","0.56374997"
"1987","MUS","0.45223582"
"1988","MUS","0.5660484"
"1989","MUS","0.6296249"
"1990","MUS","0.6514148"
"1991","MUS","0.64493364"
"1992","MUS","0.7388406"
"1993","MUS","0.7213757"
"1994","MUS","0.7020099"
"1995","MUS","0.7327929"
"1996","MUS","0.71077794"
"1997","MUS","0.6908672"
"1998","MUS","0.6814079"
"1999","MUS","0.74553835"
"2000","MUS","0.948969"
"2001","MUS","0.953308"
"2002","MUS","0.93743"
"2003","MUS","0.9211764"
"2004","MUS","0.9263302"
"2005","MUS","0.99308664"
"2006","MUS","1.006944"
"2007","MUS","1.0063074"
"2008","MUS","1.0010366"
"2009","MUS","0.9563246"
"2010","MUS","1.0103486"
"2011","MUS","1.0190182"
"2012","MUS","0.9912503"
"2013","MUS","0.9738988"
"2014","MUS","0.9667396"
"2015","MUS","0.9668956"
"2016","MUS","0.96778095"
"2017","MUS","1.0215586"
"2018","MUS","1.0367177"
"2019","MUS","1.0483125"
"2020","MUS","1.0373482"
"2021","MUS","1.0281168"
"1965","MUS",
"1966","MUS",
"1967","MUS",
"1968","MUS",
"1969","MUS",
"1970","MUS",
"1971","MUS",
"1972","MUS",
"1973","MUS",
"1974","MUS",
"1975","MUS",
"1976","MUS",
"1977","MUS",
"1978","MUS",
"1979","MUS",
"2022","MUS",
"1980","MEX","1.335535"
"1981","MEX","1.3590566"
"1982","MEX","1.4235418"
"1983","MEX","1.4577329"
"1984","MEX","1.4723978"
"1985","MEX","1.5101777"
"1986","MEX","1.5115392"
"1987","MEX","1.5330071"
"1988","MEX","1.5235885"
"1989","MEX","1.5451577"
"1990","MEX","1.6016363"
"1991","MEX","1.5693022"
"1992","MEX","1.5343049"
"1993","MEX","1.4971588"
"1994","MEX","1.5052991"
"1995","MEX","1.570508"
"1996","MEX","1.5206524"
"1997","MEX","1.4465753"
"1998","MEX","1.4237694"
"1999","MEX","1.3808042"
"2000","MEX","1.3642304"
"2001","MEX","1.3420614"
"2002","MEX","1.3485811"
"2003","MEX","1.3323472"
"2004","MEX","1.3423232"
"2005","MEX","1.4151474"
"2006","MEX","1.3564129"
"2007","MEX","1.3154123"
"2008","MEX","1.3396897"
"2009","MEX","1.3714207"
"2010","MEX","1.2962315"
"2011","MEX","1.2936287"
"2012","MEX","1.2618884"
"2013","MEX","1.243038"
"2014","MEX","1.2011036"
"2015","MEX","1.1497747"
"2016","MEX","1.1482921"
"2017","MEX","1.1434976"
"2018","MEX","1.1043853"
"2019","MEX","1.0936357"
"2020","MEX","1.0978701"
"2021","MEX","1.1247379"
"1965","MEX","1.1326088"
"1966","MEX","1.1216433"
"1967","MEX","1.0755692"
"1968","MEX","1.0824466"
"1969","MEX","1.1169165"
"1970","MEX","1.1138834"
"1971","MEX","1.1296828"
"1972","MEX","1.1559675"
"1973","MEX","1.1582729"
"1974","MEX","1.20915"
"1975","MEX","1.225247"
"1976","MEX","1.2529528"
"1977","MEX","1.2826036"
"1978","MEX","1.3261904"
"1979","MEX","1.3377972"
"2022","MEX","1.1919467"
"1980","MDA",
"1981","MDA",
"1982","MDA",
"1983","MDA",
"1984","MDA",
"1985","MDA",
"1986","MDA",
"1987","MDA",
"1988","MDA",
"1989","MDA",
"1990","MDA",
"1991","MDA",
"1992","MDA","2.5502384"
"1993","MDA","1.9580604"
"1994","MDA","2.0172808"
"1995","MDA","2.1318135"
"1996","MDA","2.637142"
"1997","MDA","2.9054673"
"1998","MDA","2.9434345"
"1999","MDA","2.5328567"
"2000","MDA","2.6246698"
"2001","MDA","2.46292"
"2002","MDA","2.5616133"
"2003","MDA","2.7163386"
"2004","MDA","2.4051666"
"2005","MDA","2.4936392"
"2006","MDA","2.564251"
"2007","MDA","2.2059524"
"2008","MDA","2.1512194"
"2009","MDA","2.099583"
"2010","MDA","1.9747636"
"2011","MDA","1.8242087"
"2012","MDA","2.5095599"
"2013","MDA","2.264179"
"2014","MDA","2.0625358"
"2015","MDA","1.8497784"
"2016","MDA","1.7705495"
"2017","MDA","1.727672"
"2018","MDA","1.7695364"
"2019","MDA","1.736734"
"2020","MDA","1.8206776"
"2021","MDA","1.9419199"
"1965","MDA",
"1966","MDA",
"1967","MDA",
"1968","MDA",
"1969","MDA",
"1970","MDA",
"1971","MDA",
"1972","MDA",
"1973","MDA",
"1974","MDA",
"1975","MDA",
"1976","MDA",
"1977","MDA",
"1978","MDA",
"1979","MDA",
"2022","MDA",
"1980","MNG","16.282377"
"1981","MNG","12.701059"
"1982","MNG","14.643946"
"1983","MNG","14.062339"
"1984","MNG","13.140625"
"1985","MNG","14.598548"
"1986","MNG","14.523199"
"1987","MNG","14.66488"
"1988","MNG","14.675732"
"1989","MNG","13.362236"
"1990","MNG","12.681001"
"1991","MNG","13.818632"
"1992","MNG","13.011792"
"1993","MNG","11.737012"
"1994","MNG","10.193971"
"1995","MNG","8.716545"
"1996","MNG","8.357621"
"1997","MNG","7.002855"
"1998","MNG","6.560862"
"1999","MNG","6.0965424"
"2000","MNG","6.0011096"
"2001","MNG","5.548631"
"2002","MNG","5.385953"
"2003","MNG","4.55645"
"2004","MNG","3.8553143"
"2005","MNG","3.554732"
"2006","MNG","3.3621385"
"2007","MNG","3.0524955"
"2008","MNG","2.6413813"
"2009","MNG","2.5829432"
"2010","MNG","2.257448"
"2011","MNG","1.9096512"
"2012","MNG","1.8270725"
"2013","MNG","1.7367642"
"2014","MNG","1.576555"
"2015","MNG","1.5326324"
"2016","MNG","1.5984619"
"2017","MNG","1.6682642"
"2018","MNG","1.7083255"
"2019","MNG","1.7844893"
"2020","MNG","1.599236"
"2021","MNG","1.7583638"
"1965","MNG",
"1966","MNG",
"1967","MNG",
"1968","MNG",
"1969","MNG",
"1970","MNG",
"1971","MNG",
"1972","MNG",
"1973","MNG",
"1974","MNG",
"1975","MNG",
"1976","MNG",
"1977","MNG",
"1978","MNG",
"1979","MNG",
"2022","MNG",
"1980","MNE",
"1981","MNE",
"1982","MNE",
"1983","MNE",
"1984","MNE",
"1985","MNE",
"1986","MNE",
"1987","MNE",
"1988","MNE",
"1989","MNE",
"1990","MNE",
"1991","MNE",
"1992","MNE",
"1993","MNE",
"1994","MNE",
"1995","MNE",
"1996","MNE",
"1997","MNE",
"1998","MNE",
"1999","MNE",
"2000","MNE",
"2001","MNE",
"2002","MNE",
"2003","MNE",
