"anio","iso3","valor_en_gco2_por_kwh"
"1997","FRO",
"1998","FRO",
"1999","FRO",
"2000","FJI","240.00002"
"2001","FJI","215.18988"
"2002","FJI","240.96385"
"2003","FJI","344.8276"
"2004","FJI","329.54544"
"2005","FJI","359.55057"
"2006","FJI","355.55554"
"2007","FJI","235.95505"
"2008","FJI","238.09523"
"2009","FJI","265.06024"
"2010","FJI","340.90912"
"2011","FJI","305.88235"
"2012","FJI","244.18604"
"2013","FJI","261.36365"
"2014","FJI","362.63736"
"2015","FJI","365.5914"
"2016","FJI","305.26312"
"2017","FJI","343.13724"
"2018","FJI","298.07693"
"2019","FJI","309.0909"
"2020","FJI","274.5098"
"2021","FJI","277.22772"
"2022","FJI","288.46158"
"2023","FJI",
"1990","FJI",
"1991","FJI",
"1992","FJI",
"1993","FJI",
"1994","FJI",
"1995","FJI",
"1996","FJI",
"1997","FJI",
"1998","FJI",
"1999","FJI",
"2000","FIN","246.67714"
"2001","FIN","284.7549"
"2002","FIN","316.07047"
"2003","FIN","371.26245"
"2004","FIN","325.2563"
"2005","FIN","230.72563"
"2006","FIN","335.64227"
"2007","FIN","308.98117"
"2008","FIN","246.15388"
"2009","FIN","276.02"
"2010","FIN","314.73215"
"2011","FIN","268.16324"
"2012","FIN","215.16827"
"2013","FIN","257.50772"
"2014","FIN","226.28488"
"2015","FIN","181.89767"
"2016","FIN","199.41818"
"2017","FIN","185.87086"
"2018","FIN","192.93748"
"2019","FIN","171.11208"
"2020","FIN","130.1271"
"2021","FIN","135.48746"
"2022","FIN","130.23512"
"2023","FIN","79.158325"
"1990","FIN","281.6409"
"1991","FIN","276.225"
"1992","FIN","244.54071"
"1993","FIN","278.2509"
"1994","FIN","336.17798"
"1995","FIN","303.75003"
"1996","FIN","350.5988"
"1997","FIN","318.4778"
"1998","FIN","250.17828"
"1999","FIN","262.7485"
"2000","FRA","79.76566"
"2001","FRA","68.632515"
"2002","FRA","75.21224"
"2003","FRA","80.85776"
"2004","FRA","77.18524"
"2005","FRA","85.532555"
"2006","FRA","76.57324"
"2007","FRA","80.11177"
"2008","FRA","76.03443"
"2009","FRA","75.59514"
"2010","FRA","78.56178"
"2011","FRA","74.38934"
"2012","FRA","77.59258"
"2013","FRA","76.273544"
"2014","FRA","52.14827"
"2015","FRA","59.117588"
"2016","FRA","68.557625"
"2017","FRA","78.2143"
"2018","FRA","59.937843"
"2019","FRA","59.834198"
"2020","FRA","59.083496"
"2021","FRA","59.76878"
"2022","FRA","78.81113"
"2023","FRA","56.03859"
"1990","FRA","104.24478"
"1991","FRA","121.68584"
"1992","FRA","101.888596"
"1993","FRA","68.750404"
"1994","FRA","67.27434"
"1995","FRA","73.455795"
"1996","FRA","79.22566"
"1997","FRA","70.85779"
"1998","FRA","96.752525"
"1999","FRA","87.365746"
"2000","GUF","86.95652"
"2001","GUF","216.66666"
"2002","GUF","238.09525"
"2003","GUF","343.28357"
"2004","GUF","275.3623"
"2005","GUF","277.77777"
"2006","GUF","186.66667"
"2007","GUF","229.72974"
"2008","GUF","233.76625"
"2009","GUF","382.71603"
"2010","GUF","294.11765"
"2011","GUF","267.44186"
"2012","GUF","211.1111"
"2013","GUF","277.77777"
"2014","GUF","268.8172"
"2015","GUF","284.21054"
"2016","GUF","311.82794"
"2017","GUF","223.40424"
"2018","GUF","244.68085"
"2019","GUF","343.75"
"2020","GUF","323.23233"
"2021","GUF","217.82178"
"2022","GUF",
"2023","GUF",
"1990","GUF",
"1991","GUF",
"1992","GUF",
"1993","GUF",
"1994","GUF",
"1995","GUF",
"1996","GUF",
"1997","GUF",
"1998","GUF",
"1999","GUF",
"2000","PYF","463.4146"
"2001","PYF","499.99997"
"2002","PYF","478.26086"
"2003","PYF","446.80847"
"2004","PYF","444.44443"
"2005","PYF","431.37253"
"2006","PYF","415.09436"
"2007","PYF","418.18182"
"2008","PYF","421.0526"
"2009","PYF","413.7931"
"2010","PYF","443.03796"
"2011","PYF","472.97296"
"2012","PYF","472.22223"
"2013","PYF","500.00003"
"2014","PYF","470.58823"
"2015","PYF","470.58823"
"2016","PYF","455.88235"
"2017","PYF","449.27536"
"2018","PYF","470.58823"
"2019","PYF","450.70422"
"2020","PYF","441.17648"
"2021","PYF","442.85715"
"2022","PYF","442.85715"
"2023","PYF",
"1990","PYF",
"1991","PYF",
"1992","PYF",
"1993","PYF",
"1994","PYF",
"1995","PYF",
"1996","PYF",
"1997","PYF",
"1998","PYF",
"1999","PYF",
"2000","GAB","305.3435"
"2001","GAB","307.14285"
"2002","GAB","306.12244"
"2003","GAB","326.7974"
"2004","GAB","333.3333"
"2005","GAB","375.79614"
"2006","GAB","337.3494"
"2007","GAB","404.62427"
"2008","GAB","403.3149"
"2009","GAB","398.9071"
"2010","GAB","445.59586"
"2011","GAB","492.61084"
"2012","GAB","481.48148"
"2013","GAB","454.54547"
"2014","GAB","497.48743"
"2015","GAB","476.41513"
"2016","GAB","525.1141"
"2017","GAB","495.5357"
"2018","GAB","475.77097"
"2019","GAB","484.7162"
"2020","GAB","491.59662"
"2021","GAB","482.906"
"2022","GAB","491.59662"
"2023","GAB",
"1990","GAB",
"1991","GAB",
"1992","GAB",
"1993","GAB",
"1994","GAB",
"1995","GAB",
"1996","GAB",
"1997","GAB",
"1998","GAB",
"1999","GAB",
"2000","GMB","692.3078"
"2001","GMB","666.6666"
"2002","GMB","666.6666"
"2003","GMB","647.0588"
"2004","GMB","684.2105"
"2005","GMB","650"
"2006","GMB","636.36365"
"2007","GMB","652.17395"
"2008","GMB","666.6667"
"2009","GMB","666.6667"
"2010","GMB","640"
"2011","GMB","640"
"2012","GMB","640"
"2013","GMB","640"
"2014","GMB","640"
"2015","GMB","642.8572"
"2016","GMB","666.6666"
"2017","GMB","645.16125"
"2018","GMB","666.6666"
"2019","GMB","652.17395"
"2020","GMB","666.6667"
"2021","GMB","660"
"2022","GMB","666.6667"
"2023","GMB",
"1990","GMB",
"1991","GMB",
"1992","GMB",
"1993","GMB",
"1994","GMB",
"1995","GMB",
"1996","GMB",
"1997","GMB",
"1998","GMB",
"1999","GMB",
"2000","GEO","152.17392"
"2001","GEO","146.80232"
"2002","GEO","65.36857"
"2003","GEO","77.46479"
"2004","GEO","100.583084"
"2005","GEO","111.11111"
"2006","GEO","200.80322"
"2007","GEO","148.23529"
"2008","GEO","116.94511"
"2009","GEO","94.837944"
"2010","GEO","65.32663"
"2011","GEO","157.68463"
"2012","GEO","177.75468"
"2013","GEO","131.26253"
"2014","GEO","143.82896"
"2015","GEO","157.2093"
"2016","GEO","141.86249"
"2017","GEO","141.60838"
"2018","GEO","128.73755"
"2019","GEO","167.7909"
"2020","GEO","175.62726"
"2021","GEO","136.8671"
"2022","GEO","167.01755"
"2023","GEO","167.59389"
"1990","GEO",
"1991","GEO",
"1992","GEO",
"1993","GEO",
"1994","GEO",
"1995","GEO",
"1996","GEO",
"1997","GEO",
"1998","GEO",
"1999","GEO",
"2000","DEU","573.1259"
"2001","DEU","565.4472"
"2002","DEU","569.5662"
"2003","DEU","569.95496"
"2004","DEU","554.6588"
"2005","DEU","546.27124"
"2006","DEU","536.16315"
"2007","DEU","551.78265"
"2008","DEU","525.40765"
"2009","DEU","521.5491"
"2010","DEU","516.637"
"2011","DEU","529.6695"
"2012","DEU","534.16364"
"2013","DEU","538.0267"
"2014","DEU","521.6808"
"2015","DEU","503.59064"
"2016","DEU","498.3009"
"2017","DEU","469.71103"
"2018","DEU","454.54538"
"2019","DEU","392.49112"
"2020","DEU","355.6595"
"2021","DEU","394.53833"
"2022","DEU","420.05743"
"2023","DEU","380.95047"
"1990","DEU","622.1923"
"1991","DEU","628.1855"
"1992","DEU","605.09204"
"1993","DEU","607.7547"
"1994","DEU","604.2798"
"1995","DEU","596.3409"
"1996","DEU","591.303"
"1997","DEU","575.26953"
"1998","DEU","587.008"
"1999","DEU","566.3881"
"2000","GHA","79.49791"
"2001","GHA","126.76057"
"2002","GHA","221.45804"
"2003","GHA","241.4966"
"2004","GHA","103.33333"
"2005","GHA","132.04749"
"2006","GHA","237.18712"
"2007","GHA","321.83908"
"2008","GHA","189.90387"
"2009","GHA","173.37808"
"2010","GHA","230.23715"
"2011","GHA","253.75774"
"2012","GHA","251.0288"
"2013","GHA","266.35873"
"2014","GHA","269.11316"
"2015","GHA","369.4158"
"2016","GHA","410.0228"
"2017","GHA","407.51883"
"2018","GHA","421.86453"
"2019","GHA","416.76306"
"2020","GHA","459.19922"
"2021","GHA","478.2609"
"2022","GHA","484.00003"
"2023","GHA",
"1990","GHA",
"1991","GHA",
"1992","GHA",
"1993","GHA",
"1994","GHA",
"1995","GHA",
"1996","GHA",
"1997","GHA",
"1998","GHA",
"1999","GHA",
"2000","GIB","692.3078"
"2001","GIB","692.3078"
"2002","GIB","692.3078"
"2003","GIB","692.3078"
"2004","GIB","642.8572"
"2005","GIB","642.8572"
"2006","GIB","666.6666"
"2007","GIB","687.5"
"2008","GIB","647.0588"
"2009","GIB","647.0588"
"2010","GIB","666.6666"
"2011","GIB","647.0588"
"2012","GIB","666.6666"
"2013","GIB","684.2105"
"2014","GIB","650"
"2015","GIB","636.36365"
"2016","GIB","666.6667"
"2017","GIB","666.6667"
"2018","GIB","636.36365"
"2019","GIB","636.36365"
"2020","GIB","571.4285"
"2021","GIB","565.21735"
"2022","GIB","600.00006"
"2023","GIB",
"1990","GIB",
"1991","GIB",
"1992","GIB",
"1993","GIB",
"1994","GIB",
"1995","GIB",
"1996","GIB",
"1997","GIB",
"1998","GIB",
"1999","GIB",
"2000","GRC","822.81836"
"2001","GRC","845.64136"
"2002","GRC","827.5862"
"2003","GRC","790.3282"
"2004","GRC","786.15594"
"2005","GRC","782.5643"
"2006","GRC","743.141"
"2007","GRC","776.9231"
"2008","GRC","758.92566"
"2009","GRC","747.0998"
"2010","GRC","707.29553"
"2011","GRC","725.06415"
"2012","GRC","704.0561"
"2013","GRC","636.6862"
"2014","GRC","667.87585"
"2015","GRC","603.52594"
"2016","GRC","571.5082"
"2017","GRC","579.74457"
"2018","GRC","545.14355"
"2019","GRC","496.97598"
"2020","GRC","423.06885"
"2021","GRC","383.11206"
"2022","GRC","376.6712"
"2023","GRC","336.57352"
"1990","GRC","884.21045"
"1991","GRC","838.5906"
"1992","GRC","870.5115"
"1993","GRC","877.02094"
"1994","GRC","875.8121"
"1995","GRC","848.8031"
"1996","GRC","835.191"
"1997","GRC","850.5022"
"1998","GRC","850.76587"
"1999","GRC","819.79956"
"2000","GRL","275.86206"
"2001","GRL","285.7143"
"2002","GRL","290.3226"
"2003","GRL","290.3226"
"2004","GRL","272.7273"
"2005","GRL","264.7059"
"2006","GRL","285.7143"
"2007","GRL","305.55554"
"2008","GRL","297.2973"
"2009","GRL","268.29266"
"2010","GRL","219.5122"
"2011","GRL","177.77777"
"2012","GRL","177.77777"
"2013","GRL","152.17392"
"2014","GRL","145.83333"
"2015","GRL","137.2549"
"2016","GRL","124.99999"
"2017","GRL","180.00002"
"2018","GRL","185.18518"
"2019","GRL","188.67926"
"2020","GRL","158.73015"
"2021","GRL","158.73015"
"2022","GRL","178.57143"
"2023","GRL",
"1990","GRL",
"1991","GRL",
"1992","GRL",
"1993","GRL",
"1994","GRL",
"1995","GRL",
"1996","GRL",
"1997","GRL",
"1998","GRL",
"1999","GRL",
"2000","GRD","692.3078"
"2001","GRD","642.8572"
"2002","GRD","666.6666"
"2003","GRD","687.5"
"2004","GRD","642.8572"
"2005","GRD","666.6666"
"2006","GRD","647.0588"
"2007","GRD","666.6666"
"2008","GRD","684.2105"
"2009","GRD","650"
"2010","GRD","666.6667"
"2011","GRD","650"
"2012","GRD","650"
"2013","GRD","650"
"2014","GRD","650"
"2015","GRD","666.6667"
"2016","GRD","636.36365"
"2017","GRD","652.17395"
"2018","GRD","652.17395"
"2019","GRD","666.6667"
"2020","GRD","636.36365"
"2021","GRD","652.17395"
"2022","GRD","640"
"2023","GRD",
"1990","GRD",
"1991","GRD",
"1992","GRD",
"1993","GRD",
"1994","GRD",
"1995","GRD",
"1996","GRD",
"1997","GRD",
"1998","GRD",
"1999","GRD",
"2000","GLP","672.13116"
"2001","GLP","666.6667"
"2002","GLP","654.1354"
"2003","GLP","659.4203"
"2004","GLP","636.36365"
"2005","GLP","620"
"2006","GLP","633.98694"
"2007","GLP","625"
"2008","GLP","621.118"
"2009","GLP","613.49695"
"2010","GLP","641.6185"
"2011","GLP","648.8096"
"2012","GLP","633.72095"
"2013","GLP","614.94257"
"2014","GLP","603.44824"
"2015","GLP","596.5909"
"2016","GLP","610.1695"
"2017","GLP","596.5909"
"2018","GLP","584.79535"
"2019","GLP","569.76746"
"2020","GLP","547.05884"
"2021","GLP","500"
"2022","GLP",
"2023","GLP",
"1990","GLP",
"1991","GLP",
"1992","GLP",
"1993","GLP",
"1994","GLP",
"1995","GLP",
"1996","GLP",
"1997","GLP",
"1998","GLP",
"1999","GLP",
"2000","GUM","659.7938"
"2001","GUM","656.4103"
"2002","GUM","656.97675"
"2003","GUM","657.30334"
"2004","GUM","659.57446"
"2005","GUM","657.8947"
"2006","GUM","656.08466"
"2007","GUM","659.57446"
"2008","GUM","659.57446"
"2009","GUM","657.75397"
"2010","GUM","657.75397"
"2011","GUM","657.60876"
"2012","GUM","657.30334"
"2013","GUM","655.1724"
"2014","GUM","658.82355"
"2015","GUM","649.1228"
"2016","GUM","632.1839"
"2017","GUM","638.4181"
"2018","GUM","630.05786"
"2019","GUM","632.1839"
"2020","GUM","629.4118"
"2021","GUM","626.4368"
"2022","GUM","622.8572"
"2023","GUM",
"1990","GUM",
"1991","GUM",
"1992","GUM",
"1993","GUM",
"1994","GUM",
"1995","GUM",
"1996","GUM",
"1997","GUM",
"1998","GUM",
"1999","GUM",
"2000","GTM","374.613"
"2001","GTM","426.44873"
"2002","GTM","454.955"
"2003","GTM","393.63245"
"2004","GTM","389.40808"
"2005","GTM","358.2734"
"2006","GTM","368.4879"
"2007","GTM","389.90826"
"2008","GTM","355.99075"
"2009","GTM","405.16272"
"2010","GTM","316.74207"
"2011","GTM","315.06845"
"2012","GTM","295.94016"
"2013","GTM","301.3834"
"2014","GTM","300.75186"
"2015","GTM","368.8451"
"2016","GTM","371.8381"
"2017","GTM","312.8039"
"2018","GTM","336.49634"
"2019","GTM","356.50226"
"2020","GTM","264.40408"
"2021","GTM","323.96564"
"2022","GTM","328.26752"
"2023","GTM",
"1990","GTM",
"1991","GTM",
"1992","GTM",
"1993","GTM",
"1994","GTM",
"1995","GTM",
"1996","GTM",
"1997","GTM",
"1998","GTM",
"1999","GTM",
"2000","GIN","333.33334"
"2001","GIN","291.66666"
"2002","GIN","287.1287"
"2003","GIN","360.46512"
"2004","GIN","266.66666"
"2005","GIN","265.82275"
"2006","GIN","260.27396"
"2007","GIN","217.94873"
"2008","GIN","246.91357"
"2009","GIN","237.49998"
"2010","GIN","174.60316"
"2011","GIN","181.81818"
"2012","GIN","232.87672"
"2013","GIN","184.61537"
"2014","GIN","281.69012"
"2015","GIN","157.89474"
"2016","GIN","229.81366"
"2017","GIN","220.33897"
"2018","GIN","335.57047"
"2019","GIN","253.65852"
"2020","GIN","202.31213"
"2021","GIN","229.99998"
"2022","GIN","236.84212"
"2023","GIN",
"1990","GIN",
"1991","GIN",
"1992","GIN",
"1993","GIN",
"1994","GIN",
"1995","GIN",
"1996","GIN",
"1997","GIN",
"1998","GIN",
"1999","GIN",
"2000","GNB","666.6667"
"2001","GNB","500"
"2002","GNB","500"
"2003","GNB","500"
"2004","GNB","666.6667"
"2005","GNB","666.6667"
"2006","GNB","666.6667"
"2007","GNB","666.6667"
"2008","GNB","666.6667"
"2009","GNB","666.6667"
"2010","GNB","666.6667"
"2011","GNB","666.6667"
"2012","GNB","666.6667"
"2013","GNB","500"
"2014","GNB","666.6667"
"2015","GNB","666.6667"
"2016","GNB","625"
"2017","GNB","625"
"2018","GNB","625"
"2019","GNB","625"
"2020","GNB","625"
"2021","GNB","625"
"2022","GNB","625"
"2023","GNB",
"1990","GNB",
"1991","GNB",
"1992","GNB",
"1993","GNB",
"1994","GNB",
"1995","GNB",
"1996","GNB",
"1997","GNB",
"1998","GNB",
"1999","GNB",
"2000","GUY","655.55554"
"2001","GUY","652.17395"
"2002","GUY","652.17395"
"2003","GUY","646.34143"
"2004","GUY","651.1628"
"2005","GUY","646.1538"
"2006","GUY","651.5152"
"2007","GUY","642.8571"
"2008","GUY","647.8873"
"2009","GUY","650.6024"
"2010","GUY","655.1724"
"2011","GUY","648.3516"
"2012","GUY","648.9362"
"2013","GUY","645.8333"
"2014","GUY","642.8571"
"2015","GUY","649.99994"
"2016","GUY","648.14813"
"2017","GUY","645.4545"
"2018","GUY","646.0177"
"2019","GUY","640.3509"
"2020","GUY","646.0177"
"2021","GUY","640.3509"
"2022","GUY","640.3509"
"2023","GUY",
"1990","GUY",
"1991","GUY",
"1992","GUY",
"1993","GUY",
"1994","GUY",
"1995","GUY",
"1996","GUY",
"1997","GUY",
"1998","GUY",
"1999","GUY",
"2000","HTI","333.33337"
"2001","HTI","355.9322"
"2002","HTI","363.63635"
"2003","HTI","358.49057"
"2004","HTI","363.63635"
"2005","HTI","363.63635"
"2006","HTI","368.42102"
"2007","HTI","434.7826"
"2008","HTI","408.16327"
"2009","HTI","478.87326"
"2010","HTI","500.00003"
"2011","HTI","575.75757"
"2012","HTI","536.3636"
"2013","HTI","571.42865"
"2014","HTI","601.9417"
"2015","HTI","611.65045"
"2016","HTI","611.11115"
"2017","HTI","575.4718"
"2018","HTI","538.4616"
"2019","HTI","556.60376"
"2020","HTI","575.4718"
"2021","HTI","572.8155"
"2022","HTI","567.3077"
"2023","HTI",
"1990","HTI",
"1991","HTI",
"1992","HTI",
"1993","HTI",
"1994","HTI",
"1995","HTI",
"1996","HTI",
"1997","HTI",
"1998","HTI",
"1999","HTI",
"2000","HND","263.73627"
"2001","HND","345.26855"
"2002","HND","404.81924"
"2003","HND","405.98288"
"2004","HND","455.42633"
"2005","HND","452.07953"
"2006","HND","429.5302"
"2007","HND","426.07315"
"2008","HND","421.29633"
"2009","HND","371.7201"
"2010","HND","361.11108"
"2011","HND","382.8648"
"2012","HND","380.10205"
"2013","HND","393.42267"
"2014","HND","410.84338"
"2015","HND","386.33936"
"2016","HND","364.10785"
"2017","HND","307.06244"
"2018","HND","273.08838"
"2019","HND","335.13513"
"2020","HND","318.90875"
"2021","HND","282.11804"
"2022","HND","282.26477"
"2023","HND",
"1990","HND",
"1991","HND",
"1992","HND",
"1993","HND",
"1994","HND",
"1995","HND",
"1996","HND",
"1997","HND",
"1998","HND",
"1999","HND",
"2000","HKG","792.3865"
"2001","HKG","796.3535"
"2002","HKG","807.18665"
"2003","HKG","866.4974"
"2004","HKG","829.41974"
"2005","HKG","835.0703"
"2006","HKG","828.7493"
"2007","HKG","847.2221"
"2008","HKG","825.46796"
"2009","HKG","837.13104"
"2010","HKG","799.8954"
"2011","HKG","838.33716"
"2012","HKG","812.09454"
"2013","HKG","854.3964"
"2014","HKG","860.5938"
"2015","HKG","814.8442"
"2016","HKG","815.3201"
"2017","HKG","810.5036"
"2018","HKG","790.2652"
"2019","HKG","776.6649"
"2020","HKG","691.78467"
"2021","HKG","699.3552"
"2022","HKG","699.49915"
"2023","HKG",
"1990","HKG",
"1991","HKG",
"1992","HKG",
"1993","HKG",
"1994","HKG",
"1995","HKG",
"1996","HKG",
"1997","HKG",
"1998","HKG",
"1999","HKG",
"2000","HUN","450.9804"
"2001","HUN","439.0445"
"2002","HUN","432.36514"
"2003","HUN","468.79575"
"2004","HUN","431.32602"
"2005","HUN","382.65738"
"2006","HUN","389.95816"
"2007","HUN","385.8859"
"2008","HUN","376.06198"
"2009","HUN","343.91534"
"2010","HUN","341.0064"
"2011","HUN","341.19934"
"2012","HUN","332.75568"
"2013","HUN","317.47604"
"2014","HUN","300.10205"
"2015","HUN","299.04385"
"2016","HUN","300.1882"
"2017","HUN","290.70474"
"2018","HUN","284.5554"
"2019","HUN","266.04434"
"2020","HUN","257.44562"
"2021","HUN","238.50417"
"2022","HUN","228.74722"
"2023","HUN","204.18994"
"1990","HUN","414.55695"
"1991","HUN","416.8892"
"1992","HUN","442.86615"
"1993","HUN","453.96536"
"1994","HUN","445.40573"
"1995","HUN","450.02942"
"1996","HUN","451.69562"
"1997","HUN","459.03955"
"1998","HUN","462.6344"
"1999","HUN","466.29657"
"2000","ISL","26.281206"
"2001","ISL","25.125628"
"2002","ISL","26.347303"
"2003","ISL","27.251186"
"2004","ISL","26.932085"
"2005","ISL","26.713125"
"2006","ISL","27.411167"
"2007","ISL","27.754416"
"2008","ISL","26.927784"
"2009","ISL","27.528429"
"2010","ISL","27.479092"
"2011","ISL","27.299704"
"2012","ISL","27.761711"
"2013","ISL","27.793217"
"2014","ISL","28.089888"
"2015","ISL","27.493261"
"2016","ISL","27.517887"
"2017","ISL","27.26796"
"2018","ISL","28.440832"
"2019","ISL","28.40909"
"2020","ISL","28.05717"
"2021","ISL","27.84941"
"2022","ISL","27.679918"
"2023","ISL",
"1990","ISL",
"1991","ISL",
"1992","ISL",
"1993","ISL",
"1994","ISL",
"1995","ISL",
"1996","ISL",
"1997","ISL",
"1998","ISL",
"1999","ISL",
"2000","IND","740.0374"
"2001","IND","747.3937"
"2002","IND","755.7575"
"2003","IND","757.99603"
"2004","IND","723.79425"
"2005","IND","734.0317"
"2006","IND","723.023"
"2007","IND","717.8684"
"2008","IND","733.07904"
"2009","IND","743.89276"
"2010","IND","738.8183"
"2011","IND","721.29596"
"2012","IND","741.2075"
"2013","IND","736.66394"
"2014","IND","741.5031"
"2015","IND","745.78326"
"2016","IND","749.1475"
"2017","IND","739.80005"
"2018","IND","735.122"
"2019","IND","714.87573"
"2020","IND","702.42865"
"2021","IND","711.69727"
"2022","IND","705.1314"
"2023","IND","713.4407"
"1990","IND",
"1991","IND",
"1992","IND",
"1993","IND",
"1994","IND",
"1995","IND",
"1996","IND",
"1997","IND",
"1998","IND",
"1999","IND",
"2000","IDN","630.66095"
"2001","IDN","626.03613"
"2002","IDN","643.48895"
"2003","IDN","656.52954"
"2004","IDN","653.7106"
"2005","IDN","650.538"
"2006","IDN","668.1159"
"2007","IDN","663.1402"
"2008","IDN","652.9828"
"2009","IDN","660.5882"
"2010","IDN","636.85516"
"2011","IDN","667.39624"
"2012","IDN","687.49994"
"2013","IDN","682.29865"
"2014","IDN","691.5888"
"2015","IDN","696.2759"
"2016","IDN","689.0313"
"2017","IDN","688.49927"
"2018","IDN","684.06213"
"2019","IDN","693.8126"
"2020","IDN","685.0456"
"2021","IDN","684.219"
"2022","IDN","675.9309"
"2023","IDN",
"1990","IDN",
"1991","IDN",
"1992","IDN",
"1993","IDN",
"1994","IDN",
"1995","IDN",
"1996","IDN",
"1997","IDN",
"1998","IDN",
"1999","IDN",
"2000","IRN","667.44867"
"2001","IRN","667.7639"
"2002","IRN","651.81226"
"2003","IRN","648.9944"
"2004","IRN","641.5581"
"2005","IRN","636.30194"
"2006","IRN","624.7221"
"2007","IRN","630.8586"
"2008","IRN","662.35925"
"2009","IRN","666.832"
"2010","IRN","661.2356"
"2011","IRN","654.06"
"2012","IRN","648.34766"
"2013","IRN","633.6244"
"2014","IRN","644.16064"
"2015","IRN","650.835"
"2016","IRN","642.13324"
"2017","IRN","641.6751"
"2018","IRN","657.9157"
"2019","IRN","607.73303"
"2020","IRN","632.76984"
"2021","IRN","656.5604"
"2022","IRN","665.15375"
"2023","IRN","655.12494"
"1990","IRN",
"1991","IRN",
"1992","IRN",
"1993","IRN",
"1994","IRN",
"1995","IRN",
"1996","IRN",
"1997","IRN",
"1998","IRN",
"1999","IRN",
"2000","IRQ","658.3072"
"2001","IRQ","656.43414"
"2002","IRQ","657.11755"
"2003","IRQ","655.4889"
"2004","IRQ","652.21423"
"2005","IRQ","554.9342"
"2006","IRQ","571.68195"
"2007","IRQ","574.6089"
"2008","IRQ","631.2364"
"2009","IRQ","635.93134"
"2010","IRQ","632.7949"
"2011","IRQ","638.7255"
"2012","IRQ","630.51514"
"2013","IRQ","638.6799"
"2014","IRQ","666.5192"
"2015","IRQ","667.7818"
"2016","IRQ","669.4555"
"2017","IRQ","681.0798"
"2018","IRQ","682.68646"
"2019","IRQ","660.03406"
"2020","IRQ","668.2664"
"2021","IRQ","671.6955"
"2022","IRQ","688.81396"
"2023","IRQ",
"1990","IRQ",
"1991","IRQ",
"1992","IRQ",
"1993","IRQ",
"1994","IRQ",
"1995","IRQ",
"1996","IRQ",
"1997","IRQ",
"1998","IRQ",
"1999","IRQ",
"2000","IRL","632.9381"
"2001","IRL","641.57855"
"2002","IRL","615.7258"
"2003","IRL","595.89044"
"2004","IRL","591.73944"
"2005","IRL","593.4324"
"2006","IRL","560.02954"
"2007","IRL","536.18066"
"2008","IRL","517.56445"
"2009","IRL","487.47314"
"2010","IRL","479.1889"
"2011","IRL","457.0586"
"2012","IRL","484.31155"
"2013","IRL","464.36957"
"2014","IRL","447.63382"
"2015","IRL","441.5121"
"2016","IRL","444.37085"
"2017","IRL","405.74036"
"2018","IRL","364.0777"
"2019","IRL","313.25302"
"2020","IRL","292.8661"
"2021","IRL","353.81693"
"2022","IRL","333.23404"
"2023","IRL","290.805"
"1990","IRL","695.285"
"1991","IRL","692.8236"
"1992","IRL","704.7619"
"1993","IRL","694.5996"
"1994","IRL","687.9094"
"1995","IRL","692.0888"
"1996","IRL","676.20557"
"1997","IRL","668.70233"
"1998","IRL","656.5947"
"1999","IRL","640.42365"
"2000","ISR","794.421"
"2001","ISR","807.50854"
"2002","ISR","811.6484"
"2003","ISR","810.79926"
"2004","ISR","803.72253"
"2005","ISR","796.13245"
"2006","ISR","783.42566"
"2007","ISR","779.32697"
"2008","ISR","758.40814"
"2009","ISR","753.8827"
"2010","ISR","740.7344"
"2011","ISR","744.4631"
"2012","ISR","761.7839"
"2013","ISR","719.8304"
"2014","ISR","705.3894"
"2015","ISR","692.667"
"2016","ISR","662.13995"
"2017","ISR","653.17316"
"2018","ISR","644.2601"
"2019","ISR","635.5063"
"2020","ISR","615.2886"
"2021","ISR","598.1524"
"2022","ISR","582.9271"
"2023","ISR",
"1990","ISR",
"1991","ISR",
"1992","ISR",
"1993","ISR",
"1994","ISR",
"1995","ISR",
"1996","ISR",
"1997","ISR",
"1998","ISR",
"1999","ISR",
"2000","ITA","501.66705"
"2001","ITA","498.67596"
"2002","ITA","523.0786"
"2003","ITA","523.24725"
"2004","ITA","510.9802"
"2005","ITA","510.16528"
"2006","ITA","506.75696"
"2007","ITA","504.7522"
"2008","ITA","485.50888"
"2009","ITA","458.58368"
"2010","ITA","446.41473"
"2011","ITA","445.52063"
"2012","ITA","438.1033"
"2013","ITA","398.85327"
"2014","ITA","379.2355"
"2015","ITA","398.60562"
"2016","ITA","389.5086"
"2017","ITA","392.75568"
"2018","ITA","366.8112"
"2019","ITA","351.28802"
"2020","ITA","334.27258"
"2021","ITA","339.27637"
"2022","ITA","378.44693"
"2023","ITA","330.71823"
"1990","ITA","564.25055"
"1991","ITA","533.7637"
"1992","ITA","527.214"
"1993","ITA","517.5662"
"1994","ITA","517.8142"
"1995","ITA","541.64386"
"1996","ITA","525.377"
"1997","ITA","519.8377"
"1998","ITA","519.7508"
"1999","ITA","500.86792"
"2000","JAM","633.678"
"2001","JAM","642.1208"
"2002","JAM","645.1149"
"2003","JAM","643.45404"
"2004","JAM","639.99994"
"2005","JAM","637.2156"
"2006","JAM","636"
"2007","JAM","628.7129"
"2008","JAM","619.38525"
"2009","JAM","615.9091"
"2010","JAM","615.7408"
"2011","JAM","607.79816"
"2012","JAM","600.92804"
"2013","JAM","603.7296"
"2014","JAM","600.9389"
"2015","JAM","600.4673"
