"anio","iso3","valor_en_gco2_por_kwh"
"1996","LCA",
"1997","LCA",
"1998","LCA",
"1999","LCA",
"2000","SPM","750"
"2001","SPM","750"
"2002","SPM","750"
"2003","SPM","750"
"2004","SPM","750"
"2005","SPM","750"
"2006","SPM","750"
"2007","SPM","750"
"2008","SPM","750"
"2009","SPM","750"
"2010","SPM","750"
"2011","SPM","750"
"2012","SPM","750"
"2013","SPM","600"
"2014","SPM","600"
"2015","SPM","600"
"2016","SPM","600"
"2017","SPM","600"
"2018","SPM","600"
"2019","SPM","600"
"2020","SPM","600"
"2021","SPM","600"
"2022","SPM","600"
"2023","SPM",
"1990","SPM",
"1991","SPM",
"1992","SPM",
"1993","SPM",
"1994","SPM",
"1995","SPM",
"1996","SPM",
"1997","SPM",
"1998","SPM",
"1999","SPM",
"2000","VCT","500"
"2001","VCT","500"
"2002","VCT","500"
"2003","VCT","545.4545"
"2004","VCT","499.99997"
"2005","VCT","500"
"2006","VCT","538.4616"
"2007","VCT","571.4286"
"2008","VCT","571.4286"
"2009","VCT","571.4286"
"2010","VCT","533.3333"
"2011","VCT","500"
"2012","VCT","533.3333"
"2013","VCT","571.4286"
"2014","VCT","642.8572"
"2015","VCT","600.00006"
"2016","VCT","562.50006"
"2017","VCT","600.00006"
"2018","VCT","600.00006"
"2019","VCT","600.00006"
"2020","VCT","529.4118"
"2021","VCT","529.4118"
"2022","VCT","529.4118"
"2023","VCT",
"1990","VCT",
"1991","VCT",
"1992","VCT",
"1993","VCT",
"1994","VCT",
"1995","VCT",
"1996","VCT",
"1997","VCT",
"1998","VCT",
"1999","VCT",
"2000","WSM","375"
"2001","WSM","300"
"2002","WSM","272.72726"
"2003","WSM","300"
"2004","WSM","363.63635"
"2005","WSM","363.63635"
"2006","WSM","416.66666"
"2007","WSM","416.66666"
"2008","WSM","363.63635"
"2009","WSM","384.6154"
"2010","WSM","416.66666"
"2011","WSM","384.6154"
"2012","WSM","454.54544"
"2013","WSM","499.99997"
"2014","WSM","538.4616"
"2015","WSM","461.53848"
"2016","WSM","466.6667"
"2017","WSM","437.5"
"2018","WSM","400"
"2019","WSM","437.5"
"2020","WSM","411.7647"
"2021","WSM","400"
"2022","WSM","473.68423"
"2023","WSM",
"1990","WSM",
"1991","WSM",
"1992","WSM",
"1993","WSM",
"1994","WSM",
"1995","WSM",
"1996","WSM",
"1997","WSM",
"1998","WSM",
"1999","WSM",
"2000","STP","333.33334"
"2001","STP","500"
"2002","STP","500"
"2003","STP","500"
"2004","STP","500"
"2005","STP","750"
"2006","STP","600"
"2007","STP","600"
"2008","STP","600"
"2009","STP","499.99997"
"2010","STP","600"
"2011","STP","571.4286"
"2012","STP","625"
"2013","STP","571.4286"
"2014","STP","625"
"2015","STP","600"
"2016","STP","636.36365"
"2017","STP","700"
"2018","STP","700"
"2019","STP","636.36365"
"2020","STP","636.36365"
"2021","STP","636.36365"
"2022","STP","642.8572"
"2023","STP",
"1990","STP",
"1991","STP",
"1992","STP",
"1993","STP",
"1994","STP",
"1995","STP",
"1996","STP",
"1997","STP",
"1998","STP",
"1999","STP",
"2000","SAU","692.3354"
"2001","SAU","697.173"
"2002","SAU","699.6966"
"2003","SAU","698.8834"
"2004","SAU","700.4786"
"2005","SAU","700.1308"
"2006","SAU","697.7739"
"2007","SAU","695.49475"
"2008","SAU","694.809"
"2009","SAU","690.3041"
"2010","SAU","691.4017"
"2011","SAU","691.2599"
"2012","SAU","692.7529"
"2013","SAU","693.0645"
"2014","SAU","692.5655"
"2015","SAU","693.0755"
"2016","SAU","697.2264"
"2017","SAU","699.96716"
"2018","SAU","702.8845"
"2019","SAU","701.7039"
"2020","SAU","703.1504"
"2021","SAU","701.1757"
"2022","SAU","706.7905"
"2023","SAU",
"1990","SAU",
"1991","SAU",
"1992","SAU",
"1993","SAU",
"1994","SAU",
"1995","SAU",
"1996","SAU",
"1997","SAU",
"1998","SAU",
"1999","SAU",
"2000","SEN","644.2953"
"2001","SEN","642.45807"
"2002","SEN","586.5385"
"2003","SEN","566.5236"
"2004","SEN","585.774"
"2005","SEN","596.22644"
"2006","SEN","602.27277"
"2007","SEN","614.2857"
"2008","SEN","611.4865"
"2009","SEN","606.55743"
"2010","SEN","609.9071"
"2011","SEN","607.9028"
"2012","SEN","616.0221"
"2013","SEN","611.5485"
"2014","SEN","617.2249"
"2015","SEN","619.3693"
"2016","SEN","623.4309"
"2017","SEN","608.05084"
"2018","SEN","595.14166"
"2019","SEN","609.9656"
"2020","SEN","562.7063"
"2021","SEN","546.5466"
"2022","SEN","511.59793"
"2023","SEN",
"1990","SEN",
"1991","SEN",
"1992","SEN",
"1993","SEN",
"1994","SEN",
"1995","SEN",
"1996","SEN",
"1997","SEN",
"1998","SEN",
"1999","SEN",
"2000","SRB","688.94366"
"2001","SRB","686.7868"
"2002","SRB","696.97876"
"2003","SRB","742.20557"
"2004","SRB","710.5333"
"2005","SRB","675.7127"
"2006","SRB","711.7018"
"2007","SRB","731.3269"
"2008","SRB","738.82794"
"2009","SRB","723.0488"
"2010","SRB","681.6274"
"2011","SRB","769.11115"
"2012","SRB","739.74457"
"2013","SRB","740.2207"
"2014","SRB","671.7557"
"2015","SRB","731.26135"
"2016","SRB","716.5735"
"2017","SRB","740.82074"
"2018","SRB","696.1518"
"2019","SRB","707.7128"
"2020","SRB","721.7391"
"2021","SRB","653.1519"
"2022","SRB","695.6884"
"2023","SRB","636.06226"
"1990","SRB","772.38434"
"1991","SRB","712.31085"
"1992","SRB","719.8399"
"1993","SRB","719.5836"
"1994","SRB","705.8823"
"1995","SRB","685.1852"
"1996","SRB","634.9062"
"1997","SRB","691.27893"
"1998","SRB","697.47437"
"1999","SRB","629.98096"
"2000","SYC","650"
"2001","SYC","650"
"2002","SYC","652.17395"
"2003","SYC","652.17395"
"2004","SYC","652.17395"
"2005","SYC","666.6666"
"2006","SYC","656.24994"
"2007","SYC","647.0588"
"2008","SYC","647.0588"
"2009","SYC","657.1429"
"2010","SYC","657.8947"
"2011","SYC","650"
"2012","SYC","658.5366"
"2013","SYC","636.36365"
"2014","SYC","644.4444"
"2015","SYC","652.17395"
"2016","SYC","640"
"2017","SYC","647.05884"
"2018","SYC","653.8462"
"2019","SYC","614.0351"
"2020","SYC","576.27124"
"2021","SYC","566.6667"
"2022","SYC","564.5161"
"2023","SYC",
"1990","SYC",
"1991","SYC",
"1992","SYC",
"1993","SYC",
"1994","SYC",
"1995","SYC",
"1996","SYC",
"1997","SYC",
"1998","SYC",
"1999","SYC",
"2000","SLE","555.55554"
"2001","SLE","615.38464"
"2002","SLE","562.50006"
"2003","SLE","600.00006"
"2004","SLE","583.3333"
"2005","SLE","500"
"2006","SLE","600"
"2007","SLE","499.99997"
"2008","SLE","499.99997"
"2009","SLE","499.99997"
"2010","SLE","71.42857"
"2011","SLE","58.82353"
"2012","SLE","222.22223"
"2013","SLE","250"
"2014","SLE","133.33333"
"2015","SLE","187.5"
"2016","SLE","238.09523"
"2017","SLE","260.86957"
"2018","SLE","222.22221"
"2019","SLE","50"
"2020","SLE","50"
"2021","SLE","50"
"2022","SLE","50"
"2023","SLE",
"1990","SLE",
"1991","SLE",
"1992","SLE",
"1993","SLE",
"1994","SLE",
"1995","SLE",
"1996","SLE",
"1997","SLE",
"1998","SLE",
"1999","SLE",
"2000","SGP","617.93494"
"2001","SGP","562.6134"
"2002","SGP","551.0675"
"2003","SGP","536.2401"
"2004","SGP","522.5421"
"2005","SGP","512.8205"
"2006","SGP","507.4702"
"2007","SGP","505.22733"
"2008","SGP","502.03986"
"2009","SGP","501.67465"
"2010","SGP","507.4956"
"2011","SGP","505.86957"
"2012","SGP","493.82187"
"2013","SGP","476.96475"
"2014","SGP","476.47058"
"2015","SGP","476.73032"
"2016","SGP","476.2551"
"2017","SGP","476.66412"
"2018","SGP","476.6849"
"2019","SGP","475.80347"
"2020","SGP","474.46768"
"2021","SGP","475.8917"
"2022","SGP","473.9986"
"2023","SGP","470.7832"
"1990","SGP",
"1991","SGP",
"1992","SGP",
"1993","SGP",
"1994","SGP",
"1995","SGP",
"1996","SGP",
"1997","SGP",
"1998","SGP",
"1999","SGP",
"2000","SVK","250.48734"
"2001","SVK","249.84286"
"2002","SVK","224.98445"
"2003","SVK","256.61716"
"2004","SVK","252.46227"
"2005","SVK","238.67264"
"2006","SVK","230.4"
"2007","SVK","234.82944"
"2008","SVK","223.69337"
"2009","SVK","220.97957"
"2010","SVK","205.0255"
"2011","SVK","214.28572"
"2012","SVK","203.53358"
"2013","SVK","181.75438"
"2014","SVK","172.87137"
"2015","SVK","177.31029"
"2016","SVK","177.23882"
"2017","SVK","183.07803"
"2018","SVK","191.67293"
"2019","SVK","171.21588"
"2020","SVK","158.54086"
"2021","SVK","167.34006"
"2022","SVK","142.04973"
"2023","SVK","116.773544"
"1990","SVK","386.42606"
"1991","SVK","369.74445"
"1992","SVK","390.2754"
"1993","SVK","324.32434"
"1994","SVK","272.0848"
"1995","SVK","321.22586"
"1996","SVK","322.4666"
"1997","SVK","331.07028"
"1998","SVK","320.6374"
"1999","SVK","305.5852"
"2000","SVN","361.4989"
"2001","SVN","367.40332"
"2002","SVN","386.30136"
"2003","SVN","394.79395"
"2004","SVN","364.1126"
"2005","SVN","370.61548"
"2006","SVN","383.85178"
"2007","SVN","388.96274"
"2008","SVN","350.39612"
"2009","SVN","341.67175"
"2010","SVN","353.62854"
"2011","SVN","358.66837"
"2012","SVN","359.48553"
"2013","SVN","336.70886"
"2014","SVN","244.31488"
"2015","SVN","316.89188"
"2016","SVN","325.9396"
"2017","SVN","318.3801"
"2018","SVN","304.59055"
"2019","SVN","298.93015"
"2020","SVN","277.08704"
"2021","SVN","269.40344"
"2022","SVN","257.48505"
"2023","SVN","231.27463"
"1990","SVN","375.40195"
"1991","SVN","325.7457"
"1992","SVN","405.9968"
"1993","SVN","419.2469"
"1994","SVN","384.0186"
"1995","SVN","382.17053"
"1996","SVN","367.0498"
"1997","SVN","386.19122"
"1998","SVN","383.38193"
"1999","SVN","361.99097"
"2000","SLB","666.6667"
"2001","SLB","666.6667"
"2002","SLB","666.6667"
"2003","SLB","666.6667"
"2004","SLB","666.6667"
"2005","SLB","714.2857"
"2006","SLB","714.2857"
"2007","SLB","625"
"2008","SLB","625"
"2009","SLB","625"
"2010","SLB","625"
"2011","SLB","625"
"2012","SLB","625"
"2013","SLB","625"
"2014","SLB","666.6666"
"2015","SLB","666.6666"
"2016","SLB","700"
"2017","SLB","700"
"2018","SLB","700"
"2019","SLB","700"
"2020","SLB","700"
"2021","SLB","700"
"2022","SLB","700"
"2023","SLB",
"1990","SLB",
"1991","SLB",
"1992","SLB",
"1993","SLB",
"1994","SLB",
"1995","SLB",
"1996","SLB",
"1997","SLB",
"1998","SLB",
"1999","SLB",
"2000","SOM","640"
"2001","SOM","653.8462"
"2002","SOM","666.66675"
"2003","SOM","642.8572"
"2004","SOM","642.8572"
"2005","SOM","655.17236"
"2006","SOM","666.6666"
"2007","SOM","645.16125"
"2008","SOM","656.24994"
"2009","SOM","666.6666"
"2010","SOM","666.6666"
"2011","SOM","666.6666"
"2012","SOM","647.0588"
"2013","SOM","657.1429"
"2014","SOM","657.1429"
"2015","SOM","657.1429"
"2016","SOM","638.8889"
"2017","SOM","621.62164"
"2018","SOM","621.62164"
"2019","SOM","621.62164"
"2020","SOM","594.5946"
"2021","SOM","578.9473"
"2022","SOM","578.9473"
"2023","SOM",
"1990","SOM",
"1991","SOM",
"1992","SOM",
"1993","SOM",
"1994","SOM",
"1995","SOM",
"1996","SOM",
"1997","SOM",
"1998","SOM",
"1999","SOM",
"2000","ZAF","799.4019"
"2001","ZAF","806.2351"
"2002","ZAF","802.285"
"2003","ZAF","807.66766"
"2004","ZAF","806.9171"
"2005","ZAF","812.6813"
"2006","ZAF","813.48254"
"2007","ZAF","810.0497"
"2008","ZAF","809.40027"
"2009","ZAF","807.9019"
"2010","ZAF","807.5885"
"2011","ZAF","803.3824"
"2012","ZAF","806.84686"
"2013","ZAF","799.13324"
"2014","ZAF","791.60785"
"2015","ZAF","789.9361"
"2016","ZAF","778.6778"
"2017","ZAF","768.0473"
"2018","ZAF","774.58746"
"2019","ZAF","765.6491"
"2020","ZAF","766.9339"
"2021","ZAF","744.38214"
"2022","ZAF","729.67194"
"2023","ZAF","707.6856"
"1990","ZAF",
"1991","ZAF",
"1992","ZAF",
"1993","ZAF",
"1994","ZAF",
"1995","ZAF",
"1996","ZAF",
"1997","ZAF",
"1998","ZAF",
"1999","ZAF",
"2000","KOR","461.5941"
"2001","KOR","475.28076"
"2002","KOR","472.78696"
"2003","KOR","457.88885"
"2004","KOR","462.61075"
"2005","KOR","449.55966"
"2006","KOR","451.17746"
"2007","KOR","473.6137"
"2008","KOR","477.46326"
"2009","KOR","495.67908"
"2010","KOR","500.6969"
"2011","KOR","497.47186"
"2012","KOR","503.25674"
"2013","KOR","513.5246"
"2014","KOR","495.26257"
"2015","KOR","489.8868"
"2016","KOR","491.6753"
"2017","KOR","512.9509"
"2018","KOR","520.6106"
"2019","KOR","499.31833"
"2020","KOR","461.58514"
"2021","KOR","461.8145"
"2022","KOR","441.6483"
"2023","KOR","430.56708"
"1990","KOR",
"1991","KOR",
"1992","KOR",
"1993","KOR",
"1994","KOR",
"1995","KOR",
"1996","KOR",
"1997","KOR",
"1998","KOR",
"1999","KOR",
"2000","SSD",
"2001","SSD",
"2002","SSD",
"2003","SSD",
"2004","SSD",
"2005","SSD",
"2006","SSD",
"2007","SSD",
"2008","SSD",
"2009","SSD",
"2010","SSD",
"2011","SSD",
"2012","SSD","659.0909"
"2013","SSD","659.57446"
"2014","SSD","666.6667"
"2015","SSD","655.17236"
"2016","SSD","653.8462"
"2017","SSD","666.66675"
"2018","SSD","654.54553"
"2019","SSD","642.8572"
"2020","SSD","642.8572"
"2021","SSD","637.931"
"2022","SSD","629.0322"
"2023","SSD",
"1990","SSD",
"1991","SSD",
"1992","SSD",
"1993","SSD",
"1994","SSD",
"1995","SSD",
"1996","SSD",
"1997","SSD",
"1998","SSD",
"1999","SSD",
"2000","ESP","470.93973"
"2001","ESP","422.534"
"2002","ESP","481.9307"
"2003","ESP","429.26547"
"2004","ESP","449.15225"
"2005","ESP","475.09158"
"2006","ESP","432.7954"
"2007","ESP","438.87894"
"2008","ESP","390.26434"
"2009","ESP","355.04956"
"2010","ESP","288.24716"
"2011","ESP","337.31216"
"2012","ESP","351.14816"
"2013","ESP","286.8969"
"2014","ESP","289.02493"
"2015","ESP","328.5348"
"2016","ESP","282.9331"
"2017","ESP","329.2092"
"2018","ESP","290.8622"
"2019","ESP","246.6731"
"2020","ESP","199.09816"
"2021","ESP","193.53647"
"2022","ESP","217.76645"
"2023","ESP","174.05005"
"1990","ESP","437.285"
"1991","ESP","427.38028"
"1992","ESP","472.5822"
"1993","ESP","443.97888"
"1994","ESP","433.98462"
"1995","ESP","465.74176"
"1996","ESP","385.71674"
"1997","ESP","430.76193"
"1998","ESP","423.7034"
"1999","ESP","483.34387"
"2000","LKA","358.4071"
"2001","LKA","361.31937"
"2002","LKA","410.6628"
"2003","LKA","382.69986"
"2004","LKA","425.2163"
"2005","LKA","408.16327"
"2006","LKA","345.339"
"2007","LKA","402.83398"
"2008","LKA","392.13712"
"2009","LKA","406.4712"
"2010","LKA","318.39404"
"2011","LKA","415.078"
"2012","LKA","495.34286"
"2013","LKA","300.58774"
"2014","LKA","373.48422"
"2015","LKA","418.00156"
"2016","LKA","521.86176"
"2017","LKA","533.9674"
"2018","LKA","433.9378"
"2019","LKA","506.25787"
"2020","LKA","501.58527"
"2021","LKA","403.45648"
"2022","LKA","509.78134"
"2023","LKA",
"1990","LKA",
"1991","LKA",
"1992","LKA",
"1993","LKA",
"1994","LKA",
"1995","LKA",
"1996","LKA",
"1997","LKA",
"1998","LKA",
"1999","LKA",
"2000","SDN","350.3937"
"2001","SDN","343.28357"
"2002","SDN","373.33334"
"2003","SDN","432.27664"
"2004","SDN","447.22223"
"2005","SDN","441.9192"
"2006","SDN","458.06454"
"2007","SDN","467.0543"
"2008","SDN","482.26953"
"2009","SDN","341.9062"
"2010","SDN","137.20317"
"2011","SDN","175.08813"
"2012","SDN","215.78946"
"2013","SDN","147.82608"
"2014","SDN","163.01491"
"2015","SDN","249.80902"
"2016","SDN","303.3631"
"2017","SDN","275.79617"
"2018","SDN","280.4878"
"2019","SDN","254.62393"
"2020","SDN","247.67441"
"2021","SDN","261.5819"
"2022","SDN","263.15787"
"2023","SDN",
"1990","SDN",
"1991","SDN",
"1992","SDN",
"1993","SDN",
"1994","SDN",
"1995","SDN",
"1996","SDN",
"1997","SDN",
"1998","SDN",
"1999","SDN",
"2000","SUR","187.50002"
"2001","SUR","221.15385"
"2002","SUR","284.55283"
"2003","SUR","300"
"2004","SUR","321.6783"
"2005","SUR","355.0296"
"2006","SUR","312.10193"
"2007","SUR","293.3333"
"2008","SUR","291.39072"
"2009","SUR","300.6536"
"2010","SUR","270.40814"
"2011","SUR","228.75816"
"2012","SUR","347.30536"
"2013","SUR","357.95453"
"2014","SUR","467.033"
"2015","SUR","489.2473"
"2016","SUR","379.12085"
"2017","SUR","331.49173"
"2018","SUR","296.08936"
"2019","SUR","326.20325"
"2020","SUR","344.82758"
"2021","SUR","349.28232"
"2022","SUR","349.28232"
"2023","SUR",
"1990","SUR",
"1991","SUR",
"1992","SUR",
"1993","SUR",
"1994","SUR",
"1995","SUR",
"1996","SUR",
"1997","SUR",
"1998","SUR",
"1999","SUR",
"2000","SWE","44.89431"
"2001","SWE","46.782173"
"2002","SWE","56.23722"
"2003","SWE","68.542725"
"2004","SWE","48.033783"
"2005","SWE","43.129578"
"2006","SWE","49.69291"
"2007","SWE","46.02876"
"2008","SWE","47.83189"
"2009","SWE","51.098095"
"2010","SWE","63.72516"
"2011","SWE","52.30237"
"2012","SWE","44.70079"
"2013","SWE","44.69712"
"2014","SWE","40.179737"
"2015","SWE","40.8642"
"2016","SWE","42.979023"
"2017","SWE","42.501373"
"2018","SWE","42.72772"
"2019","SWE","42.33464"
"2020","SWE","38.71047"
"2021","SWE","41.79765"
"2022","SWE","41.067406"
"2023","SWE","40.694878"
"1990","SWE","33.292236"
"1991","SWE","40.8927"
"1992","SWE","46.255054"
"1993","SWE","51.356194"
"1994","SWE","56.622284"
"1995","SWE","53.95198"
"1996","SWE","78.58616"
"1997","SWE","51.80618"
"1998","SWE","49.49934"
"1999","SWE","49.664173"
"2000","CHE","32.214157"
"2001","CHE","31.949331"
"2002","CHE","33.175354"
"2003","CHE","33.363945"
"2004","CHE","33.8187"
"2005","CHE","36.678196"
"2006","CHE","34.765816"
"2007","CHE","32.967033"
"2008","CHE","32.965393"
"2009","CHE","32.698368"
"2010","CHE","34.519302"
"2011","CHE","34.669212"
"2012","CHE","34.63966"
"2013","CHE","34.06609"
"2014","CHE","33.10502"
"2015","CHE","34.357502"
"2016","CHE","37.806873"
"2017","CHE","38.071487"
"2018","CHE","34.54518"
"2019","CHE","33.867085"
"2020","CHE","35.041615"
"2021","CHE","37.083992"
"2022","CHE","36.13297"
"2023","CHE","34.842716"
"1990","CHE",
"1991","CHE",
"1992","CHE",
"1993","CHE",
"1994","CHE",
"1995","CHE",
"1996","CHE",
"1997","CHE",
"1998","CHE",
"1999","CHE",
"2000","SYR","626.5346"
"2001","SYR","632.38586"
"2002","SYR","663.6979"
"2003","SYR","667.7631"
"2004","SYR","630.71185"
"2005","SYR","634.1463"
"2006","SYR","642.47595"
"2007","SYR","642.61707"
"2008","SYR","655.3824"
"2009","SYR","691.7397"
"2010","SYR","696.3825"
"2011","SYR","684.5124"
"2012","SYR","676.1698"
"2013","SYR","662.6937"
"2014","SYR","676.2353"
"2015","SYR","734.5919"
"2016","SYR","703.90753"
"2017","SYR","708.78516"
"2018","SYR","709.18085"
"2019","SYR","707.4137"
"2020","SYR","701.03723"
"2021","SYR","704.2503"
"2022","SYR","701.6607"
"2023","SYR",
"1990","SYR",
"1991","SYR",
"1992","SYR",
"1993","SYR",
"1994","SYR",
"1995","SYR",
"1996","SYR",
"1997","SYR",
"1998","SYR",
"1999","SYR",
"2000","TWN","636.51605"
"2001","TWN","654.3603"
"2002","TWN","654.3781"
"2003","TWN","665.997"
"2004","TWN","663.889"
"2005","TWN","665.31866"
"2006","TWN","669.5679"
"2007","TWN","669.69684"
"2008","TWN","660.06464"
"2009","TWN","657.6831"
"2010","TWN","653.18756"
"2011","TWN","652.28424"
"2012","TWN","649.2651"
"2013","TWN","644.03754"
"2014","TWN","645.4591"
"2015","TWN","650.18976"
"2016","TWN","659.1443"
"2017","TWN","684.67395"
"2018","TWN","672.0984"
"2019","TWN","648.96606"
"2020","TWN","648.0232"
"2021","TWN","652.2321"
"2022","TWN","639.528"
"2023","TWN","642.3775"
"1990","TWN",
"1991","TWN",
"1992","TWN",
"1993","TWN",
"1994","TWN",
"1995","TWN",
"1996","TWN",
"1997","TWN",
"1998","TWN",
"1999","TWN",
"2000","TJK","32.30337"
"2001","TJK","30.576788"
"2002","TJK","28.75817"
"2003","TJK","29.678984"
"2004","TJK","29.108551"
"2005","TJK","27.501463"
"2006","TJK","31.305372"
"2007","TJK","36.020584"
"2008","TJK","35.91331"
"2009","TJK","31.637714"
"2010","TJK","24.939173"
"2011","TJK","24.63054"
"2012","TJK","25.928108"
"2013","TJK","26.300407"
"2014","TJK","32.797028"
"2015","TJK","32.051285"
"2016","TJK","56.844547"
"2017","TJK","74.54445"
"2018","TJK","87.63931"
"2019","TJK","98.28244"
"2020","TJK","109.95025"
"2021","TJK","110.52125"
"2022","TJK","116.85825"
"2023","TJK",
"1990","TJK",
"1991","TJK",
"1992","TJK",
"1993","TJK",
"1994","TJK",
"1995","TJK",
"1996","TJK",
"1997","TJK",
"1998","TJK",
"1999","TJK",
"2000","TZA","120.00001"
"2001","TZA","67.13781"
"2002","TZA","62.28374"
"2003","TZA","59.04059"
"2004","TZA","141.76247"
"2005","TZA","292.34973"
"2006","TZA","324.78635"
"2007","TZA","233.49057"
"2008","TZA","222.47191"
"2009","TZA","231.25"
"2010","TZA","255.15948"
"2011","TZA","321.0832"
"2012","TZA","363.31567"
"2013","TZA","387.3122"
"2014","TZA","316.2939"
"2015","TZA","370.59726"
"2016","TZA","328.44574"
"2017","TZA","336.63367"
"2018","TZA","343.79263"
"2019","TZA","336.7609"
"2020","TZA","298.08914"
"2021","TZA","319.4925"
"2022","TZA","339.2461"
"2023","TZA",
"1990","TZA",
"1991","TZA",
"1992","TZA",
"1993","TZA",
"1994","TZA",
"1995","TZA",
"1996","TZA",
"1997","TZA",
"1998","TZA",
"1999","TZA",
"2000","THA","608.459"
"2001","THA","605.5055"
"2002","THA","593.13904"
"2003","THA","591.4266"
"2004","THA","599.2911"
"2005","THA","600.78204"
"2006","THA","598.5525"
"2007","THA","606.8898"
"2008","THA","608.9109"
"2009","THA","605.8945"
"2010","THA","606.3337"
"2011","THA","600.9784"
"2012","THA","597.89294"
"2013","THA","602.76324"
"2014","THA","602.2675"
"2015","THA","598.0431"
"2016","THA","596.42975"
"2017","THA","584.22455"
"2018","THA","568.6881"
"2019","THA","563.0797"
"2020","THA","571.3962"
"2021","THA","566.9086"
"2022","THA","560.7429"
"2023","THA","549.5827"
"1990","THA",
"1991","THA",
"1992","THA",
"1993","THA",
"1994","THA",
"1995","THA",
"1996","THA",
"1997","THA",
"1998","THA",
"1999","THA",
"2000","TGO","277.77777"
"2001","TGO","384.6154"
"2002","TGO","312.5"
"2003","TGO","222.22223"
"2004","TGO","368.42105"
"2005","TGO","421.05264"
"2006","TGO","409.09094"
"2007","TGO","315.78946"
"2008","TGO","230.76924"
"2009","TGO","200"
"2010","TGO","409.09094"
"2011","TGO","333.33334"
"2012","TGO","468.75003"
"2013","TGO","562.50006"
"2014","TGO","428.57144"
"2015","TGO","522.7273"
"2016","TGO","521.2766"
"2017","TGO","481.48148"
"2018","TGO","406.77963"
"2019","TGO","397.26025"
"2020","TGO","463.76813"
"2021","TGO","447.0588"
"2022","TGO","443.1818"
"2023","TGO",
"1990","TGO",
"1991","TGO",
"1992","TGO",
"1993","TGO",
"1994","TGO",
"1995","TGO",
"1996","TGO",
"1997","TGO",
"1998","TGO",
"1999","TGO",
"2000","TON","750"
"2001","TON","750"
"2002","TON","750"
"2003","TON","750"
"2004","TON","600"
"2005","TON","600"
"2006","TON","600"
"2007","TON","600"
"2008","TON","600"
"2009","TON","600"
"2010","TON","600"
"2011","TON","600"
"2012","TON","600"
"2013","TON","600"
"2014","TON","600"
"2015","TON","600"
"2016","TON","666.6667"
"2017","TON","571.4286"
"2018","TON","571.4286"
"2019","TON","571.4286"
"2020","TON","571.4286"
"2021","TON","571.4286"
"2022","TON","625"
"2023","TON",
"1990","TON",
"1991","TON",
"1992","TON",
"1993","TON",
"1994","TON",
"1995","TON",
"1996","TON",
"1997","TON",
"1998","TON",
"1999","TON",
"2000","TTO","679.4872"
"2001","TTO","680.851"
"2002","TTO","680.851"
"2003","TTO","681.677"
"2004","TTO","681.182"
"2005","TTO","680.8511"
"2006","TTO","680.6137"
"2007","TTO","679.68744"
"2008","TTO","679.17206"
"2009","TTO","679.8469"
"2010","TTO","681.6038"
"2011","TTO","681.5068"
"2012","TTO","682.0175"
"2013","TTO","682.1052"
"2014","TTO","681.1902"
"2015","TTO","681.2957"
"2016","TTO","681.5286"
"2017","TTO","681.3305"
"2018","TTO","681.4735"
"2019","TTO","681.5217"
"2020","TTO","681.4735"
"2021","TTO","681.76917"
"2022","TTO","681.5286"
"2023","TTO",
"1990","TTO",
"1991","TTO",
"1992","TTO",
"1993","TTO",
"1994","TTO",
"1995","TTO",
"1996","TTO",
"1997","TTO",
"1998","TTO",
"1999","TTO",
"2000","TUN","586.4023"
"2001","TUN","586.11597"
"2002","TUN","584.4595"
"2003","TUN","572.695"
"2004","TUN","573.3445"
"2005","TUN","574.2496"
"2006","TUN","581.4843"
"2007","TUN","585.8807"
"2008","TUN","582.46344"
"2009","TUN","577.32635"
"2010","TUN","574.57526"
"2011","TUN","576.07367"
"2012","TUN","571.1883"
"2013","TUN","568.35724"
"2014","TUN","564.5757"
"2015","TUN","567.7618"
"2016","TUN","563.42334"
"2017","TUN","565.11053"
"2018","TUN","563.917"
"2019","TUN","560.3843"
"2020","TUN","559.19507"
"2021","TUN","557.6835"
"2022","TUN","564.6226"
"2023","TUN","563.95624"
"1990","TUN",
"1991","TUN",
"1992","TUN",
"1993","TUN",
"1994","TUN",
"1995","TUN",
"1996","TUN",
"1997","TUN",
"1998","TUN",
"1999","TUN",
"2000","TUR","539.97107"
"2001","TUR","569.2308"
"2002","TUR","504.59436"
"2003","TUR","493.65643"
"2004","TUR","464.90347"
"2005","TUR","511.23486"
"2006","TUR","505.5064"
"2007","TUR","543.3079"
"2008","TUR","558.0657"
"2009","TUR","542.5696"
"2010","TUR","493.72244"
"2011","TUR","508.72293"
"2012","TUR","496.28207"
"2013","TUR","479.5097"
"2014","TUR","533.3042"
"2015","TUR","474.39526"
"2016","TUR","491.3954"
"2017","TUR","502.09146"
"2018","TUR","509.74515"
"2019","TUR","459.6909"
"2020","TUR","453.9735"
"2021","TUR","470.99545"
"2022","TUR","459.10278"
"2023","TUR","464.5861"
"1990","TUR","494.78622"
"1991","TUR","507.30408"
"1992","TUR","506.75577"
"1993","TUR","452.51328"
"1994","TUR","505.04276"
"1995","TUR","474.95364"
"1996","TUR","466.4207"
"1997","TUR","488.67374"
"1998","TUR","488.2904"
"1999","TUR","523.9608"
"2000","TKM","1306.5989"
"2001","TKM","1306.3148"
"2002","TKM","1306.542"
"2003","TKM","1306.4814"
"2004","TKM","1306.208"
"2005","TKM","1306.5522"
"2006","TKM","1306.227"
