fecha,altura_nivel_mar_corr_tpac_drift,altura_nivel_mar_filtrada_corr_tpac_drift
1993-03-18,0.0074567534,0.0058768336
1993-03-19,0.007563384,0.005918414
1993-03-20,0.0075965775,0.005960198
1993-03-21,0.0075982716,0.006002177
1993-03-22,0.0075474945,0.0060443403
1993-03-23,0.007424962,0.006086678
1993-03-24,0.007222288,0.0061291787
1993-03-25,0.0070416774,0.0061718314
1993-03-26,0.006830253,0.0062145935
1993-03-27,0.0065616737,0.006257444
1993-03-28,0.0063433764,0.0063004103
1993-03-29,0.0060928767,0.0063434793
1993-03-30,0.0058882507,0.0063866377
1993-03-31,0.005720848,0.0064298715
1993-04-01,0.0055985902,0.0064731664
1993-04-02,0.0055440376,0.0065165074
1993-04-03,0.0055461796,0.0065598795
1993-04-04,0.005604557,0.006603266
1993-04-05,0.005772123,0.0066466755
1993-04-06,0.0059837545,0.006690103
1993-04-07,0.0062378556,0.006733496
1993-04-08,0.0065323156,0.006776839
1993-04-09,0.0068493825,0.0068201143
1993-04-10,0.0071884682,0.006863305
1993-04-11,0.007471714,0.0069063934
1993-04-12,0.007750386,0.006949363
1993-04-13,0.008055833,0.006992195
1993-04-14,0.008312267,0.0070348727
1993-04-15,0.008525879,0.007077351
1993-04-16,0.008705596,0.00711962
1993-04-17,0.008810282,0.007161681
1993-04-18,0.008849516,0.0072035156
1993-04-19,0.008860511,0.007245105
1993-04-20,0.008830703,0.007286432
1993-04-21,0.008750279,0.007327478
1993-04-22,0.008683924,0.0073682233
1993-04-23,0.008642025,0.0074086506
1993-04-24,0.008545771,0.0074487403
1993-04-25,0.008419083,0.0074884705
1993-04-26,0.008266693,0.007527824
1993-04-27,0.008080382,0.0075667836
1993-04-28,0.007911831,0.0076053306
1993-04-29,0.0077246283,0.007643447
1993-04-30,0.0075419336,0.0076811123
1993-05-01,0.0074421032,0.00771831
1993-05-02,0.00732717,0.007755021
1993-05-03,0.007228647,0.007791228
1993-05-04,0.0071434244,0.007826913
1993-05-05,0.007114932,0.0078620585
1993-05-06,0.007111486,0.007896648
1993-05-07,0.007158453,0.007930664
1993-05-08,0.00727934,0.007964093
1993-05-09,0.007417342,0.007996918
1993-05-10,0.0075850682,0.008029124
1993-05-11,0.007769033,0.008060697
1993-05-12,0.007886031,0.008091623
1993-05-13,0.007989928,0.008121889
1993-05-14,0.008056533,0.008151483
1993-05-15,0.00817908,0.008180394
1993-05-16,0.008192767,0.008208611
1993-05-17,0.00823928,0.008236122
1993-05-18,0.00837222,0.008262919
1993-05-19,0.008446148,0.0082889935
1993-05-20,0.008573365,0.008314337
1993-05-21,0.008691031,0.008338941
1993-05-22,0.00875045,0.008362801
1993-05-23,0.008794016,0.008385909
1993-05-24,0.008862392,0.008408261
1993-05-25,0.008910621,0.008429854
1993-05-26,0.008943428,0.008450682
1993-05-27,0.009015644,0.008470741
1993-05-28,0.009071682,0.008490027
1993-05-29,0.0090946155,0.008508538
1993-05-30,0.0090612555,0.008526271
1993-05-31,0.0089978725,0.008543227
1993-06-01,0.008887651,0.008559402
1993-06-02,0.008754253,0.008574798
1993-06-03,0.008592968,0.008589414
1993-06-04,0.008462459,0.008602927
1993-06-05,0.008343777,0.008615662
1993-06-06,0.008200565,0.008627621
1993-06-07,0.008025689,0.008638807
1993-06-08,0.0079353005,0.00864922
1993-06-09,0.007863434,0.008658865
1993-06-10,0.007782491,0.008667745
1993-06-11,0.0077803535,0.008675865
1993-06-12,0.007799119,0.008683228
1993-06-13,0.0078020836,0.008689868
1993-06-14,0.00784428,0.008696081
1993-06-15,0.0079134125,0.008701553
1993-06-16,0.007983946,0.00870629
1993-06-17,0.008051206,0.008710299
1993-06-18,0.008121163,0.008713586
1993-06-19,0.008256616,0.008716159
1993-06-20,0.008377118,0.008718024
1993-06-21,0.008541964,0.008719188
1993-06-22,0.008737932,0.00871966
1993-06-23,0.008828163,0.008719451
1993-06-24,0.008885656,0.008718583
1993-06-25,0.0089074485,0.008717046
1993-06-26,0.009002555,0.008714847
1993-06-27,0.009065508,0.008711992
1993-06-28,0.009055134,0.008708484
1993-06-29,0.0090469355,0.008704331
1993-06-30,0.0090732565,0.008699538
1993-07-01,0.009092092,0.008694113
1993-07-02,0.009061826,0.008688061
1993-07-03,0.009039017,0.008681397
1993-07-04,0.008976297,0.008674143
1993-07-05,0.008915263,0.008666284
1993-07-06,0.008888253,0.008657827
1993-07-07,0.008797594,0.008648781
1993-07-08,0.008720008,0.008639152
1993-07-09,0.008627318,0.0086289495
1993-07-10,0.008554954,0.008618182
1993-07-11,0.008406437,0.008606856
1993-07-12,0.00838264,0.008594981
1993-07-13,0.008364619,0.00858258
1993-07-14,0.0083062975,0.008569674
1993-07-15,0.008286633,0.008556245
1993-07-16,0.008267566,0.008542301
1993-07-17,0.008204885,0.008527852
1993-07-18,0.008112724,0.008512906
1993-07-19,0.00809373,0.008497472
1993-07-20,0.008125474,0.008481561
1993-07-21,0.008199817,0.008465182
1993-07-22,0.008327351,0.008448345
1993-07-23,0.008499187,0.008431082
1993-07-24,0.008739761,0.008413412
1993-07-25,0.008935687,0.008395316
1993-07-26,0.009202037,0.008376806
1993-07-27,0.009504652,0.008357895
1993-07-28,0.00966764,0.008338594
1993-07-29,0.0098522855,0.008318917
1993-07-30,0.010110133,0.008298878
1993-07-31,0.010377573,0.00827849
1993-08-01,0.010523411,0.00825777
1993-08-02,0.01060422,0.008236747
1993-08-03,0.010646477,0.008215438
1993-08-04,0.0106507735,0.008193842
1993-08-05,0.010626708,0.0081719775
1993-08-06,0.01054966,0.00814986
1993-08-07,0.010426873,0.008127509
1993-08-08,0.01025325,0.008104941
1993-08-09,0.010011889,0.008082175
1993-08-10,0.009797516,0.008059229
1993-08-11,0.009453334,0.008036122
1993-08-12,0.009128774,0.008012912
1993-08-13,0.008857322,0.007989606
1993-08-14,0.008530551,0.0079662
1993-08-15,0.008211086,0.007942713
1993-08-16,0.007968045,0.007919168
1993-08-17,0.0077951048,0.007895586
1993-08-18,0.0076365126,0.007871989
1993-08-19,0.0074390457,0.0078484
1993-08-20,0.007313776,0.007824842
1993-08-21,0.0072052097,0.0078013376
1993-08-22,0.0071233986,0.0077779507
1993-08-23,0.0070087905,0.007754684
1993-08-24,0.0069739027,0.007731543
1993-08-25,0.006925573,0.0077085514
1993-08-26,0.0069248555,0.0076857335
1993-08-27,0.0069341,0.007663113
1993-08-28,0.006907541,0.0076407143
1993-08-29,0.0069135665,0.0076185605
1993-08-30,0.006870552,0.007596676
1993-08-31,0.0068071736,0.0075750826
1993-09-01,0.006777721,0.007553852
1993-09-02,0.0066951285,0.0075329747
1993-09-03,0.0066877767,0.0075124567
1993-09-04,0.00663733,0.00749232
1993-09-05,0.006556432,0.007472587
1993-09-06,0.006480681,0.007453278
1993-09-07,0.0063714315,0.0074344147
1993-09-08,0.0063224123,0.0074160174
1993-09-09,0.006250031,0.0073981066
1993-09-10,0.0061377673,0.0073807016
1993-09-11,0.006101478,0.0073638815
1993-09-12,0.00611886,0.007347617
1993-09-13,0.0061042816,0.0073319157
1993-09-14,0.0061114402,0.007316796
1993-09-15,0.006135922,0.007302276
1993-09-16,0.006186284,0.0072883717
1993-09-17,0.006286914,0.0072750994
1993-09-18,0.006352468,0.007262475
1993-09-19,0.006405895,0.007250512
1993-09-20,0.0065281773,0.0072392253
1993-09-21,0.006658743,0.007228337
1993-09-22,0.0067365738,0.007218127
1993-09-23,0.006801073,0.0072086286
1993-09-24,0.0068698465,0.0071998513
1993-09-25,0.0068580173,0.007191805
1993-09-26,0.0068463134,0.007184498
1993-09-27,0.0068159103,0.007177937
1993-09-28,0.0066592945,0.007172129
1993-09-29,0.0065148207,0.00716708
1993-09-30,0.0063732266,0.0071628
1993-10-01,0.00627308,0.0071597407
1993-10-02,0.0061356947,0.007157453
1993-10-03,0.0060494184,0.0071559395
1993-10-04,0.0059739123,0.0071552023
1993-10-05,0.005959577,0.007155242
1993-10-06,0.0059904195,0.0071560596
1993-10-07,0.0059843343,0.007157655
1993-10-08,0.0060306466,0.0071600266
1993-10-09,0.0060762884,0.007163173
1993-10-10,0.0062100375,0.0071670995
1993-10-11,0.0063508535,0.0071718744
1993-10-12,0.006579673,0.0071774144
1993-10-13,0.006786492,0.0071837152
1993-10-14,0.0070256633,0.007190772
1993-10-15,0.007259566,0.007198578
1993-10-16,0.0074559846,0.0072071273
1993-10-17,0.007672087,0.007216412
1993-10-18,0.007925258,0.0072264243
1993-10-19,0.00811766,0.007237155
1993-10-20,0.008255594,0.0072486103
1993-10-21,0.008321381,0.007260838
1993-10-22,0.008420026,0.007273752
1993-10-23,0.008434144,0.0072873393
1993-10-24,0.008476261,0.0073015867
1993-10-25,0.008497045,0.00731648
1993-10-26,0.008501308,0.007332004
1993-10-27,0.00853372,0.007348144
1993-10-28,0.008549477,0.0073648826
1993-10-29,0.008512108,0.0073822034
1993-10-30,0.008400519,0.00740011
1993-10-31,0.008314502,0.0074186176
1993-11-01,0.008162941,0.007437653
1993-11-02,0.008054368,0.0074571976
1993-11-03,0.007894358,0.0074772323
1993-11-04,0.0077149333,0.007497737
1993-11-05,0.007561735,0.0075186933
1993-11-06,0.007437005,0.007540081
1993-11-07,0.007361818,0.00756188
1993-11-08,0.007171225,0.007584071
1993-11-09,0.007014749,0.007606677
1993-11-10,0.006960665,0.007629733
1993-11-11,0.0069503854,0.007653121
1993-11-12,0.0069918255,0.0076768207
1993-11-13,0.00706264,0.007700812
1993-11-14,0.0071316506,0.0077250763
1993-11-15,0.007218554,0.0077495934
1993-11-16,0.007318494,0.007774345
1993-11-17,0.0074077095,0.0077993125
1993-11-18,0.007494345,0.007824477
1993-11-19,0.0075391065,0.007849858
1993-11-20,0.007534154,0.00787545
1993-11-21,0.007601204,0.007901185
1993-11-22,0.00761975,0.007927044
1993-11-23,0.007668423,0.007953012
1993-11-24,0.0077031706,0.00797907
1993-11-25,0.007757106,0.008005201
1993-11-26,0.00772719,0.008031388
1993-11-27,0.007712901,0.008057615
1993-11-28,0.007748079,0.008083864
1993-11-29,0.0077704913,0.008110176
1993-11-30,0.007732908,0.008136531
1993-12-01,0.0076972465,0.008162861
1993-12-02,0.0076172184,0.008189146
1993-12-03,0.007636369,0.008215374
1993-12-04,0.0076360316,0.00824153
1993-12-05,0.007561406,0.008267597
1993-12-06,0.0075594145,0.008293563
1993-12-07,0.0075550075,0.008319413
1993-12-08,0.007513304,0.008345136
1993-12-09,0.007556564,0.008370788
1993-12-10,0.0077148513,0.008396333
1993-12-11,0.007715054,0.008421717
1993-12-12,0.0078051784,0.008446931
1993-12-13,0.007897548,0.008471966
1993-12-14,0.007954569,0.0084968135
1993-12-15,0.008040998,0.008521468
1993-12-16,0.008214202,0.008545924
1993-12-17,0.008358137,0.008570176
1993-12-18,0.008532861,0.008594219
1993-12-19,0.008722286,0.0086181285
1993-12-20,0.008892262,0.008641861
1993-12-21,0.009057559,0.008665377
1993-12-22,0.00917414,0.008688675
1993-12-23,0.0092644775,0.008711756
1993-12-24,0.009366305,0.008734617
1993-12-25,0.009478743,0.008757262
1993-12-26,0.009576238,0.00877969
1993-12-27,0.009630821,0.008801903
1993-12-28,0.009672321,0.008823902
1993-12-29,0.009878832,0.008846163
1993-12-30,0.010138569,0.008868355
1993-12-31,0.010381603,0.008890344
1994-01-01,0.010530016,0.008912134
1994-01-02,0.010592015,0.0089337295
1994-01-03,0.010653196,0.008955134
1994-01-04,0.010789833,0.008976354
1994-01-05,0.010848054,0.008997395
1994-01-06,0.010950541,0.009018261
1994-01-07,0.011043915,0.0090389615
1994-01-08,0.011097066,0.009059196
1994-01-09,0.011102104,0.009079227
1994-01-10,0.011127785,0.009099111
1994-01-11,0.011194295,0.009118856
1994-01-12,0.011245235,0.00913847
1994-01-13,0.011197132,0.009157958
1994-01-14,0.01110714,0.009177332
1994-01-15,0.011071269,0.009196597
1994-01-16,0.011006722,0.009215762
1994-01-17,0.010885221,0.009234837
1994-01-18,0.010717839,0.009253488
1994-01-19,0.010607906,0.009272044
1994-01-20,0.010448793,0.009290535
1994-01-21,0.01021952,0.009308971
1994-01-22,0.010087695,0.009327363
1994-01-23,0.009919185,0.009345719
1994-01-24,0.009723354,0.009364048
1994-01-25,0.0095859105,0.009382362
1994-01-26,0.009411134,0.009400667
1994-01-27,0.009261767,0.00941901
1994-01-28,0.009059666,0.0094379345
1994-01-29,0.008981733,0.00945688
1994-01-30,0.008887379,0.009475855
1994-01-31,0.008720428,0.009494867
1994-02-01,0.008555466,0.009513925
1994-02-02,0.008378343,0.009533036
1994-02-03,0.008180692,0.009552206
1994-02-04,0.008011042,0.009571443
1994-02-05,0.0078050615,0.009590753
1994-02-06,0.007598262,0.009610157
1994-02-07,0.0073775896,0.009629775
1994-02-08,0.0072272653,0.009649481
1994-02-09,0.007134459,0.009669278
1994-02-10,0.007165722,0.00968917
1994-02-11,0.0071629845,0.00970916
1994-02-12,0.0071717645,0.009729249
1994-02-13,0.007179326,0.009749441
1994-02-14,0.007357507,0.009769736
1994-02-15,0.007526936,0.009790134
1994-02-16,0.0077158073,0.00981066
1994-02-17,0.008011198,0.009831396
1994-02-18,0.008399668,0.009852233
1994-02-19,0.008675778,0.009873169
1994-02-20,0.009039544,0.0098942
1994-02-21,0.009290987,0.009915324
1994-02-22,0.0095352745,0.009936537
1994-02-23,0.009683659,0.009957835
1994-02-24,0.009903939,0.009979212
1994-02-25,0.010044378,0.010000663
1994-02-26,0.010204921,0.010022219
1994-02-27,0.010318311,0.010043933
1994-02-28,0.01036797,0.010065701
1994-03-01,0.010319359,0.010087515
1994-03-02,0.010174316,0.010109369
1994-03-03,0.010091541,0.010131251
1994-03-04,0.010040356,0.010153155
1994-03-05,0.009937438,0.010175071
1994-03-06,0.009823384,0.010196988
1994-03-07,0.0097245425,0.010218897
1994-03-08,0.009666832,0.010240838
1994-03-09,0.009562751,0.010262839
1994-03-10,0.0094064055,0.010284798
1994-03-11,0.009318941,0.010306707
1994-03-12,0.0092316335,0.010328553
1994-03-13,0.009245681,0.010350324
1994-03-14,0.009373202,0.010372009
1994-03-15,0.009659889,0.010393595
1994-03-16,0.009803622,0.010415072
1994-03-17,0.009957699,0.010436425
1994-03-18,0.009969126,0.010457697
1994-03-19,0.010074125,0.010478887
1994-03-20,0.01035921,0.010499916
1994-03-21,0.010505482,0.010520771
1994-03-22,0.01080986,0.010541439
1994-03-23,0.010978715,0.010561906
1994-03-24,0.011212101,0.01058216
1994-03-25,0.011452864,0.010602186
1994-03-26,0.011643561,0.0106219705
1994-03-27,0.011843103,0.010641499
1994-03-28,0.011953992,0.010660832
1994-03-29,0.012016951,0.0106799435
1994-03-30,0.012126911,0.010698757
1994-03-31,0.012119667,0.010717259
1994-04-01,0.012139635,0.0107354345
1994-04-02,0.011887183,0.010753268
1994-04-03,0.011553725,0.010770748
1994-04-04,0.011337646,0.01078786
1994-04-05,0.011184338,0.010804588
1994-04-06,0.011048554,0.01082092
1994-04-07,0.010973233,0.010836919
1994-04-08,0.010833141,0.010852543
1994-04-09,0.01070824,0.01086773
1994-04-10,0.010712502,0.010882466
1994-04-11,0.010686881,0.01089674
1994-04-12,0.010710284,0.010910536
1994-04-13,0.010737336,0.010923844
1994-04-14,0.010827288,0.01093665
1994-04-15,0.010931705,0.010948944
1994-04-16,0.011126583,0.010960712
1994-04-17,0.0113096,0.010972029
1994-04-18,0.011511663,0.010982832
1994-04-19,0.011669715,0.010993076
1994-04-20,0.011873521,0.011002746
1994-04-21,0.0120390635,0.011011834
1994-04-22,0.012160791,0.011020328
1994-04-23,0.012302136,0.011028216
1994-04-24,0.01240027,0.011035491
1994-04-25,0.012430046,0.0110421395
1994-04-26,0.012438896,0.011048153
1994-04-27,0.012438214,0.011053625
1994-04-28,0.01245446,0.011058471
1994-04-29,0.012382929,0.011062656
1994-04-30,0.01230498,0.011066169
1994-05-01,0.012202942,0.0110690035
1994-05-02,0.01204751,0.011071151
1994-05-03,0.011906147,0.011072607
1994-05-04,0.011707369,0.011073362
1994-05-05,0.011540453,0.011073412
1994-05-06,0.011307431,0.011072753
1994-05-07,0.01112559,0.011071489
1994-05-08,0.010974925,0.011069526
1994-05-09,0.010832729,0.011066843
1994-05-10,0.010730739,0.01106344
1994-05-11,0.010624367,0.011059315
1994-05-12,0.010542469,0.011054471
1994-05-13,0.01051516,0.011048909
1994-05-14,0.010491897,0.011042633
1994-05-15,0.010498319,0.011035646
1994-05-16,0.010522422,0.011027954
1994-05-17,0.010613104,0.011018987
1994-05-18,0.0107342405,0.011009311
1994-05-19,0.0108860815,0.010998952
1994-05-20,0.011122935,0.010987917
1994-05-21,0.01128817,0.010976216
1994-05-22,0.011469754,0.010963861
1994-05-23,0.011640665,0.0109508615
1994-05-24,0.011790322,0.010937232
1994-05-25,0.0119064255,0.010922983
1994-05-26,0.011960681,0.0109081585
1994-05-27,0.011963905,0.010893474
1994-05-28,0.0119247,0.010878215
1994-05-29,0.011875883,0.010862393
1994-05-30,0.011790309,0.010846026
1994-05-31,0.011637898,0.010829128
1994-06-01,0.011507551,0.010811718
1994-06-02,0.011299872,0.010793811
1994-06-03,0.011081019,0.010775424
1994-06-04,0.010903336,0.010756576
1994-06-05,0.010674641,0.010737295
1994-06-06,0.010453145,0.010717656
1994-06-07,0.010268029,0.0106976135
1994-06-08,0.010118426,0.010677186
1994-06-09,0.00995885,0.010656394
1994-06-10,0.009808812,0.01063526
1994-06-11,0.00971655,0.010613803
1994-06-12,0.009656557,0.010592046
1994-06-13,0.00962225,0.010570012
1994-06-14,0.009613905,0.010547724
1994-06-15,0.009639188,0.010525219
1994-06-16,0.009642406,0.010502561
1994-06-17,0.009643475,0.010479721
1994-06-18,0.009666456,0.010456725
1994-06-19,0.0096959835,0.010433597
1994-06-20,0.009713459,0.010410363
1994-06-21,0.009794458,0.010387048
1994-06-22,0.009868515,0.01036368
1994-06-23,0.009900411,0.0103402855
1994-06-24,0.009926918,0.010316891
1994-06-25,0.00993321,0.01029353
1994-06-26,0.00991755,0.0102702435
1994-06-27,0.0099107465,0.010247038
1994-06-28,0.009903434,0.010223941
1994-06-29,0.009880418,0.010200979
1994-06-30,0.009858025,0.0101781795
1994-07-01,0.009951209,0.010155569
1994-07-02,0.010051985,0.010133172
1994-07-03,0.010136482,0.010111018
1994-07-04,0.010196269,0.010089129
1994-07-05,0.010328153,0.010067544
1994-07-06,0.010378579,0.010046296
1994-07-07,0.0104844235,0.010025388
1994-07-08,0.010591862,0.010004843
1994-07-09,0.010623666,0.009984684
1994-07-10,0.010654235,0.009964934
1994-07-11,0.010663391,0.009945612
1994-07-12,0.010652252,0.009926742
1994-07-13,0.0106745055,0.009908342
1994-07-14,0.010649282,0.009890431
1994-07-15,0.01060916,0.009873035
1994-07-16,0.010614879,0.009856174
1994-07-17,0.010535027,0.009839855
1994-07-18,0.010406353,0.009824094
1994-07-19,0.0102963215,0.009808907
1994-07-20,0.010174935,0.009794307
1994-07-21,0.010014766,0.009780309
1994-07-22,0.0098879235,0.009766924
1994-07-23,0.009771545,0.009754165
1994-07-24,0.009661126,0.009742042
1994-07-25,0.00958358,0.009730568
1994-07-26,0.009481915,0.009719751
1994-07-27,0.00929931,0.009709598
1994-07-28,0.0091685485,0.009700116
1994-07-29,0.009047473,0.00969131
1994-07-30,0.0089162085,0.009683188
1994-07-31,0.008878771,0.009675753
1994-08-01,0.008826402,0.0096690105
1994-08-02,0.008803638,0.009662961
1994-08-03,0.008783493,0.009657608
1994-08-04,0.008791477,0.0096529415
1994-08-05,0.008873156,0.009648966
1994-08-06,0.00894271,0.0096456865
1994-08-07,0.009087135,0.009643103
1994-08-08,0.009217805,0.009641213
1994-08-09,0.009329116,0.009640014
1994-08-10,0.0094584795,0.009639502
1994-08-11,0.0096122185,0.009639672
1994-08-12,0.009726965,0.0096405195
1994-08-13,0.009816666,0.0096420385
1994-08-14,0.009894939,0.009644194
1994-08-15,0.009910187,0.009646996
1994-08-16,0.009960911,0.00965045
1994-08-17,0.010006046,0.009654548
1994-08-18,0.010009535,0.00965928
1994-08-19,0.010054821,0.009664637
1994-08-20,0.010047805,0.00967061
1994-08-21,0.010046689,0.009677188
1994-08-22,0.00991888,0.009684358
1994-08-23,0.009852119,0.009692109
1994-08-24,0.009733625,0.009700378
1994-08-25,0.009617104,0.00970919
1994-08-26,0.009513429,0.009718542
1994-08-27,0.009373032,0.0097284205
1994-08-28,0.009267017,0.00973881
1994-08-29,0.009149753,0.009749696
1994-08-30,0.009052727,0.00976106
1994-08-31,0.008968503,0.009772885
1994-09-01,0.008838645,0.009785155
1994-09-02,0.008798502,0.009797851
1994-09-03,0.008749128,0.009810878
1994-09-04,0.008739641,0.009824285
1994-09-05,0.008732351,0.009838062
1994-09-06,0.008722515,0.009852191
1994-09-07,0.008681099,0.009866653
1994-09-08,0.008668307,0.009881429
1994-09-09,0.008652825,0.009896501
1994-09-10,0.008615237,0.009911848
1994-09-11,0.008600525,0.009927453
1994-09-12,0.008590708,0.009943295
1994-09-13,0.008583955,0.009958618
1994-09-14,0.008545468,0.009974116
1994-09-15,0.008543849,0.009989799
1994-09-16,0.008560272,0.01000565
1994-09-17,0.008511551,0.010021651
1994-09-18,0.008498915,0.010037786
1994-09-19,0.008520212,0.01005404
1994-09-20,0.008568108,0.010070396
1994-09-21,0.008613621,0.010086838
1994-09-22,0.008696924,0.01010338
1994-09-23,0.008816034,0.010120519
1994-09-24,0.008975236,0.0101377005
1994-09-25,0.009190109,0.01015491
1994-09-26,0.009434558,0.010172135
1994-09-27,0.009634622,0.010189359
1994-09-28,0.009851626,0.010206569
1994-09-29,0.010047116,0.010223752
1994-09-30,0.010252721,0.010240893
1994-10-01,0.010477494,0.010257979
1994-10-02,0.010712757,0.010274959
1994-10-03,0.0109619545,0.010291675
1994-10-04,0.0111799445,0.0103083
1994-10-05,0.011323611,0.010324822
1994-10-06,0.011567369,0.01034123
1994-10-07,0.011806584,0.010357514
1994-10-08,0.01200936,0.010373664
1994-10-09,0.012173871,0.0103896735
1994-10-10,0.012268493,0.010405533
1994-10-11,0.012394715,0.010421238
1994-10-12,0.012539244,0.010436747
1994-10-13,0.012655579,0.01045197
1994-10-14,0.012810385,0.010467023
1994-10-15,0.012941601,0.010481904
1994-10-16,0.012988091,0.010496612
1994-10-17,0.01306925,0.010511146
1994-10-18,0.013054831,0.010525506
1994-10-19,0.01312221,0.010539694
1994-10-20,0.013180667,0.010553711
1994-10-21,0.013153443,0.010567561
1994-10-22,0.013126889,0.010581181
1994-10-23,0.013106296,0.010594491
1994-10-24,0.01304166,0.010607646
1994-10-25,0.012885175,0.01062065
1994-10-26,0.012723668,0.01063351
1994-10-27,0.012575348,0.010646231
1994-10-28,0.012256573,0.01065882
1994-10-29,0.012039236,0.010671285
1994-10-30,0.011768649,0.010683632
1994-10-31,0.011407684,0.010695871
1994-11-01,0.011105303,0.010707918
1994-11-02,0.010857831,0.010719729
1994-11-03,0.010595268,0.010731458
1994-11-04,0.010278339,0.010743115
1994-11-05,0.0100795645,0.010754713
1994-11-06,0.009827493,0.010766261
1994-11-07,0.009745434,0.010777773
1994-11-08,0.009559868,0.010789261
1994-11-09,0.009424172,0.010800739
1994-11-10,0.009385748,0.010812221
1994-11-11,0.00929238,0.010823573
1994-11-12,0.0091925105,0.0108348
1994-11-13,0.009296357,0.010846078
1994-11-14,0.00949273,0.010857423
1994-11-15,0.009698258,0.010868853
1994-11-16,0.009893494,0.010880384
1994-11-17,0.010155347,0.0108920345
1994-11-18,0.010298623,0.010903823
1994-11-19,0.010511401,0.0109157665
1994-11-20,0.010796043,0.010927885
1994-11-21,0.011066927,0.01094003
1994-11-22,0.011233828,0.010952254
1994-11-23,0.011457247,0.010964705
1994-11-24,0.011612013,0.0109774005
1994-11-25,0.011748814,0.010990356
1994-11-26,0.011826452,0.01100359
1994-11-27,0.011918625,0.011017119
1994-11-28,0.012027987,0.011030957
1994-11-29,0.012084596,0.011045121
1994-11-30,0.012091791,0.011059625
1994-12-01,0.012111778,0.011074281
1994-12-02,0.012076783,0.011089192
1994-12-03,0.011944676,0.011104487
1994-12-04,0.011781366,0.011120178
1994-12-05,0.011603138,0.011136278
1994-12-06,0.01143414,0.0111528
1994-12-07,0.011258762,0.011169757
1994-12-08,0.011111533,0.01118716
1994-12-09,0.010944045,0.011205021
1994-12-10,0.010768856,0.011223351
1994-12-11,0.010561384,0.01124191
1994-12-12,0.010396757,0.011260864
1994-12-13,0.010183892,0.011280317
1994-12-14,0.010024415,0.011300279
1994-12-15,0.00991055,0.011320758
1994-12-16,0.009801102,0.011341761
