"year","semester","labor_status","poverty_line","poverty_rate"
"2013","I","Ocupados","Indigencia","3.13198"
"2013","I","Desocupados","Indigencia","14.68357"
"2013","I","Inactivos","Indigencia","8.44446"
"2013","I","Patrones","Indigencia","2.40106"
"2013","I","CtaPropia_no_Profesional","Indigencia","7.41689"
"2013","I","CtaPropia_Profesional","Indigencia","3.10860"
"2013","I","Asalariado_Informal","Indigencia","5.77728"
"2013","I","Asalariado_Formal","Indigencia","0.76571"
"2013","I","Sin_Salario","Indigencia","11.25162"
"2013","II","Total","Indigencia","4.90824"
"2013","II","Ocupados","Indigencia","3.16958"
"2013","II","Desocupados","Indigencia","16.02942"
"2013","II","Inactivos","Indigencia","9.90732"
"2013","II","Patrones","Indigencia","3.20584"
"2013","II","CtaPropia_no_Profesional","Indigencia","7.12734"
"2013","II","CtaPropia_Profesional","Indigencia","2.60856"
"2013","II","Asalariado_Informal","Indigencia","5.71076"
"2013","II","Asalariado_Formal","Indigencia","0.99595"
"2013","II","Sin_Salario","Indigencia","11.70506"
"2014","I","Total","Indigencia","6.19224"
"2014","I","Ocupados","Indigencia","4.02186"
"2014","I","Desocupados","Indigencia","22.74196"
"2014","I","Inactivos","Indigencia","11.20595"
"2014","I","Patrones","Indigencia","2.67968"
"2014","I","CtaPropia_no_Profesional","Indigencia","8.62160"
"2014","I","CtaPropia_Profesional","Indigencia","3.15816"
"2014","I","Asalariado_Informal","Indigencia","7.70024"
"2014","I","Asalariado_Formal","Indigencia","1.30696"
"2014","I","Sin_Salario","Indigencia","9.29694"
"2014","II","Total","Indigencia","5.71782"
"2014","II","Ocupados","Indigencia","3.90776"
"2014","II","Desocupados","Indigencia","22.11319"
"2014","II","Inactivos","Indigencia","9.54929"
"2014","II","Patrones","Indigencia","4.69595"
"2014","II","CtaPropia_no_Profesional","Indigencia","9.11109"
"2014","II","CtaPropia_Profesional","Indigencia","1.68305"
"2014","II","Asalariado_Informal","Indigencia","7.39706"
"2014","II","Asalariado_Formal","Indigencia","0.99171"
"2014","II","Sin_Salario","Indigencia","13.68359"
"2015","I","Total","Indigencia","4.71836"
"2015","I","Ocupados","Indigencia","3.05596"
"2015","I","Desocupados","Indigencia","16.33067"
"2015","I","Inactivos","Indigencia","8.90422"
"2015","I","Patrones","Indigencia","3.09524"
"2015","I","CtaPropia_no_Profesional","Indigencia","6.39270"
"2015","I","CtaPropia_Profesional","Indigencia","1.54704"
"2015","I","Asalariado_Informal","Indigencia","6.09847"
"2015","I","Asalariado_Formal","Indigencia","0.96505"
"2015","I","Sin_Salario","Indigencia","9.48205"
"2015","II","Total","Indigencia",""
"2015","II","Ocupados","Indigencia",""
"2015","II","Desocupados","Indigencia",""
"2015","II","Inactivos","Indigencia",""
"2015","II","Patrones","Indigencia",""
"2015","II","CtaPropia_no_Profesional","Indigencia",""
"2015","II","CtaPropia_Profesional","Indigencia",""
"2015","II","Asalariado_Informal","Indigencia",""
"2015","II","Asalariado_Formal","Indigencia",""
"2015","II","Sin_Salario","Indigencia",""
"2016","I","Total","Indigencia",""
"2016","I","Ocupados","Indigencia",""
"2016","I","Desocupados","Indigencia",""
"2016","I","Inactivos","Indigencia",""
"2016","I","Patrones","Indigencia",""
"2016","I","CtaPropia_no_Profesional","Indigencia",""
"2016","I","CtaPropia_Profesional","Indigencia",""
"2016","I","Asalariado_Informal","Indigencia",""
"2016","I","Asalariado_Formal","Indigencia",""
"2016","I","Sin_Salario","Indigencia",""
"2016","II","Total","Indigencia","5.29884"
"2016","II","Ocupados","Indigencia","3.46953"
"2016","II","Desocupados","Indigencia","21.48811"
"2016","II","Inactivos","Indigencia","9.27826"
"2016","II","Patrones","Indigencia","2.64423"
"2016","II","CtaPropia_no_Profesional","Indigencia","7.86438"
"2016","II","CtaPropia_Profesional","Indigencia","1.65695"
"2016","II","Asalariado_Informal","Indigencia","6.96481"
"2016","II","Asalariado_Formal","Indigencia","0.90487"
"2016","II","Sin_Salario","Indigencia","11.27049"
"2017","I","Total","Indigencia","5.07803"
"2017","I","Ocupados","Indigencia","3.31076"
"2017","I","Desocupados","Indigencia","19.21241"
"2017","I","Inactivos","Indigencia","8.69090"
"2017","I","Patrones","Indigencia","2.35613"
"2017","I","CtaPropia_no_Profesional","Indigencia","8.28215"
"2017","I","CtaPropia_Profesional","Indigencia","2.87891"
"2017","I","Asalariado_Informal","Indigencia","6.67213"
"2017","I","Asalariado_Formal","Indigencia","0.62774"
"2017","I","Sin_Salario","Indigencia","6.68880"
"2017","II","Total","Indigencia","3.97893"
"2017","II","Ocupados","Indigencia","2.61214"
"2017","II","Desocupados","Indigencia","17.55808"
"2017","II","Inactivos","Indigencia","6.93986"
"2017","II","Patrones","Indigencia","2.41319"
"2017","II","CtaPropia_no_Profesional","Indigencia","6.97227"
"2017","II","CtaPropia_Profesional","Indigencia","2.17497"
"2017","II","Asalariado_Informal","Indigencia","4.52090"
"2017","II","Asalariado_Formal","Indigencia","0.57351"
"2017","II","Sin_Salario","Indigencia","6.20840"
"2018","I","Total","Indigencia","4.16158"
"2018","I","Ocupados","Indigencia","2.57903"
"2018","I","Desocupados","Indigencia","14.97912"
"2018","I","Inactivos","Indigencia","8.13465"
"2018","I","Patrones","Indigencia","2.32559"
"2018","I","CtaPropia_no_Profesional","Indigencia","6.48323"
"2018","I","CtaPropia_Profesional","Indigencia","0.71347"
"2018","I","Asalariado_Informal","Indigencia","5.60768"
"2018","I","Asalariado_Formal","Indigencia","0.32550"
"2018","I","Sin_Salario","Indigencia","12.78787"
"2018","II","Total","Indigencia","5.70551"
"2018","II","Ocupados","Indigencia","3.70187"
"2018","II","Desocupados","Indigencia","21.09378"
"2018","II","Inactivos","Indigencia","10.39676"
"2018","II","Patrones","Indigencia","2.36800"
"2018","II","CtaPropia_no_Profesional","Indigencia","8.76747"
"2018","II","CtaPropia_Profesional","Indigencia","0.90641"
"2018","II","Asalariado_Informal","Indigencia","7.64574"
"2018","II","Asalariado_Formal","Indigencia","0.73332"
"2018","II","Sin_Salario","Indigencia","16.37143"
"2019","I","Total","Indigencia","6.43927"
"2019","I","Ocupados","Indigencia","4.30695"
"2019","I","Desocupados","Indigencia","20.48550"
"2019","I","Inactivos","Indigencia","11.59454"
"2019","I","Patrones","Indigencia","2.45932"
"2019","I","CtaPropia_no_Profesional","Indigencia","10.60005"
"2019","I","CtaPropia_Profesional","Indigencia","2.29402"
"2019","I","Asalariado_Informal","Indigencia","8.03948"
"2019","I","Asalariado_Formal","Indigencia","0.95693"
"2019","I","Sin_Salario","Indigencia","13.24899"
"2019","II","Total","Indigencia","6.93617"
"2019","II","Ocupados","Indigencia","4.51402"
"2019","II","Desocupados","Indigencia","22.10156"
"2019","II","Inactivos","Indigencia","13.44541"
"2019","II","Patrones","Indigencia","2.17218"
"2019","II","CtaPropia_no_Profesional","Indigencia","10.71570"
"2019","II","CtaPropia_Profesional","Indigencia","2.09211"
"2019","II","Asalariado_Informal","Indigencia","8.82152"
"2019","II","Asalariado_Formal","Indigencia","0.84168"
"2019","II","Sin_Salario","Indigencia","14.51363"
"2020","I","Total","Indigencia","9.63704"
"2020","I","Ocupados","Indigencia","5.52084"
"2020","I","Desocupados","Indigencia","29.01271"
"2020","I","Inactivos","Indigencia","17.49080"
"2020","I","Patrones","Indigencia","5.52059"
"2020","I","CtaPropia_no_Profesional","Indigencia","13.94928"
"2020","I","CtaPropia_Profesional","Indigencia","3.99638"
"2020","I","Asalariado_Informal","Indigencia","10.35551"
"2020","I","Asalariado_Formal","Indigencia","1.29556"
"2020","I","Sin_Salario","Indigencia","15.70409"
"2020","II","Total","Indigencia","9.34279"
"2020","II","Ocupados","Indigencia","5.27684"
"2020","II","Desocupados","Indigencia","29.48519"
"2020","II","Inactivos","Indigencia","18.02488"
"2020","II","Patrones","Indigencia","4.43603"
"2020","II","CtaPropia_no_Profesional","Indigencia","11.36275"
"2020","II","CtaPropia_Profesional","Indigencia","8.15028"
"2020","II","Asalariado_Informal","Indigencia","8.26883"
"2020","II","Asalariado_Formal","Indigencia","1.66398"
"2020","II","Sin_Salario","Indigencia","13.33694"
"2021","I","Total","Indigencia","9.17938"
"2021","I","Ocupados","Indigencia","6.31250"
"2021","I","Desocupados","Indigencia","26.53832"
"2021","I","Inactivos","Indigencia","16.51954"
"2021","I","Patrones","Indigencia","6.52920"
"2021","I","CtaPropia_no_Profesional","Indigencia","16.12704"
"2021","I","CtaPropia_Profesional","Indigencia","2.83482"
"2021","I","Asalariado_Informal","Indigencia","11.17939"
"2021","I","Asalariado_Formal","Indigencia","1.56762"
"2021","I","Sin_Salario","Indigencia","7.59564"
"2021","II","Total","Indigencia","7.50927"
"2021","II","Ocupados","Indigencia","4.90919"
"2021","II","Desocupados","Indigencia","21.77794"
"2021","II","Inactivos","Indigencia","16.02740"
"2021","II","Patrones","Indigencia","1.51707"
"2021","II","CtaPropia_no_Profesional","Indigencia","10.60152"
"2021","II","CtaPropia_Profesional","Indigencia","7.42191"
"2021","II","Asalariado_Informal","Indigencia","9.71235"
"2021","II","Asalariado_Formal","Indigencia","1.34520"
"2021","II","Sin_Salario","Indigencia","17.01220"
"2022","I","Total","Indigencia","7.13438"
"2022","I","Ocupados","Indigencia","4.68852"
"2022","I","Desocupados","Indigencia","22.73900"
"2022","I","Inactivos","Indigencia","14.75298"
"2022","I","Patrones","Indigencia","5.86672"
"2022","I","CtaPropia_no_Profesional","Indigencia","10.11449"
"2022","I","CtaPropia_Profesional","Indigencia","3.16533"
"2022","I","Asalariado_Informal","Indigencia","9.06720"
"2022","I","Asalariado_Formal","Indigencia","0.97874"
"2022","I","Sin_Salario","Indigencia","16.19311"
"2022","II","Total","Indigencia","7.08845"
"2022","II","Ocupados","Indigencia","5.19173"
"2022","II","Desocupados","Indigencia","25.11979"
"2022","II","Inactivos","Indigencia","12.81544"
"2022","II","Patrones","Indigencia","6.97925"
"2022","II","CtaPropia_no_Profesional","Indigencia","11.30211"
"2022","II","CtaPropia_Profesional","Indigencia","2.99559"
"2022","II","Asalariado_Informal","Indigencia","8.42137"
"2022","II","Asalariado_Formal","Indigencia","1.54977"
"2022","II","Sin_Salario","Indigencia","47.34266"
"2023","I","Total","Indigencia","8.01477"
"2023","I","Ocupados","Indigencia","5.82162"
"2023","I","Desocupados","Indigencia","27.89181"
"2023","I","Inactivos","Indigencia","14.65206"
"2023","I","Patrones","Indigencia","4.96855"
"2023","I","CtaPropia_no_Profesional","Indigencia","12.69757"
"2023","I","CtaPropia_Profesional","Indigencia","4.87930"
"2023","I","Asalariado_Informal","Indigencia","10.44581"
"2023","I","Asalariado_Formal","Indigencia","1.64989"
"2023","I","Sin_Salario","Indigencia","10.47296"
"2023","II","Total","Indigencia","10.43986"
"2023","II","Ocupados","Indigencia","7.82074"
"2023","II","Desocupados","Indigencia","23.73343"
"2023","II","Inactivos","Indigencia","21.04126"
"2023","II","Patrones","Indigencia","5.07389"
"2023","II","CtaPropia_no_Profesional","Indigencia","17.79226"
"2023","II","CtaPropia_Profesional","Indigencia","3.43263"
"2023","II","Asalariado_Informal","Indigencia","14.46235"
"2023","II","Asalariado_Formal","Indigencia","2.16429"
"2023","II","Sin_Salario","Indigencia","13.46934"
"2024","I","Total","Indigencia","15.88375"
"2024","I","Ocupados","Indigencia","12.54418"
"2024","I","Desocupados","Indigencia","35.95310"
"2024","I","Inactivos","Indigencia","27.56732"
"2024","I","Patrones","Indigencia","7.02325"
"2024","I","CtaPropia_no_Profesional","Indigencia","26.53490"
"2024","I","CtaPropia_Profesional","Indigencia","5.61700"
"2024","I","Asalariado_Informal","Indigencia","22.29631"
"2024","I","Asalariado_Formal","Indigencia","4.23662"
"2024","I","Sin_Salario","Indigencia","40.45306"
"2024","II","Total","Indigencia","7.32436"
"2024","II","Ocupados","Indigencia","5.39561"
"2024","II","Desocupados","Indigencia","21.69930"
"2024","II","Inactivos","Indigencia","14.00626"
"2024","II","Patrones","Indigencia","3.01643"
"2024","II","CtaPropia_no_Profesional","Indigencia","13.24537"
"2024","II","CtaPropia_Profesional","Indigencia","2.96064"
"2024","II","Asalariado_Informal","Indigencia","9.37181"
"2024","II","Asalariado_Formal","Indigencia","1.49156"
"2024","II","Sin_Salario","Indigencia","18.40130"
"2025","I","Total","Indigencia","6.20560"
"2025","I","Ocupados","Indigencia","4.24031"
"2025","I","Desocupados","Indigencia","25.61157"
"2025","I","Inactivos","Indigencia","11.04978"
"2025","I","Patrones","Indigencia","0.96066"
"2025","I","CtaPropia_no_Profesional","Indigencia","10.53004"
"2025","I","CtaPropia_Profesional","Indigencia","3.22178"
"2025","I","Asalariado_Informal","Indigencia","7.23379"
"2025","I","Asalariado_Formal","Indigencia","0.77552"
"2025","I","Sin_Salario","Indigencia","17.41276"
"2003","II","Total","Pobreza","54.58939"
"2003","II","Ocupados","Pobreza","49.33688"
"2003","II","Desocupados","Pobreza","74.42446"
"2003","II","Inactivos","Pobreza","67.12965"
"2003","II","Patrones","Pobreza","28.53836"
"2003","II","CtaPropia_no_Profesional","Pobreza","64.44145"
"2003","II","CtaPropia_Profesional","Pobreza","15.83770"
"2003","II","Asalariado_Informal","Pobreza","68.05960"
"2003","II","Asalariado_Formal","Pobreza","32.28646"
"2003","II","Sin_Salario","Pobreza","53.50726"
"2004","I","Total","Pobreza","51.16105"
"2004","I","Ocupados","Pobreza","45.75224"
"2004","I","Desocupados","Pobreza","71.25751"
"2004","I","Inactivos","Pobreza","64.11188"
"2004","I","Patrones","Pobreza","24.53493"
"2004","I","CtaPropia_no_Profesional","Pobreza","62.38222"
"2004","I","CtaPropia_Profesional","Pobreza","17.72319"
"2004","I","Asalariado_Informal","Pobreza","64.73763"
"2004","I","Asalariado_Formal","Pobreza","28.38193"
"2004","I","Sin_Salario","Pobreza","62.10706"
"2004","II","Total","Pobreza","47.31967"
"2004","II","Ocupados","Pobreza","42.23923"
"2004","II","Desocupados","Pobreza","68.64803"
"2004","II","Inactivos","Pobreza","60.48840"
"2004","II","Patrones","Pobreza","23.88304"
"2004","II","CtaPropia_no_Profesional","Pobreza","59.10574"
"2004","II","CtaPropia_Profesional","Pobreza","12.39630"
"2004","II","Asalariado_Informal","Pobreza","61.78374"
"2004","II","Asalariado_Formal","Pobreza","24.74245"
"2004","II","Sin_Salario","Pobreza","52.06097"
"2005","I","Total","Pobreza","45.35175"
"2005","I","Ocupados","Pobreza","39.83527"
"2005","I","Desocupados","Pobreza","66.86700"
"2005","I","Inactivos","Pobreza","59.09399"
"2005","I","Patrones","Pobreza","21.32354"
"2005","I","CtaPropia_no_Profesional","Pobreza","55.16895"
"2005","I","CtaPropia_Profesional","Pobreza","10.67521"
"2005","I","Asalariado_Informal","Pobreza","58.61229"
"2005","I","Asalariado_Formal","Pobreza","23.95890"
"2005","I","Sin_Salario","Pobreza","50.67027"
"2005","II","Total","Pobreza","40.99902"
"2005","II","Ocupados","Pobreza","35.64286"
"2005","II","Desocupados","Pobreza","63.58079"
"2005","II","Inactivos","Pobreza","55.45858"
"2005","II","Patrones","Pobreza","17.00263"
"2005","II","CtaPropia_no_Profesional","Pobreza","53.27179"
"2005","II","CtaPropia_Profesional","Pobreza","9.78832"
"2005","II","Asalariado_Informal","Pobreza","54.81372"
"2005","II","Asalariado_Formal","Pobreza","19.35144"
"2005","II","Sin_Salario","Pobreza","49.50059"
"2006","I","Total","Pobreza","37.43504"
"2006","I","Ocupados","Pobreza","31.99347"
"2006","I","Desocupados","Pobreza","61.58494"
"2006","I","Inactivos","Pobreza","51.68526"
"2006","I","Patrones","Pobreza","15.99902"
"2006","I","CtaPropia_no_Profesional","Pobreza","47.64883"
"2006","I","CtaPropia_Profesional","Pobreza","9.78289"
"2006","I","Asalariado_Informal","Pobreza","51.79844"
"2006","I","Asalariado_Formal","Pobreza","16.55534"
"2006","I","Sin_Salario","Pobreza","41.67865"
"2006","II","Total","Pobreza","33.32574"
"2006","II","Ocupados","Pobreza","27.93425"
"2006","II","Desocupados","Pobreza","55.72467"
"2006","II","Inactivos","Pobreza","48.64665"
"2006","II","Patrones","Pobreza","11.60312"
"2006","II","CtaPropia_no_Profesional","Pobreza","43.51230"
"2006","II","CtaPropia_Profesional","Pobreza","6.95882"
"2006","II","Asalariado_Informal","Pobreza","45.86470"
"2006","II","Asalariado_Formal","Pobreza","14.69465"
"2006","II","Sin_Salario","Pobreza","38.50902"
"2007","I","Total","Pobreza","31.59525"
"2007","I","Ocupados","Pobreza","25.95188"
"2007","I","Desocupados","Pobreza","55.49201"
"2007","I","Inactivos","Pobreza","47.48310"
"2007","I","Patrones","Pobreza","14.16755"
"2007","I","CtaPropia_no_Profesional","Pobreza","40.86174"
"2007","I","CtaPropia_Profesional","Pobreza","7.11442"
"2007","I","Asalariado_Informal","Pobreza","44.65478"
"2007","I","Asalariado_Formal","Pobreza","13.88729"
"2007","I","Sin_Salario","Pobreza","39.09039"
"2007","II","Total","Pobreza","32.00325"
"2007","II","Ocupados","Pobreza","26.24757"
"2007","II","Desocupados","Pobreza","52.52282"
"2007","II","Inactivos","Pobreza","48.57276"
"2007","II","Patrones","Pobreza","13.21264"
"2007","II","CtaPropia_no_Profesional","Pobreza","40.15345"
"2007","II","CtaPropia_Profesional","Pobreza","7.21785"
"2007","II","Asalariado_Informal","Pobreza","44.25143"
"2007","II","Asalariado_Formal","Pobreza","15.27948"
"2007","II","Sin_Salario","Pobreza","44.60515"
"2008","I","Total","Pobreza","30.57801"
"2008","I","Ocupados","Pobreza","24.58727"
"2008","I","Desocupados","Pobreza","56.07122"
"2008","I","Inactivos","Pobreza","47.23861"
"2008","I","Patrones","Pobreza","11.63061"
"2008","I","CtaPropia_no_Profesional","Pobreza","38.39292"
"2008","I","CtaPropia_Profesional","Pobreza","6.06795"
"2008","I","Asalariado_Informal","Pobreza","42.42043"
"2008","I","Asalariado_Formal","Pobreza","14.25245"
