anio,edad,tasa_actividad
2017,35,0.81068720546377
2017,36,0.814864270180079
2017,37,0.814206392003123
2017,38,0.824628997580725
2017,39,0.831222443033143
2017,40,0.835590884899074
2017,41,0.83687236179987
2017,42,0.836493062983949
2017,43,0.830132928479776
2017,44,0.82837356153522
2017,45,0.83075473186413
2017,46,0.815801864350611
2017,47,0.819198512447328
2017,48,0.823626300177648
2017,49,0.819495032302537
2017,50,0.806648213480959
2017,51,0.811269730375308
2017,52,0.803381017037117
2017,53,0.791353302197932
2017,54,0.7812115013543
2017,55,0.772905274181581
2017,56,0.765574946841617
2017,57,0.746902549239396
2017,58,0.726095644861901
2017,59,0.706250641537839
2017,60,0.679798118160891
2017,61,0.63069498295158
2017,62,0.589873502386984
2017,63,0.554669327612022
2017,64,0.511462323231798
2017,65,0.464996511495838
2017,66,0.42286721501535
2017,67,0.374183450290633
2017,68,0.313595095921018
2017,69,0.265499178151325
2017,70,0.215611783642497
2017,71,0.190827769283489
2017,72,0.167647509965381
2017,73,0.1557311290742
2017,74,0.148367093367572
2017,75,0.130914346019031
2017,76,0.12357518062204
2017,77,0.106656856543714
2017,78,0.0968902480576302
2017,79,0.0703875726535825
2017,80,0.0609651513777654
2017,81,0.0474414503512085
2017,82,0.0462374176100275
2017,83,0.0446088713873386
2017,84,0.0416060664405575
2017,85,0.0395697768773161
2017,86,0.0425112484661183
2017,87,0.043455487885068
2017,88,0.0328148164538756
2017,89,0.0316660382084261
2017,90,0.0225232436032067
2018,10,0.000291792104014
2018,11,0.0002906676459863
2018,12,0.0002877046266903
2018,13,0.0007658582935455
2018,14,0.0027695451359863
2018,15,0.0062452403545714
2018,16,0.0179398436725772
2018,17,0.0352454186951203
2018,18,0.091768195418057
2018,19,0.162630410247052
2018,20,0.257071157878765
2018,21,0.361211354763746
2018,22,0.454757533412495
2018,23,0.532739232640331
2018,24,0.590455010745041
2018,25,0.633103723206711
2018,26,0.679983338705474
2018,27,0.712570362738599
2018,28,0.737563030600231
2018,29,0.759719607117567
2018,30,0.782697592473058
2018,31,0.791658155001795
2018,32,0.816239199166893
2018,33,0.811520074933064
2018,34,0.81227549064448
2018,35,0.815264219490949
2018,36,0.821743905328239
2018,37,0.811755947918603
2018,38,0.823124464662423
2018,39,0.834905269706356
2018,40,0.836995945832434
2018,41,0.836373168736521
2018,42,0.84007240980738
2018,43,0.84585049820862
2018,44,0.849415758163136
2018,45,0.844131009385781
2018,46,0.839886233234704
2018,47,0.840061132552034
2018,48,0.835219475903117
2018,49,0.82723820602873
2018,50,0.824722924490125
2018,51,0.820893431202373
2018,52,0.81454972822902
2018,53,0.812944878613904
2018,54,0.807265070009407
2018,55,0.79944104314775
2018,56,0.784512598659052
2018,57,0.771413971688342
2018,58,0.746636905231236
2018,59,0.712895857364888
2018,60,0.67996718772291
2018,61,0.640322521723247
2018,62,0.600688650038764
2018,63,0.549774140900095
2018,64,0.519948720794839
2018,65,0.470175629353773
2018,66,0.417240100562865
2018,67,0.359641339636869
2018,68,0.308416418946931
2018,69,0.266846157091885
2018,70,0.232568269411475
2018,71,0.212724094067813
2018,72,0.184881759125263
2018,73,0.170037354439421
2018,74,0.145424830659057
2018,75,0.13583179587681
2018,76,0.118020580700392
2018,77,0.111972380381796
2018,78,0.101119494929885
2018,79,0.085809054148314
2018,80,0.0665592700439069
2018,81,0.0685765306299702
2018,82,0.0581317592302392
2018,83,0.047675152593362
2018,84,0.0387314192915511
2018,85,0.033413701018375
2018,86,0.0175214577852877
2018,87,0.0199310383087316
2018,88,0.0227591733650647
2018,89,0.0224051093665697
2018,90,0.0178576372546305
2019,10,0.0
2019,11,0.000407333936791
2019,12,0.000935872859264
2019,13,0.0010873140512404
2019,14,0.0043570138302526
2019,15,0.0080270312370159
2019,16,0.0141837351967428
2019,17,0.0407909475772662
2019,18,0.100221130488775
2019,19,0.164717581731125
2019,20,0.266619567817558
2019,21,0.373044293069534
2019,22,0.47035080628902
2019,23,0.546481376072485
2019,24,0.61117888143671
2019,25,0.660419423861359
2019,26,0.700957304913006
2019,27,0.726897818778829
2019,28,0.750631225941115
2019,29,0.777549193313222
2019,30,0.788908538483077
2019,31,0.793042586332438
2019,32,0.807670633046606
2019,33,0.823875018127371
2019,34,0.823865873679364
2019,35,0.830545531561956
2019,36,0.841291011347168
2019,37,0.842901393223509
2019,38,0.832482965442079
2019,39,0.835141177922118
2019,40,0.83520258675474
2019,41,0.833741782176744
2019,42,0.843709894986322
2019,43,0.847747541863606
2019,44,0.858729848095872
2019,45,0.856018031030852
2019,46,0.850039230957786
2019,47,0.846566048806725
2019,48,0.836011194806977
2019,49,0.825286334639642
2019,50,0.821299528711672
2019,51,0.814880977422133
2019,52,0.811171236453727
2019,53,0.805869667369206
2019,54,0.793266163663044
2019,55,0.778246453782277
2019,56,0.769388375579385
2019,57,0.738299134646781
2019,58,0.726573193850445
2019,59,0.708089960448458
2019,60,0.681410838875536
2019,61,0.640724536512582
2019,62,0.597667624790997
2019,63,0.561574166704204
2019,64,0.511788417623155
2019,65,0.464504636839672
2019,66,0.420860645175748
2019,67,0.378389737673986
2019,68,0.321827538382236
2019,69,0.280133903288797
2019,70,0.241370978679465
2019,71,0.211642331003683
2019,72,0.184047618746018
2019,73,0.164110613629906
2019,74,0.146101075819133
2019,75,0.142670639088006
2019,76,0.125593071573688
2019,77,0.109981579593092
2019,78,0.10069985065245
2019,79,0.0910242910278944
2019,80,0.0672608603499173
2019,81,0.0614837053722829
2019,82,0.0611722334969558
2019,83,0.0532535014005602
2019,84,0.042115286909061
2019,85,0.0396921252766779
2019,86,0.0291158692369125
2019,87,0.0223998458361087
2019,88,0.0224896159731837
2019,89,0.0078329617524188
2019,90,0.0084577161043284
2020,10,0.0004519658042727
2020,11,0.00080256464857
2020,12,0.0009490318364157
2020,13,0.0043876434043043
2020,14,0.0061691859207473
2020,15,0.0102244469068817
2020,16,0.0166640877726576
2020,17,0.0479450964790133
2020,18,0.0823335713610412
2020,19,0.15114692059799
2020,20,0.22523062353031
2020,21,0.312057157573486
2020,22,0.387439300392432
2020,23,0.462604874503173
2020,24,0.508969545847858
2020,25,0.556977506884391
2020,26,0.612925073402898
2020,27,0.652646754598516
2020,28,0.679801759602473
2020,29,0.699231759762776
2020,30,0.737270325400498
2020,31,0.738236651497123
2020,32,0.748308617463052
2020,33,0.755548030027315
2020,34,0.768940571312292
2020,35,0.763065495078827
2020,36,0.781373134934933
2020,37,0.775845977091022
2020,38,0.794021072304971
2020,39,0.801841084557605
2020,40,0.803218776535285
2020,41,0.80474551610481
2020,42,0.813641806154329
2020,43,0.813967132396472
2020,44,0.798935882449547
2020,45,0.808419283004709
2020,46,0.79647676568043
2020,47,0.805155549786836
2020,48,0.804640406730266
2020,49,0.803454905966472
2020,50,0.778390595163841
2020,51,0.766713332890254
2020,52,0.744485320462237
2020,53,0.735089113767268
2020,54,0.715935089526819
2020,55,0.70582455725518
2020,56,0.703847827017513
2020,57,0.694994493766742
2020,58,0.670709821058443
2020,59,0.665121568667006
2020,60,0.637030704837857
2020,61,0.603298404583398
2020,62,0.542221392892002
2020,63,0.49596474346268
2020,64,0.431705294686146
2020,65,0.395436046945507
2020,66,0.338685706424088
2020,67,0.317884349713835
2020,68,0.283775477650125
2020,69,0.254049361358227
2020,70,0.222543710401374
2020,71,0.20742587724594
2020,72,0.157609327839646
2020,73,0.121433851056886
2020,74,0.122434506784872
2020,75,0.0934682021604594
2020,76,0.0854266336023187
2020,77,0.0845407115728004
2020,78,0.081603707582651
2020,79,0.0594380769987361
2020,80,0.0498649490961978
2020,81,0.0371842215003731
2020,82,0.0391800836083077
2020,83,0.0442074856707892
2020,84,0.0464370247089258
2020,85,0.0345461693837772
2020,86,0.0356118732077811
2020,87,0.0241891028832167
2020,88,0.0141421578053833
2020,89,0.0016869902499933
2020,90,0.0018938617257255
2021,10,0.0
2021,11,0.0
2021,12,0.0006049519117567
2021,13,0.0007733319575452
2021,14,0.0050482902353046
2021,15,0.0089106269154631
2021,16,0.0152158882101744
2021,17,0.0332231405428951
2021,18,0.0967162667918175
2021,19,0.15664645830942
2021,20,0.255823165118566
2021,21,0.350287097427576
2021,22,0.452792127112093
2021,23,0.529043596353125
2021,24,0.592070436539757
2021,25,0.628835144753108
2021,26,0.675676175102343
2021,27,0.693217587607387
2021,28,0.718841151642016
2021,29,0.747051804600392
2021,30,0.767343688667818
2021,31,0.776280831749643
2021,32,0.790259421906708
2021,33,0.798200010119409
2021,34,0.814878871037148
2021,35,0.818970681331424
2021,36,0.831398052110845
2021,37,0.843248034875284
2021,38,0.850235656490791
2021,39,0.853539476144585
2021,40,0.861932647316008
2021,41,0.858299629553552
2021,42,0.855525311726149
2021,43,0.850146864031013
2021,44,0.850351999254332
2021,45,0.855008433676343
2021,46,0.847890350569394
2021,47,0.836590536814862
2021,48,0.841954621014386
2021,49,0.840602538655305
2021,50,0.827736003370221
2021,51,0.828056317539891
2021,52,0.827323617948097
2021,53,0.823632234806787
2021,54,0.809703165113314
2021,55,0.792092633427002
2021,56,0.773653739354462
2021,57,0.75920847225749
2021,58,0.724098559689689
2021,59,0.699792245164832
2021,60,0.680756669945478
2021,61,0.652519374676376
2021,62,0.61433842330815
2021,63,0.575088224683381
2021,64,0.542937285452893
2021,65,0.466959574080266
2021,66,0.422857090194222
2021,67,0.373976787522193
2021,68,0.332453457740364
2021,69,0.261914713632643
2021,70,0.229505132600009
2021,71,0.198058141739215
2021,72,0.173189985065638
2021,73,0.151400659108754
2021,74,0.151728598625384
2021,75,0.139484745859296
2021,76,0.122974770083725
2021,77,0.106772592004393
2021,78,0.0963220032652215
2021,79,0.068165996671757
2021,80,0.0594449472096531
2021,81,0.0481677262289228
2021,82,0.0402764225274165
2021,83,0.0237746769469809
2021,84,0.0203872583924573
2021,85,0.0262202292493183
2021,86,0.0211946947625178
2021,87,0.0215480365150846
2021,88,0.0245369373250054
2021,89,0.027629049529732
2021,90,0.0198191053137814
2022,10,0.0002657909554135
2022,11,0.0002663540870255
2022,12,0.0004995246673202
2022,13,0.0018707912237313
2022,14,0.0049002963742091
2022,15,0.0105767499328201
2022,16,0.0207476829152339
2022,17,0.0407982378083471
2022,18,0.0999722959939777
2022,19,0.179280794465963
2022,20,0.264329490248311
2022,21,0.362776352881949
2022,22,0.470314038028705
2022,23,0.55418948439652
2022,24,0.614977628301474
2022,25,0.665747877619311
2022,26,0.704890971171126
2022,27,0.737961687746694
2022,28,0.753723105556703
2022,29,0.770182594784428
2022,30,0.781401007579642
2022,31,0.786388333801258
2022,32,0.789853452047771
2022,33,0.800363364584669
2022,34,0.814392546624025
2022,35,0.821653839071736
2022,36,0.833840997982796
2022,37,0.843867596353197
2022,38,0.855084308583
2022,39,0.848638897655829
2022,40,0.856166841230794
2022,41,0.855219174047162
2022,42,0.855911231136651
2022,43,0.850606085751617
2022,44,0.859321280970784
2022,45,0.858134296881959
2022,46,0.862212817709622
2022,47,0.857460841364594
2022,48,0.855587486533604
2022,49,0.846959690019092
2022,50,0.847506086454428
2022,51,0.832060954099807
2022,52,0.811397659848841
2022,53,0.812845580921043
2022,54,0.799101157161308
2022,55,0.783603054942445
2022,56,0.775517804285132
2022,57,0.770133943457683
2022,58,0.741192795976483
2022,59,0.724785420059833
2022,60,0.690067318376124
2022,61,0.656797796377947
2022,62,0.61803740330471
2022,63,0.582935193598499
2022,64,0.539508836996488
2022,65,0.495048078592997
2022,66,0.430980450425109
2022,67,0.379503022965395
2022,68,0.31399547570277
2022,69,0.260505564516333
2022,70,0.221596719145028
2022,71,0.191912475208103
2022,72,0.155481671553746
2022,73,0.154078509572678
2022,74,0.141588896093037
2022,75,0.129224021538535
2022,76,0.123867490818816
2022,77,0.116734620107485
2022,78,0.0889972623244271
2022,79,0.071967380224261
2022,80,0.0550843119984837
2022,81,0.0436000203505955
2022,82,0.0374406157041437
2022,83,0.0340282659236093
2022,84,0.0343167736172442
2022,85,0.0323506693896895
2022,86,0.0355992888844686
2022,87,0.0213727664818238
2022,88,0.0189453595180709
2022,89,0.0120521494594069
2022,90,0.0057061237511057
2023,10,3.99585066632795e-05
2023,11,7.97944952750446e-05
2023,12,0.0005162715712122
2023,13,0.0007670049335785
2023,14,0.0027945075106782
2023,15,0.0063723288147292
2023,16,0.0177656053234608
2023,17,0.0350669783396898
2023,18,0.0928096046637686
2023,19,0.179868184832901
2023,20,0.269321921898062
2023,21,0.359554415778692
2023,22,0.461249361843408
2023,23,0.557967199534915
2023,24,0.614729524550935
2023,25,0.669425636788511
2023,26,0.718244475163278
2023,27,0.751193308274711
2023,28,0.778178212394089
2023,29,0.792670155365785
2023,30,0.808381577922584
2023,31,0.815550142460451
2023,32,0.82385384062537
2023,33,0.822836535914471
2023,34,0.833122637237838
2023,35,0.839444565204018
2023,36,0.85068523705337
2023,37,0.859376940168414
2023,38,0.864944366548716
2023,39,0.866585103532396
2023,40,0.867345788538446
2023,41,0.865751605726082
2023,42,0.859424824607416
2023,43,0.857173696669056
2023,44,0.858274811124045
2023,45,0.855965903630667
2023,46,0.849733767695873
2023,47,0.856668273448322
2023,48,0.855616789520509
2023,49,0.849425893487008
2023,50,0.839416913634763
2023,51,0.838101591382154
2023,52,0.827923699231238
2023,53,0.810412191982463
2023,54,0.808058323563254
2023,55,0.79305429083677
2023,56,0.778854485628773
2023,57,0.765013553737246
2023,58,0.756108639913227
2023,59,0.719538077101928
2023,60,0.69905882251217
2023,61,0.660040144460283
2023,62,0.606459104923995
2023,63,0.561350930655734
2023,64,0.523895881747233
2023,65,0.481086587986996
2023,66,0.432117676682894
2023,67,0.385257750319965
2023,68,0.340377953490771
2023,69,0.295168247376292
2023,70,0.253271426929163
2023,71,0.233066979698242
2023,72,0.203640892940395
2023,73,0.173050738956285
2023,74,0.154827247317892
2023,75,0.136171491506805
2023,76,0.102359256301194
2023,77,0.0947502595347886
2023,78,0.0840596399459174
2023,79,0.0763867712961212
2023,80,0.0735693906918086
2023,81,0.0759380594858142
2023,82,0.0741737809810888
2023,83,0.059028689703473
2023,84,0.0462185514741642
2023,85,0.029614003811049
2023,86,0.023375940798049
2023,87,0.0213386731789844
2023,88,0.0190939787120991
2023,89,0.0072294243454066
2023,90,0.0073403755060844
