"anio","pais","iso3","pbi_per_capita_ppa_porcentaje_argentina"
"2016","Bolivia","BOL","33.66887417"
"2017","Bolivia","BOL","33.96386483"
"2018","Bolivia","BOL","36.08340329"
"2019","Bolivia","BOL","37.48180966"
"2020","Bolivia","BOL","37.83553066"
"2021","Bolivia","BOL","36.19894115"
"2022","Bolivia","BOL","35.37157292"
"1900","Brasil","BRA","19.07047785"
"1901","Brasil","BRA","20.47484208"
"1902","Brasil","BRA","21.2652967"
"1903","Brasil","BRA","19.29125603"
"1904","Brasil","BRA","18.04954778"
"1905","Brasil","BRA","16.68169522"
"1906","Brasil","BRA","17.70684736"
"1907","Brasil","BRA","17.62785637"
"1908","Brasil","BRA","16.21204323"
"1909","Brasil","BRA","16.94369064"
"1910","Brasil","BRA","16.25082075"
"1911","Brasil","BRA","18.02043209"
"1912","Brasil","BRA","16.74433553"
"1913","Brasil","BRA","17.28354263"
"1914","Brasil","BRA","19.0765723"
"1915","Brasil","BRA","19.88010056"
"1916","Brasil","BRA","21.02699411"
"1917","Brasil","BRA","24.42095795"
"1918","Brasil","BRA","20.10817076"
"1919","Brasil","BRA","21.89337887"
"1920","Brasil","BRA","22.4349711"
"1921","Brasil","BRA","22.44713537"
"1922","Brasil","BRA","22.44651484"
"1923","Brasil","BRA","21.68034766"
"1924","Brasil","BRA","20.42079208"
"1925","Brasil","BRA","20.77797343"
"1926","Brasil","BRA","20.40527804"
"1927","Brasil","BRA","20.61886792"
"1928","Brasil","BRA","21.8128655"
"1929","Brasil","BRA","21.04582675"
"1930","Brasil","BRA","20.75964939"
"1931","Brasil","BRA","21.86919047"
"1932","Brasil","BRA","23.37014606"
"1933","Brasil","BRA","24.02979903"
"1934","Brasil","BRA","24.00065264"
"1935","Brasil","BRA","23.53875476"
"1936","Brasil","BRA","25.51314945"
"1937","Brasil","BRA","24.48669202"
"1938","Brasil","BRA","25.31197042"
"1939","Brasil","BRA","24.60677556"
"1940","Brasil","BRA","24.27257651"
"1941","Brasil","BRA","24.5299519"
"1942","Brasil","BRA","23.19519695"
"1943","Brasil","BRA","26.44764476"
"1944","Brasil","BRA","24.45540485"
"1945","Brasil","BRA","25.81016852"
"1946","Brasil","BRA","26.00860678"
"1947","Brasil","BRA","24.11242604"
"1948","Brasil","BRA","25.03583373"
"1949","Brasil","BRA","27.39589807"
"1950","Brasil","BRA","28.12932444"
"1951","Brasil","BRA","28.18451645"
"1952","Brasil","BRA","31.61324644"
"1953","Brasil","BRA","31.12369674"
"1954","Brasil","BRA","31.88460569"
"1955","Brasil","BRA","32.04360326"
"1956","Brasil","BRA","31.71889839"
"1957","Brasil","BRA","32.08500862"
"1958","Brasil","BRA","33.08378289"
"1959","Brasil","BRA","38.3169739"
"1960","Brasil","BRA","38.34781627"
"1961","Brasil","BRA","38.36686644"
"1962","Brasil","BRA","41.01005636"
"1963","Brasil","BRA","41.66762507"
"1964","Brasil","BRA","38.50307008"
"1965","Brasil","BRA","35.61792221"
"1966","Brasil","BRA","37.18737594"
"1967","Brasil","BRA","37.20588235"
"1968","Brasil","BRA","38.62660944"
"1969","Brasil","BRA","38.45056611"
"1970","Brasil","BRA","39.82300885"
"1971","Brasil","BRA","41.85620262"
"1972","Brasil","BRA","45.02875924"
"1973","Brasil","BRA","47.95524387"
"1974","Brasil","BRA","48.29870521"
"1975","Brasil","BRA","50.84195891"
"1976","Brasil","BRA","55.75771897"
"1977","Brasil","BRA","54.75974615"
"1978","Brasil","BRA","59.66730955"
"1979","Brasil","BRA","58.99039195"
"1980","Brasil","BRA","63.06574924"
"1981","Brasil","BRA","63.57938144"
"1982","Brasil","BRA","65.68831169"
"1983","Brasil","BRA","61.17197452"
"1984","Brasil","BRA","62.83686745"
"1985","Brasil","BRA","72.16154199"
"1986","Brasil","BRA","71.91489362"
"1987","Brasil","BRA","72.2255652"
"1988","Brasil","BRA","73.19459267"
"1989","Brasil","BRA","80.17896661"
"1990","Brasil","BRA","76.47747221"
"1991","Brasil","BRA","70.27850432"
"1992","Brasil","BRA","63.68909285"
"1993","Brasil","BRA","63.17293478"
"1994","Brasil","BRA","63.48425158"
"1995","Brasil","BRA","68.4064605"
"1996","Brasil","BRA","66.52836435"
"1997","Brasil","BRA","63.91477811"
"1998","Brasil","BRA","62.02511215"
"1999","Brasil","BRA","64.76792106"
"2000","Brasil","BRA","68.44222721"
"2001","Brasil","BRA","72.90743734"
"2002","Brasil","BRA","84.70658403"
"2003","Brasil","BRA","79.11176932"
"2004","Brasil","BRA","77.20148283"
"2005","Brasil","BRA","73.68128223"
"2006","Brasil","BRA","71.35395885"
"2007","Brasil","BRA","69.86388276"
"2008","Brasil","BRA","71.07880779"
"2009","Brasil","BRA","76.06272359"
"2010","Brasil","BRA","74.89788617"
"2011","Brasil","BRA","74.14387842"
"2012","Brasil","BRA","76.45798255"
"2013","Brasil","BRA","77.0190711"
"2014","Brasil","BRA","79.53917531"
"2015","Brasil","BRA","81.15065122"
"2016","Brasil","BRA","73.49933775"
"2017","Brasil","BRA","72.66115377"
"2018","Brasil","BRA","75.62662118"
"2019","Brasil","BRA","78.27237021"
"2020","Brasil","BRA","84.26207154"
"2021","Brasil","BRA","80.60995414"
"2022","Brasil","BRA","79.11942556"
"1900","Canada","CAN","101.2437268"
"1901","Canada","CAN","107.5364844"
"1902","Canada","CAN","122.6044793"
"1903","Canada","CAN","111.4279723"
"1904","Canada","CAN","102.791978"
"1905","Canada","CAN","102.3985573"
"1906","Canada","CAN","109.3081312"
"1907","Canada","CAN","112.0239391"
"1908","Canada","CAN","97.68399382"
"1909","Canada","CAN","104.087517"
"1910","Canada","CAN","106.3854235"
"1911","Canada","CAN","112.4602244"
"1912","Canada","CAN","112.1163426"
"1913","Canada","CAN","117.118308"
"1914","Canada","CAN","121.9076572"
"1915","Canada","CAN","130.4776639"
"1916","Canada","CAN","150.3145931"
"1917","Canada","CAN","172.0935462"
"1918","Canada","CAN","136.7394244"
"1919","Canada","CAN","121.532916"
"1920","Canada","CAN","111.1632948"
"1921","Canada","CAN","96.71064522"
"1922","Canada","CAN","104.3133195"
"1923","Canada","CAN","102.0119105"
"1924","Canada","CAN","98.06621287"
"1925","Canada","CAN","110.7411558"
"1926","Canada","CAN","112.5981778"
"1927","Canada","CAN","116.6188679"
"1928","Canada","CAN","120.5263158"
"1929","Canada","CAN","115.989082"
"1930","Canada","CAN","117.9301861"
"1931","Canada","CAN","107.8587122"
"1932","Canada","CAN","104.2394015"
"1933","Canada","CAN","93.06999307"
"1934","Canada","CAN","95.98629466"
"1935","Canada","CAN","100.0317662"
"1936","Canada","CAN","105.4201411"
"1937","Canada","CAN","108.4410646"
"1938","Canada","CAN","111.6314898"
"1939","Canada","CAN","114.9425287"
"1940","Canada","CAN","129.0064827"
"1941","Canada","CAN","140.5771753"
"1942","Canada","CAN","164.1528774"
"1943","Canada","CAN","173.6723672"
"1944","Canada","CAN","162.5428141"
"1945","Canada","CAN","163.7620625"
"1946","Canada","CAN","148.5745024"
"1947","Canada","CAN","139.2751479"
"1948","Canada","CAN","134.5078834"
"1949","Canada","CAN","139.9627098"
"1950","Canada","CAN","146.2070701"
"1951","Canada","CAN","148.4912194"
"1952","Canada","CAN","166.0593164"
"1953","Canada","CAN","163.8048655"
"1954","Canada","CAN","154.5981356"
"1955","Canada","CAN","156.5884044"
"1956","Canada","CAN","163.7108262"
"1957","Canada","CAN","157.599081"
"1958","Canada","CAN","149.7632941"
"1959","Canada","CAN","165.5374671"
"1960","Canada","CAN","157.454012"
"1961","Canada","CAN","150.6849315"
"1962","Canada","CAN","163.4103216"
"1963","Canada","CAN","175.3651524"
"1964","Canada","CAN","168.7275037"
"1965","Canada","CAN","164.3919252"
"1966","Canada","CAN","173.1639539"
"1967","Canada","CAN","173.1176471"
"1968","Canada","CAN","174.5064378"
"1969","Canada","CAN","169.2787733"
"1970","Canada","CAN","165.0227683"
"1971","Canada","CAN","166.8249604"
"1972","Canada","CAN","171.2161052"
"1973","Canada","CAN","173.8082105"
"1974","Canada","CAN","170.4531768"
"1975","Canada","CAN","176.2629384"
"1976","Canada","CAN","187.0982987"
"1977","Canada","CAN","183.3257782"
"1978","Canada","CAN","200.8518161"
"1979","Canada","CAN","196.5456764"
"1980","Canada","CAN","197.1253823"
"1981","Canada","CAN","216.5443299"
"1982","Canada","CAN","217.7575758"
"1983","Canada","CAN","217.6220807"
"1984","Canada","CAN","226.7128495"
"1985","Canada","CAN","257.2280863"
"1986","Canada","CAN","247.2600955"
"1987","Canada","CAN","251.4054844"
"1988","Canada","CAN","269.2547136"
"1989","Canada","CAN","293.0626383"
"1990","Canada","CAN","293.3684416"
"1991","Canada","CAN","259.7268064"
"1992","Canada","CAN","237.5559938"
"1993","Canada","CAN","229.4271327"
"1994","Canada","CAN","226.5489886"
"1995","Canada","CAN","239.4210058"
"1996","Canada","CAN","230.3588721"
"1997","Canada","CAN","222.172643"
"1998","Canada","CAN","222.4801674"
"1999","Canada","CAN","242.4621185"
"2000","Canada","CAN","257.1000732"
"2001","Canada","CAN","273.2732046"
"2002","Canada","CAN","315.2104379"
"2003","Canada","CAN","294.6081245"
"2004","Canada","CAN","278.4385755"
"2005","Canada","CAN","263.8464849"
"2006","Canada","CAN","250.1271361"
"2007","Canada","CAN","233.6630753"
"2008","Canada","CAN","226.218886"
"2009","Canada","CAN","232.6313005"
"2010","Canada","CAN","217.1203593"
"2011","Canada","CAN","210.953357"
"2012","Canada","CAN","216.5671718"
"2013","Canada","CAN","216.343783"
"2014","Canada","CAN","227.3210655"
"2015","Canada","CAN","223.6642396"
"2016","Canada","CAN","231.7615894"
"2017","Canada","CAN","232.2371739"
"2018","Canada","CAN","241.7968159"
"2019","Canada","CAN","250.2717048"
"2020","Canada","CAN","263.3712441"
"2021","Canada","CAN","251.5172855"
"2022","Canada","CAN","245.4587207"
"1900","Chile","CHL","73.88173685"
"1901","Chile","CHL","74.4064474"
"1902","Chile","CHL","83.21403833"
"1903","Chile","CHL","70.8953659"
"1904","Chile","CHL","71.70664569"
"1905","Chile","CHL","62.57889991"
"1906","Chile","CHL","65.40656205"
"1907","Chile","CHL","69.0968444"
"1908","Chile","CHL","68.96551724"
"1909","Chile","CHL","68.55495251"
"1910","Chile","CHL","73.62114248"
"1911","Chile","CHL","75.04605594"
"1912","Chile","CHL","77.22963201"
"1913","Chile","CHL","79.90746861"
"1914","Chile","CHL","77.35132054"
"1915","Chile","CHL","73.7381551"
"1916","Chile","CHL","93.36310128"
"1917","Chile","CHL","103.9127502"
"1918","Chile","CHL","88.89318138"
"1919","Chile","CHL","73.09808386"
"1920","Chile","CHL","76.73410405"
"1921","Chile","CHL","67.35947949"
"1922","Chile","CHL","65.80400276"
"1923","Chile","CHL","72.65411235"
"1924","Chile","CHL","73.9325495"
"1925","Chile","CHL","78.48567312"
"1926","Chile","CHL","73.86113729"
"1927","Chile","CHL","68.58867925"
"1928","Chile","CHL","82.00292398"
"1929","Chile","CHL","81.58310588"
"1930","Chile","CHL","74.9807781"
"1931","Chile","CHL","65.97938144"
"1932","Chile","CHL","52.54720342"
"1933","Chile","CHL","62.68191268"
"1934","Chile","CHL","69.65247186"
"1935","Chile","CHL","71.64866582"
"1936","Chile","CHL","73.5086594"
"1937","Chile","CHL","77.30798479"
"1938","Chile","CHL","78.10814975"
"1939","Chile","CHL","77.22323049"
"1940","Chile","CHL","78.0491482"
"1941","Chile","CHL","74.20201137"
"1942","Chile","CHL","75.57475472"
"1943","Chile","CHL","78.14281428"
"1944","Chile","CHL","71.36594054"
"1945","Chile","CHL","79.97983581"
"1946","Chile","CHL","79.58579882"
"1947","Chile","CHL","63.94230769"
"1948","Chile","CHL","70.93884376"
"1949","Chile","CHL","70.97576134"
"1950","Chile","CHL","73.97156875"
"1951","Chile","CHL","74.21469206"
"1952","Chile","CHL","83.14935497"
"1953","Chile","CHL","84.72132836"
"1954","Chile","CHL","78.57142857"
"1955","Chile","CHL","75.95831337"
"1956","Chile","CHL","74.60826211"
"1957","Chile","CHL","77.63354394"
"1958","Chile","CHL","76.60464604"
"1959","Chile","CHL","76.71774"
"1960","Chile","CHL","76.52635143"
"1961","Chile","CHL","74.09032534"
"1962","Chile","CHL","78.14123108"
"1963","Chile","CHL","84.37032777"
"1964","Chile","CHL","77.49311878"
"1965","Chile","CHL","70.9798129"
"1966","Chile","CHL","77.84835252"
"1967","Chile","CHL","77.7745098"
"1968","Chile","CHL","76.80495947"
"1969","Chile","CHL","72.98742979"
"1970","Chile","CHL","70.40982902"
"1971","Chile","CHL","73.09006082"
"1972","Chile","CHL","70.00821693"
"1973","Chile","CHL","62.33551336"
"1974","Chile","CHL","59.14634146"
"1975","Chile","CHL","51.99289356"
"1976","Chile","CHL","54.0957782"
"1977","Chile","CHL","56.19522514"
"1978","Chile","CHL","63.7737062"
"1979","Chile","CHL","64.62559097"
"1980","Chile","CHL","68.99082569"
"1981","Chile","CHL","77.74845361"
"1982","Chile","CHL","69.4025974"
"1983","Chile","CHL","65.11252654"
"1984","Chile","CHL","67.51710738"
"1985","Chile","CHL","73.6484626"
"1986","Chile","CHL","72.29700391"
"1987","Chile","CHL","74.96776412"
"1988","Chile","CHL","81.81252223"
"1989","Chile","CHL","96.26671798"
"1990","Chile","CHL","99.50263312"
"1991","Chile","CHL","95.74577935"
"1992","Chile","CHL","95.97473292"
"1993","Chile","CHL","95.1274153"
"1994","Chile","CHL","93.52439961"
"1995","Chile","CHL","104.8135014"
"1996","Chile","CHL","105.2357352"
"1997","Chile","CHL","102.4260942"
"1998","Chile","CHL","100.4845408"
"1999","Chile","CHL","101.8424225"
"2000","Chile","CHL","105.8645968"
"2001","Chile","CHL","113.1558037"
"2002","Chile","CHL","128.2357675"
"2003","Chile","CHL","120.7861806"
"2004","Chile","CHL","116.1863584"
"2005","Chile","CHL","111.6873732"
"2006","Chile","CHL","108.6736718"
"2007","Chile","CHL","103.3308697"
"2008","Chile","CHL","101.5319688"
"2009","Chile","CHL","104.9368505"
"2010","Chile","CHL","99.63042962"
"2011","Chile","CHL","98.51022347"
"2012","Chile","CHL","104.7553447"
"2013","Chile","CHL","106.3503246"
"2014","Chile","CHL","111.2182662"
"2015","Chile","CHL","110.7014665"
"2016","Chile","CHL","114.9456954"
"2017","Chile","CHL","112.7571362"
"2018","Chile","CHL","119.1221653"
"2019","Chile","CHL","121.3770119"
"2020","Chile","CHL","125.4556014"
"2021","Chile","CHL","126.5581944"
"2022","Chile","CHL","123.1415686"
"1900","Colombia","COL","23.76172813"
"1901","Colombia","COL","23.56785014"
"1902","Colombia","COL","24.89032556"
"1903","Colombia","COL","22.45753827"
"1904","Colombia","COL","20.95949666"
"1905","Colombia","COL","19.15238954"
"1906","Colombia","COL","19.07988588"
"1907","Colombia","COL","20.29379761"
"1908","Colombia","COL","19.90049751"
"1909","Colombia","COL","20.30189959"
"1910","Colombia","COL","20.3873933"
"1911","Colombia","COL","21.40345001"
"1912","Colombia","COL","21.163426"
"1913","Colombia","COL","22.25710509"
"1914","Colombia","COL","26.06878206"
"1915","Colombia","COL","27.20943725"
"1916","Colombia","COL","29.47026588"
"1917","Colombia","COL","33.32583764"
"1918","Colombia","COL","29.65037667"
"1919","Colombia","COL","30.90495162"
"1920","Colombia","COL","30.83453757"
"1921","Colombia","COL","31.97180553"
"1922","Colombia","COL","31.93581781"
"1923","Colombia","COL","31.06389828"
"1924","Colombia","COL","30.94059406"
"1925","Colombia","COL","32.01536738"
"1926","Colombia","COL","33.55325165"
"1927","Colombia","COL","34.26415094"
"1928","Colombia","COL","34.72222222"
"1929","Colombia","COL","34.46343916"
"1930","Colombia","COL","36.13716746"
"1931","Colombia","COL","39.00625317"
"1932","Colombia","COL","42.91058069"
"1933","Colombia","COL","43.55509356"
"1934","Colombia","COL","39.68020884"
"1935","Colombia","COL","42.45552732"
"1936","Colombia","COL","44.57985888"
"1937","Colombia","COL","42.4486692"
"1938","Colombia","COL","45.26267139"
"1939","Colombia","COL","45.93163944"
"1940","Colombia","COL","45.54500226"
"1941","Colombia","COL","43.60880338"
"1942","Colombia","COL","42.75882267"
"1943","Colombia","COL","42.84428443"
"1944","Colombia","COL","40.69050555"
"1945","Colombia","COL","43.59786836"
"1946","Colombia","COL","43.23561054"
"1947","Colombia","COL","40.12573964"
"1948","Colombia","COL","39.03487817"
"1949","Colombia","COL","41.75264139"
"1950","Colombia","COL","43.17524217"
"1951","Colombia","COL","42.38189463"
"1952","Colombia","COL","46.93443277"
"1953","Colombia","COL","46.71128845"
"1954","Colombia","COL","47.35449735"
"1955","Colombia","COL","45.31624341"
"1956","Colombia","COL","45.23979107"
"1957","Colombia","COL","43.95175187"
"1958","Colombia","COL","41.81437851"
"1959","Colombia","COL","47.1869763"
"1960","Colombia","COL","44.91592371"
"1961","Colombia","COL","43.33261986"
"1962","Colombia","COL","45.69565698"
"1963","Colombia","COL","47.61357102"
"1964","Colombia","COL","45.14080034"
"1965","Colombia","COL","42.20580995"
"1966","Colombia","COL","43.49940453"
"1967","Colombia","COL","43.50980392"
"1968","Colombia","COL","43.69098712"
"1969","Colombia","COL","42.2929482"
"1970","Colombia","COL","42.37477447"
"1971","Colombia","COL","42.4143964"
"1972","Colombia","COL","43.9441249"
"1973","Colombia","COL","43.94452762"
"1974","Colombia","COL","43.41312858"
"1975","Colombia","COL","44.58520006"
"1976","Colombia","COL","46.61310649"
"1977","Colombia","COL","45.6784527"
"1978","Colombia","COL","51.77595628"
"1979","Colombia","COL","50.77016928"
"1980","Colombia","COL","51.88073394"
"1981","Colombia","COL","55.93402062"
"1982","Colombia","COL","57.99134199"
"1983","Colombia","COL","56.51804671"
"1984","Colombia","COL","56.94855115"
"1985","Colombia","COL","62.49655805"
"1986","Colombia","COL","61.40686062"
"1987","Colombia","COL","62.71812946"
"1988","Colombia","COL","66.18641053"
"1989","Colombia","COL","72.48147792"
"1990","Colombia","COL","75.02438073"
"1991","Colombia","COL","68.71910712"
"1992","Colombia","COL","64.30302227"
"1993","Colombia","COL","63.28614898"
"1994","Colombia","COL","62.24759453"
"1995","Colombia","COL","66.75729015"
"1996","Colombia","COL","63.94778096"
"1997","Colombia","COL","60.80750026"
"1998","Colombia","COL","58.36484581"
"1999","Colombia","COL","57.49922009"
"2000","Colombia","COL","59.13303447"
"2001","Colombia","COL","62.46737042"
"2002","Colombia","COL","71.35762321"
"2003","Colombia","COL","67.65613677"
"2004","Colombia","COL","64.944884"
"2005","Colombia","COL","62.07393879"
"2006","Colombia","COL","60.88171493"
"2007","Colombia","COL","59.25742461"
"2008","Colombia","COL","58.56673647"
"2009","Colombia","COL","62.86639466"
"2010","Colombia","COL","58.96570758"
"2011","Colombia","COL","58.93116033"
"2012","Colombia","COL","61.85519669"
"2013","Colombia","COL","63.24158406"
"2014","Colombia","COL","67.62237398"
"2015","Colombia","COL","67.77766383"
"2016","Colombia","COL","70.6013245"
"2017","Colombia","COL","69.5698016"
"2018","Colombia","COL","72.99401735"
"2019","Colombia","COL","75.83828217"
"2020","Colombia","COL","77.35578227"
"2021","Colombia","COL","77.52462092"
"2022","Colombia","COL","79.10819599"
"1900","Dinamarca","DNK","104.9312677"
"1901","Dinamarca","DNK","107.7760836"
"1902","Dinamarca","DNK","115.6084045"
"1903","Dinamarca","DNK","109.9601594"
"1904","Dinamarca","DNK","104.2469524"
"1905","Dinamarca","DNK","96.1767358"
"1906","Dinamarca","DNK","96.70114123"
"1907","Dinamarca","DNK","100.7798332"
"1908","Dinamarca","DNK","97.13501458"
"1909","Dinamarca","DNK","98.49050204"
"1910","Dinamarca","DNK","96.9468155"
"1911","Dinamarca","DNK","102.9643276"
"1912","Dinamarca","DNK","97.63779528"
"1913","Dinamarca","DNK","103.0403173"
"1914","Dinamarca","DNK","124.4727342"
"1915","Dinamarca","DNK","116.457165"
"1916","Dinamarca","DNK","125.8778161"
"1917","Dinamarca","DNK","129.6379582"
"1918","Dinamarca","DNK","106.5095615"
"1919","Dinamarca","DNK","116.7330677"
"1920","Dinamarca","DNK","114.9385838"
"1921","Dinamarca","DNK","110.2295319"
"1922","Dinamarca","DNK","114.57902"
"1923","Dinamarca","DNK","116.9644294"
"1924","Dinamarca","DNK","111.664604"
"1925","Dinamarca","DNK","111.7016168"
"1926","Dinamarca","DNK","115.1272385"
"1927","Dinamarca","DNK","112.0754717"
"1928","Dinamarca","DNK","111.505848"
"1929","Dinamarca","DNK","116.2045683"
"1930","Dinamarca","DNK","130.9088113"
"1931","Dinamarca","DNK","144.3636978"
"1932","Dinamarca","DNK","146.7581047"
"1933","Dinamarca","DNK","146.1191961"
"1934","Dinamarca","DNK","140.4960026"
"1935","Dinamarca","DNK","138.7388818"
"1936","Dinamarca","DNK","142.4951892"
"1937","Dinamarca","DNK","137.4144487"
"1938","Dinamarca","DNK","141.5036204"
"1939","Dinamarca","DNK","144.4797338"
"1940","Dinamarca","DNK","122.9458767"
"1941","Dinamarca","DNK","106.267308"
"1942","Dinamarca","DNK","108.0538878"
"1943","Dinamarca","DNK","121.4671467"
"1944","Dinamarca","DNK","121.0439786"
"1945","Dinamarca","DNK","116.3041913"
"1946","Dinamarca","DNK","123.8300161"
"1947","Dinamarca","DNK","118.5897436"
"1948","Dinamarca","DNK","116.7701863"
"1949","Dinamarca","DNK","128.6637663"
"1950","Dinamarca","DNK","139.2250598"
"1951","Dinamarca","DNK","136.7301509"
"1952","Dinamarca","DNK","147.4398191"
"1953","Dinamarca","DNK","149.6074141"
"1954","Dinamarca","DNK","148.0095742"
"1955","Dinamarca","DNK","141.2074748"
"1956","Dinamarca","DNK","140.7644824"
"1957","Dinamarca","DNK","145.8472142"
"1958","Dinamarca","DNK","142.0565892"
"1959","Dinamarca","DNK","164.7953076"
"1960","Dinamarca","DNK","158.5148403"
"1961","Dinamarca","DNK","158.8505993"
"1962","Dinamarca","DNK","171.6985302"
"1963","Dinamarca","DNK","178.412881"
"1964","Dinamarca","DNK","178.1918272"
"1965","Dinamarca","DNK","171.92516"
"1966","Dinamarca","DNK","176.5482334"
"1967","Dinamarca","DNK","178.7254902"
"1968","Dinamarca","DNK","179.9523128"
"1969","Dinamarca","DNK","178.0690024"
"1970","Dinamarca","DNK","173.7348569"
"1971","Dinamarca","DNK","171.765392"
"1972","Dinamarca","DNK","177.3130649"
"1973","Dinamarca","DNK","175.1477425"
"1974","Dinamarca","DNK","165.0030111"
"1975","Dinamarca","DNK","167.7120346"
"1976","Dinamarca","DNK","181.6241336"
"1977","Dinamarca","DNK","176.4883651"
"1978","Dinamarca","DNK","189.9067824"
"1979","Dinamarca","DNK","186.1293274"
"1980","Dinamarca","DNK","185.5657492"
"1981","Dinamarca","DNK","198.457732"
"1982","Dinamarca","DNK","214.7792208"
"1983","Dinamarca","DNK","216.1358811"
"1984","Dinamarca","DNK","224.5585875"
"1985","Dinamarca","DNK","254.3368518"
"1986","Dinamarca","DNK","249.0751194"
"1987","Dinamarca","DNK","246.9526347"
"1988","Dinamarca","DNK","258.3511206"
"1989","Dinamarca","DNK","280.0731261"
"1990","Dinamarca","DNK","286.8344061"
"1991","Dinamarca","DNK","266.5314377"
"1992","Dinamarca","DNK","249.2326159"
"1993","Dinamarca","DNK","237.1008342"
"1994","Dinamarca","DNK","238.437783"
"1995","Dinamarca","DNK","254.8987349"
"1996","Dinamarca","DNK","250.2725107"
"1997","Dinamarca","DNK","241.1187736"
"1998","Dinamarca","DNK","239.4398022"
"1999","Dinamarca","DNK","257.4005755"
"2000","Dinamarca","DNK","271.566101"
"2001","Dinamarca","DNK","288.7922658"
"2002","Dinamarca","DNK","328.3184382"
"2003","Dinamarca","DNK","305.4814895"
"2004","Dinamarca","DNK","290.3328561"
"2005","Dinamarca","DNK","275.4444567"
"2006","Dinamarca","DNK","266.9752477"
"2007","Dinamarca","DNK","248.6117229"
"2008","Dinamarca","DNK","238.9075173"
"2009","Dinamarca","DNK","242.8889848"
"2010","Dinamarca","DNK","226.1981871"
"2011","Dinamarca","DNK","217.8423237"
"2012","Dinamarca","DNK","222.0011225"
"2013","Dinamarca","DNK","220.0623962"
"2014","Dinamarca","DNK","230.6260752"
"2015","Dinamarca","DNK","228.8739616"
"2016","Dinamarca","DNK","237.5417219"
"2017","Dinamarca","DNK","236.7365157"
"2018","Dinamarca","DNK","249.5763536"
"2019","Dinamarca","DNK","259.9343735"
"2020","Dinamarca","DNK","284.8894552"
"2021","Dinamarca","DNK","272.4881214"
"2022","Dinamarca","DNK","269.4376814"
"1900","Ecuador","ECU","23.95810604"
"1901","Ecuador","ECU","24.41733827"
"1902","Ecuador","ECU","26.39113369"
"1903","Ecuador","ECU","24.42860138"
"1904","Ecuador","ECU","23.37790012"
"1905","Ecuador","ECU","21.87556357"
"1906","Ecuador","ECU","22.05777461"
"1907","Ecuador","ECU","22.86906057"
"1908","Ecuador","ECU","22.28512609"
"1909","Ecuador","ECU","22.67639077"
"1910","Ecuador","ECU","22.63624425"
"1911","Ecuador","ECU","23.78161112"
"1912","Ecuador","ECU","23.49349188"
"1913","Ecuador","ECU","24.88433576"
"1914","Ecuador","ECU","29.20387612"
"1915","Ecuador","ECU","30.30361632"
"1916","Ecuador","ECU","32.12908464"
"1917","Ecuador","ECU","35.95682483"
"1918","Ecuador","ECU","31.19567317"
"1919","Ecuador","ECU","31.2464428"
"1920","Ecuador","ECU","30.34682081"
"1921","Ecuador","ECU","30.65244894"
"1922","Ecuador","ECU","29.5721187"
"1923","Ecuador","ECU","27.86093675"
"1924","Ecuador","ECU","27.0575495"
"1925","Ecuador","ECU","28.25356171"
"1926","Ecuador","ECU","28.02387685"
"1927","Ecuador","ECU","27.71320755"
"1928","Ecuador","ECU","27.66081871"
"1929","Ecuador","ECU","27.98448499"
"1930","Ecuador","ECU","30.27833308"
"1931","Ecuador","ECU","32.60098023"
"1932","Ecuador","ECU","33.66583541"
"1933","Ecuador","ECU","32.74428274"
"1934","Ecuador","ECU","30.83700441"
"1935","Ecuador","ECU","30.01905972"
"1936","Ecuador","ECU","30.59653624"
"1937","Ecuador","ECU","29.30798479"
"1938","Ecuador","ECU","30.01078416"
"1939","Ecuador","ECU","29.74894132"
"1940","Ecuador","ECU","30.90607568"
"1941","Ecuador","ECU","29.3834718"
"1942","Ecuador","ECU","30.10689706"
"1943","Ecuador","ECU","33.88838884"
"1944","Ecuador","ECU","30.55213043"
"1945","Ecuador","ECU","31.42733689"
"1946","Ecuador","ECU","32.01990317"
"1947","Ecuador","ECU","31.69378698"
"1948","Ecuador","ECU","33.97037745"
"1949","Ecuador","ECU","34.99067744"
"1950","Ecuador","ECU","37.36319034"
"1951","Ecuador","ECU","36.17363344"
"1952","Ecuador","ECU","42.58545019"
"1953","Ecuador","ECU","40.99626722"
"1954","Ecuador","ECU","42.22726127"
"1955","Ecuador","ECU","40.11739339"
"1956","Ecuador","ECU","40.13532764"
"1957","Ecuador","ECU","39.48305572"
"1958","Ecuador","ECU","37.88395904"
"1959","Ecuador","ECU","42.1833852"
"1960","Ecuador","ECU","41.18045367"
"1961","Ecuador","ECU","38.88056507"
"1962","Ecuador","ECU","41.06531108"
"1963","Ecuador","ECU","42.53018976"
"1964","Ecuador","ECU","40.68388736"
"1965","Ecuador","ECU","40.27572624"
"1966","Ecuador","ECU","40.43271139"
"1967","Ecuador","ECU","40.81372549"
"1968","Ecuador","ECU","40.66762041"
"1969","Ecuador","ECU","38.92306321"
"1970","Ecuador","ECU","38.96382851"
"1971","Ecuador","ECU","38.80696493"
"1972","Ecuador","ECU","39.4494659"
"1973","Ecuador","ECU","41.32062091"
"1974","Ecuador","ECU","40.59018368"
"1975","Ecuador","ECU","42.5923065"
"1976","Ecuador","ECU","46.29017013"
"1977","Ecuador","ECU","45.88244183"
"1978","Ecuador","ECU","50.73931212"
