anio,iso3,pais_nombre,gerd_gdp,nivel_agregacion,geocodigoFundar,geonombreFundar
2000,PAN,Panamá,0.36264,pais,PAN,Panamá
2001,PAN,Panamá,0.36074,pais,PAN,Panamá
2002,PAN,Panamá,0.3422,pais,PAN,Panamá
2003,PAN,Panamá,0.32109,pais,PAN,Panamá
2004,PAN,Panamá,0.22646,pais,PAN,Panamá
2005,PAN,Panamá,0.23183,pais,PAN,Panamá
2006,PAN,Panamá,0.23537,pais,PAN,Panamá
2007,PAN,Panamá,0.18172,pais,PAN,Panamá
2008,PAN,Panamá,0.19065,pais,PAN,Panamá
2009,PAN,Panamá,0.1321,pais,PAN,Panamá
2010,PAN,Panamá,0.14453,pais,PAN,Panamá
2011,PAN,Panamá,0.17304,pais,PAN,Panamá
2012,PAN,Panamá,0.07534,pais,PAN,Panamá
2013,PAN,Panamá,0.06206,pais,PAN,Panamá
2014,PAN,Panamá,0.12295,pais,PAN,Panamá
2015,PAN,Panamá,0.10745,pais,PAN,Panamá
2016,PAN,Panamá,0.1324,pais,PAN,Panamá
2017,PAN,Panamá,0.1353,pais,PAN,Panamá
2018,PAN,Panamá,0.13359,pais,PAN,Panamá
2019,PAN,Panamá,0.13624,pais,PAN,Panamá
2020,PAN,Panamá,0.23235,pais,PAN,Panamá
2021,PAN,Panamá,0.17688,pais,PAN,Panamá
2022,PAN,Panamá,0.18243,pais,PAN,Panamá
2023,PAN,Panamá,0.15791,pais,PAN,Panamá
1997,PER,Perú,0.0836,pais,PER,Perú
1998,PER,Perú,0.10072,pais,PER,Perú
1999,PER,Perú,0.09849,pais,PER,Perú
2000,PER,Perú,0.11266,pais,PER,Perú
2001,PER,Perú,0.11096,pais,PER,Perú
2002,PER,Perú,0.10614,pais,PER,Perú
2003,PER,Perú,0.10813,pais,PER,Perú
2004,PER,Perú,0.15578,pais,PER,Perú
2011,PER,Perú,0.08282,pais,PER,Perú
2012,PER,Perú,0.0553,pais,PER,Perú
2013,PER,Perú,0.08174,pais,PER,Perú
2014,PER,Perú,0.10805,pais,PER,Perú
2015,PER,Perú,0.11702,pais,PER,Perú
2016,PER,Perú,0.12008,pais,PER,Perú
2017,PER,Perú,0.12085,pais,PER,Perú
2018,PER,Perú,0.12683,pais,PER,Perú
2019,PER,Perú,0.15696,pais,PER,Perú
2020,PER,Perú,0.17229,pais,PER,Perú
2021,PER,Perú,0.13752,pais,PER,Perú
2022,PER,Perú,0.16178,pais,PER,Perú
2002,PHL,Filipinas,0.13263,pais,PHL,Filipinas
2003,PHL,Filipinas,0.12527,pais,PHL,Filipinas
2005,PHL,Filipinas,0.10692,pais,PHL,Filipinas
2007,PHL,Filipinas,0.10498,pais,PHL,Filipinas
2009,PHL,Filipinas,0.10901,pais,PHL,Filipinas
2011,PHL,Filipinas,0.11222,pais,PHL,Filipinas
2013,PHL,Filipinas,0.13207,pais,PHL,Filipinas
2015,PHL,Filipinas,0.15683,pais,PHL,Filipinas
2018,PHL,Filipinas,0.32222,pais,PHL,Filipinas
2016,PNG,Papúa Nueva Guinea,0.03158,pais,PNG,Papúa Nueva Guinea
1996,POL,Polonia,0.63937,pais,POL,Polonia
1997,POL,Polonia,0.64315,pais,POL,Polonia
1998,POL,Polonia,0.65971,pais,POL,Polonia
1999,POL,Polonia,0.68055,pais,POL,Polonia
2000,POL,Polonia,0.64078,pais,POL,Polonia
2001,POL,Polonia,0.62159,pais,POL,Polonia
2002,POL,Polonia,0.55675,pais,POL,Polonia
2003,POL,Polonia,0.53806,pais,POL,Polonia
2004,POL,Polonia,0.5525,pais,POL,Polonia
2005,POL,Polonia,0.56278,pais,POL,Polonia
2006,POL,Polonia,0.55102,pais,POL,Polonia
2007,POL,Polonia,0.56193,pais,POL,Polonia
2008,POL,Polonia,0.59944,pais,POL,Polonia
2009,POL,Polonia,0.66106,pais,POL,Polonia
2010,POL,Polonia,0.72619,pais,POL,Polonia
2011,POL,Polonia,0.75221,pais,POL,Polonia
2012,POL,Polonia,0.88997,pais,POL,Polonia
2013,POL,Polonia,0.88483,pais,POL,Polonia
2014,POL,Polonia,0.95076,pais,POL,Polonia
2015,POL,Polonia,1.00423,pais,POL,Polonia
2016,POL,Polonia,0.96821,pais,POL,Polonia
2017,POL,Polonia,1.03785,pais,POL,Polonia
2018,POL,Polonia,1.2061,pais,POL,Polonia
2019,POL,Polonia,1.32335,pais,POL,Polonia
2020,POL,Polonia,1.38608,pais,POL,Polonia
2021,POL,Polonia,1.43183,pais,POL,Polonia
2022,POL,Polonia,1.45383,pais,POL,Polonia
2009,PRI,Puerto Rico,0.45131,pais,PRI,Puerto Rico
2013,PRI,Puerto Rico,0.43859,pais,PRI,Puerto Rico
2015,PRI,Puerto Rico,0.42883,pais,PRI,Puerto Rico
1996,PRT,Portugal,0.5495,pais,PRT,Portugal
1997,PRT,Portugal,0.56374,pais,PRT,Portugal
1998,PRT,Portugal,0.62486,pais,PRT,Portugal
1999,PRT,Portugal,0.68121,pais,PRT,Portugal
2000,PRT,Portugal,0.72156,pais,PRT,Portugal
2001,PRT,Portugal,0.76482,pais,PRT,Portugal
2002,PRT,Portugal,0.72183,pais,PRT,Portugal
2003,PRT,Portugal,0.69802,pais,PRT,Portugal
2004,PRT,Portugal,0.7293,pais,PRT,Portugal
2005,PRT,Portugal,0.75755,pais,PRT,Portugal
2006,PRT,Portugal,0.95448,pais,PRT,Portugal
2007,PRT,Portugal,1.12417,pais,PRT,Portugal
2008,PRT,Portugal,1.44335,pais,PRT,Portugal
2009,PRT,Portugal,1.58001,pais,PRT,Portugal
2010,PRT,Portugal,1.53529,pais,PRT,Portugal
2011,PRT,Portugal,1.45741,pais,PRT,Portugal
2012,PRT,Portugal,1.37861,pais,PRT,Portugal
2013,PRT,Portugal,1.32468,pais,PRT,Portugal
2014,PRT,Portugal,1.28992,pais,PRT,Portugal
2015,PRT,Portugal,1.2433,pais,PRT,Portugal
2016,PRT,Portugal,1.28075,pais,PRT,Portugal
2017,PRT,Portugal,1.31928,pais,PRT,Portugal
2018,PRT,Portugal,1.34955,pais,PRT,Portugal
2019,PRT,Portugal,1.39562,pais,PRT,Portugal
2020,PRT,Portugal,1.61392,pais,PRT,Portugal
2021,PRT,Portugal,1.67051,pais,PRT,Portugal
2022,PRT,Portugal,1.70179,pais,PRT,Portugal
2001,PRY,Paraguay,0.06699,pais,PRY,Paraguay
2002,PRY,Paraguay,0.07493,pais,PRY,Paraguay
2003,PRY,Paraguay,0.06135,pais,PRY,Paraguay
2004,PRY,Paraguay,0.06066,pais,PRY,Paraguay
2005,PRY,Paraguay,0.06091,pais,PRY,Paraguay
2008,PRY,Paraguay,0.04113,pais,PRY,Paraguay
2011,PRY,Paraguay,0.04216,pais,PRY,Paraguay
2012,PRY,Paraguay,0.06517,pais,PRY,Paraguay
2013,PRY,Paraguay,0.07163,pais,PRY,Paraguay
2014,PRY,Paraguay,0.07901,pais,PRY,Paraguay
2015,PRY,Paraguay,0.09674,pais,PRY,Paraguay
2016,PRY,Paraguay,0.11676,pais,PRY,Paraguay
2017,PRY,Paraguay,0.14888,pais,PRY,Paraguay
2018,PRY,Paraguay,0.14684,pais,PRY,Paraguay
2019,PRY,Paraguay,0.13751,pais,PRY,Paraguay
2020,PRY,Paraguay,0.15697,pais,PRY,Paraguay
2021,PRY,Paraguay,0.14398,pais,PRY,Paraguay
2022,PRY,Paraguay,0.11944,pais,PRY,Paraguay
2007,PSE,Palestina,0.19723,pais,PSE,Palestina
2008,PSE,Palestina,0.14914,pais,PSE,Palestina
2009,PSE,Palestina,0.35646,pais,PSE,Palestina
2010,PSE,Palestina,0.36156,pais,PSE,Palestina
2013,PSE,Palestina,0.45434,pais,PSE,Palestina
2012,QAT,Qatar,0.4786,pais,QAT,Qatar
2015,QAT,Qatar,0.51883,pais,QAT,Qatar
2018,QAT,Qatar,0.53129,pais,QAT,Qatar
2021,QAT,Qatar,0.68058,pais,QAT,Qatar
1996,ROU,Rumania,0.67472,pais,ROU,Rumania
1997,ROU,Rumania,0.57451,pais,ROU,Rumania
1998,ROU,Rumania,0.49541,pais,ROU,Rumania
1999,ROU,Rumania,0.39832,pais,ROU,Rumania
2000,ROU,Rumania,0.36626,pais,ROU,Rumania
2001,ROU,Rumania,0.39129,pais,ROU,Rumania
2002,ROU,Rumania,0.37721,pais,ROU,Rumania
2003,ROU,Rumania,0.39708,pais,ROU,Rumania
2004,ROU,Rumania,0.38942,pais,ROU,Rumania
2005,ROU,Rumania,0.41262,pais,ROU,Rumania
2006,ROU,Rumania,0.45682,pais,ROU,Rumania
2007,ROU,Rumania,0.51148,pais,ROU,Rumania
2008,ROU,Rumania,0.55215,pais,ROU,Rumania
2009,ROU,Rumania,0.44395,pais,ROU,Rumania
2010,ROU,Rumania,0.44666,pais,ROU,Rumania
2011,ROU,Rumania,0.47459,pais,ROU,Rumania
2012,ROU,Rumania,0.4624,pais,ROU,Rumania
2013,ROU,Rumania,0.39024,pais,ROU,Rumania
2014,ROU,Rumania,0.38208,pais,ROU,Rumania
2015,ROU,Rumania,0.48796,pais,ROU,Rumania
2016,ROU,Rumania,0.48864,pais,ROU,Rumania
2017,ROU,Rumania,0.50693,pais,ROU,Rumania
2018,ROU,Rumania,0.49729,pais,ROU,Rumania
2019,ROU,Rumania,0.47616,pais,ROU,Rumania
2020,ROU,Rumania,0.46538,pais,ROU,Rumania
2021,ROU,Rumania,0.47234,pais,ROU,Rumania
2022,ROU,Rumania,0.45881,pais,ROU,Rumania
1996,RUS,Rusia,0.96592,pais,RUS,Rusia
1997,RUS,Rusia,1.04374,pais,RUS,Rusia
1998,RUS,Rusia,0.95383,pais,RUS,Rusia
1999,RUS,Rusia,0.99623,pais,RUS,Rusia
2000,RUS,Rusia,1.04983,pais,RUS,Rusia
2001,RUS,Rusia,1.17694,pais,RUS,Rusia
2002,RUS,Rusia,1.24652,pais,RUS,Rusia
2003,RUS,Rusia,1.28603,pais,RUS,Rusia
2004,RUS,Rusia,1.15133,pais,RUS,Rusia
2005,RUS,Rusia,1.06797,pais,RUS,Rusia
2006,RUS,Rusia,1.07294,pais,RUS,Rusia
2007,RUS,Rusia,1.11611,pais,RUS,Rusia
2008,RUS,Rusia,1.04435,pais,RUS,Rusia
2009,RUS,Rusia,1.25192,pais,RUS,Rusia
2010,RUS,Rusia,1.1302,pais,RUS,Rusia
2011,RUS,Rusia,1.01545,pais,RUS,Rusia
2012,RUS,Rusia,1.02766,pais,RUS,Rusia
2013,RUS,Rusia,1.02732,pais,RUS,Rusia
2014,RUS,Rusia,1.07241,pais,RUS,Rusia
2015,RUS,Rusia,1.10085,pais,RUS,Rusia
2016,RUS,Rusia,1.10238,pais,RUS,Rusia
2017,RUS,Rusia,1.10967,pais,RUS,Rusia
2018,RUS,Rusia,0.99002,pais,RUS,Rusia
2019,RUS,Rusia,1.03531,pais,RUS,Rusia
2020,RUS,Rusia,1.09099,pais,RUS,Rusia
2021,RUS,Rusia,0.95857,pais,RUS,Rusia
2022,RUS,Rusia,0.92527,pais,RUS,Rusia
2016,RWA,Ruanda,0.64945,pais,RWA,Ruanda
2019,RWA,Ruanda,0.75853,pais,RWA,Ruanda
2023,RWA,Ruanda,0.79445,pais,RWA,Ruanda
2003,SAU,Arabia Saudita,0.06233,pais,SAU,Arabia Saudita
2004,SAU,Arabia Saudita,0.05315,pais,SAU,Arabia Saudita
2005,SAU,Arabia Saudita,0.0423,pais,SAU,Arabia Saudita
2006,SAU,Arabia Saudita,0.04245,pais,SAU,Arabia Saudita
2007,SAU,Arabia Saudita,0.04521,pais,SAU,Arabia Saudita
2008,SAU,Arabia Saudita,0.04902,pais,SAU,Arabia Saudita
2009,SAU,Arabia Saudita,0.07338,pais,SAU,Arabia Saudita
2010,SAU,Arabia Saudita,0.884,pais,SAU,Arabia Saudita
2011,SAU,Arabia Saudita,0.89068,pais,SAU,Arabia Saudita
2012,SAU,Arabia Saudita,0.8699,pais,SAU,Arabia Saudita
2013,SAU,Arabia Saudita,0.80736,pais,SAU,Arabia Saudita
2020,SAU,Arabia Saudita,0.49802,pais,SAU,Arabia Saudita
2021,SAU,Arabia Saudita,0.44266,pais,SAU,Arabia Saudita
2022,SAU,Arabia Saudita,0.46317,pais,SAU,Arabia Saudita
2023,SAU,Arabia Saudita,0.56486,pais,SAU,Arabia Saudita
1999,SDN,Sudán,0.53007,pais,SDN,Sudán
2000,SDN,Sudán,0.47277,pais,SDN,Sudán
2001,SDN,Sudán,0.37483,pais,SDN,Sudán
2002,SDN,Sudán,0.32247,pais,SDN,Sudán
2003,SDN,Sudán,0.2808,pais,SDN,Sudán
2004,SDN,Sudán,0.23825,pais,SDN,Sudán
2005,SDN,Sudán,0.225,pais,SDN,Sudán
2008,SEN,Senegal,0.29374,pais,SEN,Senegal
2010,SEN,Senegal,0.4343,pais,SEN,Senegal
2015,SEN,Senegal,0.5772,pais,SEN,Senegal
1996,SGP,Singapur,1.31991,pais,SGP,Singapur
1997,SGP,Singapur,1.41564,pais,SGP,Singapur
1998,SGP,Singapur,1.73707,pais,SGP,Singapur
1999,SGP,Singapur,1.81624,pais,SGP,Singapur
2000,SGP,Singapur,1.81699,pais,SGP,Singapur
2001,SGP,Singapur,2.0093,pais,SGP,Singapur
2002,SGP,Singapur,2.03282,pais,SGP,Singapur
2003,SGP,Singapur,1.99679,pais,SGP,Singapur
2004,SGP,Singapur,2.07859,pais,SGP,Singapur
2005,SGP,Singapur,2.14806,pais,SGP,Singapur
2006,SGP,Singapur,2.11656,pais,SGP,Singapur
2007,SGP,Singapur,2.31986,pais,SGP,Singapur
2008,SGP,Singapur,2.59674,pais,SGP,Singapur
2009,SGP,Singapur,2.1279,pais,SGP,Singapur
2010,SGP,Singapur,1.92918,pais,SGP,Singapur
2011,SGP,Singapur,2.06955,pais,SGP,Singapur
2012,SGP,Singapur,1.91833,pais,SGP,Singapur
2013,SGP,Singapur,1.92104,pais,SGP,Singapur
2014,SGP,Singapur,2.08228,pais,SGP,Singapur
2015,SGP,Singapur,2.17445,pais,SGP,Singapur
2016,SGP,Singapur,2.07276,pais,SGP,Singapur
2017,SGP,Singapur,1.89913,pais,SGP,Singapur
2018,SGP,Singapur,1.80947,pais,SGP,Singapur
2019,SGP,Singapur,1.88474,pais,SGP,Singapur
2020,SGP,Singapur,2.15626,pais,SGP,Singapur
1998,SLV,El Salvador,0.08818,pais,SLV,El Salvador
2007,SLV,El Salvador,0.1056,pais,SLV,El Salvador
2008,SLV,El Salvador,0.13399,pais,SLV,El Salvador
2009,SLV,El Salvador,0.0909,pais,SLV,El Salvador
2010,SLV,El Salvador,0.07806,pais,SLV,El Salvador
2011,SLV,El Salvador,0.0355,pais,SLV,El Salvador
2012,SLV,El Salvador,0.03397,pais,SLV,El Salvador
2013,SLV,El Salvador,0.06387,pais,SLV,El Salvador
2014,SLV,El Salvador,0.09377,pais,SLV,El Salvador
2015,SLV,El Salvador,0.14348,pais,SLV,El Salvador
2016,SLV,El Salvador,0.14493,pais,SLV,El Salvador
2017,SLV,El Salvador,0.18078,pais,SLV,El Salvador
2018,SLV,El Salvador,0.16531,pais,SLV,El Salvador
2019,SLV,El Salvador,0.17477,pais,SLV,El Salvador
2020,SLV,El Salvador,0.16299,pais,SLV,El Salvador
2021,SLV,El Salvador,0.16252,pais,SLV,El Salvador
2022,SLV,El Salvador,0.1428,pais,SLV,El Salvador
1997,SRB,Serbia,0.70915,pais,SRB,Serbia
1998,SRB,Serbia,0.75301,pais,SRB,Serbia
1999,SRB,Serbia,0.94682,pais,SRB,Serbia
2000,SRB,Serbia,0.85424,pais,SRB,Serbia
2001,SRB,Serbia,0.30401,pais,SRB,Serbia
2002,SRB,Serbia,0.63968,pais,SRB,Serbia
2003,SRB,Serbia,0.49138,pais,SRB,Serbia
2004,SRB,Serbia,0.28953,pais,SRB,Serbia
2005,SRB,Serbia,0.3953,pais,SRB,Serbia
2006,SRB,Serbia,0.43985,pais,SRB,Serbia
2007,SRB,Serbia,0.57877,pais,SRB,Serbia
2008,SRB,Serbia,0.66966,pais,SRB,Serbia
2009,SRB,Serbia,0.8173,pais,SRB,Serbia
2010,SRB,Serbia,0.70228,pais,SRB,Serbia
2011,SRB,Serbia,0.68334,pais,SRB,Serbia
2012,SRB,Serbia,0.85316,pais,SRB,Serbia
2013,SRB,Serbia,0.68367,pais,SRB,Serbia
2014,SRB,Serbia,0.72309,pais,SRB,Serbia
2015,SRB,Serbia,0.8109,pais,SRB,Serbia
2016,SRB,Serbia,0.83822,pais,SRB,Serbia
2017,SRB,Serbia,0.87238,pais,SRB,Serbia
2018,SRB,Serbia,0.91891,pais,SRB,Serbia
2019,SRB,Serbia,0.88667,pais,SRB,Serbia
2020,SRB,Serbia,0.90558,pais,SRB,Serbia
2021,SRB,Serbia,0.99379,pais,SRB,Serbia
2022,SRB,Serbia,0.96616,pais,SRB,Serbia
2023,SRB,Serbia,0.95005,pais,SRB,Serbia
1996,SVK,Eslovaquia,0.88963,pais,SVK,Eslovaquia
1997,SVK,Eslovaquia,1.05108,pais,SVK,Eslovaquia
1998,SVK,Eslovaquia,0.76541,pais,SVK,Eslovaquia
1999,SVK,Eslovaquia,0.64475,pais,SVK,Eslovaquia
2000,SVK,Eslovaquia,0.63807,pais,SVK,Eslovaquia
2001,SVK,Eslovaquia,0.62465,pais,SVK,Eslovaquia
2002,SVK,Eslovaquia,0.56314,pais,SVK,Eslovaquia
2003,SVK,Eslovaquia,0.56145,pais,SVK,Eslovaquia
2004,SVK,Eslovaquia,0.50069,pais,SVK,Eslovaquia
2005,SVK,Eslovaquia,0.49332,pais,SVK,Eslovaquia
2006,SVK,Eslovaquia,0.47488,pais,SVK,Eslovaquia
2007,SVK,Eslovaquia,0.44746,pais,SVK,Eslovaquia
2008,SVK,Eslovaquia,0.46137,pais,SVK,Eslovaquia
2009,SVK,Eslovaquia,0.47272,pais,SVK,Eslovaquia
2010,SVK,Eslovaquia,0.6055,pais,SVK,Eslovaquia
2011,SVK,Eslovaquia,0.65255,pais,SVK,Eslovaquia
2012,SVK,Eslovaquia,0.79461,pais,SVK,Eslovaquia
2013,SVK,Eslovaquia,0.82005,pais,SVK,Eslovaquia
2014,SVK,Eslovaquia,0.877,pais,SVK,Eslovaquia
2015,SVK,Eslovaquia,1.15727,pais,SVK,Eslovaquia
2016,SVK,Eslovaquia,0.78857,pais,SVK,Eslovaquia
2017,SVK,Eslovaquia,0.88456,pais,SVK,Eslovaquia
2018,SVK,Eslovaquia,0.83555,pais,SVK,Eslovaquia
2019,SVK,Eslovaquia,0.8224,pais,SVK,Eslovaquia
2020,SVK,Eslovaquia,0.89773,pais,SVK,Eslovaquia
2021,SVK,Eslovaquia,0.91611,pais,SVK,Eslovaquia
2022,SVK,Eslovaquia,0.97939,pais,SVK,Eslovaquia
1996,SVN,Eslovenia,1.26473,pais,SVN,Eslovenia
1997,SVN,Eslovenia,1.24643,pais,SVN,Eslovenia
1998,SVN,Eslovenia,1.30515,pais,SVN,Eslovenia
1999,SVN,Eslovenia,1.33688,pais,SVN,Eslovenia
2000,SVN,Eslovenia,1.35982,pais,SVN,Eslovenia
2001,SVN,Eslovenia,1.46767,pais,SVN,Eslovenia
2002,SVN,Eslovenia,1.44325,pais,SVN,Eslovenia
2003,SVN,Eslovenia,1.24792,pais,SVN,Eslovenia
2004,SVN,Eslovenia,1.37026,pais,SVN,Eslovenia
2005,SVN,Eslovenia,1.41778,pais,SVN,Eslovenia
2006,SVN,Eslovenia,1.53705,pais,SVN,Eslovenia
2007,SVN,Eslovenia,1.42703,pais,SVN,Eslovenia
2008,SVN,Eslovenia,1.62673,pais,SVN,Eslovenia
2009,SVN,Eslovenia,1.81184,pais,SVN,Eslovenia
2010,SVN,Eslovenia,2.05133,pais,SVN,Eslovenia
2011,SVN,Eslovenia,2.41297,pais,SVN,Eslovenia
2012,SVN,Eslovenia,2.56061,pais,SVN,Eslovenia
2013,SVN,Eslovenia,2.56487,pais,SVN,Eslovenia
2014,SVN,Eslovenia,2.36548,pais,SVN,Eslovenia
2015,SVN,Eslovenia,2.19565,pais,SVN,Eslovenia
2016,SVN,Eslovenia,2.00764,pais,SVN,Eslovenia
2017,SVN,Eslovenia,1.8653,pais,SVN,Eslovenia
2018,SVN,Eslovenia,1.94593,pais,SVN,Eslovenia
2019,SVN,Eslovenia,2.03922,pais,SVN,Eslovenia
2020,SVN,Eslovenia,2.14156,pais,SVN,Eslovenia
2021,SVN,Eslovenia,2.128,pais,SVN,Eslovenia
2022,SVN,Eslovenia,2.09525,pais,SVN,Eslovenia
1997,SWE,Suecia,3.27394,pais,SWE,Suecia
1999,SWE,Suecia,3.38132,pais,SWE,Suecia
2001,SWE,Suecia,3.8738,pais,SWE,Suecia
2003,SWE,Suecia,3.57948,pais,SWE,Suecia
2004,SWE,Suecia,3.36129,pais,SWE,Suecia
2005,SWE,Suecia,3.35958,pais,SWE,Suecia
2006,SWE,Suecia,3.475,pais,SWE,Suecia
2007,SWE,Suecia,3.23383,pais,SWE,Suecia
2008,SWE,Suecia,3.46999,pais,SWE,Suecia
2009,SWE,Suecia,3.39528,pais,SWE,Suecia
2010,SWE,Suecia,3.16789,pais,SWE,Suecia
2011,SWE,Suecia,3.18702,pais,SWE,Suecia
2012,SWE,Suecia,3.23025,pais,SWE,Suecia
2013,SWE,Suecia,3.26042,pais,SWE,Suecia
2014,SWE,Suecia,3.10184,pais,SWE,Suecia
2015,SWE,Suecia,3.21903,pais,SWE,Suecia
2016,SWE,Suecia,3.24736,pais,SWE,Suecia
2017,SWE,Suecia,3.36279,pais,SWE,Suecia
2018,SWE,Suecia,3.32106,pais,SWE,Suecia
2019,SWE,Suecia,3.38758,pais,SWE,Suecia
2020,SWE,Suecia,3.4896,pais,SWE,Suecia
2021,SWE,Suecia,3.40216,pais,SWE,Suecia
2022,SWE,Suecia,3.40822,pais,SWE,Suecia
2015,SWZ,Eswatini,0.26754,pais,SWZ,Eswatini
2001,SYC,Seychelles,0.39968,pais,SYC,Seychelles
2002,SYC,Seychelles,0.3826,pais,SYC,Seychelles
2003,SYC,Seychelles,0.38707,pais,SYC,Seychelles
2004,SYC,Seychelles,0.32574,pais,SYC,Seychelles
2005,SYC,Seychelles,0.28393,pais,SYC,Seychelles
2016,SYC,Seychelles,0.2017,pais,SYC,Seychelles
2015,SYR,Siria,0.01942,pais,SYR,Siria
2022,SYR,Siria,0.07306,pais,SYR,Siria
2016,TCD,Chad,0.3005,pais,TCD,Chad
2010,TGO,Togo,0.16962,pais,TGO,Togo
2012,TGO,Togo,0.15973,pais,TGO,Togo
2014,TGO,Togo,0.19074,pais,TGO,Togo
1996,THA,Tailandia,0.11918,pais,THA,Tailandia
1997,THA,Tailandia,0.10214,pais,THA,Tailandia
1999,THA,Tailandia,0.24836,pais,THA,Tailandia
2000,THA,Tailandia,0.24471,pais,THA,Tailandia
2001,THA,Tailandia,0.25231,pais,THA,Tailandia
2002,THA,Tailandia,0.23055,pais,THA,Tailandia
2003,THA,Tailandia,0.24534,pais,THA,Tailandia
2004,THA,Tailandia,0.23828,pais,THA,Tailandia
2005,THA,Tailandia,0.21889,pais,THA,Tailandia
2006,THA,Tailandia,0.23271,pais,THA,Tailandia
2007,THA,Tailandia,0.2008,pais,THA,Tailandia
2008,THA,Tailandia,0.20331,pais,THA,Tailandia
2009,THA,Tailandia,0.23455,pais,THA,Tailandia
2011,THA,Tailandia,0.36146,pais,THA,Tailandia
2013,THA,Tailandia,0.44164,pais,THA,Tailandia
2014,THA,Tailandia,0.47988,pais,THA,Tailandia
2015,THA,Tailandia,0.61609,pais,THA,Tailandia
2016,THA,Tailandia,0.77829,pais,THA,Tailandia
2017,THA,Tailandia,1.00166,pais,THA,Tailandia
2018,THA,Tailandia,1.11374,pais,THA,Tailandia
2019,THA,Tailandia,1.14317,pais,THA,Tailandia
2020,THA,Tailandia,1.32818,pais,THA,Tailandia
2021,THA,Tailandia,1.20807,pais,THA,Tailandia
2022,THA,Tailandia,1.15902,pais,THA,Tailandia
2001,TJK,Tayikistán,0.08953,pais,TJK,Tayikistán
2002,TJK,Tayikistán,0.07068,pais,TJK,Tayikistán
2003,TJK,Tayikistán,0.06885,pais,TJK,Tayikistán
2004,TJK,Tayikistán,0.06697,pais,TJK,Tayikistán
2005,TJK,Tayikistán,0.0957,pais,TJK,Tayikistán
2006,TJK,Tayikistán,0.10732,pais,TJK,Tayikistán
2007,TJK,Tayikistán,0.06778,pais,TJK,Tayikistán
2008,TJK,Tayikistán,0.06983,pais,TJK,Tayikistán
2009,TJK,Tayikistán,0.08577,pais,TJK,Tayikistán
2010,TJK,Tayikistán,0.08914,pais,TJK,Tayikistán
2011,TJK,Tayikistán,0.12148,pais,TJK,Tayikistán
2012,TJK,Tayikistán,0.11432,pais,TJK,Tayikistán
2013,TJK,Tayikistán,0.11851,pais,TJK,Tayikistán
2014,TJK,Tayikistán,0.11624,pais,TJK,Tayikistán
2015,TJK,Tayikistán,0.1034,pais,TJK,Tayikistán
2016,TJK,Tayikistán,0.10622,pais,TJK,Tayikistán
2017,TJK,Tayikistán,0.10957,pais,TJK,Tayikistán
2018,TJK,Tayikistán,0.09401,pais,TJK,Tayikistán
2019,TJK,Tayikistán,0.09367,pais,TJK,Tayikistán
2020,TJK,Tayikistán,0.08969,pais,TJK,Tayikistán
2015,TKM,Turkmenistán,0.11,pais,TKM,Turkmenistán
2016,TKM,Turkmenistán,0.16,pais,TKM,Turkmenistán
2017,TKM,Turkmenistán,0.09,pais,TKM,Turkmenistán
2018,TKM,Turkmenistán,0.08,pais,TKM,Turkmenistán
2019,TKM,Turkmenistán,0.11,pais,TKM,Turkmenistán
2020,TKM,Turkmenistán,0.13,pais,TKM,Turkmenistán
2021,TKM,Turkmenistán,0.1,pais,TKM,Turkmenistán
2022,TKM,Turkmenistán,0.14,pais,TKM,Turkmenistán
1996,TTO,Trinidad y Tobago,0.10325,pais,TTO,Trinidad y Tobago
1997,TTO,Trinidad y Tobago,0.11553,pais,TTO,Trinidad y Tobago
1998,TTO,Trinidad y Tobago,0.12715,pais,TTO,Trinidad y Tobago
1999,TTO,Trinidad y Tobago,0.12292,pais,TTO,Trinidad y Tobago
2000,TTO,Trinidad y Tobago,0.108,pais,TTO,Trinidad y Tobago
2001,TTO,Trinidad y Tobago,0.10417,pais,TTO,Trinidad y Tobago
2002,TTO,Trinidad y Tobago,0.13178,pais,TTO,Trinidad y Tobago
2003,TTO,Trinidad y Tobago,0.11501,pais,TTO,Trinidad y Tobago
2004,TTO,Trinidad y Tobago,0.11441,pais,TTO,Trinidad y Tobago
2005,TTO,Trinidad y Tobago,0.11431,pais,TTO,Trinidad y Tobago
2006,TTO,Trinidad y Tobago,0.07233,pais,TTO,Trinidad y Tobago
2007,TTO,Trinidad y Tobago,0.05922,pais,TTO,Trinidad y Tobago
2008,TTO,Trinidad y Tobago,0.03072,pais,TTO,Trinidad y Tobago
2009,TTO,Trinidad y Tobago,0.05665,pais,TTO,Trinidad y Tobago
2010,TTO,Trinidad y Tobago,0.04771,pais,TTO,Trinidad y Tobago
2011,TTO,Trinidad y Tobago,0.04024,pais,TTO,Trinidad y Tobago
2012,TTO,Trinidad y Tobago,0.04126,pais,TTO,Trinidad y Tobago
2013,TTO,Trinidad y Tobago,0.05382,pais,TTO,Trinidad y Tobago
2014,TTO,Trinidad y Tobago,0.07599,pais,TTO,Trinidad y Tobago
2015,TTO,Trinidad y Tobago,0.07996,pais,TTO,Trinidad y Tobago
2016,TTO,Trinidad y Tobago,0.08626,pais,TTO,Trinidad y Tobago
2017,TTO,Trinidad y Tobago,0.08519,pais,TTO,Trinidad y Tobago
2018,TTO,Trinidad y Tobago,0.08139,pais,TTO,Trinidad y Tobago
