anio,iso3,pais_nombre,gerd_gdp,nivel_agregacion,geocodigoFundar,geonombreFundar
2004,CUB,Cuba,0.60231,pais,CUB,Cuba
2005,CUB,Cuba,0.5492,pais,CUB,Cuba
2006,CUB,Cuba,0.44139,pais,CUB,Cuba
2007,CUB,Cuba,0.43615,pais,CUB,Cuba
2008,CUB,Cuba,0.50061,pais,CUB,Cuba
2009,CUB,Cuba,0.61485,pais,CUB,Cuba
2010,CUB,Cuba,0.60767,pais,CUB,Cuba
2011,CUB,Cuba,0.27192,pais,CUB,Cuba
2012,CUB,Cuba,0.40716,pais,CUB,Cuba
2013,CUB,Cuba,0.47467,pais,CUB,Cuba
2014,CUB,Cuba,0.41596,pais,CUB,Cuba
2015,CUB,Cuba,0.42854,pais,CUB,Cuba
2016,CUB,Cuba,0.34223,pais,CUB,Cuba
2017,CUB,Cuba,0.43066,pais,CUB,Cuba
2018,CUB,Cuba,0.53691,pais,CUB,Cuba
2019,CUB,Cuba,0.55308,pais,CUB,Cuba
2020,CUB,Cuba,0.51838,pais,CUB,Cuba
2021,CUB,Cuba,0.32282,pais,CUB,Cuba
2022,CUB,Cuba,0.36012,pais,CUB,Cuba
1998,CYP,Chipre,0.20331,pais,CYP,Chipre
1999,CYP,Chipre,0.21806,pais,CYP,Chipre
2000,CYP,Chipre,0.2269,pais,CYP,Chipre
2001,CYP,Chipre,0.23694,pais,CYP,Chipre
2002,CYP,Chipre,0.27967,pais,CYP,Chipre
2003,CYP,Chipre,0.31834,pais,CYP,Chipre
2004,CYP,Chipre,0.33564,pais,CYP,Chipre
2005,CYP,Chipre,0.36727,pais,CYP,Chipre
2006,CYP,Chipre,0.38346,pais,CYP,Chipre
2007,CYP,Chipre,0.40007,pais,CYP,Chipre
2008,CYP,Chipre,0.38594,pais,CYP,Chipre
2009,CYP,Chipre,0.44437,pais,CYP,Chipre
2010,CYP,Chipre,0.44292,pais,CYP,Chipre
2011,CYP,Chipre,0.45263,pais,CYP,Chipre
2012,CYP,Chipre,0.43765,pais,CYP,Chipre
2013,CYP,Chipre,0.48485,pais,CYP,Chipre
2014,CYP,Chipre,0.51205,pais,CYP,Chipre
2015,CYP,Chipre,0.47529,pais,CYP,Chipre
2016,CYP,Chipre,0.5197,pais,CYP,Chipre
2017,CYP,Chipre,0.54259,pais,CYP,Chipre
2018,CYP,Chipre,0.61405,pais,CYP,Chipre
2019,CYP,Chipre,0.70945,pais,CYP,Chipre
2020,CYP,Chipre,0.83654,pais,CYP,Chipre
2021,CYP,Chipre,0.8003,pais,CYP,Chipre
2022,CYP,Chipre,0.74527,pais,CYP,Chipre
1996,CZE,Chequia,0.88912,pais,CZE,Chequia
1997,CZE,Chequia,0.98819,pais,CZE,Chequia
1998,CZE,Chequia,1.06022,pais,CZE,Chequia
1999,CZE,Chequia,1.04957,pais,CZE,Chequia
2000,CZE,Chequia,1.10997,pais,CZE,Chequia
2001,CZE,Chequia,1.09871,pais,CZE,Chequia
2002,CZE,Chequia,1.09819,pais,CZE,Chequia
2003,CZE,Chequia,1.1421,pais,CZE,Chequia
2004,CZE,Chequia,1.13935,pais,CZE,Chequia
2005,CZE,Chequia,1.161,pais,CZE,Chequia
2006,CZE,Chequia,1.22542,pais,CZE,Chequia
2007,CZE,Chequia,1.29572,pais,CZE,Chequia
2008,CZE,Chequia,1.23358,pais,CZE,Chequia
2009,CZE,Chequia,1.28656,pais,CZE,Chequia
2010,CZE,Chequia,1.3267,pais,CZE,Chequia
2011,CZE,Chequia,1.54477,pais,CZE,Chequia
2012,CZE,Chequia,1.76967,pais,CZE,Chequia
2013,CZE,Chequia,1.87924,pais,CZE,Chequia
2014,CZE,Chequia,1.95833,pais,CZE,Chequia
2015,CZE,Chequia,1.91689,pais,CZE,Chequia
2016,CZE,Chequia,1.67003,pais,CZE,Chequia
2017,CZE,Chequia,1.76855,pais,CZE,Chequia
2018,CZE,Chequia,1.89906,pais,CZE,Chequia
2019,CZE,Chequia,1.92734,pais,CZE,Chequia
2020,CZE,Chequia,1.98599,pais,CZE,Chequia
2021,CZE,Chequia,1.99601,pais,CZE,Chequia
2022,CZE,Chequia,1.9642,pais,CZE,Chequia
1996,DEU,Alemania,2.14461,pais,DEU,Alemania
1997,DEU,Alemania,2.18832,pais,DEU,Alemania
1998,DEU,Alemania,2.21613,pais,DEU,Alemania
1999,DEU,Alemania,2.34779,pais,DEU,Alemania
2000,DEU,Alemania,2.40982,pais,DEU,Alemania
2001,DEU,Alemania,2.40437,pais,DEU,Alemania
2002,DEU,Alemania,2.43622,pais,DEU,Alemania
2003,DEU,Alemania,2.47461,pais,DEU,Alemania
2004,DEU,Alemania,2.43519,pais,DEU,Alemania
2005,DEU,Alemania,2.44193,pais,DEU,Alemania
2006,DEU,Alemania,2.47232,pais,DEU,Alemania
2007,DEU,Alemania,2.46048,pais,DEU,Alemania
2008,DEU,Alemania,2.61513,pais,DEU,Alemania
2009,DEU,Alemania,2.74266,pais,DEU,Alemania
2010,DEU,Alemania,2.73024,pais,DEU,Alemania
2011,DEU,Alemania,2.80555,pais,DEU,Alemania
2012,DEU,Alemania,2.88166,pais,DEU,Alemania
2013,DEU,Alemania,2.83599,pais,DEU,Alemania
2014,DEU,Alemania,2.87784,pais,DEU,Alemania
2015,DEU,Alemania,2.93379,pais,DEU,Alemania
2016,DEU,Alemania,2.94039,pais,DEU,Alemania
2017,DEU,Alemania,3.0471,pais,DEU,Alemania
2018,DEU,Alemania,3.11011,pais,DEU,Alemania
2019,DEU,Alemania,3.16701,pais,DEU,Alemania
2020,DEU,Alemania,3.13136,pais,DEU,Alemania
2021,DEU,Alemania,3.12882,pais,DEU,Alemania
2022,DEU,Alemania,3.13236,pais,DEU,Alemania
1996,DNK,Dinamarca,1.80667,pais,DNK,Dinamarca
1997,DNK,Dinamarca,1.88914,pais,DNK,Dinamarca
1998,DNK,Dinamarca,2.00619,pais,DNK,Dinamarca
1999,DNK,Dinamarca,2.12764,pais,DNK,Dinamarca
2000,DNK,Dinamarca,2.1862,pais,DNK,Dinamarca
2001,DNK,Dinamarca,2.32466,pais,DNK,Dinamarca
2002,DNK,Dinamarca,2.44145,pais,DNK,Dinamarca
2003,DNK,Dinamarca,2.51085,pais,DNK,Dinamarca
2004,DNK,Dinamarca,2.41916,pais,DNK,Dinamarca
2005,DNK,Dinamarca,2.39337,pais,DNK,Dinamarca
2006,DNK,Dinamarca,2.403,pais,DNK,Dinamarca
2007,DNK,Dinamarca,2.51541,pais,DNK,Dinamarca
2008,DNK,Dinamarca,2.77346,pais,DNK,Dinamarca
2009,DNK,Dinamarca,3.05514,pais,DNK,Dinamarca
2010,DNK,Dinamarca,2.91707,pais,DNK,Dinamarca
2011,DNK,Dinamarca,2.94465,pais,DNK,Dinamarca
2012,DNK,Dinamarca,2.98125,pais,DNK,Dinamarca
2013,DNK,Dinamarca,2.97048,pais,DNK,Dinamarca
2014,DNK,Dinamarca,2.91409,pais,DNK,Dinamarca
2015,DNK,Dinamarca,3.05497,pais,DNK,Dinamarca
2016,DNK,Dinamarca,3.09283,pais,DNK,Dinamarca
2017,DNK,Dinamarca,2.93124,pais,DNK,Dinamarca
2018,DNK,Dinamarca,2.96603,pais,DNK,Dinamarca
2019,DNK,Dinamarca,2.89685,pais,DNK,Dinamarca
2020,DNK,Dinamarca,2.97258,pais,DNK,Dinamarca
2021,DNK,Dinamarca,2.76142,pais,DNK,Dinamarca
2022,DNK,Dinamarca,2.89051,pais,DNK,Dinamarca
2001,DZA,Argelia,0.21219,pais,DZA,Argelia
2002,DZA,Argelia,0.33807,pais,DZA,Argelia
2003,DZA,Argelia,0.18122,pais,DZA,Argelia
2004,DZA,Argelia,0.15186,pais,DZA,Argelia
2005,DZA,Argelia,0.06367,pais,DZA,Argelia
2017,DZA,Argelia,0.47865,pais,DZA,Argelia
1996,ECU,Ecuador,0.07406,pais,ECU,Ecuador
1997,ECU,Ecuador,0.06263,pais,ECU,Ecuador
1998,ECU,Ecuador,0.06517,pais,ECU,Ecuador
2001,ECU,Ecuador,0.05448,pais,ECU,Ecuador
2002,ECU,Ecuador,0.0584,pais,ECU,Ecuador
2003,ECU,Ecuador,0.06007,pais,ECU,Ecuador
2006,ECU,Ecuador,0.13176,pais,ECU,Ecuador
2007,ECU,Ecuador,0.13501,pais,ECU,Ecuador
2008,ECU,Ecuador,0.23011,pais,ECU,Ecuador
2009,ECU,Ecuador,0.41055,pais,ECU,Ecuador
2010,ECU,Ecuador,0.41127,pais,ECU,Ecuador
2011,ECU,Ecuador,0.34115,pais,ECU,Ecuador
2012,ECU,Ecuador,0.33308,pais,ECU,Ecuador
2013,ECU,Ecuador,0.37423,pais,ECU,Ecuador
2014,ECU,Ecuador,0.43839,pais,ECU,Ecuador
1996,EGY,Egipto,0.2126,pais,EGY,Egipto
1997,EGY,Egipto,0.19756,pais,EGY,Egipto
1998,EGY,Egipto,0.1991,pais,EGY,Egipto
1999,EGY,Egipto,0.18651,pais,EGY,Egipto
2000,EGY,Egipto,0.19247,pais,EGY,Egipto
2004,EGY,Egipto,0.26994,pais,EGY,Egipto
2005,EGY,Egipto,0.24141,pais,EGY,Egipto
2006,EGY,Egipto,0.25903,pais,EGY,Egipto
2007,EGY,Egipto,0.2551,pais,EGY,Egipto
2008,EGY,Egipto,0.27024,pais,EGY,Egipto
2009,EGY,Egipto,0.43312,pais,EGY,Egipto
2010,EGY,Egipto,0.43345,pais,EGY,Egipto
2011,EGY,Egipto,0.53154,pais,EGY,Egipto
2012,EGY,Egipto,0.50899,pais,EGY,Egipto
2013,EGY,Egipto,0.63895,pais,EGY,Egipto
2014,EGY,Egipto,0.63649,pais,EGY,Egipto
2015,EGY,Egipto,0.71858,pais,EGY,Egipto
2016,EGY,Egipto,0.70848,pais,EGY,Egipto
2017,EGY,Egipto,0.64486,pais,EGY,Egipto
2018,EGY,Egipto,0.68839,pais,EGY,Egipto
2019,EGY,Egipto,0.79617,pais,EGY,Egipto
2020,EGY,Egipto,0.91564,pais,EGY,Egipto
2021,EGY,Egipto,0.91175,pais,EGY,Egipto
2022,EGY,Egipto,1.01968,pais,EGY,Egipto
2023,EGY,Egipto,1.03356,pais,EGY,Egipto
1996,ESP,España,0.78753,pais,ESP,España
1997,ESP,España,0.77781,pais,ESP,España
1998,ESP,España,0.84804,pais,ESP,España
1999,ESP,España,0.83854,pais,ESP,España
2000,ESP,España,0.88276,pais,ESP,España
2001,ESP,España,0.88833,pais,ESP,España
2002,ESP,España,0.95971,pais,ESP,España
2003,ESP,España,1.02373,pais,ESP,España
2004,ESP,España,1.04089,pais,ESP,España
2005,ESP,España,1.09956,pais,ESP,España
2006,ESP,España,1.17702,pais,ESP,España
2007,ESP,España,1.24053,pais,ESP,España
2008,ESP,España,1.325,pais,ESP,España
2009,ESP,España,1.36364,pais,ESP,España
2010,ESP,España,1.35996,pais,ESP,España
2011,ESP,España,1.33341,pais,ESP,España
2012,ESP,España,1.29876,pais,ESP,España
2013,ESP,España,1.27482,pais,ESP,España
2014,ESP,España,1.24159,pais,ESP,España
2015,ESP,España,1.22179,pais,ESP,España
2016,ESP,España,1.18986,pais,ESP,España
2017,ESP,España,1.20977,pais,ESP,España
2018,ESP,España,1.24151,pais,ESP,España
2019,ESP,España,1.25025,pais,ESP,España
2020,ESP,España,1.4091,pais,ESP,España
2021,ESP,España,1.41122,pais,ESP,España
2022,ESP,España,1.43532,pais,ESP,España
1998,EST,Estonia,0.56501,pais,EST,Estonia
1999,EST,Estonia,0.67708,pais,EST,Estonia
2000,EST,Estonia,0.6,pais,EST,Estonia
2001,EST,Estonia,0.69839,pais,EST,Estonia
2002,EST,Estonia,0.71203,pais,EST,Estonia
2003,EST,Estonia,0.76465,pais,EST,Estonia
2004,EST,Estonia,0.84584,pais,EST,Estonia
2005,EST,Estonia,0.91705,pais,EST,Estonia
2006,EST,Estonia,1.11277,pais,EST,Estonia
2007,EST,Estonia,1.05874,pais,EST,Estonia
2008,EST,Estonia,1.25188,pais,EST,Estonia
2009,EST,Estonia,1.39679,pais,EST,Estonia
2010,EST,Estonia,1.57899,pais,EST,Estonia
2011,EST,Estonia,2.30522,pais,EST,Estonia
2012,EST,Estonia,2.12481,pais,EST,Estonia
2013,EST,Estonia,1.72412,pais,EST,Estonia
2014,EST,Estonia,1.43023,pais,EST,Estonia
2015,EST,Estonia,1.46777,pais,EST,Estonia
2016,EST,Estonia,1.24306,pais,EST,Estonia
2017,EST,Estonia,1.27685,pais,EST,Estonia
2018,EST,Estonia,1.40999,pais,EST,Estonia
2019,EST,Estonia,1.62058,pais,EST,Estonia
2020,EST,Estonia,1.75315,pais,EST,Estonia
2021,EST,Estonia,1.76766,pais,EST,Estonia
2022,EST,Estonia,1.78205,pais,EST,Estonia
2005,ETH,Etiopía,0.17917,pais,ETH,Etiopía
2007,ETH,Etiopía,0.17089,pais,ETH,Etiopía
2010,ETH,Etiopía,0.24137,pais,ETH,Etiopía
2013,ETH,Etiopía,0.60474,pais,ETH,Etiopía
2017,ETH,Etiopía,0.27437,pais,ETH,Etiopía
1996,FIN,Finlandia,2.45256,pais,FIN,Finlandia
1997,FIN,Finlandia,2.62158,pais,FIN,Finlandia
1998,FIN,Finlandia,2.78443,pais,FIN,Finlandia
1999,FIN,Finlandia,3.05619,pais,FIN,Finlandia
2000,FIN,Finlandia,3.24138,pais,FIN,Finlandia
2001,FIN,Finlandia,3.19372,pais,FIN,Finlandia
2002,FIN,Finlandia,3.25308,pais,FIN,Finlandia
2003,FIN,Finlandia,3.29822,pais,FIN,Finlandia
2004,FIN,Finlandia,3.30907,pais,FIN,Finlandia
2005,FIN,Finlandia,3.3237,pais,FIN,Finlandia
2006,FIN,Finlandia,3.33216,pais,FIN,Finlandia
2007,FIN,Finlandia,3.33704,pais,FIN,Finlandia
2008,FIN,Finlandia,3.53697,pais,FIN,Finlandia
2009,FIN,Finlandia,3.73402,pais,FIN,Finlandia
2010,FIN,Finlandia,3.70532,pais,FIN,Finlandia
2011,FIN,Finlandia,3.61806,pais,FIN,Finlandia
2012,FIN,Finlandia,3.39832,pais,FIN,Finlandia
2013,FIN,Finlandia,3.27137,pais,FIN,Finlandia
2014,FIN,Finlandia,3.14751,pais,FIN,Finlandia
2015,FIN,Finlandia,2.87196,pais,FIN,Finlandia
2016,FIN,Finlandia,2.72442,pais,FIN,Finlandia
2017,FIN,Finlandia,2.72787,pais,FIN,Finlandia
2018,FIN,Finlandia,2.75749,pais,FIN,Finlandia
2019,FIN,Finlandia,2.79961,pais,FIN,Finlandia
2020,FIN,Finlandia,2.91243,pais,FIN,Finlandia
2021,FIN,Finlandia,2.9885,pais,FIN,Finlandia
2022,FIN,Finlandia,2.96469,pais,FIN,Finlandia
1996,FRA,Francia,2.2228,pais,FRA,Francia
1997,FRA,Francia,2.14699,pais,FRA,Francia
1998,FRA,Francia,2.09476,pais,FRA,Francia
1999,FRA,Francia,2.10767,pais,FRA,Francia
2000,FRA,Francia,2.09346,pais,FRA,Francia
2001,FRA,Francia,2.13804,pais,FRA,Francia
2002,FRA,Francia,2.17449,pais,FRA,Francia
2003,FRA,Francia,2.11994,pais,FRA,Francia
2004,FRA,Francia,2.09461,pais,FRA,Francia
2005,FRA,Francia,2.05151,pais,FRA,Francia
2006,FRA,Francia,2.05094,pais,FRA,Francia
2007,FRA,Francia,2.02451,pais,FRA,Francia
2008,FRA,Francia,2.06117,pais,FRA,Francia
2009,FRA,Francia,2.21207,pais,FRA,Francia
2010,FRA,Francia,2.17857,pais,FRA,Francia
2011,FRA,Francia,2.19161,pais,FRA,Francia
2012,FRA,Francia,2.22707,pais,FRA,Francia
2013,FRA,Francia,2.23703,pais,FRA,Francia
2014,FRA,Francia,2.27592,pais,FRA,Francia
2015,FRA,Francia,2.22702,pais,FRA,Francia
2016,FRA,Francia,2.22238,pais,FRA,Francia
2017,FRA,Francia,2.19888,pais,FRA,Francia
2018,FRA,Francia,2.19666,pais,FRA,Francia
2019,FRA,Francia,2.19179,pais,FRA,Francia
2020,FRA,Francia,2.27464,pais,FRA,Francia
2021,FRA,Francia,2.21808,pais,FRA,Francia
2022,FRA,Francia,2.23312,pais,FRA,Francia
2003,FRO,Islas Feroe,0.85253,pais,FRO,Islas Feroe
2007,GAB,Gabón,0.41633,pais,GAB,Gabón
2008,GAB,Gabón,0.5109,pais,GAB,Gabón
2009,GAB,Gabón,0.57924,pais,GAB,Gabón
1996,GBR,Reino Unido,1.5754,pais,GBR,Reino Unido
1997,GBR,Reino Unido,1.53729,pais,GBR,Reino Unido
1998,GBR,Reino Unido,1.54777,pais,GBR,Reino Unido
1999,GBR,Reino Unido,1.62269,pais,GBR,Reino Unido
2000,GBR,Reino Unido,1.60963,pais,GBR,Reino Unido
2001,GBR,Reino Unido,1.59545,pais,GBR,Reino Unido
2002,GBR,Reino Unido,1.61383,pais,GBR,Reino Unido
2003,GBR,Reino Unido,1.58131,pais,GBR,Reino Unido
2004,GBR,Reino Unido,1.53089,pais,GBR,Reino Unido
2005,GBR,Reino Unido,1.55004,pais,GBR,Reino Unido
2006,GBR,Reino Unido,1.57626,pais,GBR,Reino Unido
2007,GBR,Reino Unido,1.6183,pais,GBR,Reino Unido
2008,GBR,Reino Unido,1.60901,pais,GBR,Reino Unido
2009,GBR,Reino Unido,1.66991,pais,GBR,Reino Unido
2010,GBR,Reino Unido,1.63886,pais,GBR,Reino Unido
2011,GBR,Reino Unido,1.64681,pais,GBR,Reino Unido
2012,GBR,Reino Unido,1.57587,pais,GBR,Reino Unido
2013,GBR,Reino Unido,1.62096,pais,GBR,Reino Unido
2014,GBR,Reino Unido,2.26488,pais,GBR,Reino Unido
2015,GBR,Reino Unido,2.27566,pais,GBR,Reino Unido
2016,GBR,Reino Unido,2.32052,pais,GBR,Reino Unido
2017,GBR,Reino Unido,2.32602,pais,GBR,Reino Unido
2018,GBR,Reino Unido,2.71124,pais,GBR,Reino Unido
2019,GBR,Reino Unido,2.6708,pais,GBR,Reino Unido
2020,GBR,Reino Unido,2.93883,pais,GBR,Reino Unido
2021,GBR,Reino Unido,2.89711,pais,GBR,Reino Unido
1996,GEO,Georgia,0.33088,pais,GEO,Georgia
1997,GEO,Georgia,0.3424,pais,GEO,Georgia
1998,GEO,Georgia,0.35384,pais,GEO,Georgia
1999,GEO,Georgia,0.28769,pais,GEO,Georgia
2000,GEO,Georgia,0.2153,pais,GEO,Georgia
2001,GEO,Georgia,0.23848,pais,GEO,Georgia
