"geocodigoFundar","geonombreFundar","anio","categoria","indicador","porcentaje_pbi","porcentaje_total"
"JAM","Jamaica","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.20594","8.47562"
"JAM","Jamaica","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.28212","1.08395"
"JAM","Jamaica","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.82588","10.34865"
"JAM","Jamaica","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.24303","0.88999"
"JPN","Japón","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.02012","8.84092"
"JPN","Japón","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.65995","5.71950"
"JPN","Japón","2018","Otros","Ingreso no percibido (Revenue Forgone)","0.12882","1.11640"
"JOR","Jordania","2014","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","7.31970","47.18792"
"JOR","Jordania","2014","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.36859","21.71628"
"JOR","Jordania","2014","Otros","Ingreso no percibido (Revenue Forgone)","0.62598","4.03553"
"JOR","Jordania","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","7.17378","47.76533"
"JOR","Jordania","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.92218","19.45683"
"JOR","Jordania","2015","Otros","Ingreso no percibido (Revenue Forgone)","0.76636","5.10268"
"JOR","Jordania","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","8.28114","54.93606"
"JOR","Jordania","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.78481","18.47410"
"JOR","Jordania","2016","Otros","Ingreso no percibido (Revenue Forgone)","0.44266","2.93657"
"JOR","Jordania","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","7.42844","50.39174"
"JOR","Jordania","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.55155","17.30878"
"JOR","Jordania","2017","Otros","Ingreso no percibido (Revenue Forgone)","0.36453","2.47285"
"JOR","Jordania","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","7.88114","53.37938"
"JOR","Jordania","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.16942","14.69360"
"JOR","Jordania","2018","Otros","Ingreso no percibido (Revenue Forgone)","0.25006","1.69365"
"JOR","Jordania","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","7.95971","53.62766"
"JOR","Jordania","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.76884","11.91735"
"JOR","Jordania","2019","Otros","Ingreso no percibido (Revenue Forgone)","0.22882","1.54164"
"JOR","Jordania","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","7.24572","45.27226"
"JOR","Jordania","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.48906","9.30384"
"JOR","Jordania","2020","Otros","Ingreso no percibido (Revenue Forgone)","0.26783","1.67345"
"JOR","Jordania","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","7.49483","43.78088"
"JOR","Jordania","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.31947","7.70766"
"JOR","Jordania","2021","Otros","Ingreso no percibido (Revenue Forgone)","0.35808","2.09170"
"JOR","Jordania","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","7.37795","42.10749"
"JOR","Jordania","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.39275","7.94868"
"JOR","Jordania","2022","Otros","Ingreso no percibido (Revenue Forgone)","0.28804","1.64389"
"KAZ","Kazajstán","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"KAZ","Kazajstán","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"KAZ","Kazajstán","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"KAZ","Kazajstán","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"KAZ","Kazajstán","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"KAZ","Kazajstán","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"KAZ","Kazajstán","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"KAZ","Kazajstán","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"KAZ","Kazajstán","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"KAZ","Kazajstán","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"KAZ","Kazajstán","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"KAZ","Kazajstán","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"KAZ","Kazajstán","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"KAZ","Kazajstán","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"KEN","Kenia","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.97580","26.40294"
"KEN","Kenia","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.24211","1.60786"
"KEN","Kenia","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.53779","24.61785"
"KEN","Kenia","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.27907","1.94196"
"KEN","Kenia","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.31327","15.32251"
"KEN","Kenia","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.23350","1.54665"
"KEN","Kenia","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.97166","13.78215"
"KEN","Kenia","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.25981","1.81611"
"KEN","Kenia","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.21178","15.02798"
"KEN","Kenia","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.22581","1.53424"
"KEN","Kenia","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.51790","18.00357"
"KEN","Kenia","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.39644","2.83468"
"KEN","Kenia","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.74961","17.11151"
"KEN","Kenia","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.62964","3.91839"
"LSO","Lesotho","2005","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.70327","4.02472"
"LSO","Lesotho","2006","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.15900","3.90979"
"LSO","Lesotho","2007","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.06062","0.11869"
"LSO","Lesotho","2012","Otros","Ingreso no percibido (Revenue Forgone)","0.14163","0.28118"
"LSO","Lesotho","2013","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.48287","1.02391"
"LSO","Lesotho","2013","Otros","Ingreso no percibido (Revenue Forgone)","0.07451","0.15800"
"LSO","Lesotho","2014","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.38517","5.09723"
"LSO","Lesotho","2014","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.10111","0.21608"
"LSO","Lesotho","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.48435","4.43180"
"LSO","Lesotho","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.26991","4.32332"
"LVA","Letonia","2013","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.93970","31.09404"
"LVA","Letonia","2013","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.31764","33.47305"
"LVA","Letonia","2013","Otros","Ingreso no percibido (Revenue Forgone)","0.06112","0.38475"
"LVA","Letonia","2014","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.81352","29.89237"
"LVA","Letonia","2014","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.42929","33.71635"
"LVA","Letonia","2014","Otros","Ingreso no percibido (Revenue Forgone)","0.07424","0.46104"
"LVA","Letonia","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.74798","29.15335"
"LVA","Letonia","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.87142","36.05146"
"LVA","Letonia","2015","Otros","Ingreso no percibido (Revenue Forgone)","0.07252","0.44531"
"LVA","Letonia","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.76953","27.84652"
"LVA","Letonia","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.68181","33.17278"
"LVA","Letonia","2016","Otros","Ingreso no percibido (Revenue Forgone)","0.10336","0.60343"
"LVA","Letonia","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.66316","27.23875"
"LVA","Letonia","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.95691","28.95465"
"LVA","Letonia","2017","Otros","Ingreso no percibido (Revenue Forgone)","0.11888","0.69443"
"LVA","Letonia","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.62166","27.28318"
"LVA","Letonia","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.40468","20.09897"
"LVA","Letonia","2018","Otros","Ingreso no percibido (Revenue Forgone)","0.12801","0.75571"
"LVA","Letonia","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.47514","27.75094"
"LVA","Letonia","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.24198","20.10392"
"LVA","Letonia","2019","Otros","Ingreso no percibido (Revenue Forgone)","0.12852","0.79698"
"LVA","Letonia","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.63008","28.46823"
"LVA","Letonia","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.24592","19.95769"
"LVA","Letonia","2020","Otros","Ingreso no percibido (Revenue Forgone)","0.12935","0.79529"
"LVA","Letonia","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.43448","26.94574"
"LVA","Letonia","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.32230","26.26407"
"LVA","Letonia","2021","Otros","Ingreso no percibido (Revenue Forgone)","0.13242","0.80463"
"LVA","Letonia","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.71206","27.08252"
"LVA","Letonia","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.55321","20.42207"
"LVA","Letonia","2022","Otros","Ingreso no percibido (Revenue Forgone)","0.12066","0.69352"
"LVA","Letonia","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.54948","26.81873"
"LVA","Letonia","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.23021","19.04177"
"LVA","Letonia","2023","Otros","Ingreso no percibido (Revenue Forgone)","0.11041","0.65085"
"LBR","Liberia","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.81676","24.45186"
"LBR","Liberia","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.07475","0.64894"
"LBR","Liberia","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.51844","22.22579"
"LBR","Liberia","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.11779","1.03954"
"LBR","Liberia","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.98627","23.01853"
"LBR","Liberia","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.11320","0.87259"
"LBR","Liberia","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.85714","28.02215"
"LBR","Liberia","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.29763","2.16232"
"LTU","Lituania","2013","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.90458","18.52936"
"LTU","Lituania","2013","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.83438","30.84031"
"LTU","Lituania","2014","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.97421","18.69498"
"LTU","Lituania","2014","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.06028","31.80735"
"LTU","Lituania","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.90831","5.45469"
"LTU","Lituania","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.60447","9.63528"
"LTU","Lituania","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.91691","5.40471"
"LTU","Lituania","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.82816","10.77601"
"LTU","Lituania","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.96809","5.75830"
"LTU","Lituania","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.99201","11.84862"
"LTU","Lituania","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.97445","5.79601"
"LTU","Lituania","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.87855","11.17357"
"LTU","Lituania","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.93232","4.69379"
"LTU","Lituania","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.13746","10.76117"
"LTU","Lituania","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.24908","6.16238"
"LTU","Lituania","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.86490","14.13411"
"LTU","Lituania","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.35209","6.42354"
"LTU","Lituania","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.90771","13.81405"
"LTU","Lituania","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.22450","5.80557"
"LTU","Lituania","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.25065","15.41193"
"LTU","Lituania","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.16078","5.49554"
"LTU","Lituania","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.56796","16.89204"
"LUX","Luxemburgo","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.66861","2.71038"
"LUX","Luxemburgo","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.78313","3.17459"
"LUX","Luxemburgo","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.70097","2.78570"
"LUX","Luxemburgo","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.80949","3.21699"
"LUX","Luxemburgo","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.68937","2.66687"
"LUX","Luxemburgo","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.82690","3.19891"
"LUX","Luxemburgo","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.79411","2.83077"
"LUX","Luxemburgo","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.76919","2.74194"
"LUX","Luxemburgo","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.77225","2.76199"
"LUX","Luxemburgo","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.80269","2.87086"
"LUX","Luxemburgo","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.77210","3.02644"
"LUX","Luxemburgo","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.81397","3.19052"
"LUX","Luxemburgo","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.70646","2.74206"
"LUX","Luxemburgo","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.89540","3.47540"
"LUX","Luxemburgo","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.69333","2.63119"
"LUX","Luxemburgo","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.96962","3.67971"
"LUX","Luxemburgo","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.61981","2.28275"
"LUX","Luxemburgo","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.43718","5.29307"
"LUX","Luxemburgo","2024","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.42391","0.00000"
"LUX","Luxemburgo","2024","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.29495","0.00000"
"LUX","Luxemburgo","2025","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.42948","0.00000"
"LUX","Luxemburgo","2025","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.48137","0.00000"
"MKD","Macedonia del Norte","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.57956","10.12343"
"MKD","Macedonia del Norte","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.40697","1.59714"
"MKD","Macedonia del Norte","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.51435","1.91131"
"MKD","Macedonia del Norte","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.13793","15.17708"
"MKD","Macedonia del Norte","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.62886","2.30652"
"MKD","Macedonia del Norte","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.07344","14.72101"
"MKD","Macedonia del Norte","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.61847","2.23510"
"MKD","Macedonia del Norte","2024","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.30770","0.00000"
"MKD","Macedonia del Norte","2024","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.72273","0.00000"
"MKD","Macedonia del Norte","2025","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.41192","0.00000"
"MKD","Macedonia del Norte","2025","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.74208","0.00000"
"MKD","Macedonia del Norte","2026","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"MKD","Macedonia del Norte","2026","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"MKD","Macedonia del Norte","2027","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"MKD","Macedonia del Norte","2027","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"MKD","Macedonia del Norte","2028","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"MKD","Macedonia del Norte","2028","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"MDG","Madagascar","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.14492","12.64035"
"MDG","Madagascar","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.38092","4.20551"
"MDG","Madagascar","2015","Otros","Ingreso no percibido (Revenue Forgone)","0.01583","0.17476"
"MDG","Madagascar","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.20857","12.49690"
"MDG","Madagascar","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.21133","2.18519"
"MDG","Madagascar","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.71338","16.30513"
"MDG","Madagascar","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.28166","2.68033"
"MDG","Madagascar","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.12261","19.55194"
"MDG","Madagascar","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.27305","2.51513"
"MDG","Madagascar","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.87356","26.18065"
"MDG","Madagascar","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.00701","0.06391"
"MDG","Madagascar","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.68149","6.87806"
"MDG","Madagascar","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.77866","25.67515"
"MDG","Madagascar","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.18215","1.68307"
"MDG","Madagascar","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.93191","29.88925"
"MDG","Madagascar","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.25408","2.59021"
"MDG","Madagascar","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.99682","36.19750"
"MDG","Madagascar","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.19806","1.79374"
"MDV","Maldivas","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","5.20782","27.75123"
"MDV","Maldivas","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.32062","1.70851"
"MDV","Maldivas","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.52868","24.79007"
"MDV","Maldivas","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.35251","1.92964"
"MDV","Maldivas","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.29705","23.64051"
"MDV","Maldivas","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.31867","1.75317"
"MDV","Maldivas","2021","Otros","Ingreso no percibido (Revenue Forgone)","0.36534","2.00994"
"MDV","Maldivas","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.96702","24.26449"
"MDV","Maldivas","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.33037","1.61390"
"MDV","Maldivas","2022","Otros","Ingreso no percibido (Revenue Forgone)","0.33069","1.61544"
"MDV","Maldivas","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","7.11073","29.96426"
"MDV","Maldivas","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.27206","1.14643"
"MDV","Maldivas","2023","Otros","Ingreso no percibido (Revenue Forgone)","0.30992","1.30599"
"MLI","Malí","2014","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.97674","23.71028"
"MLI","Malí","2014","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.09079","0.72319"
"MLI","Malí","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.58747","18.51917"
"MLI","Malí","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.03848","0.27544"
"MLI","Malí","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.14504","14.38667"
"MLI","Malí","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.20808","1.39558"
"MLI","Malí","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.35918","15.54554"
"MLI","Malí","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.31243","2.05871"
"MLI","Malí","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.25841","19.01787"
"MLI","Malí","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.28874","2.43143"
"MLI","Malí","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.37833","16.09614"
"MLI","Malí","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.31049","2.10132"
"MLI","Malí","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.53917","10.73024"
"MLI","Malí","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.02966","7.17822"
"MLI","Malí","2020","Otros","Ingreso no percibido (Revenue Forgone)","0.11201","0.78086"
"MLI","Malí","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.47206","16.13041"
"MLI","Malí","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.87843","5.73187"
"MLI","Malí","2021","Otros","Ingreso no percibido (Revenue Forgone)","0.00887","0.05789"
"MLI","Malí","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.04376","15.44626"
"MLI","Malí","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.54689","4.13325"
"MLI","Malí","2022","Otros","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"MLI","Malí","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.88528","0.00000"
"MLI","Malí","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.46373","0.00000"
"MAR","Marruecos","2003","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.67613","9.65380"
"MAR","Marruecos","2003","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.73404","4.22779"
"MAR","Marruecos","2003","Otros","Ingreso no percibido (Revenue Forgone)","0.00204","0.01174"
"MAR","Marruecos","2004","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.79744","10.24939"
"MAR","Marruecos","2004","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.81786","4.66363"
"MAR","Marruecos","2004","Otros","Ingreso no percibido (Revenue Forgone)","0.00524","0.02989"
"MAR","Marruecos","2005","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.71023","8.82485"
"MAR","Marruecos","2005","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.76357","3.94008"
"MAR","Marruecos","2005","Otros","Ingreso no percibido (Revenue Forgone)","0.00535","0.02761"
"MAR","Marruecos","2006","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.34874","11.84948"
"MAR","Marruecos","2006","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.88893","4.48467"
"MAR","Marruecos","2006","Otros","Ingreso no percibido (Revenue Forgone)","0.00520","0.02625"
"MAR","Marruecos","2007","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.42220","10.96549"
"MAR","Marruecos","2007","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.09052","4.93686"
"MAR","Marruecos","2007","Otros","Ingreso no percibido (Revenue Forgone)","0.00514","0.02326"
"MAR","Marruecos","2008","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.60703","10.64961"
"MAR","Marruecos","2008","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.84482","3.45107"
"MAR","Marruecos","2008","Otros","Ingreso no percibido (Revenue Forgone)","0.00503","0.02053"
"MAR","Marruecos","2009","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.55500","11.78813"
"MAR","Marruecos","2009","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.01998","4.70591"
"MAR","Marruecos","2009","Otros","Ingreso no percibido (Revenue Forgone)","0.00519","0.02392"
"MAR","Marruecos","2010","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.17222","10.30187"
"MAR","Marruecos","2010","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.08287","5.13558"
"MAR","Marruecos","2010","Otros","Ingreso no percibido (Revenue Forgone)","0.02626","0.12455"
"MAR","Marruecos","2011","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.40834","11.18757"
"MAR","Marruecos","2011","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.24778","5.79635"
"MAR","Marruecos","2011","Otros","Ingreso no percibido (Revenue Forgone)","0.02806","0.13033"
"MAR","Marruecos","2012","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.45404","11.11043"
"MAR","Marruecos","2012","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.48869","6.73987"
"MAR","Marruecos","2012","Otros","Ingreso no percibido (Revenue Forgone)","0.00719","0.03256"
"MAR","Marruecos","2013","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.24637","10.87765"
"MAR","Marruecos","2013","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.15452","5.59056"
"MAR","Marruecos","2013","Otros","Ingreso no percibido (Revenue Forgone)","0.02439","0.11810"
"MAR","Marruecos","2014","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.21938","10.90407"
"MAR","Marruecos","2014","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.15842","5.69145"
"MAR","Marruecos","2014","Otros","Ingreso no percibido (Revenue Forgone)","0.01817","0.08929"
