"geocodigoFundar","geonombreFundar","anio","categoria","indicador","porcentaje_pbi","porcentaje_total"
"MAR","Marruecos","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.01888","10.38657"
"MAR","Marruecos","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.90611","4.66169"
"MAR","Marruecos","2015","Otros","Ingreso no percibido (Revenue Forgone)","0.01688","0.08685"
"MAR","Marruecos","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.09449","10.54245"
"MAR","Marruecos","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.85145","4.28570"
"MAR","Marruecos","2016","Otros","Ingreso no percibido (Revenue Forgone)","0.01663","0.08372"
"MAR","Marruecos","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.65297","8.21164"
"MAR","Marruecos","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.81356","4.04161"
"MAR","Marruecos","2017","Otros","Ingreso no percibido (Revenue Forgone)","0.01854","0.09210"
"MAR","Marruecos","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.59683","7.87158"
"MAR","Marruecos","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.77198","3.80546"
"MAR","Marruecos","2018","Otros","Ingreso no percibido (Revenue Forgone)","0.02058","0.10146"
"MAR","Marruecos","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.58149","7.94148"
"MAR","Marruecos","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.69654","3.49768"
"MAR","Marruecos","2019","Otros","Ingreso no percibido (Revenue Forgone)","0.01605","0.08060"
"MAR","Marruecos","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.61001","8.04116"
"MAR","Marruecos","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.78847","3.93802"
"MAR","Marruecos","2020","Otros","Ingreso no percibido (Revenue Forgone)","0.01640","0.08191"
"MAR","Marruecos","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.81660","9.23762"
"MAR","Marruecos","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.67494","3.43214"
"MAR","Marruecos","2021","Otros","Ingreso no percibido (Revenue Forgone)","0.01551","0.07887"
"MAR","Marruecos","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.04057","9.22980"
"MAR","Marruecos","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.79598","3.60034"
"MAR","Marruecos","2022","Otros","Ingreso no percibido (Revenue Forgone)","0.01608","0.07275"
"MAR","Marruecos","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.02349","9.64528"
"MAR","Marruecos","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.48614","2.31726"
"MAR","Marruecos","2023","Otros","Ingreso no percibido (Revenue Forgone)","0.01579","0.07524"
"MAR","Marruecos","2024","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.53907","0.00000"
"MAR","Marruecos","2024","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.52645","0.00000"
"MAR","Marruecos","2024","Otros","Ingreso no percibido (Revenue Forgone)","0.01580","0.00000"
"MUS","Mauricio","2006","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.48269","9.41586"
"MUS","Mauricio","2006","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.29735","8.23887"
"MUS","Mauricio","2007","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.87463","5.89470"
"MUS","Mauricio","2007","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.81591","12.23852"
"MUS","Mauricio","2008","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.97472","5.84652"
"MUS","Mauricio","2008","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.46246","2.77393"
"MUS","Mauricio","2009","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.77693","4.22139"
"MUS","Mauricio","2009","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.57950","3.14870"
"MUS","Mauricio","2010","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.58634","3.18761"
"MUS","Mauricio","2010","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.45038","2.44845"
"MUS","Mauricio","2011","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.71512","3.90222"
"MUS","Mauricio","2011","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.42567","2.32275"
"MUS","Mauricio","2012","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.79877","4.22255"
"MUS","Mauricio","2012","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.05594","5.58205"
"MUS","Mauricio","2013","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.92144","4.91273"
"MUS","Mauricio","2013","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.00252","5.34498"
"MUS","Mauricio","2014","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.63456","3.40713"
"MUS","Mauricio","2014","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.56502","3.03375"
"MUS","Mauricio","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.66383","3.79865"
"MUS","Mauricio","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.79315","4.53865"
"MUS","Mauricio","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.87782","4.93281"
"MUS","Mauricio","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.45340","2.54782"
"MUS","Mauricio","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.03036","5.63153"
"MUS","Mauricio","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.50842","2.77884"
"MUS","Mauricio","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.30809","6.71274"
"MUS","Mauricio","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.71428","3.66548"
"MUS","Mauricio","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.08143","10.01038"
"MUS","Mauricio","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.29406","6.22363"
"MUS","Mauricio","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.73413","14.05969"
"MUS","Mauricio","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.71083","8.79758"
"MUS","Mauricio","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.71358","8.30842"
"MUS","Mauricio","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.44518","7.00705"
"MUS","Mauricio","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.98055","8.98635"
"MUS","Mauricio","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.58617","7.19693"
"MUS","Mauricio","2024","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.15252","0.00000"
"MUS","Mauricio","2024","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.59810","0.00000"
"MUS","Mauricio","2025","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.44146","0.00000"
"MUS","Mauricio","2025","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.84548","0.00000"
"MRT","Mauritania","2013","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.87603","51.96271"
"MRT","Mauritania","2013","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.19654","12.75123"
"MRT","Mauritania","2013","Otros","Ingreso no percibido (Revenue Forgone)","0.16824","1.79293"
"MRT","Mauritania","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.22703","27.12511"
"MRT","Mauritania","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.50198","4.21941"
"MRT","Mauritania","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.17461","18.02636"
"MRT","Mauritania","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.54809","4.54334"
"MRT","Mauritania","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.77009","30.08727"
"MRT","Mauritania","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.84088","6.71067"
"MRT","Mauritania","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.39074","25.53959"
"MRT","Mauritania","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.75800","5.70933"
"MRT","Mauritania","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.61795","21.42174"
"MRT","Mauritania","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.65754","5.38043"
"MRT","Mauritania","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.94845","27.03874"
"MRT","Mauritania","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.67809","6.21846"
"MRT","Mauritania","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.02301","25.91345"
"MRT","Mauritania","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.34919","2.99324"
"MRT","Mauritania","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.97136","14.58986"
"MRT","Mauritania","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.20526","1.51911"
"MDA","Moldavia","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.03627","11.30377"
"MDA","Moldavia","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.73002","4.05248"
"MDA","Moldavia","2018","Otros","Ingreso no percibido (Revenue Forgone)","0.23251","1.29069"
"MDA","Moldavia","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.98380","11.23562"
"MDA","Moldavia","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.69181","3.91822"
"MDA","Moldavia","2019","Otros","Ingreso no percibido (Revenue Forgone)","0.22083","1.25072"
"MDA","Moldavia","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.27515","12.70334"
"MDA","Moldavia","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.24997","1.39571"
"MDA","Moldavia","2020","Otros","Ingreso no percibido (Revenue Forgone)","0.17223","0.96168"
"MDA","Moldavia","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.50537","13.62496"
"MDA","Moldavia","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.00627","0.03411"
"MDA","Moldavia","2021","Otros","Ingreso no percibido (Revenue Forgone)","0.15877","0.86346"
"MDA","Moldavia","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.39881","23.24829"
"MDA","Moldavia","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.99414","5.25417"
"MDA","Moldavia","2022","Otros","Ingreso no percibido (Revenue Forgone)","0.00808","0.04269"
"MNG","Mongolia","2013","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.42066","9.03081"
"MNG","Mongolia","2013","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.45530","2.89424"
"MNG","Mongolia","2014","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.33634","18.10888"
"MNG","Mongolia","2014","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.90655","7.02665"
"MNG","Mongolia","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.16206","18.17757"
"MNG","Mongolia","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.70671","5.94168"
"MNG","Mongolia","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.04920","18.05301"
"MNG","Mongolia","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.74625","15.38408"
"MNG","Mongolia","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.73398","12.79982"
"MNG","Mongolia","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.42338","10.50708"
"MNG","Mongolia","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.92595","5.54844"
"MNG","Mongolia","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.56871","3.40778"
"MNG","Mongolia","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.77327","4.58901"
"MNG","Mongolia","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.47781","2.83559"
"MNG","Mongolia","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.84986","6.00786"
"MNG","Mongolia","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.57102","11.10595"
"MNG","Mongolia","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.14589","6.77689"
"MNG","Mongolia","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.07794","6.37498"
"MNG","Mongolia","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.68150","0.00000"
"MNG","Mongolia","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.19867","0.00000"
"MNG","Mongolia","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.59879","0.00000"
"MNG","Mongolia","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.89351","0.00000"
"MNG","Mongolia","2024","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.61921","0.00000"
"MNG","Mongolia","2024","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.83783","0.00000"
"MNG","Mongolia","2025","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.66268","0.00000"
"MNG","Mongolia","2025","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.91316","0.00000"
"MNG","Mongolia","2026","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"MNG","Mongolia","2026","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"Mundo","Mundo","1990","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.06000",""
"Mundo","Mundo","1990","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.50000",""
"Mundo","Mundo","1990","Otros","Ingreso no percibido (Revenue Forgone)","0.08000",""
"Mundo","Mundo","1991","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.38000",""
"Mundo","Mundo","1991","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.37000",""
"Mundo","Mundo","1991","Otros","Ingreso no percibido (Revenue Forgone)","0.08000",""
"Mundo","Mundo","1992","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.38000",""
"Mundo","Mundo","1992","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.18000",""
"Mundo","Mundo","1992","Otros","Ingreso no percibido (Revenue Forgone)","0.08000",""
"Mundo","Mundo","1993","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.50000",""
"Mundo","Mundo","1993","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.30000",""
"Mundo","Mundo","1993","Otros","Ingreso no percibido (Revenue Forgone)","0.07000",""
"Mundo","Mundo","1994","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.33000",""
"Mundo","Mundo","1994","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.93000",""
"Mundo","Mundo","1994","Otros","Ingreso no percibido (Revenue Forgone)","0.06000",""
"Mundo","Mundo","1995","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.85000",""
"Mundo","Mundo","1995","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.41000",""
"Mundo","Mundo","1995","Otros","Ingreso no percibido (Revenue Forgone)","0.05000",""
"Mundo","Mundo","1996","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.92000",""
"Mundo","Mundo","1996","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.43000",""
"Mundo","Mundo","1996","Otros","Ingreso no percibido (Revenue Forgone)","0.05000",""
"Mundo","Mundo","1997","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.01000",""
"Mundo","Mundo","1997","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.88000",""
"Mundo","Mundo","1997","Otros","Ingreso no percibido (Revenue Forgone)","0.03000",""
"Mundo","Mundo","1998","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.07000",""
"Mundo","Mundo","1998","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.16000",""
"Mundo","Mundo","1998","Otros","Ingreso no percibido (Revenue Forgone)","0.03000",""
"Mundo","Mundo","1999","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.00000",""
"Mundo","Mundo","1999","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.87000",""
"Mundo","Mundo","1999","Otros","Ingreso no percibido (Revenue Forgone)","0.03000",""
"Mundo","Mundo","2000","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.11000",""
"Mundo","Mundo","2000","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.06000",""
"Mundo","Mundo","2000","Otros","Ingreso no percibido (Revenue Forgone)","0.03000",""
"Mundo","Mundo","2001","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.18000",""
"Mundo","Mundo","2001","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.92000",""
"Mundo","Mundo","2001","Otros","Ingreso no percibido (Revenue Forgone)","0.02000",""
"Mundo","Mundo","2002","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.10000",""
"Mundo","Mundo","2002","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.79000",""
"Mundo","Mundo","2002","Otros","Ingreso no percibido (Revenue Forgone)","0.02000",""
"Mundo","Mundo","2003","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.07000",""
"Mundo","Mundo","2003","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.32000",""
"Mundo","Mundo","2003","Otros","Ingreso no percibido (Revenue Forgone)","0.03000",""
"Mundo","Mundo","2004","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.23000",""
