"geocodigoFundar","geonombreFundar","anio","sector_institucional","indicador","valor"
"LTU","Lituania","2018","European institutions and bodies (EU accounts)","Porcentaje del total","0.89539"
"LTU","Lituania","2018","Fondos de seguridad social","Porcentaje del total","41.87900"
"LTU","Lituania","2018","Gobierno municipal local","Porcentaje del total","1.15700"
"LTU","Lituania","2018","Gobierno nacional","Porcentaje del total","56.06860"
"LTU","Lituania","2019","European institutions and bodies (EU accounts)","Porcentaje del total","0.87173"
"LTU","Lituania","2019","Fondos de seguridad social","Porcentaje del total","31.61956"
"LTU","Lituania","2019","Gobierno municipal local","Porcentaje del total","1.13658"
"LTU","Lituania","2019","Gobierno nacional","Porcentaje del total","66.37213"
"LTU","Lituania","2020","European institutions and bodies (EU accounts)","Porcentaje del total","0.85061"
"LTU","Lituania","2020","Fondos de seguridad social","Porcentaje del total","32.43344"
"LTU","Lituania","2020","Gobierno municipal local","Porcentaje del total","1.08221"
"LTU","Lituania","2020","Gobierno nacional","Porcentaje del total","65.63374"
"LTU","Lituania","2021","European institutions and bodies (EU accounts)","Porcentaje del total","0.95748"
"LTU","Lituania","2021","Fondos de seguridad social","Porcentaje del total","31.55718"
"LTU","Lituania","2021","Gobierno municipal local","Porcentaje del total","1.03423"
"LTU","Lituania","2021","Gobierno nacional","Porcentaje del total","66.45111"
"LTU","Lituania","2022","European institutions and bodies (EU accounts)","Porcentaje del total","0.96495"
"LTU","Lituania","2022","Fondos de seguridad social","Porcentaje del total","30.96023"
"LTU","Lituania","2022","Gobierno municipal local","Porcentaje del total","1.02924"
"LTU","Lituania","2022","Gobierno nacional","Porcentaje del total","67.04558"
"LTU","Lituania","2023","European institutions and bodies (EU accounts)","Porcentaje del total","0.53602"
"LTU","Lituania","2023","Fondos de seguridad social","Porcentaje del total","31.67608"
"LTU","Lituania","2023","Gobierno municipal local","Porcentaje del total","1.05648"
"LTU","Lituania","2023","Gobierno nacional","Porcentaje del total","66.73143"
"LTU","Lituania","2024","European institutions and bodies (EU accounts)","Porcentaje del total","0.46166"
"LTU","Lituania","2024","Fondos de seguridad social","Porcentaje del total","32.21624"
"LTU","Lituania","2024","Gobierno municipal local","Porcentaje del total","1.05749"
"LTU","Lituania","2024","Gobierno nacional","Porcentaje del total","66.26461"
"LUX","Luxemburgo","1990","European institutions and bodies (EU accounts)","Porcentaje del total","0.47348"
"LUX","Luxemburgo","1990","Fondos de seguridad social","Porcentaje del total","27.10100"
"LUX","Luxemburgo","1990","Gobierno municipal local","Porcentaje del total","6.34924"
"LUX","Luxemburgo","1990","Gobierno nacional","Porcentaje del total","66.07628"
"LUX","Luxemburgo","1991","European institutions and bodies (EU accounts)","Porcentaje del total","0.71188"
"LUX","Luxemburgo","1991","Fondos de seguridad social","Porcentaje del total","28.80876"
"LUX","Luxemburgo","1991","Gobierno municipal local","Porcentaje del total","6.67576"
"LUX","Luxemburgo","1991","Gobierno nacional","Porcentaje del total","63.80360"
"LUX","Luxemburgo","1992","European institutions and bodies (EU accounts)","Porcentaje del total","0.53143"
"LUX","Luxemburgo","1992","Fondos de seguridad social","Porcentaje del total","29.60644"
"LUX","Luxemburgo","1992","Gobierno municipal local","Porcentaje del total","5.44766"
"LUX","Luxemburgo","1992","Gobierno nacional","Porcentaje del total","64.41447"
"LUX","Luxemburgo","1993","European institutions and bodies (EU accounts)","Porcentaje del total","0.43041"
"LUX","Luxemburgo","1993","Fondos de seguridad social","Porcentaje del total","27.61729"
"LUX","Luxemburgo","1993","Gobierno municipal local","Porcentaje del total","6.01160"
"LUX","Luxemburgo","1993","Gobierno nacional","Porcentaje del total","65.94071"
"LUX","Luxemburgo","1994","European institutions and bodies (EU accounts)","Porcentaje del total","0.41296"
"LUX","Luxemburgo","1994","Fondos de seguridad social","Porcentaje del total","26.20618"
"LUX","Luxemburgo","1994","Gobierno municipal local","Porcentaje del total","5.80445"
"LUX","Luxemburgo","1994","Gobierno nacional","Porcentaje del total","67.57642"
"LUX","Luxemburgo","1995","European institutions and bodies (EU accounts)","Porcentaje del total","0.43372"
"LUX","Luxemburgo","1995","Fondos de seguridad social","Porcentaje del total","26.62688"
"LUX","Luxemburgo","1995","Gobierno municipal local","Porcentaje del total","6.50036"
"LUX","Luxemburgo","1995","Gobierno nacional","Porcentaje del total","66.43904"
"LUX","Luxemburgo","1996","European institutions and bodies (EU accounts)","Porcentaje del total","0.36913"
"LUX","Luxemburgo","1996","Fondos de seguridad social","Porcentaje del total","25.98240"
"LUX","Luxemburgo","1996","Gobierno municipal local","Porcentaje del total","6.61921"
"LUX","Luxemburgo","1996","Gobierno nacional","Porcentaje del total","67.02925"
"LUX","Luxemburgo","1997","European institutions and bodies (EU accounts)","Porcentaje del total","0.43958"
"LUX","Luxemburgo","1997","Fondos de seguridad social","Porcentaje del total","25.22176"
"LUX","Luxemburgo","1997","Gobierno municipal local","Porcentaje del total","6.20349"
"LUX","Luxemburgo","1997","Gobierno nacional","Porcentaje del total","68.13517"
"LUX","Luxemburgo","1998","European institutions and bodies (EU accounts)","Porcentaje del total","0.37249"
"LUX","Luxemburgo","1998","Fondos de seguridad social","Porcentaje del total","25.46045"
"LUX","Luxemburgo","1998","Gobierno municipal local","Porcentaje del total","6.20748"
"LUX","Luxemburgo","1998","Gobierno nacional","Porcentaje del total","67.95958"
"LUX","Luxemburgo","1999","European institutions and bodies (EU accounts)","Porcentaje del total","0.32026"
"LUX","Luxemburgo","1999","Fondos de seguridad social","Porcentaje del total","25.88252"
"LUX","Luxemburgo","1999","Gobierno municipal local","Porcentaje del total","5.73792"
"LUX","Luxemburgo","1999","Gobierno nacional","Porcentaje del total","68.05930"
"LUX","Luxemburgo","2000","European institutions and bodies (EU accounts)","Porcentaje del total","0.33180"
"LUX","Luxemburgo","2000","Fondos de seguridad social","Porcentaje del total","25.35935"
"LUX","Luxemburgo","2000","Gobierno municipal local","Porcentaje del total","5.81815"
"LUX","Luxemburgo","2000","Gobierno nacional","Porcentaje del total","68.49070"
"LUX","Luxemburgo","2001","European institutions and bodies (EU accounts)","Porcentaje del total","0.23190"
"LUX","Luxemburgo","2001","Fondos de seguridad social","Porcentaje del total","26.95842"
"LUX","Luxemburgo","2001","Gobierno municipal local","Porcentaje del total","5.70379"
"LUX","Luxemburgo","2001","Gobierno nacional","Porcentaje del total","67.10588"
"LUX","Luxemburgo","2002","European institutions and bodies (EU accounts)","Porcentaje del total","0.19035"
"LUX","Luxemburgo","2002","Fondos de seguridad social","Porcentaje del total","27.23293"
"LUX","Luxemburgo","2002","Gobierno municipal local","Porcentaje del total","6.12343"
"LUX","Luxemburgo","2002","Gobierno nacional","Porcentaje del total","66.45329"
"LUX","Luxemburgo","2003","European institutions and bodies (EU accounts)","Porcentaje del total","0.18221"
"LUX","Luxemburgo","2003","Fondos de seguridad social","Porcentaje del total","27.67648"
"LUX","Luxemburgo","2003","Gobierno municipal local","Porcentaje del total","5.97269"
"LUX","Luxemburgo","2003","Gobierno nacional","Porcentaje del total","66.16862"
"LUX","Luxemburgo","2004","European institutions and bodies (EU accounts)","Porcentaje del total","0.18813"
"LUX","Luxemburgo","2004","Fondos de seguridad social","Porcentaje del total","28.05382"
"LUX","Luxemburgo","2004","Gobierno municipal local","Porcentaje del total","4.92371"
"LUX","Luxemburgo","2004","Gobierno nacional","Porcentaje del total","66.83435"
"LUX","Luxemburgo","2005","European institutions and bodies (EU accounts)","Porcentaje del total","0.19693"
"LUX","Luxemburgo","2005","Fondos de seguridad social","Porcentaje del total","27.22249"
"LUX","Luxemburgo","2005","Gobierno municipal local","Porcentaje del total","4.45805"
"LUX","Luxemburgo","2005","Gobierno nacional","Porcentaje del total","68.12253"
"LUX","Luxemburgo","2006","European institutions and bodies (EU accounts)","Porcentaje del total","0.21786"
"LUX","Luxemburgo","2006","Fondos de seguridad social","Porcentaje del total","27.15415"
"LUX","Luxemburgo","2006","Gobierno municipal local","Porcentaje del total","4.42264"
"LUX","Luxemburgo","2006","Gobierno nacional","Porcentaje del total","68.20535"
"LUX","Luxemburgo","2007","European institutions and bodies (EU accounts)","Porcentaje del total","0.17890"
"LUX","Luxemburgo","2007","Fondos de seguridad social","Porcentaje del total","26.82878"
"LUX","Luxemburgo","2007","Gobierno municipal local","Porcentaje del total","4.43262"
"LUX","Luxemburgo","2007","Gobierno nacional","Porcentaje del total","68.55971"
"LUX","Luxemburgo","2008","European institutions and bodies (EU accounts)","Porcentaje del total","0.14088"
"LUX","Luxemburgo","2008","Fondos de seguridad social","Porcentaje del total","27.69085"
"LUX","Luxemburgo","2008","Gobierno municipal local","Porcentaje del total","4.50502"
"LUX","Luxemburgo","2008","Gobierno nacional","Porcentaje del total","67.66325"
"LUX","Luxemburgo","2009","European institutions and bodies (EU accounts)","Porcentaje del total","0.09743"
"LUX","Luxemburgo","2009","Fondos de seguridad social","Porcentaje del total","29.14097"
"LUX","Luxemburgo","2009","Gobierno municipal local","Porcentaje del total","4.50414"
"LUX","Luxemburgo","2009","Gobierno nacional","Porcentaje del total","66.25746"
"LUX","Luxemburgo","2010","European institutions and bodies (EU accounts)","Porcentaje del total","0.12533"
"LUX","Luxemburgo","2010","Fondos de seguridad social","Porcentaje del total","28.23195"
"LUX","Luxemburgo","2010","Gobierno municipal local","Porcentaje del total","4.32797"
"LUX","Luxemburgo","2010","Gobierno nacional","Porcentaje del total","67.31475"
"LUX","Luxemburgo","2011","European institutions and bodies (EU accounts)","Porcentaje del total","0.11541"
"LUX","Luxemburgo","2011","Fondos de seguridad social","Porcentaje del total","28.34162"
"LUX","Luxemburgo","2011","Gobierno municipal local","Porcentaje del total","4.64237"
"LUX","Luxemburgo","2011","Gobierno nacional","Porcentaje del total","66.90060"
"LUX","Luxemburgo","2012","European institutions and bodies (EU accounts)","Porcentaje del total","0.09276"
"LUX","Luxemburgo","2012","Fondos de seguridad social","Porcentaje del total","28.31378"
"LUX","Luxemburgo","2012","Gobierno municipal local","Porcentaje del total","3.98839"
"LUX","Luxemburgo","2012","Gobierno nacional","Porcentaje del total","67.60508"
"LUX","Luxemburgo","2013","European institutions and bodies (EU accounts)","Porcentaje del total","0.09131"
"LUX","Luxemburgo","2013","Fondos de seguridad social","Porcentaje del total","28.04045"
"LUX","Luxemburgo","2013","Gobierno municipal local","Porcentaje del total","3.51808"
"LUX","Luxemburgo","2013","Gobierno nacional","Porcentaje del total","68.35016"
"LUX","Luxemburgo","2014","European institutions and bodies (EU accounts)","Porcentaje del total","0.12608"
"LUX","Luxemburgo","2014","Fondos de seguridad social","Porcentaje del total","27.47403"
"LUX","Luxemburgo","2014","Gobierno municipal local","Porcentaje del total","3.27757"
"LUX","Luxemburgo","2014","Gobierno nacional","Porcentaje del total","69.12232"
"LUX","Luxemburgo","2015","European institutions and bodies (EU accounts)","Porcentaje del total","0.27942"
"LUX","Luxemburgo","2015","Fondos de seguridad social","Porcentaje del total","28.66720"
"LUX","Luxemburgo","2015","Gobierno municipal local","Porcentaje del total","3.56336"
"LUX","Luxemburgo","2015","Gobierno nacional","Porcentaje del total","67.49002"
"LUX","Luxemburgo","2016","European institutions and bodies (EU accounts)","Porcentaje del total","0.51025"
"LUX","Luxemburgo","2016","Fondos de seguridad social","Porcentaje del total","28.02133"
"LUX","Luxemburgo","2016","Gobierno municipal local","Porcentaje del total","3.93736"
"LUX","Luxemburgo","2016","Gobierno nacional","Porcentaje del total","67.53107"
"LUX","Luxemburgo","2017","European institutions and bodies (EU accounts)","Porcentaje del total","0.59473"
"LUX","Luxemburgo","2017","Fondos de seguridad social","Porcentaje del total","27.98459"
"LUX","Luxemburgo","2017","Gobierno municipal local","Porcentaje del total","4.08487"
"LUX","Luxemburgo","2017","Gobierno nacional","Porcentaje del total","67.33581"
"LUX","Luxemburgo","2018","European institutions and bodies (EU accounts)","Porcentaje del total","0.64275"
"LUX","Luxemburgo","2018","Fondos de seguridad social","Porcentaje del total","26.47236"
"LUX","Luxemburgo","2018","Gobierno municipal local","Porcentaje del total","4.53789"
"LUX","Luxemburgo","2018","Gobierno nacional","Porcentaje del total","68.34700"
"LUX","Luxemburgo","2019","European institutions and bodies (EU accounts)","Porcentaje del total","0.66243"
"LUX","Luxemburgo","2019","Fondos de seguridad social","Porcentaje del total","26.77631"
"LUX","Luxemburgo","2019","Gobierno municipal local","Porcentaje del total","4.76010"
"LUX","Luxemburgo","2019","Gobierno nacional","Porcentaje del total","67.80116"
"LUX","Luxemburgo","2020","European institutions and bodies (EU accounts)","Porcentaje del total","0.83881"
"LUX","Luxemburgo","2020","Fondos de seguridad social","Porcentaje del total","28.01752"
"LUX","Luxemburgo","2020","Gobierno municipal local","Porcentaje del total","4.16511"
"LUX","Luxemburgo","2020","Gobierno nacional","Porcentaje del total","66.97857"
"LUX","Luxemburgo","2021","European institutions and bodies (EU accounts)","Porcentaje del total","0.95355"
"LUX","Luxemburgo","2021","Fondos de seguridad social","Porcentaje del total","26.64460"
"LUX","Luxemburgo","2021","Gobierno municipal local","Porcentaje del total","3.95003"
"LUX","Luxemburgo","2021","Gobierno nacional","Porcentaje del total","68.45182"
"LUX","Luxemburgo","2022","European institutions and bodies (EU accounts)","Porcentaje del total","1.14609"
"LUX","Luxemburgo","2022","Fondos de seguridad social","Porcentaje del total","26.71923"
"LUX","Luxemburgo","2022","Gobierno municipal local","Porcentaje del total","3.59193"
"LUX","Luxemburgo","2022","Gobierno nacional","Porcentaje del total","68.54275"
"LUX","Luxemburgo","2023","European institutions and bodies (EU accounts)","Porcentaje del total","0.80554"
"LUX","Luxemburgo","2023","Fondos de seguridad social","Porcentaje del total","27.11639"
"LUX","Luxemburgo","2023","Gobierno municipal local","Porcentaje del total","4.20351"
