anio,letra,letra_desc_abrev,gran_region_id,gran_region_desc,share_vab_sectorial
2011,I,Transporte y comunicaciones,2,Centro,0.0918830616038947
2012,I,Transporte y comunicaciones,2,Centro,0.0936295588435067
2013,I,Transporte y comunicaciones,2,Centro,0.093538488963279
2014,I,Transporte y comunicaciones,2,Centro,0.0966421797617041
2015,I,Transporte y comunicaciones,2,Centro,0.0966573798377586
2016,I,Transporte y comunicaciones,2,Centro,0.101994512037673
2017,I,Transporte y comunicaciones,2,Centro,0.101256044774769
2018,I,Transporte y comunicaciones,2,Centro,0.100917008532504
2019,I,Transporte y comunicaciones,2,Centro,0.101932872408225
2020,I,Transporte y comunicaciones,2,Centro,0.0946191615439453
2021,I,Transporte y comunicaciones,2,Centro,0.0913100255321384
2022,I,Transporte y comunicaciones,2,Centro,0.0938090479723124
2004,F,Construcción,2,Centro,0.0327978120919584
2005,F,Construcción,2,Centro,0.0324315249978317
2006,F,Construcción,2,Centro,0.0351149290087258
2007,F,Construcción,2,Centro,0.0360278261229004
2008,F,Construcción,2,Centro,0.0366540449245942
2009,F,Construcción,2,Centro,0.0340037829447224
2010,F,Construcción,2,Centro,0.0340347785318511
2011,F,Construcción,2,Centro,0.0353940719412647
2012,F,Construcción,2,Centro,0.0355157145336023
2013,F,Construcción,2,Centro,0.0345905146503463
2014,F,Construcción,2,Centro,0.0345160016700977
2015,F,Construcción,2,Centro,0.0344247168534835
2016,F,Construcción,2,Centro,0.032099025330385
2017,F,Construcción,2,Centro,0.0341775743092418
2018,F,Construcción,2,Centro,0.036222189420762
2019,F,Construcción,2,Centro,0.035715827780693
2020,F,Construcción,2,Centro,0.0301283796791969
2021,F,Construcción,2,Centro,0.0347036776008896
2022,F,Construcción,2,Centro,0.0343501828641773
2004,D,Industria manufacturera,2,Centro,0.251012425762993
2005,D,Industria manufacturera,2,Centro,0.245531875609991
2006,D,Industria manufacturera,2,Centro,0.249094266336134
2007,D,Industria manufacturera,2,Centro,0.246178276330309
2008,D,Industria manufacturera,2,Centro,0.245550758257227
2009,D,Industria manufacturera,2,Centro,0.242583979604929
2010,D,Industria manufacturera,2,Centro,0.24274485707225
2011,D,Industria manufacturera,2,Centro,0.247029441160413
2012,D,Industria manufacturera,2,Centro,0.242623474259969
2013,D,Industria manufacturera,2,Centro,0.240193275419188
2014,D,Industria manufacturera,2,Centro,0.234487273390516
2015,D,Industria manufacturera,2,Centro,0.229872097951862
2016,D,Industria manufacturera,2,Centro,0.222401949582607
2017,D,Industria manufacturera,2,Centro,0.222455895424291
2018,D,Industria manufacturera,2,Centro,0.218745091396077
2019,D,Industria manufacturera,2,Centro,0.208732421373328
2020,D,Industria manufacturera,2,Centro,0.214093624739875
2021,D,Industria manufacturera,2,Centro,0.22482231728398
2022,D,Industria manufacturera,2,Centro,0.225407714345827
2004,M,Enseñanza,2,Centro,0.0385460582263118
2005,M,Enseñanza,2,Centro,0.0373880419984418
2006,M,Enseñanza,2,Centro,0.0364287934964418
2007,M,Enseñanza,2,Centro,0.0351955918466169
2008,M,Enseñanza,2,Centro,0.0350456252306005
2009,M,Enseñanza,2,Centro,0.0389149477718675
2010,M,Enseñanza,2,Centro,0.0362075983595638
2011,M,Enseñanza,2,Centro,0.0354280363379164
2012,M,Enseñanza,2,Centro,0.0369233689564534
2013,M,Enseñanza,2,Centro,0.0369169223625287
2014,M,Enseñanza,2,Centro,0.0385296070393012
2015,M,Enseñanza,2,Centro,0.0389877449288824
2016,M,Enseñanza,2,Centro,0.0403946254768376
2017,M,Enseñanza,2,Centro,0.0399074598730084
2018,M,Enseñanza,2,Centro,0.0422266385732444
2019,M,Enseñanza,2,Centro,0.0429840591346496
2020,M,Enseñanza,2,Centro,0.0457549340138761
2021,M,Enseñanza,2,Centro,0.0431518177830404
2022,M,Enseñanza,2,Centro,0.0430617659601876
2004,C,Petróleo y minería,2,Centro,0.0135859557254823
2005,C,Petróleo y minería,2,Centro,0.0126920795138556
2006,C,Petróleo y minería,2,Centro,0.0139275989950627
2007,C,Petróleo y minería,2,Centro,0.0134228472202707
2008,C,Petróleo y minería,2,Centro,0.0142212809555621
2009,C,Petróleo y minería,2,Centro,0.0153642283630897
2010,C,Petróleo y minería,2,Centro,0.0151034130110544
2011,C,Petróleo y minería,2,Centro,0.0136568419232543
2012,C,Petróleo y minería,2,Centro,0.013377117415518
2013,C,Petróleo y minería,2,Centro,0.0123666068466876
2014,C,Petróleo y minería,2,Centro,0.0127503200913761
2015,C,Petróleo y minería,2,Centro,0.0123045005234868
2016,C,Petróleo y minería,2,Centro,0.011643312333648
2017,C,Petróleo y minería,2,Centro,0.0112715125232712
2018,C,Petróleo y minería,2,Centro,0.0110760264587528
2019,C,Petróleo y minería,2,Centro,0.0108372807157851
2020,C,Petróleo y minería,2,Centro,0.0104710459112052
2021,C,Petróleo y minería,2,Centro,0.0096684166195701
2022,C,Petróleo y minería,2,Centro,0.0097435458229169
2004,H,Hotelería y restaurantes,2,Centro,0.0175945919706341
2005,H,Hotelería y restaurantes,2,Centro,0.0177750269624463
2006,H,Hotelería y restaurantes,2,Centro,0.0182617607594148
2007,H,Hotelería y restaurantes,2,Centro,0.0186172255975455
2008,H,Hotelería y restaurantes,2,Centro,0.0178190341720123
2009,H,Hotelería y restaurantes,2,Centro,0.0184301059512887
2010,H,Hotelería y restaurantes,2,Centro,0.0182098919369985
2011,H,Hotelería y restaurantes,2,Centro,0.0182643816948605
2012,H,Hotelería y restaurantes,2,Centro,0.0186974839838219
2013,H,Hotelería y restaurantes,2,Centro,0.0180880455855905
2014,H,Hotelería y restaurantes,2,Centro,0.0181697318416327
2015,H,Hotelería y restaurantes,2,Centro,0.0178266844617366
2016,H,Hotelería y restaurantes,2,Centro,0.0184945068554733
2017,H,Hotelería y restaurantes,2,Centro,0.0185178751487221
2018,H,Hotelería y restaurantes,2,Centro,0.0189601814319741
2019,H,Hotelería y restaurantes,2,Centro,0.01929085675112
2020,H,Hotelería y restaurantes,2,Centro,0.0110514633682593
2021,H,Hotelería y restaurantes,2,Centro,0.0121902737441638
2022,H,Hotelería y restaurantes,2,Centro,0.0159350786931767
2004,J,Finanzas,2,Centro,0.0421738360772989
2005,J,Finanzas,2,Centro,0.0419518507033005
2006,J,Finanzas,2,Centro,0.0441684664620891
2007,J,Finanzas,2,Centro,0.0463343310000334
2008,J,Finanzas,2,Centro,0.0471294067164826
2009,J,Finanzas,2,Centro,0.0500612185129704
2010,J,Finanzas,2,Centro,0.0453940264155777
2011,J,Finanzas,2,Centro,0.0471619200245687
2012,J,Finanzas,2,Centro,0.051196147307117
2013,J,Finanzas,2,Centro,0.0514658974123499
2014,J,Finanzas,2,Centro,0.051610170048557
2015,J,Finanzas,2,Centro,0.0509350331299837
2016,J,Finanzas,2,Centro,0.0505794138166204
2017,J,Finanzas,2,Centro,0.051935491010239
2018,J,Finanzas,2,Centro,0.0556627005658574
2019,J,Finanzas,2,Centro,0.0502577136646522
2020,J,Finanzas,2,Centro,0.0554870425678739
2021,J,Finanzas,2,Centro,0.0503504828564597
2022,J,Finanzas,2,Centro,0.0486088724577897
2004,B,Pesca,2,Centro,0.0015906922344245
2005,B,Pesca,2,Centro,0.0014070173061087
2006,B,Pesca,2,Centro,0.0018195061475718
2007,B,Pesca,2,Centro,0.0015525618237494
2008,B,Pesca,2,Centro,0.001657130667964
2009,B,Pesca,2,Centro,0.0014690987088686
2010,B,Pesca,2,Centro,0.0013846378018586
2011,B,Pesca,2,Centro,0.0013131553120527
2012,B,Pesca,2,Centro,0.0012665231882574
2013,B,Pesca,2,Centro,0.0016053185109542
2014,B,Pesca,2,Centro,0.0016049768463206
2015,B,Pesca,2,Centro,0.0016316737955033
2016,B,Pesca,2,Centro,0.0016756413275361
2017,B,Pesca,2,Centro,0.0016935078809354
2018,B,Pesca,2,Centro,0.0017389604927202
2019,B,Pesca,2,Centro,0.00170608554079
2020,B,Pesca,2,Centro,0.0016721767980746
2021,B,Pesca,2,Centro,0.0017331329285895
2022,B,Pesca,2,Centro,0.0018244050001868
2004,K,Serv. inmobiliarios y profesionales,2,Centro,0.138150194090781
2005,K,Serv. inmobiliarios y profesionales,2,Centro,0.132388568894782
2006,K,Serv. inmobiliarios y profesionales,2,Centro,0.131639858407395
2007,K,Serv. inmobiliarios y profesionales,2,Centro,0.127629652813028
2008,K,Serv. inmobiliarios y profesionales,2,Centro,0.129479373493049
2009,K,Serv. inmobiliarios y profesionales,2,Centro,0.133718258544566
2010,K,Serv. inmobiliarios y profesionales,2,Centro,0.12763864662828
2011,K,Serv. inmobiliarios y profesionales,2,Centro,0.126167289731621
2012,K,Serv. inmobiliarios y profesionales,2,Centro,0.126859254188604
2013,K,Serv. inmobiliarios y profesionales,2,Centro,0.124399466093705
2014,K,Serv. inmobiliarios y profesionales,2,Centro,0.127043241017901
2015,K,Serv. inmobiliarios y profesionales,2,Centro,0.125317407618742
2016,K,Serv. inmobiliarios y profesionales,2,Centro,0.128310957398198
2017,K,Serv. inmobiliarios y profesionales,2,Centro,0.128909014940148
2018,K,Serv. inmobiliarios y profesionales,2,Centro,0.134785380672814
2019,K,Serv. inmobiliarios y profesionales,2,Centro,0.13628230430178
2020,K,Serv. inmobiliarios y profesionales,2,Centro,0.142802315532155
2021,K,Serv. inmobiliarios y profesionales,2,Centro,0.140900808941614
2022,K,Serv. inmobiliarios y profesionales,2,Centro,0.141433134249792
2004,N,Salud,2,Centro,0.0322052345985087
2005,N,Salud,2,Centro,0.0321510824972243
2006,N,Salud,2,Centro,0.0306580167670398
2007,N,Salud,2,Centro,0.0298036540047014
2008,N,Salud,2,Centro,0.0305298571275901
2009,N,Salud,2,Centro,0.0351325226266257
2010,N,Salud,2,Centro,0.0331003467680239
2011,N,Salud,2,Centro,0.0329773363826016
2012,N,Salud,2,Centro,0.0351135052535135
2013,N,Salud,2,Centro,0.0350747156032263
2014,N,Salud,2,Centro,0.0365603250012097
2015,N,Salud,2,Centro,0.0366988895039927
2016,N,Salud,2,Centro,0.0385595674653394
2017,N,Salud,2,Centro,0.038208084379536
2018,N,Salud,2,Centro,0.0400631804697515
2019,N,Salud,2,Centro,0.0406269218484954
2020,N,Salud,2,Centro,0.0404685635539561
2021,N,Salud,2,Centro,0.0403624967306835
2022,N,Salud,2,Centro,0.0394143690958043
2004,P,Servicio doméstico,2,Centro,0.007821215845875
2005,P,Servicio doméstico,2,Centro,0.0077012958459369
2006,P,Servicio doméstico,2,Centro,0.0078366424392969
2007,P,Servicio doméstico,2,Centro,0.0073741639940561
2008,P,Servicio doméstico,2,Centro,0.007331271042022
2009,P,Servicio doméstico,2,Centro,0.0079695568152669
2010,P,Servicio doméstico,2,Centro,0.0072415499385595
2011,P,Servicio doméstico,2,Centro,0.0069538816239552
2012,P,Servicio doméstico,2,Centro,0.0073631266617558
2013,P,Servicio doméstico,2,Centro,0.0073521694303905
2014,P,Servicio doméstico,2,Centro,0.0075760469042242
2015,P,Servicio doméstico,2,Centro,0.0074015027813623
2016,P,Servicio doméstico,2,Centro,0.0075073324668774
2017,P,Servicio doméstico,2,Centro,0.0071040866399674
2018,P,Servicio doméstico,2,Centro,0.0073868791361387
2019,P,Servicio doméstico,2,Centro,0.0078936740601709
2020,P,Servicio doméstico,2,Centro,0.0071426997400552
2021,P,Servicio doméstico,2,Centro,0.0067344111129531
2022,P,Servicio doméstico,2,Centro,0.0071341143948287
2004,L,Adm. pública y defensa,1,Norte,0.081652407500751
2005,L,Adm. pública y defensa,1,Norte,0.0767331976004705
2006,L,Adm. pública y defensa,1,Norte,0.0727334804224502
2007,L,Adm. pública y defensa,1,Norte,0.0714678755434528
2008,L,Adm. pública y defensa,1,Norte,0.0685380824616664
2009,L,Adm. pública y defensa,1,Norte,0.0731521642255166
2010,L,Adm. pública y defensa,1,Norte,0.0662014141680303
2011,L,Adm. pública y defensa,1,Norte,0.067148874596367
2012,L,Adm. pública y defensa,1,Norte,0.072870834635139
2013,L,Adm. pública y defensa,1,Norte,0.075343706554733
2014,L,Adm. pública y defensa,1,Norte,0.0747942288863876
2015,L,Adm. pública y defensa,1,Norte,0.07463994855399
2016,L,Adm. pública y defensa,1,Norte,0.0777863866716425
2017,L,Adm. pública y defensa,1,Norte,0.079525843891487
2018,L,Adm. pública y defensa,1,Norte,0.0824884052471208
2019,L,Adm. pública y defensa,1,Norte,0.0860116729802264
2020,L,Adm. pública y defensa,1,Norte,0.0897133565762479
2021,L,Adm. pública y defensa,1,Norte,0.0880121132083521
2022,L,Adm. pública y defensa,1,Norte,0.0893098002539011
2004,A,Agro,1,Norte,0.130657990832063
2005,A,Agro,1,Norte,0.128802543936127
2006,A,Agro,1,Norte,0.139729524759148
2007,A,Agro,1,Norte,0.134172297912777
2008,A,Agro,1,Norte,0.131080552166641
2009,A,Agro,1,Norte,0.106339033890712
2010,A,Agro,1,Norte,0.134824867222386
2011,A,Agro,1,Norte,0.134587796818139
2012,A,Agro,1,Norte,0.100994426471869
2013,A,Agro,1,Norte,0.0925804847873385
2014,A,Agro,1,Norte,0.121077139549592
2015,A,Agro,1,Norte,0.116045943435552
2016,A,Agro,1,Norte,0.119223379133254
2017,A,Agro,1,Norte,0.122410395044606
2018,A,Agro,1,Norte,0.120010800129223
2019,A,Agro,1,Norte,0.139850540146077
2020,A,Agro,1,Norte,0.148767032767581
2021,A,Agro,1,Norte,0.134838897411482
2022,A,Agro,1,Norte,0.12608421576059
2004,O,"Serv. comunitarios, sociales y personales",1,Norte,0.0224807345316718
2005,O,"Serv. comunitarios, sociales y personales",1,Norte,0.0225095165683682
2006,O,"Serv. comunitarios, sociales y personales",1,Norte,0.0223037124669499
2007,O,"Serv. comunitarios, sociales y personales",1,Norte,0.0223807777416039
2008,O,"Serv. comunitarios, sociales y personales",1,Norte,0.0232160532107658
2009,O,"Serv. comunitarios, sociales y personales",1,Norte,0.0250470380846702
2010,O,"Serv. comunitarios, sociales y personales",1,Norte,0.0239242608198525
2011,O,"Serv. comunitarios, sociales y personales",1,Norte,0.0234837155369795
2012,O,"Serv. comunitarios, sociales y personales",1,Norte,0.0244028263884774
2013,O,"Serv. comunitarios, sociales y personales",1,Norte,0.0237794190427468
2014,O,"Serv. comunitarios, sociales y personales",1,Norte,0.0227954524194303
2015,O,"Serv. comunitarios, sociales y personales",1,Norte,0.0221802930563277
2016,O,"Serv. comunitarios, sociales y personales",1,Norte,0.0227226565173971
2017,O,"Serv. comunitarios, sociales y personales",1,Norte,0.0224617027511699
2018,O,"Serv. comunitarios, sociales y personales",1,Norte,0.0232926760111404
2019,O,"Serv. comunitarios, sociales y personales",1,Norte,0.0226173624968514
2020,O,"Serv. comunitarios, sociales y personales",1,Norte,0.0144379404568735
2021,O,"Serv. comunitarios, sociales y personales",1,Norte,0.0175912391475092
2022,O,"Serv. comunitarios, sociales y personales",1,Norte,0.0183790842653159
2004,E,"Electricidad, gas y agua",1,Norte,0.0245615661571702
2005,E,"Electricidad, gas y agua",1,Norte,0.0249221475388963
2006,E,"Electricidad, gas y agua",1,Norte,0.0246161454090199
2007,E,"Electricidad, gas y agua",1,Norte,0.0235283953579096
2008,E,"Electricidad, gas y agua",1,Norte,0.0245269448284133
2009,E,"Electricidad, gas y agua",1,Norte,0.0266500338051121
2010,E,"Electricidad, gas y agua",1,Norte,0.0251015994816579
2011,E,"Electricidad, gas y agua",1,Norte,0.0249121170062313
2012,E,"Electricidad, gas y agua",1,Norte,0.0285084166879211
2013,E,"Electricidad, gas y agua",1,Norte,0.0282301679213246
2014,E,"Electricidad, gas y agua",1,Norte,0.0282596250114499
2015,E,"Electricidad, gas y agua",1,Norte,0.0295513458781
2016,E,"Electricidad, gas y agua",1,Norte,0.0310005478824913
2017,E,"Electricidad, gas y agua",1,Norte,0.0301385505143276
2018,E,"Electricidad, gas y agua",1,Norte,0.031101347016626
2019,E,"Electricidad, gas y agua",1,Norte,0.0297185953844521
2020,E,"Electricidad, gas y agua",1,Norte,0.0338683214433221
2021,E,"Electricidad, gas y agua",1,Norte,0.0325157302130613
2022,E,"Electricidad, gas y agua",1,Norte,0.0309706391085489
2004,G,Comercio,1,Norte,0.174907746138662
2005,G,Comercio,1,Norte,0.172860683406764
2006,G,Comercio,1,Norte,0.181959565846855
2007,G,Comercio,1,Norte,0.187363540634439
2008,G,Comercio,1,Norte,0.190344360868092
2009,G,Comercio,1,Norte,0.188922614387535
2010,G,Comercio,1,Norte,0.189969104995665
2011,G,Comercio,1,Norte,0.196659162047605
2012,G,Comercio,1,Norte,0.197772384731475
2013,G,Comercio,1,Norte,0.204268555178591
2014,G,Comercio,1,Norte,0.194590490957033
2015,G,Comercio,1,Norte,0.198253076327524
2016,G,Comercio,1,Norte,0.193450397948196
2017,G,Comercio,1,Norte,0.193681524081281
2018,G,Comercio,1,Norte,0.188400285556605
2019,G,Comercio,1,Norte,0.176996786773736
2020,G,Comercio,1,Norte,0.182312952846378
2021,G,Comercio,1,Norte,0.184746392377823
2022,G,Comercio,1,Norte,0.184104290373568
2004,I,Transporte y comunicaciones,1,Norte,0.0655613984612395
2005,I,Transporte y comunicaciones,1,Norte,0.0693071310084722
2006,I,Transporte y comunicaciones,1,Norte,0.0712007007544227
2007,I,Transporte y comunicaciones,1,Norte,0.0745571021738881
2008,I,Transporte y comunicaciones,1,Norte,0.0773133887621896
2009,I,Transporte y comunicaciones,1,Norte,0.0820398221395544
2010,I,Transporte y comunicaciones,1,Norte,0.0818200120208791
2011,I,Transporte y comunicaciones,1,Norte,0.0818089380998769
2012,I,Transporte y comunicaciones,1,Norte,0.0851497460165961
2013,I,Transporte y comunicaciones,1,Norte,0.0855159938684991
2014,I,Transporte y comunicaciones,1,Norte,0.0845643151057385
2015,I,Transporte y comunicaciones,1,Norte,0.0869053259516246
2016,I,Transporte y comunicaciones,1,Norte,0.0917477331533086
2017,I,Transporte y comunicaciones,1,Norte,0.0922012445040474
2018,I,Transporte y comunicaciones,1,Norte,0.0931395199779899
2019,I,Transporte y comunicaciones,1,Norte,0.0942310403050942
2020,I,Transporte y comunicaciones,1,Norte,0.0851125656975146
2021,I,Transporte y comunicaciones,1,Norte,0.0845911032248651
2022,I,Transporte y comunicaciones,1,Norte,0.0881975799986655
2004,F,Construcción,1,Norte,0.0441032879926111
2005,F,Construcción,1,Norte,0.0554244103462488
2006,F,Construcción,1,Norte,0.0490848792939221
2007,F,Construcción,1,Norte,0.0515870090120944
2008,F,Construcción,1,Norte,0.0516987040867821
2009,F,Construcción,1,Norte,0.051324847733864
2010,F,Construcción,1,Norte,0.050430809777848
2011,F,Construcción,1,Norte,0.0509421200145374
2012,F,Construcción,1,Norte,0.0482062055058871
2013,F,Construcción,1,Norte,0.0487367082018318
2014,F,Construcción,1,Norte,0.0472897323124743
2015,F,Construcción,1,Norte,0.0486418419585027
2016,F,Construcción,1,Norte,0.0400934756252569
2017,F,Construcción,1,Norte,0.0431783901706748
2018,F,Construcción,1,Norte,0.0417616260388819
2019,F,Construcción,1,Norte,0.0368186547627593
2020,F,Construcción,1,Norte,0.0322238342243865
2021,F,Construcción,1,Norte,0.0419957234777804
2022,F,Construcción,1,Norte,0.0479834824916983
2004,D,Industria manufacturera,1,Norte,0.150226268768423
2005,D,Industria manufacturera,1,Norte,0.144880413581732
2006,D,Industria manufacturera,1,Norte,0.14457311601406
2007,D,Industria manufacturera,1,Norte,0.144387243635313
2008,D,Industria manufacturera,1,Norte,0.142527220162153
2009,D,Industria manufacturera,1,Norte,0.141696501622085
2010,D,Industria manufacturera,1,Norte,0.1395674425121
2011,D,Industria manufacturera,1,Norte,0.139192044202536
2012,D,Industria manufacturera,1,Norte,0.14047002883607
2013,D,Industria manufacturera,1,Norte,0.142821564767317
2014,D,Industria manufacturera,1,Norte,0.135261760882885
2015,D,Industria manufacturera,1,Norte,0.135441117847036
2016,D,Industria manufacturera,1,Norte,0.127109955285798
2017,D,Industria manufacturera,1,Norte,0.124591555350386
2018,D,Industria manufacturera,1,Norte,0.11999473696371
2019,D,Industria manufacturera,1,Norte,0.11855441575064
2020,D,Industria manufacturera,1,Norte,0.120931968601694
2021,D,Industria manufacturera,1,Norte,0.123100314973516
2022,D,Industria manufacturera,1,Norte,0.120222144555298
2004,M,Enseñanza,1,Norte,0.0633945319532708
2005,M,Enseñanza,1,Norte,0.0608837127437872
2006,M,Enseñanza,1,Norte,0.0575365307257246
2007,M,Enseñanza,1,Norte,0.057500218882077
2008,M,Enseñanza,1,Norte,0.0580277873879913
2009,M,Enseñanza,1,Norte,0.0632636519509109
2010,M,Enseñanza,1,Norte,0.0614877163052091
2011,M,Enseñanza,1,Norte,0.0594405737165349
2012,M,Enseñanza,1,Norte,0.063964789609468
2013,M,Enseñanza,1,Norte,0.0645798485412989
2014,M,Enseñanza,1,Norte,0.0645589664749578
2015,M,Enseñanza,1,Norte,0.064362327709884
2016,M,Enseñanza,1,Norte,0.0692591797318073
2017,M,Enseñanza,1,Norte,0.0679569329808772
2018,M,Enseñanza,1,Norte,0.0697562245859698
2019,M,Enseñanza,1,Norte,0.0709649709515865
2020,M,Enseñanza,1,Norte,0.0733577688339686
2021,M,Enseñanza,1,Norte,0.0699611097786897
2022,M,Enseñanza,1,Norte,0.0678303274312859
2004,C,Petróleo y minería,1,Norte,0.0575330715442552
2005,C,Petróleo y minería,1,Norte,0.0571958540334211
2006,C,Petróleo y minería,1,Norte,0.0530912831818828
2007,C,Petróleo y minería,1,Norte,0.0483269594165759
2008,C,Petróleo y minería,1,Norte,0.0428540133591696
2009,C,Petróleo y minería,1,Norte,0.0408326163877544
2010,C,Petróleo y minería,1,Norte,0.035837935383252
