geocodigoFundar,geonombreFundar,anio,letra,es_agregacion,letra_desc_abrev,valor_relativo_arg
FIN,Finlandia,2019,C,0,Industria manufacturera,443.193757387383
FRA,Francia,2019,C,0,Industria manufacturera,401.177968451313
G20,G-20,2019,C,1,Industria manufacturera,155.821622962541
GBR,Reino Unido,2019,C,0,Industria manufacturera,376.158633571189
GRC,Grecia,2019,C,0,Industria manufacturera,175.385967984357
HRV,Croacia,2019,C,0,Industria manufacturera,101.397218695735
HUN,Hungría,2019,C,0,Industria manufacturera,129.263523471815
IDN,Indonesia,2019,C,0,Industria manufacturera,43.5735236177385
IND,India,2019,C,0,Industria manufacturera,32.7908622626917
IRL,Irlanda,2019,C,0,Industria manufacturera,1888.80875249894
ISL,Islandia,2019,C,0,Industria manufacturera,392.30471771075
ISR,Israel,2019,C,0,Industria manufacturera,473.768404617023
ITA,Italia,2019,C,0,Industria manufacturera,290.50402019583
JPN,Japón,2019,C,0,Industria manufacturera,356.460403624743
KAZ,Kazajstán,2019,C,0,Industria manufacturera,133.162967502809
KOR,Corea del Sur,2019,C,0,Industria manufacturera,357.034977892571
LTU,Lituania,2019,C,0,Industria manufacturera,160.901224299202
LUX,Luxemburgo,2019,C,0,Industria manufacturera,456.30317092034
LVA,Letonia,2019,C,0,Industria manufacturera,116.77537976623
MEX,México,2019,C,0,Industria manufacturera,125.64972493397
MLT,Malta,2019,C,0,Industria manufacturera,191.815873571773
MYS,Malasia,2019,C,0,Industria manufacturera,97.2329232879511
NLD,Países Bajos,2019,C,0,Industria manufacturera,501.885698025653
NOR,Noruega,2019,C,0,Industria manufacturera,404.60534956004
NZL,Nueva Zelanda,2019,C,0,Industria manufacturera,351.66681259029
OECD,Países miembros de OCDE,2019,C,1,Industria manufacturera,354.136934728363
PER,Perú,2019,C,0,Industria manufacturera,77.8455106597207
PHL,Filipinas,2019,C,0,Industria manufacturera,81.1098221191029
POL,Polonia,2019,C,0,Industria manufacturera,117.886223350698
PRT,Portugal,2019,C,0,Industria manufacturera,149.541070203855
ROU,Rumania,2019,C,0,Industria manufacturera,108.863036086912
RUS,Rusia,2019,C,0,Industria manufacturera,83.0692115746618
SAU,Arabia Saudita,2019,C,0,Industria manufacturera,419.973295976886
SGP,Singapur,2019,C,0,Industria manufacturera,600.544295115936
SVK,Eslovaquia,2019,C,0,Industria manufacturera,153.965109661603
SVN,Eslovenia,2019,C,0,Industria manufacturera,199.480147091013
SWE,Suecia,2019,C,0,Industria manufacturera,463.504136934728
THA,Tailandia,2019,C,0,Industria manufacturera,80.3112550890864
TUR,Turquía,2019,C,0,Industria manufacturera,112.309387266705
TWN,Taiwán,2019,C,0,Industria manufacturera,217.761458652541
UKR,Ucrania,2019,C,0,Industria manufacturera,41.267200747129
USA,Estados Unidos,2019,C,0,Industria manufacturera,679.22047600286
VNM,Vietnam,2019,C,0,Industria manufacturera,30.8566446321995
ZAF,Sudáfrica,2019,C,0,Industria manufacturera,105.875614703264
ZEUR,Europa,2019,C,1,Industria manufacturera,249.307227597076
ZNAM,América del Norte,2019,C,1,Industria manufacturera,484.431773409797
ARG,Argentina,2019,D,0,Electricidad y gas,100.0
AUS,Australia,2019,D,0,Electricidad y gas,317.465484960246
AUT,Austria,2019,D,0,Electricidad y gas,421.973209082405
BEL,Bélgica,2019,D,0,Electricidad y gas,550.876429200254
BGR,Bulgaria,2019,D,0,Electricidad y gas,81.0439723190828
BRA,Brasil,2019,D,0,Electricidad y gas,328.971416683773
CAN,Canadá,2019,D,0,Electricidad y gas,433.212278688366
CHE,Suiza,2019,D,0,Electricidad y gas,525.75350316804
CHL,Chile,2019,D,0,Electricidad y gas,207.425297206145
CHN,China,2019,D,0,Electricidad y gas,114.309843864307
COL,Colombia,2019,D,0,Electricidad y gas,153.9697978764
CRI,Costa Rica,2019,D,0,Electricidad y gas,95.9753004437599
CYP,Chipre,2019,D,0,Electricidad y gas,248.474807913006
CZE,Chequia,2019,D,0,Electricidad y gas,210.047489608634
DEU,Alemania,2019,D,0,Electricidad y gas,402.57300821252
DNK,Dinamarca,2019,D,0,Electricidad y gas,529.195707611701
EA19,Eurozona,2019,D,1,Electricidad y gas,465.568173833735
EGY,Egipto,2019,D,0,Electricidad y gas,30.3842566505429
ESP,España,2019,D,0,Electricidad y gas,930.666411331376
EST,Estonia,2019,D,0,Electricidad y gas,213.142924847384
EU13,Unión Europea (28 países excluyendo EU15),2019,D,1,Electricidad y gas,136.970667210402
EU15,Unión Europea (15 países),2019,D,1,Electricidad y gas,477.706749255693
EU27_2020,Unión Europea (27 países),2019,D,1,Electricidad y gas,358.972394856739
EU28,Unión Europea (28 países),2019,D,1,Electricidad y gas,364.512160343215
FIN,Finlandia,2019,D,0,Electricidad y gas,599.469995577556
FRA,Francia,2019,D,0,Electricidad y gas,487.949184603282
G20,G-20,2019,D,1,Electricidad y gas,171.620446845943
GBR,Reino Unido,2019,D,0,Electricidad y gas,408.86293592416
GRC,Grecia,2019,D,0,Electricidad y gas,246.565166296293
HRV,Croacia,2019,D,0,Electricidad y gas,229.744311097579
HUN,Hungría,2019,D,0,Electricidad y gas,101.90798836663
IDN,Indonesia,2019,D,0,Electricidad y gas,52.3950771723362
IND,India,2019,D,0,Electricidad y gas,59.997823220724
IRL,Irlanda,2019,D,0,Electricidad y gas,353.673866111542
ISL,Islandia,2019,D,0,Electricidad y gas,681.221283390485
ISR,Israel,2019,D,0,Electricidad y gas,444.151145633422
ITA,Italia,2019,D,0,Electricidad y gas,603.80495506604
JPN,Japón,2019,D,0,Electricidad y gas,465.188752939685
KAZ,Kazajstán,2019,D,0,Electricidad y gas,25.5376162613678
KOR,Corea del Sur,2019,D,0,Electricidad y gas,437.507973487379
LTU,Lituania,2019,D,0,Electricidad y gas,121.342356404897
LUX,Luxemburgo,2019,D,0,Electricidad y gas,449.948129278646
LVA,Letonia,2019,D,0,Electricidad y gas,94.9435346211233
MEX,México,2019,D,0,Electricidad y gas,328.413169239078
MLT,Malta,2019,D,0,Electricidad y gas,959.28665014335
MYS,Malasia,2019,D,0,Electricidad y gas,141.348060117684
NLD,Países Bajos,2019,D,0,Electricidad y gas,559.595670138033
NOR,Noruega,2019,D,0,Electricidad y gas,685.365292494382
NZL,Nueva Zelanda,2019,D,0,Electricidad y gas,586.964536408011
OECD,Países miembros de OCDE,2019,D,1,Electricidad y gas,447.413696901396
PER,Perú,2019,D,0,Electricidad y gas,458.398992619616
PHL,Filipinas,2019,D,0,Electricidad y gas,152.492205614713
POL,Polonia,2019,D,0,Electricidad y gas,127.718804204215
PRT,Portugal,2019,D,0,Electricidad y gas,813.578831785937
ROU,Rumania,2019,D,0,Electricidad y gas,107.556317275223
RUS,Rusia,2019,D,0,Electricidad y gas,31.7174650716477
SAU,Arabia Saudita,2019,D,0,Electricidad y gas,192.799820346824
SGP,Singapur,2019,D,0,Electricidad y gas,587.272729777652
SVK,Eslovaquia,2019,D,0,Electricidad y gas,249.447470045175
SVN,Eslovenia,2019,D,0,Electricidad y gas,183.811237416356
SWE,Suecia,2019,D,0,Electricidad y gas,529.250678176961
THA,Tailandia,2019,D,0,Electricidad y gas,283.943497422996
TUR,Turquía,2019,D,0,Electricidad y gas,100.578224216532
TWN,Taiwán,2019,D,0,Electricidad y gas,427.906861401157
UKR,Ucrania,2019,D,0,Electricidad y gas,20.223794952903
USA,Estados Unidos,2019,D,0,Electricidad y gas,790.647150967909
VNM,Vietnam,2019,D,0,Electricidad y gas,46.2686834480735
ZAF,Sudáfrica,2019,D,0,Electricidad y gas,118.217438206334
ZEUR,Europa,2019,D,1,Electricidad y gas,151.915634648264
ZNAM,América del Norte,2019,D,1,Electricidad y gas,673.028189291624
ARG,Argentina,2019,E,0,Agua y saneamiento,100.0
AUS,Australia,2019,E,0,Agua y saneamiento,698.780305917836
AUT,Austria,2019,E,0,Agua y saneamiento,712.571052151865
BEL,Bélgica,2019,E,0,Agua y saneamiento,590.321992608919
BGR,Bulgaria,2019,E,0,Agua y saneamiento,69.2039673201531
BRA,Brasil,2019,E,0,Agua y saneamiento,105.554911091593
CAN,Canadá,2019,E,0,Agua y saneamiento,558.575974015213
CHE,Suiza,2019,E,0,Agua y saneamiento,348.952239696402
CHL,Chile,2019,E,0,Agua y saneamiento,123.794392058731
CHN,China,2019,E,0,Agua y saneamiento,179.600367896856
COL,Colombia,2019,E,0,Agua y saneamiento,119.225096531495
CRI,Costa Rica,2019,E,0,Agua y saneamiento,288.874434482873
CYP,Chipre,2019,E,0,Agua y saneamiento,231.564141656862
CZE,Chequia,2019,E,0,Agua y saneamiento,148.269061863016
DEU,Alemania,2019,E,0,Agua y saneamiento,563.68012859818
DNK,Dinamarca,2019,E,0,Agua y saneamiento,917.600218749482
EA19,Eurozona,2019,E,1,Agua y saneamiento,426.994017533102
EGY,Egipto,2019,E,0,Agua y saneamiento,30.9252937374675
ESP,España,2019,E,0,Agua y saneamiento,306.425351739224
EST,Estonia,2019,E,0,Agua y saneamiento,211.817443614007
EU13,Unión Europea (28 países excluyendo EU15),2019,E,1,Agua y saneamiento,118.922244502262
EU15,Unión Europea (15 países),2019,E,1,Agua y saneamiento,486.143794640638
EU27_2020,Unión Europea (27 países),2019,E,1,Agua y saneamiento,338.675985615564
EU28,Unión Europea (28 países),2019,E,1,Agua y saneamiento,376.011716354838
FIN,Finlandia,2019,E,0,Agua y saneamiento,647.339790862238
FRA,Francia,2019,E,0,Agua y saneamiento,456.918780968795
G20,G-20,2019,E,1,Agua y saneamiento,244.344414430837
GBR,Reino Unido,2019,E,0,Agua y saneamiento,710.063719072635
GRC,Grecia,2019,E,0,Agua y saneamiento,349.496627612151
HRV,Croacia,2019,E,0,Agua y saneamiento,83.5349584873142
HUN,Hungría,2019,E,0,Agua y saneamiento,98.3196062509322
IDN,Indonesia,2019,E,0,Agua y saneamiento,7.39149528528578
IND,India,2019,E,0,Agua y saneamiento,42.9204713057024
IRL,Irlanda,2019,E,0,Agua y saneamiento,547.11316971314
ISL,Islandia,2019,E,0,Agua y saneamiento,753.541007241934
ISR,Israel,2019,E,0,Agua y saneamiento,910.672323218932
ITA,Italia,2019,E,0,Agua y saneamiento,363.526423943125
JPN,Japón,2019,E,0,Agua y saneamiento,952.797756160615
KAZ,Kazajstán,2019,E,0,Agua y saneamiento,22.9587524650747
KOR,Corea del Sur,2019,E,0,Agua y saneamiento,321.586182324379
LTU,Lituania,2019,E,0,Agua y saneamiento,108.113202857001
LUX,Luxemburgo,2019,E,0,Agua y saneamiento,430.909550403527
LVA,Letonia,2019,E,0,Agua y saneamiento,153.63298145601
MEX,México,2019,E,0,Agua y saneamiento,129.308701920687
MLT,Malta,2019,E,0,Agua y saneamiento,267.347496809903
MYS,Malasia,2019,E,0,Agua y saneamiento,95.1307525313624
NLD,Países Bajos,2019,E,0,Agua y saneamiento,629.969507647946
NOR,Noruega,2019,E,0,Agua y saneamiento,596.250186434218
NZL,Nueva Zelanda,2019,E,0,Agua y saneamiento,549.037170840031
OECD,Países miembros de OCDE,2019,E,1,Agua y saneamiento,460.322241187876
PER,Perú,2019,E,0,Agua y saneamiento,51.7557960326798
PHL,Filipinas,2019,E,0,Agua y saneamiento,125.130503952405
POL,Polonia,2019,E,0,Agua y saneamiento,153.821072866778
PRT,Portugal,2019,E,0,Agua y saneamiento,195.08103673997
ROU,Rumania,2019,E,0,Agua y saneamiento,68.5659479972822
RUS,Rusia,2019,E,0,Agua y saneamiento,63.9688944865187
SAU,Arabia Saudita,2019,E,0,Agua y saneamiento,198.733490214275
SGP,Singapur,2019,E,0,Agua y saneamiento,713.454336045606
SVK,Eslovaquia,2019,E,0,Agua y saneamiento,138.606797805876
SVN,Eslovenia,2019,E,0,Agua y saneamiento,185.910130421093
SWE,Suecia,2019,E,0,Agua y saneamiento,427.555805975838
THA,Tailandia,2019,E,0,Agua y saneamiento,117.59193278425
TUR,Turquía,2019,E,0,Agua y saneamiento,175.177733954228
TWN,Taiwán,2019,E,0,Agua y saneamiento,179.814974396367
UKR,Ucrania,2019,E,0,Agua y saneamiento,17.1515337321645
USA,Estados Unidos,2019,E,0,Agua y saneamiento,565.485226123991
VNM,Vietnam,2019,E,0,Agua y saneamiento,28.6934690022041
ZAF,Sudáfrica,2019,E,0,Agua y saneamiento,281.000281722818
ZEUR,Europa,2019,E,1,Agua y saneamiento,294.948875594518
ZNAM,América del Norte,2019,E,1,Agua y saneamiento,473.471239414679
ARG,Argentina,2019,F,0,Construcción,100.0
AUS,Australia,2019,F,0,Construcción,860.870173614929
AUT,Austria,2019,F,0,Construcción,882.41361732751
BEL,Bélgica,2019,F,0,Construcción,970.566422452998
BGR,Bulgaria,2019,F,0,Construcción,152.066487421164
BRA,Brasil,2019,F,0,Construcción,88.8504632729962
CAN,Canadá,2019,F,0,Construcción,865.747783586043
CHE,Suiza,2019,F,0,Construcción,1104.22093174345
CHL,Chile,2019,F,0,Construcción,256.23644414237
CHN,China,2019,F,0,Construcción,142.398224869814
COL,Colombia,2019,F,0,Construcción,145.920498955512
CRI,Costa Rica,2019,F,0,Construcción,188.761506861638
CYP,Chipre,2019,F,0,Construcción,439.839478655459
CZE,Chequia,2019,F,0,Construcción,322.926765884716
DEU,Alemania,2019,F,0,Construcción,705.165468920229
DNK,Dinamarca,2019,F,0,Construcción,982.669491948945
EA19,Eurozona,2019,F,1,Construcción,668.273545962478
EGY,Egipto,2019,F,0,Construcción,55.4798148907036
ESP,España,2019,F,0,Construcción,645.102899579206
EST,Estonia,2019,F,0,Construcción,395.680116742796
EU13,Unión Europea (28 países excluyendo EU15),2019,F,1,Construcción,297.890033883397
EU15,Unión Europea (15 países),2019,F,1,Construcción,703.41432697978
EU27_2020,Unión Europea (27 países),2019,F,1,Construcción,590.040879968815
EU28,Unión Europea (28 países),2019,F,1,Construcción,610.663774750372
FIN,Finlandia,2019,F,0,Construcción,851.797619166608
FRA,Francia,2019,F,0,Construcción,793.541164829234
G20,G-20,2019,F,1,Construcción,237.263740767024
GBR,Reino Unido,2019,F,0,Construcción,728.246159381903
GRC,Grecia,2019,F,0,Construcción,137.104818638867
HRV,Croacia,2019,F,0,Construcción,245.150876070725
HUN,Hungría,2019,F,0,Construcción,237.461643794541
IDN,Indonesia,2019,F,0,Construcción,148.636168277544
IND,India,2019,F,0,Construcción,54.1104858619277
IRL,Irlanda,2019,F,0,Construcción,696.815560375416
ISL,Islandia,2019,F,0,Construcción,1249.44077402073
ISR,Israel,2019,F,0,Construcción,669.385001349339
ITA,Italia,2019,F,0,Construcción,525.428540015393
JPN,Japón,2019,F,0,Construcción,573.201131445592
KAZ,Kazajstán,2019,F,0,Construcción,165.011144539176
KOR,Corea del Sur,2019,F,0,Construcción,451.12095073414
LTU,Lituania,2019,F,0,Construcción,346.401263380943
LUX,Luxemburgo,2019,F,0,Construcción,833.344661116053
LVA,Letonia,2019,F,0,Construcción,307.321412507871
MEX,México,2019,F,0,Construcción,205.765175064219
MLT,Malta,2019,F,0,Construcción,407.37438655059
MYS,Malasia,2019,F,0,Construcción,104.253915581365
NLD,Países Bajos,2019,F,0,Construcción,872.773341062879
NOR,Noruega,2019,F,0,Construcción,1073.88779498046
NZL,Nueva Zelanda,2019,F,0,Construcción,567.501924057212
OECD,Países miembros de OCDE,2019,F,1,Construcción,638.339213785245
PER,Perú,2019,F,0,Construcción,142.876990274765
PHL,Filipinas,2019,F,0,Construcción,53.3708482843407
POL,Polonia,2019,F,0,Construcción,342.216314006137
PRT,Portugal,2019,F,0,Construcción,311.508360903157
ROU,Rumania,2019,F,0,Construcción,235.529590500655
RUS,Rusia,2019,F,0,Construcción,172.15564373457
SAU,Arabia Saudita,2019,F,0,Construcción,267.688832472089
SGP,Singapur,2019,F,0,Construcción,302.788633569551
SVK,Eslovaquia,2019,F,0,Construcción,350.075463023119
SVN,Eslovenia,2019,F,0,Construcción,412.890683565053
SWE,Suecia,2019,F,0,Construcción,831.918360003598
THA,Tailandia,2019,F,0,Construcción,54.8561205009545
TUR,Turquía,2019,F,0,Construcción,305.806154984058
TWN,Taiwán,2019,F,0,Construcción,180.771422003218
UKR,Ucrania,2019,F,0,Construcción,68.2425611450389
USA,Estados Unidos,2019,F,0,Construcción,989.734030325141
VNM,Vietnam,2019,F,0,Construcción,24.3990444682106
ZAF,Sudáfrica,2019,F,0,Construcción,69.7478235664524
ZEUR,Europa,2019,F,1,Construcción,500.372817319513
ZNAM,América del Norte,2019,F,1,Construcción,751.091964937181
ARG,Argentina,2019,G,0,Comercio,100.0
AUS,Australia,2019,G,0,Comercio,301.117718933591
AUT,Austria,2019,G,0,Comercio,317.100784071491
BEL,Bélgica,2019,G,0,Comercio,430.448034410774
BGR,Bulgaria,2019,G,0,Comercio,76.3682926719299
BRA,Brasil,2019,G,0,Comercio,53.1365114003724
CAN,Canadá,2019,G,0,Comercio,255.543732613136
CHE,Suiza,2019,G,0,Comercio,750.870414038442
CHL,Chile,2019,G,0,Comercio,69.0632171729241
CHN,China,2019,G,0,Comercio,50.9051314074962
COL,Colombia,2019,G,0,Comercio,34.1952558940624
CRI,Costa Rica,2019,G,0,Comercio,75.2582386120266
CYP,Chipre,2019,G,0,Comercio,153.6455491882
CZE,Chequia,2019,G,0,Comercio,157.877912088408
DEU,Alemania,2019,G,0,Comercio,269.138062410107
DNK,Dinamarca,2019,G,0,Comercio,358.126795045786
EA19,Eurozona,2019,G,1,Comercio,267.996897980531
EGY,Egipto,2019,G,0,Comercio,50.8884490353531
ESP,España,2019,G,0,Comercio,215.974047639444
EST,Estonia,2019,G,0,Comercio,172.715754922427
EU13,Unión Europea (28 países excluyendo EU15),2019,G,1,Comercio,136.490660125974
EU15,Unión Europea (15 países),2019,G,1,Comercio,275.158595254091
EU27_2020,Unión Europea (27 países),2019,G,1,Comercio,246.181765716373
EU28,Unión Europea (28 países),2019,G,1,Comercio,247.969484785226
FIN,Finlandia,2019,G,0,Comercio,327.147629975968
FRA,Francia,2019,G,0,Comercio,303.504199899906
G20,G-20,2019,G,1,Comercio,112.812512680857
GBR,Reino Unido,2019,G,0,Comercio,259.220617608469
GRC,Grecia,2019,G,0,Comercio,120.266376904383
HRV,Croacia,2019,G,0,Comercio,134.870215653476
HUN,Hungría,2019,G,0,Comercio,103.693567367477
IDN,Indonesia,2019,G,0,Comercio,27.0515936174146
IND,India,2019,G,0,Comercio,31.1644746630837
IRL,Irlanda,2019,G,0,Comercio,431.228048027197
ISL,Islandia,2019,G,0,Comercio,363.044487828631
ISR,Israel,2019,G,0,Comercio,330.278956314729
ITA,Italia,2019,G,0,Comercio,270.599798909784
JPN,Japón,2019,G,0,Comercio,271.241393924911
KAZ,Kazajstán,2019,G,0,Comercio,99.9292126371223
KOR,Corea del Sur,2019,G,0,Comercio,152.130609447633
LTU,Lituania,2019,G,0,Comercio,168.523519890347
LUX,Luxemburgo,2019,G,0,Comercio,503.753082857285
LVA,Letonia,2019,G,0,Comercio,136.845498690208
MEX,México,2019,G,0,Comercio,209.089187568477
MLT,Malta,2019,G,0,Comercio,176.236186319553
MYS,Malasia,2019,G,0,Comercio,90.5970034852631
NLD,Países Bajos,2019,G,0,Comercio,357.508645526645
NOR,Noruega,2019,G,0,Comercio,382.893354554513
NZL,Nueva Zelanda,2019,G,0,Comercio,247.267021655523
OECD,Países miembros de OCDE,2019,G,1,Comercio,272.384361854178
PER,Perú,2019,G,0,Comercio,28.6287540973259
PHL,Filipinas,2019,G,0,Comercio,33.6447376133387
POL,Polonia,2019,G,0,Comercio,168.670505115176
PRT,Portugal,2019,G,0,Comercio,174.500768741743
ROU,Rumania,2019,G,0,Comercio,92.9816809518871
RUS,Rusia,2019,G,0,Comercio,79.0586633362039
SAU,Arabia Saudita,2019,G,0,Comercio,174.198231668553
SGP,Singapur,2019,G,0,Comercio,605.626017286545
SVK,Eslovaquia,2019,G,0,Comercio,126.398726729218
SVN,Eslovenia,2019,G,0,Comercio,213.544282680542
SWE,Suecia,2019,G,0,Comercio,397.713613266544
THA,Tailandia,2019,G,0,Comercio,74.3046381503307
TUR,Turquía,2019,G,0,Comercio,120.353846639404
TWN,Taiwán,2019,G,0,Comercio,247.805366313331
UKR,Ucrania,2019,G,0,Comercio,25.2985919176161
USA,Estados Unidos,2019,G,0,Comercio,392.888800717793
VNM,Vietnam,2019,G,0,Comercio,13.5573580533024
ZAF,Sudáfrica,2019,G,0,Comercio,64.5192997010699
ZEUR,Europa,2019,G,1,Comercio,197.593680537082
ZNAM,América del Norte,2019,G,1,Comercio,349.641328998922
ARG,Argentina,2019,H,0,Transporte,100.0
AUS,Australia,2019,H,0,Transporte,588.513565016505
AUT,Austria,2019,H,0,Transporte,610.285020727181
BEL,Bélgica,2019,H,0,Transporte,624.896070923899
BGR,Bulgaria,2019,H,0,Transporte,105.569660332221
BRA,Brasil,2019,H,0,Transporte,93.1462512239884
CAN,Canadá,2019,H,0,Transporte,468.70400881858
CHE,Suiza,2019,H,0,Transporte,727.660672299456
CHL,Chile,2019,H,0,Transporte,147.613882227395
CHN,China,2019,H,0,Transporte,140.770687602976
COL,Colombia,2019,H,0,Transporte,65.9792786823728
CRI,Costa Rica,2019,H,0,Transporte,147.240968871116
CYP,Chipre,2019,H,0,Transporte,540.306891274648
CZE,Chequia,2019,H,0,Transporte,225.682941559317
DEU,Alemania,2019,H,0,Transporte,420.235826653923
DNK,Dinamarca,2019,H,0,Transporte,667.659734152648
EA19,Eurozona,2019,H,1,Transporte,453.728840391911
EGY,Egipto,2019,H,0,Transporte,96.3341913467684
ESP,España,2019,H,0,Transporte,392.511243103155
EST,Estonia,2019,H,0,Transporte,268.709872236132
EU13,Unión Europea (28 países excluyendo EU15),2019,H,1,Transporte,220.022984596802
EU15,Unión Europea (15 países),2019,H,1,Transporte,459.097385502114
EU27_2020,Unión Europea (27 países),2019,H,1,Transporte,402.491952459411
EU28,Unión Europea (28 países),2019,H,1,Transporte,402.548241267905
FIN,Finlandia,2019,H,0,Transporte,466.625427296554
FRA,Francia,2019,H,0,Transporte,484.629050888601
G20,G-20,2019,H,1,Transporte,196.921705785434
GBR,Reino Unido,2019,H,0,Transporte,402.92525901647
GRC,Grecia,2019,H,0,Transporte,327.652463514884
HRV,Croacia,2019,H,0,Transporte,153.455605134008
HUN,Hungría,2019,H,0,Transporte,183.088144756052
IDN,Indonesia,2019,H,0,Transporte,67.5266345742279
IND,India,2019,H,0,Transporte,38.9336788840744
IRL,Irlanda,2019,H,0,Transporte,453.474368070173
ISL,Islandia,2019,H,0,Transporte,775.159631542841
ISR,Israel,2019,H,0,Transporte,426.268696972717
ITA,Italia,2019,H,0,Transporte,507.560290590974
JPN,Japón,2019,H,0,Transporte,400.813256014401
KAZ,Kazajstán,2019,H,0,Transporte,140.632897290515
KOR,Corea del Sur,2019,H,0,Transporte,216.701944895602
LTU,Lituania,2019,H,0,Transporte,352.144544969481
LUX,Luxemburgo,2019,H,0,Transporte,733.761558261848
LVA,Letonia,2019,H,0,Transporte,236.179631660109
MEX,México,2019,H,0,Transporte,206.73648042498
MLT,Malta,2019,H,0,Transporte,405.654679886719
MYS,Malasia,2019,H,0,Transporte,101.366176289512
NLD,Países Bajos,2019,H,0,Transporte,586.169957021149
NOR,Noruega,2019,H,0,Transporte,669.754733243818
NZL,Nueva Zelanda,2019,H,0,Transporte,388.013415499358
OECD,Países miembros de OCDE,2019,H,1,Transporte,416.015338700315
PER,Perú,2019,H,0,Transporte,67.7588259092695
PHL,Filipinas,2019,H,0,Transporte,26.1080393318049
POL,Polonia,2019,H,0,Transporte,241.289600056289
PRT,Portugal,2019,H,0,Transporte,372.411447736428
ROU,Rumania,2019,H,0,Transporte,184.331775618737
RUS,Rusia,2019,H,0,Transporte,102.501333927493
SAU,Arabia Saudita,2019,H,0,Transporte,315.849403983606
SGP,Singapur,2019,H,0,Transporte,592.654896833168
SVK,Eslovaquia,2019,H,0,Transporte,237.021032078757
SVN,Eslovenia,2019,H,0,Transporte,370.171035889979
SWE,Suecia,2019,H,0,Transporte,575.705515716891
THA,Tailandia,2019,H,0,Transporte,99.2166474151124
TUR,Turquía,2019,H,0,Transporte,330.519088355839
TWN,Taiwán,2019,H,0,Transporte,238.23710487895
UKR,Ucrania,2019,H,0,Transporte,64.2249441509478
USA,Estados Unidos,2019,H,0,Transporte,610.586400389331
VNM,Vietnam,2019,H,0,Transporte,26.2986004022304
ZAF,Sudáfrica,2019,H,0,Transporte,120.217650059514
ZEUR,Europa,2019,H,1,Transporte,296.290802056887
ZNAM,América del Norte,2019,H,1,Transporte,502.591630557787
ARG,Argentina,2019,I,0,Hotelería y restaurantes,100.0
AUS,Australia,2019,I,0,Hotelería y restaurantes,215.405878287974
AUT,Austria,2019,I,0,Hotelería y restaurantes,512.497610750886
BEL,Bélgica,2019,I,0,Hotelería y restaurantes,452.909002690662
BGR,Bulgaria,2019,I,0,Hotelería y restaurantes,64.753061914634
BRA,Brasil,2019,I,0,Hotelería y restaurantes,49.1928013762075
CAN,Canadá,2019,I,0,Hotelería y restaurantes,212.327790275389
CHE,Suiza,2019,I,0,Hotelería y restaurantes,385.285166071192
CHL,Chile,2019,I,0,Hotelería y restaurantes,113.393027803508
CHN,China,2019,I,0,Hotelería y restaurantes,57.1655418816991
COL,Colombia,2019,I,0,Hotelería y restaurantes,61.0728831252849
CRI,Costa Rica,2019,I,0,Hotelería y restaurantes,123.632981929925
CYP,Chipre,2019,I,0,Hotelería y restaurantes,259.903253789717
CZE,Chequia,2019,I,0,Hotelería y restaurantes,183.505359269551
DEU,Alemania,2019,I,0,Hotelería y restaurantes,227.367562083719
DNK,Dinamarca,2019,I,0,Hotelería y restaurantes,281.659388646288
EA19,Eurozona,2019,I,1,Hotelería y restaurantes,309.513622395718
EGY,Egipto,2019,I,0,Hotelería y restaurantes,80.0868951523973
ESP,España,2019,I,0,Hotelería y restaurantes,357.355211503683
EST,Estonia,2019,I,0,Hotelería y restaurantes,147.573258053607
EU13,Unión Europea (28 países excluyendo EU15),2019,I,1,Hotelería y restaurantes,156.643582844456
EU15,Unión Europea (15 países),2019,I,1,Hotelería y restaurantes,306.327466807816
EU27_2020,Unión Europea (27 países),2019,I,1,Hotelería y restaurantes,290.665019922662
EU28,Unión Europea (28 países),2019,I,1,Hotelería y restaurantes,287.905253407437
FIN,Finlandia,2019,I,0,Hotelería y restaurantes,355.409995147986
FRA,Francia,2019,I,0,Hotelería y restaurantes,420.355667298899
G20,G-20,2019,I,1,Hotelería y restaurantes,137.891285489539
GBR,Reino Unido,2019,I,0,Hotelería y restaurantes,274.684251540147
GRC,Grecia,2019,I,0,Hotelería y restaurantes,162.308676282475
HRV,Croacia,2019,I,0,Hotelería y restaurantes,221.34738946966
HUN,Hungría,2019,I,0,Hotelería y restaurantes,117.713525355447
IDN,Indonesia,2019,I,0,Hotelería y restaurantes,26.6368194315793
IND,India,2019,I,0,Hotelería y restaurantes,36.3195271492215
IRL,Irlanda,2019,I,0,Hotelería y restaurantes,259.590078367371
ISL,Islandia,2019,I,0,Hotelería y restaurantes,436.816490964963
ISR,Israel,2019,I,0,Hotelería y restaurantes,294.794377545469
ITA,Italia,2019,I,0,Hotelería y restaurantes,318.410450943202
JPN,Japón,2019,I,0,Hotelería y restaurantes,214.780262596856
KAZ,Kazajstán,2019,I,0,Hotelería y restaurantes,80.5397497537236
KOR,Corea del Sur,2019,I,0,Hotelería y restaurantes,126.595650831459
LTU,Lituania,2019,I,0,Hotelería y restaurantes,168.433240703983
LUX,Luxemburgo,2019,I,0,Hotelería y restaurantes,418.7611191978
LVA,Letonia,2019,I,0,Hotelería y restaurantes,139.972505256348
MEX,México,2019,I,0,Hotelería y restaurantes,162.174878332084
MLT,Malta,2019,I,0,Hotelería y restaurantes,291.660417861291
