geocodigoFundar,geonombreFundar,anio,letra,es_agregacion,letra_desc_abrev,valor_relativo_arg
TWN,Taiwán,2003,E,0,Agua y saneamiento,351.084681638896
UKR,Ucrania,2003,E,0,Agua y saneamiento,41.7994848265314
USA,Estados Unidos,2003,E,0,Agua y saneamiento,962.798840859696
VNM,Vietnam,2003,E,0,Agua y saneamiento,48.8106737503019
ZAF,Sudáfrica,2003,E,0,Agua y saneamiento,244.677211623601
ZEUR,Europa,2003,E,1,Agua y saneamiento,563.85635514771
ZNAM,América del Norte,2003,E,1,Agua y saneamiento,837.700233437978
ARG,Argentina,2003,F,0,Construcción,100.0
AUS,Australia,2003,F,0,Construcción,1186.42794976999
AUT,Austria,2003,F,0,Construcción,1709.32239214224
BEL,Bélgica,2003,F,0,Construcción,1553.57205023001
BGR,Bulgaria,2003,F,0,Construcción,176.787268432177
BRA,Brasil,2003,F,0,Construcción,109.727713539724
CAN,Canadá,2003,F,0,Construcción,1233.36068631108
CHE,Suiza,2003,F,0,Construcción,1661.13887852791
CHL,Chile,2003,F,0,Construcción,257.209996270049
CHN,China,2003,F,0,Construcción,79.0078328981723
COL,Colombia,2003,F,0,Construcción,117.495959219197
CRI,Costa Rica,2003,F,0,Construcción,155.240581872436
CYP,Chipre,2003,F,0,Construcción,1006.27377844088
CZE,Chequia,2003,F,0,Construcción,357.774462265324
DEU,Alemania,2003,F,0,Construcción,1028.55899539973
DNK,Dinamarca,2003,F,0,Construcción,1546.61196071118
EA19,Eurozona,2003,F,1,Construcción,1160.79074972025
EGY,Egipto,2003,F,0,Construcción,64.6773591943305
ESP,España,2003,F,0,Construcción,1104.07559368395
EST,Estonia,2003,F,0,Construcción,353.795847320651
EU13,Unión Europea (28 países excluyendo EU15),2003,F,1,Construcción,348.842471714534
EU15,Unión Europea (15 países),2003,F,1,Construcción,1251.30175307721
EU27_2020,Unión Europea (27 países),2003,F,1,Construcción,1029.57602884496
EU28,Unión Europea (28 países),2003,F,1,Construcción,1088.62862116126
FIN,Finlandia,2003,F,0,Construcción,1414.47221186125
FRA,Francia,2003,F,0,Construcción,1435.88213353226
G20,G-20,2003,F,1,Construcción,454.121596419247
GBR,Reino Unido,2003,F,0,Construcción,1474.35036677857
GRC,Grecia,2003,F,0,Construcción,1314.0942434415
HRV,Croacia,2003,F,0,Construcción,445.495461892329
HUN,Hungría,2003,F,0,Construcción,350.702474201169
IDN,Indonesia,2003,F,0,Construcción,80.3207758299142
IND,India,2003,F,0,Construcción,52.2516473952505
IRL,Irlanda,2003,F,0,Construcción,1668.98420987194
ISL,Islandia,2003,F,0,Construcción,2466.70396618177
ISR,Israel,2003,F,0,Construcción,801.47706079821
ITA,Italia,2003,F,0,Construcción,1228.58634837747
JPN,Japón,2003,F,0,Construcción,1060.87529528783
KAZ,Kazajstán,2003,F,0,Construcción,179.313688922044
KOR,Corea del Sur,2003,F,0,Construcción,623.501181151312
LTU,Lituania,2003,F,0,Construcción,282.024120353102
LUX,Luxemburgo,2003,F,0,Construcción,1339.93286087281
LVA,Letonia,2003,F,0,Construcción,269.946537361681
MEX,México,2003,F,0,Construcción,398.950640308343
MLT,Malta,2003,F,0,Construcción,1010.46873057317
MYS,Malasia,2003,F,0,Construcción,76.7201293049857
NLD,Países Bajos,2003,F,0,Construcción,1493.65162252891
NOR,Noruega,2003,F,0,Construcción,1666.44535621037
NZL,Nueva Zelanda,2003,F,0,Construcción,698.072858386174
OECD,Países miembros de OCDE,2003,F,1,Construcción,1081.17617804302
PER,Perú,2003,F,0,Construcción,143.978614944672
PHL,Filipinas,2003,F,0,Construcción,62.6930249906751
POL,Polonia,2003,F,0,Construcción,428.424717145344
PRT,Portugal,2003,F,0,Construcción,506.408056695263
ROU,Rumania,2003,F,0,Construcción,179.149571055576
RUS,Rusia,2003,F,0,Construcción,149.488996643044
SAU,Arabia Saudita,2003,F,0,Construcción,308.730573169215
SGP,Singapur,2003,F,0,Construcción,502.872062663185
SVK,Eslovaquia,2003,F,0,Construcción,340.733557130424
SVN,Eslovenia,2003,F,0,Construcción,645.373616809648
SWE,Suecia,2003,F,0,Construcción,1572.44063160512
THA,Tailandia,2003,F,0,Construcción,51.1252020390402
TUR,Turquía,2003,F,0,Construcción,356.809648141241
TWN,Taiwán,2003,F,0,Construcción,317.978366281238
UKR,Ucrania,2003,F,0,Construcción,90.3916449086162
USA,Estados Unidos,2003,F,0,Construcción,1533.23138132538
VNM,Vietnam,2003,F,0,Construcción,28.6733805793858
ZAF,Sudáfrica,2003,F,0,Construcción,135.685689419371
ZEUR,Europa,2003,F,1,Construcción,877.113017530772
ZNAM,América del Norte,2003,F,1,Construcción,1217.12793733681
ARG,Argentina,2003,G,0,Comercio,100.0
AUS,Australia,2003,G,0,Comercio,396.489650016354
AUT,Austria,2003,G,0,Comercio,592.613662912948
BEL,Bélgica,2003,G,0,Comercio,777.348021120509
BGR,Bulgaria,2003,G,0,Comercio,57.2017662726041
BRA,Brasil,2003,G,0,Comercio,37.2365777300126
CAN,Canadá,2003,G,0,Comercio,398.85636185225
CHE,Suiza,2003,G,0,Comercio,985.227325825896
CHL,Chile,2003,G,0,Comercio,56.4401196205785
CHN,China,2003,G,0,Comercio,20.1485911873277
COL,Colombia,2003,G,0,Comercio,37.8673893743283
CRI,Costa Rica,2003,G,0,Comercio,72.5176393626466
CYP,Chipre,2003,G,0,Comercio,288.735339470118
CZE,Chequia,2003,G,0,Comercio,184.262417644035
DEU,Alemania,2003,G,0,Comercio,488.493528339797
DNK,Dinamarca,2003,G,0,Comercio,629.49862155974
EA19,Eurozona,2003,G,1,Comercio,513.349843465259
EGY,Egipto,2003,G,0,Comercio,36.5648801457876
ESP,España,2003,G,0,Comercio,374.273398439325
EST,Estonia,2003,G,0,Comercio,180.231063968973
EU13,Unión Europea (28 países excluyendo EU15),2003,G,1,Comercio,170.406756693612
EU15,Unión Europea (15 países),2003,G,1,Comercio,537.904770805103
EU27_2020,Unión Europea (27 países),2003,G,1,Comercio,459.270594832017
EU28,Unión Europea (28 países),2003,G,1,Comercio,472.702210177095
FIN,Finlandia,2003,G,0,Comercio,589.518013176954
FRA,Francia,2003,G,0,Comercio,649.713798420635
G20,G-20,2003,G,1,Comercio,197.483762441007
GBR,Reino Unido,2003,G,0,Comercio,551.943834400262
GRC,Grecia,2003,G,0,Comercio,354.048876220737
HRV,Croacia,2003,G,0,Comercio,249.68342600813
HUN,Hungría,2003,G,0,Comercio,158.197046866969
IDN,Indonesia,2003,G,0,Comercio,29.5395074996495
IND,India,2003,G,0,Comercio,20.6123545628709
IRL,Irlanda,2003,G,0,Comercio,677.523246577263
ISL,Islandia,2003,G,0,Comercio,637.063688612682
ISR,Israel,2003,G,0,Comercio,375.795523573665
ITA,Italia,2003,G,0,Comercio,577.502219522452
JPN,Japón,2003,G,0,Comercio,608.124620344844
KAZ,Kazajstán,2003,G,0,Comercio,44.8565487594038
KOR,Corea del Sur,2003,G,0,Comercio,157.651511611607
LTU,Lituania,2003,G,0,Comercio,170.549273398439
LUX,Luxemburgo,2003,G,0,Comercio,722.24428765011
LVA,Letonia,2003,G,0,Comercio,121.426568851923
MEX,México,2003,G,0,Comercio,335.200457922527
MLT,Malta,2003,G,0,Comercio,302.084014765665
MYS,Malasia,2003,G,0,Comercio,102.864352133078
NLD,Países Bajos,2003,G,0,Comercio,628.510349983646
NOR,Noruega,2003,G,0,Comercio,659.939956076819
NZL,Nueva Zelanda,2003,G,0,Comercio,309.462174664735
OECD,Países miembros de OCDE,2003,G,1,Comercio,480.039484136255
PER,Perú,2003,G,0,Comercio,28.4671277043129
PHL,Filipinas,2003,G,0,Comercio,35.2471847109948
POL,Polonia,2003,G,0,Comercio,235.518200084108
PRT,Portugal,2003,G,0,Comercio,337.622073734872
ROU,Rumania,2003,G,0,Comercio,66.1873276949675
RUS,Rusia,2003,G,0,Comercio,83.0556983318536
SAU,Arabia Saudita,2003,G,0,Comercio,165.438530909771
SGP,Singapur,2003,G,0,Comercio,604.282510163076
SVK,Eslovaquia,2003,G,0,Comercio,143.522498948647
SVN,Eslovenia,2003,G,0,Comercio,329.798841175646
SWE,Suecia,2003,G,0,Comercio,710.221484977338
THA,Tailandia,2003,G,0,Comercio,76.2090556516051
TUR,Turquía,2003,G,0,Comercio,138.245876360918
TWN,Taiwán,2003,G,0,Comercio,390.560020559787
UKR,Ucrania,2003,G,0,Comercio,18.726928648194
USA,Estados Unidos,2003,G,0,Comercio,614.39068267838
VNM,Vietnam,2003,G,0,Comercio,9.56497359936452
ZAF,Sudáfrica,2003,G,0,Comercio,124.758188869679
ZEUR,Europa,2003,G,1,Comercio,351.964861455072
ZNAM,América del Norte,2003,G,1,Comercio,557.765992243353
ARG,Argentina,2003,H,0,Transporte,100.0
AUS,Australia,2003,H,0,Transporte,659.704322746937
AUT,Austria,2003,H,0,Transporte,762.155809649252
BEL,Bélgica,2003,H,0,Transporte,813.780104236451
BGR,Bulgaria,2003,H,0,Transporte,124.87822048621
BRA,Brasil,2003,H,0,Transporte,63.1152846063882
CAN,Canadá,2003,H,0,Transporte,576.052867637875
CHE,Suiza,2003,H,0,Transporte,776.604707672393
CHL,Chile,2003,H,0,Transporte,171.97084104509
CHN,China,2003,H,0,Transporte,47.8397620047917
COL,Colombia,2003,H,0,Transporte,44.8273512813816
CRI,Costa Rica,2003,H,0,Transporte,104.064994492954
CYP,Chipre,2003,H,0,Transporte,794.806345024924
CZE,Chequia,2003,H,0,Transporte,256.880400594988
DEU,Alemania,2003,H,0,Transporte,620.927908798783
DNK,Dinamarca,2003,H,0,Transporte,1039.88804233045
EA19,Eurozona,2003,H,1,Transporte,658.67217749719
EGY,Egipto,2003,H,0,Transporte,69.4955092030113
ESP,España,2003,H,0,Transporte,556.567009958101
EST,Estonia,2003,H,0,Transporte,201.362567986465
EU13,Unión Europea (28 países excluyendo EU15),2003,H,1,Transporte,191.187591547537
EU15,Unión Europea (15 países),2003,H,1,Transporte,699.023492943033
EU27_2020,Unión Europea (27 países),2003,H,1,Transporte,568.990223574697
EU28,Unión Europea (28 países),2003,H,1,Transporte,587.62447626293
FIN,Finlandia,2003,H,0,Transporte,761.792458186195
FRA,Francia,2003,H,0,Transporte,653.857770611679
G20,G-20,2003,H,1,Transporte,231.215297096595
GBR,Reino Unido,2003,H,0,Transporte,717.68726793764
GRC,Grecia,2003,H,0,Transporte,612.486800122631
HRV,Croacia,2003,H,0,Transporte,193.88661163406
HUN,Hungría,2003,H,0,Transporte,163.913522351792
IDN,Indonesia,2003,H,0,Transporte,31.0279439984558
IND,India,2003,H,0,Transporte,25.2177270095039
IRL,Irlanda,2003,H,0,Transporte,726.786951140583
ISL,Islandia,2003,H,0,Transporte,989.851139447479
ISR,Israel,2003,H,0,Transporte,453.496690095266
ITA,Italia,2003,H,0,Transporte,862.642927704414
JPN,Japón,2003,H,0,Transporte,688.012808139073
KAZ,Kazajstán,2003,H,0,Transporte,75.6736195483087
KOR,Corea del Sur,2003,H,0,Transporte,268.254436862006
LTU,Lituania,2003,H,0,Transporte,212.609431241413
LUX,Luxemburgo,2003,H,0,Transporte,907.94263588777
LVA,Letonia,2003,H,0,Transporte,254.275624794195
MEX,México,2003,H,0,Transporte,270.576479805607
MLT,Malta,2003,H,0,Transporte,473.759211527325
MYS,Malasia,2003,H,0,Transporte,83.1075633877982
NLD,Países Bajos,2003,H,0,Transporte,765.396450510395
NOR,Noruega,2003,H,0,Transporte,999.951174647152
NZL,Nueva Zelanda,2003,H,0,Transporte,453.085648752683
OECD,Países miembros de OCDE,2003,H,1,Transporte,586.570757020064
PER,Perú,2003,H,0,Transporte,55.8107847256129
PHL,Filipinas,2003,H,0,Transporte,21.1322939967525
POL,Polonia,2003,H,0,Transporte,195.588686143819
PRT,Portugal,2003,H,0,Transporte,472.463636466861
ROU,Rumania,2003,H,0,Transporte,112.894435045249
RUS,Rusia,2003,H,0,Transporte,82.9043136631505
SAU,Arabia Saudita,2003,H,0,Transporte,276.751183730938
SGP,Singapur,2003,H,0,Transporte,572.597622318864
SVK,Eslovaquia,2003,H,0,Transporte,206.600506421102
SVN,Eslovenia,2003,H,0,Transporte,354.508396825217
SWE,Suecia,2003,H,0,Transporte,853.471709682181
THA,Tailandia,2003,H,0,Transporte,91.0172705492285
TUR,Turquía,2003,H,0,Transporte,464.447194813158
TWN,Taiwán,2003,H,0,Transporte,286.617311426268
UKR,Ucrania,2003,H,0,Transporte,49.1296596986454
USA,Estados Unidos,2003,H,0,Transporte,783.028080255254
VNM,Vietnam,2003,H,0,Transporte,15.4447081265826
ZAF,Sudáfrica,2003,H,0,Transporte,169.082196913784
ZEUR,Europa,2003,H,1,Transporte,418.019961621002
ZNAM,América del Norte,2003,H,1,Transporte,640.842975394293
ARG,Argentina,2003,I,0,Hotelería y restaurantes,100.0
AUS,Australia,2003,I,0,Hotelería y restaurantes,388.764953417005
AUT,Austria,2003,I,0,Hotelería y restaurantes,832.563994193205
BEL,Bélgica,2003,I,0,Hotelería y restaurantes,669.951671291277
BGR,Bulgaria,2003,I,0,Hotelería y restaurantes,65.9420423014021
BRA,Brasil,2003,I,0,Hotelería y restaurantes,37.3031477976442
CAN,Canadá,2003,I,0,Hotelería y restaurantes,331.059005126886
CHE,Suiza,2003,I,0,Hotelería y restaurantes,570.708759808155
CHL,Chile,2003,I,0,Hotelería y restaurantes,92.1957404582958
CHN,China,2003,I,0,Hotelería y restaurantes,33.0932211176244
COL,Colombia,2003,I,0,Hotelería y restaurantes,53.5088847645124
CRI,Costa Rica,2003,I,0,Hotelería y restaurantes,129.667946856796
CYP,Chipre,2003,I,0,Hotelería y restaurantes,471.561403186387
CZE,Chequia,2003,I,0,Hotelería y restaurantes,302.015840055863
DEU,Alemania,2003,I,0,Hotelería y restaurantes,443.402120582885
DNK,Dinamarca,2003,I,0,Hotelería y restaurantes,606.857898895606
EA19,Eurozona,2003,I,1,Hotelería y restaurantes,699.454234734192
EGY,Egipto,2003,I,0,Hotelería y restaurantes,137.497932707326
ESP,España,2003,I,0,Hotelería y restaurantes,1006.20371561403
EST,Estonia,2003,I,0,Hotelería y restaurantes,154.888917473676
EU13,Unión Europea (28 países excluyendo EU15),2003,I,1,Hotelería y restaurantes,209.974457450523
EU15,Unión Europea (15 países),2003,I,1,Hotelería y restaurantes,692.737830537129
EU27_2020,Unión Europea (27 países),2003,I,1,Hotelería y restaurantes,638.126389680075
EU28,Unión Europea (28 países),2003,I,1,Hotelería y restaurantes,635.641963284882
FIN,Finlandia,2003,I,0,Hotelería y restaurantes,564.523420128999
FRA,Francia,2003,I,0,Hotelería y restaurantes,805.476028592955
G20,G-20,2003,I,1,Hotelería y restaurantes,259.957000312391
GBR,Reino Unido,2003,I,0,Hotelería y restaurantes,624.971057902571
GRC,Grecia,2003,I,0,Hotelería y restaurantes,609.276171925247
HRV,Croacia,2003,I,0,Hotelería y restaurantes,229.848031018578
HUN,Hungría,2003,I,0,Hotelería y restaurantes,204.847571620206
IDN,Indonesia,2003,I,0,Hotelería y restaurantes,48.2882816663298
IND,India,2003,I,0,Hotelería y restaurantes,26.3069883680332
IRL,Irlanda,2003,I,0,Hotelería y restaurantes,585.462797919844
ISL,Islandia,2003,I,0,Hotelería y restaurantes,626.847240853378
ISR,Israel,2003,I,0,Hotelería y restaurantes,402.734339109502
ITA,Italia,2003,I,0,Hotelería y restaurantes,823.002995277385
JPN,Japón,2003,I,0,Hotelería y restaurantes,621.442878406439
KAZ,Kazajstán,2003,I,0,Hotelería y restaurantes,69.0971903195575
KOR,Corea del Sur,2003,I,0,Hotelería y restaurantes,191.335746706114
LTU,Lituania,2003,I,0,Hotelería y restaurantes,186.580054760286
LUX,Luxemburgo,2003,I,0,Hotelería y restaurantes,1031.03511641155
LVA,Letonia,2003,I,0,Hotelería y restaurantes,118.133372535328
MEX,México,2003,I,0,Hotelería y restaurantes,290.902074643048
MLT,Malta,2003,I,0,Hotelería y restaurantes,551.869751373601
MYS,Malasia,2003,I,0,Hotelería y restaurantes,66.6440030136533
NLD,Países Bajos,2003,I,0,Hotelería y restaurantes,562.450614675022
NOR,Noruega,2003,I,0,Hotelería y restaurantes,757.329241625168
NZL,Nueva Zelanda,2003,I,0,Hotelería y restaurantes,274.494202392547
OECD,Países miembros de OCDE,2003,I,1,Hotelería y restaurantes,491.820871386832
PER,Perú,2003,I,0,Hotelería y restaurantes,40.7376100259101
PHL,Filipinas,2003,I,0,Hotelería y restaurantes,31.0920818096621
POL,Polonia,2003,I,0,Hotelería y restaurantes,187.044965912641
PRT,Portugal,2003,I,0,Hotelería y restaurantes,513.996949594811
ROU,Rumania,2003,I,0,Hotelería y restaurantes,159.611532736728
RUS,Rusia,2003,I,0,Hotelería y restaurantes,54.3560153622816
SAU,Arabia Saudita,2003,I,0,Hotelería y restaurantes,526.718609309249
SGP,Singapur,2003,I,0,Hotelería y restaurantes,298.928682996747
SVK,Eslovaquia,2003,I,0,Hotelería y restaurantes,149.186864881751
SVN,Eslovenia,2003,I,0,Hotelería y restaurantes,352.389790330583
SWE,Suecia,2003,I,0,Hotelería y restaurantes,655.057976074533
THA,Tailandia,2003,I,0,Hotelería y restaurantes,44.9806133887062
TUR,Turquía,2003,I,0,Hotelería y restaurantes,116.622870688546
TWN,Taiwán,2003,I,0,Hotelería y restaurantes,193.627225785112
UKR,Ucrania,2003,I,0,Hotelería y restaurantes,21.0918980503133
USA,Estados Unidos,2003,I,0,Hotelería y restaurantes,494.455980448005
VNM,Vietnam,2003,I,0,Hotelería y restaurantes,30.2026865616788
ZAF,Sudáfrica,2003,I,0,Hotelería y restaurantes,127.126555063489
ZEUR,Europa,2003,I,1,Hotelería y restaurantes,553.446406585935
ZNAM,América del Norte,2003,I,1,Hotelería y restaurantes,461.563057020526
ARG,Argentina,2003,J,0,Información y comunicaciones,100.0
AUS,Australia,2003,J,0,Información y comunicaciones,337.608789870096
AUT,Austria,2003,J,0,Información y comunicaciones,373.132172127147
BEL,Bélgica,2003,J,0,Información y comunicaciones,510.617578959288
BGR,Bulgaria,2003,J,0,Información y comunicaciones,53.438911730369
BRA,Brasil,2003,J,0,Información y comunicaciones,93.8078113957511
CAN,Canadá,2003,J,0,Información y comunicaciones,288.422688422688
CHE,Suiza,2003,J,0,Información y comunicaciones,493.661391651341
CHL,Chile,2003,J,0,Información y comunicaciones,69.3931975339011
CHN,China,2003,J,0,Información y comunicaciones,38.0738189783416
COL,Colombia,2003,J,0,Información y comunicaciones,47.6641170108507
CRI,Costa Rica,2003,J,0,Información y comunicaciones,87.7382249241546
CYP,Chipre,2003,J,0,Información y comunicaciones,267.955941322776
CZE,Chequia,2003,J,0,Información y comunicaciones,172.558597181713
DEU,Alemania,2003,J,0,Información y comunicaciones,363.914756377068
DNK,Dinamarca,2003,J,0,Información y comunicaciones,375.180877190927
EA19,Eurozona,2003,J,1,Información y comunicaciones,412.151276975398
EGY,Egipto,2003,J,0,Información y comunicaciones,59.1047701600465
ESP,España,2003,J,0,Información y comunicaciones,395.628101658252
EST,Estonia,2003,J,0,Información y comunicaciones,144.331213175434
EU13,Unión Europea (28 países excluyendo EU15),2003,J,1,Información y comunicaciones,142.69677837517
EU15,Unión Europea (15 países),2003,J,1,Información y comunicaciones,422.11953317481
EU27_2020,Unión Europea (27 países),2003,J,1,Información y comunicaciones,375.062570037444
EU28,Unión Europea (28 países),2003,J,1,Información y comunicaciones,385.758629979736
FIN,Finlandia,2003,J,0,Información y comunicaciones,357.756927606174
FRA,Francia,2003,J,0,Información y comunicaciones,498.555715641143
G20,G-20,2003,J,1,Información y comunicaciones,283.99729806765
GBR,Reino Unido,2003,J,0,Información y comunicaciones,430.68918797562
GRC,Grecia,2003,J,0,Información y comunicaciones,261.360024676608
HRV,Croacia,2003,J,0,Información y comunicaciones,167.933685521625
HUN,Hungría,2003,J,0,Información y comunicaciones,165.492185090175
IDN,Indonesia,2003,J,0,Información y comunicaciones,69.4669930850835
IND,India,2003,J,0,Información y comunicaciones,33.4317274015766
IRL,Irlanda,2003,J,0,Información y comunicaciones,637.169530636867
ISL,Islandia,2003,J,0,Información y comunicaciones,314.527571814004
ISR,Israel,2003,J,0,Información y comunicaciones,279.104145435804
ITA,Italia,2003,J,0,Información y comunicaciones,438.226485965179
JPN,Japón,2003,J,0,Información y comunicaciones,566.715082795485
KAZ,Kazajstán,2003,J,0,Información y comunicaciones,46.7773990387056
KOR,Corea del Sur,2003,J,0,Información y comunicaciones,264.46998004787
LTU,Lituania,2003,J,0,Información y comunicaciones,224.024942115394
LUX,Luxemburgo,2003,J,0,Información y comunicaciones,637.855165493356
LVA,Letonia,2003,J,0,Información y comunicaciones,92.561096078684
MEX,México,2003,J,0,Información y comunicaciones,282.034492587256
MLT,Malta,2003,J,0,Información y comunicaciones,245.903175551417
MYS,Malasia,2003,J,0,Información y comunicaciones,110.175586557496
NLD,Países Bajos,2003,J,0,Información y comunicaciones,454.927707691527
NOR,Noruega,2003,J,0,Información y comunicaciones,419.368013337863
NZL,Nueva Zelanda,2003,J,0,Información y comunicaciones,183.762245571291
OECD,Países miembros de OCDE,2003,J,1,Información y comunicaciones,443.079031521243
PER,Perú,2003,J,0,Información y comunicaciones,41.0982652188682
PHL,Filipinas,2003,J,0,Información y comunicaciones,47.5465907626712
POL,Polonia,2003,J,0,Información y comunicaciones,170.010893628984
PRT,Portugal,2003,J,0,Información y comunicaciones,398.073116163568
ROU,Rumania,2003,J,0,Información y comunicaciones,80.9681663953021
RUS,Rusia,2003,J,0,Información y comunicaciones,44.3491739974152
SAU,Arabia Saudita,2003,J,0,Información y comunicaciones,917.821820836896
SGP,Singapur,2003,J,0,Información y comunicaciones,236.288279001847
SVK,Eslovaquia,2003,J,0,Información y comunicaciones,122.242135307462
SVN,Eslovenia,2003,J,0,Información y comunicaciones,210.996708484146
SWE,Suecia,2003,J,0,Información y comunicaciones,418.466458164951
THA,Tailandia,2003,J,0,Información y comunicaciones,80.0080433246262
TUR,Turquía,2003,J,0,Información y comunicaciones,254.656733551206
TWN,Taiwán,2003,J,0,Información y comunicaciones,230.116003482838
UKR,Ucrania,2003,J,0,Información y comunicaciones,22.1714633774935
USA,Estados Unidos,2003,J,0,Información y comunicaciones,557.957229816526
VNM,Vietnam,2003,J,0,Información y comunicaciones,13.6412442945106
ZAF,Sudáfrica,2003,J,0,Información y comunicaciones,228.13679899107
ZEUR,Europa,2003,J,1,Información y comunicaciones,315.955847614139
ZNAM,América del Norte,2003,J,1,Información y comunicaciones,521.420622928161
ARG,Argentina,2003,K,0,Finanzas,100.0
AUS,Australia,2003,K,0,Finanzas,473.973883250897
AUT,Austria,2003,K,0,Finanzas,377.213481867433
BEL,Bélgica,2003,K,0,Finanzas,458.199383049718
BGR,Bulgaria,2003,K,0,Finanzas,93.2119212026873
BRA,Brasil,2003,K,0,Finanzas,147.547033314502
CAN,Canadá,2003,K,0,Finanzas,257.189421619271
CHE,Suiza,2003,K,0,Finanzas,846.630955622661
CHL,Chile,2003,K,0,Finanzas,121.899296481595
CHN,China,2003,K,0,Finanzas,54.1030445155233
COL,Colombia,2003,K,0,Finanzas,57.0231945669358
CRI,Costa Rica,2003,K,0,Finanzas,86.6298989225723
CYP,Chipre,2003,K,0,Finanzas,225.425423391276
CZE,Chequia,2003,K,0,Finanzas,155.285329344968
DEU,Alemania,2003,K,0,Finanzas,388.773374409162
DNK,Dinamarca,2003,K,0,Finanzas,504.085365110202
EA19,Eurozona,2003,K,1,Finanzas,415.738734967425
EGY,Egipto,2003,K,0,Finanzas,69.7564306296713
ESP,España,2003,K,0,Finanzas,421.840771553634
EST,Estonia,2003,K,0,Finanzas,170.838328950737
EU13,Unión Europea (28 países excluyendo EU15),2003,K,1,Finanzas,126.293949579149
EU15,Unión Europea (15 países),2003,K,1,Finanzas,438.500461290231
EU27_2020,Unión Europea (27 países),2003,K,1,Finanzas,384.129177521551
EU28,Unión Europea (28 países),2003,K,1,Finanzas,401.983751204028
FIN,Finlandia,2003,K,0,Finanzas,395.01969119972
FRA,Francia,2003,K,0,Finanzas,353.517388812797
G20,G-20,2003,K,1,Finanzas,295.888217387593
GBR,Reino Unido,2003,K,0,Finanzas,477.570321358754
GRC,Grecia,2003,K,0,Finanzas,295.018471930388
HRV,Croacia,2003,K,0,Finanzas,216.823884673378
HUN,Hungría,2003,K,0,Finanzas,143.474267320737
IDN,Indonesia,2003,K,0,Finanzas,43.9489695142025
IND,India,2003,K,0,Finanzas,35.6863876707485
IRL,Irlanda,2003,K,0,Finanzas,737.094643749822
ISL,Islandia,2003,K,0,Finanzas,450.305020544688
ISR,Israel,2003,K,0,Finanzas,316.677978776585
ITA,Italia,2003,K,0,Finanzas,461.604802295478
JPN,Japón,2003,K,0,Finanzas,646.60169315868
KAZ,Kazajstán,2003,K,0,Finanzas,82.9420156147759
KOR,Corea del Sur,2003,K,0,Finanzas,265.527191738231
LTU,Lituania,2003,K,0,Finanzas,78.2457965689761
LUX,Luxemburgo,2003,K,0,Finanzas,746.520408536511
LVA,Letonia,2003,K,0,Finanzas,96.3547911188422
MEX,México,2003,K,0,Finanzas,348.001007929315
MLT,Malta,2003,K,0,Finanzas,168.650553345065
MYS,Malasia,2003,K,0,Finanzas,155.557226406122
NLD,Países Bajos,2003,K,0,Finanzas,609.615157956342
NOR,Noruega,2003,K,0,Finanzas,675.772305516381
NZL,Nueva Zelanda,2003,K,0,Finanzas,303.685851192242
OECD,Países miembros de OCDE,2003,K,1,Finanzas,462.462761482469
PER,Perú,2003,K,0,Finanzas,143.157257294279
PHL,Filipinas,2003,K,0,Finanzas,78.0251088197879
POL,Polonia,2003,K,0,Finanzas,118.195156249365
PRT,Portugal,2003,K,0,Finanzas,460.299777686558
ROU,Rumania,2003,K,0,Finanzas,52.5179943832326
RUS,Rusia,2003,K,0,Finanzas,63.3345390552288
SAU,Arabia Saudita,2003,K,0,Finanzas,483.91702465769
SGP,Singapur,2003,K,0,Finanzas,423.220171591837
SVK,Eslovaquia,2003,K,0,Finanzas,138.733341732744
SVN,Eslovenia,2003,K,0,Finanzas,227.091351722624
SWE,Suecia,2003,K,0,Finanzas,536.555320281733
THA,Tailandia,2003,K,0,Finanzas,94.471832846303
TUR,Turquía,2003,K,0,Finanzas,114.923450207073
TWN,Taiwán,2003,K,0,Finanzas,252.817121792814
UKR,Ucrania,2003,K,0,Finanzas,26.0728554068499
USA,Estados Unidos,2003,K,0,Finanzas,545.781937744108
VNM,Vietnam,2003,K,0,Finanzas,35.401485070047
ZAF,Sudáfrica,2003,K,0,Finanzas,174.359578783088
ZEUR,Europa,2003,K,1,Finanzas,356.375762551362
ZNAM,América del Norte,2003,K,1,Finanzas,503.836227743254
ARG,Argentina,2003,L,0,Servicios inmobiliarios,100.0
AUS,Australia,2003,L,0,Servicios inmobiliarios,266.707393423226
AUT,Austria,2003,L,0,Servicios inmobiliarios,244.24270296956
BEL,Bélgica,2003,L,0,Servicios inmobiliarios,776.950402532965
BGR,Bulgaria,2003,L,0,Servicios inmobiliarios,87.7776981016551
BRA,Brasil,2003,L,0,Servicios inmobiliarios,105.547894389912
CAN,Canadá,2003,L,0,Servicios inmobiliarios,321.219651441479
CHE,Suiza,2003,L,0,Servicios inmobiliarios,493.154871076372
CHL,Chile,2003,L,0,Servicios inmobiliarios,61.5942318777425
CHN,China,2003,L,0,Servicios inmobiliarios,5.64180495836769
COL,Colombia,2003,L,0,Servicios inmobiliarios,38.4416913279589
CRI,Costa Rica,2003,L,0,Servicios inmobiliarios,173.417310434416
CYP,Chipre,2003,L,0,Servicios inmobiliarios,486.282437758392
CZE,Chequia,2003,L,0,Servicios inmobiliarios,68.9324947114974
DEU,Alemania,2003,L,0,Servicios inmobiliarios,384.270186635188
