anio,letra_desc,vab,letra
2019,"Electricidad, gas y agua",12106.94,E
2019,Construcción,21173.88,F
2019,"Comercio, hoteles y restaurantes",95500.39,GH
2019,Transporte y comunicaciones,56737.21,I
2019,Finanzas,25331.15,J
2019,Act. inmobiliarias y empresariales,74614.16,K
2019,Adm. pública y defensa,33557.52,L
2019,Otros servicios,73727.42,Z
2020,Agro,50118.77,A
2020,Pesca,2017.202,B
2020,Petróleo y minería,19322.62,C
2020,Industria manufacturera,100012.9,D
2020,"Electricidad, gas y agua",12281.79,E
2020,Construcción,16435.06,F
2020,"Comercio, hoteles y restaurantes",85441.14,GH
2020,Transporte y comunicaciones,47111.27,I
2020,Finanzas,25106.08,J
2020,Act. inmobiliarias y empresariales,70369.14,K
2020,Adm. pública y defensa,31076.77,L
2020,Otros servicios,62399.56,Z
2021,Agro,50722.91,A
2021,Pesca,2401.739,B
2021,Petróleo y minería,21316.42,C
2021,Industria manufacturera,115729.1,D
2021,"Electricidad, gas y agua",12683.61,E
2021,Construcción,21210.65,F
2021,"Comercio, hoteles y restaurantes",97594.67,GH
2021,Transporte y comunicaciones,50413.95,I
2021,Finanzas,25204.94,J
2021,Act. inmobiliarias y empresariales,76615.79,K
2021,Adm. pública y defensa,32761.87,L
2021,Otros servicios,69275.03,Z
2022,Agro,48287.99,A
2022,Pesca,2451.051,B
2022,Petróleo y minería,24178.28,C
2022,Industria manufacturera,121018.8,D
2022,"Electricidad, gas y agua",13020.02,E
2022,Construcción,22485.35,F
2022,"Comercio, hoteles y restaurantes",105472.4,GH
2022,Transporte y comunicaciones,54341.62,I
2022,Finanzas,25273.66,J
2022,Act. inmobiliarias y empresariales,80402.3,K
2022,Adm. pública y defensa,34973.66,L
2022,Otros servicios,72406.86,Z
