anio,letra,letra_desc_abrev,share_sectorial,id_tipo_sector,tipo_sector
2020,G,Comercio,0.170107414124289,2,Servicios
2021,G,Comercio,0.176204914671556,2,Servicios
2005,G,Comercio,0.196325205492601,2,Servicios
2006,G,Comercio,0.187305068171735,2,Servicios
2007,G,Comercio,0.183214918159639,2,Servicios
2008,G,Comercio,0.181040639403428,2,Servicios
2009,G,Comercio,0.184849997381799,2,Servicios
2010,G,Comercio,0.17595966208109,2,Servicios
2011,G,Comercio,0.167715026814496,2,Servicios
2012,G,Comercio,0.169658853341069,2,Servicios
2013,G,Comercio,0.165923397676253,2,Servicios
2014,G,Comercio,0.164687969296825,2,Servicios
2015,G,Comercio,0.162821885381818,2,Servicios
2004,H,Hotelería y restaurantes,0.0305847382392814,2,Servicios
2016,H,Hotelería y restaurantes,0.032531102577589,2,Servicios
2017,H,Hotelería y restaurantes,0.0330633881414844,2,Servicios
2018,H,Hotelería y restaurantes,0.0332789747031065,2,Servicios
2019,H,Hotelería y restaurantes,0.0324863235232846,2,Servicios
2020,H,Hotelería y restaurantes,0.0284215786153574,2,Servicios
2021,H,Hotelería y restaurantes,0.0273579523369281,2,Servicios
2005,H,Hotelería y restaurantes,0.032722936225432,2,Servicios
2006,H,Hotelería y restaurantes,0.0346687697615703,2,Servicios
2007,H,Hotelería y restaurantes,0.0330462365354834,2,Servicios
2008,H,Hotelería y restaurantes,0.0312275888255234,2,Servicios
2009,H,Hotelería y restaurantes,0.0331869440385377,2,Servicios
2010,H,Hotelería y restaurantes,0.0324290865197122,2,Servicios
2011,H,Hotelería y restaurantes,0.0335699332193692,2,Servicios
2012,H,Hotelería y restaurantes,0.0319206817986676,2,Servicios
2013,H,Hotelería y restaurantes,0.0316251029680265,2,Servicios
2014,H,Hotelería y restaurantes,0.0325480818030892,2,Servicios
2015,H,Hotelería y restaurantes,0.0342346210816632,2,Servicios
2004,I,Transporte y comunicaciones,0.0591995719843089,2,Servicios
2016,I,Transporte y comunicaciones,0.0580854247129325,2,Servicios
2017,I,Transporte y comunicaciones,0.0583697193184627,2,Servicios
2018,I,Transporte y comunicaciones,0.0579613327256124,2,Servicios
2019,I,Transporte y comunicaciones,0.0575782201189791,2,Servicios
2020,I,Transporte y comunicaciones,0.0538745824981983,2,Servicios
2021,I,Transporte y comunicaciones,0.0564893324813898,2,Servicios
2005,I,Transporte y comunicaciones,0.0590742024234186,2,Servicios
2006,I,Transporte y comunicaciones,0.0562927220430336,2,Servicios
2007,I,Transporte y comunicaciones,0.0570380599425338,2,Servicios
2008,I,Transporte y comunicaciones,0.058873181745945,2,Servicios
2009,I,Transporte y comunicaciones,0.0581754283905432,2,Servicios
2010,I,Transporte y comunicaciones,0.0588090161457135,2,Servicios
2011,I,Transporte y comunicaciones,0.0564355037820874,2,Servicios
2012,I,Transporte y comunicaciones,0.0580705985257499,2,Servicios
2013,I,Transporte y comunicaciones,0.0569550452795865,2,Servicios
2014,I,Transporte y comunicaciones,0.0565524577789671,2,Servicios
2015,I,Transporte y comunicaciones,0.0557376635898315,2,Servicios
2004,J,Finanzas,0.0150183220681196,2,Servicios
2016,J,Finanzas,0.0151843576105368,2,Servicios
2017,J,Finanzas,0.0149828242691198,2,Servicios
2018,J,Finanzas,0.0149587073760392,2,Servicios
2019,J,Finanzas,0.0147746490732125,2,Servicios
2020,J,Finanzas,0.0154521043320572,2,Servicios
2021,J,Finanzas,0.0150381464354854,2,Servicios
2005,J,Finanzas,0.014061097328995,2,Servicios
2006,J,Finanzas,0.0144141924369408,2,Servicios
2007,J,Finanzas,0.0158865576617367,2,Servicios
2008,J,Finanzas,0.0171175300019042,2,Servicios
2009,J,Finanzas,0.0151697585805362,2,Servicios
2010,J,Finanzas,0.0154808132971387,2,Servicios
2011,J,Finanzas,0.0157043421826032,2,Servicios
2012,J,Finanzas,0.0161771725127827,2,Servicios
2013,J,Finanzas,0.0161182848954861,2,Servicios
2014,J,Finanzas,0.0153590337815745,2,Servicios
2015,J,Finanzas,0.0156440191023299,2,Servicios
2004,K,Serv. inmobiliarios y profesionales,0.0672901661098568,2,Servicios
2016,K,Serv. inmobiliarios y profesionales,0.0642996649979525,2,Servicios
2017,K,Serv. inmobiliarios y profesionales,0.0666841046120861,2,Servicios
2018,K,Serv. inmobiliarios y profesionales,0.068302008355016,2,Servicios
2019,K,Serv. inmobiliarios y profesionales,0.0699970538702839,2,Servicios
2020,K,Serv. inmobiliarios y profesionales,0.0704702426230184,2,Servicios
2021,K,Serv. inmobiliarios y profesionales,0.0726426521056927,2,Servicios
2005,K,Serv. inmobiliarios y profesionales,0.0677921171908546,2,Servicios
2006,K,Serv. inmobiliarios y profesionales,0.0695082959847879,2,Servicios
2007,K,Serv. inmobiliarios y profesionales,0.0718186327733501,2,Servicios
2008,K,Serv. inmobiliarios y profesionales,0.0709404605222641,2,Servicios
2009,K,Serv. inmobiliarios y profesionales,0.0674080354268104,2,Servicios
2010,K,Serv. inmobiliarios y profesionales,0.0702262989469254,2,Servicios
2011,K,Serv. inmobiliarios y profesionales,0.070678467035193,2,Servicios
2012,K,Serv. inmobiliarios y profesionales,0.0718408982873531,2,Servicios
2013,K,Serv. inmobiliarios y profesionales,0.0701084221111027,2,Servicios
2014,K,Serv. inmobiliarios y profesionales,0.0686982025913617,2,Servicios
2015,K,Serv. inmobiliarios y profesionales,0.0696983896703167,2,Servicios
2004,LQ,Adm. pública y defensa,0.068355154468376,2,Servicios
2016,LQ,Adm. pública y defensa,0.077842702501091,2,Servicios
2017,LQ,Adm. pública y defensa,0.0774386920373005,2,Servicios
2018,LQ,Adm. pública y defensa,0.0769550458107392,2,Servicios
2019,LQ,Adm. pública y defensa,0.0767707956424128,2,Servicios
2020,LQ,Adm. pública y defensa,0.0837998755298302,2,Servicios
2021,LQ,Adm. pública y defensa,0.0801525749598825,2,Servicios
2005,LQ,Adm. pública y defensa,0.0666492397482989,2,Servicios
2006,LQ,Adm. pública y defensa,0.0667585838401719,2,Servicios
2007,LQ,Adm. pública y defensa,0.0682757779490181,2,Servicios
2008,LQ,Adm. pública y defensa,0.0692764168505836,2,Servicios
2009,LQ,Adm. pública y defensa,0.0709669057885872,2,Servicios
2010,LQ,Adm. pública y defensa,0.073497840577621,2,Servicios
2011,LQ,Adm. pública y defensa,0.0738144965509136,2,Servicios
2012,LQ,Adm. pública y defensa,0.074758910652627,2,Servicios
2013,LQ,Adm. pública y defensa,0.0749142891848826,2,Servicios
2014,LQ,Adm. pública y defensa,0.0765055771674906,2,Servicios
2015,LQ,Adm. pública y defensa,0.0778393457024454,2,Servicios
2004,M,Enseñanza,0.0909667914373454,2,Servicios
2016,M,Enseñanza,0.103361771748167,2,Servicios
2017,M,Enseñanza,0.103140029134786,2,Servicios
2018,M,Enseñanza,0.103881225899259,2,Servicios
2019,M,Enseñanza,0.102847156060741,2,Servicios
2020,M,Enseñanza,0.108674918786105,2,Servicios
2021,M,Enseñanza,0.105683155826286,2,Servicios
2005,M,Enseñanza,0.0883878195836547,2,Servicios
2006,M,Enseñanza,0.0953837511285385,2,Servicios
2007,M,Enseñanza,0.0919065504556335,2,Servicios
2008,M,Enseñanza,0.0934606753916446,2,Servicios
2009,M,Enseñanza,0.0997251549747561,2,Servicios
2010,M,Enseñanza,0.101459562738463,2,Servicios
2011,M,Enseñanza,0.10018579601672,2,Servicios
2012,M,Enseñanza,0.101174485059368,2,Servicios
2013,M,Enseñanza,0.101512538786439,2,Servicios
2014,M,Enseñanza,0.102230082317379,2,Servicios
2015,M,Enseñanza,0.103837659925894,2,Servicios
2004,NO,"Serv. comunitarios, sociales y personales",0.10358528023846,2,Servicios
2016,NO,"Serv. comunitarios, sociales y personales",0.113887985123392,2,Servicios
2017,NO,"Serv. comunitarios, sociales y personales",0.114805039887796,2,Servicios
2018,NO,"Serv. comunitarios, sociales y personales",0.116817875225026,2,Servicios
2019,NO,"Serv. comunitarios, sociales y personales",0.11747183793063,2,Servicios
2020,NO,"Serv. comunitarios, sociales y personales",0.118668825464395,2,Servicios
2021,NO,"Serv. comunitarios, sociales y personales",0.120008846198242,2,Servicios
2005,NO,"Serv. comunitarios, sociales y personales",0.10165963647214,2,Servicios
2006,NO,"Serv. comunitarios, sociales y personales",0.0975491710083926,2,Servicios
2007,NO,"Serv. comunitarios, sociales y personales",0.0991003018165647,2,Servicios
2008,NO,"Serv. comunitarios, sociales y personales",0.0964465287017158,2,Servicios
2009,NO,"Serv. comunitarios, sociales y personales",0.0999843420378204,2,Servicios
2010,NO,"Serv. comunitarios, sociales y personales",0.100345089361207,2,Servicios
2011,NO,"Serv. comunitarios, sociales y personales",0.105568238848198,2,Servicios
2012,NO,"Serv. comunitarios, sociales y personales",0.10421001080033,2,Servicios
2013,NO,"Serv. comunitarios, sociales y personales",0.106916244560639,2,Servicios
2014,NO,"Serv. comunitarios, sociales y personales",0.105340983079617,2,Servicios
2015,NO,"Serv. comunitarios, sociales y personales",0.107633831634992,2,Servicios
2004,P,Servicio doméstico,0.0743320349716017,2,Servicios
2016,P,Servicio doméstico,0.0847106596555559,2,Servicios
2017,P,Servicio doméstico,0.0810469315557301,2,Servicios
2018,P,Servicio doméstico,0.080798216140523,2,Servicios
2019,P,Servicio doméstico,0.0835361100026578,2,Servicios
2020,P,Servicio doméstico,0.0731113307123109,2,Servicios
2021,P,Servicio doméstico,0.0713584322473301,2,Servicios
2005,P,Servicio doméstico,0.0749604225825729,2,Servicios
2006,P,Servicio doméstico,0.0799073020427093,2,Servicios
2007,P,Servicio doméstico,0.0797541108540172,2,Servicios
2008,P,Servicio doméstico,0.0812085617662244,2,Servicios
2009,P,Servicio doméstico,0.0829936322464889,2,Servicios
2010,P,Servicio doméstico,0.0840280501759909,2,Servicios
2011,P,Servicio doméstico,0.0833545310798116,2,Servicios
2012,P,Servicio doméstico,0.0861122295956016,2,Servicios
2013,P,Servicio doméstico,0.0869343066036245,2,Servicios
2014,P,Servicio doméstico,0.0871676138863163,2,Servicios
2015,P,Servicio doméstico,0.0864195999158106,2,Servicios
2022,AB,Agro y pesca,0.0637078835279759,1,Bienes
2022,C,Petróleo y minería,0.0049304925036626,1,Bienes
2022,D,Industria manufacturera,0.117626465550624,1,Bienes
2022,E,"Electricidad, gas y agua",0.006272006500419,1,Bienes
2022,F,Construcción,0.0824104817790845,1,Bienes
2022,G,Comercio,0.177400342023681,2,Servicios
2022,H,Hotelería y restaurantes,0.0308949177085727,2,Servicios
2022,I,Transporte y comunicaciones,0.0562388909711508,2,Servicios
2022,J,Finanzas,0.0137432361134863,2,Servicios
2022,K,Serv. inmobiliarios y profesionales,0.0707166850346669,2,Servicios
2022,LQ,Adm. pública y defensa,0.0765076226626155,2,Servicios
2022,M,Enseñanza,0.101894355437649,2,Servicios
2022,NO,"Serv. comunitarios, sociales y personales",0.123436173817853,2,Servicios
2022,P,Servicio doméstico,0.0742204463685589,2,Servicios
