anio,letra,letra_desc_abrev,id_tipo_sector,tipo_sector,particip_vab
2011,M,Enseñanza,2,Servicios,0.0572662488148226
2011,N,Salud,2,Servicios,0.0506821088127956
2011,O,"Serv. comunitarios, sociales y personales",2,Servicios,0.0338349013782506
2011,P,Servicio doméstico,2,Servicios,0.0080030696140985
2012,A,Agro,1,Bienes,0.0670734275467878
2012,B,Pesca,1,Bienes,0.0018644371916431
2012,C,Petróleo y minería,1,Bienes,0.0388162247967828
2012,D,Industria manufacturera,1,Bienes,0.181435519371343
2012,E,"Electricidad, gas y agua",1,Bienes,0.0131399763120823
2012,F,Construcción,1,Bienes,0.057884920511906
2012,G,Comercio,2,Servicios,0.146945998440272
2012,H,Hotelería y restaurantes,2,Servicios,0.024584448425824
2012,I,Transporte y comunicaciones,2,Servicios,0.0683597970269558
2012,J,Finanzas,2,Servicios,0.0421548046549099
2012,K,Serv. inmobiliarios y profesionales,2,Servicios,0.112424019384084
2012,L,Adm. pública y defensa,2,Servicios,0.0834715042814016
2012,M,Enseñanza,2,Servicios,0.0611209180004173
2012,N,Salud,2,Servicios,0.0561171774398979
2012,O,"Serv. comunitarios, sociales y personales",2,Servicios,0.0357315166244377
2012,P,Servicio doméstico,2,Servicios,0.0088753099912551
2013,A,Agro,1,Bienes,0.0693207724898646
2013,B,Pesca,1,Bienes,0.0027567491240326
2013,C,Petróleo y minería,1,Bienes,0.0348905313067372
2013,D,Industria manufacturera,1,Bienes,0.17875006887397
2013,E,"Electricidad, gas y agua",1,Bienes,0.0141184303746756
2013,F,Construcción,1,Bienes,0.0581005025672863
2013,G,Comercio,2,Servicios,0.146628822139453
2013,H,Hotelería y restaurantes,2,Servicios,0.0241163659084851
2013,I,Transporte y comunicaciones,2,Servicios,0.0665158757539749
2013,J,Finanzas,2,Servicios,0.0427316169371406
2013,K,Serv. inmobiliarios y profesionales,2,Servicios,0.113842520404763
2013,L,Adm. pública y defensa,2,Servicios,0.0855886549981687
2013,M,Enseñanza,2,Servicios,0.0607271230840658
2013,N,Salud,2,Servicios,0.0574549777451911
2013,O,"Serv. comunitarios, sociales y personales",2,Servicios,0.0352247299079098
2013,P,Servicio doméstico,2,Servicios,0.0092322583842823
2014,A,Agro,1,Bienes,0.0771396817614992
2014,B,Pesca,1,Bienes,0.002839493849173
2014,C,Petróleo y minería,1,Bienes,0.044284051206558
2014,D,Industria manufacturera,1,Bienes,0.176011743634982
2014,E,"Electricidad, gas y agua",1,Bienes,0.0137232230965282
2014,F,Construcción,1,Bienes,0.0552364204467149
2014,G,Comercio,2,Servicios,0.143959998833975
2014,H,Hotelería y restaurantes,2,Servicios,0.0240944891562333
2014,I,Transporte y comunicaciones,2,Servicios,0.0657893019311666
2014,J,Finanzas,2,Servicios,0.0415628755269118
2014,K,Serv. inmobiliarios y profesionales,2,Servicios,0.108275662006864
2014,L,Adm. pública y defensa,2,Servicios,0.0875679852232499
2014,M,Enseñanza,2,Servicios,0.059556134425749
2014,N,Salud,2,Servicios,0.0572495609316089
2014,O,"Serv. comunitarios, sociales y personales",2,Servicios,0.0338923212855706
2014,P,Servicio doméstico,2,Servicios,0.0088170566832156
2015,A,Agro,1,Bienes,0.0585254026092328
2015,B,Pesca,1,Bienes,0.0027727580617211
2015,C,Petróleo y minería,1,Bienes,0.0379326327613356
2015,D,Industria manufacturera,1,Bienes,0.168578253578957
2015,E,"Electricidad, gas y agua",1,Bienes,0.0143449694115777
2015,F,Construcción,1,Bienes,0.0543673751701757
2015,G,Comercio,2,Servicios,0.161275405234387
2015,H,Hotelería y restaurantes,2,Servicios,0.0250032618818158
2015,I,Transporte y comunicaciones,2,Servicios,0.0638012235016166
2015,J,Finanzas,2,Servicios,0.03946735159723
2015,K,Serv. inmobiliarios y profesionales,2,Servicios,0.111720161821187
2015,L,Adm. pública y defensa,2,Servicios,0.0931862963610521
2015,M,Enseñanza,2,Servicios,0.0654362477431912
2015,N,Salud,2,Servicios,0.0599779298176363
2015,O,"Serv. comunitarios, sociales y personales",2,Servicios,0.0347190760420974
2015,P,Servicio doméstico,2,Servicios,0.008891654406787
2016,A,Agro,1,Bienes,0.0710238780649852
2016,B,Pesca,1,Bienes,0.0031648759775228
2016,C,Petróleo y minería,1,Bienes,0.0381016050942767
2016,D,Industria manufacturera,1,Bienes,0.159733311128959
2016,E,"Electricidad, gas y agua",1,Bienes,0.0179473808301778
2016,F,Construcción,1,Bienes,0.0453956971399956
2016,G,Comercio,2,Servicios,0.158962231397075
2016,H,Hotelería y restaurantes,2,Servicios,0.0243246045067387
2016,I,Transporte y comunicaciones,2,Servicios,0.0633676014256956
2016,J,Finanzas,2,Servicios,0.046255333734449
2016,K,Serv. inmobiliarios y profesionales,2,Servicios,0.110224395037967
2016,L,Adm. pública y defensa,2,Servicios,0.0932187934351768
2016,M,Enseñanza,2,Servicios,0.064474426678582
2016,N,Salud,2,Servicios,0.061409366671058
2016,O,"Serv. comunitarios, sociales y personales",2,Servicios,0.0339282204806429
2016,P,Servicio doméstico,2,Servicios,0.008468278396697
2017,A,Agro,1,Bienes,0.0589554769835519
2017,B,Pesca,1,Bienes,0.0030572539942064
2017,C,Petróleo y minería,1,Bienes,0.0349401811049257
2017,D,Industria manufacturera,1,Bienes,0.152140919984466
2017,E,"Electricidad, gas y agua",1,Bienes,0.0204909791590604
2017,F,Construcción,1,Bienes,0.0506210480071614
2017,G,Comercio,2,Servicios,0.163143811126538
2017,H,Hotelería y restaurantes,2,Servicios,0.0256862831723644
2017,I,Transporte y comunicaciones,2,Servicios,0.0666676113900765
2017,J,Finanzas,2,Servicios,0.0465400871424046
2017,K,Serv. inmobiliarios y profesionales,2,Servicios,0.116794048351119
2017,L,Adm. pública y defensa,2,Servicios,0.0912690856524281
2017,M,Enseñanza,2,Servicios,0.0644670192710136
2017,N,Salud,2,Servicios,0.062660085553327
2017,O,"Serv. comunitarios, sociales y personales",2,Servicios,0.0342316369035455
2017,P,Servicio doméstico,2,Servicios,0.0083344722038115
2018,A,Agro,1,Bienes,0.0492208769648469
2018,B,Pesca,1,Bienes,0.0044010997051183
2018,C,Petróleo y minería,1,Bienes,0.0453312651792943
2018,D,Industria manufacturera,1,Bienes,0.166142089442515
2018,E,"Electricidad, gas y agua",1,Bienes,0.0215903373186086
2018,F,Construcción,1,Bienes,0.0472195539373386
2018,G,Comercio,2,Servicios,0.174705999496379
2018,H,Hotelería y restaurantes,2,Servicios,0.0238013211211744
2018,I,Transporte y comunicaciones,2,Servicios,0.0623325192943718
2018,J,Finanzas,2,Servicios,0.0414281359333083
2018,K,Serv. inmobiliarios y profesionales,2,Servicios,0.120789158827386
2018,L,Adm. pública y defensa,2,Servicios,0.0832898812442897
2018,M,Enseñanza,2,Servicios,0.0620080273781712
2018,N,Salud,2,Servicios,0.058739608621594
2018,O,"Serv. comunitarios, sociales y personales",2,Servicios,0.0312524695475599
2018,P,Servicio doméstico,2,Servicios,0.0077476559880437
2019,A,Agro,1,Bienes,0.0591664118360818
2019,B,Pesca,1,Bienes,0.0042136989833019
2019,C,Petróleo y minería,1,Bienes,0.0474259119716289
2019,D,Industria manufacturera,1,Bienes,0.161363325196788
2019,E,"Electricidad, gas y agua",1,Bienes,0.0214690640092792
2019,F,Construcción,1,Bienes,0.0457088893500735
2019,G,Comercio,2,Servicios,0.173422278016402
2019,H,Hotelería y restaurantes,2,Servicios,0.0233614498282882
2019,I,Transporte y comunicaciones,2,Servicios,0.0694483390647244
2019,J,Finanzas,2,Servicios,0.0368194713782561
2019,K,Serv. inmobiliarios y profesionales,2,Servicios,0.119700006518946
2019,L,Adm. pública y defensa,2,Servicios,0.0814485757785177
2019,M,Enseñanza,2,Servicios,0.0617707667424167
2019,N,Salud,2,Servicios,0.0570326589609545
2019,O,"Serv. comunitarios, sociales y personales",2,Servicios,0.0300115453825113
2019,P,Servicio doméstico,2,Servicios,0.0076376069818299
2020,A,Agro,1,Bienes,0.0720191280255941
2020,B,Pesca,1,Bienes,0.0040003232087269
2020,C,Petróleo y minería,1,Bienes,0.0370357723790154
2020,D,Industria manufacturera,1,Bienes,0.174478239858319
2020,E,"Electricidad, gas y agua",1,Bienes,0.0177254110698857
2020,F,Construcción,1,Bienes,0.038733120391882
2020,G,Comercio,2,Servicios,0.193947023231596
2020,H,Hotelería y restaurantes,2,Servicios,0.0137448989931423
2020,I,Transporte y comunicaciones,2,Servicios,0.0610304383402659
2020,J,Finanzas,2,Servicios,0.0452325461482698
2020,K,Serv. inmobiliarios y profesionales,2,Servicios,0.116372170920189
2020,L,Adm. pública y defensa,2,Servicios,0.0774625453632213
2020,M,Enseñanza,2,Servicios,0.0640781644965626
2020,N,Salud,2,Servicios,0.0545864375687005
2020,O,"Serv. comunitarios, sociales y personales",2,Servicios,0.0226473589596473
2020,P,Servicio doméstico,2,Servicios,0.0069064210449822
2021,A,Agro,1,Bienes,0.0833663825650191
2021,B,Pesca,1,Bienes,0.0039568503072528
2021,C,Petróleo y minería,1,Bienes,0.0429858834677277
2021,D,Industria manufacturera,1,Bienes,0.188520310040949
2021,E,"Electricidad, gas y agua",1,Bienes,0.011444688580024
2021,F,Construcción,1,Bienes,0.0429022079592795
2021,G,Comercio,2,Servicios,0.195401501780487
2021,H,Hotelería y restaurantes,2,Servicios,0.0147050829167891
2021,I,Transporte y comunicaciones,2,Servicios,0.0561965320856049
2021,J,Finanzas,2,Servicios,0.035727390118231
2021,K,Serv. inmobiliarios y profesionales,2,Servicios,0.111597032552274
2021,L,Adm. pública y defensa,2,Servicios,0.0743288829530571
2021,M,Enseñanza,2,Servicios,0.0560773173358159
2021,N,Salud,2,Servicios,0.0523770269897351
2021,O,"Serv. comunitarios, sociales y personales",2,Servicios,0.0244714851988746
2021,P,Servicio doméstico,2,Servicios,0.0059414251488798
2022,A,Agro,1,Bienes,0.0759827389840854
2022,B,Pesca,1,Bienes,0.0031981938250166
2022,C,Petróleo y minería,1,Bienes,0.0424945668586465
2022,D,Industria manufacturera,1,Bienes,0.19143633650087
2022,E,"Electricidad, gas y agua",1,Bienes,0.0097752064478633
2022,F,Construcción,1,Bienes,0.0444466017370636
2022,G,Comercio,2,Servicios,0.195639147446179
2022,H,Hotelería y restaurantes,2,Servicios,0.0218226948180529
2022,I,Transporte y comunicaciones,2,Servicios,0.0551033733346518
2022,J,Finanzas,2,Servicios,0.0315400397756593
2022,K,Serv. inmobiliarios y profesionales,2,Servicios,0.112261366695436
2022,L,Adm. pública y defensa,2,Servicios,0.0763647928693275
2022,M,Enseñanza,2,Servicios,0.0559369174562146
2022,N,Salud,2,Servicios,0.0520575271786019
2022,O,"Serv. comunitarios, sociales y personales",2,Servicios,0.025493624453306
2022,P,Servicio doméstico,2,Servicios,0.0064468716190253
2023,A,Agro,1,Bienes,0.0694929263227684
2023,B,Pesca,1,Bienes,0.0027233767399522
2023,C,Petróleo y minería,1,Bienes,0.0464872948404012
2023,D,Industria manufacturera,1,Bienes,0.194204139391392
2023,E,"Electricidad, gas y agua",1,Bienes,0.0105873726436583
2023,F,Construcción,1,Bienes,0.0474585847802077
2023,G,Comercio,2,Servicios,0.198904344287411
2023,H,Hotelería y restaurantes,2,Servicios,0.0253034310573099
2023,I,Transporte y comunicaciones,2,Servicios,0.0510857392087674
2023,J,Finanzas,2,Servicios,0.021088368365721
2023,K,Serv. inmobiliarios y profesionales,2,Servicios,0.109767547472271
2023,L,Adm. pública y defensa,2,Servicios,0.080423510830644
2023,M,Enseñanza,2,Servicios,0.0581033894743665
2023,N,Salud,2,Servicios,0.0522887166836546
2023,O,"Serv. comunitarios, sociales y personales",2,Servicios,0.0255569271272601
2023,P,Servicio doméstico,2,Servicios,0.0065243307742145
