iso3,anio,gran_sector,sector_codigo,sector_desc,empleo_miles,share_empleo,geocodigoFundar,geonombreFundar
ARG,1952,Servicios,L,Servicios inmobiliarios,25.2150193649022,0.0037525033,ARG,Argentina
ARG,1952,Servicios,OPQ,"Administración pública, defensa, educación y salud",875.4955305609899,0.13029139,ARG,Argentina
ARG,1952,Servicios,RSTU,Otros servicios,493.2366661592851,0.07340356,ARG,Argentina
ARG,1953,Bienes,A,Agro y pesca,1891.351668036442,0.27767625,ARG,Argentina
ARG,1953,Bienes,B,Petróleo y minería,18.61080129885086,0.0027323198,ARG,Argentina
ARG,1953,Bienes,C,Industria,1539.929874825661,0.22608274,ARG,Argentina
ARG,1953,Bienes,DE,"Electricidad, gas y agua",95.5611836201581,0.014029686,ARG,Argentina
ARG,1953,Bienes,F,Construcción,277.0146628006682,0.040669534,ARG,Argentina
ARG,1953,Servicios,GI,"Comercio, hoteles y restaurantes",827.7170031105643,0.12152016,ARG,Argentina
ARG,1953,Servicios,H,Transporte,515.3363981148281,0.075658418,ARG,Argentina
ARG,1953,Servicios,JMN,Servicios empresariales,236.66266348915,0.03474531,ARG,Argentina
ARG,1953,Servicios,K,Finanzas,33.55584599542701,0.0049264566,ARG,Argentina
ARG,1953,Servicios,L,Servicios inmobiliarios,25.60311591286538,0.0037588871,ARG,Argentina
ARG,1953,Servicios,OPQ,"Administración pública, defensa, educación y salud",864.6383442446181,0.12694071,ARG,Argentina
ARG,1953,Servicios,RSTU,Otros servicios,485.3739239116612,0.071259521,ARG,Argentina
ARG,1954,Bienes,A,Agro y pesca,1760.482463403063,0.25394934,ARG,Argentina
ARG,1954,Bienes,B,Petróleo y minería,18.33787574917577,0.0026452362,ARG,Argentina
ARG,1954,Bienes,C,Industria,1680.320732433967,0.24238604,ARG,Argentina
ARG,1954,Bienes,DE,"Electricidad, gas y agua",105.5494893968348,0.0152255,ARG,Argentina
ARG,1954,Bienes,F,Construcción,313.6739794602604,0.045247428,ARG,Argentina
ARG,1954,Servicios,GI,"Comercio, hoteles y restaurantes",837.0683789364041,0.120747,ARG,Argentina
ARG,1954,Servicios,H,Transporte,530.4135823506305,0.076512091,ARG,Argentina
ARG,1954,Servicios,JMN,Servicios empresariales,241.2267611328328,0.034796927,ARG,Argentina
ARG,1954,Servicios,K,Finanzas,34.20297873441324,0.0049337749,ARG,Argentina
ARG,1954,Servicios,L,Servicios inmobiliarios,26.266816928526,0.0037889848,ARG,Argentina
ARG,1954,Servicios,OPQ,"Administración pública, defensa, educación y salud",888.1096085946275,0.12810969,ARG,Argentina
ARG,1954,Servicios,RSTU,Otros servicios,496.7628131605355,0.071657971,ARG,Argentina
ARG,1955,Bienes,A,Agro y pesca,1716.93108236,0.24366049,ARG,Argentina
ARG,1955,Bienes,B,Petróleo y minería,17.69232357966361,0.0025108289,ARG,Argentina
ARG,1955,Bienes,C,Industria,1795.412958573304,0.25479835,ARG,Argentina
ARG,1955,Bienes,DE,"Electricidad, gas y agua",111.747897693799,0.015858848,ARG,Argentina
ARG,1955,Bienes,F,Construcción,331.7136553606642,0.047075573,ARG,Argentina
ARG,1955,Servicios,GI,"Comercio, hoteles y restaurantes",855.4538477812603,0.12140284,ARG,Argentina
ARG,1955,Servicios,H,Transporte,551.6899206041786,0.078293785,ARG,Argentina
ARG,1955,Servicios,JMN,Servicios empresariales,242.4062240953021,0.034401394,ARG,Argentina
ARG,1955,Servicios,K,Finanzas,34.37021203155622,0.004877693,ARG,Argentina
ARG,1955,Servicios,L,Servicios inmobiliarios,27.25674370530685,0.0038681761,ARG,Argentina
ARG,1955,Servicios,OPQ,"Administración pública, defensa, educación y salud",874.394246644999,0.12409079,ARG,Argentina
ARG,1955,Servicios,RSTU,Otros servicios,487.3380256509331,0.069161206,ARG,Argentina
ARG,1956,Bienes,A,Agro y pesca,1666.854170032116,0.2328551,ARG,Argentina
ARG,1956,Bienes,B,Petróleo y minería,17.89199102168842,0.0024994635,ARG,Argentina
ARG,1956,Bienes,C,Industria,1824.914253302549,0.25493565,ARG,Argentina
ARG,1956,Bienes,DE,"Electricidad, gas y agua",127.5593946550891,0.017819708,ARG,Argentina
ARG,1956,Bienes,F,Construcción,337.0858632579481,0.047089998,ARG,Argentina
ARG,1956,Servicios,GI,"Comercio, hoteles y restaurantes",859.9076064658867,0.12012681,ARG,Argentina
ARG,1956,Servicios,H,Transporte,564.4104039996321,0.078846633,ARG,Argentina
ARG,1956,Servicios,JMN,Servicios empresariales,252.4474294457716,0.035266235,ARG,Argentina
ARG,1956,Servicios,K,Finanzas,35.79393107274861,0.005000317,ARG,Argentina
ARG,1956,Servicios,L,Servicios inmobiliarios,27.80795298999671,0.0038846971,ARG,Argentina
ARG,1956,Servicios,OPQ,"Administración pública, defensa, educación y salud",928.1920686636718,0.12966596,ARG,Argentina
ARG,1956,Servicios,RSTU,Otros servicios,515.4676262480401,0.072009452,ARG,Argentina
ARG,1957,Bienes,A,Agro y pesca,1606.086542354451,0.22138622,ARG,Argentina
ARG,1957,Bienes,B,Petróleo y minería,17.50201521522292,0.0024125131,ARG,Argentina
ARG,1957,Bienes,C,Industria,1892.637588085443,0.260885,ARG,Argentina
ARG,1957,Bienes,DE,"Electricidad, gas y agua",135.8833559187005,0.018730437,ARG,Argentina
ARG,1957,Bienes,F,Construcción,408.277292719966,0.056277767,ARG,Argentina
ARG,1957,Servicios,GI,"Comercio, hoteles y restaurantes",906.5042537524248,0.12495438,ARG,Argentina
ARG,1957,Servicios,H,Transporte,572.2194602325569,0.078875892,ARG,Argentina
ARG,1957,Servicios,JMN,Servicios empresariales,251.2589779497557,0.034634046,ARG,Argentina
ARG,1957,Servicios,K,Finanzas,35.62542331243952,0.0049106805,ARG,Argentina
ARG,1957,Servicios,L,Servicios inmobiliarios,28.42610652794581,0.003918312,ARG,Argentina
ARG,1957,Servicios,OPQ,"Administración pública, defensa, educación y salud",891.5826482612642,0.12289756,ARG,Argentina
ARG,1957,Servicios,RSTU,Otros servicios,508.6778632329848,0.070117183,ARG,Argentina
ARG,1958,Bienes,A,Agro y pesca,1563.120974287698,0.21254262,ARG,Argentina
ARG,1958,Bienes,B,Petróleo y minería,17.63525813954173,0.0023979233,ARG,Argentina
ARG,1958,Bienes,C,Industria,1993.553315698186,0.27106991,ARG,Argentina
ARG,1958,Bienes,DE,"Electricidad, gas y agua",136.5741875712252,0.018570434,ARG,Argentina
ARG,1958,Bienes,F,Construcción,431.6826186646729,0.058697283,ARG,Argentina
ARG,1958,Servicios,GI,"Comercio, hoteles y restaurantes",914.6723575638636,0.12437096,ARG,Argentina
ARG,1958,Servicios,H,Transporte,586.9636130367478,0.079811342,ARG,Argentina
ARG,1958,Servicios,JMN,Servicios empresariales,253.5331151746928,0.034473721,ARG,Argentina
ARG,1958,Servicios,K,Finanzas,35.9478679150963,0.0048879483,ARG,Argentina
ARG,1958,Servicios,L,Servicios inmobiliarios,29.14280676246461,0.003962642,ARG,Argentina
ARG,1958,Servicios,OPQ,"Administración pública, defensa, educación y salud",885.5660284999999,0.12041328,ARG,Argentina
ARG,1958,Servicios,RSTU,Otros servicios,505.9960013298981,0.068801917,ARG,Argentina
ARG,1959,Bienes,A,Agro y pesca,1607.139672942521,0.21489918,ARG,Argentina
ARG,1959,Bienes,B,Petróleo y minería,20.8251783406747,0.0027846452,ARG,Argentina
ARG,1959,Bienes,C,Industria,1885.10069052446,0.25206682,ARG,Argentina
ARG,1959,Bienes,DE,"Electricidad, gas y agua",151.8855816279996,0.020309428,ARG,Argentina
ARG,1959,Bienes,F,Construcción,407.6362526261108,0.054507207,ARG,Argentina
ARG,1959,Servicios,GI,"Comercio, hoteles y restaurantes",869.3775269126238,0.11624908,ARG,Argentina
ARG,1959,Servicios,H,Transporte,642.6571412946793,0.085933097,ARG,Argentina
ARG,1959,Servicios,JMN,Servicios empresariales,274.7479991886381,0.036738016,ARG,Argentina
ARG,1959,Servicios,K,Finanzas,38.95587674203757,0.0052089971,ARG,Argentina
ARG,1959,Servicios,L,Servicios inmobiliarios,29.42948665220656,0.0039351732,ARG,Argentina
ARG,1959,Servicios,OPQ,"Administración pública, defensa, educación y salud",1005.311891923687,0.1344256,ARG,Argentina
ARG,1959,Servicios,RSTU,Otros servicios,545.5079289490596,0.072942764,ARG,Argentina
ARG,1960,Bienes,A,Agro y pesca,1537.294248944668,0.20287237,ARG,Argentina
ARG,1960,Bienes,B,Petróleo y minería,24.97375955426171,0.0032957161,ARG,Argentina
ARG,1960,Bienes,C,Industria,2001.254881712766,0.26409993,ARG,Argentina
ARG,1960,Bienes,DE,"Electricidad, gas y agua",166.2252555696748,0.021936275,ARG,Argentina
ARG,1960,Bienes,F,Construcción,445.7284481144451,0.058821518,ARG,Argentina
ARG,1960,Servicios,GI,"Comercio, hoteles y restaurantes",915.0358479978288,0.12075469,ARG,Argentina
ARG,1960,Servicios,H,Transporte,650.9955351335009,0.085910037,ARG,Argentina
ARG,1960,Servicios,JMN,Servicios empresariales,269.6317949195935,0.035582542,ARG,Argentina
ARG,1960,Servicios,K,Finanzas,38.23046209486795,0.0050451658,ARG,Argentina
ARG,1960,Servicios,L,Servicios inmobiliarios,29.47427988334727,0.0038896371,ARG,Argentina
ARG,1960,Servicios,OPQ,"Administración pública, defensa, educación y salud",960.9618154976464,0.12681541,ARG,Argentina
ARG,1960,Servicios,RSTU,Otros servicios,537.8362395292098,0.070976727,ARG,Argentina
ARG,1961,Bienes,A,Agro y pesca,1446.672997667873,0.1885418,ARG,Argentina
ARG,1961,Bienes,B,Petróleo y minería,29.37145354142965,0.0038279186,ARG,Argentina
ARG,1961,Bienes,C,Industria,2036.988965627985,0.26547641,ARG,Argentina
ARG,1961,Bienes,DE,"Electricidad, gas y agua",178.3444083965746,0.023243245,ARG,Argentina
ARG,1961,Bienes,F,Construcción,451.5245579350303,0.058846228,ARG,Argentina
ARG,1961,Servicios,GI,"Comercio, hoteles y restaurantes",1019.411025022037,0.13285765,ARG,Argentina
ARG,1961,Servicios,H,Transporte,656.9551620371184,0.085619561,ARG,Argentina
ARG,1961,Servicios,JMN,Servicios empresariales,271.3145314097143,0.035359841,ARG,Argentina
ARG,1961,Servicios,K,Finanzas,38.4690533693888,0.0050135893,ARG,Argentina
ARG,1961,Servicios,L,Servicios inmobiliarios,30.44064965609951,0.0039672647,ARG,Argentina
ARG,1961,Servicios,OPQ,"Administración pública, defensa, educación y salud",980.1278976270168,0.12773797,ARG,Argentina
ARG,1961,Servicios,RSTU,Otros servicios,533.3357032748377,0.0695085,ARG,Argentina
ARG,1962,Bienes,A,Agro y pesca,1533.20759328603,0.19716708,ARG,Argentina
ARG,1962,Bienes,B,Petróleo y minería,32.01751633901787,0.0041173813,ARG,Argentina
ARG,1962,Bienes,C,Industria,1942.090193781498,0.24974848,ARG,Argentina
ARG,1962,Bienes,DE,"Electricidad, gas y agua",196.1648628627505,0.025226366,ARG,Argentina
ARG,1962,Bienes,F,Construcción,419.2318053610732,0.053912278,ARG,Argentina
ARG,1962,Servicios,GI,"Comercio, hoteles y restaurantes",1070.188476622015,0.13762386,ARG,Argentina
ARG,1962,Servicios,H,Transporte,635.4493219153984,0.081717372,ARG,Argentina
ARG,1962,Servicios,JMN,Servicios empresariales,291.9275866447426,0.03754124,ARG,Argentina
ARG,1962,Servicios,K,Finanzas,41.39173030019057,0.0053228848,ARG,Argentina
ARG,1962,Servicios,L,Servicios inmobiliarios,31.2459569414927,0.0040181605,ARG,Argentina
ARG,1962,Servicios,OPQ,"Administración pública, defensa, educación y salud",1015.174348506256,0.13054916,ARG,Argentina
ARG,1962,Servicios,RSTU,Otros servicios,568.0945348505307,0.073055692,ARG,Argentina
ARG,1963,Bienes,A,Agro y pesca,1619.252626098339,0.20526282,ARG,Argentina
ARG,1963,Bienes,B,Petróleo y minería,31.70293251301824,0.0040187882,ARG,Argentina
ARG,1963,Bienes,C,Industria,1880.552736468746,0.23838626,ARG,Argentina
ARG,1963,Bienes,DE,"Electricidad, gas y agua",208.919218830897,0.026483422,ARG,Argentina
ARG,1963,Bienes,F,Construcción,412.0316468742715,0.052230753,ARG,Argentina
ARG,1963,Servicios,GI,"Comercio, hoteles y restaurantes",1053.301465793219,0.13352063,ARG,Argentina
ARG,1963,Servicios,H,Transporte,636.7364032549714,0.080715209,ARG,Argentina
ARG,1963,Servicios,JMN,Servicios empresariales,315.8638747986927,0.040040147,ARG,Argentina
ARG,1963,Servicios,K,Finanzas,44.78560066045099,0.005677199,ARG,Argentina
ARG,1963,Servicios,L,Servicios inmobiliarios,31.72914261277938,0.0040221107,ARG,Argentina
ARG,1963,Servicios,OPQ,"Administración pública, defensa, educación y salud",1045.179786146083,0.1324911,ARG,Argentina
ARG,1963,Servicios,RSTU,Otros servicios,608.6238173674076,0.077151552,ARG,Argentina
ARG,1964,Bienes,A,Agro y pesca,1616.753662267277,0.20246017,ARG,Argentina
ARG,1964,Bienes,B,Petróleo y minería,28.68395943292539,0.0035919875,ARG,Argentina
ARG,1964,Bienes,C,Industria,1980.046272762432,0.24795398,ARG,Argentina
ARG,1964,Bienes,DE,"Electricidad, gas y agua",207.1022676291993,0.025934663,ARG,Argentina
ARG,1964,Bienes,F,Construcción,413.9422654867255,0.051836479,ARG,Argentina
ARG,1964,Servicios,GI,"Comercio, hoteles y restaurantes",1066.894546057098,0.13360332,ARG,Argentina
ARG,1964,Servicios,H,Transporte,650.7090730062588,0.081485927,ARG,Argentina
ARG,1964,Servicios,JMN,Servicios empresariales,307.8470371067792,0.038550563,ARG,Argentina
ARG,1964,Servicios,K,Finanzas,43.64891197878863,0.0054659941,ARG,Argentina
ARG,1964,Servicios,L,Servicios inmobiliarios,32.21232705784604,0.0040338323,ARG,Argentina
ARG,1964,Servicios,OPQ,"Administración pública, defensa, educación y salud",1038.708265627451,0.13007365,ARG,Argentina
ARG,1964,Servicios,RSTU,Otros servicios,598.9910991315519,0.075009473,ARG,Argentina
ARG,1965,Bienes,A,Agro y pesca,1600.680468882174,0.19791973,ARG,Argentina
ARG,1965,Bienes,B,Petróleo y minería,26.69663037757777,0.0033009646,ARG,Argentina
ARG,1965,Bienes,C,Industria,2043.585657287357,0.25268373,ARG,Argentina
ARG,1965,Bienes,DE,"Electricidad, gas y agua",213.8805637042601,0.026445741,ARG,Argentina
ARG,1965,Bienes,F,Construcción,394.8174571336423,0.048818089,ARG,Argentina
ARG,1965,Servicios,GI,"Comercio, hoteles y restaurantes",1135.410622642374,0.14039038,ARG,Argentina
ARG,1965,Servicios,H,Transporte,658.7815860383689,0.081456527,ARG,Argentina
ARG,1965,Servicios,JMN,Servicios empresariales,307.0002492051264,0.037959732,ARG,Argentina
ARG,1965,Servicios,K,Finanzas,43.52884790108524,0.0053822217,ARG,Argentina
ARG,1965,Servicios,L,Servicios inmobiliarios,33.42028850081344,0.0041323262,ARG,Argentina
ARG,1965,Servicios,OPQ,"Administración pública, defensa, educación y salud",1031.08081184974,0.1274903,ARG,Argentina
ARG,1965,Servicios,RSTU,Otros servicios,598.6407755061114,0.074020281,ARG,Argentina
ARG,1966,Bienes,A,Agro y pesca,1543.577042014641,0.18824938,ARG,Argentina
ARG,1966,Bienes,B,Petróleo y minería,27.11382593235792,0.0033067095,ARG,Argentina
ARG,1966,Bienes,C,Industria,2002.031245598623,0.24416088,ARG,Argentina
ARG,1966,Bienes,DE,"Electricidad, gas y agua",223.5866891480495,0.027267868,ARG,Argentina
ARG,1966,Bienes,F,Construcción,430.8984237778709,0.052550897,ARG,Argentina
ARG,1966,Servicios,GI,"Comercio, hoteles y restaurantes",1175.0305717679,0.14330271,ARG,Argentina
ARG,1966,Servicios,H,Transporte,659.5664745839457,0.080438472,ARG,Argentina
ARG,1966,Servicios,JMN,Servicios empresariales,325.5596667907587,0.039704144,ARG,Argentina
ARG,1966,Servicios,K,Finanzas,46.16034434875726,0.0056295577,ARG,Argentina
ARG,1966,Servicios,L,Servicios inmobiliarios,34.38665860981117,0.0041936794,ARG,Argentina
ARG,1966,Servicios,OPQ,"Administración pública, defensa, educación y salud",1093.519052933026,0.13336185,ARG,Argentina
ARG,1966,Servicios,RSTU,Otros servicios,638.2100905294299,0.077833921,ARG,Argentina
ARG,1967,Bienes,A,Agro y pesca,1573.94036905326,0.18970652,ARG,Argentina
ARG,1967,Bienes,B,Petróleo y minería,28.38327645504701,0.0034210272,ARG,Argentina
ARG,1967,Bienes,C,Industria,1931.789488422733,0.23283796,ARG,Argentina
ARG,1967,Bienes,DE,"Electricidad, gas y agua",226.866165911145,0.027344106,ARG,Argentina
ARG,1967,Bienes,F,Construcción,478.8974484319457,0.057721354,ARG,Argentina
ARG,1967,Servicios,GI,"Comercio, hoteles y restaurantes",1213.223665590556,0.14622946,ARG,Argentina
ARG,1967,Servicios,H,Transporte,646.7090148750387,0.077947631,ARG,Argentina
ARG,1967,Servicios,JMN,Servicios empresariales,336.5668271024292,0.040566292,ARG,Argentina
ARG,1967,Servicios,K,Finanzas,47.72102388654302,0.0057517993,ARG,Argentina
ARG,1967,Servicios,L,Servicios inmobiliarios,35.35302902367142,0.004261089,ARG,Argentina
ARG,1967,Servicios,OPQ,"Administración pública, defensa, educación y salud",1129.225390654174,0.13610516,ARG,Argentina
ARG,1967,Servicios,RSTU,Otros servicios,648.0358750942892,0.078107551,ARG,Argentina
ARG,1968,Bienes,A,Agro y pesca,1455.747225109045,0.17327341,ARG,Argentina
ARG,1968,Bienes,B,Petróleo y minería,29.35965212964708,0.0034945949,ARG,Argentina
ARG,1968,Bienes,C,Industria,1957.09952097316,0.23294793,ARG,Argentina
ARG,1968,Bienes,DE,"Electricidad, gas y agua",228.4610560170378,0.027193062,ARG,Argentina
ARG,1968,Bienes,F,Construcción,549.3272571693038,0.065384842,ARG,Argentina
ARG,1968,Servicios,GI,"Comercio, hoteles y restaurantes",1276.620282879229,0.15195245,ARG,Argentina
ARG,1968,Servicios,H,Transporte,654.7753278020937,0.077936023,ARG,Argentina
ARG,1968,Servicios,JMN,Servicios empresariales,347.6397043208349,0.041378554,ARG,Argentina
ARG,1968,Servicios,K,Finanzas,49.29102127095988,0.0058669685,ARG,Argentina
ARG,1968,Servicios,L,Servicios inmobiliarios,36.88311446212622,0.0043900912,ARG,Argentina
ARG,1968,Servicios,OPQ,"Administración pública, defensa, educación y salud",1168.377691714903,0.13906863,ARG,Argentina
ARG,1968,Servicios,RSTU,Otros servicios,647.8643440478832,0.077113427,ARG,Argentina
ARG,1969,Bienes,A,Agro y pesca,1436.490773505694,0.16934012,ARG,Argentina
ARG,1969,Bienes,B,Petróleo y minería,26.15403244592835,0.0030831574,ARG,Argentina
ARG,1969,Bienes,C,Industria,1999.894227005104,0.23575671,ARG,Argentina
ARG,1969,Bienes,DE,"Electricidad, gas y agua",206.1894640220396,0.02430656,ARG,Argentina
ARG,1969,Bienes,F,Construcción,621.7180279904501,0.073290974,ARG,Argentina
ARG,1969,Servicios,GI,"Comercio, hoteles y restaurantes",1351.328871110288,0.15930085,ARG,Argentina
ARG,1969,Servicios,H,Transporte,675.7543773792013,0.079661027,ARG,Argentina
ARG,1969,Servicios,JMN,Servicios empresariales,333.2465467946781,0.039284632,ARG,Argentina
ARG,1969,Servicios,K,Finanzas,47.25024910092224,0.0055700764,ARG,Argentina
ARG,1969,Servicios,L,Servicios inmobiliarios,36.88311446212622,0.0043479507,ARG,Argentina
ARG,1969,Servicios,OPQ,"Administración pública, defensa, educación y salud",1122.585851813561,0.13233557,ARG,Argentina
ARG,1969,Servicios,RSTU,Otros servicios,625.3770773315165,0.073722318,ARG,Argentina
ARG,1970,Bienes,A,Agro y pesca,1428.907449698795,0.16658975,ARG,Argentina
ARG,1970,Bienes,B,Petróleo y minería,23.55880832397057,0.002746613,ARG,Argentina
ARG,1970,Bienes,C,Industria,1964.498119771009,0.2290318,ARG,Argentina
ARG,1970,Bienes,DE,"Electricidad, gas y agua",188.1688063499527,0.021937735,ARG,Argentina
ARG,1970,Bienes,F,Construcción,691.7484404994094,0.080647767,ARG,Argentina
ARG,1970,Servicios,GI,"Comercio, hoteles y restaurantes",1381.107375536725,0.16101696,ARG,Argentina
ARG,1970,Servicios,H,Transporte,698.148007222356,0.081393868,ARG,Argentina
ARG,1970,Servicios,JMN,Servicios empresariales,323.019567434596,0.037659366,ARG,Argentina
ARG,1970,Servicios,K,Finanzas,45.80018959704508,0.0053396332,ARG,Argentina
ARG,1970,Servicios,L,Servicios inmobiliarios,36.88311446212622,0.0043000327,ARG,Argentina
ARG,1970,Servicios,OPQ,"Administración pública, defensa, educación y salud",1151.234668244125,0.13421716,ARG,Argentina
ARG,1970,Servicios,RSTU,Otros servicios,644.3291826789354,0.075119376,ARG,Argentina
ARG,1971,Bienes,A,Agro y pesca,1403.597015202903,0.16213846,ARG,Argentina
ARG,1971,Bienes,B,Petróleo y minería,23.78879538568318,0.0027479958,ARG,Argentina
ARG,1971,Bienes,C,Industria,1961.142816756957,0.22654414,ARG,Argentina
ARG,1971,Bienes,DE,"Electricidad, gas y agua",188.2650304574669,0.021747697,ARG,Argentina
ARG,1971,Bienes,F,Construcción,712.6476895175363,0.082322486,ARG,Argentina
ARG,1971,Servicios,GI,"Comercio, hoteles y restaurantes",1408.629579391365,0.1627198,ARG,Argentina
ARG,1971,Servicios,H,Transporte,678.0841370612853,0.078329831,ARG,Argentina
ARG,1971,Servicios,JMN,Servicios empresariales,318.1653935874567,0.036753319,ARG,Argentina
ARG,1971,Servicios,K,Finanzas,45.11192763105439,0.005211167,ARG,Argentina
ARG,1971,Servicios,L,Servicios inmobiliarios,36.88311446212622,0.0042606043,ARG,Argentina
ARG,1971,Servicios,OPQ,"Administración pública, defensa, educación y salud",1205.669322898628,0.13927457,ARG,Argentina
ARG,1971,Servicios,RSTU,Otros servicios,674.79546163181,0.077949934,ARG,Argentina
ARG,1972,Bienes,A,Agro y pesca,1381.437485342271,0.15800214,ARG,Argentina
ARG,1972,Bienes,B,Petróleo y minería,23.99638136474985,0.0027445899,ARG,Argentina
ARG,1972,Bienes,C,Industria,1963.318506553992,0.22455487,ARG,Argentina
ARG,1972,Bienes,DE,"Electricidad, gas y agua",188.1680371788727,0.021521749,ARG,Argentina
ARG,1972,Bienes,F,Construcción,725.0016853662855,0.082922183,ARG,Argentina
ARG,1972,Servicios,GI,"Comercio, hoteles y restaurantes",1424.63277937801,0.1629426,ARG,Argentina
ARG,1972,Servicios,H,Transporte,657.9211163973488,0.075249836,ARG,Argentina
ARG,1972,Servicios,JMN,Servicios empresariales,334.1652851611737,0.038220208,ARG,Argentina
ARG,1972,Servicios,K,Finanzas,47.38051486689352,0.0054191537,ARG,Argentina
ARG,1972,Servicios,L,Servicios inmobiliarios,36.88311446212622,0.0042185122,ARG,Argentina
ARG,1972,Servicios,OPQ,"Administración pública, defensa, educación y salud",1256.825749858197,0.14374964,ARG,Argentina
ARG,1972,Servicios,RSTU,Otros servicios,703.4269645571928,0.080454573,ARG,Argentina
ARG,1973,Bienes,A,Agro y pesca,1359.335463034736,0.15392414,ARG,Argentina
ARG,1973,Bienes,B,Petróleo y minería,24.22139912027528,0.0027427063,ARG,Argentina
ARG,1973,Bienes,C,Industria,1956.261736212858,0.22151698,ARG,Argentina
ARG,1973,Bienes,DE,"Electricidad, gas y agua",188.192456902543,0.021309944,ARG,Argentina
ARG,1973,Bienes,F,Construcción,739.5094063109015,0.08373823,ARG,Argentina
ARG,1973,Servicios,GI,"Comercio, hoteles y restaurantes",1441.470800843364,0.16322471,ARG,Argentina
ARG,1973,Servicios,H,Transporte,638.7696204447917,0.072330974,ARG,Argentina
ARG,1973,Servicios,JMN,Servicios empresariales,344.9920605799433,0.039065123,ARG,Argentina
ARG,1973,Servicios,K,Finanzas,48.91561805225915,0.0055389521,ARG,Argentina
ARG,1973,Servicios,L,Servicios inmobiliarios,38.52236378967745,0.0043620737,ARG,Argentina
ARG,1973,Servicios,OPQ,"Administración pública, defensa, educación y salud",1315.017073160617,0.14890575,ARG,Argentina
ARG,1973,Servicios,RSTU,Otros servicios,735.9957959316345,0.083340369,ARG,Argentina
ARG,1974,Bienes,A,Agro y pesca,1339.980316743577,0.1462696,ARG,Argentina
ARG,1974,Bienes,B,Petróleo y minería,25.26049597581241,0.0027573858,ARG,Argentina
ARG,1974,Bienes,C,Industria,2018.374092354914,0.22032173,ARG,Argentina
ARG,1974,Bienes,DE,"Electricidad, gas y agua",194.4678323086438,0.021227725,ARG,Argentina
ARG,1974,Bienes,F,Construcción,793.889193174343,0.086659379,ARG,Argentina
