"anio","geocodigoFundar","geonombreFundar","indust_gdp_pc","indust_gdp_pc_relative"
"1998","BGD","Bangladesh","69.9240055382223","1.25320856484233"
"1999","BGD","Bangladesh","70.8001110482676","1.2132584278303"
"2000","BGD","Bangladesh","72.8268399111243","1.17612537484908"
"2001","BGD","Bangladesh","76.4100209148954","1.29805494987488"
"2002","BGD","Bangladesh","79.3657103367256","1.34964160110721"
"2003","BGD","Bangladesh","83.4975690977367","1.35789757900687"
"2004","BGD","Bangladesh","88.2127141687945","1.35331856287046"
"2005","BGD","Bangladesh","94.2427796529993","1.41737493216817"
"2006","BGD","Bangladesh","103.183879566292","1.48232107051429"
"2007","BGD","Bangladesh","116.953532160429","1.64181837537953"
"2008","BGD","Bangladesh","128.817964905239","1.86559450164882"
"2009","BGD","Bangladesh","141.136492309513","2.27880518005656"
"2010","BGD","Bangladesh","154.651085372311","2.385814501765"
"2011","BGD","Bangladesh","174.75344959047","2.70817538724669"
"2012","BGD","Bangladesh","197.265912979367","3.10485655972522"
"2013","BGD","Bangladesh","223.435271589685","3.44088209098318"
"2014","BGD","Bangladesh","249.610881360444","3.81454276507354"
"2015","BGD","Bangladesh","282.859990832979","4.30781289659011"
"2016","BGD","Bangladesh","324.553173980138","4.99881741561089"
"2017","BGD","Bangladesh","344.607508956348","5.4409317456882"
"2018","BGD","Bangladesh","377.515528400803","5.7310288650305"
"2019","BGD","Bangladesh","420.505801720432","6.40160500908411"
"2020","BGD","Bangladesh","424.012805052968","6.7807381048199"
"2021","BGD","Bangladesh","469.294984375729","6.99148962051711"
"2022","BGD","Bangladesh","517.517587919337","7.66899453655368"
"2023","BGD","Bangladesh","556.703546238884","8.27161471288131"
"1970","BTN","Bhután","16.438611388642","0.437829073542665"
"1971","BTN","Bhután","16.2586430927364","0.432803263794416"
"1972","BTN","Bhután","15.9237141059852","0.39970479787765"
"1973","BTN","Bhután","15.7232697100438","0.364584241524352"
"1974","BTN","Bhután","15.6846141579163","0.382067472806017"
"1975","BTN","Bhután","14.9069785207534","0.389713126623984"
"1976","BTN","Bhután","16.0469795046695","0.393202698409094"
"1977","BTN","Bhután","15.1828126863495","0.360215592591104"
"1978","BTN","Bhután","17.7959586947783","0.409089964247508"
"1979","BTN","Bhután","18.6984455940288","0.430557884525862"
"1980","BTN","Bhután","11.2173927591426","0.279950806406822"
"1981","BTN","Bhután","26.664804761138","0.650523361940035"
"1982","BTN","Bhután","22.4694951166656","0.583500950569423"
"1983","BTN","Bhután","24.6285492249066","0.626646334893449"
"1984","BTN","Bhután","24.6026085813981","0.585951178663952"
"1985","BTN","Bhután","22.1737966741113","0.51954269782754"
"1986","BTN","Bhután","20.6887065001186","0.484827377461707"
"1987","BTN","Bhután","30.9161961139874","0.679904311701185"
"1988","BTN","Bhután","30.8225828041757","0.638838424086569"
"1989","BTN","Bhután","45.0282680132587","0.949190110973372"
"1990","BTN","Bhután","42.5790409504774","0.914850846886991"
"1991","BTN","Bhután","40.3946470315989","0.908172107002986"
"1992","BTN","Bhután","43.7335772500254","0.978070333708039"
"1993","BTN","Bhután","46.4346087578202","1.01515351378429"
"1994","BTN","Bhután","56.0480747830131","1.15331302574652"
"1995","BTN","Bhután","69.7484711324813","1.36102088812039"
"1996","BTN","Bhután","77.6826324411122","1.49444545295713"
"1997","BTN","Bhután","82.0783849080025","1.5167957871374"
"1998","BTN","Bhután","79.645723706239","1.42744544357036"
"1999","BTN","Bhután","80.8776441720428","1.38595098174202"
"2000","BTN","Bhután","81.494960845874","1.31611218460302"
"2001","BTN","Bhután","89.5629821403102","1.52149771588562"
"2002","BTN","Bhután","89.2751164935272","1.51815451096142"
"2003","BTN","Bhután","92.6990387455954","1.50753850260677"
"2004","BTN","Bhután","94.9160326810004","1.45615776763682"
"2005","BTN","Bhután","100.526634120871","1.51188167138944"
"2006","BTN","Bhután","110.579406206178","1.58856387716133"
"2007","BTN","Bhután","136.667777118017","1.91857110811191"
"2008","BTN","Bhután","146.62915539118","2.12354345358915"
"2009","BTN","Bhután","154.993048209498","2.50253464113301"
"2010","BTN","Bhután","184.246345000865","2.84238290822214"
"2011","BTN","Bhután","195.535111922855","3.03023132700942"
"2012","BTN","Bhután","206.505029114158","3.25027514676803"
"2013","BTN","Bhután","193.499164111588","2.97986886168298"
"2014","BTN","Bhután","208.968646871068","3.1934498836939"
"2015","BTN","Bhután","215.989439133748","3.28940861762603"
"2016","BTN","Bhután","219.079072284246","3.37428923741595"
"2017","BTN","Bhután","231.225994255552","3.65077608547617"
"2018","BTN","Bhután","235.774601171627","3.57927275383773"
"2019","BTN","Bhután","228.348787988706","3.47628674569071"
"2020","BTN","Bhután","171.658971888301","2.74514004729599"
"2021","BTN","Bhután","177.594023271275","2.64577038260631"
"2022","BTN","Bhután","188.212686089983","2.78908793638748"
"2023","BTN","Bhután","195.160812938567","2.89973912073451"
"1970","BRN","Brunei Darussalam","4426.84939883835","117.905541117997"
"1971","BRN","Brunei Darussalam","5238.21416935096","139.440676323235"
"1972","BRN","Brunei Darussalam","5853.8855038932","146.939721886433"
"1973","BRN","Brunei Darussalam","6389.63778776759","148.160102156137"
"1974","BRN","Brunei Darussalam","6976.76434866333","169.949652329289"
"1975","BRN","Brunei Darussalam","8879.8997371903","232.147211178314"
"1976","BRN","Brunei Darussalam","11508.9172394069","282.005552071958"
"1977","BRN","Brunei Darussalam","10419.7231133354","247.210237881671"
"1978","BRN","Brunei Darussalam","10463.7651964837","240.538956262012"
"1979","BRN","Brunei Darussalam","11460.4429791268","263.892742314252"
"1980","BRN","Brunei Darussalam","10182.8092029902","254.130858130156"
"1981","BRN","Brunei Darussalam","6207.35041948499","151.436565907596"
"1982","BRN","Brunei Darussalam","5760.29096274544","149.586594396839"
"1983","BRN","Brunei Darussalam","5625.67114062459","143.13901194079"
"1984","BRN","Brunei Darussalam","5599.06097315046","133.350752859167"
"1985","BRN","Brunei Darussalam","5119.94438989809","119.962754243179"
"1986","BRN","Brunei Darussalam","4484.87798166586","105.100414570352"
"1987","BRN","Brunei Darussalam","5739.37342866899","126.219432889733"
"1988","BRN","Brunei Darussalam","5549.93350919199","115.029645611565"
"1989","BRN","Brunei Darussalam","5448.55115414498","114.854759084319"
"1990","BRN","Brunei Darussalam","5575.35195771148","119.791694372304"
"1991","BRN","Brunei Darussalam","5606.86019631122","126.056158732416"
"1992","BRN","Brunei Darussalam","5506.29465967662","123.144361699375"
"1993","BRN","Brunei Darussalam","5262.78985046738","115.055122718365"
"1994","BRN","Brunei Darussalam","5527.56573195026","113.741882910499"
"1995","BRN","Brunei Darussalam","5914.31937888741","115.40772267813"
"1996","BRN","Brunei Darussalam","5757.48836890289","110.761595519861"
"1997","BRN","Brunei Darussalam","5628.28283103393","104.009791329333"
"1998","BRN","Brunei Darussalam","5893.48489493362","105.625610121297"
"1999","BRN","Brunei Darussalam","5909.57346890592","101.268765117394"
"2000","BRN","Brunei Darussalam","5964.36695503839","96.3222258344957"
"2001","BRN","Brunei Darussalam","5848.55925712403","99.3554405881138"
"2002","BRN","Brunei Darussalam","6124.92725235587","104.156525386878"
"2003","BRN","Brunei Darussalam","6188.5513128128","100.642676619624"
"2004","BRN","Brunei Darussalam","6010.15604363313","92.2050275432302"
"2005","BRN","Brunei Darussalam","5793.90667641668","87.1381140572443"
"2006","BRN","Brunei Darussalam","5748.53062007346","82.5823578106202"
"2007","BRN","Brunei Darussalam","5479.38230263511","76.9207255566718"
"2008","BRN","Brunei Darussalam","5531.31620345962","80.1067855997129"
"2009","BRN","Brunei Darussalam","4896.10518550562","79.0530477005481"
"2010","BRN","Brunei Darussalam","4878.31297678158","75.2581193732615"
"2011","BRN","Brunei Darussalam","5103.25554466097","79.0857696558727"
"2012","BRN","Brunei Darussalam","4926.23452083774","77.5362115824224"
"2013","BRN","Brunei Darussalam","4785.69229404876","73.6992095759551"
"2014","BRN","Brunei Darussalam","4401.81648358894","67.2683703897074"
"2015","BRN","Brunei Darussalam","4449.13624180698","67.7580679568769"
"2016","BRN","Brunei Darussalam","4362.09600009977","67.185666947752"
"2017","BRN","Brunei Darussalam","4699.25677656734","74.1955259599534"
"2018","BRN","Brunei Darussalam","4617.85583432037","70.103248979316"
"2019","BRN","Brunei Darussalam","4835.61779156739","73.6154292042194"
"2020","BRN","Brunei Darussalam","5927.75758926053","94.7956554203902"
"2021","BRN","Brunei Darussalam","5476.70548706248","81.5911757897039"
"2022","BRN","Brunei Darussalam","5273.64751501557","78.1491777757088"
"2023","BRN","Brunei Darussalam","5055.49911358105","75.1156358377346"
"1970","KHM","Camboya","58.289824598133","1.55250217292674"
"1971","KHM","Camboya","55.5371742197203","1.47839337680969"
"1972","KHM","Camboya","52.0896402348534","1.30751399974996"
"1973","KHM","Camboya","41.8033814912373","0.969318367947364"
"1974","KHM","Camboya","39.3686582821693","0.958996098099129"
"1975","KHM","Camboya","40.0425941359215","1.04683350399411"
"1976","KHM","Camboya","42.9727898818264","1.0529718028732"
"1977","KHM","Camboya","39.6105352860925","0.939768719781343"
"1978","KHM","Camboya","43.092099446326","0.99059262410067"
"1979","KHM","Camboya","38.5387587660059","0.887408868459253"
"1980","KHM","Camboya","35.6207970225938","0.888982945096693"
"1981","KHM","Camboya","35.0854009081401","0.855954999792138"
"1982","KHM","Camboya","33.6656864994563","0.874250176606548"
"1983","KHM","Camboya","34.2678894233788","0.871908739552472"
"1984","KHM","Camboya","35.0038607171578","0.833673932467279"
"1985","KHM","Camboya","35.3796631215886","0.828962486513661"
"1986","KHM","Camboya","35.2226586386876","0.825421793040851"
"1987","KHM","Camboya","37.7485956527813","0.830161409584887"
"1988","KHM","Camboya","48.0154988139307","0.99518414108588"
"1989","KHM","Camboya","46.3564364981386","0.97718773218286"
"1990","KHM","Camboya","42.5506208696955","0.914240214651236"
"1991","KHM","Camboya","43.5970797326152","0.980170757005848"
"1992","KHM","Camboya","42.5468052454312","0.951529022350571"
"1993","KHM","Camboya","43.264892246553","0.945857164785314"
"1994","KHM","Camboya","42.3208130791083","0.870844273836009"
"1995","KHM","Camboya","43.6202597082618","0.85117399197777"
"1996","KHM","Camboya","47.3615859231714","0.911134245886643"
"1997","KHM","Camboya","56.3730825372825","1.04176579736966"
"1998","KHM","Camboya","61.8206776691839","1.10797718384466"
"1999","KHM","Camboya","73.1848072779654","1.25412351625542"
"2000","KHM","Camboya","93.9500750454032","1.51725747491888"
"2001","KHM","Camboya","104.83710074608","1.78097474551866"
"2002","KHM","Camboya","116.705509645677","1.98461791909822"
"2003","KHM","Camboya","128.692785611227","2.09289472622349"
"2004","KHM","Camboya","147.15188740106","2.25753603273354"
"2005","KHM","Camboya","159.450534451469","2.39807432765102"
"2006","KHM","Camboya","182.036265735963","2.61510027954314"
"2007","KHM","Camboya","196.801339047063","2.7627387457058"
"2008","KHM","Camboya","205.02875097913","2.96931030379161"
"2009","KHM","Camboya","201.504479110802","3.25351327136067"
"2010","KHM","Camboya","227.676697218905","3.512386380161"
"2011","KHM","Camboya","257.239878278596","3.98647756942717"
"2012","KHM","Camboya","275.566883934417","4.33727061256806"
"2013","KHM","Camboya","300.698768514065","4.63073265021828"
"2014","KHM","Camboya","320.932539690693","4.90447728352844"
"2015","KHM","Camboya","347.483226363039","5.29199170044275"
"2016","KHM","Camboya","372.813264900296","5.74212668605239"
"2017","KHM","Camboya","406.317587154804","6.41525852259372"
"2018","KHM","Camboya","450.136686368543","6.83348405220677"
"2019","KHM","Camboya","491.364891160767","7.48033424431584"
"2020","KHM","Camboya","480.178562793149","7.6789310111576"
"2021","KHM","Camboya","543.718631889456","8.10024248691609"
"2022","KHM","Camboya","593.471724308732","8.79454441272467"
"2023","KHM","Camboya","640.659121472405","9.51904375482244"
"1970","CHN","China","35.5426153088986","0.946648714059294"
"1971","CHN","China","38.9326160170773","1.03638189141219"
"1972","CHN","China","40.9404385524596","1.02765533265147"
"1973","CHN","China","43.5893678317622","1.01073103130181"
"1974","CHN","China","43.1582290620371","1.05130769188818"
"1975","CHN","China","49.1996109348313","1.28622538627819"
"1976","CHN","China","46.9439383336084","1.1502777342835"
"1977","CHN","China","52.9540356630368","1.25634622059198"
"1978","CHN","China","60.8252704170835","1.39823923661786"
"1979","CHN","China","65.2116812707803","1.50159024680042"
"1980","CHN","China","72.3794478772715","1.80636313942096"
"1981","CHN","China","72.565844093995","1.7703402400621"
"1982","CHN","China","75.5658335127663","1.96233762513722"
"1983","CHN","China","81.6776915233472","2.07819898639837"
"1984","CHN","China","92.4303053520378","2.20137820695344"
"1985","CHN","China","107.454051781673","2.51770000310008"
"1986","CHN","China","115.902186564905","2.71609794232512"
"1987","CHN","China","128.853590966366","2.83372869525099"
"1988","CHN","China","145.776276809106","3.02140438838631"
"1989","CHN","China","150.598037126884","3.17458729549065"
"1990","CHN","China","153.012406407623","3.28761584247615"
"1991","CHN","China","172.325758599092","3.87431154319535"
"1992","CHN","China","206.15526510626","4.610515800832"
"1993","CHN","China","244.668906727051","5.34895215060679"
"1994","CHN","China","287.818510464116","5.92250203872894"
"1995","CHN","China","325.087330008421","6.34351749107658"
"1996","CHN","China","362.482433095117","6.97337624759925"
"1997","CHN","China","400.203147706373","7.39569192450047"
"1998","CHN","China","432.407025765503","7.74978755888219"
"1999","CHN","China","465.96625665416","7.98498024367191"
"2000","CHN","China","508.108195005621","8.20575136919529"
"2001","CHN","China","548.451922157158","9.31711212482749"
"2002","CHN","China","599.70764570237","10.198237799523"
"2003","CHN","China","672.182012808054","10.9315077996535"
"2004","CHN","China","805.851842100075","12.3630053458119"
"2005","CHN","China","877.165488882156","13.1922294724574"
"2006","CHN","China","986.402803046915","14.1704854005941"
"2007","CHN","China","1143.67427016018","16.0551408539081"
"2008","CHN","China","1243.69968350035","18.0117679467103"
"2009","CHN","China","1394.25796574326","22.5118410035525"
"2010","CHN","China","1536.35440094839","23.7014606189722"
"2011","CHN","China","1692.34909283197","26.2265389929491"
"2012","CHN","China","1842.58915138797","29.0013359488209"
"2013","CHN","China","1983.91039450131","30.5520328012084"
"2014","CHN","China","2151.57221247889","32.8802341144461"
"2015","CHN","China","2293.84174003983","34.9340357446132"
"2016","CHN","China","2424.52915094006","37.3429672424561"
"2017","CHN","China","2549.38162908969","40.2516227217365"
"2018","CHN","China","2691.92234497407","40.8658280278416"
"2019","CHN","China","2801.79155116521","42.6533064584761"
"2020","CHN","China","2861.97423934216","45.7681880086052"
"2021","CHN","China","3162.6124310805","47.1161480982606"
"2022","CHN","China","3246.61652376332","48.1109917116606"
"2023","CHN","China","3390.08134851745","50.3705193719544"
"1970","HKG","Hong Kong","853.917136600311","22.7433899348846"
"1971","HKG","Hong Kong","859.073827607286","22.8684493723158"
"1972","HKG","Hong Kong","921.043692111066","23.1193288413388"
"1973","HKG","Hong Kong","1006.9644502272","23.3490474372234"
"1974","HKG","Hong Kong","1007.02748111544","24.5305648505095"
"1975","HKG","Hong Kong","988.326807465198","25.8378268760058"
"1976","HKG","Hong Kong","1114.63448687615","27.312136084676"
"1977","HKG","Hong Kong","1227.96683916632","29.1337851418144"
"1978","HKG","Hong Kong","1299.95634251224","29.8831382339461"
