"anio","geocodigoFundar","geonombreFundar","industry_gdp","prop_industry_gdp"
"2007","MAC","Macao","494591143.52796","0.00505050534488055"
"2008","MAC","Macao","347717781.649989","0.00350374811798209"
"2009","MAC","Macao","258743899.609729","0.00277503581334195"
"2010","MAC","Macao","257326423.547813","0.00252817292852963"
"2011","MAC","Macao","218618423.395494","0.00205848282106136"
"2012","MAC","Macao","228540755.828905","0.00210296631606753"
"2013","MAC","Macao","208368981.10164","0.00185549933838842"
"2014","MAC","Macao","233229330.495242","0.00199280917566599"
"2015","MAC","Macao","257108350.307518","0.00211722792684316"
"2016","MAC","Macao","250348079.858381","0.00200756593161083"
"2017","MAC","Macao","277825308.13552","0.00215262786109245"
"2018","MAC","Macao","288074750.429374","0.00214420459124781"
"2019","MAC","Macao","271283110.926677","0.00198855746888267"
"2020","MAC","Macao","179474276.762585","0.00134574923886453"
"2021","MAC","Macao","224833510.743894","0.00154498755935534"
"2022","MAC","Macao","205861138.83825","0.00138458281042827"
"2023","MAC","Macao","293635618.05689","0.00194179289476927"
"1970","MDV","Maldivas","3151217.0509124","0.000111115637864241"
"1971","MDV","Maldivas","3220066.59312671","0.000110011246897839"
"1972","MDV","Maldivas","3238806.81127625","0.000104068626878187"
"1973","MDV","Maldivas","3395275.22720134","0.000100096392725926"
"1974","MDV","Maldivas","3745923.48596094","0.000108984448904136"
"1975","MDV","Maldivas","3568253.87780009","0.000106739301684081"
"1976","MDV","Maldivas","2793747.24445213","0.0000782176207736748"
"1977","MDV","Maldivas","3253894.94239838","0.0000875866092062085"
"1978","MDV","Maldivas","4897288.17858792","0.000127278597339613"
"1979","MDV","Maldivas","5916152.4044722","0.000147647356644715"
"1980","MDV","Maldivas","7033678.79613143","0.000175021896878175"
"1981","MDV","Maldivas","8225248.58818404","0.000202235053641523"
"1982","MDV","Maldivas","10346637.1784107","0.000258637988522896"
"1983","MDV","Maldivas","11683973.6662035","0.00028641587507006"
"1984","MDV","Maldivas","12527122.5868777","0.000290872592900533"
"1985","MDV","Maldivas","13087234.2066208","0.000290785671870128"
"1986","MDV","Maldivas","14081017.5622793","0.000306132115390522"
"1987","MDV","Maldivas","15443875.3910202","0.000320397249034436"
"1988","MDV","Maldivas","16901146.1967436","0.000331120320365019"
"1989","MDV","Maldivas","18661262.0727468","0.000355100268808325"
"1990","MDV","Maldivas","21569685.2454554","0.000383075724641623"
"1991","MDV","Maldivas","23650868.6744446","0.000443920942124497"
"1992","MDV","Maldivas","25827294.3472154","0.00048356611848317"
"1993","MDV","Maldivas","27982752.5380791","0.000522686168380121"
"1994","MDV","Maldivas","29903953.2425665","0.000534251264943675"
"1995","MDV","Maldivas","32117284.81117","0.000543411897053573"
"1996","MDV","Maldivas","31993253.0523593","0.000524832367086851"
"1997","MDV","Maldivas","37117507.8328005","0.000578721927152736"
"1998","MDV","Maldivas","41569860.12993","0.000635602034830744"
"1999","MDV","Maldivas","46148197.6852678","0.000679805450776012"
"2000","MDV","Maldivas","48231863.8460887","0.000665900006546038"
"2001","MDV","Maldivas","56450145.3198374","0.000778311673570757"
"2002","MDV","Maldivas","58587473.003919","0.000791213982717542"
"2003","MDV","Maldivas","68394147.5947557","0.000884294470871267"
"2004","MDV","Maldivas","68893397.2991567","0.000830293430942948"
"2005","MDV","Maldivas","72631065.5750631","0.000838897006323372"
"2006","MDV","Maldivas","82847970.898031","0.000896572636884613"
"2007","MDV","Maldivas","70206914.6805259","0.000716916189223117"
"2008","MDV","Maldivas","73081440.0275255","0.000736398802329906"
"2009","MDV","Maldivas","57626810.8089925","0.00061804921408714"
"2010","MDV","Maldivas","61380024.684982","0.000603044625660912"
"2011","MDV","Maldivas","68419346.3400401","0.000644227722813789"
"2012","MDV","Maldivas","69742682.0276785","0.000641752104846529"
"2013","MDV","Maldivas","75109104.5948352","0.000668837046406071"
"2014","MDV","Maldivas","73976649.6700618","0.000632087507752525"
"2015","MDV","Maldivas","79614528.1127557","0.000655607264801611"
"2016","MDV","Maldivas","87250845.9583264","0.000699673134897811"
"2017","MDV","Maldivas","99941459.9534109","0.000774359876059335"
"2018","MDV","Maldivas","112632470.841915","0.000838348590922508"
"2019","MDV","Maldivas","116030170.945125","0.000850523507565588"
"2020","MDV","Maldivas","93734587.3531955","0.000702848630239698"
"2021","MDV","Maldivas","105561494.757779","0.000725386512037783"
"2022","MDV","Maldivas","111769761.275376","0.000751742126080196"
"2023","MDV","Maldivas","113956503.951832","0.000753586813312077"
"1970","MMR","Myanmar","337587079.774701","0.0119037194511979"
"1971","MMR","Myanmar","341471163.823668","0.0116661154126696"
"1972","MMR","Myanmar","341471163.823668","0.0109720762022303"
"1973","MMR","Myanmar","338735893.366019","0.0099863011814452"
"1974","MMR","Myanmar","335683078.667458","0.00976641286778225"
"1975","MMR","Myanmar","362634928.352809","0.0108477144127703"
"1976","MMR","Myanmar","388150818.834031","0.0108672084100813"
"1977","MMR","Myanmar","413335334.114434","0.0111259401489817"
"1978","MMR","Myanmar","424049798.94755","0.0110208878146418"
"1979","MMR","Myanmar","437967557.392322","0.0109302039102706"
"1980","MMR","Myanmar","468012242.286762","0.0116457394176557"
"1981","MMR","Myanmar","500266095.189538","0.0123000951899531"
"1982","MMR","Myanmar","526886569.674928","0.0131707413926526"
"1983","MMR","Myanmar","548757332.944548","0.0134519998252868"
"1984","MMR","Myanmar","596806737.09789","0.0138575097254985"
"1985","MMR","Myanmar","614259164.352559","0.0136482438526454"
"1986","MMR","Myanmar","565878384.998396","0.0123026298552027"
"1987","MMR","Myanmar","537932409.709724","0.0111598973621397"
"1988","MMR","Myanmar","452216691.037055","0.00885964382933087"
"1989","MMR","Myanmar","503138013.599514","0.00957408149461651"
"1990","MMR","Myanmar","503690305.601167","0.00894549580197426"
"1991","MMR","Myanmar","483365959.935663","0.00907265924474929"
"1992","MMR","Myanmar","535723241.702249","0.0100303812350018"
"1993","MMR","Myanmar","586092272.263054","0.010947540764244"
"1994","MMR","Myanmar","635909010.821345","0.0113608789668916"
"1995","MMR","Myanmar","683958414.973827","0.0115723088664525"
"1996","MMR","Myanmar","715328600.673269","0.0117345867305792"
"1997","MMR","Myanmar","751448497.588481","0.0117162963806566"
"1998","MMR","Myanmar","801817528.148426","0.0122597682758899"
"1999","MMR","Myanmar","918381945.596123","0.013528611816401"
"2000","MMR","Myanmar","1129205997.68717","0.0155900730614765"
"2001","MMR","Myanmar","1375777018.15006","0.0189686546844064"
"2002","MMR","Myanmar","1770715422.06034","0.0239132143701439"
"2003","MMR","Myanmar","2161029500.3002","0.0279407888790136"
"2004","MMR","Myanmar","2694512454.35711","0.0324738810706618"
"2005","MMR","Myanmar","3285672912.31144","0.0379498930391876"
"2006","MMR","Myanmar","4010489674.17904","0.0434011269485741"
"2007","MMR","Myanmar","4858876349.03484","0.0496162967979367"
"2008","MMR","Myanmar","5746075110.49828","0.0578998282994272"
"2009","MMR","Myanmar","6829744915.76523","0.0732492119266411"
"2010","MMR","Myanmar","8227930491.11262","0.0808375247231048"
"2011","MMR","Myanmar","9117452049.90422","0.0858487501880199"
"2012","MMR","Myanmar","9876422845.93456","0.0908800029688768"
"2013","MMR","Myanmar","10818405950.1654","0.0963365323227146"
"2014","MMR","Myanmar","11841800169.0422","0.10118130504067"
"2015","MMR","Myanmar","13014138320.2709","0.107168425539354"
"2016","MMR","Myanmar","13620769229.4365","0.109226291181536"
"2017","MMR","Myanmar","15081252361.4466","0.116851572059017"
"2018","MMR","Myanmar","18502020353.163","0.1377146623558"
"2019","MMR","Myanmar","19817240561.0014","0.145264191329903"
"2020","MMR","Myanmar","19448479974.7558","0.145830241498741"
"2021","MMR","Myanmar","17723768412.5674","0.12179235031162"
"2022","MMR","Myanmar","18082364202.8301","0.121618537565819"
"2023","MMR","Myanmar","18067042956.5671","0.119476158494356"
"1970","MNG","Mongolia","120681939.47312","0.00425538782844771"
"1971","MNG","Mongolia","126343768.604166","0.00431644350200227"
"1972","MNG","Mongolia","130898153.051953","0.00420599061406802"
"1973","MNG","Mongolia","142547497.052535","0.00420245467370536"
"1974","MNG","Mongolia","148598750.347048","0.00432335390061013"
"1975","MNG","Mongolia","158228554.235185","0.00473318490330009"
"1976","MNG","Mongolia","164383705.610498","0.0046023141042363"
"1977","MNG","Mongolia","177385264.419839","0.00477476197256347"
"1978","MNG","Mongolia","190362308.20696","0.00494744166390862"
"1979","MNG","Mongolia","198548399.109276","0.00495510329861759"
"1980","MNG","Mongolia","212398573.771036","0.00528520029889221"
"1981","MNG","Mongolia","227660701.466394","0.00559751765305463"
"1982","MNG","Mongolia","248381467.83377","0.00620886594544321"
"1983","MNG","Mongolia","267750833.77118","0.00656352808951762"
"1984","MNG","Mongolia","298662082.672812","0.00693476205614161"
"1985","MNG","Mongolia","314236490.233385","0.00698203054182367"
"1986","MNG","Mongolia","334810225.225228","0.00727903094000439"
"1987","MNG","Mongolia","353793384.313037","0.00733976571232825"
"1988","MNG","Mongolia","369648200.022415","0.00724199583797206"
"1989","MNG","Mongolia","391402120.381276","0.00744788844493633"
"1990","MNG","Mongolia","392327189.800754","0.00696769659915185"
"1991","MNG","Mongolia","334814645.889836","0.00628438790500307"
"1992","MNG","Mongolia","326684423.999279","0.00611653380174039"
"1993","MNG","Mongolia","298639915.655707","0.0055782558569615"
"1994","MNG","Mongolia","289469574.480485","0.00517153986546408"
"1995","MNG","Mongolia","435621237.508664","0.00737054095522667"
"1996","MNG","Mongolia","367557658.957752","0.0060295886722114"
"1997","MNG","Mongolia","317270309.185318","0.00494675681317741"
"1998","MNG","Mongolia","323795789.863942","0.00495082885205504"
"1999","MNG","Mongolia","309601478.959266","0.00456071490375914"
"2000","MNG","Mongolia","298290346.589261","0.00411826390081578"
"2001","MNG","Mongolia","407579400.648882","0.00561953921703228"
"2002","MNG","Mongolia","510309697.362892","0.0068916467525894"
"2003","MNG","Mongolia","584755263.409845","0.00756052768301256"
"2004","MNG","Mongolia","565262471.205575","0.00681246295000626"
"2005","MNG","Mongolia","457271404.87766","0.00528153634525302"
"2006","MNG","Mongolia","513543934.500803","0.00555752222439073"
"2007","MNG","Mongolia","654772361.255656","0.00668619192534086"
"2008","MNG","Mongolia","672343165.260781","0.0067748076866884"
"2009","MNG","Mongolia","611615555.834172","0.00655959454115396"
"2010","MNG","Mongolia","648938005.230988","0.00637566665132687"
"2011","MNG","Mongolia","699926094.127189","0.00659041364582035"
"2012","MNG","Mongolia","761100313.848714","0.00700342622639493"
"2013","MNG","Mongolia","839150116.774396","0.00747252531663506"
"2014","MNG","Mongolia","874266149.649102","0.00747009649813511"
"2015","MNG","Mongolia","815191862.867543","0.00671291685289148"
"2016","MNG","Mongolia","756571620.951195","0.00606702241097439"
"2017","MNG","Mongolia","880516636.348524","0.00682236134742151"
"2018","MNG","Mongolia","1052591154.26471","0.00783467062738826"
"2019","MNG","Mongolia","1092752364.15943","0.00801008536051386"
"2020","MNG","Mongolia","1130406353.31765","0.00847610876068445"
"2021","MNG","Mongolia","1120575408.85081","0.00770025366888528"
"2022","MNG","Mongolia","1189315889.93436","0.00799911215232403"
"2023","MNG","Mongolia","1249550091.75802","0.00826319199928914"
"1970","MYS","Malasia","1856757065.57969","0.0654714487664657"
"1971","MYS","Malasia","2219983673.04643","0.0758441370392717"
"1972","MYS","Malasia","2445805478.34732","0.078588082764484"
"1973","MYS","Malasia","2996619511.15251","0.0883435902442987"
"1974","MYS","Malasia","3307273846.65099","0.0962223117752381"
"1975","MYS","Malasia","3405249444.71262","0.101863253074588"
"1976","MYS","Malasia","4034921885.72625","0.112967266647283"
"1977","MYS","Malasia","4462669008.8835","0.120123745055406"
"1978","MYS","Malasia","4876078239.77889","0.126727359355891"
"1979","MYS","Malasia","5428867746.7821","0.135486363025437"
"1980","MYS","Malasia","5929430515.01617","0.147544436734337"
"1981","MYS","Malasia","6209555749.76698","0.152675001452011"
"1982","MYS","Malasia","6559542726.06803","0.163970854205678"
"1983","MYS","Malasia","7073670880.9189","0.173400907362222"
"1984","MYS","Malasia","7943212166.61511","0.184436825203789"
"1985","MYS","Malasia","7639347505.22088","0.169738904483824"
"1986","MYS","Malasia","8214519900.23144","0.178589959344411"
"1987","MYS","Malasia","9315351028.75556","0.193255434134025"
"1988","MYS","Malasia","10954728008.092","0.214620535514328"
"1989","MYS","Malasia","12509999590.1994","0.238049505974167"
"1990","MYS","Malasia","14422694625.8948","0.256145795927345"
"1991","MYS","Malasia","16441650496.8354","0.308605704048554"
"1992","MYS","Malasia","17592809545.9235","0.329391321869265"
"1993","MYS","Malasia","20158012523.335","0.376528874836118"
"1994","MYS","Malasia","22450922110.3024","0.401098591858003"
"1995","MYS","Malasia","25001182157.7255","0.423010223460313"
"1996","MYS","Malasia","29546600076.4118","0.484696321192889"
"1997","MYS","Malasia","32535739511.2533","0.507284755110976"
"1998","MYS","Malasia","28169636752.1715","0.430712982534957"
"1999","MYS","Malasia","31457634786.2684","0.463399930417071"
"2000","MYS","Malasia","37218964450.7444","0.513853429974743"
"2001","MYS","Malasia","35629685772.7324","0.491247634624431"
"2002","MYS","Malasia","37097831436.7542","0.500999982697579"
"2003","MYS","Malasia","40497338117.2908","0.523605797301733"
"2004","MYS","Malasia","44368180799.1142","0.534719007983142"
"2005","MYS","Malasia","46673430029.0862","0.539083385549101"
"2006","MYS","Malasia","50141040794.1412","0.542621438686443"
"2007","MYS","Malasia","51699065799.9525","0.527923743812915"
"2008","MYS","Malasia","52094571647.5959","0.524926440348332"
"2009","MYS","Malasia","47420184962.7906","0.508582856428802"
"2010","MYS","Malasia","53064792060.2972","0.521349377554188"
"2011","MYS","Malasia","55950243367.4401","0.526820260695611"
"2012","MYS","Malasia","58420533724.4354","0.537568951951618"
"2013","MYS","Malasia","60413912763.6586","0.537978227708203"
"2014","MYS","Malasia","64101016158.407","0.547705954901728"
"2015","MYS","Malasia","67182023640.8317","0.553228459768338"
"2016","MYS","Malasia","70131487531.2962","0.562391312051067"
"2017","MYS","Malasia","74372977963.8582","0.57625183807705"
"2018","MYS","Malasia","78054701438.8562","0.580978544437564"
"2019","MYS","Malasia","80983991473.2988","0.593628259990301"
"2020","MYS","Malasia","78762253049.1223","0.590581803721792"
"2021","MYS","Malasia","86247337681.3629","0.592665494144288"
"2022","MYS","Malasia","93235430924.7218","0.627083750287968"
"2023","MYS","Malasia","93893989323.5903","0.620914732812712"
"1970","NPL","Nepal","114719572.488328","0.00404514772121548"
"1971","NPL","Nepal","115574258.722283","0.003948510983739"
"1972","NPL","Nepal","125082006.850167","0.00401910748573962"
"1973","NPL","Nepal","126229143.18247","0.00372137191949075"
"1974","NPL","Nepal","137725155.427916","0.00400699593059024"
"1975","NPL","Nepal","136335183.500082","0.00407827547594277"
"1976","NPL","Nepal","140907016.031322","0.00394502815749512"
"1977","NPL","Nepal","155856836.334791","0.00419527122351082"
"1978","NPL","Nepal","153732445.593317","0.00399544591356837"
"1979","NPL","Nepal","149291002.498168","0.00372580359373967"
"1980","NPL","Nepal","153130897.850069","0.00381041855751473"
"1981","NPL","Nepal","158997644.657681","0.00390929184102884"
"1982","NPL","Nepal","172297055.819438","0.00430696110988998"
"1983","NPL","Nepal","180228529.858341","0.00441804420026054"
"1984","NPL","Nepal","210734145.944274","0.00489312585698645"
"1985","NPL","Nepal","261508724.424869","0.00581047064117763"
"1986","NPL","Nepal","301188064.93767","0.00654805940280511"
"1987","NPL","Nepal","308165796.734081","0.00639317988654029"
"1988","NPL","Nepal","325766344.090488","0.00638228052486562"
"1989","NPL","Nepal","302750243.691701","0.00576095510033661"
"1990","NPL","Nepal","332431640.131081","0.00590395687224264"
"1991","NPL","Nepal","391169561.510735","0.00734215570119432"
"1992","NPL","Nepal","516352152.809145","0.00966769507280067"
"1993","NPL","Nepal","548428890.026428","0.0102440313820734"
"1994","NPL","Nepal","616019157.699812","0.0110055353404644"
"1995","NPL","Nepal","628100006.782785","0.0106272064476163"
"1996","NPL","Nepal","684855451.020272","0.0112346908544455"
"1997","NPL","Nepal","733163423.918298","0.0114312025343724"
"1998","NPL","Nepal","758248880.60237","0.0115936048356344"
"1999","NPL","Nepal","798366339.482714","0.0117606714133866"
"2000","NPL","Nepal","855860535.95766","0.0118162038754162"
"2001","NPL","Nepal","888076557.782262","0.0122444388412154"
"2002","NPL","Nepal","847905766.546704","0.0114508249651544"
"2003","NPL","Nepal","855452646.931514","0.0110604791839197"
"2004","NPL","Nepal","881264163.116669","0.0106208704207734"
"2005","NPL","Nepal","911980476.160249","0.0105334774482349"
"2006","NPL","Nepal","938081769.416139","0.0101518291456285"
"2007","NPL","Nepal","970160373.398061","0.009906768884472"
"2008","NPL","Nepal","969881603.491751","0.00977292799572818"
"2009","NPL","Nepal","967871541.639462","0.010380450301689"
"2010","NPL","Nepal","1004968052.11852","0.00987357997819884"
"2011","NPL","Nepal","1054524149.28573","0.00992926310593712"
"2012","NPL","Nepal","1161004145.67885","0.0106832262907419"
"2013","NPL","Nepal","1194563452.53312","0.0106374359759287"
"2014","NPL","Nepal","1266819973.5644","0.0108242409386309"
"2015","NPL","Nepal","1267621988.36599","0.0104385745201931"
"2016","NPL","Nepal","1147094201.46367","0.00919866148168384"
"2017","NPL","Nepal","1340116607.54149","0.010383403750602"
"2018","NPL","Nepal","1463489040.69322","0.0108930752022454"
"2019","NPL","Nepal","1558953865.04567","0.0114274321810545"
"2020","NPL","Nepal","1418200267.3656","0.010634069487793"
"2021","NPL","Nepal","1540971189.41614","0.0105890857154513"
"2022","NPL","Nepal","1644243126.60287","0.0110588660983166"
"2023","NPL","Nepal","1611661275.28804","0.0106578092734063"
"1970","OMN","Omán","59785287.7980795","0.00210809991227276"
"1971","OMN","Omán","60941554.502379","0.00208202414602533"
"1972","OMN","Omán","68607812.7412861","0.00220449112316394"
"1973","OMN","Omán","56328447.3793322","0.00166062366471858"
"1974","OMN","Omán","71064934.3858962","0.00206757365426237"
"1975","OMN","Omán","91840615.3486599","0.0027472829804913"
"1976","OMN","Omán","114411838.443272","0.00320323243598572"
"1977","OMN","Omán","152502801.816979","0.00410498911060425"
"1978","OMN","Omán","113636569.879409","0.0029533698433296"
"1979","OMN","Omán","140374590.116498","0.00350327979298149"
"1980","OMN","Omán","167112602.909794","0.00415833102438629"
"1981","OMN","Omán","276632730.425378","0.00680159808871243"
"1982","OMN","Omán","412588744.543611","0.0103136044239195"
"1983","OMN","Omán","560818570.954189","0.0137476637952384"
"1984","OMN","Omán","751534650.070846","0.0174502030138739"
"1985","OMN","Omán","895043781.736305","0.0198870061707694"
"1986","OMN","Omán","1021558408.84556","0.0222094628681256"
"1987","OMN","Omán","1018725991.00598","0.0211343977320601"
"1988","OMN","Omán","1061212246.19333","0.0207908348253043"
"1989","OMN","Omán","1249095912.43294","0.023768718993561"
"1990","OMN","Omán","1405822987.39972","0.0249672933790012"
"1991","OMN","Omán","1499292748.81187","0.0281413532303849"
"1992","OMN","Omán","1671126046.46679","0.0312886020859245"
"1993","OMN","Omán","1926043582.55337","0.0359763157297695"
"1994","OMN","Omán","1966058669.65864","0.035124765033523"
"1995","OMN","Omán","2422958299.38338","0.0409955067400872"
"1996","OMN","Omán","2373060224.72829","0.0389287957978364"
"1997","OMN","Omán","2461922908.48976","0.0383853564878514"
"1998","OMN","Omán","1931179139.73473","0.0295276767110005"
"1999","OMN","Omán","2224206663.04877","0.0327646124666657"
"2000","OMN","Omán","2961658453.17358","0.0408893255638792"
"2001","OMN","Omán","3678140502.65108","0.0507127071866144"
"2002","OMN","Omán","4026681837.04046","0.0543796618981682"
"2003","OMN","Omán","3868347076.46552","0.0500153602527212"
"2004","OMN","Omán","3862299674.48686","0.0465478866448466"
"2005","OMN","Omán","4093275761.34992","0.0472777971115356"
"2006","OMN","Omán","4972699596.94648","0.0538140686095586"
"2007","OMN","Omán","5034565754.90743","0.0514103448616951"
"2008","OMN","Omán","5717057304.03265","0.0576074328852224"
"2009","OMN","Omán","6130925800.3633","0.0657543566847849"
"2010","OMN","Omán","6548830628.95708","0.0643407547557146"
"2011","OMN","Omán","6452549696.77195","0.0607563740354168"
"2012","OMN","Omán","6580899022.84571","0.060555540408062"
"2013","OMN","Omán","6903384878.23197","0.0614737664237646"
"2014","OMN","Omán","6618018380.17033","0.0565471234888214"
"2015","OMN","Omán","7017939778.93368","0.0577911144118427"
"2016","OMN","Omán","7290663619.79531","0.0584645502782177"
"2017","OMN","Omán","7331045700.78504","0.0568019282777295"
"2018","OMN","Omán","7936691552.69366","0.0590745646442056"
"2019","OMN","Omán","7887557516.40001","0.0578173162232656"
"2020","OMN","Omán","6995957431.82521","0.0524576811721138"
"2021","OMN","Omán","7491480459.5897","0.0514791770716237"
"2022","OMN","Omán","8793776255.21881","0.0591452641836153"
"2023","OMN","Omán","8403625747.92589","0.0555726205002183"
"1970","PAK","Pakistán","2317510320.25899","0.081718153123721"
"1971","PAK","Pakistán","2467214515.64605","0.0842906000174109"
"1972","PAK","Pakistán","2498049111.12296","0.0802667636623874"
"1973","PAK","Pakistán","2716125670.36711","0.0800743278824367"
"1974","PAK","Pakistán","2888620653.72031","0.0840419541986598"
"1975","PAK","Pakistán","2903814512.35063","0.0868635315431924"
"1976","PAK","Pakistán","2944033549.91484","0.0824252445204194"
"1977","PAK","Pakistán","2997212055.16226","0.0806773561011589"
"1978","PAK","Pakistán","3303323618.84999","0.0858520841400173"
"1979","PAK","Pakistán","3567875510.40732","0.0890422274366768"
"1980","PAK","Pakistán","3933868752.27672","0.097888059868747"
"1981","PAK","Pakistán","4352146742.98166","0.107006690507453"
"1982","PAK","Pakistán","4950703484.0428","0.123754217801112"
"1983","PAK","Pakistán","5298912415.358","0.129895246234111"
"1984","PAK","Pakistán","5716739888.01177","0.132739417422619"
"1985","PAK","Pakistán","6179197610.86813","0.137295787675716"
"1986","PAK","Pakistán","6645723195.09286","0.144483116437809"
"1987","PAK","Pakistán","7145953916.17804","0.148249316865218"
"1988","PAK","Pakistán","7859340571.84034","0.153976975153731"
"1989","PAK","Pakistán","8170590077.20039","0.155476018793697"
"1990","PAK","Pakistán","8638277907.49349","0.153415060600664"
"1991","PAK","Pakistán","9178141220.57884","0.172271435509407"
"1992","PAK","Pakistán","9916748616.60113","0.185671931873118"
"1993","PAK","Pakistán","10035530167.9483","0.187452353159683"
"1994","PAK","Pakistán","10491827986.4823","0.187442520655458"
"1995","PAK","Pakistán","10757866118.5901","0.182018887029898"
"1996","PAK","Pakistán","11328635945.4322","0.185840271052647"
"1997","PAK","Pakistán","11645190008.4022","0.181567330276598"
"1998","PAK","Pakistán","12863322629.3946","0.196679854403478"
"1999","PAK","Pakistán","13748586332.4525","0.202529338047139"
"2000","PAK","Pakistán","14515367259.3444","0.200402439015415"
"2001","PAK","Pakistán","16064603197.4055","0.221492223429742"
"2002","PAK","Pakistán","16751261267.9277","0.226222969924861"
"2003","PAK","Pakistán","17992038958.4741","0.232626052523521"
"2004","PAK","Pakistán","20931917879.7241","0.252268498780868"
"2005","PAK","Pakistán","24224083717.2864","0.279790901461529"
"2006","PAK","Pakistán","26753464557.9922","0.289523376427414"
"2007","PAK","Pakistán","28910736821.263","0.295221280750591"
"2008","PAK","Pakistán","30685009521.9551","0.309194841439068"
"2009","PAK","Pakistán","29476888938.9941","0.316140487157348"
"2010","PAK","Pakistán","29985539758.4132","0.294601031714427"
"2011","PAK","Pakistán","30769017987.3412","0.289717096867396"
"2012","PAK","Pakistán","31388463411.4033","0.288827614260261"
"2013","PAK","Pakistán","33073557722.7264","0.29451583507401"
"2014","PAK","Pakistán","34979789600.2312","0.298881986798948"
"2015","PAK","Pakistán","36419663020.2227","0.299907519691234"
"2016","PAK","Pakistán","37886730743.0787","0.303817428689463"
"2017","PAK","Pakistán","39730839439.1617","0.307839888652663"
"2018","PAK","Pakistán","42543370196.6593","0.316659789054287"
"2019","PAK","Pakistán","44466955166.9984","0.325951348440948"
"2020","PAK","Pakistán","40999929995.6758","0.307429151299313"
"2021","PAK","Pakistán","45314238755.3855","0.311385677815955"
"2022","PAK","Pakistán","50233162873.3117","0.337858685812864"
"2023","PAK","Pakistán","47574195778.6304","0.314605005852556"
"1970","PHL","Filipinas","12393798021.0435","0.437019967339313"
"1971","PHL","Filipinas","13217813599.8611","0.451577044551736"
"1972","PHL","Filipinas","13953300505.6305","0.44834437762204"
"1973","PHL","Filipinas","16083641858.8062","0.47416318979514"
"1974","PHL","Filipinas","16503449219.5903","0.480153779156288"
"1975","PHL","Filipinas","16691180552.394","0.49929321664294"
"1976","PHL","Filipinas","17514419565.9763","0.490357970071561"
"1977","PHL","Filipinas","18593586601.6312","0.500492250748113"
"1978","PHL","Filipinas","19856792060.1505","0.516070230894409"
"1979","PHL","Filipinas","20656507188.0442","0.51551726110399"
"1980","PHL","Filipinas","21464328899.1324","0.534105646281346"
"1981","PHL","Filipinas","21732012813.7989","0.534327288715683"
"1982","PHL","Filipinas","21980740580.5132","0.549459155855003"
"1983","PHL","Filipinas","21629216737.1803","0.530209260636962"
"1984","PHL","Filipinas","19763271786.9161","0.45889182204379"
"1985","PHL","Filipinas","19247137139.8639","0.427652750491805"
"1986","PHL","Filipinas","19625598949.5457","0.426675564862935"
"1987","PHL","Filipinas","20620777708.7116","0.427796798636653"
"1988","PHL","Filipinas","22571913715.5036","0.442219670413191"
"1989","PHL","Filipinas","23590385399.6671","0.448895265714509"
"1990","PHL","Filipinas","24116151975.0909","0.428300751183743"
"1991","PHL","Filipinas","24302125366.6378","0.456144868794711"
"1992","PHL","Filipinas","23852499421.8396","0.446591904149054"
"1993","PHL","Filipinas","23957871377.1318","0.447505940511612"
"1994","PHL","Filipinas","24995390461.8948","0.446556977390534"
"1995","PHL","Filipinas","26554144178.6506","0.449285733448305"
"1996","PHL","Filipinas","27891472447.5396","0.457544829287074"
"1997","PHL","Filipinas","28807058727.3528","0.449148596327994"
"1998","PHL","Filipinas","28509931990.3517","0.435916087504627"
"1999","PHL","Filipinas","29284739144.6788","0.431391176549927"
"2000","PHL","Filipinas","33416326991.411","0.461353358297175"
"2001","PHL","Filipinas","34316160474.7094","0.473137281370433"
"2002","PHL","Filipinas","35607238834.6724","0.480869779962542"
"2003","PHL","Filipinas","37057385863.7887","0.479129319930352"
"2004","PHL","Filipinas","38584348449.4064","0.465013082685472"
"2005","PHL","Filipinas","41069930445.4458","0.474362332809044"
"2006","PHL","Filipinas","42235455510.5076","0.457067968069916"
"2007","PHL","Filipinas","43454167902.1252","0.443731170925452"
"2008","PHL","Filipinas","45705993001.7171","0.460552480808897"
"2009","PHL","Filipinas","43738532371.8503","0.46909702581578"
"2010","PHL","Filipinas","47050167084.2983","0.462257070476158"
"2011","PHL","Filipinas","48807383168.1058","0.459564012181857"
"2012","PHL","Filipinas","51578519839.2489","0.47461070766636"
"2013","PHL","Filipinas","53939881140.7109","0.480327797545445"
"2014","PHL","Filipinas","58063818564.0991","0.496121607702777"
"2015","PHL","Filipinas","61068605905.329","0.502885875629848"
"2016","PHL","Filipinas","65246844534.3804","0.523220878332395"
"2017","PHL","Filipinas","70488410277.3207","0.546153685081351"
"2018","PHL","Filipinas","74114977301.1995","0.551654299353182"
"2019","PHL","Filipinas","76922171579.8596","0.563854337615392"
"2020","PHL","Filipinas","69397616390.9262","0.520363091144495"
"2021","PHL","Filipinas","75561762758.9771","0.519237470603567"
"2022","PHL","Filipinas","79231685504.0137","0.532897225815466"
"2023","PHL","Filipinas","80295888626.2635","0.530991393501367"
"1970","PRK","Corea del Norte","2193488004.74788","0.0773449796879442"
"1971","PRK","Corea del Norte","2421610757.24114","0.0827325805851232"
"1972","PRK","Corea del Norte","2673458276.00024","0.0859029723016532"
"1973","PRK","Corea del Norte","2951497936.70003","0.0870133573369269"
"1974","PRK","Corea del Norte","3258453722.12166","0.094801931891025"
