"anio","geocodigoFundar","geonombreFundar","variable","variacion_interanual"
"1963","GTM","Guatemala","Var. interanual del PIB","0.0954104393054873"
"1963","GUY","Guyana","Var. interanual de las importaciones industriales","-0.094857070450925"
"1963","GUY","Guyana","Var. interanual del PIB","-0.122786572607531"
"1963","HKG","Hong Kong","Var. interanual de las importaciones industriales","0.209533286310366"
"1963","HKG","Hong Kong","Var. interanual del PIB","0.157638543173"
"1963","HND","Honduras","Var. interanual de las importaciones industriales","0.396351109396689"
"1963","HND","Honduras","Var. interanual del PIB","0.0358043670755022"
"1963","HTI","Haití","Var. interanual de las importaciones industriales","-0.129465143329844"
"1963","HTI","Haití","Var. interanual del PIB","-0.0189279255057041"
"1963","HUN","Hungría","Var. interanual de las importaciones industriales","0.374637400699051"
"1963","HUN","Hungría","Var. interanual del PIB","0.0569999999999991"
"1963","IDN","Indonesia","Var. interanual de las importaciones industriales","-0.135590234068569"
"1963","IDN","Indonesia","Var. interanual del PIB","-0.0223702998571647"
"1963","IND","India","Var. interanual de las importaciones industriales","0.126985045243517"
"1963","IND","India","Var. interanual del PIB","0.0599435326188542"
"1963","IRL","Irlanda","Var. interanual de las importaciones industriales","0.17358436497753"
"1963","IRL","Irlanda","Var. interanual del PIB","0.0474463421958919"
"1963","IRN","Irán","Var. interanual de las importaciones industriales","0.194129008574556"
"1963","IRN","Irán","Var. interanual del PIB","0.0704207522912907"
"1963","IRQ","Iraq","Var. interanual de las importaciones industriales","0.178075807149713"
"1963","IRQ","Iraq","Var. interanual del PIB","0.0244770235047196"
"1963","ISL","Islandia","Var. interanual de las importaciones industriales","0.288189146389428"
"1963","ISL","Islandia","Var. interanual del PIB","0.102810143934205"
"1963","ISR","Israel","Var. interanual de las importaciones industriales","0.0467115593581824"
"1963","ISR","Israel","Var. interanual del PIB","0.10695723149721"
"1963","ITA","Italia","Var. interanual de las importaciones industriales","0.269975965725492"
"1963","ITA","Italia","Var. interanual del PIB","0.0560972797819839"
"1963","JAM","Jamaica","Var. interanual de las importaciones industriales","-0.0264507437727861"
"1963","JOR","Jordania","Var. interanual de las importaciones industriales","0.291790071421268"
"1963","JPN","Japón","Var. interanual de las importaciones industriales","0.261921833739413"
"1963","JPN","Japón","Var. interanual del PIB","0.0847364238279387"
"1963","KEN","Kenia","Var. interanual de las importaciones industriales","0.197795973973323"
"1963","KEN","Kenia","Var. interanual del PIB","0.0877834021621189"
"1963","KHM","Camboya","Var. interanual de las importaciones industriales","0.0911357726826902"
"1963","KOR","Corea del Sur","Var. interanual de las importaciones industriales","0.0635163469496804"
"1963","KOR","Corea del Sur","Var. interanual del PIB","0.0902056828279745"
"1963","KWT","Kuwait","Var. interanual de las importaciones industriales","0.16041334973514"
"1963","LAO","Laos","Var. interanual de las importaciones industriales","0.311500148747794"
"1963","LBN","Líbano","Var. interanual de las importaciones industriales","0.304406268967904"
"1963","LBR","Liberia","Var. interanual de las importaciones industriales","0.523419920795663"
"1963","LBR","Liberia","Var. interanual del PIB","0.0227446063593879"
"1963","LBY","Libia","Var. interanual de las importaciones industriales","0.113212954207063"
"1963","LBY","Libia","Var. interanual del PIB","0.350203767261421"
"1963","LKA","Sri Lanka","Var. interanual de las importaciones industriales","0.00386374184425997"
"1963","LKA","Sri Lanka","Var. interanual del PIB","0.0251674859433066"
"1963","MAR","Marruecos","Var. interanual de las importaciones industriales","0.234087119534383"
"1963","MDG","Madagascar","Var. interanual de las importaciones industriales","0.0471168148048269"
"1963","MDG","Madagascar","Var. interanual del PIB","-0.00929401622790604"
"1963","MEX","México","Var. interanual de las importaciones industriales","0.0521390491813762"
"1963","MEX","México","Var. interanual del PIB","0.0810688692761126"
"1963","MLI","Malí","Var. interanual de las importaciones industriales","-0.0694272468703879"
"1963","MLT","Malta","Var. interanual de las importaciones industriales","0.218589813985241"
"1963","MMR","Myanmar","Var. interanual de las importaciones industriales","0.143283720343411"
"1963","MMR","Myanmar","Var. interanual del PIB","0.133492949251207"
"1963","MNG","Mongolia","Var. interanual de las importaciones industriales","1.39410169994314"
"1963","MOZ","Mozambique","Var. interanual de las importaciones industriales","0.138928765527258"
"1963","MRT","Mauritania","Var. interanual de las importaciones industriales","-0.279948690817691"
"1963","MRT","Mauritania","Var. interanual del PIB","-0.0198376757520143"
"1963","MTQ","Martinica","Var. interanual de las importaciones industriales","0.13609812495114"
"1963","MUS","Mauricio","Var. interanual de las importaciones industriales","0.235628619401338"
"1963","MUS","Mauricio","Var. interanual del PIB","0.138945256143362"
"1963","NCL","Nueva Caledonia","Var. interanual de las importaciones industriales","0.3404994856475"
"1963","NER","Níger","Var. interanual de las importaciones industriales","0.0923011639065017"
"1963","NER","Níger","Var. interanual del PIB","0.0942822932000851"
"1963","NGA","Nigeria","Var. interanual de las importaciones industriales","0.0701904938584748"
"1963","NGA","Nigeria","Var. interanual del PIB","0.0857861891529714"
"1963","NIC","Nicaragua","Var. interanual de las importaciones industriales","0.200826839417908"
"1963","NIC","Nicaragua","Var. interanual del PIB","0.108654792457821"
"1963","NLD","Países Bajos","Var. interanual de las importaciones industriales","0.202031587603262"
"1963","NLD","Países Bajos","Var. interanual del PIB","0.0362462153047347"
"1963","NOR","Noruega","Var. interanual de las importaciones industriales","0.149464482453052"
"1963","NOR","Noruega","Var. interanual del PIB","0.0378504308366034"
"1963","NZL","Nueva Zelanda","Var. interanual de las importaciones industriales","0.521263608985662"
"1963","NZL","Nueva Zelanda","Var. interanual del PIB","0.0610211735868673"
"1963","OMN","Omán","Var. interanual de las importaciones industriales","0.551875684436858"
"1963","OMN","Omán","Var. interanual del PIB","0.0453124355891472"
"1963","PAK","Pakistán","Var. interanual de las importaciones industriales","0.0828715472436632"
"1963","PAK","Pakistán","Var. interanual del PIB","0.0868883151825786"
"1963","PAN","Panamá","Var. interanual de las importaciones industriales","0.223135882741419"
"1963","PAN","Panamá","Var. interanual del PIB","0.0853878880093755"
"1963","PCZ","Zona del Canal de Panamá (ex)","Var. interanual de las importaciones industriales","0.616092642167896"
"1963","PER","Perú","Var. interanual de las importaciones industriales","0.099130108231456"
"1963","PER","Perú","Var. interanual del PIB","0.0432824981844608"
"1963","PHL","Filipinas","Var. interanual de las importaciones industriales","0.253808409472862"
"1963","PHL","Filipinas","Var. interanual del PIB","0.0701626518416576"
"1963","PNG","Papúa Nueva Guinea","Var. interanual de las importaciones industriales","2.69157880142394"
"1963","PNG","Papúa Nueva Guinea","Var. interanual del PIB","0.0407252177318183"
"1963","POL","Polonia","Var. interanual de las importaciones industriales","0.0740631175150293"
"1963","PRK","Corea del Norte","Var. interanual de las importaciones industriales","0.371305029324904"
"1963","PRT","Portugal","Var. interanual de las importaciones industriales","0.0965568916482415"
"1963","PRT","Portugal","Var. interanual del PIB","0.0587370211616316"
"1963","PRY","Paraguay","Var. interanual de las importaciones industriales","-0.0455265352693845"
"1963","PRY","Paraguay","Var. interanual del PIB","0.0471029133985099"
"1963","QAT","Qatar","Var. interanual de las importaciones industriales","0.0315043002221935"
"1963","REU","Reunión","Var. interanual de las importaciones industriales","0.264611448680889"
"1963","ROU","Rumania","Var. interanual de las importaciones industriales","0.0994601354714486"
"1963","RUS","Rusia","Var. interanual de las importaciones industriales","0.262679033730872"
"1963","SAU","Arabia Saudita","Var. interanual de las importaciones industriales","0.048844520708474"
"1963","SAU","Arabia Saudita","Var. interanual del PIB","0.0869610923594504"
"1963","SDN","Sudán","Var. interanual de las importaciones industriales","0.50608440746934"
"1963","SDN","Sudán","Var. interanual del PIB","-0.0284697169636289"
"1963","SEN","Senegal","Var. interanual de las importaciones industriales","0.152802107440081"
"1963","SEN","Senegal","Var. interanual del PIB","0.0186447856929159"
"1963","SGP","Singapur","Var. interanual de las importaciones industriales","0.113461982635061"
"1963","SGP","Singapur","Var. interanual del PIB","0.100401733131414"
"1963","SLE","Sierra Leona","Var. interanual de las importaciones industriales","0.122650442668074"
"1963","SLE","Sierra Leona","Var. interanual del PIB","0.0169971521061791"
"1963","SLV","El Salvador","Var. interanual de las importaciones industriales","0.560057630618259"
"1963","SOM","Somalia","Var. interanual de las importaciones industriales","0.0479016836582311"
"1963","SOM","Somalia","Var. interanual del PIB","0.0280880257009413"
"1963","SUR","Suriname","Var. interanual de las importaciones industriales","0.152013704144485"
"1963","SUR","Suriname","Var. interanual del PIB","0.0560000000041361"
"1963","SWE","Suecia","Var. interanual de las importaciones industriales","0.0984990266949839"
"1963","SWE","Suecia","Var. interanual del PIB","0.0532793379963548"
"1963","SYR","Siria","Var. interanual de las importaciones industriales","0.0396978292727639"
"1963","SYR","Siria","Var. interanual del PIB","-0.0865274667220761"
"1963","TCD","Chad","Var. interanual de las importaciones industriales","0.0389766215835876"
"1963","TCD","Chad","Var. interanual del PIB","-0.0159945401520821"
"1963","TGO","Togo","Var. interanual de las importaciones industriales","0.224743424230336"
"1963","TGO","Togo","Var. interanual del PIB","0.0499969427082227"
"1963","THA","Tailandia","Var. interanual de las importaciones industriales","0.168854329317913"
"1963","THA","Tailandia","Var. interanual del PIB","0.07999830786988"
"1963","TLS","Timor-Leste","Var. interanual de las importaciones industriales","-0.140845946608013"
"1963","TTO","Trinidad y Tobago","Var. interanual de las importaciones industriales","0.214427273617685"
"1963","TTO","Trinidad y Tobago","Var. interanual del PIB","0.0560459724643447"
"1963","TUN","Túnez","Var. interanual de las importaciones industriales","0.11586949177862"
"1963","TUN","Túnez","Var. interanual del PIB","-0.107339947141917"
"1963","TUR","Turquía","Var. interanual de las importaciones industriales","0.160031461808445"
"1963","TUR","Turquía","Var. interanual del PIB","0.0906630555240877"
"1963","TWN","Taiwán","Var. interanual de las importaciones industriales","-0.0651743468336715"
"1963","UGA","Uganda","Var. interanual de las importaciones industriales","0.310434664071169"
"1963","URY","Uruguay","Var. interanual de las importaciones industriales","-0.161899946395782"
"1963","URY","Uruguay","Var. interanual del PIB","0.00170458855734679"
"1963","USA","Estados Unidos","Var. interanual de las importaciones industriales","0.0843526551468767"
"1963","USA","Estados Unidos","Var. interanual del PIB","0.0439999999999989"
"1963","VDR","Vietnam del Norte (ex)","Var. interanual de las importaciones industriales","0.137245199029946"
"1963","VEN","Venezuela","Var. interanual de las importaciones industriales","0.0523493857228015"
"1963","VNM","Vietnam","Var. interanual de las importaciones industriales","0.0337444054300819"
"1963","VUT","Vanuatu","Var. interanual de las importaciones industriales","1.23044888245574"
"1963","WSM","Samoa","Var. interanual de las importaciones industriales","0.0704439987745946"
"1963","YEM","Yemen","Var. interanual de las importaciones industriales","16.1527701764891"
"1963","YMD","Yemen","Var. interanual de las importaciones industriales","0.433191668713958"
"1963","YUG","Yugoslavia","Var. interanual de las importaciones industriales","0.114159729592314"
"1963","ZAF","Sudáfrica","Var. interanual de las importaciones industriales","0.375613747905943"
"1963","ZAF","Sudáfrica","Var. interanual del PIB","0.0737370924877232"
"1964","AFG","Afganistán","Var. interanual de las importaciones industriales","0.0089118867237914"
"1964","AGO","Angola","Var. interanual de las importaciones industriales","0.180210371463047"
"1964","ALB","Albania","Var. interanual de las importaciones industriales","0.552928490331366"
"1964","ANS","Países no declarados","Var. interanual de las importaciones industriales","-0.150299717376864"
"1964","ANT","Antillas Holandesas","Var. interanual de las importaciones industriales","-0.130477483758555"
"1964","ARG","Argentina","Var. interanual de las importaciones industriales","0.20875373990084"
"1964","ARG","Argentina","Var. interanual del PIB","0.101302976615429"
"1964","AUS","Australia","Var. interanual de las importaciones industriales","0.231156021343426"
"1964","AUS","Australia","Var. interanual del PIB","0.0698016602027627"
"1964","AUT","Austria","Var. interanual de las importaciones industriales","0.129091235199735"
"1964","AUT","Austria","Var. interanual del PIB","0.0612435373762832"
"1964","BDI","Burundi","Var. interanual de las importaciones industriales","0.0664263511388838"
"1964","BDI","Burundi","Var. interanual del PIB","0.0627303790087066"
"1964","BEL","Bélgica","Var. interanual de las importaciones industriales","0.195607808133463"
"1964","BEL","Bélgica","Var. interanual del PIB","0.0695668473344073"
"1964","BEN","Benin","Var. interanual de las importaciones industriales","-0.109326465171042"
"1964","BEN","Benin","Var. interanual del PIB","0.0665075912824851"
"1964","BFA","Burkina Faso","Var. interanual de las importaciones industriales","0.051989454704729"
"1964","BFA","Burkina Faso","Var. interanual del PIB","0.0228281922375864"
"1964","BGR","Bulgaria","Var. interanual de las importaciones industriales","0.633376458223715"
"1964","BHR","Bahrein","Var. interanual de las importaciones industriales","-0.00748673990462234"
"1964","BHS","Bahamas","Var. interanual de las importaciones industriales","0.0318575620169841"
"1964","BHS","Bahamas","Var. interanual del PIB","0.105015672000335"
"1964","BMU","Bermuda","Var. interanual de las importaciones industriales","-0.0324788272568047"
"1964","BMU","Bermuda","Var. interanual del PIB","0.111099999875702"
"1964","BOL","Bolivia","Var. interanual de las importaciones industriales","0.208487259343058"
"1964","BOL","Bolivia","Var. interanual del PIB","0.039565965308457"
"1964","BRA","Brasil","Var. interanual de las importaciones industriales","-0.211743315336884"
"1964","BRA","Brasil","Var. interanual del PIB","0.033999999999998"
"1964","BRB","Barbados","Var. interanual de las importaciones industriales","0.105390455076116"
"1964","BRB","Barbados","Var. interanual del PIB","0.0500487575497701"
"1964","BRN","Brunei","Var. interanual de las importaciones industriales","0.149720357744265"
"1964","CAF","Rep. Centroafricana","Var. interanual de las importaciones industriales","0.153234921485926"
"1964","CAF","Rep. Centroafricana","Var. interanual del PIB","0.0208032459940841"
"1964","CAN","Canadá","Var. interanual de las importaciones industriales","0.147832086558626"
"1964","CAN","Canadá","Var. interanual del PIB","0.066559997403236"
"1964","CHE","Suiza","Var. interanual de las importaciones industriales","0.102236668886505"
"1964","CHE","Suiza","Var. interanual del PIB","0.052563507861987"
"1964","CHL","Chile","Var. interanual de las importaciones industriales","-0.0095737724576419"
"1964","CHL","Chile","Var. interanual del PIB","0.0255722053849043"
"1964","CHN","China","Var. interanual de las importaciones industriales","0.655286840075018"
"1964","CHN","China","Var. interanual del PIB","0.181799999938202"
"1964","CIV","Costa de Marfil","Var. interanual de las importaciones industriales","0.217267224289079"
"1964","CIV","Costa de Marfil","Var. interanual del PIB","0.176130878299454"
"1964","CMR","Camerún","Var. interanual de las importaciones industriales","0.139106795191996"
"1964","CMR","Camerún","Var. interanual del PIB","0.0354715969490358"
"1964","COD","Rep. Dem. Congo","Var. interanual de las importaciones industriales","0.344035777912221"
"1964","COD","Rep. Dem. Congo","Var. interanual del PIB","-0.0244022356449154"
"1964","COG","Congo","Var. interanual de las importaciones industriales","0.044092869753114"
"1964","COG","Congo","Var. interanual del PIB","0.0381679626842375"
"1964","COL","Colombia","Var. interanual de las importaciones industriales","0.0837432178892641"
"1964","COL","Colombia","Var. interanual del PIB","0.0616694132350735"
"1964","COM","Comoras","Var. interanual de las importaciones industriales","2.67575097561242"
"1964","CRI","Costa Rica","Var. interanual de las importaciones industriales","0.151096871163152"
"1964","CRI","Costa Rica","Var. interanual del PIB","0.0365904831414012"
"1964","CSK","Checoslovaquia","Var. interanual de las importaciones industriales","0.533868076408368"
"1964","CUB","Cuba","Var. interanual de las importaciones industriales","1.89891831714384"
"1964","CYP","Chipre","Var. interanual de las importaciones industriales","-0.284388957702972"
"1964","DEU","Alemania","Var. interanual de las importaciones industriales","0.17180378202033"
"1964","DEU","Alemania","Var. interanual del PIB","0.0663946990966915"
"1964","DJI","Djibouti","Var. interanual de las importaciones industriales","0.314469720939765"
"1964","DNK","Dinamarca","Var. interanual de las importaciones industriales","0.214612209759999"
"1964","DNK","Dinamarca","Var. interanual del PIB","0.09269938214518"
"1964","DOM","Rep. Dominicana","Var. interanual de las importaciones industriales","0.213605167024296"
"1964","DOM","Rep. Dominicana","Var. interanual del PIB","0.0676486511640726"
"1964","DZA","Argelia","Var. interanual de las importaciones industriales","-0.0421613357645932"
"1964","DZA","Argelia","Var. interanual del PIB","0.058394130077287"
"1964","ECU","Ecuador","Var. interanual de las importaciones industriales","0.310793490338394"
"1964","ECU","Ecuador","Var. interanual del PIB","0.0740724535940407"
"1964","EGY","Egipto","Var. interanual de las importaciones industriales","-0.0924345182155772"
"1964","EGY","Egipto","Var. interanual del PIB","0.115075774740323"
"1964","ESP","España","Var. interanual de las importaciones industriales","0.182071217100887"
"1964","ESP","España","Var. interanual del PIB","0.0530851024557109"
"1964","ETH","Etiopía","Var. interanual de las importaciones industriales","0.187662383195348"
"1964","ETH","Etiopía","Var. interanual del PIB","0.0409048561145353"
"1964","FIN","Finlandia","Var. interanual de las importaciones industriales","0.296911040930385"
"1964","FIN","Finlandia","Var. interanual del PIB","0.052386865978935"
"1964","FJI","Fiji","Var. interanual de las importaciones industriales","0.389292199910363"
"1964","FJI","Fiji","Var. interanual del PIB","0.0487728074374605"
"1964","FRA","Francia","Var. interanual de las importaciones industriales","0.176018169149316"
"1964","FRA","Francia","Var. interanual del PIB","0.0642586537928471"
"1964","GAB","Gabón","Var. interanual de las importaciones industriales","0.0947862790687226"
"1964","GAB","Gabón","Var. interanual del PIB","0.0455445363440377"
"1964","GBR","Reino Unido","Var. interanual de las importaciones industriales","0.182827905617877"
"1964","GBR","Reino Unido","Var. interanual del PIB","0.0559481107154176"
"1964","GHA","Ghana","Var. interanual de las importaciones industriales","-0.0394690910600749"
"1964","GHA","Ghana","Var. interanual del PIB","0.0220932750184635"
"1964","GIN","Guinea","Var. interanual de las importaciones industriales","0.107809552439451"
"1964","GLP","Guadalupe","Var. interanual de las importaciones industriales","0.166682918493322"
"1964","GMB","Gambia","Var. interanual de las importaciones industriales","0.205454582478336"
"1964","GNB","Guinea-Bissau","Var. interanual de las importaciones industriales","0.136035535534998"
"1964","GNQ","Guinea Ecuatorial","Var. interanual de las importaciones industriales","0.535121085318515"
"1964","GRC","Grecia","Var. interanual de las importaciones industriales","0.131337358127055"
"1964","GRC","Grecia","Var. interanual del PIB","0.0940967729459821"
"1964","GTM","Guatemala","Var. interanual de las importaciones industriales","0.196358785574777"
"1964","GTM","Guatemala","Var. interanual del PIB","0.0463299243190489"
"1964","GUF","Guayana Francesa","Var. interanual de las importaciones industriales","75.7599229407314"
"1964","GUY","Guyana","Var. interanual de las importaciones industriales","0.295380617521726"
"1964","GUY","Guyana","Var. interanual del PIB","0.113602823799382"
"1964","HKG","Hong Kong","Var. interanual de las importaciones industriales","0.181706267239386"
"1964","HKG","Hong Kong","Var. interanual del PIB","0.0862810413794015"
"1964","HND","Honduras","Var. interanual de las importaciones industriales","0.0974060714673783"
"1964","HND","Honduras","Var. interanual del PIB","0.0541664557116321"
"1964","HTI","Haití","Var. interanual de las importaciones industriales","0.182364967963394"
"1964","HTI","Haití","Var. interanual del PIB","-0.0164735736887534"
"1964","HUN","Hungría","Var. interanual de las importaciones industriales","1.0885000301262"
"1964","HUN","Hungría","Var. interanual del PIB","0.0470000000000028"
"1964","IDN","Indonesia","Var. interanual de las importaciones industriales","-0.112041109545768"
"1964","IDN","Indonesia","Var. interanual del PIB","0.0352969814993798"
"1964","IND","India","Var. interanual de las importaciones industriales","0.102324122495496"
"1964","IND","India","Var. interanual del PIB","0.0745295012250247"
"1964","IRL","Irlanda","Var. interanual de las importaciones industriales","0.158651628012779"
"1964","IRL","Irlanda","Var. interanual del PIB","0.0378596155115396"
"1964","IRN","Irán","Var. interanual de las importaciones industriales","0.299278805040855"
"1964","IRN","Irán","Var. interanual del PIB","0.0847522824878515"
"1964","IRQ","Iraq","Var. interanual de las importaciones industriales","-0.0774901083266674"
"1964","IRQ","Iraq","Var. interanual del PIB","0.148265142723807"
"1964","ISL","Islandia","Var. interanual de las importaciones industriales","0.0935824381097539"
"1964","ISL","Islandia","Var. interanual del PIB","0.0988191423244258"
"1964","ISR","Israel","Var. interanual de las importaciones industriales","0.330134277440055"
"1964","ISR","Israel","Var. interanual del PIB","0.0793718642275114"
"1964","ITA","Italia","Var. interanual de las importaciones industriales","-0.126233597066162"
"1964","ITA","Italia","Var. interanual del PIB","0.0279770227911484"
"1964","JAM","Jamaica","Var. interanual de las importaciones industriales","0.158376703977156"
"1964","JOR","Jordania","Var. interanual de las importaciones industriales","0.0627869947088562"
"1964","JPN","Japón","Var. interanual de las importaciones industriales","0.162212700621094"
"1964","JPN","Japón","Var. interanual del PIB","0.116767081963981"
"1964","KEN","Kenia","Var. interanual de las importaciones industriales","0.0387352724552283"
"1964","KEN","Kenia","Var. interanual del PIB","0.0496446728844095"
"1964","KHM","Camboya","Var. interanual de las importaciones industriales","-0.234834341265661"
"1964","KOR","Corea del Sur","Var. interanual de las importaciones industriales","-0.2570994327541"
"1964","KOR","Corea del Sur","Var. interanual del PIB","0.0947382471805462"
"1964","KWT","Kuwait","Var. interanual de las importaciones industriales","-0.0229656792195615"
