"anio","provincia_id","provincia","prop"
"2004","94","Tierra del Fuego","0.00495642299338345"
"2005","94","Tierra del Fuego","0.00572426330472277"
"2006","94","Tierra del Fuego","0.00687076892492363"
"2007","94","Tierra del Fuego","0.00719127481673244"
"2008","94","Tierra del Fuego","0.0062932837419762"
"2009","94","Tierra del Fuego","0.0052235564312784"
"2010","94","Tierra del Fuego","0.00952265644561782"
"2011","94","Tierra del Fuego","0.014335914705802"
"2012","94","Tierra del Fuego","0.0164658445523485"
"2013","94","Tierra del Fuego","0.0161079433964953"
"2014","94","Tierra del Fuego","0.0132295289091402"
"2015","94","Tierra del Fuego","0.0139189896427891"
"2016","94","Tierra del Fuego","0.0132812819972867"
"2017","94","Tierra del Fuego","0.0129707957816324"
"2018","94","Tierra del Fuego","0.012884480473954"
"2019","94","Tierra del Fuego","0.011180479876837"
"2020","94","Tierra del Fuego","0.0135041780211136"
"2021","94","Tierra del Fuego","0.0136944814573818"
"2022","94","Tierra del Fuego","0.0141799427665957"
"2023","94","Tierra del Fuego","0.0130364547656674"
