"iso3","iso3_desc_fundar","tipo_carne","valor"
"BHS","Bahamas","vacuna",5.030648
"BHS","Bahamas","otras_carnes",0.04837162
"BHS","Bahamas","pescado_mariscos",23.421537
"BHS","Bahamas","caprina_ovina",1.5962634
"BHS","Bahamas","aviar",52.628323
"BIH","Bosnia y Herzegovina","aviar",19.783333
"BIH","Bosnia y Herzegovina","caprina_ovina",0.2966017
"BIH","Bosnia y Herzegovina","pescado_mariscos",7.187648
"BIH","Bosnia y Herzegovina","porcina",9.184766
"BIH","Bosnia y Herzegovina","vacuna",12.694552
"BIH","Bosnia y Herzegovina","otras_carnes",0.3361486
"BLR","Belarús","aviar",31.603193
"BLR","Belarús","caprina_ovina",0.11770277
"BLR","Belarús","otras_carnes",0.24521409
"BLR","Belarús","pescado_mariscos",11.623149
"BLR","Belarús","porcina",38.429955
"BLR","Belarús","vacuna",18.263546
"BLZ","Belice","caprina_ovina",0.060410045
"BLZ","Belice","porcina",20.952217
"BLZ","Belice","vacuna",3.6246028
"BLZ","Belice","aviar",23.97272
"BLZ","Belice","pescado_mariscos",13.35062
"BLZ","Belice","otras_carnes",0.22150351
"BOL","Bolivia","caprina_ovina",3.0707743
"BOL","Bolivia","porcina",9.515489
"BOL","Bolivia","vacuna",21.123798
"BOL","Bolivia","pescado_mariscos",2.73827
"BOL","Bolivia","otras_carnes",1.7603165
"BOL","Bolivia","aviar",39.959187
"BRA","Brasil","aviar",48.245445
"BRA","Brasil","vacuna",35.30422
"BRA","Brasil","otras_carnes",0.50847644
"BRA","Brasil","caprina_ovina",0.64805824
"BRA","Brasil","porcina",14.14761
"BRA","Brasil","pescado_mariscos",8.055862
"BRB","Barbados","porcina",12.613008
"BRB","Barbados","vacuna",8.200502
"BRB","Barbados","aviar",50.45203
"BRB","Barbados","caprina_ovina",3.388722
"BRB","Barbados","otras_carnes",0.061426982
"BRB","Barbados","pescado_mariscos",43.879345
"BTN","Bhután","aviar",4.5846405
"BTN","Bhután","porcina",1.8877932
"BTN","Bhután","vacuna",9.279153
"BTN","Bhután","otras_carnes",NA
"BTN","Bhután","caprina_ovina",0.28966138
"BTN","Bhután","pescado_mariscos",7.311453
"BWA","Botswana","porcina",0.44328484
"BWA","Botswana","vacuna",9.429038
"BWA","Botswana","otras_carnes",10.943595
"BWA","Botswana","pescado_mariscos",2.3918912
"BWA","Botswana","aviar",3.2599907
"BWA","Botswana","caprina_ovina",2.2903051
"CAF","República Centroafricana","pescado_mariscos",6.6620336
"CAF","República Centroafricana","vacuna",18.756742
"CAF","República Centroafricana","otras_carnes",4.2033186
"CAF","República Centroafricana","aviar",2.3050454
"CAF","República Centroafricana","caprina_ovina",5.1614943
"CAF","República Centroafricana","porcina",3.7242303
"CAN","Canadá","porcina",21.307262
"CAN","Canadá","vacuna",27.39363
"CAN","Canadá","otras_carnes",0.49806598
"CAN","Canadá","caprina_ovina",1.0558999
"CAN","Canadá","aviar",39.94489
"CAN","Canadá","pescado_mariscos",20.649815
"CHE","Suiza","aviar",16.921305
"CHE","Suiza","vacuna",19.15544
"CHE","Suiza","otras_carnes",1.0719832
"CHE","Suiza","caprina_ovina",1.3725392
"CHE","Suiza","porcina",27.83149
"CHE","Suiza","pescado_mariscos",16.029655
"CHL","Chile","pescado_mariscos",14.6291
"CHL","Chile","caprina_ovina",0.42589796
"CHL","Chile","otras_carnes",0.8517959
"CHL","Chile","aviar",35.706093
"CHL","Chile","porcina",21.83965
"CHL","Chile","vacuna",23.424387
"CHN","China","aviar",15.13132
"CHN","China","vacuna",6.737377
"CHN","China","otras_carnes",0.52525276
"CHN","China","caprina_ovina",3.7979817
"CHN","China","porcina",35.696987
"CHN","China","pescado_mariscos",40.333355
"CIV","Costa de Marfil","aviar",2.8826246
"CIV","Costa de Marfil","caprina_ovina",0.6788433
"CIV","Costa de Marfil","vacuna",1.3872015
"CIV","Costa de Marfil","otras_carnes",5.706219
"CIV","Costa de Marfil","pescado_mariscos",22.795362
"CIV","Costa de Marfil","porcina",0.9936692
"CMR","Camerún","aviar",3.3068225
"CMR","Camerún","caprina_ovina",1.292667
"CMR","Camerún","porcina",1.2425637
"CMR","Camerún","vacuna",3.0563056
"CMR","Camerún","otras_carnes",2.7556856
"CMR","Camerún","pescado_mariscos",19.179571
"COD","República Democrática del Congo","caprina_ovina",0.2122007
"COD","República Democrática del Congo","porcina",0.49191982
"COD","República Democrática del Congo","vacuna",0.25078264
"COD","República Democrática del Congo","aviar",1.2153313
"COD","República Democrática del Congo","pescado_mariscos",4.022168
"COD","República Democrática del Congo","otras_carnes",0.96454865
"COG","Congo","aviar",22.460672
"COG","Congo","porcina",6.56111
"COG","Congo","vacuna",1.8676906
"COG","Congo","otras_carnes",7.5481796
"COG","Congo","caprina_ovina",0.28063744
"COG","Congo","pescado_mariscos",23.670317
"COL","Colombia","aviar",33.748318
"COL","Colombia","caprina_ovina",0.019981243
"COL","Colombia","porcina",10.510135
"COL","Colombia","pescado_mariscos",8.881663
"COL","Colombia","otras_carnes",0.10989684
"COL","Colombia","vacuna",13.667171
"COM","Comoras","caprina_ovina",0.64721
"COM","Comoras","porcina",0.12944199
"COM","Comoras","aviar",28.865566
"COM","Comoras","pescado_mariscos",15.435959
"COM","Comoras","vacuna",3.2684104
"COM","Comoras","otras_carnes",0.6903573
"CPV","Cabo Verde","caprina_ovina",1.8130751
"CPV","Cabo Verde","porcina",6.966026
"CPV","Cabo Verde","aviar",18.512451
"CPV","Cabo Verde","otras_carnes",0.038170002
"CPV","Cabo Verde","pescado_mariscos",10.305901
"CPV","Cabo Verde","vacuna",1.6413102
"CRI","Costa Rica","caprina_ovina",0.009943419
"CRI","Costa Rica","porcina",12.667916
"CRI","Costa Rica","vacuna",11.345441
"CRI","Costa Rica","pescado_mariscos",17.848438
"CRI","Costa Rica","otras_carnes",0
"CRI","Costa Rica","aviar",34.095985
"CUB","Cuba","caprina_ovina",1.0223399
"CUB","Cuba","porcina",21.659576
"CUB","Cuba","aviar",37.786488
"CUB","Cuba","vacuna",7.4169765
"CUB","Cuba","otras_carnes",3.8488092
"CUB","Cuba","pescado_mariscos",6.073902
"CYP","Chipre","vacuna",5.74636
"CYP","Chipre","aviar",27.658627
"CYP","Chipre","otras_carnes",0.41951355
"CYP","Chipre","pescado_mariscos",24.858616
"CYP","Chipre","caprina_ovina",4.019525
"CYP","Chipre","porcina",35.88304
"CZE","Chequia","aviar",23.927784
"CZE","Chequia","caprina_ovina",0.30507162
"CZE","Chequia","otras_carnes",0.6304813
"CZE","Chequia","pescado_mariscos",10.63683
"CZE","Chequia","porcina",45.292965
"CZE","Chequia","vacuna",10.362266
"DEU","Alemania","caprina_ovina",0.96524125
"DEU","Alemania","porcina",44.25028
"DEU","Alemania","vacuna",14.69982
"DEU","Alemania","pescado_mariscos",12.658737
"DEU","Alemania","otras_carnes",0.8345315
"DEU","Alemania","aviar",18.44013
"DJI","Djibouti","aviar",3.289823
"DJI","Djibouti","porcina",0.11781735
"DJI","Djibouti","vacuna",5.655233
"DJI","Djibouti","otras_carnes",0.68877834
"DJI","Djibouti","caprina_ovina",4.159859
"DJI","Djibouti","pescado_mariscos",3.1901314
"DMA","Dominica","caprina_ovina",1.0796851
"DMA","Dominica","porcina",11.436663
"DMA","Dominica","vacuna",8.137627
"DMA","Dominica","pescado_mariscos",27.851875
"DMA","Dominica","otras_carnes",0.03998833
"DMA","Dominica","aviar",39.348522
"DNK","Dinamarca","caprina_ovina",0.6661544
"DNK","Dinamarca","porcina",13.392686
"DNK","Dinamarca","aviar",24.419031
"DNK","Dinamarca","pescado_mariscos",26.298183
"DNK","Dinamarca","vacuna",24.190351
"DNK","Dinamarca","otras_carnes",0.63632655
"DOM","República Dominicana","aviar",31.75575
"DOM","República Dominicana","caprina_ovina",0.17751662
"DOM","República Dominicana","porcina",9.714104
"DOM","República Dominicana","vacuna",6.2032194
"DOM","República Dominicana","otras_carnes",0.039448135
"DOM","República Dominicana","pescado_mariscos",8.372867
"DZA","Argelia","porcina",0.020183822
"DZA","Argelia","vacuna",3.865202
"DZA","Argelia","aviar",6.4386396
"DZA","Argelia","caprina_ovina",8.134081
"DZA","Argelia","pescado_mariscos",3.8147426
"DZA","Argelia","otras_carnes",0.32294115
"ECU","Ecuador","porcina",12.929908
"ECU","Ecuador","vacuna",13.301054
"ECU","Ecuador","aviar",18.938452
"ECU","Ecuador","caprina_ovina",0.31095976
"ECU","Ecuador","pescado_mariscos",8.24545
"ECU","Ecuador","otras_carnes",0.06018576
"EGY","Egipto","pescado_mariscos",25.796637
"EGY","Egipto","caprina_ovina",0.5713541
"EGY","Egipto","otras_carnes",0.88559884
"EGY","Egipto","aviar",13.64584
"EGY","Egipto","porcina",0.0095225675
"EGY","Egipto","vacuna",7.0467005
"ESP","España","porcina",51.88416
"ESP","España","vacuna",12.131969
"ESP","España","otras_carnes",1.5004551
"ESP","España","caprina_ovina",1.8755689
"ESP","España","aviar",33.167953
"ESP","España","pescado_mariscos",40.295116
"EST","Estonia","pescado_mariscos",14.617944
"EST","Estonia","caprina_ovina",0.4091029
"EST","Estonia","porcina",37.64744
"EST","Estonia","aviar",21.00394
"EST","Estonia","vacuna",8.471423
"EST","Estonia","otras_carnes",0.10975931
"ETH","Etiopía","pescado_mariscos",0.5297368
"ETH","Etiopía","caprina_ovina",2.344576
"ETH","Etiopía","porcina",0.01961988
"ETH","Etiopía","vacuna",3.6885376
"ETH","Etiopía","aviar",0.57878643
"ETH","Etiopía","otras_carnes",1.1085232
"FIN","Finlandia","aviar",21.122896
"FIN","Finlandia","caprina_ovina",0.4609361
"FIN","Finlandia","vacuna",18.417402
"FIN","Finlandia","otras_carnes",0.6613431
"FIN","Finlandia","pescado_mariscos",33.51807
"FIN","Finlandia","porcina",30.862677
"FJI","Fiji","caprina_ovina",5.064524
"FJI","Fiji","porcina",3.5938644
"FJI","Fiji","vacuna",3.028975
"FJI","Fiji","pescado_mariscos",28.887266
"FJI","Fiji","otras_carnes",0.1266131
"FJI","Fiji","aviar",28.010715
"FRA","Francia","porcina",31.3511
"FRA","Francia","vacuna",21.015463
"FRA","Francia","otras_carnes",1.1439052
"FRA","Francia","pescado_mariscos",33.638912
"FRA","Francia","caprina_ovina",2.4396563
"FRA","Francia","aviar",23.252657
"FSM","Micronesia","pescado_mariscos",48.605923
"FSM","Micronesia","caprina_ovina",0.19491611
"FSM","Micronesia","porcina",16.56787
"FSM","Micronesia","vacuna",4.97549
"FSM","Micronesia","aviar",39.137104
"FSM","Micronesia","otras_carnes",0.010258743
"GAB","Gabón","pescado_mariscos",27.863092
"GAB","Gabón","vacuna",4.553237
"GAB","Gabón","otras_carnes",13.3005
"GAB","Gabón","aviar",38.57145
"GAB","Gabón","caprina_ovina",0.5727952
"GAB","Gabón","porcina",8.048259
"GBR","Reino Unido","aviar",33.13341
"GBR","Reino Unido","caprina_ovina",3.988562
"GBR","Reino Unido","porcina",24.336304
"GBR","Reino Unido","vacuna",17.563847
"GBR","Reino Unido","otras_carnes",1.0528184
"GBR","Reino Unido","pescado_mariscos",18.130749
"GEO","Georgia","otras_carnes",0.59319896
"GEO","Georgia","pescado_mariscos",10.614025
"GEO","Georgia","aviar",19.310745
"GEO","Georgia","caprina_ovina",1.3029191
"GEO","Georgia","vacuna",6.1332536
"GEO","Georgia","porcina",9.830154
"GHA","Ghana","aviar",11.171827
"GHA","Ghana","caprina_ovina",1.7380544
"GHA","Ghana","vacuna",1.496658
"GHA","Ghana","otras_carnes",2.3560295
"GHA","Ghana","pescado_mariscos",24.08171
"GHA","Ghana","porcina",1.1297354
"GIN","Guinea","porcina",0.21879451
"GIN","Guinea","vacuna",8.174959
"GIN","Guinea","aviar",2.65537
"GIN","Guinea","caprina_ovina",2.2973423
"GIN","Guinea","otras_carnes",0.47736984
"GIN","Guinea","pescado_mariscos",9.646849
"GMB","Gambia","porcina",0.2628851
"GMB","Gambia","vacuna",3.210954
"GMB","Gambia","aviar",9.961468
"GMB","Gambia","caprina_ovina",0.5257702
"GMB","Gambia","otras_carnes",0.5445477
"GMB","Gambia","pescado_mariscos",23.640882
"GNB","Guinea-Bissau","aviar",3.026432
"GNB","Guinea-Bissau","caprina_ovina",1.2593863
"GNB","Guinea-Bissau","otras_carnes",0
"GNB","Guinea-Bissau","pescado_mariscos",1.1422341
"GNB","Guinea-Bissau","porcina",7.0584207
"GNB","Guinea-Bissau","vacuna",3.6219559
"GRC","Grecia","porcina",24.817656
"GRC","Grecia","vacuna",14.386902
"GRC","Grecia","otras_carnes",1.7946445
"GRC","Grecia","pescado_mariscos",21.535734
"GRC","Grecia","caprina_ovina",7.4958634
"GRC","Grecia","aviar",25.372904
"GRD","Granada","caprina_ovina",1.2737564
"GRD","Granada","porcina",13.292557
"GRD","Granada","aviar",34.045685
"GRD","Granada","otras_carnes",0
"GRD","Granada","pescado_mariscos",30.779413
"GRD","Granada","vacuna",3.7211883
"GTM","Guatemala","pescado_mariscos",3.0748875
"GTM","Guatemala","vacuna",12.020952
"GTM","Guatemala","otras_carnes",0.1444578
"GTM","Guatemala","aviar",29.593214
"GTM","Guatemala","caprina_ovina",0.13413939
"GTM","Guatemala","porcina",3.755903
"GUY","Guyana","aviar",40.8367
"GUY","Guyana","caprina_ovina",1.0655627
"GUY","Guyana","otras_carnes",0.12826216
"GUY","Guyana","pescado_mariscos",24.636202
"GUY","Guyana","porcina",4.952893
"GUY","Guyana","vacuna",4.1241217
"HKG","Hong Kong","aviar",55.490578
"HKG","Hong Kong","porcina",55.210728
"HKG","Hong Kong","vacuna",22.51806
"HKG","Hong Kong","otras_carnes",2.0888925
"HKG","Hong Kong","caprina_ovina",0.9295072
"HKG","Hong Kong","pescado_mariscos",65.78512
"HND","Honduras","caprina_ovina",0.02935638
"HND","Honduras","porcina",4.931872
"HND","Honduras","aviar",21.156166
"HND","Honduras","pescado_mariscos",2.5246487
"HND","Honduras","vacuna",5.900633
"HND","Honduras","otras_carnes",0.09785461
"HRV","Croacia","porcina",49.731735
"HRV","Croacia","vacuna",11.263041
"HRV","Croacia","otras_carnes",0.6713734
"HRV","Croacia","pescado_mariscos",19.139153
"HRV","Croacia","caprina_ovina",1.4529723
"HRV","Croacia","aviar",16.583925
"HTI","Haití","caprina_ovina",0.5445718
"HTI","Haití","porcina",4.0641193
"HTI","Haití","vacuna",4.2758965
"HTI","Haití","aviar",10.941859
"HTI","Haití","pescado_mariscos",5.0322466
"HTI","Haití","otras_carnes",0.37313253
"HUN","Hungría","caprina_ovina",0.07925976
"HUN","Hungría","porcina",47.85308
"HUN","Hungría","vacuna",4.5078993
"HUN","Hungría","pescado_mariscos",6.2912436
"HUN","Hungría","otras_carnes",0.23777929
"HUN","Hungría","aviar",29.484632
"IDN","Indonesia","porcina",0.8954529
"IDN","Indonesia","vacuna",2.8171551
"IDN","Indonesia","aviar",13.773876
"IDN","Indonesia","caprina_ovina",0.50306344
"IDN","Indonesia","pescado_mariscos",44.712276
"IDN","Indonesia","otras_carnes",0.010061269
"IND","India","porcina",0.23718427
"IND","India","vacuna",1.1266253
"IND","India","otras_carnes",0
"IND","India","pescado_mariscos",7.886377
"IND","India","aviar",2.5694962
"IND","India","caprina_ovina",0.5929607
"IRL","Irlanda","pescado_mariscos",22.521992
"IRL","Irlanda","caprina_ovina",2.9849627
"IRL","Irlanda","porcina",31.057589
"IRL","Irlanda","aviar",24.678352
"IRL","Irlanda","vacuna",19.786608
"IRL","Irlanda","otras_carnes",0.5590565
"IRN","Irán","pescado_mariscos",12.143301
"IRN","Irán","caprina_ovina",4.1953087
"IRN","Irán","otras_carnes",0.10584494
"IRN","Irán","aviar",25.008272
"IRN","Irán","porcina",0
"IRN","Irán","vacuna",7.2648115
"IRQ","Iraq","aviar",4.361398
"IRQ","Iraq","vacuna",2.4968598
"IRQ","Iraq","otras_carnes",0.04053344
"IRQ","Iraq","caprina_ovina",1.3538169
"IRQ","Iraq","porcina",0
"IRQ","Iraq","pescado_mariscos",2.9184074
"ISL","Islandia","aviar",27.946386
"ISL","Islandia","caprina_ovina",20.240889
"ISL","Islandia","porcina",20.28742
"ISL","Islandia","vacuna",13.028619
"ISL","Islandia","otras_carnes",2.4754376
"ISL","Islandia","pescado_mariscos",84.30447
"ISR","Israel","aviar",68.1275
"ISR","Israel","caprina_ovina",1.6802082
"ISR","Israel","otras_carnes",0.009883577
"ISR","Israel","pescado_mariscos",24.432203
"ISR","Israel","porcina",1.5319545
"ISR","Israel","vacuna",26.863564
"ITA","Italia","pescado_mariscos",29.64125
"ITA","Italia","aviar",19.936968
"ITA","Italia","caprina_ovina",0.7722781
"ITA","Italia","porcina",33.41119
"ITA","Italia","vacuna",16.116224
"ITA","Italia","otras_carnes",1.0872862
"JAM","Jamaica","porcina",3.2021863
"JAM","Jamaica","vacuna",4.0211062
"JAM","Jamaica","otras_carnes",0.020997943
"JAM","Jamaica","caprina_ovina",0.74542695
"JAM","Jamaica","aviar",56.599957
"JAM","Jamaica","pescado_mariscos",26.415413
"JOR","Jordania","pescado_mariscos",4.789403
"JOR","Jordania","vacuna",6.3671985
"JOR","Jordania","otras_carnes",0.06535248
"JOR","Jordania","aviar",24.357801
"JOR","Jordania","caprina_ovina",4.378616
"JOR","Jordania","porcina",0.009336067
"JPN","Japón","caprina_ovina",0.15147516
"JPN","Japón","porcina",21.539766
"JPN","Japón","aviar",22.49911
"JPN","Japón","otras_carnes",0.10098343
"JPN","Japón","pescado_mariscos",46.654346
"JPN","Japón","vacuna",9.6540165
"KAZ","Kazajistán","porcina",8.122386
"KAZ","Kazajistán","vacuna",26.296349
"KAZ","Kazajistán","aviar",21.013334
"KAZ","Kazajistán","caprina_ovina",9.072142
"KAZ","Kazajistán","pescado_mariscos",2.7305465
"KAZ","Kazajistán","otras_carnes",6.6285
"KEN","Kenia","pescado_mariscos",2.9789176
"KEN","Kenia","caprina_ovina",2.8444524
"KEN","Kenia","otras_carnes",1.7894192
"KEN","Kenia","aviar",1.3549936
"KEN","Kenia","porcina",0.42408198
"KEN","Kenia","vacuna",4.6855893
"KGZ","Kirguistán","caprina_ovina",8.580612
"KGZ","Kirguistán","porcina",2.1527689
"KGZ","Kirguistán","aviar",5.2296042
"KGZ","Kirguistán","pescado_mariscos",1.0966938
"KGZ","Kirguistán","vacuna",15.079538
"KGZ","Kirguistán","otras_carnes",1.5434947
"KHM","Camboya","caprina_ovina",0.010196444
"KHM","Camboya","porcina",6.036295
"KHM","Camboya","aviar",2.8142185
"KHM","Camboya","pescado_mariscos",46.64873
"KHM","Camboya","vacuna",4.2723103
"KHM","Camboya","otras_carnes",0
"KIR","Kiribati","aviar",25.151245
"KIR","Kiribati","vacuna",1.813383
"KIR","Kiribati","otras_carnes",0.16055995
"KIR","Kiribati","caprina_ovina",0.11333644
"KIR","Kiribati","porcina",9.765823
"KIR","Kiribati","pescado_mariscos",69.22023
"KNA","Saint Kitts y Nevis","pescado_mariscos",43.349308
"KNA","Saint Kitts y Nevis","vacuna",3.2813327
"KNA","Saint Kitts y Nevis","otras_carnes",0.02232199
"KNA","Saint Kitts y Nevis","aviar",54.38753
"KNA","Saint Kitts y Nevis","caprina_ovina",2.7567658
"KNA","Saint Kitts y Nevis","porcina",17.321865
"KOR","Corea del Sur","caprina_ovina",0.36589277
"KOR","Corea del Sur","porcina",37.973736
"KOR","Corea del Sur","aviar",22.50735
"KOR","Corea del Sur","pescado_mariscos",54.656467
"KOR","Corea del Sur","vacuna",16.712399
"KOR","Corea del Sur","otras_carnes",0.09888994
"KWT","Kuwait","aviar",45.590473
"KWT","Kuwait","caprina_ovina",13.7701845
"KWT","Kuwait","porcina",0
"KWT","Kuwait","pescado_mariscos",13.691833
"KWT","Kuwait","otras_carnes",2.6149638
"KWT","Kuwait","vacuna",9.196446
"LAO","Laos","aviar",6.5405912
"LAO","Laos","porcina",13.439027
"LAO","Laos","vacuna",8.319871
"LAO","Laos","otras_carnes",0.13916153
"LAO","Laos","caprina_ovina",0.3777241
"LAO","Laos","pescado_mariscos",24.005362
"LBN","Líbano","aviar",22.394203
"LBN","Líbano","caprina_ovina",1.3740253
"LBN","Líbano","vacuna",11.112732
"LBN","Líbano","otras_carnes",0
"LBN","Líbano","pescado_mariscos",10.51009
"LBN","Líbano","porcina",0.662907
"LBR","Liberia","caprina_ovina",0.44735435
"LBR","Liberia","porcina",5.258899
"LBR","Liberia","aviar",11.253448
"LBR","Liberia","vacuna",0.41753075
"LBR","Liberia","otras_carnes",1.6005346
"LBR","Liberia","pescado_mariscos",4.2747197
"LBY","Libia","aviar",33.912685
"LBY","Libia","vacuna",2.9947255
"LBY","Libia","otras_carnes",0.6918849
"LBY","Libia","pescado_mariscos",14.725788
"LBY","Libia","caprina_ovina",5.9687977
"LBY","Libia","porcina",0.020653278
"LCA","Santa Lucía","porcina",15.305488
"LCA","Santa Lucía","vacuna",3.8417392
"LCA","Santa Lucía","aviar",58.988625
"LCA","Santa Lucía","caprina_ovina",2.038683
"LCA","Santa Lucía","otras_carnes",0
"LCA","Santa Lucía","pescado_mariscos",34.44247
"LKA","Sri Lanka","caprina_ovina",0.08874906
"LKA","Sri Lanka","porcina",0.059166037
"LKA","Sri Lanka","aviar",10.265307
"LKA","Sri Lanka","otras_carnes",0
"LKA","Sri Lanka","pescado_mariscos",28.567335
"LKA","Sri Lanka","vacuna",1.2129037
"LSO","Lesotho","porcina",3.601931
"LSO","Lesotho","vacuna",1.8627402
"LSO","Lesotho","otras_carnes",3.2407877
"LSO","Lesotho","pescado_mariscos",2.8511329
"LSO","Lesotho","caprina_ovina",0.41816616
"LSO","Lesotho","aviar",1.9957929
"LTU","Lituania","aviar",32.114166
"LTU","Lituania","vacuna",5.656418
"LTU","Lituania","otras_carnes",0.5598502
"LTU","Lituania","caprina_ovina",0.4633243
"LTU","Lituania","porcina",48.928978
"LTU","Lituania","pescado_mariscos",31.892159
"LUX","Luxemburgo","pescado_mariscos",31.467758
"LUX","Luxemburgo","caprina_ovina",1.1320051
"LUX","Luxemburgo","porcina",32.90759
"LUX","Luxemburgo","aviar",17.963135
"LUX","Luxemburgo","vacuna",25.519766
"LUX","Luxemburgo","otras_carnes",0.8638987
"LVA","Letonia","caprina_ovina",0.39771077
"LVA","Letonia","porcina",38.22
"LVA","Letonia","vacuna",5.2696676
"LVA","Letonia","pescado_mariscos",24.866865
"LVA","Letonia","otras_carnes",0.37782523
"LVA","Letonia","aviar",26.079882
"MAC","Macao","aviar",43.74464
"MAC","Macao","caprina_ovina",0.70091283
"MAC","Macao","otras_carnes",1.0657716
"MAC","Macao","pescado_mariscos",70.26411
"MAC","Macao","porcina",45.021645
"MAC","Macao","vacuna",9.006249
"MAR","Marruecos","caprina_ovina",5.191193
"MAR","Marruecos","porcina",0.020120904
"MAR","Marruecos","aviar",24.135023
"MAR","Marruecos","otras_carnes",1.7203373
"MAR","Marruecos","pescado_mariscos",18.48105
"MAR","Marruecos","vacuna",7.776729
"MDA","Moldavia","caprina_ovina",0.20922703
"MDA","Moldavia","porcina",25.068014
