"anio","provincia_id","provincia","tgf"
"2013","34","Formosa","2.5921234655772"
"2013","38","Jujuy","2.25307306070677"
"2013","42","La Pampa","2.25770569011364"
"2013","46","La Rioja","2.02589178855204"
"2013","50","Mendoza","2.40898412064986"
"2013","54","Misiones","2.66091629900971"
"2013","58","Neuquén","2.31047370639194"
"2013","62","Río Negro","2.2846925291789"
"2013","66","Salta","2.57725216763767"
"2013","70","San Juan","2.66492205353737"
"2013","74","San Luis","2.12522238202837"
"2013","78","Santa Cruz","2.36318160927986"
"2013","82","Santa Fe","2.14394445744551"
"2013","86","Santiago del Estero","2.27237196760202"
"2013","90","Tucumán","2.32424299770038"
"2013","94","Tierra del Fuego","2.40075237053782"
"2014","2","CABA","1.87819164921446"
"2014","6","Buenos Aires","2.31538236641182"
"2014","10","Catamarca","2.16910039579754"
"2014","14","Córdoba","2.13931891024832"
"2014","18","Corrientes","2.3385992057822"
"2014","22","Chaco","2.38592650876645"
"2014","26","Chubut","2.2297279149481"
"2014","30","Entre Ríos","2.31398490168266"
"2014","34","Formosa","2.6844345839568"
"2014","38","Jujuy","2.37923747039015"
"2014","42","La Pampa","2.2322602036651"
"2014","46","La Rioja","1.98173626049234"
"2014","50","Mendoza","2.49473601917735"
"2014","54","Misiones","2.81014801432411"
"2014","58","Neuquén","2.44246014917502"
"2014","62","Río Negro","2.30183419118715"
"2014","66","Salta","2.62921449000971"
"2014","70","San Juan","2.73931839354556"
"2014","74","San Luis","2.16121681194453"
"2014","78","Santa Cruz","2.35414300771795"
"2014","82","Santa Fe","2.18804448903238"
"2014","86","Santiago del Estero","2.31634608243375"
"2014","90","Tucumán","2.36594032274768"
"2014","94","Tierra del Fuego","2.48993629450616"
"2015","2","CABA","1.80631916380977"
"2015","6","Buenos Aires","2.21973605958084"
"2015","10","Catamarca","2.15626514542543"
"2015","14","Córdoba","2.10546044880693"
"2015","18","Corrientes","2.29166291883621"
"2015","22","Chaco","2.67263438874694"
"2015","26","Chubut","2.19857384301357"
"2015","30","Entre Ríos","2.32208595200707"
"2015","34","Formosa","2.61784876928336"
"2015","38","Jujuy","2.22791257467371"
"2015","42","La Pampa","2.138126589462"
"2015","46","La Rioja","1.96098079345254"
"2015","50","Mendoza","2.43585871116468"
"2015","54","Misiones","2.75418128704241"
"2015","58","Neuquén","2.40892177046496"
"2015","62","Río Negro","2.35268209026305"
"2015","66","Salta","2.60489059116061"
"2015","70","San Juan","2.65062775601368"
"2015","74","San Luis","2.18266836151965"
"2015","78","Santa Cruz","2.29049430358591"
"2015","82","Santa Fe","2.16707122303711"
"2015","86","Santiago del Estero","2.40561556687736"
"2015","90","Tucumán","2.32565496076445"
"2015","94","Tierra del Fuego","2.43959877374553"
"2016","2","CABA","1.73354337568478"
"2016","6","Buenos Aires","2.1263413895155"
"2016","10","Catamarca","2.10516599141387"
"2016","14","Córdoba","2.01558108463243"
"2016","18","Corrientes","2.19566582898214"
"2016","22","Chaco","2.2565941029021"
"2016","26","Chubut","2.1233230334956"
"2016","30","Entre Ríos","2.17520997173271"
"2016","34","Formosa","2.38293954855024"
"2016","38","Jujuy","2.06589330455435"
"2016","42","La Pampa","2.05426233474902"
"2016","46","La Rioja","1.9374176525385"
"2016","50","Mendoza","2.27454563661056"
"2016","54","Misiones","2.5391068568965"
"2016","58","Neuquén","2.27623353239663"
"2016","62","Río Negro","2.18802378394672"
"2016","66","Salta","2.38560750425312"
"2016","70","San Juan","2.4247116902979"
"2016","74","San Luis","1.99639492052028"
"2016","78","Santa Cruz","2.31452726388619"
"2016","82","Santa Fe","2.10621825861972"
"2016","86","Santiago del Estero","2.28620598602947"
"2016","90","Tucumán","2.16573585216582"
"2016","94","Tierra del Fuego","2.21904237625161"
"2017","2","CABA","1.55625178611782"
"2017","6","Buenos Aires","1.97105315225282"
"2017","10","Catamarca","2.01108805635502"
"2017","14","Córdoba","1.94726035985646"
"2017","18","Corrientes","2.23248314767262"
"2017","22","Chaco","2.3551527223035"
"2017","26","Chubut","1.97486160077978"
"2017","30","Entre Ríos","2.13992972550686"
"2017","34","Formosa","2.42630497115448"
"2017","38","Jujuy","1.9602682625262"
"2017","42","La Pampa","1.94856283659182"
"2017","46","La Rioja","1.83312919531337"
"2017","50","Mendoza","2.13181413327209"
"2017","54","Misiones","2.5590014301917"
"2017","58","Neuquén","2.09914173533663"
"2017","62","Río Negro","2.09535753021669"
"2017","66","Salta","2.42340523063605"
"2017","70","San Juan","2.36706009243507"
"2017","74","San Luis","1.90407376710138"
"2017","78","Santa Cruz","2.13538574616611"
"2017","82","Santa Fe","1.99776712167916"
"2017","86","Santiago del Estero","2.29328397730403"
"2017","90","Tucumán","2.07323685076734"
"2017","94","Tierra del Fuego","2.08402029099004"
"2018","2","CABA","1.54608984532248"
"2018","6","Buenos Aires","1.89719162184765"
"2018","10","Catamarca","2.09033186633887"
"2018","14","Córdoba","1.89630290232426"
"2018","18","Corrientes","2.20289114122205"
"2018","22","Chaco","2.49970878938032"
"2018","26","Chubut","1.85260872162491"
"2018","30","Entre Ríos","2.06230266142919"
"2018","34","Formosa","2.44340037273879"
"2018","38","Jujuy","1.94854203114657"
"2018","42","La Pampa","1.85537124512762"
"2018","46","La Rioja","1.74994030532896"
"2018","50","Mendoza","2.0304441442884"
"2018","54","Misiones","2.45444607957261"
"2018","58","Neuquén","2.03528800932966"
"2018","62","Río Negro","1.92813461262322"
"2018","66","Salta","2.24210629899571"
"2018","70","San Juan","2.30184350787238"
"2018","74","San Luis","1.83991684464878"
"2018","78","Santa Cruz","1.86493702221262"
"2018","82","Santa Fe","1.92972166343356"
"2018","86","Santiago del Estero","2.31029941392558"
"2018","90","Tucumán","2.10026551556337"
"2018","94","Tierra del Fuego","2.0162641201057"
"2019","2","CABA","1.48487327616274"
"2019","6","Buenos Aires","1.70892582065957"
"2019","10","Catamarca","1.79357259141807"
"2019","14","Córdoba","1.79280170279534"
"2019","18","Corrientes","2.02469374415732"
"2019","22","Chaco","2.23625416856534"
"2019","26","Chubut","1.69189523594272"
"2019","30","Entre Ríos","1.85609013946472"
"2019","34","Formosa","2.12544824351106"
"2019","38","Jujuy","1.70611756631293"
"2019","42","La Pampa","1.6675472904443"
"2019","46","La Rioja","1.63141730436282"
"2019","50","Mendoza","1.84521712660889"
"2019","54","Misiones","2.25382398338638"
"2019","58","Neuquén","1.89393690772291"
"2019","62","Río Negro","1.76518535198548"
"2019","66","Salta","2.03099758688984"
"2019","70","San Juan","2.1217472174722"
"2019","74","San Luis","1.71255236719622"
"2019","78","Santa Cruz","1.69122031793642"
"2019","82","Santa Fe","1.76797300783086"
"2019","86","Santiago del Estero","2.1593510676961"
"2019","90","Tucumán","1.88622263435907"
"2019","94","Tierra del Fuego","1.76443941571505"
"2020","2","CABA","1.23598763495801"
"2020","6","Buenos Aires","1.42512995936315"
"2020","10","Catamarca","1.53722819672653"
"2020","14","Córdoba","1.53231752662854"
"2020","18","Corrientes","1.84867400300288"
"2020","22","Chaco","1.86228527392613"
"2020","26","Chubut","1.49268811340641"
"2020","30","Entre Ríos","1.64039041178655"
"2020","34","Formosa","1.90823128985136"
"2020","38","Jujuy","1.50718367625584"
"2020","42","La Pampa","1.44712780842827"
"2020","46","La Rioja","1.39035755777812"
"2020","50","Mendoza","1.57360263605627"
"2020","54","Misiones","2.05819467811179"
"2020","58","Neuquén","1.62548943717674"
"2020","62","Río Negro","1.5505862350007"
"2020","66","Salta","1.58848805493967"
"2020","70","San Juan","1.83790593019656"
"2020","74","San Luis","1.540230368693"
"2020","78","Santa Cruz","1.45008947568888"
"2020","82","Santa Fe","1.48820200028334"
"2020","86","Santiago del Estero","1.73989572514172"
"2020","90","Tucumán","1.6056953640505"
"2020","94","Tierra del Fuego","1.35664434861777"
"2021","2","CABA","1.15362199345816"
"2021","6","Buenos Aires","1.40812183744198"
"2021","10","Catamarca","1.48620645547088"
"2021","14","Córdoba","1.54498470206648"
"2021","18","Corrientes","1.75879438427715"
"2021","22","Chaco","1.87503011257026"
"2021","26","Chubut","1.36247199032203"
"2021","30","Entre Ríos","1.57637817169331"
"2021","34","Formosa","1.82079356668167"
"2021","38","Jujuy","1.38609111936902"
"2021","42","La Pampa","1.37809264524706"
"2021","46","La Rioja","1.39117949904775"
"2021","50","Mendoza","1.53112098614634"
"2021","54","Misiones","1.99306296653354"
"2021","58","Neuquén","1.54741310383833"
"2021","62","Río Negro","1.42470537471059"
"2021","66","Salta","1.78122765657442"
"2021","70","San Juan","1.85966697784752"
"2021","74","San Luis","1.52731496600241"
"2021","78","Santa Cruz","1.21720466945563"
"2021","82","Santa Fe","1.62764200871"
"2021","86","Santiago del Estero","1.71954346293231"
"2021","90","Tucumán","1.62910947881316"
"2021","94","Tierra del Fuego","1.23725569775761"
"2022","2","CABA","1.10023304557062"
"2022","6","Buenos Aires","1.3163806047928"
"2022","10","Catamarca","1.4866874495599"
"2022","14","Córdoba","1.44838340297119"
"2022","18","Corrientes","1.60825792606827"
"2022","22","Chaco","1.81734854476489"
"2022","26","Chubut","1.29703020139816"
"2022","30","Entre Ríos","1.44728427498697"
"2022","34","Formosa","1.74913348447631"
"2022","38","Jujuy","1.28110456439226"
"2022","42","La Pampa","1.34139510151543"
"2022","46","La Rioja","1.32227068783843"
"2022","50","Mendoza","1.41838456746597"
"2022","54","Misiones","1.88237013877121"
"2022","58","Neuquén","1.49019077594405"
"2022","62","Río Negro","1.42735117546027"
"2022","66","Salta","1.62312284175232"
"2022","70","San Juan","1.72658507404894"
"2022","74","San Luis","1.40195889193549"
"2022","78","Santa Cruz","1.23603984915152"
"2022","82","Santa Fe","1.55985819756347"
"2022","86","Santiago del Estero","1.46221841394643"
"2022","90","Tucumán","1.51656592363949"
"2022","94","Tierra del Fuego","1.07079319801585"
"2023","2","CABA","1.08395856208188"
"2023","6","Buenos Aires","1.22587996500208"
"2023","10","Catamarca","1.31710859789325"
"2023","14","Córdoba","1.32311900964783"
"2023","18","Corrientes","1.58547547810671"
"2023","22","Chaco","1.6773415290349"
"2023","26","Chubut","1.1345971234506"
"2023","30","Entre Ríos","1.34193162056034"
"2023","34","Formosa","1.69890462217223"
"2023","38","Jujuy","1.20515619020238"
"2023","42","La Pampa","1.23882846335868"
"2023","46","La Rioja","1.2519406777242"
"2023","50","Mendoza","1.33105336171035"
"2023","54","Misiones","1.81144780977294"
"2023","58","Neuquén","1.36113752160126"
"2023","62","Río Negro","1.29921768767603"
"2023","66","Salta","1.46097626767091"
"2023","70","San Juan","1.61041152611559"
"2023","74","San Luis","1.24266013615985"
"2023","78","Santa Cruz","1.0415594991074"
"2023","82","Santa Fe","1.42048062326761"
"2023","86","Santiago del Estero","1.47357945807254"
"2023","90","Tucumán","1.35578143746903"
"2023","94","Tierra del Fuego","0.975120545844709"
